ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESPA04,SENPA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,GUNOWNER,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECPA,UNFR04G,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNFRBUSH,UNFRKERY,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1533494.0,Pennsylvania,16.0,State,1.0,Call 3,Complete,0.641047596931458,Bush,,Female,White,40-44,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Catholic,A few times a year,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,Against his opponent,Moral values,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Neither of them,Somewhat badly,Not so good,Both candidates did,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is not union member,All others,White,Pittsburg area/West,"City: 50,000 to 500,000","City over 50,000",14.0,15214.0
1499466.0,Pennsylvania,12.0,National,1.0,Call 2,Complete,0.762260675430298,Kerry,Hoeffel,Male,Hispanic/Latino,30-39,Independent,Moderate,,"$75,000-$99,999",Omit,Catholic,Once a week,Did not complete high school,,,,Before that,,Taxes,Is a strong leader,Strongly approve,Somewhat approve,Omit,,,Very well,,,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,,All others,White,Pittsburg area/West,Suburbs,Suburbs,14.0,15235.0
1480017.0,Pennsylvania,124.0,State,1.0,Call 1,Complete,0.724317014217377,Kerry,Hoeffel,Female,Black,18-24,Democrat,,Yes,,Worse today,Other Christian,Once a week,Some college/associate degree,No one does,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Both candidates did,Non-white female,18-29,18-24,18-64,Democrat,,,Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,Black,Philly suburbs,Suburbs,Suburbs,8.0,19001.0
1504321.0,Pennsylvania,130.0,State,1.0,Call 2,Complete,0.690268814563751,Kerry,Hoeffel,Female,White,,Independent,Conservative,Yes,"$15,000-$29,999",Worse today,Other Christian,A few times a month,High school graduate,No one does,No,Yes,Sometime last week,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Excellent,Only George W. Bush did,White female,,,,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,Married women,White,Philly suburbs,Suburbs,Suburbs,6.0,19401.0
1509178.0,Pennsylvania,35.0,National,4.0,Call 2,Complete,1.37009143829346,Kerry,Hoeffel,Male,White,40-44,Something Else,Conservative,,"$75,000-$99,999",,,,College graduate,"Yes, someone else does",,Yes,Before that,,,,,,,Only John Kerry,Only John Kerry,,,,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,,,Someone in household is union member,Voter is not union member,All others,White,Philly suburbs,Suburbs,Suburbs,8.0,18910.0
1499455.0,Pennsylvania,169.0,National,3.0,Call 1,Complete,0.976764678955078,Kerry,Hoeffel,Male,Black,50-59,Democrat,Moderate,,"$15,000-$29,999",,Protestant,Once a week,,,Yes,No,,For your candidate,,,,,,,,,,Both candidates did,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,,,,,,,,,,,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,,,All others,Black,Pittsburg area/West,Suburbs,Suburbs,12.0,15068.0
1477569.0,Pennsylvania,45.0,State,1.0,Call 1,Complete,0.597258865833282,Bush,Clymer,Male,White,60-64,Republican,Moderate,No,"$75,000-$99,999",Better today,Protestant,A few times a year,Postgraduate study,No one does,Yes,Yes,Before that,For your candidate,Moral values,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Both candidates did,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,3.0,16033.0
1504309.0,Pennsylvania,83.0,National,1.0,Call 2,Complete,0.710087776184082,Kerry,Hoeffel,Female,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Catholic,Once a week,Postgraduate study,No one does,,No,Before that,,Education,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,,,Very badly,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,,No one in household is union member,Voter is not union member,All others,White,Philly suburbs,Suburbs,Suburbs,7.0,19026.0
1504307.0,Pennsylvania,138.0,National,2.0,Call 1,Complete,2.51352286338806,Kerry,Hoeffel,Female,Black,50-59,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Catholic,More than once a week,College graduate,No one does,,No,Before that,,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,No one in household is union member,Voter is not union member,All others,Black,Philadelphia,"City over 500,000","City over 50,000",2.0,19138.0
1528606.0,Pennsylvania,135.0,State,1.0,Call 3,Complete,1.30760931968689,Bush,Specter,Male,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",Better today,Catholic,A few times a year,High school graduate,"Yes, I do",Yes,Yes,Before that,Omit,Moral values,Is a strong leader,Strongly approve,Strongly approve,Omit,Only George W. Bush,Only George W. Bush,Very well,Good,Only George W. Bush did,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,Someone in household is union member,Voter is union member,All others,White,Northeast,Suburbs,Suburbs,15.0,18042.0
1524695.0,Pennsylvania,68.0,State,1.0,Call 3,Complete,1.34647703170776,Kerry,Hoeffel,Female,White,60-64,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,A few times a year,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Omit,Only John Kerry,Only John Kerry,Very badly,Poor,Neither candidate did,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only John Kerry did/Neither candidate did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,19.0,17050.0
1479992.0,Pennsylvania,68.0,State,1.0,Call 1,Complete,0.603472769260406,Kerry,Did not vote,Female,White,25-29,Democrat,Liberal,Yes,"$30,000-$49,999",Worse today,Catholic,Never,High school graduate,"Yes, someone else does",No,No,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Only George W. Bush did,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,Someone in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,19.0,17050.0
1528597.0,Pennsylvania,130.0,State,1.0,Call 3,Complete,0.702415585517883,Kerry,Hoeffel,Male,White,18-24,Something Else,Liberal,No,"$50,000-$74,999",Worse today,Protestant,Never,High school graduate,"Yes, I do and someone else does",Yes,No,Before that,Against his opponent,Moral values,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Omit,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Omit,Omit,Someone in household is union member,Voter is union member,All others,White,Philly suburbs,Suburbs,Suburbs,6.0,19401.0
1489701.0,Pennsylvania,50.0,State,1.0,Call 1,Not complete,1.28385019302368,Kerry,Hoeffel,Female,White,65-74,,,,,,,,,,,,Before that,For your candidate,Taxes,Cares about people like me,Somewhat disapprove,,,,,,Not so good,Both candidates did,White female,60 or over,65 or over,65 or over,,,,,,All others,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,,,All others,White,Central/Northern Tier,Suburbs,Suburbs,5.0,16823.0
1477543.0,Pennsylvania,130.0,State,1.0,Call 1,Complete,0.702415585517883,Kerry,Hoeffel,Male,White,18-24,Independent,,No,"$100,000-$149,999",Better today,Catholic,A few times a year,Some college/associate degree,No one does,Yes,No,Just today,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Good,Neither candidate did,White male,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,White,Philly suburbs,Suburbs,Suburbs,6.0,19401.0
1528587.0,Pennsylvania,122.0,State,1.0,Call 3,Not complete,0.58159339427948,Bush,,Female,White,,,,,,,,,,,,,Before that,For your candidate,Omit,Omit,Omit,,,,,,Omit,Omit,White female,,,,,,,,,All others,,,,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,Omit,Omit,,,All others,White,Central/Northern Tier,"City: 10,000 to 49,999",Small cities and Rural,10.0,17701.0
1479976.0,Pennsylvania,19.0,National,2.0,Call 1,Complete,1.17892444133759,Bush,Clymer,Male,White,60-64,Republican,Conservative,No,"$30,000-$49,999",About the same,Catholic,Once a week,High school graduate,No one does,,Yes,Before that,,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,No one in household is union member,Voter is not union member,All others,White,Pittsburg area/West,Suburbs,Suburbs,4.0,15144.0
1479974.0,Pennsylvania,38.0,State,1.0,Call 1,Complete,1.41060376167297,Bush,Specter,Female,White,50-59,Republican,Conservative,No,"$75,000-$99,999",Better today,Catholic,Omit,High school graduate,"Yes, someone else does",Yes,Yes,Before that,Omit,Omit,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Not so good,Only John Kerry did,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Omit,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is not union member,Married women,White,Philly suburbs,Suburbs,Suburbs,8.0,19020.0
1534103.0,Pennsylvania,16.0,State,1.0,Call 3,Complete,0.533048808574677,Kerry,Specter,Female,White,50-59,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Catholic,A few times a year,Some college/associate degree,No one does,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Both candidates did,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Pittsburg area/West,"City: 50,000 to 500,000","City over 50,000",14.0,15214.0
1528582.0,Pennsylvania,29.0,State,1.0,Call 3,Complete,1.08940160274506,Kerry,Hoeffel,Female,White,45-49,Independent,Moderate,No,"$50,000-$74,999",Worse today,Protestant,A few times a month,Some college/associate degree,No one does,Yes,Yes,Sometime last week,For your candidate,Economy/Jobs,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only George W. Bush,Somewhat badly,Not so good,Both candidates did,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Northeast,Suburbs,Suburbs,6.0,19508.0
1504276.0,Pennsylvania,171.0,State,1.0,Call 2,Complete,0.956517100334167,Bush,Specter,Male,White,18-24,Republican,Conservative,Yes,"$50,000-$74,999",About the same,None,Never,High school graduate,No one does,No,No,Before that,Against his opponent,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Both candidates did,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,19.0,17368.0
1528579.0,Pennsylvania,169.0,National,3.0,Call 3,Complete,0.694974720478058,Kerry,Specter,Male,White,30-39,Democrat,Conservative,,"$15,000-$29,999",,Protestant,A few times a year,,,No,Yes,,For your candidate,,,,,,,,,,Both candidates did,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,,,,,,,,,,,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,,,All others,White,Pittsburg area/West,Suburbs,Suburbs,12.0,15068.0
1533437.0,Pennsylvania,61.0,State,1.0,Call 3,Complete,0.856399357318878,Bush,Specter,Male,White,50-59,Democrat,Conservative,No,"$100,000-$149,999",Better today,Catholic,A few times a month,Postgraduate study,"Yes, I do",Yes,Yes,During the last month,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,Both candidates did,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is union member,All others,White,Central/Northern Tier,Rural,Small cities and Rural,5.0,15848.0
1524668.0,Pennsylvania,12.0,National,1.0,Call 3,Complete,0.733687877655029,Kerry,Hoeffel,Female,White,45-49,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Other Christian,A few times a year,College graduate,No one does,,Yes,Before that,,Omit,Cares about people like me,Somewhat approve,Somewhat approve,Omit,,,Somewhat badly,,,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,,No one in household is union member,Voter is not union member,Married women,White,Pittsburg area/West,Suburbs,Suburbs,14.0,15235.0
1486957.0,Pennsylvania,71.0,State,1.0,Call 1,Complete,1.16089689731598,Bush,Specter,Male,White,50-59,Republican,Conservative,No,"$75,000-$99,999",Better today,Catholic,A few times a year,College graduate,No one does,Yes,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,Only John Kerry did,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Central/Northern Tier,Suburbs,Suburbs,17.0,17036.0
1529379.0,Pennsylvania,123.0,State,1.0,Call 3,Complete,0.920214354991913,Bush,Specter,Male,White,25-29,Republican,Conservative,No,"$75,000-$99,999",Better today,Other Christian,Never,Some college/associate degree,No one does,No,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Only John Kerry did,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,All others,White,Northeast,Rural,Small cities and Rural,11.0,18322.0
1534090.0,Pennsylvania,85.0,State,1.0,Call 3,Complete,0.612020492553711,Bush,Specter,Female,White,25-29,Republican,Moderate,No,"$15,000-$29,999",Better today,Something else,A few times a year,High school graduate,No one does,Yes,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Only John Kerry did,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Pittsburg area/West,Suburbs,Suburbs,3.0,16407.0
1528569.0,Pennsylvania,123.0,State,1.0,Call 3,Complete,0.654792368412018,Kerry,Specter,Female,White,30-39,Independent,Moderate,No,"$30,000-$49,999",About the same,Other Christian,A few times a year,Some college/associate degree,No one does,No,Yes,Just today,For your candidate,Health care,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Neither of them,Very badly,Not so good,Both candidates did,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Northeast,Rural,Small cities and Rural,11.0,18322.0
1533428.0,Pennsylvania,94.0,State,1.0,Call 3,Complete,0.43261182308197,Kerry,Hoeffel,Female,White,18-24,Independent,Liberal,Yes,"Under $15,000",Worse today,Catholic,A few times a month,Some college/associate degree,"Yes, someone else does",No,No,Just today,For your candidate,Education,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Both of them,Somewhat badly,Not so good,Both candidates did,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Only George W. Bush did/Both candidates did,Only John Kerry did/Both candidates did,Someone in household is union member,Voter is not union member,All others,White,Central/Northern Tier,"City: 10,000 to 49,999",Small cities and Rural,9.0,15701.0
1494539.0,Pennsylvania,80.0,National,1.0,Call 1,Complete,1.0330296754837,Kerry,Hoeffel,Male,White,65-74,Republican,Moderate,No,,About the same,Jewish,A few times a year,Postgraduate study,No one does,,Yes,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,White male,60 or over,65 or over,65 or over,Republican,,,Jewish,White Jewish,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,No one in household is union member,Voter is not union member,All others,White,Philly suburbs,Suburbs,Suburbs,7.0,19008.0
1528562.0,Pennsylvania,154.0,State,1.0,Call 3,Complete,0.674359798431396,Kerry,Hoeffel,Female,Black,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,Something else,Never,High school graduate,No one does,No,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Only George W. Bush did,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only George W. Bush did/Both candidates did,Only George W. Bush did/Neither candidate did,No one in household is union member,Voter is not union member,All others,Black,Philadelphia,"City over 500,000","City over 50,000",1.0,19139.0
1524654.0,Pennsylvania,38.0,State,1.0,Call 3,Complete,1.41060376167297,Bush,Specter,Female,White,40-44,Republican,Moderate,No,"$75,000-$99,999",Better today,Catholic,Once a week,Some college/associate degree,No one does,No,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Only John Kerry did,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Kerry did/Neither candidate did,Only John Kerry did/Both candidates did,No one in household is union member,Voter is not union member,Married women,White,Philly suburbs,Suburbs,Suburbs,8.0,19020.0
