ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESIA04,SENIA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,EDUC,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECIA,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1516557.0,Iowa,81.0,State,1.0,Call 2,Complete,Exit poll,0.83150190114975,Bush,Grassley,Male,White,18-24,Republican,Moderate,Yes,"$75,000-$99,999",Better today,None,A few times a month,Yes,Did not complete high school,No,Before that,Against his opponent,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Not so good,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,White evangelicals,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,West,Rural,Small cities and Rural,5.0,51024.0
1516573.0,Iowa,68.0,State,1.0,Call 2,Complete,Exit poll,0.914233922958374,Bush,Grassley,Female,White,25-29,Republican,Moderate,No,"$100,000-$149,999",Better today,Protestant,A few times a month,Yes,College graduate,Yes,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Somewhat approve,Somewhat approve,Less safe from terrorism,Both of them,Both of them,Somewhat well,About the same,Not so good,White female,18-29,25-29,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,Protestants/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,White,Central,Rural,Small cities and Rural,3.0,50219.0
1516575.0,Iowa,106.0,State,1.0,Call 2,Complete,Exit poll,0.692020118236542,Bush,Grassley,Female,White,18-24,Independent,Moderate,Yes,"Under $15,000",Better today,Catholic,A few times a year,No,Some college/associate degree,No,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,West,Rural,Small cities and Rural,5.0,50561.0
1516591.0,Iowa,119.0,State,1.0,Call 2,Complete,Exit poll,0.44376802444458,Bush,Small,Female,White,25-29,Independent,Conservative,Yes,,Better today,Other Christian,A few times a year,Yes,Some college/associate degree,Yes,Before that,For your candidate,Moral values,Omit,Strongly approve,Somewhat disapprove,Omit,Only George W. Bush,Only George W. Bush,Somewhat badly,About the same,Not so good,White female,18-29,25-29,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,West,Rural,Small cities and Rural,5.0,50840.0
1516603.0,Iowa,93.0,National,2.0,Call 2,Complete,Exit poll,0.839607298374176,Kerry,Grassley,Male,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",Better today,Catholic,Never,No,High school graduate,No,Before that,,Taxes,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,,,Very badly,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Never,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,All others,White,Central,Suburbs,Suburbs,3.0,50111.0
1516607.0,Iowa,38.0,State,1.0,Call 2,Complete,Exit poll,1.32472431659698,Kerry,Small,Male,White,75 or over,Democrat,Liberal,No,"$50,000-$74,999",About the same,Protestant,Once a week,No,Postgraduate study,Yes,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Good,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Central,Rural,Small cities and Rural,4.0,50126.0
1516610.0,Iowa,116.0,State,1.0,Call 2,Complete,Exit poll,0.975360691547394,Kerry,Small,Male,White,25-29,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Something else,A few times a month,No,Postgraduate study,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Good,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Central,"City: 50,000 to 500,000","City over 50,000",4.0,50010.0
1516615.0,Iowa,108.0,State,1.0,Call 2,Complete,Exit poll,0.544151663780212,Kerry,,Male,White,30-39,Independent,Moderate,Yes,"Under $15,000",Worse today,None,A few times a year,No,High school graduate,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Neither of them,Only John Kerry,Very badly,Worse today,Poor,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,52806.0
1516632.0,Iowa,50.0,State,1.0,Call 2,Complete,Exit poll,2.05041241645813,Kerry,Small,Female,White,18-24,Democrat,Liberal,Yes,"$100,000-$149,999",Worse today,Catholic,A few times a year,No,Some college/associate degree,No,Before that,For your candidate,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Good,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,East,Suburbs,Suburbs,2.0,52338.0
1516637.0,Iowa,37.0,State,1.0,Call 2,Complete,Exit poll,0.570549190044403,Kerry,Small,Female,Black,18-24,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,A few times a year,No,Some college/associate degree,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Good,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,Black,East,Rural,Small cities and Rural,3.0,50642.0
1516641.0,Iowa,45.0,State,1.0,Call 2,Complete,Exit poll,1.08150565624237,Bush,Grassley,Female,White,30-39,Republican,,No,"$50,000-$74,999",About the same,Other Christian,A few times a year,No,Some college/associate degree,Yes,During the last month,For your candidate,Omit,Cares about people like me,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Both of them,Somewhat well,Worse today,Omit,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Married women,White,East,Rural,Small cities and Rural,2.0,52556.0
1516647.0,Iowa,72.0,State,1.0,Call 2,Complete,Exit poll,1.24284195899963,Bush,Grassley,Male,White,30-39,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,Once a week,Yes,College graduate,No,In the last three days,For your candidate,Moral values,Is intelligent,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,About the same,Excellent,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Rural,Small cities and Rural,4.0,50005.0
1516648.0,Iowa,81.0,State,1.0,Call 2,Complete,Exit poll,0.802603602409363,Bush,Grassley,Male,White,50-59,Republican,Conservative,No,"$100,000-$149,999",About the same,Protestant,A few times a month,,High school graduate,Yes,During the last month,Against his opponent,Taxes,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,West,Rural,Small cities and Rural,5.0,51024.0
1516651.0,Iowa,59.0,State,1.0,Call 2,Complete,Exit poll,0.521985352039337,Kerry,,Male,White,18-24,Democrat,Liberal,Yes,"$150,000-$199,999",Better today,None,A few times a year,No,High school graduate,No,Sometime last week,For your candidate,Economy/Jobs,Is intelligent,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,About the same,Good,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,East,"City: 50,000 to 500,000","City over 50,000",2.0,52405.0
1516663.0,Iowa,42.0,State,1.0,Call 2,Complete,Exit poll,0.770333707332611,Bush,Grassley,Male,White,25-29,Independent,Conservative,Yes,"$30,000-$49,999",Better today,Other Christian,A few times a year,No,Some college/associate degree,No,During the last month,Against his opponent,Health care,Is honest and trustworthy,Somewhat approve,Somewhat approve,Less safe from terrorism,Both of them,Both of them,Somewhat well,About the same,Good,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,East,Rural,Small cities and Rural,3.0,52361.0
1516672.0,Iowa,57.0,State,1.0,Call 2,Complete,Exit poll,0.682466089725494,Kerry,Small,Female,White,40-44,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Other Christian,Once a week,No,High school graduate,Yes,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,East,"City: 50,000 to 500,000","City over 50,000",2.0,52402.0
1516684.0,Iowa,68.0,State,1.0,Call 2,Complete,Exit poll,0.956032276153564,Bush,Grassley,Male,White,40-44,Republican,Conservative,Yes,"$30,000-$49,999",Better today,Other Christian,Once a week,Yes,High school graduate,Yes,Before that,Against his opponent,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Rural,Small cities and Rural,3.0,50219.0
1516697.0,Iowa,116.0,State,1.0,Call 2,Complete,Exit poll,0.685572385787964,Kerry,Grassley,Female,White,40-44,Independent,Liberal,No,"$100,000-$149,999",About the same,Something else,Never,No,Postgraduate study,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,About the same,Good,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,All others,Never,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Married women,White,Central,"City: 50,000 to 500,000","City over 50,000",4.0,50010.0
1516714.0,Iowa,108.0,State,1.0,Call 2,Complete,Exit poll,0.683890700340271,Kerry,Grassley,Male,White,40-44,Democrat,Conservative,No,"$15,000-$29,999",About the same,Other Christian,A few times a year,No,High school graduate,No,During the last month,Against his opponent,Economy/Jobs,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Somewhat well,About the same,Not so good,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,52806.0
1516715.0,Iowa,119.0,State,1.0,Call 2,Complete,Exit poll,0.543873369693756,Kerry,Grassley,Female,White,60-64,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,A few times a year,No,Some college/associate degree,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Poor,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,West,Rural,Small cities and Rural,5.0,50840.0
1516724.0,Iowa,93.0,National,3.0,Call 2,Complete,Exit poll,0.748172879219055,Bush,Grassley,Female,White,45-49,Republican,Moderate,,"$50,000-$74,999",,Protestant,Once a week,Yes,,Yes,,Against his opponent,,,,,,,,,,,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,,,,,,,,,,,Married women,White,Central,Suburbs,Suburbs,3.0,50111.0
1516731.0,Iowa,38.0,State,1.0,Call 2,Complete,Exit poll,0.717024207115173,Bush,Grassley,Male,White,50-59,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,A few times a month,Yes,Some college/associate degree,Yes,Just today,For your candidate,Taxes,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Rural,Small cities and Rural,4.0,50126.0
1516740.0,Iowa,59.0,State,1.0,Call 2,Complete,Exit poll,0.759411990642548,Kerry,Small,Female,White,25-29,Democrat,Liberal,No,"$75,000-$99,999",Better today,Other Christian,Once a week,No,College graduate,Yes,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,East,"City: 50,000 to 500,000","City over 50,000",2.0,52405.0
1516741.0,Iowa,72.0,State,1.0,Call 2,Complete,Exit poll,1.14719843864441,Bush,Grassley,Female,White,30-39,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,A few times a year,Yes,Postgraduate study,No,Before that,Omit,Moral values,Is intelligent,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,About the same,Good,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,Protestants/Non-weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Central,Rural,Small cities and Rural,4.0,50005.0
1516745.0,Iowa,50.0,State,1.0,Call 2,Complete,Exit poll,1.7844842672348,Bush,Grassley,Female,White,30-39,Independent,Moderate,No,"$200,000 or more",Better today,Other Christian,A few times a year,No,Postgraduate study,Yes,During the last month,Against his opponent,Health care,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,About the same,Good,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,East,Suburbs,Suburbs,2.0,52338.0
1516750.0,Iowa,81.0,State,1.0,Call 2,Complete,Exit poll,0.740838766098022,Bush,Grassley,Female,White,50-59,Independent,Moderate,No,"$50,000-$74,999",Worse today,Something else,A few times a month,No,Postgraduate study,No,During the last month,For your candidate,Iraq,Has clear stands on the issues,Somewhat approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Worse today,Good,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,Occasionally,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,West,Rural,Small cities and Rural,5.0,51024.0
1516761.0,Iowa,37.0,State,1.0,Call 2,Complete,Exit poll,0.713793694972992,Bush,Grassley,Female,White,30-39,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,Once a week,Yes,College graduate,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,East,Rural,Small cities and Rural,3.0,50642.0
1516771.0,Iowa,94.0,State,1.0,Call 2,Complete,Exit poll,0.654754161834717,Kerry,Did not vote,Male,White,18-24,Democrat,Moderate,Yes,"$30,000-$49,999",Worse today,Catholic,A few times a year,No,High school graduate,No,During the last month,Omit,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Worse today,Not so good,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Central,"City: 50,000 to 500,000","City over 50,000",3.0,50313.0
1516775.0,Iowa,42.0,State,1.0,Call 2,Complete,Exit poll,0.743561267852783,Bush,Grassley,Male,White,50-59,Republican,Conservative,Yes,"$200,000 or more",Worse today,Catholic,Once a week,No,Postgraduate study,Yes,Before that,For your candidate,Omit,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Not so good,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,East,Rural,Small cities and Rural,3.0,52361.0
1516778.0,Iowa,108.0,State,1.0,Call 2,Complete,Exit poll,0.713793694972992,Bush,Grassley,Female,White,45-49,Something Else,Moderate,No,"$50,000-$74,999",About the same,Catholic,A few times a year,No,College graduate,No,During the last month,For your candidate,Omit,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Worse today,Not so good,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,52806.0
1516780.0,Iowa,57.0,State,1.0,Call 2,Complete,Exit poll,0.666641116142273,Bush,Grassley,Male,White,50-59,Republican,Conservative,No,"$30,000-$49,999",Better today,Catholic,More than once a week,No,College graduate,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Not so good,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,East,"City: 50,000 to 500,000","City over 50,000",2.0,52402.0
1516809.0,Iowa,119.0,State,1.0,Call 2,Complete,Exit poll,0.379036396741867,Bush,Did not vote,Female,White,65-74,Independent,Conservative,No,"$15,000-$29,999",Worse today,Something else,More than once a week,,,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Not so good,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Weekly,All others,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,West,Rural,Small cities and Rural,5.0,50840.0
