ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESWV04,GOVWV04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,UNION4,GUNOWNER,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECWV,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1484272.0,West Virginia,3.0,State,1.0,Call 1,Complete,0.825504660606384,Kerry,Manchin,Female,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",About the same,Other Christian,Yes,Some college/associate degree,"Yes, someone else does",No,Yes,During the last month,For your candidate,Terrorism,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Suburbs,Suburbs,2.0,25420.0
1484267.0,West Virginia,33.0,State,1.0,Call 1,Complete,0.661232173442841,Bush,Warner,Female,White,50-59,Democrat,Moderate,No,"$75,000-$99,999",Better today,Protestant,Yes,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Charleston/Huntingon,"City: 50,000 to 500,000","City over 50,000",2.0,25302.0
1484266.0,West Virginia,9.0,State,1.0,Call 1,Complete,1.23357439041138,Kerry,Manchin,Male,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",Better today,Protestant,,High school graduate,"Yes, I do",Yes,No,Before that,For your candidate,Terrorism,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Charleston/Huntingon,"City: 10,000 to 49,999",Small cities and Rural,3.0,25703.0
1523153.0,West Virginia,23.0,State,1.0,Call 3,Complete,1.25853300094604,Kerry,Manchin,Female,White,40-44,Democrat,Conservative,No,"$30,000-$49,999",About the same,Other Christian,Yes,High school graduate,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Ohio River Region,Rural,Small cities and Rural,2.0,25271.0
1523151.0,West Virginia,69.0,State,1.0,Call 3,Complete,0.788110136985779,Bush,Warner,Male,White,30-39,Independent,Conservative,No,"$15,000-$29,999",About the same,Protestant,Yes,College graduate,"Yes, I do",Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Poor,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Appalachian Highlands,Rural,Small cities and Rural,2.0,26241.0
1486411.0,West Virginia,16.0,State,1.0,Call 1,Complete,0.779900729656219,Bush,Manchin,Female,White,45-49,Democrat,Liberal,No,"$75,000-$99,999",About the same,Something else,Yes,High school graduate,"Yes, someone else does",Yes,Yes,Before that,Against his opponent,Iraq,Has clear stands on the issues,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Poor,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Rural,Small cities and Rural,3.0,25962.0
1524119.0,West Virginia,6.0,State,1.0,Call 3,Complete,0.887281060218811,Bush,Manchin,Female,White,18-24,Republican,Moderate,Yes,"$15,000-$29,999",About the same,None,No,Some college/associate degree,No one does,No,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Charleston/Huntingon,"City: 10,000 to 49,999",Small cities and Rural,3.0,25701.0
1484256.0,West Virginia,6.0,State,1.0,Call 1,Complete,1.06642067432404,Kerry,Manchin,Male,White,30-39,Independent,Moderate,Yes,"$30,000-$49,999",About the same,None,No,Postgraduate study,No one does,No,Yes,Before that,Against his opponent,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Charleston/Huntingon,"City: 10,000 to 49,999",Small cities and Rural,3.0,25701.0
1528003.0,West Virginia,46.0,State,1.0,Call 3,Complete,1.64802312850952,Bush,Manchin,Male,White,45-49,Republican,Moderate,No,"$50,000-$74,999",Worse today,Protestant,Yes,Some college/associate degree,"Yes, I do",Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Neither of them,Somewhat well,Not so good,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Ohio River Region,Rural,Small cities and Rural,2.0,25253.0
1508558.0,West Virginia,56.0,State,1.0,Call 2,Complete,1.19991505146027,Kerry,Other,Female,White,25-29,Democrat,Liberal,No,"$30,000-$49,999",Worse today,None,No,Some college/associate degree,No one does,Yes,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Ohio River Region,"City: 10,000 to 49,999",Small cities and Rural,1.0,26003.0
1484252.0,West Virginia,70.0,State,1.0,Call 1,Complete,0.686676323413849,Bush,Manchin,Male,White,50-59,,Moderate,No,"$30,000-$49,999",Better today,Other Christian,Yes,Did not complete high school,No one does,Yes,,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Excellent,White male,45-59,50-64,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Ohio River Region,Rural,Small cities and Rural,1.0,26362.0
1484251.0,West Virginia,24.0,State,1.0,Call 1,Complete,1.21793520450592,Kerry,Manchin,Female,White,50-59,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Protestant,Yes,Some college/associate degree,"Yes, someone else does",No,Yes,Just today,For your candidate,Economy/Jobs,Is a strong leader,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Ohio River Region,Rural,Small cities and Rural,2.0,25271.0
1508555.0,West Virginia,20.0,State,1.0,Call 2,Complete,1.74699521064758,Bush,Warner,Female,White,60-64,Democrat,Moderate,No,"$50,000-$74,999",Better today,Protestant,Yes,High school graduate,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Monongahla River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,26301.0
1484249.0,West Virginia,15.0,State,1.0,Call 1,Complete,1.12277591228485,Bush,Manchin,Female,White,45-49,Something Else,Moderate,No,"$30,000-$49,999",About the same,Protestant,No,College graduate,No one does,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Monongahla River Valley,Rural,Small cities and Rural,1.0,26351.0
1506715.0,West Virginia,77.0,State,1.0,Call 2,Complete,1.23584544658661,Kerry,Manchin,Female,White,25-29,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,Yes,College graduate,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Not so good,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Charleston/Huntingon,Rural,Small cities and Rural,2.0,26143.0
1523128.0,West Virginia,76.0,State,1.0,Call 3,Complete,0.988615214824677,Kerry,Manchin,Male,White,30-39,Democrat,Liberal,No,"$30,000-$49,999",About the same,Catholic,No,Some college/associate degree,"Yes, I do and someone else does",Yes,No,Just today,For your candidate,Taxes,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Ohio River Region,Rural,Small cities and Rural,1.0,26186.0
1508544.0,West Virginia,40.0,State,1.0,Call 2,Complete,1.0312361717224099,Kerry,Manchin,,White,65-74,Democrat,,No,,About the same,Other Christian,Yes,Did not complete high school,No one does,,Yes,Before that,Omit,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,3.0,24826.0
1524093.0,West Virginia,77.0,State,1.0,Call 3,Complete,1.03166508674622,Bush,Manchin,Female,White,45-49,Democrat,Moderate,No,"Under $15,000",Better today,Something else,Yes,High school graduate,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Charleston/Huntingon,Rural,Small cities and Rural,2.0,26143.0
1523118.0,West Virginia,16.0,State,1.0,Call 3,Complete,0.776004672050476,Bush,Manchin,Male,White,30-39,Republican,Moderate,No,"$15,000-$29,999",Better today,Something else,Yes,High school graduate,No one does,No,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Poor,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Appalachian Highlands,Rural,Small cities and Rural,3.0,25962.0
1484229.0,West Virginia,51.0,State,1.0,Call 1,Complete,0.91755199432373,Bush,Manchin,Female,White,30-39,Republican,Liberal,No,"$50,000-$74,999",Worse today,Other Christian,,College graduate,"Yes, I do",Yes,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Southwest,Rural,Small cities and Rural,3.0,25667.0
1489089.0,West Virginia,56.0,State,1.0,Call 1,Complete,0.625017821788788,Bush,Manchin,Female,White,40-44,Democrat,Moderate,No,"$50,000-$74,999",Better today,Catholic,No,College graduate,No one does,No,Yes,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Ohio River Region,"City: 10,000 to 49,999",Small cities and Rural,1.0,26003.0
1484223.0,West Virginia,22.0,State,1.0,Call 1,Complete,1.14976692199707,Kerry,Warner,Male,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",About the same,Protestant,No,College graduate,No one does,No,No,Sometime last week,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Monongahla River Valley,Rural,Small cities and Rural,1.0,26431.0
1523110.0,West Virginia,20.0,State,1.0,Call 3,Complete,1.32149970531464,Kerry,Warner,Female,White,45-49,Democrat,Moderate,No,"$75,000-$99,999",About the same,Protestant,Yes,Some college/associate degree,"Yes, I do",Yes,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,White,Monongahla River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,26301.0
1527970.0,West Virginia,70.0,State,1.0,Call 3,Complete,0.80739825963974,Bush,Warner,Male,White,30-39,Republican,Moderate,No,"$50,000-$74,999",About the same,Other Christian,No,Some college/associate degree,No one does,Yes,Yes,Before that,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Strongly approve,Less safe from terrorism,Neither of them,Neither of them,Somewhat well,Poor,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Ohio River Region,Rural,Small cities and Rural,1.0,26362.0
1484220.0,West Virginia,77.0,State,1.0,Call 1,Complete,1.66389882564545,Kerry,Manchin,Female,White,60-64,Republican,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,Yes,High school graduate,No one does,Yes,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Charleston/Huntingon,Rural,Small cities and Rural,2.0,26143.0
1489080.0,West Virginia,44.0,State,1.0,Call 1,Complete,1.06857883930206,Bush,Manchin,Female,White,50-59,Republican,Conservative,No,"$50,000-$74,999",About the same,Catholic,Yes,High school graduate,"Yes, someone else does",Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Ohio River Region,Suburbs,Suburbs,1.0,26041.0
1508522.0,West Virginia,3.0,State,1.0,Call 2,Complete,0.825504660606384,Kerry,Manchin,Female,White,50-59,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Other Christian,Yes,High school graduate,No one does,No,Yes,Before that,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Appalachian Highlands,Suburbs,Suburbs,2.0,25420.0
1508520.0,West Virginia,13.0,State,1.0,Call 2,Complete,0.758676528930664,Kerry,Manchin,Female,White,50-59,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,No,Postgraduate study,"Yes, someone else does",Yes,Yes,Before that,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Not so good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Southwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,25901.0
1484214.0,West Virginia,29.0,State,1.0,Call 1,Complete,0.924668371677399,Kerry,Manchin,Female,White,45-49,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Catholic,No,Postgraduate study,No one does,Yes,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Omit,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Charleston/Huntingon,"City: 50,000 to 500,000","City over 50,000",2.0,25314.0
1523100.0,West Virginia,71.0,State,1.0,Call 3,Complete,0.920049130916595,Kerry,Manchin,Male,White,40-44,Democrat,Liberal,No,"Under $15,000",Worse today,Protestant,No,Some college/associate degree,No one does,Yes,No,Before that,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Charleston/Huntingon,Rural,Small cities and Rural,2.0,25286.0
1486362.0,West Virginia,8.0,State,1.0,Call 1,Complete,1.23357439041138,Kerry,Manchin,Male,White,60-64,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Protestant,No,High school graduate,"Yes, I do",Yes,No,Before that,For your candidate,Iraq,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Charleston/Huntingon,"City: 10,000 to 49,999",Small cities and Rural,3.0,25701.0
