ID,STANUM,QTYPE,VERSION,TELEPOLL,WGT,PRESOR04,SENOR04,MEAS33OR,MEAS36OR,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,UNION4,MARRIED,LATINO,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECOR,COUNTACC,ENVIRON,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,ZIPCODE
1465571.0,Oregon,State,1.0,Phone survey,0.448176681995392,Bush,Wyden,No,Yes,Male,White,65-74,Independent,Moderate,No,"$50,000-$74,999",About the same,Protestant,No,Postgraduate study,No one is,No,No,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Omit,Omit,Neither of them,Somewhat well,Good,Somewhat confident,Omit,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Omit,Omit,No one in household is union member,Voter is not union member,All others,White,Northwest Pacific Coast,"City: 50,000 to 500,000","City over 50,000",97408.0
1465572.0,Oregon,State,1.0,Phone survey,0.515659809112549,Bush,Wyden,No,No,Female,White,50-59,Independent,Moderate,No,"$100,000-$149,999",About the same,Other Christian,Yes,Some college/associate degree,No one is,Yes,No,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Neither of them,Somewhat well,Not so good,Very confident,Keeping jobs in your state,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,South and East,,,97495.0
1465573.0,Oregon,State,1.0,Phone survey,0.406626909971237,Kerry,Wyden,Yes,No,Female,Hispanic/Latino,25-29,Independent,Moderate,No,"$30,000-$49,999",About the same,,No,Some college/associate degree,No one is,No,,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Not so good,Somewhat confident,Protecting the environment,Non-white female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,Northwest Pacific Coast,,,
1465574.0,Oregon,State,1.0,Phone survey,0.296177744865417,Kerry,,No,No,Female,White,65-74,,Conservative,No,,Omit,Catholic,,,No one is,No,No,For your candidate,Omit,Omit,Omit,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Omit,Omit,Omit,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,,,,Catholic,White Catholic,All others,All others,,Omit,Somewhat/Strongly disapprove,Omit,Omit,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Multnomah county,Suburbs,Suburbs,97030.0
1465575.0,Oregon,State,1.0,Phone survey,1.82985782623291,Bush,King,No,Yes,Male,White,40-44,Independent,Liberal,No,"$50,000-$74,999",Better today,Other Christian,Yes,Some college/associate degree,No one is,Yes,No,Against his opponent,Iraq,Is a strong leader,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Somewhat confident,Keeping jobs in your state,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,South and East,Rural,Small cities and Rural,97459.0
1465576.0,Oregon,State,1.0,Phone survey,0.57893317937851,Kerry,Wyden,Yes,No,Female,White,40-44,Democrat,Moderate,No,"$30,000-$49,999",About the same,None,No,High school graduate,No one is,No,No,For your candidate,Education,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Omit,Omit,Omit,Somewhat badly,Good,Somewhat confident,Protecting the environment,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Omit,Omit,Omit,Omit,No one in household is union member,Voter is not union member,All others,White,South and East,Suburbs,Suburbs,97520.0
1465577.0,Oregon,State,1.0,Phone survey,1.07145798206329,Kerry,Wyden,Yes,No,Male,White,50-59,Democrat,Liberal,No,"$75,000-$99,999",Worse today,None,No,Postgraduate study,No one is,No,No,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Very confident,Protecting the environment,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Northwest Pacific Coast,"City: 50,000 to 500,000","City over 50,000",97403.0
1465578.0,Oregon,State,1.0,Phone survey,1.38006806373596,Kerry,Wyden,Yes,No,Female,White,45-49,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Other Christian,No,Did not complete high school,No one is,Yes,No,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Somewhat confident,Keeping jobs in your state,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Multnomah county,"City over 500,000","City over 50,000",97203.0
1465579.0,Oregon,State,1.0,Phone survey,0.264136224985123,Bush,King,Yes,Yes,Female,White,25-29,Republican,Conservative,Yes,"$15,000-$29,999",About the same,Other Christian,Yes,High school graduate,No one is,No,No,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Neither of them,Only George W. Bush,Very badly,Poor,Somewhat confident,Protecting the environment,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,South and East,"City: 10,000 to 49,999",Small cities and Rural,97526.0
1465580.0,Oregon,State,1.0,Phone survey,1.12018752098083,Bush,King,No,Yes,Male,White,50-59,Republican,Moderate,No,"$200,000 or more",About the same,None,No,Some college/associate degree,No one is,Yes,No,For your candidate,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Somewhat confident,Keeping jobs in your state,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Suburbs and capital,Suburbs,Suburbs,97224.0
1465581.0,Oregon,State,1.0,Phone survey,1.17821836471558,Kerry,Wyden,No,Yes,Male,Hispanic/Latino,40-44,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Catholic,Yes,Did not complete high school,No one is,Yes,,For your candidate,Health care,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Not so good,Very confident,Keeping jobs in your state,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,South and East,"City: 10,000 to 49,999",Small cities and Rural,97914.0
1465582.0,Oregon,State,1.0,Phone survey,1.66405141353607,Bush,King,No,Yes,Male,White,50-59,Republican,Conservative,No,"$150,000-$199,999",Better today,Mormon/LDS,No,College graduate,"Yes, someone else is",Yes,No,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Very confident,Keeping jobs in your state,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Northwest Pacific Coast,Suburbs,Suburbs,97448.0
1465583.0,Oregon,State,1.0,Phone survey,0.589109182357788,Kerry,Wyden,Yes,No,Male,White,50-59,Independent,Moderate,No,"$50,000-$74,999",About the same,Protestant,Yes,Some college/associate degree,No one is,Yes,No,For your candidate,Taxes,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only John Kerry,Very badly,Not so good,Very confident,Keeping jobs in your state,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,South and East,"City: 10,000 to 49,999",Small cities and Rural,97801.0
1465584.0,Oregon,State,1.0,Phone survey,1.0254819393158,Bush,Wyden,No,Yes,Female,White,75 or over,Republican,Moderate,No,"$30,000-$49,999",About the same,Mormon/LDS,No,Some college/associate degree,No one is,Yes,No,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not so good,Somewhat confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,South and East,"City: 10,000 to 49,999",Small cities and Rural,97601.0
1465585.0,Oregon,State,1.0,Phone survey,1.07145798206329,Kerry,Wyden,No,No,Male,White,30-39,Democrat,Moderate,No,"$50,000-$74,999",Better today,Protestant,No,Postgraduate study,"Yes, someone else is",Yes,No,Omit,Iraq,Is a strong leader,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Not so good,Very confident,Protecting the environment,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Northwest Pacific Coast,,,
1465586.0,Oregon,State,1.0,Phone survey,1.1988331079483,Bush,King,No,No,Female,White,50-59,Republican,Moderate,No,"$15,000-$29,999",About the same,None,No,Some college/associate degree,No one is,No,No,For your candidate,Taxes,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Not so good,Very confident,Protecting the environment,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,South and East,Suburbs,Suburbs,97502.0
1465587.0,Oregon,State,1.0,Phone survey,1.5741708278656,Bush,Wyden,No,Yes,Male,White,50-59,Republican,Moderate,No,,About the same,Protestant,Yes,College graduate,No one is,Yes,No,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly disapprove,Less safe from terrorism,Both of them,Both of them,Very badly,Not so good,Very confident,Omit,White male,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Strongly/Somewhat approve,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,South and East,Rural,Small cities and Rural,97467.0
1465588.0,Oregon,State,1.0,Phone survey,0.985666275024414,Bush,Wyden,No,Yes,Male,White,65-74,Something Else,,No,"$30,000-$49,999",About the same,Protestant,No,Some college/associate degree,No one is,No,No,For your candidate,Omit,Omit,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Omit,Good,Omit,Keeping jobs in your state,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Omit,Omit,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,South and East,Rural,Small cities and Rural,97429.0
1465589.0,Oregon,State,1.0,Phone survey,1.0254819393158,Bush,Wyden,No,Yes,Female,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,Yes,Some college/associate degree,No one is,Yes,No,Against his opponent,Moral values,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Omit,Omit,Somewhat badly,Not so good,Somewhat confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Omit,Omit,Omit,Omit,No one in household is union member,Voter is not union member,Married women,White,South and East,Rural,Small cities and Rural,97527.0
1465590.0,Oregon,State,1.0,Phone survey,1.08190822601318,Kerry,Wyden,Yes,Yes,Male,White,45-49,Independent,Conservative,No,"$100,000-$149,999",About the same,Protestant,Yes,College graduate,No one is,No,No,Against his opponent,Terrorism,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Poor,Very confident,Protecting the environment,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Suburbs and capital,Suburbs,Suburbs,97023.0
1465591.0,Oregon,State,1.0,Phone survey,0.47350862622261,Bush,Wyden,No,Yes,Female,White,50-59,Republican,Moderate,No,,About the same,Protestant,No,Some college/associate degree,No one is,No,No,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,Good,Very confident,Omit,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Suburbs and capital,Suburbs,Suburbs,97045.0
1465592.0,Oregon,State,1.0,Phone survey,1.1988331079483,Bush,King,No,No,Female,White,40-44,Republican,Conservative,No,"$15,000-$29,999",About the same,Protestant,No,Postgraduate study,No one is,No,No,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Poor,Somewhat confident,Keeping jobs in your state,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,College graduate,Strongly/Somewhat approve,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,South and East,Rural,Small cities and Rural,97814.0
1465593.0,Oregon,State,1.0,Phone survey,0.937869966030121,Bush,Wyden,Yes,No,Female,White,30-39,Independent,Moderate,No,"$30,000-$49,999",About the same,Other Christian,No,Some college/associate degree,No one is,Yes,No,For your candidate,Iraq,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Poor,Somewhat confident,Keeping jobs in your state,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northwest Pacific Coast,Suburbs,Suburbs,97426.0
1465594.0,Oregon,State,1.0,Phone survey,0.535728991031647,Kerry,Wyden,Yes,Yes,Male,White,50-59,Something Else,Liberal,No,"$50,000-$74,999",Worse today,Other Christian,No,Some college/associate degree,No one is,No,No,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Only John Kerry,Somewhat badly,Not so good,Somewhat confident,Keeping jobs in your state,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northwest Pacific Coast,"City: 50,000 to 500,000","City over 50,000",97404.0
1465595.0,Oregon,State,1.0,Phone survey,0.198568359017372,Other,Wyden,Yes,Yes,Male,White,40-44,Democrat,Moderate,No,"$75,000-$99,999",Worse today,Other Christian,Yes,Some college/associate degree,No one is,Yes,No,Omit,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Not so good,Somewhat confident,Keeping jobs in your state,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Multnomah county,"City over 500,000","City over 50,000",97210.0
1465596.0,Oregon,State,1.0,Phone survey,1.08190822601318,Kerry,Wyden,No,No,Male,White,50-59,Independent,Moderate,No,"$75,000-$99,999",Worse today,Protestant,No,Postgraduate study,"Yes, someone else is",Yes,No,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Very confident,Protecting the environment,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Suburbs and capital,"City: 50,000 to 500,000","City over 50,000",97005.0
1465597.0,Oregon,State,1.0,Phone survey,1.05295014381409,Kerry,Wyden,,No,Female,Asian,40-44,Democrat,Liberal,No,"$200,000 or more",Better today,None,No,Postgraduate study,No one is,Yes,No,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Omit,Only John Kerry,Very badly,Not so good,Somewhat confident,Protecting the environment,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",None,All others,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Omit,Omit,No one in household is union member,Voter is not union member,Married women,Asian,Northwest Pacific Coast,"City: 10,000 to 49,999",Small cities and Rural,97330.0
1465598.0,Oregon,State,1.0,Phone survey,0.885329902172089,Bush,,No,Yes,Female,White,75 or over,,Conservative,No,"$15,000-$29,999",About the same,Protestant,Yes,Some college/associate degree,No one is,Yes,No,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Poor,Somewhat confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Somewhat/Strongly disapprove,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,South and East,"City: 10,000 to 49,999",Small cities and Rural,97470.0
1465599.0,Oregon,State,1.0,Phone survey,1.06321978569031,Kerry,Wyden,No,Yes,Female,White,30-39,Something Else,Liberal,No,"$15,000-$29,999",Worse today,Catholic,No,High school graduate,No one is,Yes,No,For your candidate,Education,Has strong religious faith,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Both of them,Somewhat badly,Poor,Somewhat confident,Keeping jobs in your state,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Suburbs and capital,,,
1465600.0,Oregon,State,1.0,Phone survey,1.17821836471558,Kerry,Wyden,No,Yes,Male,White,50-59,Independent,Moderate,No,"$75,000-$99,999",Worse today,,Yes,Postgraduate study,"Yes, someone else is",Yes,No,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Omit,Both of them,Neither of them,Somewhat badly,Poor,Very confident,Keeping jobs in your state,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",,,All others,White evangelicals,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,South and East,"City: 10,000 to 49,999",Small cities and Rural,97470.0
1465601.0,Oregon,State,1.0,Phone survey,1.23177862167358,Kerry,Wyden,Yes,Yes,Female,Hispanic/Latino,18-24,Democrat,Conservative,No,"Under $15,000",Worse today,Catholic,Yes,Did not complete high school,No one is,Yes,,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Keeping jobs in your state,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,Hispanic/Latino,Suburbs and capital,Suburbs,Suburbs,97325.0
1465602.0,Oregon,State,1.0,Phone survey,0.553305566310883,Kerry,Wyden,No,No,Male,White,65-74,Democrat,Liberal,No,"$75,000-$99,999",About the same,None,No,Postgraduate study,No one is,No,No,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Very confident,Protecting the environment,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,South and East,Suburbs,Suburbs,97520.0
1465603.0,Oregon,State,1.0,Phone survey,1.10936760902405,Bush,King,,Yes,Male,White,60-64,Independent,Liberal,No,"$15,000-$29,999",Worse today,None,No,Some college/associate degree,No one is,Yes,No,Against his opponent,Health care,Is a strong leader,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Both of them,Somewhat badly,Not so good,Somewhat confident,Protecting the environment,White male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Strongly/Somewhat approve,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northwest Pacific Coast,Suburbs,Suburbs,97370.0
1465604.0,Oregon,State,1.0,Phone survey,0.263237535953522,Kerry,Wyden,Yes,No,Female,White,50-59,Democrat,Liberal,No,"$30,000-$49,999",About the same,None,No,Postgraduate study,No one is,No,No,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Very confident,Protecting the environment,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Northwest Pacific Coast,"City: 50,000 to 500,000","City over 50,000",97401.0
