ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESAK04,SENAK04,HOUAK04,BM2AK,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,VETVOTER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,FMURKOW,LISAMURK,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACEAK,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1521668.0,Alaska,15.0,State,1.0,Call 2,Complete,0.604105651378632,Kerry,Knowles,Young,No,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Better today,Jewish,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,Disapprove,Inappropriate,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,0.0
1521670.0,Alaska,27.0,State,1.0,Call 1,Complete,1.61271226406097,Kerry,Knowles,Other,Yes,Male,White,18-24,Independent,Liberal,"Under $15,000",About the same,None,No,Before that,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage,Suburbs,Suburbs,1.0,99508.0
1521671.0,Alaska,23.0,State,1.0,Call 2,Complete,1.63755333423615,Bush,Knowles,Young,Yes,Female,White,60-64,Independent,Conservative,"$15,000-$29,999",Worse today,None,,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99504.0
1521676.0,Alaska,1.0,State,1.0,Call 2,Complete,1.21594214439392,Kerry,Murkowski,Young,Yes,Female,White,50-59,Republican,Liberal,"$30,000-$49,999",About the same,Something else,No,During the last month,Omit,Terrorism,Cares about people like me,Somewhat disapprove,Somewhat approve,Neither of them,Disapprove,Appropriate,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99901.0
1521677.0,Alaska,24.0,State,1.0,Call 2,Complete,1.22060596942902,Bush,Did not vote,Young,Yes,Female,Other,18-24,Independent,Moderate,"$15,000-$29,999",About the same,Something else,No,Just today,Against his opponent,Terrorism,Will bring about needed change,Somewhat approve,Strongly approve,Neither of them,Disapprove,Inappropriate,Non-white female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Something else,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,Alaska native,Anchorage,Suburbs,Suburbs,1.0,99504.0
1521678.0,Alaska,39.0,State,1.0,Call 2,Complete,0.768592596054077,Bush,Knowles,Young,Yes,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",About the same,None,No,During the last month,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat disapprove,Only George W. Bush,Approve,Appropriate,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99559.0
1521685.0,Alaska,7.0,State,1.0,Call 2,Complete,0.954938471317291,Bush,Murkowski,Young,No,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",About the same,Catholic,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1521687.0,Alaska,17.0,State,1.0,Call 2,Complete,1.84407138824463,Bush,Murkowski,Young,No,Female,,60-64,Independent,Conservative,,About the same,Protestant,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Appropriate,,60 or over,50-64,18-64,Independent,,,Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1521688.0,Alaska,11.0,State,1.0,Call 2,Complete,0.8748699426651,Bush,,Young,Yes,Male,White,25-29,Democrat,Liberal,"$50,000-$74,999",Omit,Catholic,No,Before that,Against his opponent,Iraq,Omit,Omit,Strongly approve,Only George W. Bush,Approve,Appropriate,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99705.0
1521700.0,Alaska,18.0,State,1.0,Call 2,Complete,0.871160328388214,Bush,Knowles,Young,Yes,Female,White,30-39,Something Else,Moderate,"$30,000-$49,999",Better today,Something else,No,Sometime last week,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Strongly approve,Only George W. Bush,Omit,Inappropriate,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1521701.0,Alaska,5.0,State,1.0,Call 2,Complete,0.828757107257843,Bush,Knowles,Young,No,Male,Other,60-64,Independent,Moderate,"$150,000-$199,999",About the same,Other Christian,No,During the last month,For your candidate,Health care,Will bring about needed change,Somewhat approve,Somewhat approve,Only George W. Bush,Disapprove,Inappropriate,Non-white male,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Alaska native,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1521706.0,Alaska,6.0,State,1.0,Call 2,Complete,1.07139432430267,Bush,Murkowski,Young,No,Female,White,30-39,Republican,Moderate,"$100,000-$149,999",Better today,Catholic,Yes,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,Disapprove,Inappropriate,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1521711.0,Alaska,26.0,National,1.0,Call 2,Complete,1.07154834270477,Kerry,Knowles,Young,No,Female,Other,30-39,Independent,Moderate,"$100,000-$149,999",About the same,Other Christian,No,Before that,,Iraq,Has clear stands on the issues,Somewhat disapprove,Strongly disapprove,,,,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Other,Anchorage,Suburbs,Suburbs,1.0,99508.0
1521723.0,Alaska,4.0,State,1.0,Call 2,Complete,0.706905543804169,Kerry,Knowles,Higgins,Yes,Female,White,18-24,Something Else,Liberal,"$15,000-$29,999",Worse today,None,No,Before that,Against his opponent,Education,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1521725.0,Alaska,32.0,State,1.0,Call 2,Complete,1.19903147220612,Bush,Murkowski,Young,No,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",About the same,Other Christian,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99516.0
1521731.0,Alaska,23.0,State,1.0,Call 2,Complete,0.814590215682983,Kerry,Knowles,Higgins,Yes,Male,White,45-49,Democrat,Liberal,"$30,000-$49,999",Worse today,None,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Disapprove,Inappropriate,White male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Anchorage,Suburbs,Suburbs,1.0,99504.0
1521736.0,Alaska,7.0,State,1.0,Call 2,Complete,0.670916616916656,Kerry,Knowles,Higgins,No,Female,Other,30-39,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,No,Before that,For your candidate,Terrorism,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Only John Kerry,Disapprove,Inappropriate,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Alaska native,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1521745.0,Alaska,12.0,State,1.0,Call 2,Complete,0.937400698661804,Bush,Murkowski,Young,No,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Approve,Inappropriate,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99705.0
1521748.0,Alaska,17.0,State,1.0,Call 2,Complete,1.47153854370117,Bush,Murkowski,Young,No,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",Better today,Other Christian,No,Before that,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Strongly approve,Only George W. Bush,Disapprove,Appropriate,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1521750.0,Alaska,15.0,State,1.0,Call 2,Complete,0.850200653076172,Bush,Murkowski,Young,No,Female,Other,45-49,Something Else,Moderate,"Under $15,000",Worse today,Catholic,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Strongly disapprove,Both of them,Disapprove,Inappropriate,Non-white female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Alaska native,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,0.0
1521758.0,Alaska,18.0,State,1.0,Call 2,Complete,0.543060183525085,Kerry,Knowles,Higgins,Yes,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",About the same,Protestant,Yes,Before that,For your candidate,Education,Is intelligent,Somewhat approve,Somewhat approve,Both of them,Approve,Inappropriate,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1521767.0,Alaska,6.0,State,1.0,Call 2,Complete,1.34262716770172,Bush,Murkowski,Young,No,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1521772.0,Alaska,1.0,State,1.0,Call 2,Complete,0.960740804672241,Bush,Knowles,Young,Yes,Female,,18-24,Independent,Conservative,"Under $15,000",Better today,Catholic,No,During the last month,For your candidate,Terrorism,Will bring about needed change,Somewhat approve,Strongly disapprove,Both of them,Approve,Inappropriate,,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99901.0
1521777.0,Alaska,27.0,State,1.0,Call 1,Complete,1.40798735618591,Kerry,Knowles,Other,Yes,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",About the same,Mormon/LDS,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only George W. Bush,Disapprove,Inappropriate,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99508.0
1521778.0,Alaska,7.0,State,1.0,Call 2,Complete,0.981184899806976,Bush,Murkowski,Young,No,Male,White,30-39,Independent,Moderate,"$15,000-$29,999",Better today,Jewish,No,Before that,Against his opponent,Iraq,Is honest and trustworthy,Somewhat approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1521781.0,Alaska,4.0,State,1.0,Call 2,Complete,0.670916616916656,Kerry,Knowles,Higgins,No,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",About the same,Something else,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Both of them,Disapprove,Inappropriate,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1521787.0,Alaska,11.0,State,1.0,Call 2,Complete,1.03690481185913,Kerry,,Young,Yes,Male,Other,60-64,Something Else,Liberal,"$30,000-$49,999",Better today,Mormon/LDS,Yes,Before that,For your candidate,Taxes,Cares about people like me,Somewhat approve,Somewhat approve,Only John Kerry,Disapprove,Appropriate,Non-white male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,Alaska native,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99705.0
1521788.0,Alaska,23.0,State,1.0,Call 2,Complete,0.814590215682983,Kerry,Knowles,Higgins,Yes,Male,Hispanic/Latino,30-39,Democrat,Liberal,"$50,000-$74,999",Better today,Catholic,Yes,During the last month,Against his opponent,Education,Has clear stands on the issues,Somewhat approve,Somewhat approve,Neither of them,Disapprove,Inappropriate,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,Hispanic/Latino,Anchorage,Suburbs,Suburbs,1.0,99504.0
1521797.0,Alaska,26.0,National,1.0,Call 2,Complete,1.85264992713928,Bush,Murkowski,Young,No,Male,White,65-74,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,,Iraq,Has strong religious faith,Strongly approve,Strongly approve,,,,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Anchorage,Suburbs,Suburbs,1.0,99508.0
1521808.0,Alaska,17.0,State,1.0,Call 2,Complete,1.51198375225067,Bush,Murkowski,Young,No,Male,White,40-44,Independent,Conservative,,Better today,Something else,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,White male,30-44,40-49,18-64,Independent,,,Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
1521814.0,Alaska,5.0,State,1.0,Call 2,Complete,0.66133451461792,Bush,Knowles,Young,No,Male,White,40-44,Something Else,Moderate,"$200,000 or more",Better today,Other Christian,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1521827.0,Alaska,18.0,State,1.0,Call 2,Complete,1.23198676109314,Bush,Murkowski,Young,No,Male,White,45-49,Republican,Conservative,"$200,000 or more",Better today,Protestant,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Disapprove,Appropriate,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage,Suburbs,Suburbs,1.0,99577.0
1521828.0,Alaska,6.0,State,1.0,Call 2,Complete,1.05781579017639,Kerry,Knowles,Young,No,Female,White,60-64,Independent,Moderate,"$75,000-$99,999",About the same,Protestant,No,Just today,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat approve,Both of them,Disapprove,Inappropriate,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1521830.0,Alaska,15.0,State,1.0,Call 2,Complete,0.86064350605011,Bush,Other,Young,Yes,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",About the same,Catholic,No,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Strongly approve,Only George W. Bush,Disapprove,Inappropriate,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,0.0
1521831.0,Alaska,39.0,State,1.0,Call 2,Complete,0.76908677816391,Kerry,Knowles,Young,No,Female,Other,40-44,Independent,Moderate,"$30,000-$49,999",Worse today,None,No,Just today,Omit,Omit,Omit,Strongly disapprove,Strongly disapprove,Only George W. Bush,Disapprove,Inappropriate,Non-white female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,Alaska native,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99559.0
1521835.0,Alaska,7.0,State,1.0,Call 2,Complete,0.981184899806976,Bush,Murkowski,Young,No,Male,Black,50-59,Independent,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,During the last month,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only John Kerry,Approve,Appropriate,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,Black,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99709.0
1521838.0,Alaska,32.0,State,1.0,Call 2,Complete,0.584624886512756,Nader,Other,,Yes,Female,Other,18-24,Independent,Conservative,"$200,000 or more",Better today,Other Christian,No,Before that,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Neither of them,Omit,Omit,Non-white female,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,Other,Anchorage,Suburbs,Suburbs,1.0,99516.0
1521846.0,Alaska,37.0,State,1.0,Call 2,Complete,0.742186963558197,Kerry,Knowles,Young,No,Female,White,45-49,Democrat,Moderate,"$30,000-$49,999",Worse today,None,No,Before that,Against his opponent,Taxes,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Disapprove,Inappropriate,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Anchorage-Fairbanks Corridor,Rural,Small cities and Rural,1.0,99603.0
1521856.0,Alaska,4.0,State,1.0,Call 2,Complete,0.636350750923157,Bush,Knowles,Higgins,No,Female,White,45-49,Something Else,Conservative,"$75,000-$99,999",Better today,Catholic,No,Before that,Against his opponent,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Neither of them,Disapprove,Inappropriate,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99801.0
1521857.0,Alaska,10.0,State,1.0,Call 2,Complete,0.910821974277496,Bush,Knowles,Young,Yes,Male,White,40-44,Republican,Moderate,"$100,000-$149,999",Better today,Protestant,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Both of them,Disapprove,Inappropriate,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99701.0
1521861.0,Alaska,1.0,State,1.0,Call 2,Complete,1.36023318767548,Bush,Murkowski,Young,No,Female,Asian,25-29,Independent,Conservative,"$15,000-$29,999",Better today,Catholic,No,Before that,Against his opponent,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Approve,Appropriate,Non-white female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Asian,Juneau/Fairbanks/Rural,Rural,Small cities and Rural,1.0,99901.0
1521863.0,Alaska,20.0,State,1.0,Call 2,Complete,0.548861622810364,Kerry,Knowles,Higgins,Yes,Female,Other,40-44,Democrat,Moderate,"$15,000-$29,999",About the same,None,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Disapprove,Inappropriate,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Alaska native,Anchorage,Suburbs,Suburbs,1.0,99504.0
1521871.0,Alaska,17.0,State,1.0,Call 2,Complete,1.47153854370117,Bush,Murkowski,Young,No,Female,White,40-44,Independent,Conservative,"$50,000-$74,999",About the same,Mormon/LDS,No,Sometime last week,Against his opponent,Moral values,Has clear stands on the issues,Somewhat disapprove,Strongly disapprove,Both of them,Omit,Inappropriate,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Anchorage,Rural,Small cities and Rural,1.0,99645.0
