ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESAL04,SENAL04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1509485.0,Alabama,68.0,National,2.0,Call 2,0.848308026790619,Kerry,Sowell,Female,Other,30-39,Independent,Liberal,"Under $15,000",Worse today,Other Christian,No,Before that,,Somewhat disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Other,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1480806.0,Alabama,94.0,State,1.0,Call 1,1.55975294113159,Bush,Shelby,Male,,40-44,Independent,Conservative,"$50,000-$74,999",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,Black belt,Rural,Small cities and Rural,7.0,35470.0
1506173.0,Alabama,51.0,State,1.0,Call 2,0.856162428855896,Kerry,Sowell,Male,Black,30-39,Democrat,Moderate,"$100,000-$149,999",About the same,None,No,Before that,Omit,Strongly disapprove,Strongly disapprove,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1505410.0,Alabama,6.0,State,1.0,Call 2,1.55246913433075,Bush,,Female,White,,Independent,Liberal,"Under $15,000",Worse today,,,Before that,Against his opponent,Omit,Omit,White female,,,,Independent,"Under $50,000","Under $100,000",,,All others,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,White,North central,Suburbs,Suburbs,4.0,35031.0
1507274.0,Alabama,18.0,State,1.0,Call 2,0.430193245410919,Kerry,Shelby,Female,White,30-39,Independent,Liberal,"$100,000-$149,999",About the same,Protestant,Yes,Before that,For your candidate,Strongly disapprove,Somewhat approve,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1484855.0,Alabama,32.0,State,1.0,Call 1,1.15864837169647,Kerry,Sowell,Female,Black,40-44,Democrat,Moderate,"$75,000-$99,999",Worse today,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,North central,Suburbs,Suburbs,2.0,36092.0
1487417.0,Alabama,10.0,National,1.0,Call 1,1.35226285457611,Bush,Shelby,Female,Hispanic/Latino,65-74,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Before that,,Strongly approve,Strongly approve,Non-white female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,"City: 10,000 to 49,999",Small cities and Rural,3.0,36201.0
1526020.0,Alabama,99.0,National,2.0,Call 3,1.11606884002686,Kerry,Sowell,Male,Black,50-59,Democrat,Liberal,"$30,000-$49,999",Worse today,Other Christian,Yes,Before that,,Strongly disapprove,Strongly disapprove,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,North central,Suburbs,Suburbs,3.0,36078.0
1524916.0,Alabama,1.0,State,1.0,Call 3,0.746318101882935,Bush,Shelby,Male,White,50-59,Independent,Conservative,,About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1506164.0,Alabama,6.0,State,1.0,Call 2,1.01897048950195,Kerry,Sowell,Male,,50-59,Independent,Liberal,,Omit,Something else,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,,45-59,50-64,18-64,Independent,,,Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,North central,Suburbs,Suburbs,4.0,35031.0
1527119.0,Alabama,28.0,State,1.0,Call 3,1.17622971534729,Bush,,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,4.0,35962.0
1480792.0,Alabama,80.0,State,1.0,Call 1,0.767873287200928,Bush,Shelby,Female,White,50-59,Republican,Conservative,,Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1488512.0,Alabama,32.0,State,1.0,Call 1,1.06433427333832,Bush,Shelby,Female,White,18-24,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,2.0,36092.0
1506465.0,Alabama,51.0,State,1.0,Call 2,0.809466660022736,Kerry,Sowell,Female,Black,45-49,Democrat,Moderate,"$30,000-$49,999",Worse today,Something else,Yes,Before that,For your candidate,Somewhat disapprove,Strongly disapprove,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1524907.0,Alabama,80.0,State,1.0,Call 3,0.812169671058655,Bush,Shelby,Male,Other,45-49,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,Yes,Before that,For your candidate,Somewhat approve,Strongly approve,Non-white male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Other,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1516082.0,Alabama,28.0,State,1.0,Call 2,1.11096560955048,Bush,Shelby,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,During the last month,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,4.0,35962.0
1508358.0,Alabama,44.0,State,1.0,Call 2,2.23403906822205,Bush,Shelby,Male,Black,40-44,Republican,Liberal,"$15,000-$29,999",Worse today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1507254.0,Alabama,51.0,State,1.0,Call 2,0.856162428855896,Kerry,Sowell,Male,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Something else,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1482987.0,Alabama,10.0,National,1.0,Call 1,0.787092864513397,Kerry,Shelby,Female,White,18-24,Democrat,Liberal,"$15,000-$29,999",About the same,Other Christian,No,In the last three days,,Somewhat disapprove,Strongly disapprove,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,North central,"City: 10,000 to 49,999",Small cities and Rural,3.0,36201.0
1528209.0,Alabama,99.0,National,4.0,Call 3,1.14853072166443,Kerry,Shelby,Female,Black,30-39,Independent,Liberal,"Under $15,000",,,,Sometime last week,,,,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,,Black,North central,Suburbs,Suburbs,3.0,36078.0
1490138.0,Alabama,1.0,State,1.0,Call 1,0.643717885017395,Kerry,Sowell,Male,White,60-64,Independent,Moderate,"$15,000-$29,999",Worse today,Protestant,No,During the last month,Against his opponent,Strongly disapprove,Strongly disapprove,White male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,Suburbs,Suburbs,1.0,36530.0
1510558.0,Alabama,18.0,State,1.0,Call 2,0.627585649490356,Bush,Shelby,Male,White,30-39,Independent,Conservative,,Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1524634.0,Alabama,99.0,National,1.0,Call 3,1.11606884002686,Kerry,Sowell,Male,Black,40-44,Democrat,Moderate,"$15,000-$29,999",Worse today,None,No,Before that,,Strongly disapprove,Strongly disapprove,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,North central,Suburbs,Suburbs,3.0,36078.0
1508348.0,Alabama,68.0,National,3.0,Call 2,1.27354598045349,Bush,Shelby,Female,White,40-44,Republican,Conservative,"$15,000-$29,999",,Other Christian,Yes,,For your candidate,,,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,White,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1527097.0,Alabama,51.0,State,1.0,Call 3,0.969726085662842,Kerry,Did not vote,Male,Black,18-24,Democrat,Moderate,"Under $15,000",Worse today,Other Christian,Yes,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",7.0,35208.0
1509448.0,Alabama,44.0,State,1.0,Call 2,1.70270359516144,Bush,Shelby,Male,White,65-74,Republican,Conservative,"$15,000-$29,999",Worse today,Protestant,Yes,Before that,For your candidate,Strongly approve,Somewhat disapprove,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1525990.0,Alabama,28.0,State,1.0,Call 3,0.8381707072258,Kerry,,Female,White,18-24,Democrat,Moderate,"$15,000-$29,999",Better today,Protestant,Yes,In the last three days,For your candidate,Somewhat disapprove,Somewhat approve,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,4.0,35962.0
1488487.0,Alabama,44.0,State,1.0,Call 1,2.45250201225281,Bush,Shelby,Male,,60-64,Democrat,Liberal,"Under $15,000",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1508810.0,Alabama,44.0,State,1.0,Call 2,0.954307854175568,Kerry,,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,No,Before that,For your candidate,Somewhat disapprove,Strongly disapprove,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1525987.0,Alabama,18.0,State,1.0,Call 3,0.854645669460297,Bush,Shelby,Female,,50-59,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1524883.0,Alabama,68.0,National,4.0,Call 3,1.40030157566071,Bush,Shelby,Male,Asian,25-29,Something Else,Moderate,"$75,000-$99,999",,,,Sometime last week,,,,Non-white male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",,,,,,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,,Asian,North,"City: 50,000 to 500,000","City over 50,000",5.0,35805.0
1510717.0,Alabama,1.0,State,1.0,Call 2,0.705613255500793,Bush,Shelby,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Suburbs,Suburbs,1.0,36530.0
1485171.0,Alabama,32.0,State,1.0,Call 1,1.08289289474487,Bush,Shelby,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,2.0,36092.0
1491786.0,Alabama,18.0,State,1.0,Call 1,0.627585649490356,Bush,Shelby,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,Yes,Before that,Against his opponent,Strongly approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1508328.0,Alabama,38.0,State,1.0,Call 2,0.786012291908264,Kerry,Sowell,Female,White,18-24,Independent,Liberal,"$15,000-$29,999",Worse today,,,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jefferson county,Suburbs,Suburbs,7.0,35022.0
1524368.0,Alabama,80.0,State,1.0,Call 3,0.798250675201416,Bush,Shelby,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",Better today,Protestant,No,In the last three days,Against his opponent,Somewhat approve,Somewhat approve,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Black belt,"City: 50,000 to 500,000","City over 50,000",2.0,36109.0
1527077.0,Alabama,99.0,National,3.0,Call 3,1.05519759654999,Kerry,Sowell,Female,Black,40-44,Democrat,Liberal,"Under $15,000",,None,Yes,,Against his opponent,,,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,,,,,Black,North central,Suburbs,Suburbs,3.0,36078.0
1481852.0,Alabama,6.0,State,1.0,Call 1,0.801279783248901,Kerry,,Male,White,18-24,Democrat,Liberal,,Worse today,,,In the last three days,For your candidate,Somewhat disapprove,Somewhat disapprove,White male,18-29,18-24,18-64,Democrat,,,,,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,North central,Suburbs,Suburbs,4.0,35031.0
1482954.0,Alabama,6.0,State,1.0,Call 1,1.30025279521942,Bush,Shelby,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",About the same,Other Christian,Yes,Before that,Against his opponent,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,4.0,35031.0
1525402.0,Alabama,18.0,State,1.0,Call 3,0.616830050945282,Bush,Shelby,Female,Asian,18-24,Republican,Moderate,,Better today,Other Christian,No,Before that,For your candidate,Somewhat approve,Somewhat approve,Non-white female,18-29,18-24,18-64,Republican,,,Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Asian,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1524607.0,Alabama,6.0,State,1.0,Call 3,1.06313073635101,Bush,,Male,White,45-49,Independent,Moderate,,Better today,Other Christian,,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,White male,45-59,40-49,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North central,Suburbs,Suburbs,4.0,35031.0
1488465.0,Alabama,44.0,State,1.0,Call 1,1.2432234287262,Bush,Shelby,Female,White,50-59,Republican,Conservative,"$15,000-$29,999",About the same,Catholic,No,Before that,Against his opponent,Somewhat approve,Omit,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,White,Jefferson county,Suburbs,Suburbs,6.0,35172.0
1530378.0,Alabama,38.0,State,1.0,Call 3,0.756100654602051,Kerry,Sowell,Female,White,45-49,Democrat,Moderate,,Omit,Protestant,,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Jefferson county,Suburbs,Suburbs,7.0,35022.0
1528171.0,Alabama,38.0,State,1.0,Call 3,1.1351170539856,Bush,Shelby,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",About the same,Other Christian,Yes,Before that,For your candidate,Somewhat approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jefferson county,Suburbs,Suburbs,7.0,35022.0
1509582.0,Alabama,18.0,State,1.0,Call 2,0.812653958797455,Bush,Shelby,Male,White,65-74,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1516045.0,Alabama,28.0,State,1.0,Call 2,1.11096560955048,Bush,Shelby,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,4.0,35962.0
1505348.0,Alabama,6.0,State,1.0,Call 2,1.19049608707428,Kerry,Did not vote,Male,White,,,Liberal,,Omit,,,Just today,Against his opponent,Omit,Strongly disapprove,White male,,,,,,,,,All others,All others,Omit,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,North central,Suburbs,Suburbs,4.0,35031.0
1509413.0,Alabama,18.0,State,1.0,Call 2,0.768331170082092,Bush,Shelby,Female,White,65-74,,Conservative,,Omit,Protestant,Yes,Before that,Omit,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1508309.0,Alabama,18.0,State,1.0,Call 2,0.593356609344482,Bush,Shelby,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1527059.0,Alabama,28.0,State,1.0,Call 3,1.17622971534729,Bush,,Male,White,30-39,Republican,Moderate,"$15,000-$29,999",About the same,Protestant,Yes,In the last three days,For your candidate,Somewhat approve,Somewhat disapprove,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,4.0,35962.0
1508993.0,Alabama,18.0,State,1.0,Call 2,0.593356609344482,Bush,Shelby,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",About the same,Other Christian,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1487347.0,Alabama,32.0,State,1.0,Call 1,1.32574784755707,Bush,Shelby,Female,White,65-74,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,No,Before that,Against his opponent,Strongly approve,Somewhat approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North central,Suburbs,Suburbs,2.0,36092.0
1525951.0,Alabama,94.0,State,1.0,Call 3,1.40222644805908,Bush,Shelby,Male,White,60-64,Republican,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Black belt,Rural,Small cities and Rural,7.0,35470.0
1507736.0,Alabama,18.0,State,1.0,Call 2,0.593356609344482,Bush,Shelby,Female,White,50-59,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
1508543.0,Alabama,18.0,State,1.0,Call 2,0.627585649490356,Bush,Shelby,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,36330.0
