ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESKS04,SENKS04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1485766.0,Kansas,33.0,State,1.0,Call 1,0.697271287441254,Bush,Brownback,Female,White,50-59,Republican,Conservative,,About the same,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1533786.0,Kansas,12.0,State,1.0,Call 3,1.27665066719055,Bush,Brownback,Male,Hispanic/Latino,30-39,Republican,Conservative,"$15,000-$29,999",Better today,Catholic,No,Yes,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Hispanic/Latino,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
1484149.0,Kansas,39.0,State,1.0,Call 1,1.20004498958588,Kerry,Did not vote,Male,White,18-24,Democrat,Liberal,"$30,000-$49,999",Worse today,None,No,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1533783.0,Kansas,19.0,State,1.0,Call 3,1.11763679981232,Bush,Brownback,Male,Asian,40-44,Independent,Moderate,"$75,000-$99,999",About the same,None,No,No,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Asian,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1538194.0,Kansas,45.0,State,1.0,Call 3,0.726358711719513,Bush,Brownback,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,No,No,Before that,Against his opponent,Somewhat approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1483043.0,Kansas,42.0,State,1.0,Call 1,1.16961634159088,Bush,Brownback,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",About the same,Catholic,No,No,Before that,For your candidate,Somewhat approve,Strongly approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
1486350.0,Kansas,46.0,National,1.0,Call 1,0.886053681373596,Kerry,Jones,Male,Hispanic/Latino,18-24,Democrat,Liberal,"Under $15,000",Worse today,None,No,Yes,Before that,,Strongly disapprove,Strongly disapprove,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Hispanic/Latino,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1485246.0,Kansas,33.0,State,1.0,Call 1,1.19255268573761,Kerry,Brownback,Male,White,65-74,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,No,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1512820.0,Kansas,46.0,National,1.0,Call 2,0.72261369228363,Bush,Brownback,Male,White,30-39,Something Else,Moderate,"$15,000-$29,999",Better today,Catholic,No,No,Before that,,Somewhat approve,Somewhat approve,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1533242.0,Kansas,20.0,National,2.0,Call 3,0.945692658424377,Bush,Brownback,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",About the same,Other Christian,No,No,Before that,,Strongly approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1532667.0,Kansas,26.0,State,1.0,Call 3,0.586361110210419,Bush,Jones,Female,White,25-29,Independent,Moderate,"$15,000-$29,999",Worse today,Protestant,No,No,In the last three days,For your candidate,Somewhat approve,Somewhat approve,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1485235.0,Kansas,46.0,National,3.0,Call 1,0.674475908279419,Bush,Brownback,Female,White,50-59,,,,,,,No,,For your candidate,,,White female,45-59,50-64,18-64,,,,,,All others,All others,,,,,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1509706.0,Kansas,25.0,National,3.0,Call 2,1.86497521400452,Kerry,Jones,Male,White,18-24,Democrat,Conservative,"$30,000-$49,999",,Other Christian,Yes,No,,For your candidate,,,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,White,Kansas City suburbs/Southeast,Rural,Small cities and Rural,2.0,66075.0
1511844.0,Kansas,20.0,National,3.0,Call 2,0.882694244384766,Bush,Brownback,Female,White,30-39,Republican,Conservative,"$200,000 or more",,Catholic,No,No,,For your candidate,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,,,,,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1512913.0,Kansas,29.0,National,2.0,Call 2,1.92807769775391,Kerry,Brownback,Male,White,65-74,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,,No,Just today,,Somewhat disapprove,Somewhat approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67420.0
1538174.0,Kansas,45.0,State,1.0,Call 3,0.997471570968628,Kerry,Jones,Female,White,30-39,Independent,Conservative,"$30,000-$49,999",Worse today,Other Christian,Yes,No,Just today,For your candidate,Strongly disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1481919.0,Kansas,24.0,State,1.0,Call 1,1.02949416637421,Kerry,Brownback,Male,White,45-49,Democrat,Moderate,"$50,000-$74,999",About the same,Catholic,No,No,During the last month,For your candidate,Somewhat disapprove,Somewhat disapprove,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1484124.0,Kansas,35.0,State,1.0,Call 1,0.893703818321228,Bush,Brownback,Female,White,30-39,Independent,Liberal,"$50,000-$74,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1485226.0,Kansas,35.0,State,1.0,Call 1,0.797991096973419,Bush,Brownback,Female,White,25-29,Republican,Moderate,"$50,000-$74,999",Better today,Catholic,No,No,During the last month,For your candidate,Strongly approve,Strongly approve,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1538311.0,Kansas,45.0,State,1.0,Call 3,0.726358711719513,Bush,Brownback,Female,White,40-44,Republican,Moderate,"$30,000-$49,999",Better today,Protestant,Yes,No,Just today,For your candidate,Somewhat approve,Somewhat disapprove,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1509697.0,Kansas,16.0,State,1.0,Call 2,1.12925565242767,Bush,Brownback,Female,White,75 or over,Republican,Conservative,"$50,000-$74,999",About the same,Catholic,No,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1485223.0,Kansas,3.0,State,1.0,Call 1,0.996048033237457,Bush,Brownback,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,Yes,No,Before that,Against his opponent,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1483014.0,Kansas,20.0,National,1.0,Call 1,0.945692658424377,Bush,Brownback,Male,White,30-39,Republican,Conservative,"$150,000-$199,999",Better today,Other Christian,Yes,No,Before that,,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1484972.0,Kansas,35.0,State,1.0,Call 1,0.778145968914032,Bush,Brownback,Female,Hispanic/Latino,45-49,Republican,Conservative,"$30,000-$49,999",About the same,Other Christian,Yes,Yes,Before that,For your candidate,Strongly approve,Omit,Non-white female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1485217.0,Kansas,45.0,State,1.0,Call 1,0.694856822490692,Bush,Brownback,Male,Hispanic/Latino,18-24,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,No,Yes,Before that,For your candidate,Somewhat approve,Strongly approve,Non-white male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Hispanic/Latino,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1484020.0,Kansas,16.0,State,1.0,Call 1,0.910763323307037,Bush,Brownback,Female,White,18-24,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1511828.0,Kansas,26.0,State,1.0,Call 2,0.740951657295227,Bush,Brownback,Male,White,18-24,Republican,Moderate,,About the same,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Somewhat approve,White male,18-29,18-24,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1535952.0,Kansas,3.0,State,1.0,Call 3,0.929695069789886,Bush,Brownback,Female,White,50-59,Something Else,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1483769.0,Kansas,12.0,State,1.0,Call 1,0.84513920545578,Kerry,Jones,Male,Hispanic/Latino,18-24,Democrat,Liberal,"$50,000-$74,999",Worse today,None,No,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Hispanic/Latino,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
1510754.0,Kansas,42.0,State,1.0,Call 2,1.16961634159088,Bush,Brownback,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",Worse today,Other Christian,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
1487416.0,Kansas,29.0,National,4.0,Call 1,1.99157512187958,Bush,Brownback,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",,,,No,Before that,,,,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Rural counties,Rural,Small cities and Rural,1.0,67420.0
1538151.0,Kansas,45.0,State,1.0,Call 3,1.18701016902924,Kerry,Other,Female,White,50-59,Democrat,Liberal,"$15,000-$29,999",Worse today,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1509472.0,Kansas,16.0,State,1.0,Call 2,1.43889403343201,Kerry,Jones,Female,White,75 or over,Democrat,Moderate,"$50,000-$74,999",About the same,Other Christian,No,No,Before that,Omit,Strongly disapprove,Strongly disapprove,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1509471.0,Kansas,24.0,State,1.0,Call 2,1.20632576942444,Kerry,Jones,Male,White,65-74,Democrat,Liberal,,About the same,Catholic,No,,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Democrat,,,Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1485204.0,Kansas,16.0,State,1.0,Call 1,1.12925565242767,Bush,Brownback,Female,White,65-74,,Moderate,"$50,000-$74,999",About the same,Protestant,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1488511.0,Kansas,25.0,National,4.0,Call 1,1.94952535629272,Kerry,Jones,Female,White,50-59,Democrat,Moderate,"Under $15,000",,,,,Before that,,,,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Kansas City suburbs/Southeast,Rural,Small cities and Rural,2.0,66075.0
1481889.0,Kansas,19.0,State,1.0,Call 1,1.04318404197693,Bush,Brownback,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1491815.0,Kansas,25.0,National,1.0,Call 1,0.834508180618286,Kerry,,Female,White,75 or over,,,,,,,,Before that,,Strongly disapprove,,White female,60 or over,65 or over,65 or over,,,,,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Kansas City suburbs/Southeast,Rural,Small cities and Rural,2.0,66075.0
1511668.0,Kansas,33.0,State,1.0,Call 2,0.437045335769653,,Jones,Female,White,60-64,Democrat,Moderate,,Worse today,Protestant,,No,Just today,Omit,Strongly disapprove,Strongly disapprove,White female,60 or over,50-64,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1510564.0,Kansas,20.0,National,1.0,Call 2,0.882694244384766,Bush,Brownback,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",About the same,Catholic,No,No,Before that,,Strongly approve,Somewhat approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1532623.0,Kansas,42.0,State,1.0,Call 3,1.16961634159088,Bush,Brownback,Female,White,45-49,Independent,Liberal,"$30,000-$49,999",Worse today,Catholic,No,No,In the last three days,For your candidate,Somewhat approve,Somewhat approve,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
1533725.0,Kansas,19.0,State,1.0,Call 3,1.42408931255341,Kerry,Jones,Male,Asian,50-59,Democrat,Liberal,"$15,000-$29,999",Worse today,Something else,No,No,Just today,For your candidate,Somewhat approve,Somewhat approve,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Asian,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1481830.0,Kansas,26.0,State,1.0,Call 1,0.725641489028931,Kerry,Brownback,Male,White,40-44,Independent,Moderate,,About the same,Protestant,Yes,No,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,White male,30-44,40-49,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1485188.0,Kansas,20.0,National,4.0,Call 1,0.945692658424377,Bush,Brownback,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",,,,No,Before that,,,,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1532616.0,Kansas,26.0,State,1.0,Call 3,0.774543285369873,Bush,Brownback,Female,White,50-59,Independent,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1531653.0,Kansas,16.0,State,1.0,Call 3,1.56553030014038,Did not vote,Brownback,Female,White,65-74,Republican,Conservative,,About the same,Protestant,No,No,In the last three days,Omit,Somewhat disapprove,Strongly disapprove,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1484936.0,Kansas,16.0,State,1.0,Call 1,1.09280037879944,Bush,Brownback,Male,White,45-49,Republican,Conservative,,Omit,Something else,Yes,No,Before that,For your candidate,Somewhat approve,Somewhat disapprove,White male,45-59,40-49,18-64,Republican,,,Something else,White Something else,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1485179.0,Kansas,12.0,State,1.0,Call 1,1.31923913955688,Bush,Brownback,Female,Asian,60-64,Republican,Conservative,"$30,000-$49,999",Better today,Catholic,No,No,Before that,For your candidate,Strongly approve,Somewhat approve,Non-white female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Asian,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
1482972.0,Kansas,42.0,State,1.0,Call 1,1.25309264659882,Bush,Brownback,Male,White,30-39,Republican,Conservative,,Better today,Other Christian,No,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
1484073.0,Kansas,39.0,State,1.0,Call 1,0.647499680519104,Bush,Brownback,Female,White,18-24,Independent,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 50,000 to 500,000","City over 50,000",4.0,67218.0
1484615.0,Kansas,35.0,State,1.0,Call 1,0.957488000392914,Bush,Brownback,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1534758.0,Kansas,33.0,State,1.0,Call 3,1.00541794300079,Kerry,Brownback,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",Better today,Protestant,Yes,No,In the last three days,For your candidate,Somewhat disapprove,Strongly approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1510542.0,Kansas,19.0,State,1.0,Call 2,0.546176731586456,Bush,,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Somewhat disapprove,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1511326.0,Kansas,19.0,State,1.0,Call 2,1.11763679981232,Bush,Brownback,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Catholic,No,No,Before that,For your candidate,Strongly approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
