ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESOK04,SENOK04,QST711OK,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,EXTOKSEN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,CARSEXTR,COBUEXTR,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1482554.0,Oklahoma,60.0,State,1.0,Call 1,Complete,0.416460186243057,Kerry,Carson,Yes,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",About the same,Other Christian,Yes,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Tom Coburn is too extreme,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73142.0
1505882.0,Oklahoma,43.0,State,1.0,Call 2,Complete,0.861744344234467,,Coburn,Yes,Female,White,50-59,Independent,Moderate,"$15,000-$29,999",About the same,Protestant,Yes,No,Before that,For your candidate,Omit,Has strong religious faith,Somewhat approve,Somewhat approve,Less safe from terrorism,Both of them,Omit,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Omit,Omit,White,Oklahoma City area,Suburbs,Suburbs,5.0,73115.0
1529211.0,Oklahoma,98.0,State,1.0,Call 2,Complete,0.627070188522339,Bush,Coburn,Yes,Female,White,30-39,Republican,Conservative,"$15,000-$29,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Omit,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Omit,Omit,White,Tulsa area,"City: 10,000 to 49,999",Small cities and Rural,1.0,74003.0
1487375.0,Oklahoma,54.0,State,1.0,Call 1,Complete,0.710036993026733,Kerry,Carson,No,Female,White,40-44,Democrat,Liberal,"$15,000-$29,999",Worse today,Something else,Yes,No,Before that,For your candidate,Education,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Tom Coburn is too extreme,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73127.0
1507283.0,Oklahoma,54.0,State,1.0,Call 2,Complete,0.916666984558105,Bush,Coburn,Yes,Female,Hispanic/Latino,18-24,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,Yes,Yes,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,Non-white female,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,Hispanic/Latino,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73127.0
1529205.0,Oklahoma,46.0,State,1.0,Call 3,Complete,0.594977021217346,Kerry,,Did not vote,Female,White,30-39,Republican,,,Worse today,Jewish,,No,Just today,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Both are too extreme,White female,30-44,30-39,18-64,Republican,,,Jewish,White Jewish,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Carson/Both too extreme,Coburn/Both too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73013.0
1485107.0,Oklahoma,72.0,State,1.0,Call 1,Complete,1.2171003818512,Bush,Carson,No,Male,White,65-74,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,Yes,No,Before that,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Neither of them,Tom Coburn is too extreme,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,White,Tulsa area,Suburbs,Suburbs,2.0,74017.0
1481260.0,Oklahoma,46.0,State,1.0,Call 1,Complete,0.971666991710663,Bush,Coburn,Yes,Female,White,18-24,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,Yes,,Before that,For your candidate,Omit,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73013.0
1529201.0,Oklahoma,86.0,State,1.0,Call 3,Complete,0.799011290073395,Kerry,Carson,No,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Worse today,Protestant,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Tom Coburn is too extreme,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74135.0
1487206.0,Oklahoma,7.0,State,1.0,Call 1,Complete,0.673164367675781,Kerry,Carson,Yes,Female,White,45-49,Democrat,Liberal,"$30,000-$49,999",About the same,Other Christian,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly approve,Less safe from terrorism,Only John Kerry,Neither is too extreme,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Carson/Neither too extreme,White,West,"City: 10,000 to 49,999",Small cities and Rural,4.0,73401.0
1530347.0,Oklahoma,17.0,State,1.0,Call 3,Complete,0.886794090270996,Bush,Coburn,Yes,Female,Other,50-59,Republican,Conservative,"$200,000 or more",Better today,Protestant,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both are too extreme,Non-white female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,American Indian,West,Rural,Small cities and Rural,3.0,73601.0
1531531.0,Oklahoma,14.0,National,2.0,Call 3,Complete,1.29647767543793,Bush,Coburn,Yes,Male,White,60-64,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,No,Before that,,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,,,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,,White,West,"City: 50,000 to 500,000","City over 50,000",4.0,73505.0
1508200.0,Oklahoma,49.0,State,1.0,Call 2,Complete,1.03762471675873,Bush,Coburn,Yes,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",Worse today,Protestant,Yes,No,Before that,Against his opponent,Education,Is a strong leader,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Both of them,Brad Carson is too extreme,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Carson/Both too extreme,Carson/Neither too extreme,White,Oklahoma City area,Suburbs,Suburbs,4.0,73110.0
1531529.0,Oklahoma,1.0,State,1.0,Call 3,Complete,0.941803932189941,Kerry,Carson,Yes,Female,Other,50-59,Democrat,Liberal,"$50,000-$74,999",Worse today,Something else,Yes,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Tom Coburn is too extreme,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,American Indian,East,Rural,Small cities and Rural,2.0,74457.0
1482533.0,Oklahoma,40.0,State,1.0,Call 1,Complete,1.03306269645691,Kerry,Carson,Yes,Female,White,18-24,Democrat,Liberal,,About the same,Other Christian,No,No,During the last month,Against his opponent,Iraq,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Neither is too extreme,White female,18-29,18-24,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Carson/Neither too extreme,White,East,Rural,Small cities and Rural,2.0,74423.0
1529192.0,Oklahoma,23.0,State,1.0,Call 3,Complete,0.955429673194885,Bush,Coburn,Yes,Female,White,25-29,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither is too extreme,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,White,West,"City: 10,000 to 49,999",Small cities and Rural,3.0,73703.0
1484864.0,Oklahoma,72.0,State,1.0,Call 1,Complete,1.58305311203003,Kerry,Carson,Yes,Male,Other,65-74,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,No,,Before that,For your candidate,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Omit,Non-white male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Omit,Omit,American Indian,Tulsa area,Suburbs,Suburbs,2.0,74017.0
1536189.0,Oklahoma,98.0,State,1.0,Call 3,Complete,0.683028995990753,Bush,Coburn,Yes,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither is too extreme,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,White,Tulsa area,"City: 10,000 to 49,999",Small cities and Rural,1.0,74003.0
1484862.0,Oklahoma,41.0,State,1.0,Call 1,Complete,1.13736999034882,Bush,Coburn,Yes,Male,White,65-74,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,East,Rural,Small cities and Rural,2.0,74470.0
1485091.0,Oklahoma,1.0,State,1.0,Call 1,Complete,0.670292556285858,Bush,Coburn,Yes,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,,No,Before that,Against his opponent,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both are too extreme,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,East,Rural,Small cities and Rural,2.0,74457.0
1529186.0,Oklahoma,9.0,State,1.0,Call 3,Complete,1.13620555400848,Kerry,Carson,No,Female,White,18-24,Democrat,Moderate,"Under $15,000",Worse today,Other Christian,No,No,During the last month,For your candidate,Education,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Tom Coburn is too extreme,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,White,East,Rural,Small cities and Rural,2.0,74727.0
1489613.0,Oklahoma,30.0,National,2.0,Call 1,Complete,0.878876805305481,Bush,Coburn,Yes,Male,White,65-74,Democrat,Conservative,"$30,000-$49,999",About the same,Protestant,No,No,Before that,,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Safer from terrorism,,,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,White,East,Rural,Small cities and Rural,2.0,74966.0
1508186.0,Oklahoma,9.0,State,1.0,Call 2,Complete,1.35742592811584,Bush,Carson,No,Male,Other,75 or over,,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Tom Coburn is too extreme,Non-white male,60 or over,65 or over,65 or over,,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,American Indian,East,Rural,Small cities and Rural,2.0,74727.0
1531515.0,Oklahoma,37.0,National,2.0,Call 3,Complete,0.808179438114166,Bush,Carson,Yes,Female,Hispanic/Latino,45-49,Democrat,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Yes,Before that,,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Less safe from terrorism,,,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,,Hispanic/Latino,West,Rural,Small cities and Rural,3.0,73768.0
1505851.0,Oklahoma,46.0,State,1.0,Call 2,Complete,1.05837714672089,Bush,Coburn,Yes,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",Worse today,Other Christian,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Omit,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Omit,Omit,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73013.0
1529180.0,Oklahoma,60.0,State,1.0,Call 3,Complete,0.469549089670181,Bush,Coburn,No,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Worse today,Other Christian,No,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Brad Carson is too extreme,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73142.0
1484850.0,Oklahoma,54.0,State,1.0,Call 1,Complete,0.884848654270172,Bush,Coburn,Yes,Female,White,45-49,Republican,Conservative,"Under $15,000",Better today,Other Christian,Yes,No,Before that,Omit,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73127.0
1531508.0,Oklahoma,49.0,State,1.0,Call 3,Complete,0.919548571109772,Bush,Coburn,Yes,Female,White,30-39,Independent,Moderate,"Under $15,000",Better today,Other Christian,No,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither is too extreme,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Carson/Neither too extreme,White,Oklahoma City area,Suburbs,Suburbs,4.0,73110.0
1487490.0,Oklahoma,1.0,State,1.0,Call 1,Complete,0.730108499526978,Bush,Coburn,Yes,Male,White,50-59,Republican,Conservative,"$15,000-$29,999",About the same,Other Christian,Yes,No,Before that,Against his opponent,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Brad Carson is too extreme,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Carson/Neither too extreme,White,East,Rural,Small cities and Rural,2.0,74457.0
1489509.0,Oklahoma,61.0,State,1.0,Call 1,Complete,1.18060266971588,Bush,Carson,Yes,Female,Black,50-59,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Tom Coburn is too extreme,Non-white female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,Black,Oklahoma City area,Suburbs,Suburbs,5.0,73084.0
1508167.0,Oklahoma,23.0,State,1.0,Call 2,Complete,0.989266991615295,Bush,Carson,No,Female,White,45-49,Republican,Moderate,"$30,000-$49,999",About the same,Catholic,No,No,Sometime last week,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Tom Coburn is too extreme,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,White,West,"City: 10,000 to 49,999",Small cities and Rural,3.0,73703.0
1529163.0,Oklahoma,30.0,National,1.0,Call 3,Complete,0.593386054039001,Did not vote,Did not vote,Yes,Male,White,50-59,Something Else,Liberal,"Under $15,000",About the same,Other Christian,No,No,Just today,,Taxes,Has clear stands on the issues,Strongly disapprove,Somewhat approve,Safer from terrorism,,,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,,,,,White,East,Rural,Small cities and Rural,2.0,74966.0
1483357.0,Oklahoma,20.0,State,1.0,Call 1,Complete,1.03883004188538,Kerry,Carson,Yes,Male,Other,65-74,Democrat,Moderate,,About the same,Protestant,Yes,No,Before that,For your candidate,Education,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Tom Coburn is too extreme,Non-white male,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Coburn/Neither too extreme,Coburn/Both too extreme,American Indian,West,Rural,Small cities and Rural,3.0,73096.0
1529161.0,Oklahoma,79.0,State,1.0,Call 3,Complete,0.574564874172211,Bush,,No,Female,White,18-24,Democrat,Moderate,"Under $15,000",Worse today,None,No,No,Before that,Against his opponent,Education,Cares about people like me,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Both are too extreme,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74115.0
1508163.0,Oklahoma,86.0,State,1.0,Call 2,Complete,0.799011290073395,Kerry,Carson,No,Female,White,50-59,Democrat,Liberal,"$200,000 or more",Worse today,Protestant,No,No,Before that,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Tom Coburn is too extreme,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,White,Tulsa area,"City: 50,000 to 500,000","City over 50,000",1.0,74135.0
1505829.0,Oklahoma,72.0,State,1.0,Call 2,Complete,1.07598125934601,Kerry,Carson,Yes,Male,Other,30-39,Democrat,Moderate,"$75,000-$99,999",Worse today,Mormon/LDS,No,No,Before that,For your candidate,Moral values,Cares about people like me,Strongly disapprove,Strongly approve,Less safe from terrorism,Only John Kerry,Tom Coburn is too extreme,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,American Indian,Tulsa area,Suburbs,Suburbs,2.0,74017.0
1489496.0,Oklahoma,7.0,State,1.0,Call 1,Complete,0.79653662443161,Kerry,Carson,Yes,Female,Black,50-59,Democrat,Moderate,"Under $15,000",Worse today,Other Christian,Yes,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Both are too extreme,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Carson/Both too extreme,Coburn/Both too extreme,Black,West,"City: 10,000 to 49,999",Small cities and Rural,4.0,73401.0
1508159.0,Oklahoma,60.0,State,1.0,Call 2,Complete,0.63481479883194,Kerry,Carson,No,Male,White,75 or over,Democrat,Moderate,"$100,000-$149,999",About the same,Something else,No,No,Before that,For your candidate,Education,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Tom Coburn is too extreme,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Coburn/Neither too extreme,Coburn/Both too extreme,White,Oklahoma City area,"City over 500,000","City over 50,000",5.0,73142.0
1491865.0,Oklahoma,30.0,National,4.0,Call 1,Complete,1.32024610042572,Kerry,Carson,No,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",,,,No,Before that,,,,,,,Neither of them,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Bush/Neither,,,White,East,Rural,Small cities and Rural,2.0,74966.0
