ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESNV04,SENNV04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,MARRIED,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNV,MOVETONV,YUCCAMTN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1517804.0,Nevada,45.0,State,1.0,Call 2,Complete,Exit poll,0.457348078489304,Bush,Did not vote,Male,Black,25-29,Independent,Liberal,Yes,"$30,000-$49,999",About the same,None,College graduate,"Yes, I do",No,No,During the last month,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Excellent,I moved to NV 5-10 years ago,Very important,Non-white male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Black,Clark County,Suburbs,Suburbs,1.0,89104.0
1517808.0,Nevada,40.0,State,1.0,Call 2,Complete,Exit poll,0.376273036003113,Kerry,Reid,Male,Hispanic/Latino,30-39,Democrat,Liberal,Yes,"$50,000-$74,999",Better today,Catholic,High school graduate,No one does,Yes,Yes,In the last three days,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,I moved to NV more than 10 years ago,Very important,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,Clark County,Suburbs,Suburbs,1.0,89032.0
1517810.0,Nevada,17.0,State,1.0,Call 2,Complete,Exit poll,0.387350171804428,Kerry,Reid,Female,White,25-29,Democrat,Moderate,No,"$50,000-$74,999",About the same,Jewish,College graduate,No one does,Yes,No,During the last month,For your candidate,Iraq,Will bring about needed change,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,I moved to NV 5-10 years ago,Very important,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Clark County,Suburbs,Suburbs,3.0,89118.0
1517814.0,Nevada,68.0,State,1.0,Call 2,Complete,Exit poll,0.69841867685318,Kerry,Reid,Female,White,18-24,Independent,Liberal,Yes,"$50,000-$74,999",Worse today,None,High school graduate,No one does,No,No,In the last three days,Against his opponent,Terrorism,Omit,Strongly disapprove,Somewhat disapprove,Omit,Neither of them,Neither of them,Very badly,Not so good,I was born in NV,Somewhat important,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Washoe County,"City: 50,000 to 500,000","City over 50,000",2.0,89509.0
1517820.0,Nevada,22.0,State,1.0,Call 2,Complete,Exit poll,0.746476948261261,Kerry,Reid,Female,Black,65-74,Democrat,Conservative,No,"$30,000-$49,999",Worse today,Protestant,Postgraduate study,No one does,No,No,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I moved to NV more than 10 years ago,Very important,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Clark County,Suburbs,Suburbs,1.0,89031.0
1517821.0,Nevada,65.0,State,1.0,Call 2,Complete,Exit poll,0.823225796222687,Kerry,Reid,Male,White,65-74,Democrat,Moderate,No,"$50,000-$74,999",About the same,Protestant,Some college/associate degree,"Yes, I do",Yes,No,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,I moved to NV more than 10 years ago,Not too important,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1517822.0,Nevada,61.0,State,1.0,Call 2,Complete,Exit poll,0.654377698898315,Bush,Ziser,Male,White,40-44,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,High school graduate,No one does,No,No,Before that,Omit,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Somewhat important,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89815.0
1517851.0,Nevada,12.0,State,1.0,Call 2,Complete,Exit poll,0.309217810630798,Other,Reid,Male,White,18-24,Something Else,Liberal,Yes,"$15,000-$29,999",Better today,,High school graduate,"Yes, someone else does",No,No,During the last month,For your candidate,Omit,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat well,Not so good,I moved to NV more than 10 years ago,Very important,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",,,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,3.0,89014.0
1517855.0,Nevada,20.0,State,1.0,Call 2,Complete,Exit poll,0.45024561882019,Bush,Reid,Male,White,50-59,Independent,Conservative,No,"$75,000-$99,999",Better today,Protestant,Postgraduate study,No one does,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Not too important,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,3.0,89012.0
1517859.0,Nevada,60.0,State,1.0,Call 2,Complete,Exit poll,0.645209968090057,Kerry,Reid,Female,White,50-59,Independent,Moderate,No,"$50,000-$74,999",About the same,Other Christian,Some college/associate degree,No one does,No,No,Before that,Against his opponent,Iraq,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Good,I moved to NV more than 10 years ago,Very important,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89883.0
1517863.0,Nevada,69.0,State,1.0,Call 2,Complete,Exit poll,1.39802181720734,Bush,Ziser,Male,White,18-24,Republican,Moderate,,"$50,000-$74,999",Better today,Other Christian,High school graduate,"Yes, someone else does",No,,Before that,Omit,Taxes,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Poor,I was born in NV,Very important,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Washoe County,Suburbs,Suburbs,2.0,89433.0
1517865.0,Nevada,2.0,State,1.0,Call 2,Complete,Exit poll,1.55499148368835,Kerry,Ziser,Male,Hispanic/Latino,25-29,Republican,Conservative,No,"$30,000-$49,999",Worse today,Other Christian,High school graduate,"Yes, someone else does",No,Yes,Sometime last week,For your candidate,Terrorism,Cares about people like me,Somewhat approve,Somewhat approve,Less safe from terrorism,Neither of them,Only George W. Bush,Somewhat well,Good,I was born in NV,Not too important,Non-white male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Rural Counties,"City: 50,000 to 500,000","City over 50,000",2.0,89701.0
1517869.0,Nevada,40.0,State,1.0,Call 2,Complete,Exit poll,0.397044748067856,Kerry,Reid,Male,Hispanic/Latino,18-24,Independent,Moderate,Yes,"$30,000-$49,999",Worse today,Catholic,Some college/associate degree,"Yes, someone else does",No,Yes,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NV more than 10 years ago,Somewhat important,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,Hispanic/Latino,Clark County,Suburbs,Suburbs,1.0,89032.0
1517874.0,Nevada,72.0,State,1.0,Call 2,Complete,Exit poll,0.687836408615112,Kerry,Reid,Female,White,40-44,Republican,Liberal,No,"$75,000-$99,999",Worse today,Other Christian,High school graduate,No one does,Yes,No,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Both of them,Very badly,Good,I moved to NV more than 10 years ago,Very important,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Washoe County,Suburbs,Suburbs,2.0,89451.0
1517889.0,Nevada,51.0,State,1.0,Call 2,Complete,Exit poll,1.31387293338776,Bush,Ziser,Male,White,60-64,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,College graduate,No one does,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I moved to NV 5-10 years ago,Not at all important,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,2.0,89052.0
1517894.0,Nevada,45.0,State,1.0,Call 2,Complete,Exit poll,0.354504227638245,Kerry,Reid,Male,White,25-29,Democrat,Moderate,Yes,"$15,000-$29,999",Worse today,Other Christian,High school graduate,No one does,No,No,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Excellent,I moved to NV 5-10 years ago,Very important,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,1.0,89104.0
1517899.0,Nevada,61.0,State,1.0,Call 2,Complete,Exit poll,0.63839989900589,Bush,Ziser,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,Some college/associate degree,"Yes, I do",Yes,No,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I moved to NV more than 10 years ago,Not at all important,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Rural Counties,Rural,Small cities and Rural,2.0,89815.0
1517904.0,Nevada,17.0,State,1.0,Call 2,Complete,Exit poll,0.387350171804428,Kerry,Reid,Female,White,18-24,Democrat,Liberal,Yes,"$75,000-$99,999",Better today,None,Did not complete high school,No one does,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Good,I was born in NV,Very important,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,3.0,89118.0
1517908.0,Nevada,65.0,State,1.0,Call 2,Complete,Exit poll,0.574577033519745,Bush,Ziser,Female,White,18-24,Republican,Conservative,No,"$30,000-$49,999",Better today,Mormon/LDS,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Terrorism,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV in the last 4 years,Not too important,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1517911.0,Nevada,22.0,State,1.0,Call 2,Complete,Exit poll,0.458594262599945,Kerry,Reid,Female,Black,50-59,Democrat,Conservative,No,"Under $15,000",Worse today,Other Christian,Did not complete high school,No one does,Yes,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NV more than 10 years ago,Very important,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,Black,Clark County,Suburbs,Suburbs,1.0,89031.0
1517913.0,Nevada,20.0,State,1.0,Call 2,Complete,Exit poll,0.439252078533173,Bush,Reid,Female,White,50-59,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,I moved to NV 5-10 years ago,Not too important,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Clark County,Suburbs,Suburbs,3.0,89012.0
1517914.0,Nevada,2.0,State,1.0,Call 2,Complete,Exit poll,1.26513028144836,Bush,Ziser,Male,Hispanic/Latino,45-49,Republican,Moderate,No,"$50,000-$74,999",About the same,Catholic,Some college/associate degree,"Yes, I do",Yes,Yes,In the last three days,For your candidate,Education,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Somewhat important,Non-white male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,All others,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Rural Counties,"City: 50,000 to 500,000","City over 50,000",2.0,89701.0
1517923.0,Nevada,12.0,State,1.0,Call 2,Complete,Exit poll,0.484592318534851,Bush,Ziser,Female,White,45-49,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,College graduate,No one does,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV more than 10 years ago,Somewhat important,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Clark County,Suburbs,Suburbs,3.0,89014.0
1517939.0,Nevada,40.0,State,1.0,Call 2,Complete,Exit poll,0.531797409057617,Bush,Ziser,Female,White,18-24,Republican,Conservative,Yes,"$100,000-$149,999",Better today,None,Some college/associate degree,No one does,No,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I moved to NV in the last 4 years,Not too important,White female,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,1.0,89032.0
1517943.0,Nevada,4.0,State,1.0,Call 2,Complete,Exit poll,0.382380872964859,Kerry,Reid,Female,Hispanic/Latino,50-59,Democrat,Liberal,No,"$30,000-$49,999",About the same,Catholic,Some college/associate degree,"Yes, I do",No,Yes,Before that,Against his opponent,Terrorism,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Good,I moved to NV in the last 4 years,Very important,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,Hispanic/Latino,Clark County,"City over 500,000","City over 50,000",3.0,89110.0
1517947.0,Nevada,69.0,State,1.0,Call 2,Complete,Exit poll,1.36388659477234,Bush,Ziser,Female,White,25-29,Republican,Conservative,,"$50,000-$74,999",Better today,Jewish,High school graduate,"Yes, I do",No,,Before that,Omit,Education,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Neither of them,Only George W. Bush,Somewhat well,Not so good,I was born in NV,Not too important,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Washoe County,Suburbs,Suburbs,2.0,89433.0
1517962.0,Nevada,61.0,State,1.0,Call 2,Complete,Exit poll,0.63839989900589,Bush,Ziser,Female,White,30-39,Independent,Conservative,No,"$50,000-$74,999",Better today,Other Christian,High school graduate,No one does,Yes,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I moved to NV 5-10 years ago,Very important,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Rural Counties,Rural,Small cities and Rural,2.0,89815.0
1517970.0,Nevada,20.0,State,1.0,Call 2,Complete,Exit poll,0.567109763622284,Kerry,Reid,Male,White,65-74,Democrat,Liberal,No,"$75,000-$99,999",About the same,Catholic,Postgraduate study,No one does,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NV in the last 4 years,Very important,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,3.0,89012.0
1517974.0,Nevada,72.0,State,1.0,Call 2,Complete,Exit poll,0.855771958827972,Bush,Ziser,Female,White,18-24,Republican,Moderate,No,"$30,000-$49,999",Better today,None,High school graduate,No one does,Yes,,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Not too important,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Washoe County,Suburbs,Suburbs,2.0,89451.0
1517977.0,Nevada,68.0,State,1.0,Call 2,Complete,Exit poll,0.949217021465302,Bush,Reid,Female,White,50-59,Independent,Liberal,No,"$30,000-$49,999",Worse today,Jewish,College graduate,No one does,No,No,Before that,For your candidate,Iraq,Has clear stands on the issues,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Poor,I moved to NV more than 10 years ago,Very important,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Washoe County,"City: 50,000 to 500,000","City over 50,000",2.0,89509.0
1517985.0,Nevada,45.0,State,1.0,Call 2,Complete,Exit poll,2.10392236709595,Kerry,Other,Male,Hispanic/Latino,30-39,Independent,Liberal,Yes,"Under $15,000",Better today,None,Some college/associate degree,No one does,No,Yes,Just today,For your candidate,Iraq,Has clear stands on the issues,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Both of them,Very badly,Good,I moved to NV in the last 4 years,Not too important,Non-white male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Other,Clark County,Suburbs,Suburbs,1.0,89104.0
