ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESCA04,SENCA04,PROP71CA,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECCA,COUNTACC,ARNLDJOB,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1496132.0,California,80.0,National,4.0,Call 1,Complete,Exit poll,1.07552254199982,Kerry,Boxer,Yes,Female,White,65-74,Democrat,Moderate,,"$30,000-$49,999",,,,College graduate,No one does,No,Sometime last week,,,,,,,Only John Kerry,Only John Kerry,,,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",,,,,,College graduate,,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Southern California,"City over 500,000","City over 50,000",52.0,92119.0
1496133.0,California,41.0,State,1.0,Call 1,Complete,Exit poll,0.562068283557892,Kerry,Boxer,No,Female,White,30-39,Independent,Moderate,No,"$100,000-$149,999",Worse today,None,Never,Some college/associate degree,No one does,No,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Very confident,Approve,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Los Angeles County,"City over 500,000","City over 50,000",27.0,91316.0
1496134.0,California,102.0,State,1.0,Call 1,Not complete,Exit poll,2.11381387710571,Bush,Jones,No,Female,White,75 or over,,,,,,,,,,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,,,,,,Good,,,White female,60 or over,65 or over,65 or over,,,,,,All others,,,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,,White,English,Coastal,Suburbs,Suburbs,23.0,93013.0
1496138.0,California,42.0,National,2.0,Call 1,Complete,Exit poll,0.803270518779755,Kerry,Boxer,Yes,Male,Hispanic/Latino,40-44,Democrat,Moderate,No,"$100,000-$149,999",Worse today,Catholic,A few times a month,College graduate,No one does,Yes,During the last month,,Taxes,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Hispanic/Latino,English,Los Angeles County,"City over 500,000","City over 50,000",36.0,90732.0
1496140.0,California,8.0,State,1.0,Call 1,Complete,Exit poll,1.16807818412781,Other,Boxer,Yes,Female,White,65-74,Democrat,Moderate,No,"$50,000-$74,999",About the same,Jewish,A few times a year,College graduate,No one does,No,During the last month,Omit,Moral values,Omit,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only George W. Bush,Neither of them,Somewhat badly,Not so good,Somewhat confident,Approve,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Bay Area,Suburbs,Suburbs,11.0,94526.0
1496144.0,California,64.0,National,1.0,Call 1,Complete,Exit poll,1.47774112224579,Bush,Jones,No,Male,White,40-44,Republican,Conservative,No,"$15,000-$29,999",Better today,Protestant,A few times a year,Some college/associate degree,"Yes, I do",No,Before that,,Iraq,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat badly,,,,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,White,English,Southern California,"City: 50,000 to 500,000","City over 50,000",45.0,92545.0
1496149.0,California,114.0,State,1.0,Call 1,Complete,Exit poll,1.96507132053375,Bush,Jones,No,Female,White,45-49,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,A few times a year,College graduate,No one does,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Somewhat confident,Approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Coastal,"City: 50,000 to 500,000","City over 50,000",6.0,95405.0
1496151.0,California,7.0,National,2.0,Call 1,Complete,Exit poll,1.41891026496887,Bush,Jones,No,Female,White,25-29,Republican,Conservative,Yes,"$30,000-$49,999",Better today,None,A few times a year,College graduate,"Yes, someone else does",No,Before that,,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Occasionally,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,Someone in household is union member,Voter is not union member,White,English,Bay Area,Suburbs,Suburbs,7.0,94520.0
1496154.0,California,67.0,State,1.0,Call 1,Complete,Exit poll,0.7725989818573,Bush,Jones,No,Female,White,45-49,Republican,Conservative,No,"$100,000-$149,999",Better today,Mormon/LDS,More than once a week,College graduate,No one does,No,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Very confident,Approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Inland/Valley,Suburbs,Suburbs,3.0,95843.0
1496160.0,California,118.0,National,4.0,Call 1,Complete,Exit poll,0.816330969333649,Bush,Jones,No,Female,White,50-59,Democrat,Moderate,,"$75,000-$99,999",,,,Some college/associate degree,No one does,No,During the last month,,,,,,,Only George W. Bush,Neither of them,,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Inland/Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,95991.0
1496169.0,California,109.0,State,1.0,Call 1,Complete,Exit poll,1.65821087360382,Bush,Jones,Yes,Male,White,50-59,Republican,Moderate,No,"$200,000 or more",About the same,Catholic,A few times a year,Postgraduate study,No one does,,Before that,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Somewhat confident,Approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,,Bay Area,"City over 500,000","City over 50,000",16.0,95127.0
1496170.0,California,48.0,State,1.0,Call 1,Complete,Exit poll,1.5958092212677,Kerry,Jones,No,Male,White,75 or over,Democrat,Moderate,No,"Under $15,000",Worse today,Catholic,A few times a year,High school graduate,No one does,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Very confident,Disapprove,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Inland/Valley,Rural,Small cities and Rural,4.0,96101.0
1496173.0,California,100.0,National,3.0,Call 1,Complete,Exit poll,0.999041199684143,Bush,Jones,No,Male,White,40-44,Republican,Conservative,,"$30,000-$49,999",,Catholic,A few times a year,,,No,,Against his opponent,,,,,,,,,,Very confident,,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,,,,,,,Very/somewhat confident,,,,,,,White,English,Inland/Valley,Suburbs,Suburbs,11.0,95336.0
1496180.0,California,79.0,National,2.0,Call 1,Complete,Exit poll,1.11367499828339,Bush,Jones,No,Female,White,18-24,Independent,Conservative,No,"$75,000-$99,999",Better today,Other Christian,Once a week,College graduate,"Yes, I do",No,Before that,,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,,,Very well,,,,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,Someone in household is union member,Voter is union member,White,English,Southern California,"City over 500,000","City over 50,000",52.0,92131.0
1496183.0,California,77.0,State,1.0,Call 1,Complete,Exit poll,0.991941869258881,Kerry,Boxer,No,Female,Black,18-24,Democrat,Liberal,Yes,"Under $15,000",Worse today,Other Christian,Never,High school graduate,No one does,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Poor,Very confident,Disapprove,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,English,Southern California,Suburbs,Suburbs,41.0,92277.0
1496196.0,California,105.0,National,2.0,Call 1,Complete,Exit poll,0.983819484710693,Kerry,Boxer,Yes,Male,Asian,50-59,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Catholic,Never,High school graduate,No one does,No,Before that,,Health care,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Never,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Asian,English,Bay Area,"City over 500,000","City over 50,000",16.0,95123.0
1496205.0,California,20.0,National,4.0,Call 1,Complete,Exit poll,1.15495216846466,Kerry,Boxer,Yes,Female,Hispanic/Latino,65-74,Democrat,Moderate,,"$50,000-$74,999",,,,College graduate,"Yes, I do",Yes,Before that,,,,,,,Only John Kerry,Only John Kerry,,,,,Non-white female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Hispanic/Latino,English,Los Angeles County,Suburbs,Suburbs,38.0,91745.0
1496211.0,California,49.0,National,1.0,Call 1,Complete,Exit poll,0.616139888763428,Kerry,,Yes,Male,Asian,45-49,Something Else,Conservative,,"Under $15,000",Worse today,None,Never,Did not complete high school,No one does,No,Just today,,Moral values,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Asian,English,Coastal,Suburbs,Suburbs,17.0,93955.0
1496213.0,California,58.0,State,1.0,Call 1,Complete,Exit poll,0.501214385032654,Kerry,Boxer,Yes,Female,White,65-74,Democrat,Moderate,No,"$150,000-$199,999",About the same,Other Christian,A few times a year,Some college/associate degree,"Yes, someone else does",No,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Omit,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,48.0,92630.0
1496217.0,California,81.0,National,1.0,Call 1,Complete,Exit poll,2.69297289848328,Bush,Boxer,No,Male,White,30-39,Republican,Liberal,No,"$30,000-$49,999",About the same,Catholic,A few times a month,Some college/associate degree,"Yes, I do and someone else does",No,Before that,,Education,Is intelligent,Somewhat disapprove,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,Someone in household is union member,Voter is union member,White,English,Southern California,"City over 500,000","City over 50,000",53.0,92107.0
1496218.0,California,114.0,State,1.0,Call 1,Complete,Exit poll,1.55647444725037,Bush,Boxer,Yes,Male,White,40-44,Democrat,Moderate,No,,About the same,Other Christian,Omit,Some college/associate degree,No one does,No,Before that,Against his opponent,Omit,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Not so good,Very confident,Approve,White male,30-44,40-49,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Omit,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Coastal,"City: 50,000 to 500,000","City over 50,000",6.0,95405.0
1496222.0,California,102.0,State,1.0,Call 1,Complete,Exit poll,1.4685435295105,Kerry,Boxer,Yes,Male,White,65-74,Democrat,Liberal,No,,Worse today,None,Never,College graduate,No one does,No,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Disapprove,White male,60 or over,65 or over,65 or over,Democrat,,,None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Coastal,Suburbs,Suburbs,23.0,93013.0
1496231.0,California,41.0,State,1.0,Call 1,Complete,Exit poll,0.670082271099091,Kerry,Boxer,Yes,Female,White,18-24,Democrat,Liberal,Yes,"$75,000-$99,999",About the same,Jewish,Never,Some college/associate degree,"Yes, I do and someone else does",No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Somewhat confident,Disapprove,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,English,Los Angeles County,"City over 500,000","City over 50,000",27.0,91316.0
1496233.0,California,3.0,State,1.0,Call 1,Complete,Exit poll,0.716864824295044,Bush,Jones,No,Female,White,40-44,Democrat,Moderate,No,"$30,000-$49,999",About the same,None,Never,Some college/associate degree,No one does,No,In the last three days,Against his opponent,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Somewhat confident,Approve,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Bay Area,"City: 50,000 to 500,000","City over 50,000",13.0,94541.0
1496235.0,California,8.0,State,1.0,Call 1,Complete,Exit poll,0.976578235626221,Other,Jones,Yes,Male,White,65-74,Republican,Moderate,No,"$30,000-$49,999",About the same,Catholic,A few times a year,Postgraduate study,No one does,No,Before that,Against his opponent,Health care,Will bring about needed change,Somewhat approve,Somewhat approve,Less safe from terrorism,Both of them,Both of them,Very badly,Good,Very confident,Approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Bay Area,Suburbs,Suburbs,11.0,94526.0
1496239.0,California,42.0,National,2.0,Call 1,Complete,Exit poll,0.773050904273987,Kerry,Boxer,Yes,Female,Other,30-39,Democrat,Moderate,No,"$75,000-$99,999",Omit,Catholic,A few times a year,College graduate,No one does,No,Before that,,Omit,Is intelligent,Strongly disapprove,Somewhat disapprove,Omit,,,Somewhat badly,,,,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Other,English,Los Angeles County,"City over 500,000","City over 50,000",36.0,90732.0
1496247.0,California,36.0,National,1.0,Call 1,Complete,Exit poll,1.37143754959106,Kerry,Boxer,Yes,Male,White,45-49,Democrat,Moderate,No,"$100,000-$149,999",About the same,None,Never,College graduate,No one does,No,Before that,,Omit,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Los Angeles County,"City over 500,000","City over 50,000",27.0,91316.0
1496249.0,California,7.0,National,2.0,Call 1,Complete,Exit poll,1.47437751293182,Bush,Jones,No,Male,White,25-29,Independent,Moderate,No,"$50,000-$74,999",Better today,None,Never,College graduate,No one does,No,Before that,,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Bay Area,Suburbs,Suburbs,7.0,94520.0
1496251.0,California,15.0,State,1.0,Call 1,Complete,Exit poll,1.47774112224579,Bush,Jones,No,Male,White,40-44,Republican,Moderate,No,"$50,000-$74,999",About the same,Protestant,Never,College graduate,"Yes, I do",No,Before that,Against his opponent,Taxes,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Only George W. Bush,Somewhat badly,Good,Very confident,Approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,White,English,Southern California,"City: 10,000 to 49,999",Small cities and Rural,51.0,92243.0
1496252.0,California,112.0,National,1.0,Call 1,Complete,Exit poll,1.79827415943146,Bush,Jones,No,Male,White,45-49,Republican,Conservative,No,"$75,000-$99,999",Better today,Other Christian,More than once a week,Some college/associate degree,No one does,No,Before that,,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Inland/Valley,Rural,Small cities and Rural,2.0,96097.0
1496254.0,California,67.0,State,1.0,Call 1,Complete,Exit poll,0.918935418128967,Kerry,Boxer,Yes,Female,Black,25-29,Democrat,Conservative,No,"$75,000-$99,999",Better today,Other Christian,A few times a year,Some college/associate degree,"Yes, I do",No,Before that,Against his opponent,Health care,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Somewhat confident,Disapprove,Non-white female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Black,English,Inland/Valley,Suburbs,Suburbs,3.0,95843.0
1496265.0,California,118.0,National,4.0,Call 1,Complete,Exit poll,0.688016295433044,Bush,Boxer,Yes,Female,White,45-49,Independent,Moderate,,"$50,000-$74,999",,,,Some college/associate degree,No one does,No,During the last month,,,,,,,Only George W. Bush,Only George W. Bush,,,,,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Inland/Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,95991.0
1496267.0,California,77.0,State,1.0,Call 1,Complete,Exit poll,0.61984384059906,Kerry,Boxer,Did not vote,Female,White,30-39,Democrat,Liberal,No,"Under $15,000",Better today,Something else,A few times a year,Some college/associate degree,No one does,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat approve,Safer from terrorism,Neither of them,Neither of them,Very badly,Not so good,Not very confident,Disapprove,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,41.0,92277.0
1496276.0,California,48.0,State,1.0,Call 1,Complete,Exit poll,1.10937285423279,Bush,Jones,No,Female,White,50-59,Democrat,,No,"$50,000-$74,999",About the same,Protestant,Never,Some college/associate degree,No one does,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Omit,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Not at all confident,Approve,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not very/Not at all confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Inland/Valley,Rural,Small cities and Rural,4.0,96101.0
1496279.0,California,49.0,National,1.0,Call 1,Complete,Exit poll,1.48767983913422,Kerry,Boxer,Yes,Female,Hispanic/Latino,65-74,Democrat,Liberal,No,"$75,000-$99,999",About the same,None,Never,Postgraduate study,No one does,Yes,Before that,,Moral values,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",None,All others,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Coastal,Suburbs,Suburbs,17.0,93955.0
