ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESVA04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,ATTEND,VETVOTER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,TERRWORR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,BUSH,TIME3D,TIMEWK,IRAQ2,TERWORR2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1473318.0,Virginia,3.0,State,1.0,Call 1,Complete,0.763730823993683,Bush,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,Once a week,Yes,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Very worried,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,East/Richmond,Suburbs,Suburbs,5.0,22959.0
1473315.0,Virginia,19.0,National,2.0,Call 1,Complete,0.825595080852509,Kerry,Male,White,50-59,Democrat,Liberal,"$50,000-$74,999",About the same,None,Never,No,Before that,,Terrorism,Is a strong leader,Strongly disapprove,Strongly disapprove,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,White,North,"City: 50,000 to 500,000","City over 50,000",11.0,22203.0
1474440.0,Virginia,58.0,National,2.0,Call 1,Not complete,1.35678839683533,Kerry,Male,Black,30-39,,,,,,,,Before that,,Health care,Will bring about needed change,Strongly disapprove,,,,Non-white male,30-44,30-39,18-64,,,,,All others,All others,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,Black,East/Richmond,Rural,Small cities and Rural,7.0,23024.0
1473309.0,Virginia,97.0,State,1.0,Call 1,Complete,0.794157564640045,Kerry,Female,Black,50-59,Democrat,Moderate,,About the same,Protestant,Once a week,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Only John Kerry,Not at all worried,Non-white female,45-59,50-64,18-64,Democrat,,,Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Only Kerry/Neither,Only Kerry/Both,Black,East/Richmond,Suburbs,Suburbs,4.0,23803.0
1498971.0,Virginia,73.0,National,3.0,Call 2,Complete,0.879566788673401,Kerry,Female,White,60-64,Independent,Liberal,"$15,000-$29,999",,Protestant,A few times a month,,,For your candidate,,,,,,,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,,,,,,,,White,East/Richmond,Suburbs,Suburbs,1.0,22408.0
1522295.0,Virginia,25.0,State,1.0,Call 3,Complete,0.576921880245209,Kerry,Male,Hispanic/Latino,50-59,Democrat,Moderate,"$15,000-$29,999",Better today,Catholic,Once a week,No,Before that,For your candidate,Health care,Will bring about needed change,Somewhat approve,Strongly disapprove,Both of them,Not at all worried,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Only Bush/Both,Only Kerry/Both,Hispanic/Latino,North,Suburbs,Suburbs,10.0,20170.0
1519958.0,Virginia,58.0,National,1.0,Call 3,Complete,1.74226105213165,Bush,Female,White,50-59,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,A few times a year,No,Omit,,Moral values,Cares about people like me,Strongly approve,Strongly approve,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,Strongly/Somewhat approve,Omit,Omit,Strongly/Somewhat approve,,,,White,East/Richmond,Rural,Small cities and Rural,7.0,23024.0
1472805.0,Virginia,106.0,State,1.0,Call 1,Complete,0.959624648094177,Kerry,Female,Asian,45-49,Independent,Liberal,"$75,000-$99,999",About the same,Catholic,A few times a year,No,Before that,Omit,Omit,Omit,Strongly disapprove,Strongly disapprove,Only John Kerry,Very worried,Non-white female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Kerry/Neither,Only Kerry/Both,Asian,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23452.0
1473294.0,Virginia,90.0,State,1.0,Call 1,Complete,1.37044656276703,Bush,Female,White,40-44,Republican,Conservative,"$100,000-$149,999",Better today,Other Christian,A few times a year,No,Before that,Against his opponent,Terrorism,Has strong religious faith,Strongly approve,Somewhat approve,Only George W. Bush,Not too worried,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Only Bush/Both,Only Bush/Neither,White,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23661.0
1523644.0,Virginia,33.0,National,2.0,Call 3,Complete,1.32390797138214,Bush,Male,Hispanic/Latino,30-39,Republican,Conservative,"$100,000-$149,999",Better today,Other Christian,Once a week,No,Before that,,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,,,Non-white male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,Hispanic/Latino,North,Suburbs,Suburbs,10.0,20121.0
1521380.0,Virginia,107.0,State,1.0,Call 3,Complete,0.942176938056946,Kerry,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",About the same,Protestant,Never,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat worried,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Kerry/Neither,Only Kerry/Both,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23456.0
1521379.0,Virginia,69.0,State,1.0,Call 3,Complete,1.01951718330383,Bush,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",About the same,Other Christian,Omit,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Not too worried,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Omit,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Only Bush/Both,Only Bush/Neither,White,West/Shenandoah,Rural,Small cities and Rural,6.0,22821.0
1498953.0,Virginia,11.0,National,2.0,Call 2,Complete,0.385088443756104,Kerry,Female,White,18-24,Democrat,Liberal,"$15,000-$29,999",Worse today,Other Christian,Never,No,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,White,East/Richmond,"City: 50,000 to 500,000","City over 50,000",5.0,24501.0
1521377.0,Virginia,72.0,State,1.0,Call 3,Complete,1.07216060161591,Bush,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",About the same,Other Christian,A few times a year,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Somewhat worried,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,East/Richmond,Suburbs,Suburbs,1.0,22408.0
1473288.0,Virginia,59.0,State,1.0,Call 1,Not complete,0.948654115200043,Bush,Male,White,30-39,,,,,,,,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,,,,White male,30-44,30-39,18-64,,,,,,All others,,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,White,East/Richmond,Rural,Small cities and Rural,4.0,23824.0
1476130.0,Virginia,64.0,National,4.0,Call 1,Complete,1.11393594741821,Bush,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",,,,,Before that,,,,,,Only George W. Bush,Somewhat worried,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,1.0,22191.0
1522277.0,Virginia,59.0,State,1.0,Call 3,Complete,0.948654115200043,Bush,Male,White,50-59,Independent,Conservative,"$75,000-$99,999",Better today,Protestant,Once a week,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Somewhat worried,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,East/Richmond,Rural,Small cities and Rural,4.0,23824.0
1475616.0,Virginia,64.0,National,3.0,Call 1,Complete,1.28515028953552,Kerry,Male,Black,18-24,Democrat,Conservative,"$15,000-$29,999",,Other Christian,A few times a month,,,Against his opponent,,,,,,,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,,,,,,,,Black,North,Suburbs,Suburbs,1.0,22191.0
1473282.0,Virginia,33.0,National,2.0,Call 1,Not complete,1.23501586914063,Bush,Female,Hispanic/Latino,40-44,,,,,,,,Before that,,Taxes,Has clear stands on the issues,Strongly approve,,,,Non-white female,30-44,40-49,18-64,,,,,All others,All others,,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,Hispanic/Latino,North,Suburbs,Suburbs,10.0,20121.0
1501277.0,Virginia,98.0,National,4.0,Call 2,Complete,1.37044656276703,Bush,Female,White,30-39,Republican,Liberal,"$30,000-$49,999",,,,,During the last month,,,,,,Only George W. Bush,Very worried,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23701.0
1519939.0,Virginia,3.0,State,1.0,Call 3,Complete,0.49071529507637,Kerry,Male,White,50-59,Democrat,Moderate,"$75,000-$99,999",Worse today,Protestant,Once a week,No,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Only John Kerry,Not too worried,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Only Kerry/Neither,Only Kerry/Both,White,East/Richmond,Suburbs,Suburbs,5.0,22959.0
1473858.0,Virginia,97.0,State,1.0,Call 1,Not complete,1.14278280735016,Kerry,Male,Black,75 or over,,,,,,,,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,,,,Non-white male,60 or over,65 or over,65 or over,,,,,All others,All others,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,Black,East/Richmond,Suburbs,Suburbs,4.0,23803.0
1498939.0,Virginia,97.0,State,1.0,Call 2,Complete,0.961415886878967,Kerry,Male,Black,18-24,Independent,Conservative,"$15,000-$29,999",Worse today,None,A few times a year,No,Just today,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Both of them,Not too worried,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,Occasionally,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Not too/Not at all worried,Only Bush/Both,Only Kerry/Both,Black,East/Richmond,Suburbs,Suburbs,4.0,23803.0
1473270.0,Virginia,76.0,State,1.0,Call 1,Complete,1.15847229957581,Bush,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",About the same,Other Christian,More than once a week,No,Before that,For your candidate,Omit,Has strong religious faith,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat worried,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,West/Shenandoah,Rural,Small cities and Rural,9.0,24637.0
1473269.0,Virginia,59.0,State,1.0,Call 1,Not complete,0.948654115200043,Bush,Male,White,45-49,,,,,,,,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,,,,White male,45-59,40-49,18-64,,,,,,All others,,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,White,East/Richmond,Rural,Small cities and Rural,4.0,23824.0
1498931.0,Virginia,37.0,State,1.0,Call 2,Complete,1.06855428218842,Kerry,Female,White,30-39,Democrat,Moderate,"Under $15,000",Worse today,Something else,Omit,No,Before that,Omit,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,Very worried,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Omit,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Kerry/Neither,Only Kerry/Both,White,West/Shenandoah,Rural,Small cities and Rural,9.0,24124.0
1498930.0,Virginia,25.0,State,1.0,Call 2,Complete,0.576921880245209,Kerry,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",Worse today,Jewish,A few times a month,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Very worried,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Occasionally,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Bush/Both,Only Kerry/Both,White,North,Suburbs,Suburbs,10.0,20170.0
1498928.0,Virginia,21.0,National,3.0,Call 2,Complete,0.525521993637085,Kerry,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",,Protestant,A few times a year,,,Against his opponent,,,,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,,,,,,,,White,North,Suburbs,Suburbs,11.0,22032.0
1524590.0,Virginia,11.0,National,3.0,Call 3,Complete,0.568901538848877,Bush,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",,None,Never,,,Omit,,,,,,,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,,,,,,,,White,East/Richmond,"City: 50,000 to 500,000","City over 50,000",5.0,24501.0
1498206.0,Virginia,97.0,State,1.0,Call 2,Complete,1.57307732105255,Bush,Male,White,60-64,Something Else,Conservative,"Under $15,000",About the same,Other Christian,Once a week,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat disapprove,Only George W. Bush,Somewhat worried,White male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,East/Richmond,Suburbs,Suburbs,4.0,23803.0
1498924.0,Virginia,72.0,State,1.0,Call 2,Complete,1.39301156997681,Bush,Male,Black,40-44,Independent,Liberal,"$75,000-$99,999",Better today,Protestant,More than once a week,Yes,Before that,Against his opponent,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Not too worried,Non-white male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Only Bush/Both,Only Bush/Neither,Black,East/Richmond,Suburbs,Suburbs,1.0,22408.0
1522253.0,Virginia,25.0,State,1.0,Call 3,Complete,0.733732104301453,Bush,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",Better today,Catholic,A few times a month,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Only George W. Bush,Not too worried,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,10.0,20170.0
1473258.0,Virginia,21.0,National,4.0,Call 1,Not complete,0.525521993637085,Kerry,Female,White,50-59,,,,,,,,Omit,,,,,,Omit,,White female,45-59,50-64,18-64,,,,,,,,,,Omit,Omit,,,Omit,Omit,White,North,Suburbs,Suburbs,11.0,22032.0
1522250.0,Virginia,11.0,National,1.0,Call 3,Complete,0.413286060094833,Kerry,Female,Hispanic/Latino,40-44,Democrat,Moderate,"$75,000-$99,999",Worse today,Other Christian,Once a week,Yes,Before that,,Economy/Jobs,Is a strong leader,Strongly approve,Somewhat approve,,,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,Black,East/Richmond,"City: 50,000 to 500,000","City over 50,000",5.0,24501.0
1496582.0,Virginia,3.0,State,1.0,Call 2,Complete,0.763730823993683,Bush,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,More than once a week,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Very worried,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,East/Richmond,Suburbs,Suburbs,5.0,22959.0
1472185.0,Virginia,76.0,State,1.0,Call 1,Complete,1.13266754150391,Kerry,Female,White,50-59,Democrat,Moderate,"$15,000-$29,999",About the same,Protestant,More than once a week,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Somewhat worried,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Kerry/Neither,Only Bush/Neither,White,West/Shenandoah,Rural,Small cities and Rural,9.0,24637.0
1473248.0,Virginia,3.0,State,1.0,Call 1,Complete,0.763730823993683,Bush,Female,White,30-39,Republican,Conservative,"$100,000-$149,999",Better today,Other Christian,Once a week,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Very worried,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,East/Richmond,Suburbs,Suburbs,5.0,22959.0
1523598.0,Virginia,21.0,National,2.0,Call 3,Complete,0.636202752590179,Kerry,Male,White,25-29,Democrat,Liberal,"$50,000-$74,999",Worse today,Catholic,Once a week,No,Before that,,Education,Will bring about needed change,Strongly disapprove,Somewhat disapprove,,,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,White,North,Suburbs,Suburbs,11.0,22032.0
1521333.0,Virginia,73.0,National,4.0,Call 3,Complete,1.09318339824677,Bush,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",,,,,Before that,,,,,,Only George W. Bush,Somewhat worried,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,East/Richmond,Suburbs,Suburbs,1.0,22408.0
1498904.0,Virginia,98.0,National,1.0,Call 2,Complete,1.29475235939026,Kerry,Male,Black,30-39,Something Else,Moderate,"$30,000-$49,999",Better today,Other Christian,Once a week,Yes,In the last three days,,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,,,Non-white male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,,,,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23701.0
1473240.0,Virginia,97.0,State,1.0,Call 1,Complete,1.06605219841003,Kerry,Female,Black,65-74,Democrat,Moderate,"Under $15,000",Worse today,Something else,Once a week,No,Before that,Omit,Health care,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Very worried,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Kerry/Neither,Only Kerry/Both,Black,East/Richmond,Suburbs,Suburbs,4.0,23803.0
1496569.0,Virginia,19.0,National,3.0,Call 2,Complete,1.40948164463043,Bush,Male,White,60-64,Republican,Conservative,"$50,000-$74,999",,Protestant,Once a week,,,For your candidate,,,,,,,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,,,,,,,,White,North,"City: 50,000 to 500,000","City over 50,000",11.0,22203.0
1524561.0,Virginia,21.0,National,4.0,Call 3,Complete,0.961763918399811,Bush,Male,White,60-64,Republican,Conservative,"$100,000-$149,999",,,,,Before that,,,,,,Only George W. Bush,Somewhat worried,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,11.0,22032.0
1521323.0,Virginia,25.0,State,1.0,Call 3,Complete,0.538185179233551,Kerry,Female,White,45-49,Independent,Moderate,"$100,000-$149,999",About the same,Protestant,Once a week,No,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat worried,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Kerry/Neither,Only Kerry/Both,White,North,Suburbs,Suburbs,10.0,20170.0
1523584.0,Virginia,33.0,National,2.0,Call 3,Complete,1.49512386322021,Bush,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",Better today,Catholic,A few times a month,No,During the last month,,Terrorism,Is honest and trustworthy,Somewhat approve,Strongly approve,,,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,White,North,Suburbs,Suburbs,10.0,20121.0
1474768.0,Virginia,3.0,State,1.0,Call 1,Not complete,0.818701505661011,Bush,Male,White,40-44,,,,,,,,Before that,For your candidate,Omit,Omit,Somewhat approve,,,,White male,30-44,40-49,18-64,,,,,,All others,,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,White,East/Richmond,Suburbs,Suburbs,5.0,22959.0
1498889.0,Virginia,97.0,State,1.0,Call 2,Complete,0.961415886878967,Kerry,Male,Black,25-29,Democrat,Conservative,"$15,000-$29,999",Worse today,None,A few times a month,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Only John Kerry,Very worried,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Occasionally,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Kerry/Neither,Only Kerry/Both,Black,East/Richmond,Suburbs,Suburbs,4.0,23803.0
1473224.0,Virginia,59.0,State,1.0,Call 1,Complete,0.948654115200043,Bush,Male,White,40-44,Independent,Conservative,"$30,000-$49,999",Better today,Other Christian,More than once a week,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Not at all worried,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Only Bush/Both,Only Bush/Neither,White,East/Richmond,Rural,Small cities and Rural,4.0,23824.0
