ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMO04,SENMO04,GOVMO04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,UNION4,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECMO,ISS04MO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1533548.0,Missouri,94.0,State,1.0,Call 3,Complete,0.747398495674133,Kerry,Farmer,McCaskill,Female,White,18-24,Independent,Moderate,Yes,"$150,000-$199,999",About the same,Other Christian,Yes,Some college/associate degree,No one does,No,Before that,For your candidate,Terrorism,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,Economy/Jobs,White female,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63026.0
1480069.0,Missouri,56.0,State,1.0,Call 1,Complete,0.895717978477478,Bush,Bond,Blunt,Female,White,45-49,Republican,Moderate,No,"$50,000-$74,999",Better today,Other Christian,Yes,Some college/associate degree,No one does,Yes,Before that,For your candidate,Moral values,Cares about people like me,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Economy/Jobs,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,North/Southeast,Rural,Small cities and Rural,9.0,63448.0
1528677.0,Missouri,31.0,State,1.0,Call 3,Complete,1.13745629787445,Kerry,Farmer,McCaskill,Male,White,60-64,Something Else,Moderate,No,"$50,000-$74,999",About the same,Jewish,No,College graduate,No one does,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Abortion,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,North/Southeast,Rural,Small cities and Rural,6.0,65068.0
1504371.0,Missouri,118.0,State,1.0,Call 2,Complete,1.10346353054047,Kerry,Bond,Blunt,Female,White,30-39,Democrat,Liberal,Yes,"$30,000-$49,999",About the same,Other Christian,Yes,College graduate,"Yes, someone else does",No,Before that,For your candidate,Omit,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Economy/Jobs,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,North/Southeast,Suburbs,Suburbs,9.0,63390.0
1530229.0,Missouri,110.0,State,1.0,Call 3,Complete,1.65152227878571,Kerry,Farmer,McCaskill,Male,Black,18-24,Democrat,Moderate,Yes,"$30,000-$49,999",About the same,None,No,High school graduate,No one does,No,During the last month,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Neither of them,Very badly,Not so good,Economy/Jobs,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,St. Louis city,"City: 50,000 to 500,000","City over 50,000",1.0,63147.0
1480058.0,Missouri,97.0,State,1.0,Call 1,Complete,1.34344720840454,Kerry,Farmer,McCaskill,Female,White,65-74,Democrat,Liberal,No,"$15,000-$29,999",About the same,Jewish,No,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Gun control,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,St. Louis suburbs,Suburbs,Suburbs,1.0,63141.0
1528666.0,Missouri,100.0,State,1.0,Call 3,Complete,0.868622839450836,Kerry,Farmer,McCaskill,Male,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",Worse today,None,No,Some college/associate degree,"Yes, someone else does",Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Economy/Jobs,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,3.0,63129.0
1499499.0,Missouri,37.0,State,1.0,Call 2,Complete,1.01865971088409,Bush,Bond,Blunt,Female,White,40-44,Independent,Conservative,No,"$15,000-$29,999",Worse today,Other Christian,Yes,Some college/associate degree,No one does,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Poor,Same-sex marriage,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,North/Southeast,Rural,Small cities and Rural,3.0,63621.0
1526493.0,Missouri,107.0,State,1.0,Call 3,Complete,1.02010464668274,Kerry,Bond,McCaskill,Female,White,25-29,Independent,Moderate,Yes,,About the same,Catholic,No,Some college/associate degree,"Yes, someone else does",No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Education,White female,18-29,25-29,18-64,Independent,,,Catholic,White Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63017.0
1480051.0,Missouri,111.0,State,1.0,Call 1,Complete,0.376827150583267,Bush,Bond,Blunt,Female,White,45-49,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,Yes,High school graduate,No one does,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Same-sex marriage,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,St. Louis city,"City: 50,000 to 500,000","City over 50,000",3.0,63118.0
1501181.0,Missouri,111.0,State,1.0,Call 2,Complete,1.06903100013733,Kerry,Farmer,Other,Female,Black,25-29,Something Else,Liberal,No,"$100,000-$149,999",About the same,None,No,Postgraduate study,"Yes, someone else does",Yes,Before that,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Poor,Omit,Non-white female,18-29,25-29,18-64,Independent,"$50,000 or more","$100,000 or more",None,All others,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,Black,St. Louis city,"City: 50,000 to 500,000","City over 50,000",3.0,63118.0
1487039.0,Missouri,35.0,National,3.0,Call 1,Complete,0.53557962179184,Bush,Bond,Blunt,Male,White,25-29,Republican,Moderate,,"$50,000-$74,999",,Protestant,Yes,,,No,,For your candidate,,,,,,,,,,,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,,,,,,,,,,,,,All others,White,Southwest,"City: 50,000 to 500,000","City over 50,000",7.0,65804.0
1502766.0,Missouri,77.0,State,1.0,Call 2,Complete,0.912852108478546,Kerry,Farmer,McCaskill,Female,White,45-49,Democrat,Moderate,No,"$50,000-$74,999",About the same,Other Christian,Yes,Some college/associate degree,,Yes,Before that,For your candidate,Health care,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,Health care,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,,,Married women,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63376.0
1477608.0,Missouri,47.0,State,1.0,Call 1,Complete,1.2501082420349099,Kerry,Bond,Other,Male,White,65-74,Independent,Moderate,No,"$50,000-$74,999",About the same,Protestant,No,Postgraduate study,No one does,Yes,In the last three days,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Neither of them,Somewhat badly,Not so good,Economy/Jobs,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Kansas City area,Suburbs,Suburbs,5.0,64030.0
1528652.0,Missouri,15.0,State,1.0,Call 3,Complete,1.16001152992249,Kerry,Bond,McCaskill,Female,White,30-39,Democrat,Liberal,No,"$30,000-$49,999",Worse today,None,No,Postgraduate study,No one does,No,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Both of them,Both of them,Somewhat badly,Good,Education,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,4.0,65020.0
1482318.0,Missouri,28.0,State,1.0,Call 1,Complete,0.854480803012848,Bush,Bond,Blunt,Female,White,30-39,Republican,Moderate,No,"$100,000-$149,999",About the same,Catholic,No,Postgraduate study,No one does,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not so good,Economy/Jobs,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Kansas City area,Rural,Small cities and Rural,6.0,64429.0
1504344.0,Missouri,100.0,State,1.0,Call 2,Complete,0.856401026248932,Bush,Bond,McCaskill,Female,White,25-29,Republican,Liberal,No,"$75,000-$99,999",Better today,None,No,High school graduate,No one does,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Taxes,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,3.0,63129.0
1494620.0,Missouri,120.0,State,1.0,Call 1,Complete,0.659642398357391,Kerry,Farmer,McCaskill,Female,White,30-39,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Protestant,Yes,Some college/associate degree,No one does,No,In the last three days,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly approve,Less safe from terrorism,Only George W. Bush,Neither of them,Somewhat well,Poor,Economy/Jobs,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,8.0,65704.0
1480036.0,Missouri,68.0,State,1.0,Call 1,Complete,0.88798987865448,Bush,Bond,Blunt,Female,White,30-39,Republican,Moderate,No,"$100,000-$149,999",Better today,Other Christian,Yes,College graduate,No one does,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,Education,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Kansas City area,"City: 50,000 to 500,000","City over 50,000",6.0,64152.0
1528645.0,Missouri,63.0,State,1.0,Call 3,Complete,1.48177027702332,Bush,Bond,Blunt,Male,White,25-29,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Yes,High school graduate,No one does,Yes,Before that,For your candidate,Iraq,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,Taxes,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,9.0,65035.0
1501165.0,Missouri,105.0,State,1.0,Call 2,Complete,0.803700089454651,Kerry,Farmer,Blunt,Male,Black,30-39,Something Else,Moderate,No,"$100,000-$149,999",Better today,None,No,College graduate,No one does,No,In the last three days,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly approve,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat badly,Good,Economy/Jobs,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",None,All others,All others,All others,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Black,St. Louis suburbs,Suburbs,Suburbs,1.0,63146.0
1529445.0,Missouri,65.0,State,1.0,Call 3,Complete,1.51186370849609,Kerry,Farmer,McCaskill,Female,White,50-59,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,Yes,Some college/associate degree,"Yes, I do",Yes,Just today,Against his opponent,Economy/Jobs,Cares about people like me,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Economy/Jobs,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,White,North/Southeast,"City: 10,000 to 49,999",Small cities and Rural,8.0,65401.0
1499473.0,Missouri,47.0,State,1.0,Call 2,Complete,1.21571969985962,Bush,Bond,McCaskill,Female,White,18-24,Republican,Moderate,Yes,"$50,000-$74,999",Better today,Catholic,No,Some college/associate degree,No one does,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Economy/Jobs,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Kansas City area,Suburbs,Suburbs,5.0,64030.0
1504333.0,Missouri,118.0,State,1.0,Call 2,Not complete,1.12254822254181,Kerry,Farmer,Did not vote,Female,White,65-74,,,,,,,,,,,Before that,Against his opponent,Education,Will bring about needed change,Somewhat disapprove,,,,,,Poor,,White female,60 or over,65 or over,65 or over,,,,,,All others,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,All others,White,North/Southeast,Suburbs,Suburbs,9.0,63390.0
1499471.0,Missouri,68.0,State,1.0,Call 2,Complete,1.16869211196899,Bush,Farmer,McCaskill,Female,White,40-44,Republican,Moderate,No,"$50,000-$74,999",About the same,Catholic,No,Some college/associate degree,No one does,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat badly,Not so good,Taxes,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Kansas City area,"City: 50,000 to 500,000","City over 50,000",6.0,64152.0
1528636.0,Missouri,12.0,National,1.0,Call 3,Complete,1.34424483776093,Kerry,Farmer,McCaskill,Male,White,40-44,Democrat,Moderate,No,"$30,000-$49,999",About the same,Other Christian,No,High school graduate,No one does,No,Before that,,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,,,Somewhat badly,,,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,No one in household is union member,Voter is not union member,All others,White,Kansas City area,"City: 50,000 to 500,000","City over 50,000",6.0,64507.0
1528635.0,Missouri,112.0,State,1.0,Call 3,Complete,1.17745661735535,Kerry,Farmer,McCaskill,Female,White,75 or over,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,Yes,High school graduate,No one does,No,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Economy/Jobs,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,St. Louis city,"City: 50,000 to 500,000","City over 50,000",3.0,63139.0
1528634.0,Missouri,68.0,State,1.0,Call 3,Complete,1.18609833717346,Kerry,Farmer,McCaskill,Male,White,50-59,Democrat,Liberal,No,"$75,000-$99,999",Worse today,Protestant,Yes,Some college/associate degree,No one does,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Omit,Only John Kerry,Somewhat badly,Not so good,Economy/Jobs,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Omit,Omit,No one in household is union member,Voter is not union member,All others,White,Kansas City area,"City: 50,000 to 500,000","City over 50,000",6.0,64152.0
1528633.0,Missouri,39.0,State,1.0,Call 3,Complete,0.846211373806,Kerry,Farmer,McCaskill,Female,White,25-29,Something Else,,No,"Under $15,000",Worse today,None,No,Some college/associate degree,No one does,No,In the last three days,For your candidate,Health care,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Somewhat badly,Not so good,Education,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Kansas City area,Suburbs,Suburbs,5.0,64133.0
1484883.0,Missouri,31.0,State,1.0,Call 1,Complete,1.55140137672424,Kerry,Bond,McCaskill,Female,White,60-64,Democrat,Conservative,No,"$30,000-$49,999",Omit,Protestant,Yes,High school graduate,No one does,Yes,Before that,Against his opponent,Moral values,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Omit,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,North/Southeast,Rural,Small cities and Rural,6.0,65068.0
1533489.0,Missouri,105.0,State,1.0,Call 3,Complete,0.930751144886017,Kerry,Farmer,McCaskill,Female,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Protestant,No,College graduate,No one does,Yes,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Economy/Jobs,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,St. Louis suburbs,Suburbs,Suburbs,1.0,63146.0
1480014.0,Missouri,48.0,National,3.0,Call 1,Complete,0.868570268154144,Bush,Bond,Blunt,Female,White,30-39,Republican,Conservative,,"$50,000-$74,999",,Other Christian,Yes,,,Yes,,For your candidate,,,,,,,,,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,,,,,,,,,Married women,White,Southwest,Suburbs,Suburbs,7.0,64834.0
1482289.0,Missouri,22.0,National,1.0,Call 1,Complete,1.18609833717346,Kerry,Farmer,McCaskill,Male,White,30-39,Democrat,Liberal,No,"$30,000-$49,999",Worse today,None,No,College graduate,No one does,Yes,Before that,,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,,,Somewhat badly,,,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,No one in household is union member,Voter is not union member,All others,White,Kansas City area,Suburbs,Suburbs,5.0,64083.0
