ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESSC04,SENSC04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,VETVOTER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,ISS04SC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1475420.0,South Carolina,133.0,State,1.0,Call 1,Complete,1.24935460090637,Bush,Tenenbaum,Female,White,60-64,Independent,Moderate,"$50,000-$74,999",About the same,Protestant,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Education,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Midlands,"City: 50,000 to 500,000","City over 50,000",6.0,29204.0
1524024.0,South Carolina,153.0,State,1.0,Call 3,Complete,0.782611668109894,Kerry,Tenenbaum,Female,White,30-39,Democrat,Conservative,"$15,000-$29,999",About the same,Other Christian,Yes,No,During the last month,For your candidate,Health care,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Only John Kerry,Health care,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Piedmont,Suburbs,Suburbs,5.0,29732.0
1524023.0,South Carolina,131.0,State,1.0,Call 3,Complete,0.420992791652679,Kerry,Tenenbaum,Female,White,65-74,Independent,Moderate,"$100,000-$149,999",About the same,Catholic,No,Yes,Before that,For your candidate,Moral values,Cares about people like me,Somewhat disapprove,Strongly disapprove,Both of them,Health care,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Midlands,Suburbs,Suburbs,2.0,29223.0
1524022.0,South Carolina,38.0,State,1.0,Call 3,Complete,0.739227294921875,Bush,DeMint,Female,White,40-44,Republican,Moderate,"$15,000-$29,999",About the same,Something else,Yes,No,During the last month,For your candidate,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Education,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Rural,Small cities and Rural,6.0,29102.0
1524021.0,South Carolina,51.0,State,1.0,Call 3,Complete,0.846954822540283,Bush,DeMint,Male,White,50-59,Republican,Conservative,"$15,000-$29,999",Better today,Protestant,No,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Taxes,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,"City: 10,000 to 49,999",Small cities and Rural,6.0,29505.0
1473358.0,South Carolina,47.0,State,1.0,Call 1,Complete,1.96956706047058,Kerry,Tenenbaum,Female,Black,18-24,Democrat,Moderate,"$30,000-$49,999",About the same,Other Christian,Yes,No,Sometime last week,For your candidate,Education,Is a strong leader,Somewhat disapprove,Somewhat approve,Only George W. Bush,Education,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Black,Low Country,Suburbs,Suburbs,6.0,29448.0
1524016.0,South Carolina,57.0,National,3.0,Call 3,Complete,1.29513943195343,Kerry,Tenenbaum,Male,Black,60-64,Democrat,Liberal,"$50,000-$74,999",,Catholic,No,,,For your candidate,,,,,,,Non-white male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,All others,,,,,,,Black,Low Country,"City: 10,000 to 49,999",Small cities and Rural,1.0,29440.0
1499705.0,South Carolina,55.0,National,1.0,Call 2,Complete,0.940941572189331,Kerry,Tenenbaum,Female,Black,30-39,Democrat,Liberal,"$30,000-$49,999",About the same,Something else,No,No,Before that,,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,,,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Black,Pee Dee,"City: 10,000 to 49,999",Small cities and Rural,6.0,29505.0
1477817.0,South Carolina,13.0,National,4.0,Call 1,Complete,0.822454392910004,Kerry,Tenenbaum,Female,Black,30-39,Democrat,Moderate,"$75,000-$99,999",,,,,Before that,,,,,,Only John Kerry,,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,Black,Midlands,Rural,Small cities and Rural,6.0,29003.0
1524953.0,South Carolina,9.0,State,1.0,Call 3,Complete,0.763378441333771,Bush,,Female,Other,50-59,Something Else,Liberal,"$75,000-$99,999",Worse today,Something else,No,No,Just today,Against his opponent,Economy/Jobs,Is intelligent,Somewhat disapprove,Somewhat approve,Both of them,Economy/Jobs,Non-white female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Other,Piedmont,Suburbs,Suburbs,3.0,29673.0
1499700.0,South Carolina,131.0,State,1.0,Call 2,Complete,0.685528576374054,Bush,DeMint,Male,Hispanic/Latino,40-44,Republican,Conservative,"$30,000-$49,999",About the same,Catholic,No,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Taxes,Non-white male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Hispanic/Latino,Midlands,Suburbs,Suburbs,2.0,29223.0
1480254.0,South Carolina,113.0,State,1.0,Call 1,Complete,1.27336239814758,Bush,DeMint,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly disapprove,Only George W. Bush,Omit,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,3.0,29678.0
1475390.0,South Carolina,110.0,State,1.0,Call 1,Complete,1.05659675598145,Kerry,Tenenbaum,Male,Black,25-29,Democrat,Conservative,"$15,000-$29,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Education,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Black,Piedmont,Rural,Small cities and Rural,3.0,29835.0
1475386.0,South Carolina,57.0,National,4.0,Call 1,Complete,1.534827709198,Bush,DeMint,Female,White,75 or over,Republican,Liberal,"$15,000-$29,999",,,,,Just today,,,,,,Only George W. Bush,,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",,,,,,Just today/In the last three days,Just today/In the last three days/Sometime last week,,Only Bush/Both,Only Bush/Neither,White,Low Country,"City: 10,000 to 49,999",Small cities and Rural,1.0,29440.0
1475385.0,South Carolina,13.0,National,1.0,Call 1,Complete,1.40070772171021,Bush,DeMint,Male,White,18-24,Republican,Conservative,"$15,000-$29,999",Better today,Other Christian,Yes,No,Before that,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,,,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Midlands,Rural,Small cities and Rural,6.0,29003.0
1475383.0,South Carolina,81.0,State,1.0,Call 1,Complete,0.602668344974518,Bush,,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Only George W. Bush,Omit,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Suburbs,Suburbs,1.0,29566.0
1475380.0,South Carolina,124.0,State,1.0,Call 1,Complete,0.860770404338837,Kerry,Tenenbaum,Male,Black,50-59,Independent,Moderate,"$200,000 or more",About the same,Protestant,Yes,No,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Somewhat disapprove,Only John Kerry,Education,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Midlands,"City: 50,000 to 500,000","City over 50,000",6.0,29061.0
1475377.0,South Carolina,90.0,State,1.0,Call 1,Complete,0.422490179538727,Kerry,Tenenbaum,Male,Black,45-49,Democrat,Moderate,"$50,000-$74,999",Worse today,Protestant,No,No,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Economy/Jobs,Non-white male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Low Country,Rural,Small cities and Rural,2.0,29936.0
1523983.0,South Carolina,90.0,State,1.0,Call 3,Complete,0.540751099586487,Kerry,Tenenbaum,Female,Black,60-64,Democrat,Conservative,"Under $15,000",Worse today,Other Christian,Yes,No,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Social Security,Non-white female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Low Country,Rural,Small cities and Rural,2.0,29936.0
1475372.0,South Carolina,133.0,State,1.0,Call 1,Complete,0.605690121650696,Kerry,Tenenbaum,Female,White,40-44,Democrat,Moderate,"$100,000-$149,999",Better today,Protestant,Yes,No,Before that,Against his opponent,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Only John Kerry,Economy/Jobs,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Midlands,"City: 50,000 to 500,000","City over 50,000",6.0,29204.0
1499674.0,South Carolina,110.0,State,1.0,Call 2,Complete,1.21435511112213,Kerry,Tenenbaum,,Black,40-44,Democrat,Moderate,"$50,000-$74,999",Worse today,None,Yes,No,Before that,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Education,,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Black,Piedmont,Rural,Small cities and Rural,3.0,29835.0
1475367.0,South Carolina,115.0,National,2.0,Call 1,Complete,1.51917624473572,Kerry,Tenenbaum,Male,Black,65-74,Democrat,Liberal,"$30,000-$49,999",Worse today,Protestant,Yes,Yes,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,Non-white male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Black,Midlands,"City: 10,000 to 49,999",Small cities and Rural,6.0,29115.0
1523976.0,South Carolina,133.0,State,1.0,Call 3,Complete,0.763707637786865,Kerry,Tenenbaum,Female,Black,50-59,Republican,Conservative,"$50,000-$74,999",Worse today,Protestant,No,No,Before that,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Economy/Jobs,Non-white female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Midlands,"City: 50,000 to 500,000","City over 50,000",6.0,29204.0
1475363.0,South Carolina,96.0,State,1.0,Call 1,Complete,1.84544491767883,Bush,DeMint,Female,White,18-24,Republican,Conservative,"$150,000-$199,999",Better today,,,No,Before that,For your candidate,Taxes,Cares about people like me,Strongly approve,Strongly approve,Only George W. Bush,Taxes,White female,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",,,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Midlands,Suburbs,Suburbs,2.0,29033.0
1523972.0,South Carolina,153.0,State,1.0,Call 3,Complete,0.755925357341766,Kerry,Tenenbaum,Female,White,25-29,Democrat,Moderate,"$30,000-$49,999",About the same,Catholic,Yes,No,During the last month,Against his opponent,Health care,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Omit,Education,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Omit,Omit,White,Piedmont,Suburbs,Suburbs,5.0,29732.0
1475361.0,South Carolina,80.0,State,1.0,Call 1,Complete,1.1817524433136,Bush,Tenenbaum,Female,White,60-64,Republican,Moderate,"$150,000-$199,999",About the same,Jewish,No,No,During the last month,Omit,Terrorism,Is a strong leader,Somewhat approve,Somewhat disapprove,Neither of them,Taxes,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,3.0,29646.0
1475360.0,South Carolina,131.0,State,1.0,Call 1,Complete,0.877417623996735,Bush,DeMint,Female,White,60-64,Independent,Moderate,"$75,000-$99,999",About the same,Protestant,Yes,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Omit,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Midlands,Suburbs,Suburbs,2.0,29223.0
1475359.0,South Carolina,79.0,State,1.0,Call 1,Complete,1.20128524303436,Bush,DeMint,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Taxes,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,3.0,29649.0
1523966.0,South Carolina,131.0,State,1.0,Call 3,Complete,0.308351337909698,Kerry,Tenenbaum,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,No,No,During the last month,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Both of them,Economy/Jobs,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Midlands,Suburbs,Suburbs,2.0,29223.0
1523965.0,South Carolina,38.0,State,1.0,Call 3,Complete,0.788544178009033,Bush,DeMint,Male,White,40-44,Something Else,Conservative,,About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Taxes,White male,30-44,40-49,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Rural,Small cities and Rural,6.0,29102.0
1496628.0,South Carolina,115.0,National,4.0,Call 2,Complete,0.85631650686264,Kerry,Tenenbaum,Female,,18-24,Democrat,Liberal,"$15,000-$29,999",,,,,Before that,,,,,,Only John Kerry,,,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,,Midlands,"City: 10,000 to 49,999",Small cities and Rural,6.0,29115.0
1499654.0,South Carolina,95.0,State,1.0,Call 2,Complete,1.1727067232132,Bush,DeMint,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",About the same,Other Christian,Yes,No,Before that,Against his opponent,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Taxes,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Rural,Small cities and Rural,5.0,29010.0
1523957.0,South Carolina,51.0,State,1.0,Call 3,Complete,0.793984830379486,Bush,DeMint,Female,White,45-49,Republican,Moderate,"$15,000-$29,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Economy/Jobs,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,"City: 10,000 to 49,999",Small cities and Rural,6.0,29505.0
1475344.0,South Carolina,63.0,State,1.0,Call 1,Complete,0.804465711116791,Kerry,Tenenbaum,Male,White,30-39,Democrat,Liberal,"$75,000-$99,999",Better today,Jewish,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Taxes,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Piedmont,Suburbs,Suburbs,4.0,29605.0
1523953.0,South Carolina,57.0,National,3.0,Call 3,Complete,0.431035995483398,Nader,Tenenbaum,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",,Protestant,No,,,Against his opponent,,,,,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,,,,,,,White,Low Country,"City: 10,000 to 49,999",Small cities and Rural,1.0,29440.0
1496612.0,South Carolina,51.0,State,1.0,Call 1,Complete,0.740416705608368,Kerry,Tenenbaum,Male,White,25-29,Democrat,Liberal,"$50,000-$74,999",Worse today,Protestant,No,No,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Economy/Jobs,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Pee Dee,"City: 10,000 to 49,999",Small cities and Rural,6.0,29505.0
1528806.0,South Carolina,32.0,State,1.0,Call 3,Complete,0.966852486133575,Kerry,Tenenbaum,Male,Black,45-49,Democrat,Moderate,"$50,000-$74,999",Worse today,Protestant,No,Yes,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Economy/Jobs,Non-white male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Low Country,"City: 50,000 to 500,000","City over 50,000",1.0,29407.0
1475331.0,South Carolina,110.0,State,1.0,Call 1,Complete,1.02548348903656,Kerry,Tenenbaum,Female,Black,50-59,Democrat,,"$15,000-$29,999",Worse today,Something else,Yes,,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Only John Kerry,Health care,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Piedmont,Rural,Small cities and Rural,3.0,29835.0
1499633.0,South Carolina,32.0,State,1.0,Call 2,Complete,1.23748803138733,Kerry,Tenenbaum,Female,Black,60-64,Democrat,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly approve,Both of them,Education,Non-white female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Black,Low Country,"City: 50,000 to 500,000","City over 50,000",1.0,29407.0
1528798.0,South Carolina,10.0,State,1.0,Call 3,Complete,0.776020228862762,Bush,Tenenbaum,Female,Other,45-49,Something Else,Conservative,"$30,000-$49,999",About the same,None,No,No,Just today,For your candidate,Iraq,Is a strong leader,Somewhat disapprove,Strongly disapprove,Both of them,Education,Non-white female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Other,Piedmont,Suburbs,Suburbs,3.0,29627.0
1499631.0,South Carolina,121.0,State,1.0,Call 2,Complete,0.584534704685211,Bush,Tenenbaum,Female,White,30-39,Something Else,Moderate,"$75,000-$99,999",About the same,Protestant,No,No,In the last three days,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Education,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Piedmont,Suburbs,Suburbs,3.0,29631.0
1523928.0,South Carolina,120.0,National,4.0,Call 3,Complete,1.29528939723969,Kerry,Tenenbaum,Female,Black,25-29,Democrat,Conservative,"$15,000-$29,999",,,,,During the last month,,,,,,Only John Kerry,,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,Black,Piedmont,Suburbs,Suburbs,3.0,29642.0
1499620.0,South Carolina,110.0,State,1.0,Call 2,Complete,1.02548348903656,Kerry,Tenenbaum,Female,Black,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,Yes,No,During the last month,For your candidate,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Health care,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Piedmont,Rural,Small cities and Rural,3.0,29835.0
1523921.0,South Carolina,38.0,State,1.0,Call 3,Complete,0.788544178009033,Bush,DeMint,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",About the same,Jewish,,,During the last month,For your candidate,Education,Is a strong leader,Somewhat approve,Somewhat disapprove,Only George W. Bush,Economy/Jobs,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Rural,Small cities and Rural,6.0,29102.0
1499612.0,South Carolina,55.0,National,1.0,Call 2,Complete,0.895616054534912,Bush,Tenenbaum,Female,White,18-24,Independent,Liberal,"$30,000-$49,999",Worse today,Catholic,Yes,No,Just today,,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,,,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,,,White,Pee Dee,"City: 10,000 to 49,999",Small cities and Rural,6.0,29505.0
