ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESOH04,SENOH04,ISS1OH,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECOH,COUNTACC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1524188.0,Ohio,63.0,National,2.0,Call 3,Complete,0.736934304237366,Bush,Other,No,Female,Asian,25-29,Democrat,Moderate,Yes,"$75,000-$99,999",Better today,Catholic,A few times a year,Yes,College graduate,"Yes, I do and someone else does",No,Sometime last week,,Health care,Will bring about needed change,Somewhat approve,Strongly approve,Less safe from terrorism,,,Very well,,,,Non-white female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,,,,,,Someone in household is union member,Voter is union member,All others,Asian,Southwest,Suburbs,Suburbs,2.0,45241.0
1495021.0,Ohio,47.0,State,1.0,Call 1,Complete,0.375854253768921,Bush,Fingerhut,Yes,Female,White,50-59,Independent,Moderate,No,"$30,000-$49,999",Better today,Other Christian,A few times a year,No,High school graduate,No one does,Yes,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,About the same,Not so good,Somewhat confident,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Central,Rural,Small cities and Rural,18.0,43725.0
1475576.0,Ohio,23.0,State,1.0,Call 1,Complete,0.869876861572266,Bush,Voinovich,Yes,Male,White,25-29,Republican,Moderate,Yes,"$30,000-$49,999",About the same,None,Never,No,College graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Worse today,Not so good,Somewhat confident,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Cuyahoga County,Suburbs,Suburbs,14.0,44139.0
1524185.0,Ohio,54.0,State,1.0,Call 3,Complete,1.17157173156738,Bush,Voinovich,No,Male,White,60-64,Republican,Conservative,No,"$100,000-$149,999",Better today,Other Christian,A few times a year,No,Postgraduate study,No one does,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat badly,Better today,Good,Very confident,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,1.0,45241.0
1524182.0,Ohio,2.0,State,1.0,Call 3,Complete,0.839339137077332,Bush,Voinovich,Yes,Male,White,45-49,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,More than once a week,Yes,Postgraduate study,No one does,Yes,Before that,Against his opponent,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Very confident,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,2.0,45697.0
1485292.0,Ohio,1.0,State,1.0,Call 1,Complete,1.62202620506287,Bush,Voinovich,Yes,Female,White,40-44,Republican,Moderate,No,"$75,000-$99,999",About the same,Protestant,Once a week,No,Postgraduate study,No one does,Yes,Before that,For your candidate,Education,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Worse today,Good,Somewhat confident,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Southwest,Rural,Small cities and Rural,2.0,45144.0
1475569.0,Ohio,7.0,State,1.0,Call 1,Complete,0.730346918106079,Kerry,Fingerhut,No,Female,Black,25-29,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Something else,Omit,No,College graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Not very confident,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Omit,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Southwest,"City: 50,000 to 500,000","City over 50,000",8.0,45044.0
1504734.0,Ohio,55.0,National,1.0,Call 1,Complete,2.95992875099182,Kerry,Voinovich,Yes,Male,Black,18-24,Independent,Liberal,Yes,"$15,000-$29,999",Worse today,Other Christian,A few times a year,Yes,College graduate,"Yes, I do",Yes,Before that,,Taxes,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,All others,Black,Southwest,"City: 50,000 to 500,000","City over 50,000",2.0,45227.0
1499871.0,Ohio,106.0,National,4.0,Call 2,Complete,1.91694009304047,Bush,Voinovich,Yes,Female,White,40-44,Republican,Conservative,,"$30,000-$49,999",,,,,Some college/associate degree,No one does,Yes,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Better today,,,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",,,,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northeast,Suburbs,Suburbs,13.0,44223.0
1524175.0,Ohio,104.0,State,1.0,Call 3,Not complete,0.795710980892181,Bush,Voinovich,Yes,Female,White,30-39,,,,,,,,,,,,Omit,Omit,Omit,Omit,Omit,,,,,,,Omit,,White female,30-44,30-39,18-64,,,,,,All others,All others,,,All others,,Omit,Omit,Omit,,,,,,,,,,All others,White,Northeast,Suburbs,Suburbs,13.0,44203.0
1501545.0,Ohio,74.0,State,1.0,Call 2,Complete,0.493315875530243,Kerry,Fingerhut,No,Female,Black,30-39,Democrat,Liberal,Yes,"Under $15,000",Worse today,None,A few times a year,No,Some college/associate degree,No one does,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Somewhat confident,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Northwest,"City: 50,000 to 500,000","City over 50,000",9.0,43607.0
1524173.0,Ohio,74.0,State,1.0,Call 3,Complete,0.566093325614929,Kerry,Fingerhut,Yes,Female,Black,25-29,Independent,Liberal,No,"$15,000-$29,999",Worse today,Other Christian,More than once a week,,College graduate,No one does,No,In the last three days,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Very badly,Worse today,Poor,Somewhat confident,Non-white female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Northwest,"City: 50,000 to 500,000","City over 50,000",9.0,43607.0
1525112.0,Ohio,101.0,State,1.0,Call 3,Complete,1.28812313079834,Bush,Voinovich,No,Female,White,50-59,Republican,Conservative,,"$200,000 or more",Better today,Protestant,Once a week,No,Some college/associate degree,No one does,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Worse today,Good,Somewhat confident,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Weekly,Protestants/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northeast,Suburbs,Suburbs,16.0,44720.0
1501541.0,Ohio,24.0,State,1.0,Call 2,Complete,1.27801251411438,Bush,Voinovich,Yes,Female,White,65-74,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,A few times a month,No,College graduate,No one does,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Somewhat confident,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Cuyahoga County,Suburbs,Suburbs,10.0,44145.0
1501540.0,Ohio,94.0,State,1.0,Call 2,Complete,0.916797399520874,Bush,Voinovich,Yes,Female,White,45-49,Republican,Moderate,No,"$50,000-$74,999",Better today,Protestant,A few times a month,No,High school graduate,"Yes, I do",Yes,In the last three days,For your candidate,Taxes,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Somewhat confident,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Northwest,Rural,Small cities and Rural,5.0,45856.0
1475558.0,Ohio,3.0,State,1.0,Call 1,Complete,1.70123744010925,Kerry,Fingerhut,No,Female,White,60-64,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,A few times a year,No,High school graduate,"Yes, I do",Yes,Just today,For your candidate,Omit,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Worse today,Not so good,Very confident,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,White,Northwest,Suburbs,Suburbs,4.0,45820.0
1524167.0,Ohio,115.0,State,1.0,Call 3,Complete,0.888467311859131,Kerry,Voinovich,No,Male,White,40-44,Independent,Moderate,No,"$75,000-$99,999",About the same,None,A few times a year,No,College graduate,No one does,Yes,Before that,Against his opponent,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Very badly,Worse today,Poor,Very confident,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Central,Rural,Small cities and Rural,15.0,43040.0
1524166.0,Ohio,26.0,State,1.0,Call 3,Complete,0.916797399520874,Bush,Voinovich,Yes,Female,White,45-49,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,A few times a month,No,College graduate,No one does,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,Very confident,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Central,Suburbs,Suburbs,12.0,43032.0
1499860.0,Ohio,27.0,State,1.0,Call 2,Complete,0.613882899284363,Kerry,Fingerhut,No,Female,White,45-49,Democrat,Liberal,No,"$30,000-$49,999",About the same,Something else,A few times a year,No,College graduate,No one does,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Somewhat confident,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Northwest,Rural,Small cities and Rural,9.0,44839.0
1524161.0,Ohio,14.0,State,1.0,Call 3,Complete,0.791098296642303,Kerry,Fingerhut,Yes,Male,White,18-24,Democrat,Liberal,No,"$15,000-$29,999",About the same,Catholic,A few times a year,No,College graduate,"Yes, someone else does",No,Before that,For your candidate,Moral values,Is intelligent,Strongly disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat well,Worse today,Not so good,Very confident,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Cuyahoga County,"City: 50,000 to 500,000","City over 50,000",10.0,44109.0
1475550.0,Ohio,2.0,State,1.0,Call 1,Complete,0.690900206565857,Kerry,Fingerhut,Yes,Female,White,18-24,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Protestant,Once a week,Yes,College graduate,No one does,No,Before that,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Worse today,Poor,Somewhat confident,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,2.0,45697.0
1504715.0,Ohio,54.0,State,1.0,Call 2,Complete,0.743466913700104,Bush,Voinovich,No,Male,White,45-49,Republican,Conservative,No,"$50,000-$74,999",Better today,Catholic,A few times a year,No,Some college/associate degree,No one does,Yes,During the last month,Against his opponent,Moral values,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat badly,Better today,Not so good,Somewhat confident,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,1.0,45241.0
1524158.0,Ohio,9.0,State,1.0,Call 3,Complete,0.795710980892181,Bush,Voinovich,Yes,Female,White,45-49,Republican,Conservative,No,"$50,000-$74,999",About the same,Catholic,A few times a month,Yes,Did not complete high school,No one does,Yes,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Good,Very confident,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Southwest,Suburbs,Suburbs,2.0,45106.0
1475547.0,Ohio,63.0,National,1.0,Call 1,Complete,1.43287003040314,Bush,Voinovich,Yes,Male,White,60-64,Republican,Conservative,Yes,"$30,000-$49,999",About the same,Protestant,A few times a year,No,College graduate,No one does,No,Before that,,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,2.0,45241.0
1475545.0,Ohio,101.0,State,1.0,Call 1,Complete,1.52185034751892,Kerry,Voinovich,Yes,Male,White,50-59,Independent,Moderate,No,"$50,000-$74,999",Better today,Catholic,A few times a year,No,Some college/associate degree,No one does,Yes,Before that,Omit,Omit,Is honest and trustworthy,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Somewhat badly,Worse today,Not so good,Very confident,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Northeast,Suburbs,Suburbs,16.0,44720.0
1524153.0,Ohio,114.0,State,1.0,Call 3,Complete,0.569236874580383,Kerry,Fingerhut,No,Female,White,40-44,Independent,Moderate,No,"$30,000-$49,999",Worse today,Other Christian,Once a week,Yes,Some college/associate degree,"Yes, someone else does",Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Not very confident,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,18.0,44622.0
1482669.0,Ohio,51.0,State,1.0,Call 1,Complete,0.656025588512421,Kerry,Fingerhut,No,Male,Black,18-24,Democrat,Liberal,Yes,"$15,000-$29,999",Omit,None,Never,No,High school graduate,"Yes, I do",No,During the last month,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Not very confident,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Black,Southwest,"City: 50,000 to 500,000","City over 50,000",1.0,45223.0
1475541.0,Ohio,100.0,State,1.0,Call 1,Complete,0.692237198352814,Kerry,Fingerhut,No,Female,White,,Democrat,Liberal,No,,About the same,Catholic,Once a week,,Some college/associate degree,No one does,Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Poor,Very confident,White female,,,,Democrat,,,Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,5.0,44830.0
1524150.0,Ohio,52.0,National,2.0,Call 3,Complete,1.40792369842529,Bush,Voinovich,Yes,Male,White,30-39,Republican,Moderate,No,"$30,000-$49,999",About the same,Catholic,A few times a month,No,College graduate,No one does,No,During the last month,,Health care,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,All others,White,Southwest,"City: 50,000 to 500,000","City over 50,000",2.0,45219.0
1475539.0,Ohio,42.0,State,1.0,Call 1,Complete,0.704447269439697,Kerry,Fingerhut,Yes,Female,White,18-24,Democrat,Moderate,No,"$15,000-$29,999",Worse today,None,A few times a year,No,High school graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Not at all confident,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Central,Suburbs,Suburbs,7.0,43213.0
1475536.0,Ohio,27.0,State,1.0,Call 1,Complete,0.826915323734283,Bush,Voinovich,Yes,Female,White,45-49,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,A few times a year,No,High school graduate,"Yes, someone else does",Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Somewhat confident,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Northwest,Rural,Small cities and Rural,9.0,44839.0
