ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESSD04,SENSD04,HOUSD04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECSD,DROUGHT,FAIRSHRE,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,FAIRDASC,FAIRTHUN,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1513064.0,South Dakota,62.0,State,1.0,Call 2,Complete,0.429836452007294,Bush,Thune,Diedrich,Male,White,18-24,Republican,Conservative,No,"$150,000-$199,999",About the same,Other Christian,Some college/associate degree,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Not affected your state,Both candidates would,White male,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57105.0
1513063.0,South Dakota,54.0,State,1.0,Call 2,Complete,0.676065683364868,Bush,Daschle,Herseth,Female,White,30-39,Democrat,Moderate,No,"$50,000-$74,999",Better today,Other Christian,High school graduate,Before that,Against his opponent,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Helped your state,Only Tom Daschle would,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57106.0
1487552.0,South Dakota,36.0,State,1.0,Call 1,Complete,0.506018161773682,Nader,Thune,Herseth,Male,White,45-49,Independent,Moderate,No,"$15,000-$29,999",About the same,Other Christian,High school graduate,Before that,Against his opponent,Economy/Jobs,Cares about people like me,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Poor,Not affected your state,Both candidates would,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,Rural,Small cities and Rural,1.0,57042.0
1480764.0,South Dakota,1.0,State,1.0,Call 1,Complete,2.81941509246826,Kerry,Daschle,Herseth,Male,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",About the same,Protestant,Postgraduate study,Before that,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Hurt your state,Both candidates would,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57350.0
1513059.0,South Dakota,26.0,State,1.0,Call 2,Complete,1.06744337081909,Kerry,Daschle,Herseth,Female,White,45-49,Democrat,Conservative,No,"$30,000-$49,999",Worse today,Catholic,High school graduate,During the last month,For your candidate,Education,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,Hurt your state,Only Tom Daschle would,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,West,Rural,Small cities and Rural,1.0,57523.0
1487549.0,South Dakota,44.0,State,1.0,Call 1,Complete,1.48965120315552,,,Diedrich,Female,White,65-74,,,No,"$30,000-$49,999",Better today,Catholic,,Before that,Omit,Health care,Omit,Omit,Somewhat disapprove,Safer from terrorism,Omit,Omit,Somewhat badly,Excellent,Omit,Omit,White female,60 or over,65 or over,65 or over,,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Omit,Omit,Omit,Omit,Omit,Omit,White,Southeast,Suburbs,Suburbs,1.0,57039.0
1487393.0,South Dakota,63.0,State,1.0,Call 1,Complete,0.715074181556702,Bush,Thune,Herseth,Female,White,30-39,Republican,Moderate,No,"$50,000-$74,999",Better today,Catholic,High school graduate,Before that,For your candidate,Omit,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Hurt your state,Only John Thune would,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,Suburbs,Suburbs,1.0,57033.0
1534052.0,South Dakota,54.0,State,1.0,Call 3,Complete,0.831742227077484,Kerry,Daschle,Herseth,Male,White,18-24,Independent,Liberal,Yes,"$50,000-$74,999",Worse today,None,Some college/associate degree,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Hurt your state,Only Tom Daschle would,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57106.0
1489724.0,South Dakota,36.0,State,1.0,Call 1,Complete,1.37316298484802,Bush,Thune,Diedrich,Male,White,65-74,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Some college/associate degree,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,Helped your state,Only John Thune would,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,Rural,Small cities and Rural,1.0,57042.0
1538716.0,South Dakota,39.0,State,1.0,Call 3,Complete,0.81467878818512,Bush,Thune,Diedrich,Male,White,30-39,Independent,Liberal,No,"$30,000-$49,999",Better today,Something else,Some college/associate degree,Before that,Against his opponent,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Helped your state,Both candidates would,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,West,Rural,Small cities and Rural,1.0,57793.0
1514035.0,South Dakota,40.0,State,1.0,Call 2,Complete,0.735681593418121,Bush,Thune,Diedrich,Male,White,25-29,Republican,Conservative,No,"$50,000-$74,999",About the same,Catholic,College graduate,Before that,Against his opponent,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Helped your state,Only John Thune would,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57108.0
1533795.0,South Dakota,3.0,State,1.0,Call 3,Not complete,0.559844017028809,Bush,Daschle,Herseth,Female,White,18-24,,,,,,,,Just today,Omit,Terrorism,Is a strong leader,Somewhat approve,,,,,,Good,,,White female,18-29,18-24,18-64,,,,,,All others,,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,,,,,,,White,Northeast,Rural,Small cities and Rural,1.0,57071.0
1487541.0,South Dakota,38.0,State,1.0,Call 1,Complete,0.691962718963623,Bush,Thune,Diedrich,Female,White,30-39,Independent,Moderate,No,"$75,000-$99,999",Better today,Other Christian,Postgraduate study,Before that,For your candidate,Taxes,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,Helped your state,Only John Thune would,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,West,"City: 10,000 to 49,999",Small cities and Rural,1.0,57783.0
1513048.0,South Dakota,3.0,State,1.0,Call 2,Complete,0.656944274902344,Bush,Thune,Diedrich,Female,White,30-39,Democrat,Conservative,No,"$50,000-$74,999",Better today,Protestant,Some college/associate degree,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,Omit,Only John Thune would,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Northeast,Rural,Small cities and Rural,1.0,57071.0
1486221.0,South Dakota,46.0,State,1.0,Call 1,Complete,1.32059633731842,Kerry,Daschle,Herseth,Female,White,60-64,Democrat,Moderate,No,"$30,000-$49,999",About the same,Catholic,High school graduate,Sometime last week,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,Excellent,Helped your state,Only Tom Daschle would,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,Rural,Small cities and Rural,1.0,57012.0
1513046.0,South Dakota,49.0,State,1.0,Call 2,Complete,0.683448612689972,Bush,Thune,Diedrich,Male,White,18-24,Republican,Conservative,No,"$15,000-$29,999",Better today,Other Christian,College graduate,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Helped your state,Only John Thune would,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,West,Rural,Small cities and Rural,1.0,57785.0
1515378.0,South Dakota,18.0,State,1.0,Call 2,Complete,0.715396702289581,Kerry,Daschle,Herseth,Male,White,30-39,Democrat,Liberal,,"$30,000-$49,999",Worse today,,,Before that,For your candidate,Taxes,Cares about people like me,Strongly disapprove,Somewhat approve,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat well,Excellent,Hurt your state,Only Tom Daschle would,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",,,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57301.0
1481092.0,South Dakota,1.0,State,1.0,Call 1,Complete,1.09106886386871,Nader,Thune,Diedrich,Female,White,50-59,Something Else,Conservative,No,"$30,000-$49,999",About the same,Other Christian,Some college/associate degree,Just today,Against his opponent,Iraq,Has strong religious faith,Somewhat approve,Strongly disapprove,Safer from terrorism,Neither of them,Neither of them,Very badly,Not so good,Not affected your state,Both candidates would,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57350.0
1487944.0,South Dakota,38.0,State,1.0,Call 1,Complete,1.17209470272064,Kerry,Daschle,Herseth,Female,White,40-44,Independent,Conservative,No,"Under $15,000",About the same,Something else,Some college/associate degree,During the last month,For your candidate,Iraq,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,Not affected your state,Both candidates would,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,West,"City: 10,000 to 49,999",Small cities and Rural,1.0,57783.0
1485046.0,South Dakota,51.0,State,1.0,Call 1,Complete,0.809968829154968,Bush,Daschle,Herseth,Male,White,30-39,Democrat,Conservative,No,"$150,000-$199,999",About the same,Protestant,Some college/associate degree,During the last month,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Very well,Not so good,Hurt your state,Only Tom Daschle would,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,Rural,Small cities and Rural,1.0,57349.0
1537301.0,South Dakota,71.0,State,1.0,Call 3,Complete,0.620157420635223,Kerry,Thune,Diedrich,Female,White,18-24,Independent,Moderate,Yes,"$15,000-$29,999",Better today,Other Christian,Did not complete high school,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Poor,Helped your state,Only John Thune would,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,West,"City: 50,000 to 500,000","City over 50,000",1.0,57701.0
1534036.0,South Dakota,3.0,State,1.0,Call 3,Complete,0.733204245567322,Kerry,Daschle,Herseth,Female,White,50-59,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,Some college/associate degree,Just today,Against his opponent,Economy/Jobs,Is honest and trustworthy,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Not so good,Hurt your state,Both candidates would,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Northeast,Rural,Small cities and Rural,1.0,57071.0
1492040.0,South Dakota,62.0,State,1.0,Call 1,Complete,0.423172116279602,Bush,Thune,Diedrich,Female,White,18-24,Independent,Conservative,Yes,"$50,000-$74,999",Omit,Catholic,Did not complete high school,Before that,Omit,Terrorism,Omit,Somewhat approve,Somewhat approve,Omit,Both of them,Both of them,Somewhat well,Good,Hurt your state,Only John Thune would,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57105.0
1513036.0,South Dakota,25.0,State,1.0,Call 2,Complete,0.827840209007263,Kerry,Daschle,Herseth,Male,White,18-24,Democrat,Conservative,No,"$15,000-$29,999",Worse today,Catholic,College graduate,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Good,Hurt your state,Only Tom Daschle would,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Northeast,Rural,Small cities and Rural,1.0,57216.0
1515368.0,South Dakota,40.0,State,1.0,Call 2,Complete,0.724364280700684,Kerry,Daschle,Herseth,Female,White,25-29,Democrat,Liberal,Yes,"$15,000-$29,999",About the same,Catholic,Some college/associate degree,During the last month,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,Omit,Both candidates would,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57108.0
1513034.0,South Dakota,41.0,State,1.0,Call 2,Complete,0.811343967914581,Bush,Thune,Herseth,Male,White,25-29,Democrat,Moderate,Yes,"$50,000-$74,999",Better today,Catholic,College graduate,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Not affected your state,Both candidates would,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57103.0
1513031.0,South Dakota,63.0,State,1.0,Call 2,Complete,0.744596600532532,Kerry,Daschle,Herseth,Male,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,College graduate,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Hurt your state,Only Tom Daschle would,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,Suburbs,Suburbs,1.0,57033.0
1501365.0,South Dakota,8.0,State,1.0,Call 1,Complete,0.479014188051224,Bush,Daschle,Herseth,Male,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,Protestant,Some college/associate degree,Before that,Against his opponent,Omit,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Somewhat badly,Good,Helped your state,Both candidates would,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57401.0
1537288.0,South Dakota,38.0,State,1.0,Call 3,Complete,1.22911405563354,Kerry,Daschle,Herseth,Female,White,18-24,Democrat,Liberal,No,,About the same,Catholic,Some college/associate degree,Before that,For your candidate,Iraq,Is honest and trustworthy,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,Hurt your state,Only Tom Daschle would,White female,18-29,18-24,18-64,Democrat,,,Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,West,"City: 10,000 to 49,999",Small cities and Rural,1.0,57783.0
1489695.0,South Dakota,25.0,State,1.0,Call 1,Complete,0.586584031581879,Bush,Daschle,Diedrich,Female,White,45-49,Independent,Moderate,No,"$50,000-$74,999",Better today,Catholic,High school graduate,Before that,For your candidate,Education,Is honest and trustworthy,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Not so good,Not affected your state,Only Tom Daschle would,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Northeast,Rural,Small cities and Rural,1.0,57216.0
1513391.0,South Dakota,74.0,State,1.0,Call 2,Complete,0.678655743598938,Bush,Thune,Diedrich,Female,White,50-59,Republican,Conservative,No,"$15,000-$29,999",Better today,Other Christian,Some college/associate degree,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Omit,Only John Thune would,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,West,"City: 50,000 to 500,000","City over 50,000",1.0,57701.0
1536349.0,South Dakota,63.0,State,1.0,Call 3,Complete,0.732962012290955,Bush,Thune,Diedrich,Female,White,40-44,Republican,Moderate,No,"$30,000-$49,999",About the same,Protestant,High school graduate,During the last month,Against his opponent,Taxes,Has strong religious faith,Strongly approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,Not affected your state,Only John Thune would,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,Suburbs,Suburbs,1.0,57033.0
