ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESMI04,PROP2MI,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECMI,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1510486.0,Michigan,109.0,National,4.0,Call 2,Complete,Exit poll,1.81414842605591,Bush,Yes,Female,White,50-59,Republican,Conservative,,"$150,000-$199,999",,,,,Some college/associate degree,"Yes, someone else does",Yes,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Better today,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",,,,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,University Belt,Rural,Small cities and Rural,4.0,48460.0
1510516.0,Michigan,86.0,National,3.0,Call 2,Complete,Exit poll,0.771640777587891,Bush,Yes,Female,White,30-39,Democrat,Moderate,,"$50,000-$74,999",,None,A few times a year,No,,,Yes,,Against his opponent,,,,,,,,,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,,,,,,,,,,,,,Married women,White,North/Northeast,"City: 10,000 to 49,999",Small cities and Rural,2.0,49441.0
1510520.0,Michigan,118.0,National,3.0,Call 2,Complete,Exit poll,0.667011499404907,Bush,Yes,Female,White,30-39,,Conservative,,"$30,000-$49,999",,Other Christian,A few times a month,Yes,,,Yes,,For your candidate,,,,,,,,,,,White female,30-44,30-39,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,All others,All others,,,,,,,,,,,,,Married women,White,North/Northeast,Rural,Small cities and Rural,5.0,48726.0
1510525.0,Michigan,93.0,State,1.0,Call 2,Complete,Exit poll,0.810929715633392,Kerry,No,Female,White,50-59,Democrat,Moderate,No,"$200,000 or more",Worse today,Catholic,Once a week,No,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Good,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Suburban Oakland and Macomb,Suburbs,Suburbs,11.0,48381.0
1510534.0,Michigan,132.0,State,1.0,Call 2,Complete,Exit poll,1.67083656787872,Kerry,Yes,Female,Black,50-59,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Something else,More than once a week,,High school graduate,"Yes, I do",Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Weekly,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,Black,Wayne County,"City over 500,000","City over 50,000",14.0,48227.0
1510539.0,Michigan,35.0,State,1.0,Call 2,Complete,Exit poll,0.742522239685059,Bush,Yes,Female,White,30-39,Republican,Conservative,No,"$150,000-$199,999",Better today,Protestant,A few times a year,No,Postgraduate study,"Yes, someone else does",Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,North/Northeast,Rural,Small cities and Rural,4.0,49686.0
1510548.0,Michigan,15.0,National,4.0,Call 2,Complete,Exit poll,0.95829713344574,Bush,Yes,Male,White,30-39,,,,,,,,,,No one does,,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Better today,,White male,30-44,30-39,18-64,,,,,,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,"City: 10,000 to 49,999",Small cities and Rural,6.0,49120.0
1510559.0,Michigan,79.0,State,1.0,Call 2,Complete,Exit poll,0.70681631565094,Kerry,Yes,Male,White,18-24,Democrat,Liberal,Yes,"$75,000-$99,999",Worse today,Catholic,A few times a year,No,Some college/associate degree,"Yes, I do",No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Worse today,Not so good,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Suburban Oakland and Macomb,"City: 50,000 to 500,000","City over 50,000",12.0,48089.0
1510562.0,Michigan,96.0,State,1.0,Call 2,Complete,Exit poll,0.699730455875397,Kerry,No,Male,White,50-59,Republican,Moderate,No,"$50,000-$74,999",Worse today,Protestant,Never,No,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Economy/Jobs,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestants/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,9.0,48017.0
1510563.0,Michigan,114.0,National,3.0,Call 2,Complete,Exit poll,0.732213616371155,Kerry,No,Female,White,50-59,Democrat,Moderate,,"$100,000-$149,999",,Protestant,A few times a year,No,,,Yes,,For your candidate,,,,,,,,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,,,,,,,,,,,,,Married women,White,North/Northeast,Suburbs,Suburbs,10.0,48001.0
1510570.0,Michigan,140.0,State,1.0,Call 2,Complete,Exit poll,0.894830584526062,Kerry,Yes,Female,Black,18-24,Democrat,Liberal,No,"$15,000-$29,999",Worse today,None,A few times a year,No,Some college/associate degree,"Yes, I do",No,Before that,Against his opponent,Education,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Black,Wayne County,Suburbs,Suburbs,13.0,48225.0
1510579.0,Michigan,7.0,State,1.0,Call 2,Complete,Exit poll,0.675725221633911,Kerry,No,Male,White,50-59,Democrat,Moderate,Yes,"$75,000-$99,999",Worse today,None,Never,No,High school graduate,"Yes, I do",Yes,Omit,Omit,Economy/Jobs,Omit,Strongly disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Worse today,Poor,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Omit,Omit,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Southwest,Suburbs,Suburbs,3.0,49021.0
1510581.0,Michigan,59.0,National,4.0,Call 2,Complete,Exit poll,0.97312468290329,Bush,Yes,Female,White,40-44,Republican,Conservative,,"$100,000-$149,999",,,,,Some college/associate degree,"Yes, someone else does",Yes,Before that,,,,,,,Only George W. Bush,Both of them,,About the same,,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",,,,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Southwest,"City: 50,000 to 500,000","City over 50,000",3.0,49519.0
1510595.0,Michigan,92.0,State,1.0,Call 2,Complete,Exit poll,0.843127071857452,Bush,Yes,Female,White,30-39,Democrat,Liberal,Yes,"$15,000-$29,999",Better today,Other Christian,Once a week,Yes,College graduate,"Yes, someone else does",No,Sometime last week,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,8.0,48346.0
1510598.0,Michigan,100.0,State,1.0,Call 2,Complete,Exit poll,0.820344865322113,Kerry,No,Female,White,18-24,Democrat,Liberal,No,"$200,000 or more",Worse today,Jewish,A few times a year,No,Some college/associate degree,No one does,No,Before that,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,12.0,48237.0
1510617.0,Michigan,94.0,State,1.0,Call 2,Complete,Exit poll,1.02142977714539,Bush,Yes,Male,White,25-29,Independent,Moderate,No,"Under $15,000",About the same,Protestant,A few times a month,No,College graduate,"Yes, someone else does",No,During the last month,For your candidate,Iraq,Is a strong leader,Somewhat disapprove,Strongly approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,About the same,Not so good,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,9.0,48025.0
1510627.0,Michigan,93.0,State,1.0,Call 2,Complete,Exit poll,0.820344865322113,Kerry,No,Female,Other,25-29,Democrat,Liberal,No,"Under $15,000",Worse today,Protestant,A few times a year,Yes,College graduate,No one does,No,Before that,For your candidate,Iraq,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Other,Suburban Oakland and Macomb,Suburbs,Suburbs,11.0,48381.0
1510637.0,Michigan,144.0,National,1.0,Call 2,Complete,Exit poll,0.716584265232086,Kerry,No,Male,White,50-59,Democrat,Moderate,No,"$100,000-$149,999",Better today,None,Never,No,Postgraduate study,"Yes, someone else does",Yes,Before that,,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,,,Very badly,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,All others,Never,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Someone in household is union member,Voter is not union member,All others,White,Wayne County,Suburbs,Suburbs,11.0,48167.0
1510645.0,Michigan,9.0,National,1.0,Call 2,Complete,Exit poll,0.841175556182861,Bush,Yes,Female,White,30-39,Republican,Conservative,No,,Worse today,Protestant,Omit,Yes,Some college/associate degree,No one does,Yes,Before that,,Education,Omit,Strongly approve,Somewhat approve,Omit,,,Omit,,,White female,30-44,30-39,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Omit,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Omit,,,,,No one in household is union member,Voter is not union member,Married women,White,Southwest,Rural,Small cities and Rural,3.0,48897.0
1510652.0,Michigan,79.0,State,1.0,Call 2,Complete,Exit poll,1.12487399578094,Bush,No,Male,Other,30-39,Independent,Moderate,No,"$50,000-$74,999",About the same,Protestant,Once a week,No,Postgraduate study,"Yes, someone else does",Yes,Sometime last week,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,About the same,Not so good,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,Protestants/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,Other,Suburban Oakland and Macomb,"City: 50,000 to 500,000","City over 50,000",12.0,48089.0
1510659.0,Michigan,142.0,National,1.0,Call 2,Complete,Exit poll,0.832926511764526,Kerry,No,Female,Black,30-39,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Something else,More than once a week,No,Some college/associate degree,"Yes, I do and someone else does",Yes,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,All others,Weekly,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Someone in household is union member,Voter is union member,Married women,Black,Wayne County,Suburbs,Suburbs,13.0,48146.0
1510662.0,Michigan,132.0,State,1.0,Call 2,Complete,Exit poll,2.0051109790802,Kerry,Yes,Male,White,60-64,Democrat,Liberal,No,"Under $15,000",Better today,None,A few times a year,No,Some college/associate degree,No one does,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Better today,Excellent,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Wayne County,"City over 500,000","City over 50,000",14.0,48227.0
1510663.0,Michigan,40.0,State,1.0,Call 2,Complete,Exit poll,0.66401994228363,Bush,Did not vote,Female,White,18-24,Republican,Conservative,Yes,"$15,000-$29,999",Worse today,Catholic,A few times a year,No,High school graduate,"Yes, someone else does",No,Before that,Against his opponent,Health care,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Worse today,Not so good,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,University Belt,"City: 10,000 to 49,999",Small cities and Rural,8.0,48823.0
1510664.0,Michigan,118.0,National,3.0,Call 2,Complete,Exit poll,0.588019669055939,Kerry,No,Female,White,,Independent,Liberal,,"Under $15,000",,Something else,Never,No,,,Yes,,Against his opponent,,,,,,,,,,,White female,,,,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Never,All others,All others,,,,,,,,,,,,,Married women,White,North/Northeast,Rural,Small cities and Rural,5.0,48726.0
1510682.0,Michigan,35.0,State,1.0,Call 2,Complete,Exit poll,0.755796670913696,Bush,No,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Once a week,Yes,College graduate,No one does,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Omit,Somewhat well,About the same,Good,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Omit,Omit,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,North/Northeast,Rural,Small cities and Rural,4.0,49686.0
1510713.0,Michigan,109.0,National,4.0,Call 2,Complete,Exit poll,1.21202886104584,Kerry,Yes,Male,White,50-59,Democrat,Moderate,,"$15,000-$29,999",,,,,High school graduate,"Yes, I do",No,Before that,,,,,,,Only John Kerry,Only John Kerry,,About the same,,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,University Belt,Rural,Small cities and Rural,4.0,48460.0
1510720.0,Michigan,59.0,National,4.0,Call 2,Complete,Exit poll,1.03345763683319,Bush,Yes,Male,Hispanic/Latino,45-49,Republican,Conservative,,"$75,000-$99,999",,,,,College graduate,No one does,Yes,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,About the same,,Non-white male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,Southwest,"City: 50,000 to 500,000","City over 50,000",3.0,49519.0
1510727.0,Michigan,96.0,State,1.0,Call 2,Complete,Exit poll,0.534555077552795,Kerry,Yes,Female,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Other Christian,A few times a year,No,Some college/associate degree,"Yes, someone else does",Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Not so good,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Suburban Oakland and Macomb,Suburbs,Suburbs,9.0,48017.0
1510737.0,Michigan,86.0,National,3.0,Call 2,Complete,Exit poll,1.06522989273071,Kerry,Yes,Male,White,65-74,Democrat,Conservative,,"Under $15,000",,Protestant,More than once a week,Yes,,,Yes,,For your candidate,,,,,,,,,,,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,,,,,,,,,,,,,All others,White,North/Northeast,"City: 10,000 to 49,999",Small cities and Rural,2.0,49441.0
1510740.0,Michigan,92.0,State,1.0,Call 2,Complete,Exit poll,0.905796229839325,Bush,Yes,Male,White,18-24,Republican,Liberal,No,"$150,000-$199,999",Better today,Catholic,A few times a month,No,Some college/associate degree,No one does,No,Before that,Against his opponent,Terrorism,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,White male,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,8.0,48346.0
1510742.0,Michigan,125.0,State,1.0,Call 2,Complete,Exit poll,0.722325265407562,Kerry,,Male,Black,30-39,Democrat,Moderate,No,"Under $15,000",About the same,Other Christian,A few times a month,Yes,Some college/associate degree,No one does,No,Before that,For your candidate,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,About the same,Not so good,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Wayne County,"City over 500,000","City over 50,000",13.0,48213.0
1510744.0,Michigan,140.0,State,1.0,Call 2,Complete,Exit poll,0.939402639865875,Kerry,Yes,Male,Black,40-44,Democrat,Liberal,No,"$75,000-$99,999",Worse today,None,A few times a year,No,College graduate,"Yes, I do",No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Poor,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,All others,All others,All others,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Black,Wayne County,Suburbs,Suburbs,13.0,48225.0
1510752.0,Michigan,93.0,State,1.0,Call 2,Complete,Exit poll,0.820344865322113,Kerry,No,Female,Other,18-24,Democrat,Liberal,Yes,"$100,000-$149,999",About the same,Catholic,A few times a year,No,High school graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Good,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Other,Suburban Oakland and Macomb,Suburbs,Suburbs,11.0,48381.0
1510758.0,Michigan,100.0,State,1.0,Call 2,Complete,Exit poll,0.820344865322113,Kerry,No,Female,Other,25-29,Democrat,Liberal,Yes,"$30,000-$49,999",Worse today,Catholic,Once a week,No,Some college/associate degree,No one does,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Poor,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Other,Suburban Oakland and Macomb,Suburbs,Suburbs,12.0,48237.0
1510761.0,Michigan,9.0,National,1.0,Call 2,Not complete,Exit poll,1.15035092830658,Bush,Yes,Female,White,75 or over,,,,,,,,,,,,Before that,,Terrorism,Is a strong leader,Strongly approve,,,,,,,,White female,60 or over,65 or over,65 or over,,,,,,All others,All others,,,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,All others,White,Southwest,Rural,Small cities and Rural,3.0,48897.0
