ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESWI04,SENWI04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,VETVOTER,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECWI,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1533690.0,Wisconsin,3.0,State,1.0,Call 3,Complete,1.1477415561676,Bush,Michels,Male,White,30-39,Republican,Moderate,No,"$15,000-$29,999",Better today,Catholic,A few times a year,Some college/associate degree,No one is,No,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54303.0
1499662.0,Wisconsin,80.0,State,1.0,Call 2,Complete,0.94260162115097,Kerry,Feingold,Female,White,60-64,Democrat,Liberal,No,"$75,000-$99,999",Worse today,Catholic,A few times a year,High school graduate,No one is,No,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53066.0
1538549.0,Wisconsin,4.0,State,1.0,Call 3,Complete,0.65829861164093,Bush,Michels,Female,White,30-39,,,,,Omit,,Omit,,No one is,,,Before that,For your candidate,Taxes,Has clear stands on the issues,Somewhat approve,Somewhat approve,Less safe from terrorism,Omit,Both of them,Somewhat badly,Good,White female,30-44,30-39,18-64,,,,,,All others,Omit,Omit,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Omit,Omit,No one in household is union member,Voter is not union member,All others,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54302.0
1519104.0,Wisconsin,20.0,State,1.0,Call 2,Complete,0.797853231430054,Kerry,Feingold,Male,White,18-24,Something Else,Conservative,No,"Under $15,000",Worse today,Catholic,A few times a year,Some college/associate degree,No one is,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Omit,Only John Kerry,Only John Kerry,Very badly,Good,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Northwest,Suburbs,Suburbs,7.0,54880.0
1489937.0,Wisconsin,26.0,National,1.0,Call 1,Complete,0.826721608638763,Kerry,Feingold,Male,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",About the same,Catholic,A few times a year,College graduate,"Yes, I am",Yes,Yes,Before that,,Taxes,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,,,Somewhat badly,,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Someone in household is union member,Voter is union member,All others,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
1533685.0,Wisconsin,29.0,State,1.0,Call 3,Complete,1.04203259944916,Bush,Michels,Female,White,30-39,Republican,Moderate,No,,Better today,Something else,Once a week,High school graduate,No one is,No,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Not so good,White female,30-44,30-39,18-64,Republican,,,Something else,White Something else,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northwest,Rural,Small cities and Rural,3.0,54635.0
1487199.0,Wisconsin,49.0,State,1.0,Call 1,Complete,1.0580723285675,Kerry,Feingold,Female,White,30-39,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Other Christian,More than once a week,Some college/associate degree,No one is,No,Yes,Before that,For your candidate,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Milwaukee,"City over 500,000","City over 50,000",4.0,53208.0
1509377.0,Wisconsin,32.0,State,1.0,Call 2,Complete,1.42217803001404,,Feingold,Male,Black,40-44,Democrat,,No,,Worse today,Something else,A few times a year,High school graduate,No one is,No,No,Before that,Omit,Economy/Jobs,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Non-white male,30-44,40-49,18-64,Democrat,,,Something else,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,South,Suburbs,Suburbs,1.0,53144.0
1534333.0,Wisconsin,80.0,State,1.0,Call 3,Complete,0.876763582229614,Bush,Michels,Male,White,30-39,Something Else,Conservative,No,"$30,000-$49,999",Better today,Other Christian,Never,Some college/associate degree,No one is,No,Yes,Before that,For your candidate,Taxes,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53066.0
1510763.0,Wisconsin,15.0,National,1.0,Call 2,Complete,0.956082880496979,Bush,Feingold,Female,Black,18-24,Democrat,Moderate,No,"$15,000-$29,999",Better today,Something else,Once a week,Did not complete high school,No one is,No,No,In the last three days,,Moral values,Has strong religious faith,Somewhat disapprove,Somewhat approve,Less safe from terrorism,,,Somewhat well,,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,,,,,No one in household is union member,Voter is not union member,All others,Black,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
1489930.0,Wisconsin,49.0,State,1.0,Call 1,Complete,0.922605216503143,Kerry,Feingold,Female,Black,25-29,Independent,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,A few times a month,Some college/associate degree,No one is,,No,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Non-white female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Milwaukee,"City over 500,000","City over 50,000",4.0,53208.0
1533677.0,Wisconsin,60.0,National,4.0,Call 3,Complete,0.686411798000336,Kerry,Feingold,Female,White,30-39,Independent,Moderate,,"$50,000-$74,999",,,,High school graduate,No one is,,Yes,During the last month,,,,,,,Only John Kerry,Only John Kerry,,,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Northwest,Rural,Small cities and Rural,7.0,52524.0
1514231.0,Wisconsin,48.0,State,1.0,Call 2,Complete,1.77182388305664,Kerry,Feingold,Male,White,18-24,Independent,Liberal,Yes,"$75,000-$99,999",About the same,None,Never,Some college/associate degree,No one is,No,No,Before that,Against his opponent,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Milwaukee,"City over 500,000","City over 50,000",4.0,53211.0
1489925.0,Wisconsin,55.0,State,1.0,Call 1,Complete,1.28576683998108,Kerry,Feingold,Female,White,65-74,Republican,Conservative,No,"$75,000-$99,999",About the same,Catholic,A few times a year,College graduate,No one is,No,Yes,Before that,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Milwaukee,Suburbs,Suburbs,5.0,53217.0
1499643.0,Wisconsin,80.0,State,1.0,Call 2,Complete,0.94260162115097,Kerry,Feingold,Female,White,60-64,,Moderate,No,"$30,000-$49,999",Worse today,Protestant,Once a week,College graduate,"Yes, I am",Yes,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White female,60 or over,50-64,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53066.0
1489920.0,Wisconsin,17.0,State,1.0,Call 1,Complete,0.860527217388153,Bush,Michels,Male,White,45-49,Independent,Moderate,No,"$50,000-$74,999",Better today,Catholic,A few times a month,College graduate,No one is,No,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,Rural,Small cities and Rural,6.0,53059.0
1533668.0,Wisconsin,53.0,State,1.0,Call 3,Complete,2.69802379608154,Bush,Michels,Male,White,40-44,Independent,,No,"$30,000-$49,999",About the same,,Omit,Some college/associate degree,No one is,,Yes,Before that,Against his opponent,Omit,Omit,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Not so good,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",,,All others,Omit,Omit,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Milwaukee,"City: 50,000 to 500,000","City over 50,000",5.0,53227.0
1494778.0,Wisconsin,77.0,National,4.0,Call 1,Complete,0.858299851417542,Bush,Michels,Male,White,25-29,Republican,Moderate,,"$30,000-$49,999",,,,College graduate,"Yes, someone else is",,No,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53005.0
1499634.0,Wisconsin,80.0,State,1.0,Call 2,Complete,0.760468423366547,Kerry,Feingold,Female,White,30-39,Democrat,Liberal,No,"$30,000-$49,999",Better today,Catholic,Once a week,College graduate,No one is,No,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53066.0
1533660.0,Wisconsin,56.0,State,1.0,Call 3,Complete,1.00378060340881,Kerry,Feingold,Female,White,45-49,Independent,Liberal,No,"$75,000-$99,999",Worse today,None,A few times a year,Postgraduate study,No one is,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Northeast,Rural,Small cities and Rural,8.0,54153.0
1489909.0,Wisconsin,52.0,State,1.0,Call 1,Complete,1.12943613529205,Kerry,Feingold,Male,White,50-59,Independent,Liberal,No,"$50,000-$74,999",Worse today,Catholic,A few times a year,Postgraduate study,"Yes, I am",No,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Milwaukee,Suburbs,Suburbs,4.0,53172.0
1504490.0,Wisconsin,15.0,National,2.0,Call 1,Complete,0.734307050704956,Kerry,Feingold,Female,White,40-44,Democrat,Liberal,No,"$75,000-$99,999",About the same,Protestant,A few times a year,Postgraduate study,No one is,Yes,No,Before that,,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,No one in household is union member,Voter is not union member,All others,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
1489906.0,Wisconsin,32.0,State,1.0,Call 1,Complete,1.41126549243927,Kerry,Feingold,Male,Hispanic/Latino,50-59,Independent,Moderate,No,"$50,000-$74,999",Better today,Other Christian,A few times a year,Some college/associate degree,"Yes, I am",No,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Hispanic/Latino,South,Suburbs,Suburbs,1.0,53144.0
1509348.0,Wisconsin,85.0,National,1.0,Call 1,Complete,1.05576193332672,Bush,Michels,Female,White,30-39,Republican,Moderate,No,"$50,000-$74,999",Better today,Protestant,Once a week,Some college/associate degree,No one is,No,Yes,Before that,,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,No one in household is union member,Voter is not union member,Married women,White,Northeast,Suburbs,Suburbs,6.0,54952.0
1533651.0,Wisconsin,12.0,State,1.0,Call 3,Complete,1.02023434638977,Kerry,Feingold,Male,Black,50-59,Independent,Moderate,No,"$50,000-$74,999",About the same,None,Never,Some college/associate degree,No one is,No,No,Sometime last week,For your candidate,Health care,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Good,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",None,All others,All others,Never,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,South,"City: 50,000 to 500,000","City over 50,000",2.0,53713.0
1485040.0,Wisconsin,2.0,State,1.0,Call 1,Complete,1.31883871555328,Kerry,Feingold,Female,White,65-74,Republican,Moderate,No,"$75,000-$99,999",Worse today,Protestant,A few times a month,Postgraduate study,No one is,No,No,Before that,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Northeast,Suburbs,Suburbs,8.0,54301.0
1480178.0,Wisconsin,64.0,State,1.0,Call 1,Complete,1.77674186229706,Bush,Feingold,Male,White,45-49,Republican,Conservative,No,"$50,000-$74,999",About the same,,Omit,Some college/associate degree,"Yes, I am",Yes,Yes,Before that,Against his opponent,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Not so good,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,All others,Omit,Omit,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,South,Suburbs,Suburbs,1.0,53406.0
1538509.0,Wisconsin,4.0,State,1.0,Call 3,Complete,0.60114574432373,Kerry,Feingold,Female,White,25-29,Democrat,Moderate,No,"$50,000-$74,999",About the same,Catholic,A few times a year,College graduate,"Yes, I am",No,Yes,Just today,For your candidate,Education,Will bring about needed change,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only John Kerry,Somewhat well,Not so good,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54302.0
1494759.0,Wisconsin,15.0,National,3.0,Call 1,Complete,0.734307050704956,Kerry,Feingold,Female,White,30-39,Democrat,Liberal,,"$50,000-$74,999",,Protestant,A few times a month,,,,Yes,,For your candidate,,,,,,,,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,,,,,,,,,,,,,Married women,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
1489896.0,Wisconsin,56.0,State,1.0,Call 1,Complete,1.3689432144165,Bush,Michels,Male,White,65-74,Republican,Conservative,No,"$30,000-$49,999",Better today,Catholic,Once a week,College graduate,No one is,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northeast,Rural,Small cities and Rural,8.0,54153.0
1489895.0,Wisconsin,25.0,State,1.0,Call 1,Complete,0.775092780590057,Kerry,Feingold,Female,White,30-39,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,More than once a week,College graduate,"Yes, someone else is",No,No,During the last month,For your candidate,Economy/Jobs,Cares about people like me,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
1534296.0,Wisconsin,54.0,State,1.0,Call 3,Complete,1.0800529718399,Bush,Feingold,Female,White,40-44,Republican,Conservative,No,"$30,000-$49,999",Better today,Catholic,More than once a week,Postgraduate study,"Yes, I am",No,No,In the last three days,For your candidate,Moral values,Is a strong leader,Somewhat approve,Strongly disapprove,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat badly,Good,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Milwaukee,"City: 50,000 to 500,000","City over 50,000",5.0,53227.0
1499614.0,Wisconsin,80.0,State,1.0,Call 2,Complete,0.730407476425171,Kerry,Feingold,Female,White,18-24,Democrat,Liberal,No,"Under $15,000",About the same,None,Never,Some college/associate degree,No one is,No,No,Just today,Against his opponent,Health care,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Not so good,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53066.0
