ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESCO04,SENCO04,AMND36CO,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,MARRIED,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECCO,QUAL04CO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1494570.0,Colorado,15.0,State,1.0,Call 1,Complete,Exit poll,0.724381744861603,Kerry,Salazar,No,Female,White,25-29,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Protestant,No,Some college/associate degree,Yes,No,Before that,For your candidate,Health care,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,He has the right experience,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,Denver/Adams/Boulder,"City: 50,000 to 500,000","City over 50,000",2.0,80304.0
1494594.0,Colorado,29.0,State,1.0,Call 1,Complete,Exit poll,0.664933562278748,Bush,Coors,No,,White,60-64,Republican,Conservative,No,"$15,000-$29,999",Better today,Protestant,Yes,Did not complete high school,,,Before that,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Strongly approve,Omit,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He is a strong leader,,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,,White,,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80223.0
1494614.0,Colorado,65.0,State,1.0,Call 1,Complete,Exit poll,1.15797448158264,Bush,Coors,No,Male,White,40-44,Republican,Conservative,No,"$75,000-$99,999",Better today,Other Christian,Yes,Postgraduate study,Yes,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,He is my party's candidate,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,2.0,80003.0
1494616.0,Colorado,20.0,State,1.0,Call 1,Complete,Exit poll,0.524300694465637,Bush,Coors,No,Female,White,30-39,Republican,Moderate,No,"$75,000-$99,999",Better today,Other Christian,Yes,High school graduate,Yes,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,He is a strong leader,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Denver/Adams/Boulder,Suburbs,Suburbs,4.0,80501.0
1494623.0,Colorado,50.0,State,1.0,Call 1,Complete,Exit poll,0.597831189632416,Bush,Coors,Yes,Female,White,30-39,Republican,Moderate,No,"$30,000-$49,999",About the same,Other Christian,No,Some college/associate degree,No,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He shares my values,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,East,Suburbs,Suburbs,5.0,80911.0
1494629.0,Colorado,12.0,National,1.0,Call 1,Complete,Exit poll,0.664029002189636,Kerry,Salazar,No,Male,White,45-49,Independent,Liberal,No,"$50,000-$74,999",About the same,Jewish,No,Postgraduate study,Yes,No,Before that,,Taxes,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,,,Very badly,,,,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,All others,White,English,Denver/Adams/Boulder,Suburbs,Suburbs,2.0,80027.0
1494632.0,Colorado,59.0,State,1.0,Call 1,Complete,Exit poll,0.721501052379608,Bush,Coors,No,Female,White,30-39,Independent,Moderate,No,"$30,000-$49,999",About the same,Other Christian,No,High school graduate,No,No,Before that,Against his opponent,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,About the same,Good,He has the right experience,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,All others,White,English,West,Rural,Small cities and Rural,3.0,80480.0
1494634.0,Colorado,9.0,National,4.0,Call 1,Complete,Exit poll,0.578143835067749,Kerry,Salazar,Yes,Female,White,25-29,Independent,Moderate,,"$50,000-$74,999",,,,College graduate,No,No,Before that,,,,,,,Both of them,Only George W. Bush,,Worse today,,,White female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,All others,White,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",7.0,80017.0
1494643.0,Colorado,77.0,State,1.0,Call 1,Complete,Exit poll,0.4820955991745,Kerry,Salazar,Yes,Female,White,30-39,Something Else,Moderate,No,"$30,000-$49,999",About the same,None,No,Some college/associate degree,Yes,No,During the last month,Against his opponent,Health care,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,About the same,Omit,He has the right experience,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,West,"City: 50,000 to 500,000","City over 50,000",4.0,80538.0
1494648.0,Colorado,8.0,State,1.0,Call 1,Complete,Exit poll,0.997049808502197,Bush,Coors,No,Male,White,18-24,Republican,Liberal,Yes,"$15,000-$29,999",Better today,Something else,No,Did not complete high school,Yes,No,Before that,For your candidate,Iraq,Is a strong leader,Somewhat approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Neither of them,Somewhat well,About the same,Good,He shares my values,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",7.0,80013.0
1494658.0,Colorado,15.0,State,1.0,Call 1,Complete,Exit poll,0.690590143203735,Kerry,Salazar,No,Male,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",About the same,None,No,Postgraduate study,Yes,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Good,He shares my values,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Denver/Adams/Boulder,"City: 50,000 to 500,000","City over 50,000",2.0,80304.0
1494659.0,Colorado,51.0,State,1.0,Call 1,Complete,Exit poll,0.364654093980789,Kerry,Coors,Yes,Female,White,50-59,Independent,Conservative,No,"$30,000-$49,999",Worse today,Catholic,No,College graduate,Yes,No,Before that,Against his opponent,Economy/Jobs,Cares about people like me,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Both of them,Neither of them,Very badly,Worse today,Not so good,He shares my values,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Married women,White,English,East,"City: 50,000 to 500,000","City over 50,000",5.0,80907.0
1494661.0,Colorado,95.0,State,1.0,Call 1,Complete,Exit poll,0.420432209968567,Kerry,Salazar,Yes,Female,White,30-39,Democrat,Moderate,No,"$15,000-$29,999",About the same,Something else,No,Some college/associate degree,No,No,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,He shares my values,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,West,"City: 50,000 to 500,000","City over 50,000",4.0,80634.0
1494678.0,Colorado,30.0,State,1.0,Call 1,Complete,Exit poll,0.694853186607361,Bush,Coors,No,Male,White,60-64,Republican,Conservative,No,"Under $15,000",Better today,None,No,Did not complete high school,Yes,,Just today,For your candidate,Iraq,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,He is a strong leader,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80247.0
1494691.0,Colorado,26.0,State,1.0,Call 1,Complete,Exit poll,0.526002764701843,Kerry,Salazar,Yes,Male,Black,25-29,Democrat,Moderate,No,"$100,000-$149,999",Better today,Other Christian,Yes,Some college/associate degree,No,No,During the last month,Against his opponent,Economy/Jobs,Is honest and trustworthy,Somewhat disapprove,Somewhat approve,Omit,Neither of them,Only John Kerry,Somewhat badly,Worse today,Not so good,He is my party's candidate,Non-white male,18-29,25-29,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,Black,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80231.0
1494731.0,Colorado,44.0,State,1.0,Call 1,Complete,Exit poll,0.453230172395706,Kerry,Salazar,,Female,Hispanic/Latino,25-29,Democrat,,No,,Worse today,Catholic,No,High school graduate,No,Yes,Omit,Against his opponent,Economy/Jobs,Omit,Omit,Strongly disapprove,Less safe from terrorism,Only John Kerry,Omit,Very badly,Worse today,Not so good,Omit,Non-white female,18-29,25-29,18-64,Democrat,,,Catholic,All others,All others,All others,No degree,Omit,Omit,Omit,Somewhat/Strongly disapprove,Somewhat/Very badly,Omit,Omit,Only Kerry/Neither,Only Kerry/Both,All others,Hispanic/Latino,English,East,Suburbs,Suburbs,5.0,80915.0
1494735.0,Colorado,27.0,National,4.0,Call 1,Complete,Exit poll,0.391848087310791,Kerry,Salazar,Yes,Male,White,30-39,Independent,Moderate,,"$30,000-$49,999",,,,College graduate,No,No,Sometime last week,,,,,,,Both of them,Only John Kerry,,Worse today,,,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",,,,,College graduate,,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80211.0
1494738.0,Colorado,29.0,State,1.0,Call 1,Complete,Exit poll,0.524300694465637,Bush,Coors,No,Female,Hispanic/Latino,45-49,Republican,Moderate,Yes,"$15,000-$29,999",About the same,Other Christian,Yes,High school graduate,Yes,,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He is my party's candidate,Non-white female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,Hispanic/Latino,,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80223.0
1494747.0,Colorado,58.0,State,1.0,Call 1,Complete,Exit poll,0.322299301624298,Kerry,Salazar,No,Female,White,30-39,Democrat,Liberal,No,"Under $15,000",Worse today,None,No,Postgraduate study,No,No,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,He shares my values,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Central,Rural,Small cities and Rural,3.0,81224.0
1494751.0,Colorado,59.0,State,1.0,Call 1,Complete,Exit poll,0.703301191329956,Bush,Coors,No,Male,White,50-59,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,Yes,High school graduate,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,He shares my values,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,West,Rural,Small cities and Rural,3.0,80480.0
1494771.0,Colorado,9.0,National,4.0,Call 1,Complete,Exit poll,0.884048581123352,Bush,Coors,No,Female,White,50-59,Republican,Conservative,,"$50,000-$74,999",,,,Some college/associate degree,No,No,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Better today,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",7.0,80017.0
1494788.0,Colorado,30.0,State,1.0,Call 1,Complete,Exit poll,0.902807831764221,Kerry,Salazar,No,Male,White,75 or over,Democrat,Moderate,No,"$30,000-$49,999",About the same,Protestant,No,Some college/associate degree,No,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Good,He is a strong leader,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80247.0
1494796.0,Colorado,15.0,State,1.0,Call 1,Complete,Exit poll,0.690590143203735,Kerry,Salazar,No,Male,White,50-59,Democrat,Moderate,No,"$200,000 or more",About the same,Protestant,No,Postgraduate study,No,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Worse today,Not so good,He has the right experience,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,Denver/Adams/Boulder,"City: 50,000 to 500,000","City over 50,000",2.0,80304.0
1494807.0,Colorado,95.0,State,1.0,Call 1,Complete,Exit poll,0.335922390222549,Bush,Salazar,No,Female,White,18-24,Democrat,Liberal,Yes,"Under $15,000",About the same,Other Christian,No,Some college/associate degree,No,No,Before that,Against his opponent,Iraq,Is a strong leader,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,About the same,Not so good,He is a strong leader,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,West,"City: 50,000 to 500,000","City over 50,000",4.0,80634.0
1494811.0,Colorado,65.0,State,1.0,Call 1,Complete,Exit poll,0.77688080072403,Kerry,Salazar,Yes,Female,White,25-29,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Catholic,No,Postgraduate study,Yes,No,Before that,For your candidate,Education,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,He has the right experience,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,2.0,80003.0
1494814.0,Colorado,50.0,State,1.0,Call 1,Complete,Exit poll,0.514088869094849,Kerry,Salazar,Yes,Female,White,50-59,Democrat,Moderate,No,"$75,000-$99,999",About the same,Protestant,No,Postgraduate study,Yes,No,Before that,For your candidate,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,He shares my values,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,East,Suburbs,Suburbs,5.0,80911.0
1494829.0,Colorado,51.0,State,1.0,Call 1,Complete,Exit poll,0.658649325370789,Bush,Coors,No,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Yes,Some college/associate degree,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He shares my values,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,East,"City: 50,000 to 500,000","City over 50,000",5.0,80907.0
1494842.0,Colorado,27.0,National,4.0,Call 1,Not complete,Exit poll,0.517415523529053,Kerry,Salazar,No,Female,Hispanic/Latino,18-24,,,,,,,,,,Yes,Before that,,,,,,,Only John Kerry,Only John Kerry,,,,,Non-white female,18-29,18-24,18-64,,,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Hispanic/Latino,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80211.0
1494874.0,Colorado,29.0,State,1.0,Call 1,Complete,Exit poll,0.51107519865036,Bush,Coors,No,Male,White,40-44,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Yes,Some college/associate degree,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,He has the right experience,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80223.0
1494877.0,Colorado,20.0,State,1.0,Call 1,Complete,Exit poll,0.51107519865036,Bush,Coors,No,Male,White,45-49,Republican,Conservative,No,"$50,000-$74,999",Better today,Catholic,No,College graduate,No,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,He has the right experience,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Denver/Adams/Boulder,Suburbs,Suburbs,4.0,80501.0
1494880.0,Colorado,44.0,State,1.0,Call 1,Complete,Exit poll,0.424569755792618,Kerry,Salazar,,Female,Other,,,,No,"$15,000-$29,999",Worse today,None,,Some college/associate degree,No,,During the last month,For your candidate,Economy/Jobs,Is honest and trustworthy,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Omit,Very badly,Worse today,Omit,Omit,Non-white female,,,,,"Under $50,000","Under $100,000",None,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Omit,Omit,Only Kerry/Neither,Only Kerry/Both,All others,Other,,East,Suburbs,Suburbs,5.0,80915.0
1494907.0,Colorado,15.0,State,1.0,Call 1,Complete,Exit poll,0.706109166145325,Kerry,Salazar,No,Male,White,25-29,Democrat,Liberal,No,"$15,000-$29,999",About the same,None,No,Postgraduate study,No,No,In the last three days,For your candidate,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,About the same,Good,He shares my values,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,Denver/Adams/Boulder,"City: 50,000 to 500,000","City over 50,000",2.0,80304.0
1494912.0,Colorado,9.0,National,4.0,Call 1,Complete,Exit poll,0.540848135948181,Kerry,Salazar,Yes,Female,Black,30-39,Democrat,Conservative,,"Under $15,000",,,,Some college/associate degree,No,No,Before that,,,,,,,Only John Kerry,Only John Kerry,,Worse today,,,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Black,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",7.0,80017.0
1494924.0,Colorado,30.0,State,1.0,Call 1,Not complete,Exit poll,0.926170468330383,Kerry,Salazar,No,Female,White,75 or over,,,,,,,,,,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,,,,,,,Not so good,,White female,60 or over,65 or over,65 or over,,,,,,All others,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80247.0
1494939.0,Colorado,77.0,State,1.0,Call 1,Complete,Exit poll,0.4820955991745,Kerry,Salazar,Yes,Female,White,30-39,Democrat,Liberal,No,"$50,000-$74,999",About the same,None,No,College graduate,No,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Worse today,Good,He is a strong leader,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,West,"City: 50,000 to 500,000","City over 50,000",4.0,80538.0
