ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,wgt,PRESMA04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,VETVOTER,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,FAVKERY,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1526875.0,Massachusetts,103.0,State,1.0,Call 3,Complete,0.584492385387421,Kerry,Female,White,40-44,Democrat,Liberal,"$50,000-$74,999",Worse today,Catholic,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Favorable,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,East,Suburbs,Suburbs,5.0,1876.0
1475548.0,Massachusetts,8.0,State,1.0,Call 1,Complete,1.43467664718628,Kerry,Male,White,25-29,Democrat,Liberal,"$15,000-$29,999",Worse today,Catholic,No,No,Before that,For your candidate,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Boston area,"City over 500,000","City over 50,000",8.0,2128.0
1525825.0,Massachusetts,86.0,National,3.0,Call 3,Complete,1.58952045440674,Kerry,Male,White,40-44,Independent,Moderate,"$30,000-$49,999",,Catholic,,No,,For your candidate,,,,,,,,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,,,,,,White,North/South Shores,Suburbs,Suburbs,10.0,2358.0
1501205.0,Massachusetts,90.0,National,2.0,Call 2,Complete,0.607413649559021,Kerry,Female,Hispanic/Latino,30-39,Independent,Liberal,"$15,000-$29,999",Worse today,Catholic,No,Yes,Before that,,Education,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,,,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Hispanic/Latino,East,Suburbs,Suburbs,3.0,2769.0
1501203.0,Massachusetts,103.0,State,1.0,Call 2,Complete,0.794293582439423,Kerry,Female,White,65-74,Independent,Conservative,"$50,000-$74,999",Worse today,Catholic,No,No,Before that,Against his opponent,Omit,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Both of them,Favorable,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,East,Suburbs,Suburbs,5.0,1876.0
1508192.0,Massachusetts,77.0,State,1.0,Call 2,Complete,1.79145336151123,Bush,Male,White,60-64,Independent,Moderate,"$75,000-$99,999",About the same,Jewish,No,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Unfavorable,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Boston area,"City: 50,000 to 500,000","City over 50,000",4.0,2460.0
1529184.0,Massachusetts,32.0,State,1.0,Call 3,Complete,0.363084048032761,Kerry,Male,White,45-49,Democrat,Liberal,"$50,000-$74,999",Better today,None,Yes,,Before that,For your candidate,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Unfavorable,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,East,Suburbs,Suburbs,3.0,1510.0
1524516.0,Massachusetts,105.0,State,1.0,Call 3,Complete,0.792601227760315,Kerry,Female,White,18-24,Democrat,Liberal,"$75,000-$99,999",Worse today,Catholic,No,No,During the last month,For your candidate,Education,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,East,Suburbs,Suburbs,9.0,2081.0
1476035.0,Massachusetts,8.0,State,1.0,Call 1,Complete,1.07832741737366,Kerry,Male,White,30-39,Democrat,Liberal,"$100,000-$149,999",Better today,Other Christian,Yes,No,Before that,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Omit,Favorable,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Omit,Omit,White,Boston area,"City over 500,000","City over 50,000",8.0,2128.0
1526844.0,Massachusetts,8.0,State,1.0,Call 3,Complete,1.07832741737366,Kerry,Male,White,30-39,Democrat,Conservative,"Under $15,000",About the same,Catholic,No,No,Before that,Against his opponent,Health care,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Boston area,"City over 500,000","City over 50,000",8.0,2128.0
1501178.0,Massachusetts,82.0,National,3.0,Call 2,Complete,2.35881638526917,Kerry,Male,White,18-24,Democrat,Moderate,"$200,000 or more",,Catholic,,No,,For your candidate,,,,,,,,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,,,,,,,White,North/South Shores,Rural,Small cities and Rural,10.0,2557.0
1526836.0,Massachusetts,32.0,State,1.0,Call 3,Not complete,0.363084048032761,Kerry,Male,White,40-44,,,,,,,No,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,,,,,White male,30-44,40-49,18-64,,,,,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,White,East,Suburbs,Suburbs,3.0,1510.0
1475508.0,Massachusetts,93.0,State,1.0,Call 1,Complete,0.988847315311432,Kerry,Male,White,65-74,Democrat,Liberal,"$50,000-$74,999",About the same,Jewish,Yes,No,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,West,Suburbs,Suburbs,1.0,1254.0
1475507.0,Massachusetts,77.0,State,1.0,Call 2,Complete,1.31826674938202,Bush,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",Better today,Catholic,Yes,No,Before that,Against his opponent,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Unfavorable,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Boston area,"City: 50,000 to 500,000","City over 50,000",4.0,2460.0
1529164.0,Massachusetts,2.0,State,1.0,Call 3,Complete,0.618294358253479,Kerry,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",About the same,Other Christian,No,No,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Boston area,Suburbs,Suburbs,7.0,2476.0
1503499.0,Massachusetts,27.0,National,1.0,Call 2,Complete,0.48630091547966,Bush,Male,White,30-39,Republican,Conservative,"$15,000-$29,999",Better today,None,No,No,Before that,,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,,,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Other large industrial cities,Suburbs,Suburbs,2.0,1507.0
1501158.0,Massachusetts,79.0,National,3.0,Call 1,Complete,2.68109536170959,Bush,Male,White,50-59,Independent,Moderate,"$200,000 or more",,Protestant,,No,,Against his opponent,,,,,,,,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,,White,North/South Shores,Suburbs,Suburbs,6.0,1845.0
1502840.0,Massachusetts,27.0,National,2.0,Call 2,Complete,0.373260498046875,Kerry,Female,White,40-44,Independent,Liberal,"$75,000-$99,999",About the same,Other Christian,No,No,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,Other large industrial cities,Suburbs,Suburbs,2.0,1507.0
1475493.0,Massachusetts,8.0,State,1.0,Call 1,Complete,1.31619012355804,Kerry,Female,Hispanic/Latino,25-29,Democrat,Liberal,"$30,000-$49,999",About the same,Jewish,No,Yes,Before that,For your candidate,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Jewish,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Boston area,"City over 500,000","City over 50,000",8.0,2128.0
1475488.0,Massachusetts,90.0,National,3.0,Call 1,Not complete,0.607413649559021,Kerry,Female,White,50-59,,,,,,,No,,For your candidate,,,,,,,,White female,45-59,50-64,18-64,,,,,,All others,,,,,,,White,East,Suburbs,Suburbs,3.0,2769.0
1477820.0,Massachusetts,50.0,State,1.0,Call 1,Complete,0.616917192935944,Bush,Female,White,40-44,Independent,Moderate,"$50,000-$74,999",About the same,Catholic,No,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Unfavorable,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Suburbs,Suburbs,3.0,2038.0
1498815.0,Massachusetts,105.0,State,1.0,Call 2,Complete,0.809568464756012,Kerry,Female,White,65-74,Independent,Moderate,,About the same,,No,No,Before that,For your candidate,Omit,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Omit,Omit,Favorable,White female,60 or over,65 or over,65 or over,Independent,,,,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Omit,Omit,White,East,Suburbs,Suburbs,9.0,2081.0
1503480.0,Massachusetts,50.0,State,1.0,Call 2,Complete,0.616917192935944,Bush,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Unfavorable,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Suburbs,Suburbs,3.0,2038.0
1473733.0,Massachusetts,105.0,State,1.0,Call 1,Complete,0.652508556842804,Bush,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",Better today,Protestant,No,No,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Unfavorable,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Suburbs,Suburbs,9.0,2081.0
1526800.0,Massachusetts,103.0,State,1.0,Call 3,Complete,0.584492385387421,Kerry,Female,White,50-59,Independent,Liberal,"$100,000-$149,999",About the same,Catholic,No,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,East,Suburbs,Suburbs,5.0,1876.0
1501135.0,Massachusetts,86.0,National,3.0,Call 2,Complete,2.16007256507874,Kerry,Male,White,60-64,Democrat,Liberal,"$30,000-$49,999",,Catholic,,No,,For your candidate,,,,,,,,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,,,,,,White,North/South Shores,Suburbs,Suburbs,10.0,2358.0
1526793.0,Massachusetts,27.0,National,4.0,Call 3,Complete,0.48630091547966,Bush,Male,White,40-44,Independent,Moderate,"$100,000-$149,999",,,,No,In the last three days,,,,,,,Only George W. Bush,Unfavorable,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",,,,,Just today/In the last three days,Just today/In the last three days/Sometime last week,,Only Bush/Both,Only Bush/Neither,White,Other large industrial cities,Suburbs,Suburbs,2.0,1507.0
1529125.0,Massachusetts,27.0,National,2.0,Call 3,Complete,0.373260498046875,Kerry,Female,White,40-44,Democrat,Liberal,"$100,000-$149,999",Worse today,Something else,No,No,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,Other large industrial cities,Suburbs,Suburbs,2.0,1507.0
1531457.0,Massachusetts,50.0,State,1.0,Call 3,Complete,0.6362224817276,Kerry,Female,Black,40-44,Independent,Moderate,"$75,000-$99,999",About the same,Catholic,No,No,During the last month,Omit,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Favorable,Non-white female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Black,East,Suburbs,Suburbs,3.0,2038.0
1501123.0,Massachusetts,32.0,State,1.0,Call 2,Complete,0.397687554359436,Bush,Male,Asian,50-59,Independent,Conservative,"$200,000 or more",Better today,Something else,No,No,During the last month,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Unfavorable,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Asian,East,Suburbs,Suburbs,3.0,1510.0
1529118.0,Massachusetts,82.0,National,1.0,Call 3,Complete,1.62650489807129,Kerry,Female,White,45-49,Independent,Liberal,"$50,000-$74,999",Worse today,Catholic,No,No,Before that,,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,North/South Shores,Rural,Small cities and Rural,10.0,2557.0
1526784.0,Massachusetts,15.0,National,4.0,Call 3,Complete,0.867781519889832,Kerry,Female,White,30-39,Independent,Moderate,,,,,No,Before that,,,,,,,Neither of them,Favorable,White female,30-44,30-39,18-64,Independent,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Bush/Neither,White,Boston area,"City over 500,000","City over 50,000",8.0,2116.0
1501117.0,Massachusetts,103.0,State,1.0,Call 2,Complete,0.584492385387421,Kerry,Female,White,50-59,Independent,Moderate,,About the same,Protestant,No,No,During the last month,Against his opponent,Health care,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Favorable,White female,45-59,50-64,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,East,Suburbs,Suburbs,5.0,1876.0
1508115.0,Massachusetts,77.0,State,1.0,Call 2,Complete,1.60905647277832,Bush,Female,White,18-24,Republican,Moderate,"$30,000-$49,999",Better today,None,No,No,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Favorable,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Boston area,"City: 50,000 to 500,000","City over 50,000",4.0,2460.0
1501113.0,Massachusetts,15.0,National,4.0,Call 2,Not complete,1.16695940494537,Bush,Female,White,50-59,,,,,,,No,Before that,,,,,,,Only George W. Bush,,White female,45-59,50-64,18-64,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Bush/Neither,White,Boston area,"City over 500,000","City over 50,000",8.0,2116.0
1526774.0,Massachusetts,8.0,State,1.0,Call 3,Complete,1.46538877487183,Kerry,Male,White,60-64,Democrat,Moderate,"$30,000-$49,999",About the same,Catholic,No,No,Before that,Against his opponent,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Favorable,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Boston area,"City over 500,000","City over 50,000",8.0,2128.0
1501110.0,Massachusetts,8.0,State,1.0,Call 2,Complete,1.97059869766235,Bush,Male,White,65-74,Republican,Conservative,"$30,000-$49,999",About the same,Catholic,Yes,,Before that,Against his opponent,Omit,Is a strong leader,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Unfavorable,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Boston area,"City over 500,000","City over 50,000",8.0,2128.0
1524439.0,Massachusetts,105.0,State,1.0,Call 3,Complete,0.652508556842804,Bush,Female,White,30-39,Independent,Moderate,"$75,000-$99,999",Better today,Catholic,No,No,During the last month,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Unfavorable,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Suburbs,Suburbs,9.0,2081.0
1529104.0,Massachusetts,79.0,National,3.0,Call 3,Complete,2.21033239364624,Kerry,Female,Asian,60-64,Democrat,Moderate,,,Catholic,,No,,For your candidate,,,,,,,,Non-white female,60 or over,50-64,18-64,Democrat,,,Catholic,All others,All others,,,,,,,Asian,North/South Shores,Suburbs,Suburbs,6.0,1845.0
1475443.0,Massachusetts,77.0,State,1.0,Call 2,Complete,0.88593602180481,Other,Male,Hispanic/Latino,30-39,Something Else,Liberal,"$100,000-$149,999",Better today,Catholic,No,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Unfavorable,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Boston area,"City: 50,000 to 500,000","City over 50,000",4.0,2460.0
1526766.0,Massachusetts,32.0,State,1.0,Call 3,Complete,0.45266193151474,Kerry,Female,White,65-74,Democrat,Liberal,"Under $15,000",Worse today,Protestant,No,No,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Unfavorable,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,East,Suburbs,Suburbs,3.0,1510.0
1475437.0,Massachusetts,86.0,National,4.0,Call 1,Complete,2.40374064445496,Bush,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",,,,No,Before that,,,,,,,Only George W. Bush,Unfavorable,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Bush/Neither,White,North/South Shores,Suburbs,Suburbs,10.0,2358.0
1475951.0,Massachusetts,79.0,National,3.0,Call 1,Complete,2.78981161117554,Bush,Female,White,65-74,Republican,Moderate,"$200,000 or more",,Catholic,,No,,Against his opponent,,,,,,,,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,,,,,,,White,North/South Shores,Suburbs,Suburbs,6.0,1845.0
1529091.0,Massachusetts,32.0,State,1.0,Call 3,Complete,0.333097815513611,Kerry,Female,White,50-59,Democrat,Moderate,,About the same,Catholic,No,No,Before that,Against his opponent,Omit,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Omit,Both of them,Favorable,White female,45-59,50-64,18-64,Democrat,,,Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,East,Suburbs,Suburbs,3.0,1510.0
1527975.0,Massachusetts,2.0,State,1.0,Call 3,Complete,0.915867984294891,Kerry,Male,White,60-64,Independent,Moderate,"$15,000-$29,999",Worse today,Catholic,No,No,Just today,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Boston area,Suburbs,Suburbs,7.0,2476.0
1498749.0,Massachusetts,105.0,State,1.0,Call 2,Complete,0.711248934268951,Bush,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",About the same,Catholic,No,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Unfavorable,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Suburbs,Suburbs,9.0,2081.0
1475418.0,Massachusetts,93.0,State,1.0,Call 1,Complete,0.907180786132813,Kerry,Female,White,65-74,Independent,Conservative,,About the same,Catholic,No,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White female,60 or over,65 or over,65 or over,Independent,,,Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,West,Suburbs,Suburbs,1.0,1254.0
1503413.0,Massachusetts,2.0,State,1.0,Call 2,Complete,0.673954665660858,Kerry,Male,White,45-49,Democrat,Liberal,"$100,000-$149,999",About the same,Jewish,No,No,Before that,For your candidate,Education,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Boston area,Suburbs,Suburbs,7.0,2476.0
1475416.0,Massachusetts,8.0,State,1.0,Call 1,Complete,1.34436583518982,Kerry,Female,Other,60-64,Independent,Moderate,"$30,000-$49,999",Worse today,Other Christian,Yes,No,Before that,Against his opponent,Omit,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,Non-white female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Other,Boston area,"City over 500,000","City over 50,000",8.0,2128.0
1501078.0,Massachusetts,82.0,National,4.0,Call 2,Complete,1.62650489807129,Kerry,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",,,,No,Before that,,,,,,,Only John Kerry,Favorable,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,White,North/South Shores,Rural,Small cities and Rural,10.0,2557.0
