ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESAR04,SENAR04,AMEND3AR,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1516204.0,Arkansas,54.0,State,1.0,Call 2,Complete,1.40800201892853,Bush,Holt,Yes,Male,White,50-59,Democrat,Conservative,"$50,000-$74,999",About the same,Something else,Yes,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,4.0,71764.0
1489690.0,Arkansas,48.0,State,1.0,Call 1,Not complete,0.609135746955872,Bush,,,Female,White,75 or over,,,,,,,,Omit,Omit,Health care,Omit,Omit,,,,White female,60 or over,65 or over,65 or over,,,,,,All others,All others,Omit,Omit,Omit,,,,All others,White,Little Rock area,Suburbs,Suburbs,1.0,72007.0
1485662.0,Arkansas,50.0,State,1.0,Call 1,Complete,1.16641402244568,Bush,Lincoln,Yes,Male,White,65-74,Independent,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,Yes,Before that,Against his opponent,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Less safe from terrorism,Neither of them,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,All others,White,Northwest,Rural,Small cities and Rural,3.0,72634.0
1515350.0,Arkansas,28.0,State,1.0,Call 2,Complete,0.871460020542145,Bush,Holt,Yes,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Little Rock area,Suburbs,Suburbs,2.0,72058.0
1515349.0,Arkansas,2.0,State,1.0,Call 2,Complete,0.840275824069977,Kerry,Lincoln,No,Female,White,50-59,Independent,Liberal,"$50,000-$74,999",Worse today,Protestant,No,No,Before that,For your candidate,Education,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Northwest,Rural,Small cities and Rural,1.0,72658.0
1515348.0,Arkansas,55.0,State,1.0,Call 2,Complete,0.713077485561371,Kerry,Lincoln,Yes,Female,,40-44,Democrat,Moderate,"$75,000-$99,999",Worse today,,Yes,Yes,Before that,For your candidate,Omit,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71701.0
1482685.0,Arkansas,85.0,State,1.0,Call 1,Complete,0.76696252822876,Bush,Holt,Yes,Female,White,45-49,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,No,Yes,Before that,For your candidate,Iraq,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,72762.0
1485454.0,Arkansas,26.0,State,1.0,Call 1,Complete,0.7252117395401,Kerry,Lincoln,Yes,Female,Black,25-29,Democrat,Moderate,"Under $15,000",Worse today,Other Christian,No,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,South,Rural,Small cities and Rural,4.0,71655.0
1541007.0,Arkansas,48.0,State,1.0,Call 3,Complete,0.810677886009216,Kerry,Lincoln,Did not vote,Female,Black,25-29,,Liberal,,Worse today,Protestant,Yes,No,Sometime last week,For your candidate,Omit,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Non-white female,18-29,25-29,18-64,,,,Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,Little Rock area,Suburbs,Suburbs,1.0,72007.0
1514648.0,Arkansas,87.0,State,1.0,Call 2,Complete,1.02624773979187,Bush,Holt,No,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Education,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Little Rock area,"City: 10,000 to 49,999",Small cities and Rural,2.0,72143.0
1485011.0,Arkansas,68.0,National,2.0,Call 1,Complete,0.930057466030121,Bush,Lincoln,Yes,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,No,Before that,,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,All others,White,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72207.0
1482677.0,Arkansas,25.0,State,1.0,Call 1,Complete,1.3144223690033,Bush,Lincoln,Yes,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,4.0,71655.0
1485234.0,Arkansas,30.0,State,1.0,Call 1,Complete,0.689998865127563,Bush,Lincoln,Yes,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",About the same,Catholic,No,Yes,Just today,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Married women,White,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71901.0
1531667.0,Arkansas,60.0,State,1.0,Call 3,Complete,0.723864436149597,Bush,Holt,Yes,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Northwest,Rural,Small cities and Rural,3.0,72858.0
1522334.0,Arkansas,33.0,State,1.0,Call 1,Not complete,0.76637989282608,Bush,Holt,Yes,Female,White,60-64,,,,,,,,Sometime last week,Against his opponent,Moral values,Has strong religious faith,Somewhat disapprove,,,,White female,60 or over,50-64,18-64,,,,,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,,,,All others,White,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71901.0
1515334.0,Arkansas,26.0,State,1.0,Call 2,Complete,0.635863184928894,Bush,Holt,Yes,Female,White,45-49,Independent,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,South,Rural,Small cities and Rural,4.0,71655.0
1526997.0,Arkansas,33.0,State,1.0,Call 2,Not complete,0.836458742618561,Kerry,Lincoln,No,Female,White,40-44,,,,,,,,During the last month,For your candidate,Omit,Will bring about needed change,Somewhat disapprove,,,,White female,30-44,40-49,18-64,,,,,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,All others,White,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71901.0
1485001.0,Arkansas,72.0,State,1.0,Call 1,Complete,1.15046489238739,Kerry,Lincoln,Yes,Female,White,75 or over,Democrat,,"$30,000-$49,999",Worse today,Protestant,No,Yes,Before that,For your candidate,Omit,Is a strong leader,Strongly disapprove,Omit,Less safe from terrorism,Only John Kerry,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Only Kerry/Neither,Only Kerry/Both,Married women,White,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72116.0
1487332.0,Arkansas,52.0,State,1.0,Call 1,Complete,0.482093393802643,Kerry,Lincoln,Yes,Male,White,60-64,Democrat,Moderate,"$75,000-$99,999",About the same,Protestant,Yes,Yes,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,East,Rural,Small cities and Rural,1.0,72438.0
1485826.0,Arkansas,9.0,State,1.0,Call 1,Complete,0.769814670085907,Bush,Lincoln,Yes,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,Yes,Just today,For your candidate,Taxes,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Married women,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,72756.0
1484997.0,Arkansas,9.0,State,1.0,Call 1,Not complete,0.64950704574585,,Lincoln,Did not vote,Female,White,50-59,,,,,,,,Before that,Omit,Omit,Omit,Omit,,,,White female,45-59,50-64,18-64,,,,,,All others,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,,,,All others,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,72756.0
1530467.0,Arkansas,68.0,National,3.0,Call 3,Complete,0.854372560977936,Bush,Holt,Yes,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",,Protestant,Yes,Yes,,For your candidate,,,,,,,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,,,Married women,White,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72207.0
1515324.0,Arkansas,72.0,State,1.0,Call 2,Complete,1.17559099197388,Kerry,Lincoln,Yes,Female,Black,40-44,Democrat,Moderate,"$30,000-$49,999",About the same,Other Christian,Yes,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72116.0
1533987.0,Arkansas,75.0,State,1.0,Call 3,Complete,0.706954598426819,Kerry,Lincoln,Yes,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Worse today,Protestant,No,Yes,Just today,Against his opponent,Education,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,All others,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,72335.0
1484992.0,Arkansas,26.0,State,1.0,Call 1,Complete,0.614513218402863,Bush,Holt,Yes,Male,White,25-29,Independent,Conservative,"$50,000-$74,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,4.0,71655.0
1515320.0,Arkansas,41.0,State,1.0,Call 2,Complete,0.858626842498779,Bush,Holt,Yes,Female,White,18-24,Republican,Conservative,"$15,000-$29,999",Better today,Protestant,Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Northwest,Rural,Small cities and Rural,3.0,72846.0
1532554.0,Arkansas,45.0,State,1.0,Call 3,Complete,1.59918320178986,Bush,Holt,No,Male,White,18-24,Republican,Conservative,"Under $15,000",Worse today,Something else,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,4.0,71836.0
1515318.0,Arkansas,9.0,State,1.0,Call 2,Complete,0.76696252822876,Bush,Holt,Yes,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,72756.0
1489654.0,Arkansas,30.0,State,1.0,Call 1,Complete,0.695418775081635,Bush,Holt,Yes,Female,White,60-64,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,Yes,No,Before that,Against his opponent,Health care,Has clear stands on the issues,Somewhat approve,Strongly disapprove,Safer from terrorism,Only George W. Bush,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,All others,White,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71901.0
1491986.0,Arkansas,48.0,State,1.0,Call 1,Complete,0.751258671283722,Bush,Holt,Yes,Female,White,50-59,Independent,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Little Rock area,Suburbs,Suburbs,1.0,72007.0
1482653.0,Arkansas,79.0,State,1.0,Call 1,Complete,0.748402237892151,Bush,Holt,Yes,Male,White,50-59,Democrat,Conservative,"$50,000-$74,999",Better today,Protestant,No,Yes,Before that,For your candidate,Iraq,Is a strong leader,Somewhat approve,Strongly approve,Less safe from terrorism,Only George W. Bush,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Northwest,"City: 50,000 to 500,000","City over 50,000",3.0,72903.0
1533978.0,Arkansas,52.0,State,1.0,Call 3,Complete,0.664639234542847,Bush,Holt,Yes,Male,White,30-39,Republican,Conservative,"$15,000-$29,999",Better today,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,East,Rural,Small cities and Rural,1.0,72438.0
1515313.0,Arkansas,62.0,State,1.0,Call 2,Complete,0.676053941249847,Kerry,Lincoln,No,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,Yes,Yes,Just today,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,East,Rural,Small cities and Rural,1.0,72040.0
1531642.0,Arkansas,30.0,State,1.0,Call 3,Complete,0.51412045955658,Bush,Holt,Yes,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",About the same,None,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71901.0
1514616.0,Arkansas,37.0,State,1.0,Call 2,Complete,0.657343745231628,Kerry,Lincoln,Yes,Male,White,30-39,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,Yes,No,Before that,Against his opponent,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,All others,White,East,Rural,Small cities and Rural,1.0,72556.0
1483224.0,Arkansas,50.0,State,1.0,Call 1,Complete,0.888979256153107,Bush,Holt,Yes,Female,White,50-59,Republican,Conservative,"$100,000-$149,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Northwest,Rural,Small cities and Rural,3.0,72634.0
1484978.0,Arkansas,87.0,State,1.0,Call 1,Complete,0.864911377429962,Bush,Lincoln,Yes,Male,White,25-29,Democrat,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,No,During the last month,Against his opponent,Moral values,Will bring about needed change,Somewhat approve,Strongly approve,Less safe from terrorism,Both of them,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,All others,White,Little Rock area,"City: 10,000 to 49,999",Small cities and Rural,2.0,72143.0
1512973.0,Arkansas,85.0,State,1.0,Call 2,Complete,0.698473334312439,Bush,Holt,No,Female,White,18-24,Republican,Moderate,"Under $15,000",Better today,Other Christian,Yes,Yes,Sometime last week,Against his opponent,Moral values,Has strong religious faith,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Married women,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,72762.0
1476152.0,Arkansas,41.0,State,1.0,Call 1,Complete,1.166055560112,Kerry,Lincoln,Yes,Male,White,40-44,Democrat,Moderate,"$30,000-$49,999",Worse today,Mormon/LDS,No,Yes,Before that,Against his opponent,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Safer from terrorism,Both of them,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,All others,White,Northwest,Rural,Small cities and Rural,3.0,72846.0
1514609.0,Arkansas,16.0,State,1.0,Call 2,Complete,2.34229159355164,Bush,Holt,Yes,Male,White,40-44,Independent,Moderate,"$30,000-$49,999",About the same,Other Christian,Yes,Yes,During the last month,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Little Rock area,Rural,Small cities and Rural,2.0,72127.0
1515301.0,Arkansas,58.0,State,1.0,Call 2,Complete,0.935113847255707,Kerry,Lincoln,Yes,Female,Black,45-49,Democrat,Liberal,"Under $15,000",Worse today,Other Christian,No,No,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,East,Rural,Small cities and Rural,1.0,72342.0
1531630.0,Arkansas,25.0,State,1.0,Call 3,Complete,1.01340699195862,Bush,Holt,Yes,Female,White,30-39,Democrat,Moderate,"$15,000-$29,999",About the same,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,South,Rural,Small cities and Rural,4.0,71655.0
1515298.0,Arkansas,45.0,State,1.0,Call 2,Complete,1.70693695545197,Bush,Holt,Yes,Female,White,60-64,Independent,Conservative,"$150,000-$199,999",About the same,Protestant,No,Yes,Before that,For your candidate,Education,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,South,Rural,Small cities and Rural,4.0,71836.0
