ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESVT04,SENVT04,HOUVT04,GOVVT04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,GAYMRRGE,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1503321.0,Vermont,56.0,State,1.0,Call 2,Complete,1.05473303794861,Kerry,Leahy,Sanders,Douglas,Female,White,30-39,Independent,Liberal,"$75,000-$99,999",About the same,Catholic,Yes,Before that,Against his opponent,Economy/Jobs,Is intelligent,Somewhat disapprove,Strongly disapprove,Only John Kerry,Civil unions,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,Green Mountains,Suburbs,Suburbs,1.0,05482
1503337.0,Vermont,8.0,State,1.0,Call 2,Complete,1.35937297344208,Bush,McMullen,Parke,Douglas,Male,White,25-29,Independent,Conservative,"Under $15,000",About the same,Muslim,Yes,During the last month,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Only George W. Bush,No legal recognition,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1503349.0,Vermont,11.0,National,2.0,Call 2,Complete,0.837800681591034,Kerry,Leahy,Sanders,Clavelle,Female,White,25-29,Something Else,Liberal,,Better today,None,No,Before that,,Moral values,Is honest and trustworthy,Strongly disapprove,Somewhat disapprove,,,White female,18-29,25-29,18-64,Independent,,,None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,All others,White,Burlington/Winooski River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05401
1503387.0,Vermont,69.0,State,1.0,Call 2,Complete,1.43839395046234,Bush,McMullen,Parke,Douglas,Female,White,60-64,Something Else,Moderate,"$50,000-$74,999",About the same,None,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Only George W. Bush,Civil unions,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Green Mountains,Rural,Small cities and Rural,1.0,05674
1503414.0,Vermont,56.0,State,1.0,Call 2,Complete,0.817016541957855,Kerry,Leahy,Sanders,Clavelle,Male,White,45-49,Democrat,Liberal,"$100,000-$149,999",Better today,Something else,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Legally marry,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,Green Mountains,Suburbs,Suburbs,1.0,05482
1503491.0,Vermont,8.0,State,1.0,Call 2,Complete,0.949716985225677,Kerry,Leahy,Drown,Clavelle,Male,White,18-24,Democrat,Liberal,"Under $15,000",About the same,Catholic,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Legally marry,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1503507.0,Vermont,56.0,State,1.0,Call 2,Complete,0.817016541957855,Kerry,Leahy,Sanders,Clavelle,Male,White,45-49,,,,Worse today,,,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Omit,Omit,Legally marry,White male,45-59,40-49,18-64,,,,,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Omit,Omit,All others,White,Green Mountains,Suburbs,Suburbs,1.0,05482
1503580.0,Vermont,11.0,National,3.0,Call 2,Complete,0.781080305576324,Bush,McMullen,Parke,Douglas,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",,Catholic,Yes,,For your candidate,,,,,,Civil unions,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,,,,,,Married women,White,Burlington/Winooski River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05401
1503622.0,Vermont,8.0,State,1.0,Call 2,Complete,0.839360415935516,Bush,Leahy,Parke,Douglas,Female,White,30-39,Something Else,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Strongly approve,Only George W. Bush,Legally marry,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1503639.0,Vermont,56.0,State,1.0,Call 2,Complete,0.817016541957855,Kerry,Leahy,Sanders,Clavelle,Male,White,40-44,Democrat,Moderate,"$50,000-$74,999",Better today,Catholic,Yes,During the last month,For your candidate,Iraq,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Only John Kerry,Civil unions,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Green Mountains,Suburbs,Suburbs,1.0,05482
1503753.0,Vermont,8.0,State,1.0,Call 2,Complete,0.80360609292984,Kerry,Leahy,Sanders,Douglas,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",About the same,Catholic,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1503785.0,Vermont,11.0,National,3.0,Call 2,Complete,0.915035247802734,Kerry,Leahy,Sanders,Douglas,Female,White,65-74,Independent,Moderate,"$15,000-$29,999",,Protestant,No,,Against his opponent,,,,,,Civil unions,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,,All others,White,Burlington/Winooski River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05401
1504176.0,Vermont,11.0,National,3.0,Call 2,Complete,0.987859427928925,Bush,McMullen,Parke,Douglas,Female,White,65-74,Republican,Conservative,"$15,000-$29,999",,Catholic,No,,For your candidate,,,,,,No legal recognition,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,,,,,,All others,White,Burlington/Winooski River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05401
1504392.0,Vermont,11.0,National,3.0,Call 2,Complete,1.55186820030212,Bush,Leahy,Sanders,Douglas,Female,White,40-44,Independent,Moderate,"$15,000-$29,999",,Other Christian,No,,For your candidate,,,,,,Civil unions,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,,All others,White,Burlington/Winooski River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05401
1504541.0,Vermont,11.0,National,4.0,Call 2,Complete,0.591139376163483,Kerry,Leahy,Sanders,Clavelle,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",,,Yes,Before that,,,,,,Neither of them,,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Bush/Neither,All others,White,Burlington/Winooski River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05401
1504700.0,Vermont,52.0,State,1.0,Call 1,Complete,0.636681973934174,Kerry,Leahy,Sanders,Clavelle,Male,White,30-39,Democrat,Liberal,"$15,000-$29,999",About the same,Something else,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1504705.0,Vermont,11.0,National,4.0,Call 2,Complete,0.915035247802734,Kerry,Leahy,Sanders,Douglas,Female,White,65-74,Democrat,Moderate,"$15,000-$29,999",,,No,Before that,,,,,,Only John Kerry,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,All others,White,Burlington/Winooski River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05401
1504862.0,Vermont,11.0,National,4.0,Call 2,Complete,0.723499715328217,Kerry,Leahy,Sanders,Douglas,Female,White,30-39,Democrat,Moderate,"$100,000-$149,999",,,Yes,Before that,,,,,,Neither of them,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Bush/Neither,Married women,White,Burlington/Winooski River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05401
1505008.0,Vermont,52.0,State,1.0,Call 1,Complete,0.467782884836197,Bush,Leahy,,Douglas,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,No,Before that,For your candidate,Omit,Is a strong leader,Somewhat approve,Somewhat disapprove,Only George W. Bush,Legally marry,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1505081.0,Vermont,52.0,State,1.0,Call 1,Complete,0.902346551418304,Kerry,Leahy,Sanders,Clavelle,Female,White,25-29,Democrat,Liberal,"$15,000-$29,999",Worse today,Catholic,No,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1505176.0,Vermont,52.0,State,1.0,Call 1,Complete,1.1699104309082,Kerry,Leahy,Sanders,Douglas,Female,White,25-29,Democrat,,,About the same,Catholic,No,Just today,Omit,Education,Cares about people like me,Somewhat disapprove,Strongly disapprove,Both of them,Omit,White female,18-29,25-29,18-64,Democrat,,,Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1505267.0,Vermont,52.0,State,1.0,Call 1,Not complete,1.02647089958191,Bush,McMullen,Parke,Douglas,Female,White,65-74,,,,,,,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,,,,White female,60 or over,65 or over,65 or over,,,,,,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1505349.0,Vermont,52.0,State,1.0,Call 1,Complete,1.37789916992188,Kerry,Leahy,Drown,Douglas,Female,White,18-24,Democrat,Moderate,"$30,000-$49,999",Better today,None,No,Before that,Against his opponent,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Civil unions,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1505434.0,Vermont,52.0,State,1.0,Call 1,Complete,1.02774107456207,Bush,McMullen,Parke,Douglas,Male,White,60-64,Republican,Conservative,,Better today,Protestant,Yes,Before that,Against his opponent,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Only George W. Bush,No legal recognition,White male,60 or over,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1505521.0,Vermont,52.0,State,1.0,Call 1,Complete,0.840682923793793,Bush,Leahy,Sanders,Douglas,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Civil unions,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1505624.0,Vermont,52.0,State,1.0,Call 1,Complete,1.86894905567169,Bush,McMullen,Sanders,Douglas,Female,White,65-74,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Only George W. Bush,Civil unions,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1505709.0,Vermont,52.0,State,1.0,Call 1,Complete,0.812613904476166,Bush,McMullen,Parke,Douglas,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Catholic,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,No legal recognition,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1505800.0,Vermont,52.0,State,1.0,Call 1,Complete,0.811609625816345,Bush,McMullen,Parke,Douglas,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Catholic,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,No legal recognition,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1506669.0,Vermont,52.0,State,1.0,Call 1,Complete,0.749629437923431,,,,Douglas,Female,White,60-64,Republican,Moderate,,Worse today,,Yes,During the last month,Omit,Terrorism,Is intelligent,Omit,Somewhat approve,Both of them,No legal recognition,White female,60 or over,50-64,18-64,Republican,,,,,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Married women,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1507153.0,Vermont,52.0,State,1.0,Call 1,Complete,1.04400193691254,Kerry,Leahy,Sanders,Douglas,Male,White,65-74,Independent,Moderate,"$100,000-$149,999",About the same,Catholic,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Civil unions,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1507268.0,Vermont,52.0,State,1.0,Call 1,Complete,1.04271161556244,Kerry,Leahy,Sanders,Douglas,Female,White,75 or over,Independent,Liberal,"$75,000-$99,999",About the same,Catholic,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Neither of them,Legally marry,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Married women,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1507390.0,Vermont,52.0,State,1.0,Call 1,Complete,0.812613904476166,Bush,McMullen,Parke,Douglas,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",Better today,Mormon/LDS,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,No legal recognition,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1507496.0,Vermont,52.0,State,1.0,Call 1,Complete,0.649217188358307,Bush,Leahy,Sanders,Clavelle,Male,White,40-44,Republican,Moderate,"$30,000-$49,999",Better today,Protestant,Yes,In the last three days,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Both of them,Civil unions,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1507580.0,Vermont,52.0,State,1.0,Call 1,Complete,0.840682923793793,Bush,Leahy,Sanders,Douglas,Female,White,45-49,Democrat,Moderate,"$100,000-$149,999",Better today,Catholic,Yes,During the last month,Against his opponent,Iraq,Will bring about needed change,Somewhat approve,Somewhat approve,Only George W. Bush,No legal recognition,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1507702.0,Vermont,52.0,State,1.0,Call 1,Complete,1.15311360359192,Bush,McMullen,Parke,Douglas,Male,White,18-24,Republican,Conservative,"$100,000-$149,999",Better today,Catholic,No,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Civil unions,White male,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1507942.0,Vermont,52.0,State,1.0,Call 1,Complete,0.812613904476166,Bush,McMullen,Parke,Douglas,Male,White,40-44,Independent,Conservative,"$100,000-$149,999",Better today,Catholic,Yes,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,No legal recognition,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1508057.0,Vermont,52.0,State,1.0,Call 1,Complete,0.635895133018494,Kerry,Leahy,Sanders,Clavelle,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",About the same,Something else,Yes,Before that,For your candidate,Education,Is intelligent,Strongly disapprove,Strongly disapprove,Omit,Legally marry,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Omit,Omit,Married women,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1508143.0,Vermont,52.0,State,1.0,Call 1,Complete,0.453368157148361,Kerry,Leahy,Parke,Douglas,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",About the same,Catholic,Yes,In the last three days,Against his opponent,Moral values,Is honest and trustworthy,Somewhat disapprove,Somewhat approve,Both of them,Civil unions,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1508236.0,Vermont,52.0,State,1.0,Call 1,Complete,0.804238677024841,Kerry,Leahy,Sanders,Clavelle,Female,White,65-74,Democrat,Moderate,,Worse today,Catholic,Yes,Before that,Against his opponent,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Omit,White female,60 or over,65 or over,65 or over,Democrat,,,Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1508315.0,Vermont,52.0,State,1.0,Call 1,Complete,0.720689475536346,Kerry,Leahy,Sanders,Clavelle,Male,,75 or over,Democrat,Liberal,"$30,000-$49,999",About the same,Protestant,Yes,Before that,Against his opponent,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,Neither of them,Legally marry,,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1509120.0,Vermont,52.0,State,1.0,Call 2,Complete,1.15311360359192,Bush,McMullen,Parke,Douglas,Male,White,18-24,Republican,Moderate,"$30,000-$49,999",Better today,Catholic,No,Before that,For your candidate,Education,Has clear stands on the issues,Strongly approve,Somewhat approve,Only George W. Bush,Civil unions,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1509289.0,Vermont,52.0,State,1.0,Call 2,Complete,0.825470983982086,Kerry,Leahy,Sanders,Douglas,Male,White,50-59,Independent,Liberal,,Worse today,Protestant,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White male,45-59,50-64,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1509345.0,Vermont,52.0,State,1.0,Call 2,Complete,0.971023201942444,Kerry,Leahy,Drown,Douglas,Female,White,30-39,Democrat,Liberal,"$15,000-$29,999",About the same,Protestant,No,In the last three days,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Both of them,Civil unions,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1509419.0,Vermont,52.0,State,1.0,Call 2,Complete,0.805233836174011,Kerry,Leahy,Sanders,Clavelle,Male,White,65-74,Democrat,Liberal,"$75,000-$99,999",Worse today,Protestant,Yes,Before that,Against his opponent,Health care,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Civil unions,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
1509488.0,Vermont,52.0,State,1.0,Call 2,Complete,0.56913024187088,Kerry,Leahy,Sanders,Clavelle,Female,,30-39,Democrat,Moderate,"$75,000-$99,999",About the same,Something else,Yes,Before that,Against his opponent,Taxes,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,No legal recognition,,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,,Rutland/CT River Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,05701
