ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESKY04,SENKY04,AMEND1KY,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1494566.0,Kentucky,88.0,State,1.0,Call 2,Complete,1.06829190254211,Bush,Bunning,Yes,Female,White,45-49,Independent,Conservative,"$100,000-$149,999",About the same,Protestant,Once a week,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East/Frankfort/Lexington,Rural,Small cities and Rural,5.0,41722.0
1520224.0,Kentucky,58.0,State,1.0,Call 3,Complete,0.415789395570755,Kerry,Mongiardo,No,Female,Black,30-39,Democrat,,"Under $15,000",Worse today,Other Christian,A few times a month,,Just today,For your candidate,Health care,Will bring about needed change,Strongly approve,Strongly disapprove,Only John Kerry,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40210.0
1522555.0,Kentucky,44.0,State,1.0,Call 3,Complete,0.309620380401611,Bush,Bunning,No,Female,White,30-39,Independent,Moderate,"$15,000-$29,999",Better today,Protestant,A few times a year,No,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,West,Suburbs,Suburbs,1.0,42420.0
1473561.0,Kentucky,76.0,State,1.0,Call 1,Complete,0.916247665882111,Bush,Bunning,Yes,Female,White,30-39,Independent,Moderate,,Better today,Other Christian,More than once a week,Yes,Before that,Against his opponent,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,White female,30-44,30-39,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,5.0,42635.0
1520219.0,Kentucky,66.0,State,1.0,Call 3,Complete,1.06954824924469,Bush,Bunning,Yes,Male,White,18-24,Republican,Moderate,"$75,000-$99,999",Better today,Other Christian,A few times a year,Yes,Before that,For your candidate,Iraq,Is a strong leader,Somewhat approve,Strongly approve,Only George W. Bush,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,4.0,41017.0
1494490.0,Kentucky,88.0,State,1.0,Call 2,Complete,1.37041616439819,Bush,Bunning,Yes,Female,White,60-64,Republican,Conservative,"Under $15,000",About the same,Protestant,Once a week,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Both of them,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,East/Frankfort/Lexington,Rural,Small cities and Rural,5.0,41722.0
1472470.0,Kentucky,76.0,State,1.0,Call 1,Complete,0.916247665882111,Bush,Bunning,Yes,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,Once a week,Yes,During the last month,For your candidate,Education,Is honest and trustworthy,Somewhat approve,Somewhat approve,Only George W. Bush,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,5.0,42635.0
1475885.0,Kentucky,43.0,State,1.0,Call 2,Complete,1.71212422847748,Kerry,Mongiardo,Yes,Female,White,50-59,Democrat,Conservative,"$50,000-$74,999",About the same,Protestant,Once a week,Yes,Before that,For your candidate,Health care,Cares about people like me,Strongly approve,Somewhat disapprove,Only John Kerry,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,East/Frankfort/Lexington,Rural,Small cities and Rural,4.0,41003.0
1473545.0,Kentucky,3.0,State,1.0,Call 1,Complete,0.684406936168671,Kerry,Mongiardo,No,Female,White,50-59,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,A few times a year,Yes,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,Protestants/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,South-central,Rural,Small cities and Rural,2.0,42123.0
1472604.0,Kentucky,50.0,National,2.0,Call 1,Complete,0.551454901695251,Kerry,Mongiardo,No,Male,White,50-59,Democrat,Liberal,"$100,000-$149,999",Worse today,Catholic,A few times a year,No,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,Jefferson county,Suburbs,Suburbs,3.0,40241.0
1473543.0,Kentucky,46.0,State,1.0,Call 1,Complete,0.576104998588562,Bush,Mongiardo,Yes,Male,,45-49,Republican,Conservative,"$50,000-$74,999",Worse today,Protestant,A few times a month,Yes,Just today,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat disapprove,Both of them,,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40220.0
1494537.0,Kentucky,3.0,State,1.0,Call 2,Complete,0.949967980384827,Bush,Bunning,Yes,Male,White,40-44,Republican,Liberal,"$15,000-$29,999",About the same,Catholic,More than once a week,No,During the last month,Against his opponent,Taxes,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,2.0,42123.0
1521616.0,Kentucky,43.0,State,1.0,Call 3,Complete,1.81135594844818,Kerry,Mongiardo,Yes,Male,White,18-24,Democrat,,"$15,000-$29,999",About the same,Other Christian,More than once a week,Yes,During the last month,For your candidate,Omit,Omit,Somewhat approve,Strongly approve,Both of them,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,East/Frankfort/Lexington,Rural,Small cities and Rural,4.0,41003.0
1471845.0,Kentucky,50.0,National,1.0,Call 1,Complete,1.03734004497528,Bush,Bunning,Yes,Female,White,18-24,Republican,Conservative,"$15,000-$29,999",Better today,Protestant,A few times a year,Yes,During the last month,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Jefferson county,Suburbs,Suburbs,3.0,40241.0
1496863.0,Kentucky,44.0,State,1.0,Call 2,Not complete,0.432420551776886,Kerry,Mongiardo,No,Male,White,75 or over,,,,,,,,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,,,White male,60 or over,65 or over,65 or over,,,,,,All others,All others,,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,White,West,Suburbs,Suburbs,1.0,42420.0
1524857.0,Kentucky,44.0,State,1.0,Call 3,Complete,0.358031243085861,Bush,Bunning,,Male,White,25-29,Independent,Moderate,,Better today,Catholic,More than once a week,No,Before that,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Somewhat disapprove,Only George W. Bush,White male,18-29,25-29,18-64,Independent,,,Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,West,Suburbs,Suburbs,1.0,42420.0
1473530.0,Kentucky,66.0,State,1.0,Call 1,Complete,1.44357049465179,Kerry,Mongiardo,No,Female,White,40-44,Independent,Moderate,"$50,000-$74,999",About the same,Protestant,Omit,No,Before that,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Somewhat disapprove,Both of them,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Omit,Protestants/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,North,Suburbs,Suburbs,4.0,41017.0
1521610.0,Kentucky,26.0,State,1.0,Call 3,Complete,1.1416437625885,Bush,Bunning,Yes,Female,White,50-59,Republican,Moderate,"$75,000-$99,999",About the same,Protestant,A few times a year,No,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,West,"City: 50,000 to 500,000","City over 50,000",2.0,42301.0
1496858.0,Kentucky,50.0,National,3.0,Call 2,Complete,0.521844804286957,Kerry,Mongiardo,No,Female,White,30-39,Democrat,Moderate,"$200,000 or more",,Catholic,A few times a month,No,,For your candidate,,,,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,,,,,,,White,Jefferson county,Suburbs,Suburbs,3.0,40241.0
1473527.0,Kentucky,44.0,State,1.0,Call 1,Complete,0.306270927190781,Kerry,Mongiardo,No,Female,,30-39,Democrat,,,About the same,Other Christian,A few times a year,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,,30-44,30-39,18-64,Democrat,,,Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,,West,Suburbs,Suburbs,1.0,42420.0
1473519.0,Kentucky,8.0,State,1.0,Call 1,Complete,0.949967980384827,Bush,Bunning,Yes,Male,White,50-59,Independent,Conservative,"$15,000-$29,999",Better today,Protestant,A few times a year,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,South-central,"City: 10,000 to 49,999",Small cities and Rural,6.0,40422.0
1494512.0,Kentucky,64.0,State,1.0,Call 2,Complete,0.918720066547394,Kerry,Did not vote,No,Male,White,25-29,Democrat,Conservative,"$50,000-$74,999",Worse today,None,A few times a year,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,North,Suburbs,Suburbs,4.0,41094.0
1522507.0,Kentucky,44.0,State,1.0,Call 3,Complete,1.00823879241943,Kerry,Mongiardo,Yes,Female,Black,45-49,Democrat,,,Worse today,Other Christian,More than once a week,Yes,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Somewhat approve,Omit,Non-white female,45-59,40-49,18-64,Democrat,,,Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Omit,Omit,Black,West,Suburbs,Suburbs,1.0,42420.0
1520172.0,Kentucky,58.0,State,1.0,Call 3,Complete,0.415789395570755,Kerry,Mongiardo,No,Female,Black,40-44,Democrat,Liberal,"$15,000-$29,999",About the same,Something else,Never,No,Before that,Against his opponent,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Never,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40210.0
1494442.0,Kentucky,47.0,State,1.0,Call 2,Complete,0.466913789510727,Kerry,Mongiardo,No,Female,White,40-44,Democrat,Moderate,,Worse today,None,Never,No,Before that,Against his opponent,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,White female,30-44,40-49,18-64,Democrat,,,None,White None,All others,All others,Never,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40218.0
1522493.0,Kentucky,58.0,State,1.0,Call 3,Complete,0.531491279602051,Kerry,Other,Yes,Female,Black,60-64,Democrat,Liberal,"$15,000-$29,999",Worse today,Other Christian,Once a week,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Non-white female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40210.0
1473499.0,Kentucky,68.0,State,1.0,Call 1,Complete,1.94365978240967,Kerry,Bunning,Yes,Male,White,65-74,Democrat,Moderate,"$75,000-$99,999",Better today,Protestant,More than once a week,Yes,Before that,Against his opponent,Education,Is honest and trustworthy,Strongly approve,Strongly approve,Both of them,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,North,Suburbs,Suburbs,4.0,41018.0
1473497.0,Kentucky,3.0,State,1.0,Call 1,Complete,0.975425601005554,Kerry,Mongiardo,Yes,Male,White,50-59,Democrat,Moderate,"$100,000-$149,999",About the same,,Omit,,Before that,Against his opponent,Health care,Omit,Somewhat disapprove,Somewhat disapprove,Neither of them,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",,,All others,All others,Omit,Omit,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,2.0,42123.0
1520154.0,Kentucky,76.0,State,1.0,Call 3,Complete,0.868574500083923,Bush,Bunning,Yes,Male,,25-29,Republican,Liberal,"Under $15,000",About the same,Other Christian,More than once a week,Yes,Before that,For your candidate,Terrorism,Has strong religious faith,Somewhat approve,Strongly approve,Only George W. Bush,,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,,South-central,Rural,Small cities and Rural,5.0,42635.0
1520153.0,Kentucky,46.0,State,1.0,Call 3,Complete,0.354854494333267,Kerry,Mongiardo,No,Female,White,30-39,Democrat,Liberal,"$15,000-$29,999",Better today,None,A few times a year,No,During the last month,For your candidate,Moral values,Will bring about needed change,Somewhat disapprove,Somewhat approve,Both of them,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40220.0
1520151.0,Kentucky,66.0,State,1.0,Call 3,Complete,1.01095497608185,Bush,Bunning,Yes,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",About the same,Other Christian,A few times a year,,Before that,Omit,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,Only George W. Bush,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,4.0,41017.0
1473489.0,Kentucky,50.0,National,4.0,Call 1,Complete,0.715072274208069,Kerry,Mongiardo,No,Male,Black,40-44,Democrat,Liberal,"$30,000-$49,999",,,,,Before that,,,,,,Both of them,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Kerry/Both,Black,Jefferson county,Suburbs,Suburbs,3.0,40241.0
1473488.0,Kentucky,76.0,State,1.0,Call 1,Complete,1.17537224292755,Bush,Bunning,Yes,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",Worse today,Other Christian,Once a week,Yes,Before that,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Somewhat disapprove,Only George W. Bush,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,5.0,42635.0
1473485.0,Kentucky,47.0,State,1.0,Call 1,Complete,0.979682147502899,Bush,Bunning,Yes,Male,White,50-59,Republican,Conservative,"$150,000-$199,999",About the same,Catholic,A few times a year,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Only George W. Bush,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40218.0
1473481.0,Kentucky,46.0,State,1.0,Call 1,Complete,0.517503261566162,Kerry,Bunning,Yes,Male,White,45-49,Independent,Conservative,"$75,000-$99,999",Better today,Protestant,Once a week,Yes,Before that,Omit,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40220.0
1473477.0,Kentucky,44.0,State,1.0,Call 1,Complete,0.318988561630249,Kerry,Mongiardo,No,Female,White,30-39,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,A few times a year,Yes,Before that,For your candidate,Health care,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Neither of them,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,West,Suburbs,Suburbs,1.0,42420.0
1474590.0,Kentucky,43.0,State,1.0,Call 2,Complete,1.20763432979584,Bush,Bunning,Yes,Female,White,50-59,,Conservative,"$50,000-$74,999",About the same,Other Christian,A few times a month,Yes,Before that,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Neither of them,White female,45-59,50-64,18-64,,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,East/Frankfort/Lexington,Rural,Small cities and Rural,4.0,41003.0
1494406.0,Kentucky,64.0,State,1.0,Call 2,Complete,0.929006516933441,Bush,Bunning,,Male,White,65-74,Republican,Conservative,,Better today,Protestant,A few times a year,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,White male,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,4.0,41094.0
1520128.0,Kentucky,81.0,State,1.0,Call 3,Complete,1.01002144813538,Bush,Bunning,Yes,Female,White,30-39,Republican,Liberal,"Under $15,000",Worse today,Other Christian,A few times a month,Yes,During the last month,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Only George W. Bush,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East/Frankfort/Lexington,Rural,Small cities and Rural,5.0,41203.0
1475800.0,Kentucky,43.0,State,1.0,Call 2,Complete,2.64743661880493,Bush,Mongiardo,Yes,Female,,65-74,Democrat,Conservative,"Under $15,000",About the same,Protestant,Once a week,Yes,Before that,Omit,Omit,Omit,Strongly approve,Somewhat approve,Only George W. Bush,,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,Protestants/Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,,East/Frankfort/Lexington,Rural,Small cities and Rural,4.0,41003.0
1520125.0,Kentucky,47.0,State,1.0,Call 3,Complete,0.466913789510727,Kerry,Mongiardo,No,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",About the same,Catholic,A few times a month,No,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat approve,Somewhat disapprove,Both of them,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40218.0
1522457.0,Kentucky,44.0,State,1.0,Call 3,Complete,0.655687808990479,Bush,Mongiardo,Yes,Male,White,18-24,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,Once a week,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Only George W. Bush,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,West,Suburbs,Suburbs,1.0,42420.0
1494458.0,Kentucky,40.0,State,1.0,Call 2,Complete,0.916478037834167,Bush,Bunning,Yes,Male,White,25-29,Republican,Liberal,"Under $15,000",Better today,Something else,More than once a week,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,Weekly,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,2.0,42726.0
