ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNY04,SENNY04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,TERRWORR,STECNY,HRCPRES,RUDYPRES,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,TERWORR2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1505615.0,New York,104.0,National,1.0,Call 2,Complete,0.285443633794785,Kerry,Other,Male,White,18-24,Independent,Liberal,No,"$75,000-$99,999",Worse today,None,High school graduate,No one does,No,During the last month,,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Lower Hudson Valley,Rural,Small cities and Rural,22.0,12561.0
1505614.0,New York,15.0,State,1.0,Call 2,Complete,0.887156844139099,Bush,Schumer,Male,White,30-39,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,Some college/associate degree,No one does,No,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Not so good,Yes,Yes,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Rural Upstate,Suburbs,Suburbs,27.0,14136.0
1505613.0,New York,96.0,State,1.0,Call 2,Complete,0.802519917488098,Kerry,,Female,Black,40-44,Democrat,Conservative,No,"$50,000-$74,999",Worse today,Other Christian,College graduate,"Yes, I do",No,Just today,For your candidate,Iraq,Has strong religious faith,Omit,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not too worried,Poor,Yes,No,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Omit,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Black,English,Long Island,Suburbs,Suburbs,2.0,11722.0
1505612.0,New York,36.0,State,1.0,Call 2,Complete,0.368038862943649,Kerry,Schumer,Female,Hispanic/Latino,18-24,Democrat,Conservative,Yes,"Under $15,000",Better today,Catholic,Some college/associate degree,"Yes, I do",Yes,Just today,For your candidate,Education,Cares about people like me,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat badly,Very worried,Good,Yes,No,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Hispanic/Latino,English,New York City,"City over 500,000","City over 50,000",11.0,11212.0
1533378.0,New York,84.0,National,4.0,Call 3,Complete,0.732507526874542,Kerry,Schumer,Male,Black,30-39,Democrat,Moderate,,"$100,000-$149,999",,,College graduate,No one does,No,Before that,,,,,,,Only John Kerry,Only John Kerry,,Very worried,,,,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,English,New York City,"City over 500,000","City over 50,000",13.0,10303.0
1535937.0,New York,68.0,State,1.0,Call 3,Not complete,0.740678191184998,Kerry,Schumer,Female,White,50-59,,,,,,,,,No,Before that,For your candidate,Health care,Is intelligent,Somewhat disapprove,,,,,,Not too worried,Not so good,,,White female,45-59,50-64,18-64,,,,,,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,Not too/Not at all worried,,,,,,,White,English,Upstate Urban,Suburbs,Suburbs,24.0,13413.0
1533602.0,New York,39.0,State,1.0,Call 3,Complete,0.523002564907074,Kerry,Schumer,Female,White,25-29,Something Else,Moderate,No,"$30,000-$49,999",About the same,Catholic,College graduate,No one does,No,During the last month,For your candidate,Omit,Omit,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Very worried,Good,No,Yes,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,New York City,"City over 500,000","City over 50,000",8.0,11204.0
1505206.0,New York,51.0,State,1.0,Call 2,Complete,0.791940987110138,Kerry,Schumer,Male,White,50-59,Republican,Moderate,No,"$75,000-$99,999",Worse today,Catholic,Some college/associate degree,No one does,No,Before that,Against his opponent,Terrorism,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Yes,No,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Long Island,Suburbs,Suburbs,3.0,11801.0
1505604.0,New York,98.0,State,1.0,Call 1,Complete,0.895343482494354,Bush,O'Grady,Male,White,30-39,Republican,Conservative,No,"$75,000-$99,999",About the same,Catholic,College graduate,"Yes, I do and someone else does",No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not too worried,Good,No,Yes,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,English,Long Island,Suburbs,Suburbs,3.0,11704.0
1531264.0,New York,58.0,National,3.0,Call 3,Complete,1.0759836435318,Kerry,Schumer,Male,Hispanic/Latino,60-64,Democrat,Moderate,,"$50,000-$74,999",,Catholic,,,Yes,,For your candidate,,,,,,,,,,,,,Non-white male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,,,,,,,,,,,,,,Hispanic/Latino,English,New York City,"City over 500,000","City over 50,000",8.0,10024.0
1505201.0,New York,78.0,State,1.0,Call 2,Complete,0.53379487991333,Kerry,Schumer,Female,Black,45-49,Republican,Moderate,No,"$100,000-$149,999",About the same,Catholic,Postgraduate study,No one does,,Before that,Omit,Omit,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not too worried,Good,Yes,No,Non-white female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,,New York City,"City over 500,000","City over 50,000",6.0,11434.0
1505199.0,New York,32.0,National,4.0,Call 2,Complete,2.26767015457153,Kerry,Schumer,Female,Black,30-39,Democrat,Moderate,,"$100,000-$149,999",,,Some college/associate degree,"Yes, someone else does",No,Before that,,,,,,,Only John Kerry,Only John Kerry,,Somewhat worried,,,,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Black,English,New York City,"City over 500,000","City over 50,000",12.0,11208.0
1503264.0,New York,108.0,State,1.0,Call 2,Complete,1.35689795017242,Kerry,Schumer,Male,White,50-59,Independent,Liberal,No,"$15,000-$29,999",Worse today,None,College graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not at all worried,Not so good,No,No,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Rural Upstate,Suburbs,Suburbs,25.0,14542.0
1539954.0,New York,23.0,National,1.0,Call 3,Not complete,1.10086667537689,Bush,O'Grady,Male,Black,40-44,,,,,,,,,No,Before that,,Moral values,Has strong religious faith,Somewhat approve,,,,,,,,,,Non-white male,30-44,40-49,18-64,,,,,All others,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,,Black,English,Upstate Urban,Suburbs,Suburbs,26.0,14228.0
1535924.0,New York,15.0,State,1.0,Call 3,Complete,0.833756566047668,Kerry,Schumer,Male,Hispanic/Latino,40-44,Democrat,,No,"$30,000-$49,999",Worse today,Protestant,Some college/associate degree,"Yes, I do",Yes,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Neither of them,Only John Kerry,Very badly,Somewhat worried,Poor,No,No,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,White,English,Rural Upstate,Suburbs,Suburbs,27.0,14136.0
1504820.0,New York,104.0,National,3.0,Call 2,Complete,0.824354410171509,Kerry,Schumer,Male,White,40-44,Democrat,Liberal,,"$75,000-$99,999",,None,,,No,,Against his opponent,,,,,,,,,,,,,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,,,,,,,,,,,,,,White,English,Lower Hudson Valley,Rural,Small cities and Rural,22.0,12561.0
1503260.0,New York,33.0,State,1.0,Call 2,Complete,0.389222949743271,Kerry,Schumer,Female,Hispanic/Latino,50-59,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Catholic,Some college/associate degree,"Yes, I do",Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Not at all worried,Poor,Yes,No,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,Hispanic/Latino,English,New York City,"City over 500,000","City over 50,000",11.0,11212.0
1533588.0,New York,68.0,State,1.0,Call 3,Complete,0.636726200580597,Bush,Schumer,Male,White,45-49,Republican,Moderate,No,"$150,000-$199,999",Better today,Protestant,Postgraduate study,No one does,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Somewhat worried,Not so good,Omit,Yes,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,24.0,13413.0
1533585.0,New York,46.0,State,1.0,Call 3,Complete,1.05197787284851,Kerry,Schumer,Female,White,50-59,Democrat,Liberal,No,"$100,000-$149,999",About the same,Jewish,Postgraduate study,No one does,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Somewhat worried,Not so good,Yes,No,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Long Island,Suburbs,Suburbs,4.0,11554.0
1505588.0,New York,84.0,National,4.0,Call 2,Complete,0.567655563354492,Kerry,Did not vote,Female,Black,30-39,Democrat,Moderate,,"$75,000-$99,999",,,Some college/associate degree,No one does,No,In the last three days,,,,,,,Neither of them,Only John Kerry,,Very worried,,,,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",,,,No degree,,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Black,English,New York City,"City over 500,000","City over 50,000",13.0,10303.0
1533357.0,New York,44.0,State,1.0,Call 3,Complete,1.24704074859619,Kerry,Schumer,Male,White,30-39,Independent,Liberal,No,"$30,000-$49,999",Worse today,Catholic,High school graduate,"Yes, someone else does",No,During the last month,Against his opponent,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Somewhat worried,Poor,Yes,Yes,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,28.0,14445.0
1533581.0,New York,45.0,National,2.0,Call 3,Complete,1.47560226917267,Bush,Mills,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",About the same,Catholic,College graduate,No one does,No,Before that,,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Less safe from terrorism,,,Somewhat well,,,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,29.0,14543.0
1472922.0,New York,89.0,State,1.0,Call 1,Complete,0.782201588153839,Kerry,Schumer,Male,Black,30-39,Democrat,Liberal,No,,Better today,Catholic,High school graduate,No one does,No,Just today,For your candidate,Iraq,Cares about people like me,Somewhat disapprove,Omit,Less safe from terrorism,Only John Kerry,Only John Kerry,Very well,Very worried,Not so good,Yes,Yes,Non-white male,30-44,30-39,18-64,Democrat,,,Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Omit,Very/Somewhat well,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,English,Lower Hudson Valley,Suburbs,Suburbs,18.0,10956.0
1472921.0,New York,78.0,State,1.0,Call 1,Complete,0.53379487991333,Kerry,Schumer,Female,Black,45-49,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Muslim,College graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Yes,No,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,English,New York City,"City over 500,000","City over 50,000",6.0,11434.0
1536856.0,New York,32.0,National,3.0,Call 3,Complete,2.21916961669922,Kerry,Schumer,Female,Hispanic/Latino,30-39,Independent,Liberal,,"$30,000-$49,999",,Something else,,,Yes,,For your candidate,,,,,,,,,,,,,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Something else,All others,All others,,,,,,,,,,,,,,Hispanic/Latino,English,New York City,"City over 500,000","City over 50,000",12.0,11208.0
1536855.0,New York,84.0,National,1.0,Call 3,Complete,0.971086442470551,Bush,Other,Female,White,50-59,Republican,Moderate,No,"$50,000-$74,999",Better today,Protestant,Some college/associate degree,"Yes, I do",No,Before that,,Taxes,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,Someone in household is union member,Voter is union member,White,English,New York City,"City over 500,000","City over 50,000",13.0,10303.0
1473510.0,New York,15.0,State,1.0,Call 1,Complete,0.847662925720215,Bush,Schumer,Female,White,45-49,Independent,Moderate,No,"$50,000-$74,999",About the same,Catholic,High school graduate,No one does,No,Before that,For your candidate,Health care,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Neither of them,Neither of them,Somewhat well,Somewhat worried,Not so good,No,No,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Rural Upstate,Suburbs,Suburbs,27.0,14136.0
1505181.0,New York,36.0,State,1.0,Call 2,Complete,0.393134772777557,Kerry,Schumer,Male,Black,40-44,Democrat,Conservative,No,"$50,000-$74,999",Worse today,Other Christian,Some college/associate degree,No one does,No,Before that,Against his opponent,Iraq,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Very worried,Not so good,No,No,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,English,New York City,"City over 500,000","City over 50,000",11.0,11212.0
1471870.0,New York,39.0,State,1.0,Call 1,Complete,0.546716570854187,Kerry,Schumer,Male,White,30-39,Democrat,Liberal,No,"$75,000-$99,999",Better today,Jewish,Some college/associate degree,"Yes, I do",No,Before that,For your candidate,Terrorism,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Somewhat worried,Good,Yes,Yes,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,English,New York City,"City over 500,000","City over 50,000",8.0,11204.0
1472914.0,New York,23.0,National,2.0,Call 1,Complete,1.11857521533966,Kerry,Schumer,Female,White,45-49,Something Else,Liberal,No,"$75,000-$99,999",Worse today,Catholic,Some college/associate degree,No one does,No,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,,,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,26.0,14228.0
1507907.0,New York,17.0,State,1.0,Call 2,Complete,1.00842416286469,Bush,Schumer,Female,White,50-59,Independent,Moderate,No,"$50,000-$74,999",Better today,Protestant,Some college/associate degree,"Yes, I do",No,Just today,Against his opponent,Iraq,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Neither of them,Somewhat well,Somewhat worried,Good,Omit,Yes,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,White,English,Lower Hudson Valley,Suburbs,Suburbs,20.0,12572.0
1512572.0,New York,84.0,National,1.0,Call 2,Complete,0.712550759315491,Bush,Mills,Male,White,45-49,Republican,Conservative,No,"$75,000-$99,999",Worse today,Protestant,College graduate,No one does,,Before that,,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Less safe from terrorism,,,Very well,,,,,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,,New York City,"City over 500,000","City over 50,000",13.0,10303.0
1472910.0,New York,36.0,State,1.0,Call 1,Complete,0.367599457502365,Kerry,Schumer,Female,Hispanic/Latino,30-39,Democrat,Moderate,No,"$50,000-$74,999",About the same,Catholic,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Iraq,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Very worried,Good,Yes,No,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Hispanic/Latino,English,New York City,"City over 500,000","City over 50,000",11.0,11212.0
1472909.0,New York,39.0,State,1.0,Call 1,Complete,0.523002564907074,Kerry,Schumer,Female,White,18-24,Democrat,Moderate,Yes,"$15,000-$29,999",Worse today,Catholic,High school graduate,No one does,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Somewhat worried,Not so good,Yes,Yes,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,New York City,"City over 500,000","City over 50,000",8.0,11204.0
1475241.0,New York,7.0,State,1.0,Call 1,Complete,1.07878375053406,Kerry,Schumer,Male,Black,30-39,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Something else,Postgraduate study,No one does,No,Before that,Against his opponent,Terrorism,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Not too worried,Good,Yes,No,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,English,New York City,"City over 500,000","City over 50,000",17.0,10471.0
1475240.0,New York,8.0,State,1.0,Call 1,Not complete,0.929373025894165,Kerry,Schumer,Female,Hispanic/Latino,30-39,,,,,,,,,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,,,,,,Somewhat worried,Not so good,,,Non-white female,30-44,30-39,18-64,,,,,All others,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,,,,,,,Black,English,New York City,"City over 500,000","City over 50,000",17.0,10471.0
1505568.0,New York,32.0,National,3.0,Call 2,Complete,2.41911339759827,Kerry,Schumer,Female,Hispanic/Latino,50-59,Democrat,Moderate,,"$15,000-$29,999",,Catholic,,,Yes,,Against his opponent,,,,,,,,,,,,,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,,,,,,,,,,,,,,,English,New York City,"City over 500,000","City over 50,000",12.0,11208.0
