ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMT04,HOUMT04,GOVMT04,CI96MT,I148MT,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1517350.0,Montana,14.0,State,1.0,Call 2,Complete,1.51146483421326,Bush,Velazquez,Schweitzer,No,No,Female,White,50-59,Democrat,Conservative,"$15,000-$29,999",Better today,Something else,No,Before that,For your candidate,Somewhat approve,Strongly approve,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1517386.0,Montana,61.0,State,1.0,Call 2,Not complete,0.538143515586853,Bush,Rehberg,Brown,Yes,No,Female,White,50-59,,,,,,,Before that,For your candidate,,,White female,45-59,50-64,18-64,,,,,,All others,All others,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,East,Rural,Small cities and Rural,1.0,59353.0
1517394.0,Montana,3.0,State,1.0,Call 2,Complete,2.29053401947021,Other,Velazquez,Schweitzer,Yes,No,Female,White,65-74,Independent,,,Worse today,Protestant,Yes,Before that,For your candidate,Omit,Strongly disapprove,White female,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,Rural,Small cities and Rural,1.0,59014.0
1517398.0,Montana,32.0,National,4.0,Call 1,Complete,0.403901785612106,Kerry,Velazquez,Schweitzer,No,Yes,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",,,,Before that,,,,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Urban west,Rural,Small cities and Rural,1.0,59602.0
1517409.0,Montana,49.0,National,4.0,Call 2,Complete,0.779162168502808,Kerry,Velazquez,Schweitzer,No,Yes,Male,White,18-24,Something Else,Liberal,"Under $15,000",,,,Before that,,,,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Urban west,Suburbs,Suburbs,1.0,59823.0
1517414.0,Montana,50.0,State,1.0,Call 2,Complete,0.740583956241608,Kerry,Velazquez,Schweitzer,Yes,Yes,Female,White,65-74,Democrat,Liberal,,About the same,Protestant,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Urban west,"City: 50,000 to 500,000","City over 50,000",1.0,59802.0
1517441.0,Montana,3.0,State,1.0,Call 2,Complete,0.548492431640625,Bush,Rehberg,Brown,Yes,No,Female,White,45-49,Something Else,Conservative,,Better today,Protestant,Yes,Before that,Against his opponent,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59014.0
1517449.0,Montana,27.0,State,1.0,Call 2,Complete,1.93487322330475,Kerry,Velazquez,Schweitzer,Yes,Yes,Female,White,40-44,Democrat,Conservative,"$15,000-$29,999",Worse today,Other Christian,,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59427.0
1517450.0,Montana,61.0,State,1.0,Call 2,Complete,0.729759454727173,Bush,Rehberg,Brown,Yes,No,Male,White,60-64,Independent,Moderate,"$30,000-$49,999",Better today,Catholic,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1517456.0,Montana,50.0,State,1.0,Call 2,Complete,0.715909481048584,Bush,Rehberg,Brown,Yes,Yes,Female,White,25-29,Republican,Conservative,"$15,000-$29,999",Better today,None,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Urban west,"City: 50,000 to 500,000","City over 50,000",1.0,59802.0
1517465.0,Montana,14.0,State,1.0,Call 2,Complete,0.832902550697327,Bush,Rehberg,Schweitzer,No,Yes,Female,White,30-39,Democrat,Liberal,"$15,000-$29,999",About the same,Other Christian,No,Before that,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1517496.0,Montana,3.0,State,1.0,Call 2,Complete,1.12677109241486,Bush,Rehberg,Schweitzer,No,Yes,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Better today,Catholic,,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59014.0
1517500.0,Montana,32.0,National,4.0,Call 1,Complete,0.521301865577698,Kerry,Rehberg,Schweitzer,Yes,Yes,Male,White,60-64,Democrat,Moderate,"$30,000-$49,999",,,,Before that,,,,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Urban west,Rural,Small cities and Rural,1.0,59602.0
1517519.0,Montana,49.0,National,4.0,Call 2,Complete,0.617467880249023,Bush,Rehberg,Brown,No,Yes,Female,Hispanic/Latino,25-29,Republican,Moderate,"Under $15,000",,,,In the last three days,,,,Non-white female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",,,,,,Just today/In the last three days,Just today/In the last three days/Sometime last week,,American Indian,Urban west,Suburbs,Suburbs,1.0,59823.0
1517522.0,Montana,14.0,State,1.0,Call 2,Complete,1.18090617656708,Kerry,Velazquez,Schweitzer,No,Yes,Male,White,45-49,Independent,Liberal,"Under $15,000",Worse today,None,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1517524.0,Montana,61.0,State,1.0,Call 2,Complete,0.940372824668884,Bush,Rehberg,Schweitzer,Yes,Yes,Female,White,60-64,Independent,Moderate,"$30,000-$49,999",About the same,Catholic,No,Before that,Against his opponent,Somewhat approve,Strongly approve,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1517541.0,Montana,3.0,State,1.0,Call 2,Complete,0.743793308734894,Bush,Rehberg,Brown,Yes,No,Male,White,75 or over,Republican,Moderate,"Under $15,000",About the same,Protestant,Yes,Before that,For your candidate,Somewhat approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59014.0
1517547.0,Montana,27.0,State,1.0,Call 2,Complete,1.31566441059113,Bush,Rehberg,Brown,Yes,Yes,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",About the same,None,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59427.0
1517568.0,Montana,14.0,State,1.0,Call 2,Complete,0.832902550697327,Bush,Rehberg,Schweitzer,No,Yes,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",Better today,None,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1517582.0,Montana,61.0,State,1.0,Call 2,Complete,0.729759454727173,Bush,Rehberg,Brown,Yes,No,Male,White,65-74,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,No,Before that,Against his opponent,Omit,Somewhat approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1517587.0,Montana,3.0,State,1.0,Call 2,Complete,0.907469630241394,Bush,Rehberg,Schweitzer,Yes,Yes,Male,White,50-59,Independent,Conservative,"$15,000-$29,999",About the same,Protestant,Yes,Before that,Against his opponent,Strongly approve,Somewhat approve,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59014.0
1517609.0,Montana,49.0,National,4.0,Call 2,Complete,0.524689495563507,Nader,Velazquez,Schweitzer,No,Yes,Male,White,25-29,Independent,Moderate,"Under $15,000",,,,During the last month,,,,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Urban west,Suburbs,Suburbs,1.0,59823.0
1517620.0,Montana,14.0,State,1.0,Call 2,Complete,1.18090617656708,Kerry,Velazquez,Schweitzer,No,Yes,Male,White,30-39,Democrat,Liberal,"$30,000-$49,999",Worse today,None,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1517632.0,Montana,3.0,State,1.0,Call 2,Complete,0.753277361392975,,Rehberg,Schweitzer,Yes,No,Male,White,75 or over,Democrat,Conservative,"Under $15,000",About the same,Protestant,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,Rural,Small cities and Rural,1.0,59014.0
1517641.0,Montana,61.0,State,1.0,Call 2,Complete,0.538143515586853,Bush,Rehberg,Brown,Yes,No,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1517652.0,Montana,27.0,State,1.0,Call 2,Complete,1.90800929069519,Kerry,,Schweitzer,Yes,No,Female,White,25-29,Democrat,Moderate,"$30,000-$49,999",About the same,Other Christian,No,During the last month,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59427.0
1517683.0,Montana,3.0,State,1.0,Call 2,Complete,0.621500074863434,Bush,Rehberg,Brown,Yes,No,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",Better today,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59014.0
1517691.0,Montana,14.0,State,1.0,Call 2,Complete,1.52143430709839,Kerry,Velazquez,Schweitzer,No,Yes,Male,White,18-24,Democrat,Liberal,"$75,000-$99,999",About the same,None,,Before that,For your candidate,Strongly disapprove,Omit,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1517699.0,Montana,61.0,State,1.0,Call 2,Complete,0.627387821674347,Bush,Rehberg,Brown,Yes,Yes,Male,White,50-59,Republican,Conservative,"$200,000 or more",About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1517704.0,Montana,49.0,National,4.0,Call 2,Complete,0.68763393163681,Kerry,Velazquez,Schweitzer,No,Yes,Female,White,18-24,Democrat,Liberal,"Under $15,000",,,,Before that,,,,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Urban west,Suburbs,Suburbs,1.0,59823.0
1517728.0,Montana,3.0,State,1.0,Call 2,Complete,0.931547939777374,Bush,Rehberg,Schweitzer,Yes,No,Female,White,65-74,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,No,During the last month,For your candidate,Somewhat approve,Somewhat approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59014.0
1517747.0,Montana,14.0,State,1.0,Call 2,Complete,1.0623824596405,Bush,Rehberg,Schweitzer,Yes,Yes,Female,White,65-74,Democrat,Moderate,"$50,000-$74,999",Better today,Protestant,No,Before that,Against his opponent,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1517755.0,Montana,27.0,State,1.0,Call 2,Complete,1.49593389034271,Bush,Rehberg,Brown,Yes,Yes,Female,White,25-29,Republican,Liberal,"$30,000-$49,999",About the same,Other Christian,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59427.0
1517766.0,Montana,61.0,State,1.0,Call 2,Complete,1.11775684356689,Kerry,Velazquez,Schweitzer,Yes,No,Male,White,75 or over,Democrat,Moderate,"$15,000-$29,999",Better today,Catholic,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,Rural,Small cities and Rural,1.0,59353.0
1517797.0,Montana,14.0,State,1.0,Call 2,Complete,0.666565001010895,Bush,Rehberg,Brown,Yes,Yes,Female,White,50-59,Republican,Conservative,"$150,000-$199,999",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1517798.0,Montana,3.0,State,1.0,Call 2,Complete,0.898254811763763,Kerry,Rehberg,Brown,Yes,No,Male,Black,25-29,Republican,Moderate,"$15,000-$29,999",Worse today,Catholic,Yes,In the last three days,For your candidate,Somewhat disapprove,Somewhat approve,Non-white male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Black,East,Rural,Small cities and Rural,1.0,59014.0
1517806.0,Montana,49.0,National,3.0,Call 2,Complete,1.18145060539246,Bush,Rehberg,Brown,Yes,No,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",,Protestant,Yes,,For your candidate,,,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,White,Urban west,Suburbs,Suburbs,1.0,59823.0
1517823.0,Montana,61.0,State,1.0,Call 2,Complete,1.11775684356689,Kerry,Velazquez,Schweitzer,Yes,No,Male,White,60-64,Democrat,Conservative,"$30,000-$49,999",Worse today,Catholic,No,Before that,For your candidate,Somewhat disapprove,Strongly approve,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1517838.0,Montana,27.0,State,1.0,Call 2,Complete,1.75215458869934,Bush,Rehberg,Schweitzer,Yes,Yes,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",Worse today,Catholic,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59427.0
1517848.0,Montana,14.0,State,1.0,Call 2,Complete,0.666565001010895,Bush,Rehberg,Brown,Yes,Yes,Female,White,30-39,Republican,Moderate,"$200,000 or more",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1517890.0,Montana,61.0,State,1.0,Call 2,Complete,0.865350723266602,Bush,Rehberg,Schweitzer,Yes,No,Male,White,30-39,Something Else,,"$30,000-$49,999",About the same,Other Christian,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1517900.0,Montana,14.0,State,1.0,Call 2,Complete,0.75528883934021,Bush,Rehberg,Brown,Yes,Yes,Male,White,40-44,Democrat,Conservative,"$30,000-$49,999",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Somewhat approve,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1517935.0,Montana,27.0,State,1.0,Call 2,Complete,0.978334784507751,Kerry,,Schweitzer,Yes,Yes,Female,Other,50-59,Democrat,Conservative,"$15,000-$29,999",About the same,None,Yes,During the last month,For your candidate,Somewhat disapprove,Somewhat disapprove,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,American Indian,Rural west,Rural,Small cities and Rural,1.0,59427.0
1517938.0,Montana,14.0,State,1.0,Call 2,Complete,1.00901520252228,Bush,Rehberg,Brown,Yes,No,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1517949.0,Montana,16.0,State,1.0,Call 2,Complete,1.13873100280762,Kerry,Velazquez,Schweitzer,No,Yes,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",About the same,None,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1517963.0,Montana,49.0,National,3.0,Call 2,Complete,2.07369327545166,Bush,Rehberg,Schweitzer,Yes,Yes,Male,White,25-29,Independent,Moderate,"$15,000-$29,999",,None,No,,Against his opponent,,,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,,,,,White,Urban west,Suburbs,Suburbs,1.0,59823.0
1517976.0,Montana,61.0,State,1.0,Call 2,Complete,2.85247492790222,Other,Rehberg,Brown,Yes,Yes,Female,White,60-64,Republican,Conservative,"$15,000-$29,999",Worse today,Protestant,No,In the last three days,Omit,Strongly disapprove,Strongly disapprove,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,East,Rural,Small cities and Rural,1.0,59353.0
1517986.0,Montana,14.0,State,1.0,Call 2,Complete,1.29997646808624,Bush,Rehberg,Brown,Yes,No,Female,White,25-29,Republican,Conservative,"Under $15,000",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1518006.0,Montana,16.0,State,1.0,Call 2,Complete,0.642759144306183,Bush,Rehberg,Brown,Yes,Yes,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Something else,No,Sometime last week,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1518030.0,Montana,14.0,State,1.0,Call 2,Complete,1.00901520252228,Bush,Rehberg,Brown,Yes,No,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Worse today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1518042.0,Montana,61.0,State,1.0,Call 2,Complete,0.662638366222382,Bush,Rehberg,Brown,Yes,Yes,Female,White,65-74,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1518050.0,Montana,49.0,National,3.0,Call 2,Complete,0.914085149765015,Kerry,Velazquez,Schweitzer,Yes,Yes,Male,White,75 or over,Democrat,Liberal,"$30,000-$49,999",,Catholic,No,,Against his opponent,,,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,,,,,White,Urban west,Suburbs,Suburbs,1.0,59823.0
1518060.0,Montana,16.0,State,1.0,Call 2,Complete,1.13873100280762,Kerry,Velazquez,Schweitzer,No,Yes,Male,White,30-39,Something Else,Liberal,"$30,000-$49,999",Worse today,Jewish,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
