ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESLA04,SENLA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,EDUC,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECLA,COUNTACC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1533525.0,Louisiana,60.0,State,1.0,Call 3,Complete,0.600799381732941,Kerry,Morrell,Male,White,40-44,Republican,Moderate,No,"$75,000-$99,999",Worse today,Catholic,A few times a year,No,College graduate,During the last month,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Worse today,Not so good,Somewhat confident,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,White,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",3.0,70003.0
1510612.0,Louisiana,103.0,National,1.0,Call 2,Complete,0.579047024250031,Bush,Vitter,Male,White,18-24,Republican,Conservative,No,"Under $15,000",Better today,Other Christian,Once a week,Yes,Some college/associate degree,Before that,,Omit,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",5.0,71201.0
1533521.0,Louisiana,50.0,State,1.0,Call 3,Complete,0.922228753566742,Kerry,Kennedy,Female,Black,30-39,Democrat,Moderate,No,"Under $15,000",About the same,Catholic,Once a week,Yes,High school graduate,During the last month,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,About the same,Good,Somewhat confident,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Black,Cajun Country,"City: 10,000 to 49,999",Small cities and Rural,3.0,70563.0
1534176.0,Louisiana,130.0,State,1.0,Call 3,Not complete,0.913028419017792,Kerry,John,Male,White,30-39,,,,,,,,,,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,,,,,,,Not so good,,White male,30-44,30-39,18-64,,,,,,All others,All others,,,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,White,Protestant North,Suburbs,Suburbs,1.0,70458.0
1480045.0,Louisiana,33.0,National,4.0,Call 1,Complete,1.43360006809235,Kerry,John,Female,White,65-74,Democrat,Moderate,,,,,,,Some college/associate degree,Before that,,,,,,,Both of them,Only John Kerry,,Worse today,,,White female,60 or over,65 or over,65 or over,Democrat,,,,,,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70809.0
1480044.0,Louisiana,25.0,State,1.0,Call 1,Complete,1.12044298648834,Bush,Vitter,Female,White,65-74,Republican,Moderate,No,"$30,000-$49,999",Better today,Protestant,More than once a week,Yes,Some college/associate degree,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,About the same,Good,Very confident,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70815.0
1509207.0,Louisiana,117.0,State,1.0,Call 2,Complete,1.363525390625,Bush,Vitter,Female,Hispanic/Latino,75 or over,Republican,,No,"Under $15,000",About the same,Catholic,Once a week,No,Some college/associate degree,Before that,For your candidate,Omit,Omit,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,Somewhat confident,Non-white female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Hispanic/Latino,Cajun Country,Suburbs,Suburbs,3.0,70084.0
1480039.0,Louisiana,109.0,National,3.0,Call 1,Complete,0.610225141048431,Bush,Did not vote,Male,White,45-49,Democrat,Liberal,,"$15,000-$29,999",,None,Never,No,,,For your candidate,,,,,,,,,,,Somewhat confident,White male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,,,,,,,Very/somewhat confident,,,,,White,Protestant North,Rural,Small cities and Rural,4.0,71034.0
1534163.0,Louisiana,111.0,State,1.0,Call 3,Complete,0.77023059129715,Bush,Vitter,Female,White,30-39,Republican,Moderate,No,"$50,000-$74,999",Better today,Catholic,A few times a year,No,Some college/associate degree,Before that,For your candidate,Education,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,Very confident,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,New Orleans Area,Suburbs,Suburbs,3.0,70043.0
1480034.0,Louisiana,65.0,State,1.0,Call 1,Complete,1.46288251876831,Bush,Vitter,,Black,65-74,Independent,Moderate,No,"$15,000-$29,999",About the same,Catholic,Once a week,Yes,High school graduate,Before that,For your candidate,Omit,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,Very confident,,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Black,New Orleans Area,Suburbs,Suburbs,3.0,70094.0
1533504.0,Louisiana,6.0,National,1.0,Call 3,Complete,0.61553430557251,Bush,Morrell,Male,White,40-44,Republican,Liberal,No,"$30,000-$49,999",Better today,Catholic,A few times a month,No,Postgraduate study,Before that,,Terrorism,Is intelligent,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,White,Protestant North,Rural,Small cities and Rural,4.0,71028.0
1480025.0,Louisiana,73.0,State,1.0,Call 1,Complete,0.903135478496552,Bush,Vitter,Male,White,45-49,Republican,Conservative,No,"$75,000-$99,999",Better today,Catholic,Once a week,No,College graduate,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Very confident,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Cajun Country,"City: 50,000 to 500,000","City over 50,000",7.0,70503.0
1538348.0,Louisiana,63.0,State,1.0,Call 3,Complete,0.564172923564911,Nader,Vitter,Male,White,30-39,Republican,Moderate,No,"$100,000-$149,999",About the same,Catholic,A few times a year,No,Postgraduate study,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Neither of them,Very badly,About the same,Poor,Very confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",3.0,70001.0
1509181.0,Louisiana,50.0,State,1.0,Call 2,Complete,1.14538133144379,Bush,Kennedy,Female,White,50-59,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Something else,Omit,,Some college/associate degree,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Worse today,Not so good,Somewhat confident,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Omit,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Cajun Country,"City: 10,000 to 49,999",Small cities and Rural,3.0,70563.0
1509179.0,Louisiana,114.0,State,1.0,Call 2,Complete,1.19201493263245,Did not vote,John,Female,White,,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Catholic,More than once a week,Yes,High school graduate,Omit,Omit,Omit,Omit,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Omit,Neither of them,Very badly,Worse today,Poor,Somewhat confident,White female,,,,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,Omit,Omit,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Omit,Omit,White,Cajun Country,Suburbs,Suburbs,3.0,70723.0
1533479.0,Louisiana,73.0,State,1.0,Call 3,Complete,1.28569304943085,Kerry,John,Female,Black,30-39,Democrat,Liberal,No,"$75,000-$99,999",Better today,Catholic,A few times a month,No,Some college/associate degree,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Neither of them,Very badly,Better today,Good,Very confident,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,Black,Cajun Country,"City: 50,000 to 500,000","City over 50,000",7.0,70503.0
1533478.0,Louisiana,77.0,State,1.0,Call 3,Complete,1.57017183303833,Kerry,John,Male,White,18-24,Democrat,Conservative,Yes,"Under $15,000",Worse today,None,Never,No,High school graduate,During the last month,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Very confident,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,Cajun Country,Suburbs,Suburbs,3.0,70394.0
1533477.0,Louisiana,42.0,State,1.0,Call 3,Complete,0.877292335033417,Bush,Vitter,Female,White,50-59,Democrat,,No,"$30,000-$49,999",About the same,,A few times a year,No,,Before that,For your candidate,Omit,Is a strong leader,Omit,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Very badly,Worse today,Good,Very confident,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",,,All others,All others,Occasionally,All others,All others,,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Cajun Country,Rural,Small cities and Rural,5.0,70586.0
1480005.0,Louisiana,34.0,National,2.0,Call 1,Complete,0.575951457023621,Kerry,Kennedy,Female,White,18-24,Democrat,Moderate,Yes,"$75,000-$99,999",About the same,Other Christian,Never,No,High school graduate,During the last month,,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat badly,,,,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70820.0
1509169.0,Louisiana,103.0,National,3.0,Call 2,Complete,0.579047024250031,Bush,Vitter,Male,White,18-24,Republican,Conservative,,"$200,000 or more",,Catholic,Once a week,No,,,For your candidate,,,,,,,,,,,Somewhat confident,White male,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,,,,,,,Very/somewhat confident,,,,,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",5.0,71201.0
1533470.0,Louisiana,51.0,State,1.0,Call 3,Complete,2.92435812950134,Bush,Vitter,Male,White,65-74,Republican,Moderate,No,"$15,000-$29,999",About the same,Catholic,Once a week,No,Some college/associate degree,Before that,For your candidate,Health care,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Poor,Very confident,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Cajun Country,Rural,Small cities and Rural,6.0,70764.0
1534126.0,Louisiana,130.0,State,1.0,Call 3,Complete,0.870063781738281,Kerry,John,Male,Black,25-29,Democrat,Liberal,No,"$30,000-$49,999",About the same,Other Christian,A few times a year,,Some college/associate degree,Before that,Against his opponent,Omit,Cares about people like me,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat well,About the same,Not so good,Somewhat confident,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Black,Protestant North,Suburbs,Suburbs,1.0,70458.0
1533460.0,Louisiana,60.0,State,1.0,Call 3,Complete,0.520988464355469,Kerry,Kennedy,Female,White,25-29,Independent,Liberal,No,"Under $15,000",Worse today,Catholic,A few times a year,No,Some college/associate degree,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Not very confident,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",3.0,70003.0
1533459.0,Louisiana,138.0,State,1.0,Call 3,Not complete,1.87038767337799,Kerry,Melton,Male,Black,18-24,,,,,,,,,,During the last month,Against his opponent,Economy/Jobs,Cares about people like me,Somewhat disapprove,,,,,,,Excellent,,Non-white male,18-29,18-24,18-64,,,,,All others,All others,All others,,,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,Black,Cajun Country,"City: 10,000 to 49,999",Small cities and Rural,3.0,70363.0
1534116.0,Louisiana,95.0,State,1.0,Call 3,Complete,0.653241157531738,Kerry,John,Female,Black,25-29,Democrat,Moderate,No,"Under $15,000",Worse today,None,A few times a month,,High school graduate,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Somewhat confident,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Black,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",2.0,70122.0
1533457.0,Louisiana,102.0,State,1.0,Call 3,Complete,1.33643794059753,Bush,Vitter,Male,White,60-64,Republican,Conservative,No,"$100,000-$149,999",Better today,None,Never,No,Postgraduate study,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Not so good,Very confident,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,All others,Never,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,Suburbs,Suburbs,5.0,71292.0
1538314.0,Louisiana,63.0,State,1.0,Call 3,Complete,0.969755828380585,Kerry,John,Female,White,25-29,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Catholic,Once a week,No,Some college/associate degree,In the last three days,Against his opponent,Taxes,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Good,Somewhat confident,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",3.0,70001.0
1484841.0,Louisiana,80.0,State,1.0,Call 1,Complete,0.756680548191071,Bush,Vitter,Male,White,40-44,Independent,Conservative,No,"$100,000-$149,999",Better today,Protestant,More than once a week,Yes,High school graduate,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Worse today,Poor,Somewhat confident,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,Suburbs,Suburbs,6.0,70785.0
1509145.0,Louisiana,109.0,National,3.0,Call 2,Complete,1.12044298648834,Bush,Vitter,Female,White,65-74,Democrat,Liberal,,"Under $15,000",,Protestant,More than once a week,Yes,,,For your candidate,,,,,,,,,,,Very confident,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,,,,,,,Very/somewhat confident,,,,,White,Protestant North,Rural,Small cities and Rural,4.0,71034.0
1533446.0,Louisiana,50.0,State,1.0,Call 3,Complete,1.14538133144379,Bush,Kennedy,Female,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Catholic,Once a week,Yes,High school graduate,Just today,For your candidate,Omit,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,Worse today,Good,Somewhat confident,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Weekly,Catholics/Weekly,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,White,Cajun Country,"City: 10,000 to 49,999",Small cities and Rural,3.0,70563.0
1509135.0,Louisiana,38.0,State,1.0,Call 2,Complete,1.01384949684143,Bush,Vitter,Male,White,75 or over,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,Once a week,Yes,Postgraduate study,Before that,For your candidate,Taxes,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Worse today,Good,Very confident,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70809.0
1479968.0,Louisiana,132.0,State,1.0,Call 1,Complete,0.635946393013,Kerry,Kennedy,Female,White,25-29,Something Else,Liberal,No,"$15,000-$29,999",About the same,None,Never,No,Some college/associate degree,Before that,Against his opponent,Omit,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Neither of them,Very badly,Worse today,Poor,Not very confident,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,White,Protestant North,"City: 10,000 to 49,999",Small cities and Rural,1.0,70451.0
1533438.0,Louisiana,31.0,State,1.0,Call 3,Complete,0.720180869102478,Kerry,,Female,Black,40-44,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Catholic,More than once a week,Yes,Some college/associate degree,During the last month,For your candidate,Omit,Omit,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Omit,Very confident,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Black,Protestant North,Suburbs,Suburbs,6.0,70791.0
1479963.0,Louisiana,109.0,National,3.0,Call 1,Complete,0.720893085002899,Bush,Vitter,Female,White,50-59,Republican,Moderate,,,,Protestant,More than once a week,Yes,,,For your candidate,,,,,,,,,,,Somewhat confident,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,,,,,,,Very/somewhat confident,,,,,White,Protestant North,Rural,Small cities and Rural,4.0,71034.0
1534711.0,Louisiana,148.0,State,1.0,Call 3,Complete,0.998960614204407,Kerry,,Female,Black,30-39,Democrat,,No,,Worse today,Other Christian,More than once a week,Yes,High school graduate,In the last three days,For your candidate,Terrorism,Cares about people like me,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Omit,Only John Kerry,Very badly,Worse today,Poor,Somewhat confident,Non-white female,30-44,30-39,18-64,Democrat,,,Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Omit,Omit,Black,Protestant North,Suburbs,Suburbs,4.0,71073.0
