ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMD04,SENMD04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,UNION4,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,TERRWORR,COUNTACC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,TERWORR2,COUNT2,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1500993.0,Maryland,101.0,State,1.0,Call 2,Complete,0.847761392593384,Bush,Pipkin,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",About the same,Catholic,No one does,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat worried,Very confident,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban D.C.,"City: 50,000 to 500,000","City over 50,000",8.0,20817.0
1477662.0,Maryland,134.0,National,1.0,Call 1,Complete,0.986792922019959,Kerry,Mikulski,Male,White,45-49,Democrat,Liberal,"$100,000-$149,999",Better today,Jewish,No one does,Before that,,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,,,,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,No one in household is union member,Voter is not union member,White,Rest of state,Suburbs,Suburbs,6.0,21795.0
1478110.0,Maryland,43.0,State,1.0,Call 1,Not complete,0.815761208534241,Kerry,Mikulski,Male,,40-44,,,,,,,Before that,Omit,Education,Will bring about needed change,Somewhat approve,,,,,,30-44,40-49,18-64,,,,,,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,Baltimore city,"City over 500,000","City over 50,000",3.0,21211.0
1478927.0,Maryland,135.0,State,1.0,Call 1,Complete,0.871997356414795,Kerry,Mikulski,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Worse today,None,"Yes, someone else does",Before that,For your candidate,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Not too worried,Very confident,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,6.0,21740.0
1507986.0,Maryland,30.0,State,1.0,Call 2,Complete,0.700879871845245,Kerry,Mikulski,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",Better today,Other Christian,No one does,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat worried,Very confident,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21136.0
1516559.0,Maryland,89.0,State,1.0,Call 2,Complete,1.20757365226746,Kerry,Mikulski,Male,White,50-59,Democrat,Liberal,"$200,000 or more",Better today,Jewish,No one does,Before that,For your candidate,Economy/Jobs,Is intelligent,Somewhat disapprove,Somewhat disapprove,Both of them,Very worried,Very confident,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Suburban D.C.,Suburbs,Suburbs,8.0,20852.0
1479984.0,Maryland,87.0,National,2.0,Call 1,Complete,1.23600327968597,Kerry,Mikulski,Female,White,45-49,Democrat,Moderate,"Under $15,000",Worse today,Muslim,No one does,Before that,,Health care,Is intelligent,Somewhat disapprove,Strongly disapprove,,,,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,No one in household is union member,Voter is not union member,White,Suburban D.C.,Suburbs,Suburbs,4.0,20874.0
1528974.0,Maryland,43.0,State,1.0,Call 3,Complete,0.372145175933838,Nader,Mikulski,Male,Black,18-24,Independent,Moderate,"$15,000-$29,999",About the same,Other Christian,No one does,During the last month,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Not too worried,Somewhat confident,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Very/somewhat confident,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Black,Baltimore city,"City over 500,000","City over 50,000",3.0,21211.0
1505643.0,Maryland,26.0,National,1.0,Call 2,Complete,1.27483248710632,Kerry,Mikulski,Male,Black,60-64,Democrat,Liberal,"$50,000-$74,999",Worse today,Protestant,"Yes, I do",Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,,Non-white male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,Someone in household is union member,Voter is union member,Black,Suburban Baltimore,Suburbs,Suburbs,2.0,21133.0
1535970.0,Maryland,63.0,National,1.0,Call 3,Complete,0.952168643474579,Kerry,Mikulski,Male,Other,50-59,Democrat,Liberal,"$30,000-$49,999",Worse today,Catholic,No one does,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,No one in household is union member,Voter is not union member,Other,Rest of state,Suburbs,Suburbs,5.0,20616.0
1531299.0,Maryland,7.0,National,4.0,Call 3,Complete,0.831837475299835,Bush,Mikulski,Male,White,18-24,Independent,Conservative,"$150,000-$199,999",,,No one does,Before that,,,,,,Only George W. Bush,Somewhat worried,,White male,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Very/Somewhat worried,,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21032.0
1500968.0,Maryland,109.0,State,1.0,Call 2,Complete,1.47855186462402,Kerry,Mikulski,Male,Black,45-49,Democrat,Moderate,"$75,000-$99,999",Worse today,Protestant,No one does,Before that,Against his opponent,Health care,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Neither of them,Not at all worried,Somewhat confident,Non-white male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Very/somewhat confident,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Black,Suburban D.C.,Suburbs,Suburbs,4.0,20721.0
1531295.0,Maryland,134.0,National,4.0,Call 3,Complete,0.901197612285614,Bush,Pipkin,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",,,"Yes, I do",Before that,,,,,,Only George W. Bush,Not too worried,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Not too/Not at all worried,,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,Rest of state,Suburbs,Suburbs,6.0,21795.0
1477635.0,Maryland,117.0,State,1.0,Call 1,Complete,1.60025262832642,Kerry,Mikulski,Female,Black,45-49,Democrat,Moderate,"$75,000-$99,999",About the same,Other Christian,No one does,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Somewhat worried,Not very confident,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Not very/Not at all confident,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Suburban D.C.,Suburbs,Suburbs,5.0,20744.0
1498442.0,Maryland,48.0,State,1.0,Call 1,Complete,1.39903664588928,Kerry,Mikulski,Female,Black,75 or over,Democrat,Conservative,"Under $15,000",About the same,Other Christian,No one does,Before that,For your candidate,Education,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Not too worried,Somewhat confident,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Baltimore city,"City over 500,000","City over 50,000",3.0,21211.0
1531291.0,Maryland,6.0,National,3.0,Call 3,Complete,1.24062812328339,Bush,Mikulski,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",,Catholic,,,For your candidate,,,,,,,Very confident,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,,Very/somewhat confident,,,,,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21403.0
1533623.0,Maryland,7.0,National,2.0,Call 3,Complete,0.621332108974457,Kerry,Mikulski,Male,Black,25-29,Democrat,Conservative,"$15,000-$29,999",About the same,Other Christian,No one does,Before that,,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,,,,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,No one in household is union member,Voter is not union member,Black,Suburban Baltimore,Suburbs,Suburbs,3.0,21032.0
1486961.0,Maryland,63.0,National,2.0,Call 1,Complete,0.974017202854156,Kerry,Mikulski,Female,Black,50-59,Democrat,Liberal,"$75,000-$99,999",About the same,Catholic,"Yes, I do",Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,Someone in household is union member,Voter is union member,Black,Rest of state,Suburbs,Suburbs,5.0,20616.0
1531283.0,Maryland,128.0,State,1.0,Call 3,Complete,0.804622948169708,Kerry,Mikulski,Female,Black,30-39,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,No one does,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat worried,Somewhat confident,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Rest of state,Rural,Small cities and Rural,5.0,20656.0
1498620.0,Maryland,48.0,State,1.0,Call 1,Complete,1.39903664588928,Kerry,Mikulski,Female,Black,75 or over,Something Else,,"$15,000-$29,999",Worse today,Protestant,No one does,Before that,Against his opponent,Health care,Omit,Strongly disapprove,Strongly disapprove,Neither of them,Somewhat worried,Not very confident,Non-white female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Not very/Not at all confident,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Black,Baltimore city,"City over 500,000","City over 50,000",3.0,21211.0
1528946.0,Maryland,117.0,State,1.0,Call 3,Not complete,1.43264007568359,Kerry,Mikulski,Female,Hispanic/Latino,45-49,,,,,,,Before that,Omit,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,,,,,Non-white female,45-59,40-49,18-64,,,,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,Hispanic/Latino,Suburban D.C.,Suburbs,Suburbs,5.0,20744.0
1540610.0,Maryland,30.0,State,1.0,Call 3,Complete,0.826485812664032,Bush,Pipkin,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,No one does,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat worried,Very confident,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21136.0
1528944.0,Maryland,134.0,National,1.0,Call 3,Complete,1.1446692943573,Bush,Mikulski,Female,White,30-39,Democrat,Conservative,"$50,000-$74,999",Better today,Other Christian,No one does,Sometime last week,,Omit,Is intelligent,Somewhat approve,Somewhat approve,,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,,,,,No one in household is union member,Voter is not union member,White,Rest of state,Suburbs,Suburbs,6.0,21795.0
1477616.0,Maryland,14.0,State,1.0,Call 1,Complete,0.797079026699066,Kerry,Mikulski,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Worse today,Protestant,No one does,Before that,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Neither of them,Somewhat worried,Somewhat confident,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,5.0,21037.0
1500945.0,Maryland,60.0,State,1.0,Call 2,Complete,0.604813396930695,Kerry,Pipkin,Female,White,50-59,Independent,Liberal,"$30,000-$49,999",Worse today,Other Christian,"Yes, someone else does",Before that,For your candidate,Economy/Jobs,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Both of them,Somewhat worried,Somewhat confident,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,1.0,21904.0
1479947.0,Maryland,6.0,National,4.0,Call 1,Complete,0.829612851142883,Kerry,Mikulski,Female,White,30-39,Democrat,Liberal,"$100,000-$149,999",,,No one does,Before that,,,,,,Only John Kerry,Omit,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Omit,,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21403.0
1533605.0,Maryland,73.0,National,1.0,Call 3,Complete,1.38291394710541,Bush,Mikulski,Male,White,30-39,Independent,Liberal,"$100,000-$149,999",About the same,Protestant,No one does,Just today,,Terrorism,Omit,Strongly approve,Somewhat disapprove,,,,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,,,,,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,1.0,21015.0
1477612.0,Maryland,128.0,State,1.0,Call 1,Complete,0.718345940113068,Bush,Pipkin,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",About the same,Something else,"Yes, I do",Before that,Against his opponent,Moral values,Is a strong leader,Somewhat approve,Somewhat disapprove,Only George W. Bush,Somewhat worried,Very confident,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,Rest of state,Rural,Small cities and Rural,5.0,20656.0
1484847.0,Maryland,30.0,State,1.0,Call 1,Complete,0.834723651409149,Did not vote,Mikulski,Male,White,40-44,Independent,Moderate,"$30,000-$49,999",About the same,Jewish,No one does,Before that,Against his opponent,Education,Cares about people like me,Somewhat disapprove,Somewhat approve,Neither of them,Somewhat worried,Somewhat confident,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21136.0
1500936.0,Maryland,128.0,State,1.0,Call 2,Complete,0.831146478652954,Bush,Pipkin,Male,White,65-74,Republican,Conservative,"$50,000-$74,999",About the same,Catholic,No one does,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Somewhat worried,Very confident,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,Rural,Small cities and Rural,5.0,20656.0
1479938.0,Maryland,7.0,National,3.0,Call 1,Complete,0.484335958957672,Kerry,Mikulski,Female,,60-64,Democrat,Moderate,"$100,000-$149,999",,Other Christian,,,For your candidate,,,,,,,Very confident,,60 or over,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,,,,,,Very/somewhat confident,,,,,,Suburban Baltimore,Suburbs,Suburbs,3.0,21032.0
1500933.0,Maryland,135.0,State,1.0,Call 2,Complete,0.952168643474579,Kerry,Mikulski,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",About the same,Protestant,No one does,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Both of them,Somewhat worried,Somewhat confident,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,6.0,21740.0
1500930.0,Maryland,117.0,State,1.0,Call 2,Complete,1.8515373468399,Kerry,Mikulski,Female,Black,75 or over,Democrat,Liberal,"$30,000-$49,999",About the same,Protestant,No one does,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Somewhat worried,Somewhat confident,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Suburban D.C.,Suburbs,Suburbs,5.0,20744.0
1540590.0,Maryland,30.0,State,1.0,Call 3,Complete,0.902472734451294,Bush,Pipkin,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",Worse today,Catholic,No one does,Before that,Against his opponent,Moral values,Will bring about needed change,Somewhat approve,Somewhat approve,Only George W. Bush,Somewhat worried,Very confident,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21136.0
1516505.0,Maryland,48.0,State,1.0,Call 2,Complete,1.39903664588928,Kerry,Mikulski,Female,Black,60-64,Democrat,Moderate,"$50,000-$74,999",About the same,Protestant,"Yes, I do and someone else does",Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Both of them,Very worried,Somewhat confident,Non-white female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,Black,Baltimore city,"City over 500,000","City over 50,000",3.0,21211.0
1477595.0,Maryland,109.0,State,1.0,Call 1,Complete,1.32368648052216,Kerry,Mikulski,Male,White,50-59,Democrat,Liberal,"$100,000-$149,999",About the same,None,No one does,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Somewhat worried,Very confident,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Suburban D.C.,Suburbs,Suburbs,4.0,20721.0
1477592.0,Maryland,87.0,National,4.0,Call 1,Not complete,1.34964108467102,Kerry,Mikulski,Male,Asian,50-59,,,,,,,Before that,,,,,,Both of them,,,Non-white male,45-59,50-64,18-64,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only Bush/Both,Only Kerry/Both,,,Asian,Suburban D.C.,Suburbs,Suburbs,4.0,20874.0
1479922.0,Maryland,135.0,State,1.0,Call 1,Complete,0.871997356414795,Kerry,Mikulski,Female,White,45-49,Democrat,Liberal,"$100,000-$149,999",About the same,Other Christian,No one does,In the last three days,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Neither of them,Somewhat worried,Somewhat confident,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,6.0,21740.0
1503242.0,Maryland,63.0,National,1.0,Call 2,Complete,0.871997356414795,Kerry,Mikulski,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",Worse today,Other Christian,No one does,Before that,,Health care,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,,,,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,No one in household is union member,Voter is not union member,White,Rest of state,Suburbs,Suburbs,5.0,20616.0
1500908.0,Maryland,101.0,State,1.0,Call 2,Complete,1.07106602191925,Bush,Pipkin,Male,White,65-74,Republican,Conservative,"$30,000-$49,999",Worse today,Catholic,No one does,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat worried,Somewhat confident,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban D.C.,"City: 50,000 to 500,000","City over 50,000",8.0,20817.0
1479909.0,Maryland,87.0,National,2.0,Call 1,Complete,1.34964108467102,Kerry,Mikulski,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",Better today,Catholic,"Yes, I do",Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,Someone in household is union member,Voter is union member,White,Suburban D.C.,Suburbs,Suburbs,4.0,20874.0
1540566.0,Maryland,30.0,State,1.0,Call 3,Complete,0.76531857252121,Kerry,Mikulski,Male,White,50-59,Independent,Liberal,"$100,000-$149,999",Better today,Other Christian,"Yes, I do",Before that,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat worried,Somewhat confident,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21136.0
