ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESNM04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,MARRIED,SPANISH,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECNM,LANDBUSH,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACEAI,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1495697.0,New Mexico,83.0,State,1.0,Call 1,Complete,Exit poll,0.779035031795502,Bush,Male,Hispanic/Latino,18-24,Republican,Moderate,Yes,"$15,000-$29,999",About the same,Other Christian,Never,Some college/associate degree,No,Yes,Before that,Against his opponent,Education,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,About the same,Poor,Helped your state,Non-white male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Never,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,All others,Hispanic/Latino,English,Northwest,Rural,Small cities and Rural,3.0,87413.0
1495776.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.596104502677917,Bush,Male,,50-59,Republican,Liberal,No,"$50,000-$74,999",Better today,Other Christian,Once a week,Some college/associate degree,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Not affected your state,,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1495833.0,New Mexico,83.0,State,1.0,Call 1,Complete,Exit poll,0.779035031795502,Bush,Male,White,25-29,Independent,Moderate,Yes,"$50,000-$74,999",Better today,Protestant,A few times a year,Did not complete high school,Yes,,Before that,Against his opponent,Taxes,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,About the same,Good,Helped your state,White male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,,Northwest,Rural,Small cities and Rural,3.0,87413.0
1495878.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.596104502677917,Bush,Male,,45-49,Republican,Conservative,No,"$100,000-$149,999",Better today,Other Christian,Once a week,Postgraduate study,Yes,,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Excellent,Helped your state,,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,,,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1495934.0,New Mexico,83.0,State,1.0,Call 1,Complete,Exit poll,0.805171132087708,Bush,Female,Other,40-44,Republican,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,Once a week,High school graduate,Yes,No,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Worse today,Not so good,Helped your state,Non-white female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,American Indian,English,Northwest,Rural,Small cities and Rural,3.0,87413.0
1495982.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.632270157337189,Bush,Male,White,50-59,Republican,Conservative,No,"$100,000-$149,999",Better today,None,Never,Postgraduate study,No,No,Before that,For your candidate,Taxes,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,Helped your state,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496028.0,New Mexico,83.0,State,1.0,Call 1,Complete,Exit poll,0.805171132087708,Bush,Female,White,45-49,Republican,Moderate,No,"$30,000-$49,999",About the same,Catholic,A few times a year,High school graduate,Yes,No,Before that,Against his opponent,Taxes,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Helped your state,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Northwest,Rural,Small cities and Rural,3.0,87413.0
1496073.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.632270157337189,Bush,Male,White,50-59,Something Else,Conservative,No,"$30,000-$49,999",Worse today,Protestant,Once a week,Some college/associate degree,Yes,No,Before that,Against his opponent,Moral values,Is intelligent,Somewhat approve,Strongly approve,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Worse today,Not so good,Hurt your state,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496131.0,New Mexico,83.0,State,1.0,Call 1,Complete,Exit poll,0.805171132087708,Bush,Female,Hispanic/Latino,30-39,Independent,Conservative,No,"$75,000-$99,999",Better today,Catholic,A few times a month,High school graduate,Yes,Yes,Before that,For your candidate,Omit,Omit,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Not affected your state,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,Hispanic/Latino,English,Northwest,Rural,Small cities and Rural,3.0,87413.0
1496147.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.534473121166229,Kerry,Female,White,45-49,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Something else,A few times a month,College graduate,No,No,Before that,Omit,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Hurt your state,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496238.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.518964767456055,Kerry,Male,White,45-49,Something Else,Moderate,No,"$30,000-$49,999",Better today,Something else,A few times a year,Postgraduate study,No,No,Before that,Against his opponent,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Worse today,Not so good,Hurt your state,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496316.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.518964767456055,Kerry,Male,White,50-59,Independent,Liberal,No,"$30,000-$49,999",Worse today,None,Never,College graduate,No,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Worse today,Poor,Hurt your state,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496354.0,New Mexico,83.0,State,1.0,Call 1,Complete,Exit poll,0.634521484375,Kerry,Male,White,30-39,Independent,Liberal,No,"$15,000-$29,999",About the same,Catholic,A few times a year,College graduate,No,No,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Worse today,Not so good,Hurt your state,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Northwest,Rural,Small cities and Rural,3.0,87413.0
1496387.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.517123937606812,Kerry,Male,White,18-24,Democrat,Liberal,No,"$30,000-$49,999",Worse today,None,Never,High school graduate,No,No,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Hurt your state,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496468.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.517123937606812,Kerry,Male,White,18-24,Democrat,Liberal,Yes,"$15,000-$29,999",Worse today,Catholic,Never,High school graduate,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Hurt your state,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496551.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.534473121166229,Kerry,Female,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Catholic,A few times a year,College graduate,No,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Hurt your state,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496639.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.534473121166229,Kerry,Female,White,30-39,Independent,Moderate,No,"$15,000-$29,999",About the same,Something else,Never,Some college/associate degree,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat well,About the same,Not so good,Hurt your state,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496706.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.517123937606812,Kerry,Male,Hispanic/Latino,18-24,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Catholic,A few times a month,Some college/associate degree,Yes,Yes,Before that,Against his opponent,Terrorism,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Worse today,Poor,Hurt your state,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,Hispanic/Latino,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496794.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.632270157337189,Bush,Male,White,30-39,Republican,Moderate,Yes,"$15,000-$29,999",Better today,Other Christian,A few times a year,High school graduate,No,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Not so good,Omit,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496884.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.974309861660004,Bush,Female,White,65-74,Independent,Conservative,No,"$30,000-$49,999",Better today,Protestant,A few times a year,College graduate,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,,Good,Not affected your state,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1496961.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.632270157337189,Bush,Male,White,40-44,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,A few times a year,High school graduate,Yes,No,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Helped your state,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1497055.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.891926050186157,Bush,Male,,65-74,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,A few times a month,Postgraduate study,Yes,,Before that,For your candidate,Terrorism,Omit,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Helped your state,,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,,,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1497135.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.651164412498474,Bush,Female,White,45-49,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,More than once a week,Some college/associate degree,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Good,Not affected your state,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1497237.0,New Mexico,27.0,State,1.0,Call 1,Complete,Exit poll,0.974309861660004,Bush,Female,White,60-64,Republican,Conservative,No,"$50,000-$74,999",Better today,Catholic,Once a week,College graduate,Yes,,Before that,For your candidate,Omit,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Helped your state,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,,Albuquerque area,Suburbs,Suburbs,1.0,87059.0
1501480.0,New Mexico,7.0,State,1.0,Call 1,Complete,Exit poll,0.76222950220108,Kerry,Male,Hispanic/Latino,30-39,Democrat,Moderate,No,"$30,000-$49,999",About the same,Other Christian,A few times a month,College graduate,No,Yes,Just today,For your candidate,Education,Will bring about needed change,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat well,About the same,Not so good,Not affected your state,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,Asian,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87106.0
1501607.0,New Mexico,7.0,State,1.0,Call 1,Complete,Exit poll,0.7525634765625,Bush,Male,Black,25-29,Republican,Liberal,No,"$15,000-$29,999",About the same,Other Christian,Once a week,Some college/associate degree,No,No,Just today,For your candidate,Iraq,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Not affected your state,Non-white male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Black,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87106.0
1501738.0,New Mexico,7.0,State,1.0,Call 1,Complete,Exit poll,0.782222807407379,Kerry,Female,Hispanic/Latino,25-29,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Catholic,A few times a month,Some college/associate degree,No,Yes,In the last three days,For your candidate,Education,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Worse today,Not so good,Not affected your state,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,Hispanic/Latino,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87106.0
1501948.0,New Mexico,7.0,State,1.0,Call 1,Complete,Exit poll,0.755242466926575,Bush,Male,Hispanic/Latino,30-39,Republican,Liberal,No,"$15,000-$29,999",Worse today,Other Christian,A few times a month,High school graduate,No,Yes,Just today,For your candidate,Moral values,Has strong religious faith,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Only George W. Bush,Somewhat well,About the same,Not so good,Not affected your state,Non-white male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,Black,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",1.0,87106.0
1512043.0,New Mexico,79.0,State,1.0,Call 2,Complete,Exit poll,0.717652499675751,Bush,Female,White,50-59,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,A few times a year,High school graduate,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,Helped your state,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,87401.0
1512054.0,New Mexico,72.0,State,1.0,Call 2,Complete,Exit poll,0.588552474975586,Bush,Female,Hispanic/Latino,40-44,Independent,Moderate,No,"$50,000-$74,999",Better today,Catholic,A few times a month,High school graduate,Yes,Yes,Before that,For your candidate,Education,Has clear stands on the issues,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,About the same,Good,Helped your state,Non-white female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,Hispanic/Latino,English,Albuquerque area,Suburbs,Suburbs,3.0,87124.0
1512130.0,New Mexico,43.0,State,1.0,Call 1,Complete,Exit poll,0.385934889316559,Kerry,Male,Hispanic/Latino,40-44,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Catholic,Once a week,Some college/associate degree,Yes,Yes,During the last month,For your candidate,Health care,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Hurt your state,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Hispanic/Latino,English,South/East,Suburbs,Suburbs,2.0,88021.0
1512133.0,New Mexico,79.0,State,1.0,Call 2,Complete,Exit poll,0.696829080581665,Bush,Male,White,30-39,Something Else,,Yes,"$50,000-$74,999",About the same,None,A few times a year,Some college/associate degree,Yes,No,Just today,Against his opponent,Omit,Omit,Somewhat approve,Somewhat approve,Less safe from terrorism,Neither of them,Neither of them,Very badly,About the same,Poor,Hurt your state,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,87401.0
