ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNJ04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,MARRIED,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,TERRWORR,STECNJ,MCGREEVY,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,TERWORR2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1496840.0,New Jersey,42.0,State,1.0,Call 2,Complete,0.741829812526703,Kerry,Female,White,25-29,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Jewish,Postgraduate study,"Yes, someone else does",No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Somewhat worried,Not so good,Served out his full term in office,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1474533.0,New Jersey,55.0,National,3.0,Call 1,Complete,0.774993240833282,Kerry,Male,White,30-39,Democrat,Moderate,,"$50,000-$74,999",,None,,,No,No,,Against his opponent,,,,,,,,,,,,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,,,,,,,,,,,,,,All others,White,English,Northwest,Suburbs,Suburbs,11.0,7054.0
1524829.0,New Jersey,23.0,State,1.0,Call 3,Complete,0.905355215072632,Kerry,Male,White,25-29,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Catholic,Some college/associate degree,"Yes, someone else does",No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not too worried,Poor,Served out his full term in office,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,1.0,8085.0
1475835.0,New Jersey,49.0,State,1.0,Call 1,Complete,0.983672857284546,Kerry,Female,Black,45-49,Something Else,Liberal,Yes,"$50,000-$74,999",Worse today,Other Christian,Some college/associate degree,"Yes, I do and someone else does",Yes,No,Before that,Against his opponent,Economy/Jobs,Is intelligent,Somewhat approve,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Not at all worried,Not so good,Served out his full term in office,Non-white female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,Black,English,Central,Suburbs,Suburbs,6.0,7753.0
1499164.0,New Jersey,76.0,State,1.0,Call 2,Complete,0.935620367527008,Kerry,Male,Black,45-49,Democrat,Moderate,Yes,"$50,000-$74,999",Worse today,Protestant,College graduate,No one does,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Very worried,Good,Served out his full term in office,Non-white male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,English,Northern cities,Suburbs,Suburbs,10.0,7036.0
1527158.0,New Jersey,31.0,National,3.0,Call 3,Complete,1.19617891311646,Kerry,Female,Hispanic/Latino,18-24,Democrat,Liberal,,"$30,000-$49,999",,,,,Yes,Yes,,For your candidate,,,,,,,,,,,,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",,All others,All others,,,,,,,,,,,,,,Married women,Hispanic/Latino,Spanish,Northern cities,Suburbs,Suburbs,13.0,7087.0
1496826.0,New Jersey,26.0,National,1.0,Call 2,Complete,1.71539676189423,Bush,Female,White,45-49,Republican,Moderate,No,"$75,000-$99,999",Better today,Other Christian,High school graduate,,Yes,No,Before that,,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,,,Very well,,,,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,Married women,White,English,South,Suburbs,Suburbs,1.0,8096.0
1499158.0,New Jersey,4.0,State,1.0,Call 2,Complete,1.14695799350739,Kerry,Male,White,50-59,Democrat,,No,"$50,000-$74,999",Worse today,Other Christian,,,Yes,No,Before that,Omit,Terrorism,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Very worried,Good,Resigned,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,,,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,9.0,7010.0
1496824.0,New Jersey,59.0,National,2.0,Call 2,Complete,0.976001620292664,Bush,Female,White,30-39,Democrat,Moderate,No,"$75,000-$99,999",About the same,Catholic,College graduate,No one does,Yes,No,Before that,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,Married women,White,English,South,Suburbs,Suburbs,3.0,8753.0
1527152.0,New Jersey,76.0,State,1.0,Call 3,Complete,0.705591320991516,Kerry,Male,Hispanic/Latino,25-29,Democrat,Moderate,No,"Under $15,000",About the same,Catholic,Some college/associate degree,"Yes, someone else does",No,Yes,During the last month,Against his opponent,Omit,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Somewhat worried,Good,Served out his full term in office,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,Hispanic/Latino,English,Northern cities,Suburbs,Suburbs,10.0,7036.0
1499155.0,New Jersey,33.0,National,3.0,Call 2,Complete,0.612138330936432,Bush,Female,White,30-39,Independent,Moderate,,"$75,000-$99,999",,Catholic,,,Yes,No,,For your candidate,,,,,,,,,,,,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,,,,,,,,,,Married women,White,English,Northwest,Suburbs,Suburbs,7.0,8848.0
1499154.0,New Jersey,12.0,State,1.0,Call 2,Complete,1.10956001281738,Bush,Male,White,45-49,Independent,Moderate,No,"$50,000-$74,999",About the same,Protestant,Some college/associate degree,No one does,No,No,Before that,Against his opponent,Economy/Jobs,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not too worried,Good,Resigned,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,1.0,8106.0
1498756.0,New Jersey,50.0,State,1.0,Call 2,Complete,1.11246228218079,Kerry,Male,White,65-74,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Catholic,High school graduate,No one does,No,No,Before that,Against his opponent,Health care,Cares about people like me,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Served out his full term in office,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,4.0,7719.0
1529480.0,New Jersey,71.0,National,2.0,Call 3,Complete,0.727027654647827,Kerry,Male,White,18-24,Democrat,Liberal,No,"Under $15,000",Worse today,Something else,High school graduate,No one does,No,No,During the last month,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,2.0,8069.0
1527145.0,New Jersey,22.0,State,1.0,Call 3,Complete,0.726349174976349,Kerry,Female,White,45-49,Independent,Moderate,No,"$100,000-$149,999",About the same,Jewish,Postgraduate study,No one does,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Good,Served out his full term in office,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,English,Northern cities,Suburbs,Suburbs,8.0,7052.0
1531809.0,New Jersey,33.0,National,1.0,Call 3,Complete,0.843093872070313,Bush,Male,White,60-64,Republican,Moderate,No,,About the same,Catholic,High school graduate,No one does,Yes,No,Before that,,Iraq,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White male,60 or over,50-64,18-64,Republican,,,Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,7.0,8848.0
1506145.0,New Jersey,21.0,State,1.0,Call 2,Complete,0.836330354213715,Kerry,Female,Black,30-39,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Something else,Did not complete high school,No one does,No,No,Just today,Omit,Omit,Cares about people like me,Omit,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Very worried,Not so good,Served out his full term in office,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,No degree,Omit,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,English,Northern cities,"City: 50,000 to 500,000","City over 50,000",10.0,7103.0
1527431.0,New Jersey,40.0,State,1.0,Call 3,Complete,0.938521444797516,Kerry,Male,Black,18-24,Democrat,Liberal,Yes,"$75,000-$99,999",Better today,Something else,High school graduate,"Yes, I do and someone else does",No,No,Sometime last week,For your candidate,Terrorism,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Omit,Both of them,Only John Kerry,Somewhat well,Very worried,Good,Served out his full term in office,Non-white male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat well,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Black,English,Central,Suburbs,Suburbs,6.0,8854.0
1527140.0,New Jersey,26.0,National,1.0,Call 3,Complete,1.64262235164642,Kerry,Female,Black,25-29,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Other Christian,Some college/associate degree,No one does,No,No,During the last month,,Terrorism,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,,,Very badly,,,,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,Black,English,South,Suburbs,Suburbs,1.0,8096.0
1499143.0,New Jersey,51.0,State,1.0,Call 2,Complete,1.04573631286621,Bush,Female,White,45-49,Republican,Moderate,No,"$100,000-$149,999",Better today,Protestant,Some college/associate degree,No one does,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,Resigned,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,11.0,7438.0
1476316.0,New Jersey,43.0,National,4.0,Call 1,Complete,0.536431849002838,Bush,Male,White,45-49,Republican,Conservative,,"$75,000-$99,999",,,Some college/associate degree,"Yes, I do",Yes,No,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Not too worried,,,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1471790.0,New Jersey,43.0,National,1.0,Call 1,Complete,0.345233649015427,Kerry,Female,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,Catholic,College graduate,No one does,No,No,Before that,,Iraq,Will bring about needed change,Strongly approve,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1531801.0,New Jersey,4.0,State,1.0,Call 3,Complete,1.05339896678925,Kerry,Male,Other,18-24,Independent,Moderate,Yes,"$100,000-$149,999",Worse today,Other Christian,Some college/associate degree,No one does,No,No,Before that,Against his opponent,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Neither of them,Very badly,Very worried,Good,Served out his full term in office,Non-white male,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Other,English,Bergen/Passaic,Suburbs,Suburbs,9.0,7010.0
1499137.0,New Jersey,50.0,State,1.0,Call 2,Complete,1.11246228218079,Kerry,Male,White,65-74,Democrat,Conservative,No,"$30,000-$49,999",Worse today,Catholic,High school graduate,"Yes, I do",Yes,,During the last month,Against his opponent,Omit,Is a strong leader,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Only John Kerry,Very badly,Somewhat worried,Not so good,Resigned,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,,Central,Suburbs,Suburbs,4.0,7719.0
1473472.0,New Jersey,74.0,State,1.0,Call 1,Complete,0.624236166477203,Kerry,Female,White,18-24,Democrat,Liberal,No,"$30,000-$49,999",About the same,Jewish,Some college/associate degree,No one does,No,No,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Not at all worried,Good,Served out his full term in office,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,7.0,7063.0
1528340.0,New Jersey,28.0,State,1.0,Call 3,Complete,1.66805553436279,Bush,Male,White,50-59,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,High school graduate,"Yes, I do",Yes,No,Before that,For your candidate,Terrorism,Has strong religious faith,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Somewhat worried,Good,Served out his full term in office,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,English,Northern cities,Suburbs,Suburbs,13.0,7030.0
1529461.0,New Jersey,40.0,State,1.0,Call 3,Complete,1.12185978889465,Bush,Female,White,50-59,Independent,Moderate,No,"$75,000-$99,999",About the same,Catholic,College graduate,"Yes, someone else does",Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,Served out his full term in office,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,English,Central,Suburbs,Suburbs,6.0,8854.0
1472387.0,New Jersey,43.0,National,1.0,Call 1,Complete,0.453252136707306,Kerry,Male,Black,45-49,,Moderate,No,"$100,000-$149,999",Better today,Catholic,College graduate,No one does,Yes,No,Before that,,Terrorism,Is intelligent,Strongly disapprove,Somewhat disapprove,Safer from terrorism,,,Very badly,,,,Non-white male,45-59,40-49,18-64,,"$50,000 or more","$100,000 or more",Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,Black,English,Central,Suburbs,Suburbs,12.0,8852.0
1527124.0,New Jersey,70.0,National,3.0,Call 3,Complete,1.46149635314941,Bush,Male,White,50-59,Independent,Moderate,,"$30,000-$49,999",,Catholic,,,Yes,No,,For your candidate,,,,,,,,,,,,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,,,,,,,,,,,,,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,8.0,7424.0
1529455.0,New Jersey,27.0,State,1.0,Call 3,Complete,1.57363724708557,Bush,Male,White,50-59,Independent,Moderate,No,"$30,000-$49,999",About the same,Catholic,Some college/associate degree,No one does,No,No,Before that,For your candidate,Omit,Omit,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,Resigned,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Northern cities,Suburbs,Suburbs,13.0,7029.0
1524787.0,New Jersey,55.0,National,4.0,Call 3,Not complete,0.918447434902191,Kerry,Female,White,65-74,,,,,,,,,,No,Before that,,,,,,,Only John Kerry,Only John Kerry,,,,,White female,60 or over,65 or over,65 or over,,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,,,All others,White,English,Northwest,Suburbs,Suburbs,11.0,7054.0
1501456.0,New Jersey,27.0,State,1.0,Call 2,Complete,0.981520295143127,Kerry,Male,Hispanic/Latino,65-74,Democrat,Liberal,No,"$15,000-$29,999",Better today,,Did not complete high school,No one does,Yes,,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not too worried,Not so good,Resigned,Non-white male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,,Northern cities,Suburbs,Suburbs,13.0,7029.0
1499121.0,New Jersey,9.0,State,1.0,Call 2,Complete,1.35569739341736,Bush,Female,White,50-59,,Moderate,No,"$50,000-$74,999",About the same,Catholic,High school graduate,No one does,No,No,Just today,Omit,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Omit,Somewhat badly,Somewhat worried,Not so good,Resigned,White female,45-59,50-64,18-64,,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Very/Somewhat worried,Omit,Omit,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,5.0,7661.0
1527115.0,New Jersey,79.0,State,1.0,Call 3,Complete,1.02099251747131,Bush,Male,White,45-49,,Conservative,No,"$50,000-$74,999",About the same,Protestant,High school graduate,"Yes, someone else does",Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Omit,Resigned,White male,45-59,40-49,18-64,,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,5.0,8865.0
1473453.0,New Jersey,55.0,National,2.0,Call 1,Complete,0.774993240833282,Kerry,Male,White,45-49,Independent,Liberal,Yes,"$50,000-$74,999",Worse today,None,College graduate,No one does,No,No,Before that,,Omit,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,11.0,7054.0
1527265.0,New Jersey,71.0,National,1.0,Call 3,Complete,0.924633383750916,Bush,Male,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",Better today,Other Christian,High school graduate,No one does,Yes,No,During the last month,,Economy/Jobs,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,All others,White,English,South,Suburbs,Suburbs,2.0,8069.0
