ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESWA04,SENWA04,GOVWA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECWA,COUNTACC,ENVIRON,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1519337.0,Washington,108.0,State,1.0,Call 2,Complete,Exit poll,0.925132274627686,Kerry,Murray,Gregoire,Male,Black,30-39,Independent,Moderate,No,"$100,000-$149,999",About the same,Other Christian,Once a week,College graduate,No one does,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Very confident,Omit,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,West,Suburbs,Suburbs,9.0,98516.0
1519348.0,Washington,68.0,State,1.0,Call 2,Complete,Exit poll,0.395008325576782,Bush,Nethercutt,Rossi,Female,White,30-39,Republican,Conservative,Yes,"$30,000-$49,999",Better today,Protestant,More than once a week,Some college/associate degree,No one does,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Very confident,Protecting the environment,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Urban Puget Sound,"City: 10,000 to 49,999",Small cities and Rural,1.0,98383.0
1519360.0,Washington,12.0,State,1.0,Call 2,Complete,Exit poll,0.916963875293732,Kerry,Murray,Gregoire,Female,Black,65-74,Republican,Moderate,,"$30,000-$49,999",About the same,,More than once a week,Some college/associate degree,"Yes, someone else does",No,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Poor,Somewhat confident,Keeping jobs in your state,Non-white female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",,All others,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Black,East,"City: 10,000 to 49,999",Small cities and Rural,4.0,99301.0
1519396.0,Washington,105.0,State,1.0,Call 2,Complete,Exit poll,0.800788342952728,Bush,Nethercutt,Rossi,Female,White,25-29,Republican,Conservative,No,"$15,000-$29,999",Worse today,Other Christian,A few times a year,High school graduate,No one does,No,During the last month,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Very confident,Keeping jobs in your state,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,East,Rural,Small cities and Rural,5.0,99114.0
1519406.0,Washington,32.0,State,1.0,Call 2,Not complete,Exit poll,0.448200911283493,Kerry,Murray,Gregoire,Male,Black,65-74,,,,,,,,,,No,Before that,Omit,Iraq,Is honest and trustworthy,Strongly disapprove,,,,,,Not so good,,,Non-white male,60 or over,65 or over,65 or over,,,,,All others,All others,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,,Black,King County,Suburbs,Suburbs,8.0,98042.0
1519412.0,Washington,68.0,State,1.0,Call 2,Complete,Exit poll,0.490281343460083,Kerry,Murray,Gregoire,Male,Black,50-59,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Something else,A few times a year,Some college/associate degree,No one does,No,Before that,For your candidate,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Very confident,Protecting the environment,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Urban Puget Sound,"City: 10,000 to 49,999",Small cities and Rural,1.0,98383.0
1519418.0,Washington,108.0,State,1.0,Call 2,Complete,Exit poll,0.770892202854156,Bush,Nethercutt,Rossi,Male,Asian,40-44,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Once a week,Some college/associate degree,No one does,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Very confident,Keeping jobs in your state,Non-white male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Asian,West,Suburbs,Suburbs,9.0,98516.0
1519422.0,Washington,12.0,State,1.0,Call 2,Complete,Exit poll,0.708438038825989,Kerry,Murray,Rossi,Male,White,50-59,Democrat,Moderate,No,"Under $15,000",About the same,Other Christian,More than once a week,Did not complete high school,No one does,No,Before that,For your candidate,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Very confident,Keeping jobs in your state,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,East,"City: 10,000 to 49,999",Small cities and Rural,4.0,99301.0
1519445.0,Washington,20.0,State,1.0,Call 2,Complete,Exit poll,0.287533015012741,Kerry,Murray,Gregoire,Female,Other,25-29,Democrat,Liberal,No,"$30,000-$49,999",Worse today,None,Never,College graduate,"Yes, someone else does",No,Before that,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Keeping jobs in your state,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Other,King County,Suburbs,Suburbs,7.0,98166.0
1519468.0,Washington,105.0,State,1.0,Call 2,Complete,Exit poll,1.20405745506287,Bush,Nethercutt,Rossi,Female,White,65-74,Independent,Moderate,No,,About the same,Catholic,Once a week,College graduate,No one does,No,Before that,For your candidate,Taxes,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Very confident,Omit,White female,60 or over,65 or over,65 or over,Independent,,,Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,East,Rural,Small cities and Rural,5.0,99114.0
1519478.0,Washington,32.0,State,1.0,Call 2,Complete,Exit poll,0.292673856019974,Kerry,Murray,Gregoire,Male,White,50-59,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Catholic,A few times a month,High school graduate,"Yes, I do",No,Before that,Omit,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Somewhat confident,Keeping jobs in your state,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,King County,Suburbs,Suburbs,8.0,98042.0
1519489.0,Washington,68.0,State,1.0,Call 2,Complete,Exit poll,0.469007551670074,Bush,Other,Gregoire,Female,White,30-39,,Liberal,Yes,"$50,000-$74,999",Better today,Other Christian,More than once a week,Some college/associate degree,"Yes, someone else does",No,In the last three days,Against his opponent,Moral values,Has strong religious faith,Strongly approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Not so good,Not very confident,Keeping jobs in your state,White female,30-44,30-39,18-64,,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat well,Not very/Not at all confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,White,Urban Puget Sound,"City: 10,000 to 49,999",Small cities and Rural,1.0,98383.0
1519494.0,Washington,12.0,State,1.0,Call 2,Complete,Exit poll,0.881225943565369,Bush,Nethercutt,Rossi,Male,White,40-44,Independent,Conservative,No,"Under $15,000",Better today,Other Christian,A few times a year,Did not complete high school,No one does,No,Before that,For your candidate,Terrorism,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Somewhat confident,Keeping jobs in your state,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,East,"City: 10,000 to 49,999",Small cities and Rural,4.0,99301.0
1519502.0,Washington,108.0,State,1.0,Call 2,Complete,Exit poll,0.576129853725433,Kerry,Murray,Gregoire,Female,Hispanic/Latino,18-24,Democrat,Moderate,Yes,"$100,000-$149,999",Worse today,Catholic,Once a week,High school graduate,No one does,Yes,During the last month,For your candidate,Economy/Jobs,Cares about people like me,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,Somewhat confident,Keeping jobs in your state,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Hispanic/Latino,West,Suburbs,Suburbs,9.0,98516.0
1519503.0,Washington,20.0,State,1.0,Call 2,Complete,Exit poll,0.334116220474243,Bush,Nethercutt,Rossi,Female,White,30-39,Republican,Moderate,No,"$75,000-$99,999",About the same,Other Christian,A few times a year,High school graduate,"Yes, someone else does",No,Before that,Against his opponent,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Somewhat confident,Keeping jobs in your state,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,White,King County,Suburbs,Suburbs,7.0,98166.0
1519551.0,Washington,68.0,State,1.0,Call 2,Complete,Exit poll,0.350329905748367,Kerry,Murray,Gregoire,Male,White,18-24,Independent,Conservative,Yes,"Under $15,000",Worse today,None,Never,High school graduate,No one does,No,Sometime last week,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,Somewhat confident,Keeping jobs in your state,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Urban Puget Sound,"City: 10,000 to 49,999",Small cities and Rural,1.0,98383.0
1519559.0,Washington,32.0,State,1.0,Call 2,Complete,Exit poll,0.302889972925186,Kerry,Nethercutt,Rossi,Male,White,50-59,Democrat,Moderate,No,"$75,000-$99,999",About the same,Protestant,A few times a month,Some college/associate degree,"Yes, I do",,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,Somewhat confident,Keeping jobs in your state,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,King County,Suburbs,Suburbs,8.0,98042.0
1519560.0,Washington,20.0,State,1.0,Call 2,Complete,Exit poll,0.491742670536041,Bush,Nethercutt,Rossi,Male,White,60-64,Independent,Moderate,No,"$50,000-$74,999",Better today,,Omit,Some college/associate degree,"Yes, I do",No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Very confident,Keeping jobs in your state,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",,,All others,Omit,Omit,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,King County,Suburbs,Suburbs,7.0,98166.0
1519573.0,Washington,12.0,State,1.0,Call 2,Complete,Exit poll,0.768019080162048,Bush,Nethercutt,Rossi,Female,White,45-49,Republican,Liberal,No,"$15,000-$29,999",Better today,Mormon/LDS,A few times a year,Some college/associate degree,No one does,No,Before that,For your candidate,Taxes,Cares about people like me,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Somewhat confident,Keeping jobs in your state,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,East,"City: 10,000 to 49,999",Small cities and Rural,4.0,99301.0
1519574.0,Washington,108.0,State,1.0,Call 2,Complete,Exit poll,0.866263210773468,Kerry,Murray,Gregoire,Female,White,65-74,Democrat,Liberal,No,"$30,000-$49,999",About the same,Protestant,Never,Some college/associate degree,No one does,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Protecting the environment,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,West,Suburbs,Suburbs,9.0,98516.0
1519603.0,Washington,18.0,State,1.0,Call 2,Complete,Exit poll,0.376132011413574,Bush,Nethercutt,Rossi,Male,White,40-44,Something Else,,Yes,"$30,000-$49,999",About the same,None,Never,Did not complete high school,No one does,,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,Very confident,Keeping jobs in your state,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,King County,"City: 50,000 to 500,000","City over 50,000",8.0,98006.0
1519608.0,Washington,96.0,State,1.0,Call 2,Complete,Exit poll,0.359875351190567,Kerry,Murray,Gregoire,Male,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",Better today,Catholic,A few times a year,High school graduate,"Yes, I do",No,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat well,Good,Somewhat confident,Keeping jobs in your state,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,East,Suburbs,Suburbs,5.0,99004.0
1519617.0,Washington,68.0,State,1.0,Call 2,Complete,Exit poll,0.395008325576782,Bush,Nethercutt,Rossi,Female,White,30-39,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,More than once a week,Postgraduate study,No one does,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Very confident,Keeping jobs in your state,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Urban Puget Sound,"City: 10,000 to 49,999",Small cities and Rural,1.0,98383.0
1519631.0,Washington,20.0,State,1.0,Call 2,Complete,Exit poll,0.307934761047363,Bush,Murray,Rossi,Female,White,50-59,Democrat,Conservative,No,"$50,000-$74,999",About the same,Other Christian,A few times a year,College graduate,No one does,,Before that,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Not very confident,Keeping jobs in your state,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not very/Not at all confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,King County,Suburbs,Suburbs,7.0,98166.0
1519646.0,Washington,12.0,State,1.0,Call 2,Complete,Exit poll,0.655190408229828,Bush,Nethercutt,Rossi,Female,Hispanic/Latino,18-24,Independent,Liberal,Yes,"$15,000-$29,999",Better today,Other Christian,Once a week,High school graduate,"Yes, I do",Yes,Before that,For your candidate,Terrorism,Has strong religious faith,Somewhat approve,Somewhat disapprove,Safer from terrorism,Neither of them,Only George W. Bush,Somewhat badly,Not so good,Somewhat confident,Keeping jobs in your state,Non-white female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,Hispanic/Latino,East,"City: 10,000 to 49,999",Small cities and Rural,4.0,99301.0
1519651.0,Washington,108.0,State,1.0,Call 2,Complete,Exit poll,0.675343632698059,Kerry,Murray,Gregoire,Female,White,45-49,Something Else,Moderate,No,"$100,000-$149,999",About the same,Something else,A few times a year,Postgraduate study,No one does,No,During the last month,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Both of them,Very badly,Good,Not very confident,Protecting the environment,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,West,Suburbs,Suburbs,9.0,98516.0
1519660.0,Washington,32.0,State,1.0,Call 2,Complete,Exit poll,0.334116220474243,Bush,Nethercutt,Rossi,Female,White,50-59,Republican,Conservative,No,"$100,000-$149,999",Better today,Mormon/LDS,Once a week,College graduate,No one does,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not so good,Not very confident,Keeping jobs in your state,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Not very/Not at all confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,King County,Suburbs,Suburbs,8.0,98042.0
1519676.0,Washington,46.0,State,1.0,Call 2,Complete,Exit poll,0.298412561416626,Kerry,Murray,Gregoire,Male,White,50-59,Independent,Liberal,No,"$75,000-$99,999",Worse today,Something else,Never,Postgraduate study,No one does,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Somewhat confident,Protecting the environment,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City over 500,000","City over 50,000",7.0,98107.0
1519682.0,Washington,96.0,State,1.0,Call 2,Complete,Exit poll,0.343194991350174,Bush,Nethercutt,Rossi,Female,White,18-24,Republican,Moderate,Yes,"$50,000-$74,999",Better today,Other Christian,Once a week,Some college/associate degree,No one does,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Somewhat confident,Keeping jobs in your state,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,East,Suburbs,Suburbs,5.0,99004.0
1519686.0,Washington,29.0,State,1.0,Call 2,Complete,Exit poll,0.370541155338287,Bush,Nethercutt,Rossi,Female,Asian,18-24,Independent,Moderate,Yes,"$30,000-$49,999",Better today,Other Christian,A few times a year,High school graduate,No one does,No,Sometime last week,For your candidate,Economy/Jobs,Has strong religious faith,Somewhat approve,Somewhat approve,Less safe from terrorism,Neither of them,Only George W. Bush,Somewhat badly,Not so good,Very confident,Keeping jobs in your state,Non-white female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Asian,King County,Suburbs,Suburbs,9.0,98023.0
