ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESGA04,SENGA04,AMEND1GA,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,COUNTACC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,BUSH,TIME3D,TIMEWK,IRAQ2,COUNT2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1484714.0,Georgia,39.0,State,1.0,Call 1,Complete,0.944827258586884,Kerry,Isakson,Yes,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,Once a week,Yes,,In the last three days,Against his opponent,Taxes,Will bring about needed change,Somewhat approve,Somewhat disapprove,Both of them,Not very confident,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Not very/Not at all confident,Only Bush/Both,Only Kerry/Both,White,Atlanta suburbs,Suburbs,Suburbs,8.0,30277.0
1523406.0,Georgia,4.0,State,1.0,Call 3,Complete,0.752059400081635,Bush,Isakson,Yes,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,More than once a week,Yes,No,Before that,For your candidate,Moral values,Cares about people like me,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,South,Rural,Small cities and Rural,1.0,31639.0
1483498.0,Georgia,14.0,National,2.0,Call 1,Complete,0.768140196800232,Kerry,Majette,Yes,Male,Black,50-59,Democrat,,,Worse today,Muslim,Omit,,,During the last month,,Health care,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,,,Non-white male,45-59,50-64,18-64,Democrat,,,Something else,All others,All others,All others,Omit,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,Black,South,"City: 50,000 to 500,000","City over 50,000",12.0,31404.0
1500780.0,Georgia,108.0,State,1.0,Call 2,Complete,0.638398110866547,Bush,Majette,Yes,Female,White,50-59,Democrat,Conservative,"$15,000-$29,999",About the same,Something else,A few times a year,Yes,No,Before that,Omit,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Only George W. Bush,Somewhat confident,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,South,Rural,Small cities and Rural,1.0,31635.0
1480043.0,Georgia,48.0,State,1.0,Call 1,Complete,0.962443232536316,Kerry,Majette,Yes,Female,Black,18-24,Independent,Liberal,"$150,000-$199,999",Worse today,Other Christian,A few times a month,Yes,No,Before that,Against his opponent,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Not very confident,Non-white female,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not very/Not at all confident,Only Kerry/Neither,Only Bush/Neither,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",4.0,30316.0
1522035.0,Georgia,57.0,National,3.0,Call 3,Complete,1.53573358058929,Kerry,Majette,No,Male,Black,30-39,Democrat,Liberal,"$150,000-$199,999",,Something else,A few times a month,Yes,No,,For your candidate,,,,,,Not very confident,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,All others,All others,All others,Occasionally,All others,All others,,,,,Not very/Not at all confident,,,Black,Atlanta suburbs,Suburbs,Suburbs,11.0,30122.0
1483237.0,Georgia,39.0,State,1.0,Call 1,Complete,1.06084454059601,Bush,Isakson,Yes,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,More than once a week,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,8.0,30277.0
1484940.0,Georgia,5.0,National,4.0,Call 1,Complete,0.709397971630096,Bush,Isakson,No,Female,White,25-29,,,,,,,,No,Just today,,,,,,Only George W. Bush,,White female,18-29,25-29,18-64,,,,,,,,,,,,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,Only Bush/Both,Only Bush/Neither,White,Central,"City: 50,000 to 500,000","City over 50,000",8.0,31210.0
1483491.0,Georgia,4.0,State,1.0,Call 1,Complete,0.751738846302032,Bush,Isakson,Yes,Male,White,50-59,Independent,Conservative,"$15,000-$29,999",Worse today,None,A few times a year,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat disapprove,Only George W. Bush,Somewhat confident,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,South,Rural,Small cities and Rural,1.0,31639.0
1507115.0,Georgia,117.0,State,1.0,Call 2,Complete,0.920943558216095,Bush,Isakson,Yes,Female,White,60-64,Republican,Conservative,"$200,000 or more",About the same,Protestant,More than once a week,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,9.0,30677.0
1501033.0,Georgia,72.0,State,1.0,Call 2,Complete,1.51419723033905,Bush,Isakson,No,Female,White,40-44,Republican,Conservative,,Better today,Protestant,A few times a month,Yes,,During the last month,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Only George W. Bush,Very confident,White female,30-44,40-49,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta,Suburbs,Suburbs,6.0,30349.0
1501032.0,Georgia,108.0,State,1.0,Call 2,Complete,1.2323694229126,Kerry,Isakson,No,Female,White,30-39,Republican,Conservative,"Under $15,000",Worse today,Other Christian,A few times a year,Yes,No,During the last month,For your candidate,Taxes,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Very confident,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,White,South,Rural,Small cities and Rural,1.0,31635.0
1526693.0,Georgia,32.0,State,1.0,Call 3,Complete,1.00079667568207,Bush,Isakson,Yes,Male,White,30-39,Republican,Conservative,"$150,000-$199,999",Better today,Catholic,A few times a month,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Only George W. Bush,Very confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,"City: 50,000 to 500,000","City over 50,000",6.0,30068.0
1501029.0,Georgia,62.0,State,1.0,Call 2,Complete,1.05415594577789,Kerry,Majette,No,Male,Black,18-24,Democrat,Moderate,,Worse today,Other Christian,A few times a month,,No,During the last month,Against his opponent,Education,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Neither of them,Somewhat confident,Non-white male,18-29,18-24,18-64,Democrat,,,Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Kerry/Neither,Only Bush/Neither,Black,North,"City: 10,000 to 49,999",Small cities and Rural,11.0,30165.0
1500522.0,Georgia,76.0,State,1.0,Call 2,Complete,0.263513714075089,Other,Other,No,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",About the same,None,Never,No,No,Just today,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Only George W. Bush,Somewhat confident,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta,Suburbs,Suburbs,6.0,30075.0
1482363.0,Georgia,14.0,National,1.0,Call 1,Complete,0.667971432209015,Kerry,Did not vote,Yes,Female,Black,25-29,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,A few times a month,Yes,No,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,Black,South,"City: 50,000 to 500,000","City over 50,000",12.0,31404.0
1489853.0,Georgia,142.0,State,1.0,Call 1,Complete,0.784520149230957,Bush,Majette,No,Female,White,50-59,Republican,Conservative,"$15,000-$29,999",About the same,Other Christian,Once a week,Yes,No,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,31545.0
1522021.0,Georgia,131.0,State,1.0,Call 3,Complete,0.971292018890381,Bush,Isakson,Yes,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,A few times a year,No,No,Before that,For your candidate,Taxes,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Somewhat confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Central,"City: 10,000 to 49,999",Small cities and Rural,2.0,31780.0
1524353.0,Georgia,5.0,National,4.0,Call 3,Complete,0.856481313705444,Bush,Isakson,Yes,Male,White,25-29,Independent,Moderate,"$100,000-$149,999",,,,,No,Before that,,,,,,Only George W. Bush,,White male,18-29,25-29,18-64,Independent,"$50,000 or more","$100,000 or more",,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only Bush/Both,Only Bush/Neither,White,Central,"City: 50,000 to 500,000","City over 50,000",8.0,31210.0
1501022.0,Georgia,134.0,State,1.0,Call 2,Complete,1.06121742725372,Kerry,Majette,Yes,Female,Black,30-39,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,A few times a year,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Somewhat confident,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,Black,South,"City: 10,000 to 49,999",Small cities and Rural,2.0,31792.0
1480401.0,Georgia,27.0,State,1.0,Call 1,Complete,0.947586476802826,Bush,Isakson,Yes,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Once a week,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat confident,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,6.0,30066.0
1522879.0,Georgia,43.0,State,1.0,Call 3,Complete,0.933054506778717,Bush,Isakson,Yes,Female,White,40-44,Republican,Moderate,"$200,000 or more",Better today,Protestant,A few times a month,No,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta,Suburbs,Suburbs,4.0,30030.0
1524349.0,Georgia,14.0,National,2.0,Call 3,Complete,0.830882728099823,Bush,Isakson,Yes,Male,White,65-74,Republican,Conservative,"$30,000-$49,999",Better today,,A few times a year,Yes,No,Before that,,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,,,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",,,All others,White evangelicals,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,White,South,"City: 50,000 to 500,000","City over 50,000",12.0,31404.0
1523379.0,Georgia,5.0,National,4.0,Call 3,Complete,0.793221831321716,Bush,Isakson,Yes,Male,White,50-59,Democrat,Moderate,"$15,000-$29,999",,,,,No,Before that,,,,,,Only George W. Bush,,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only Bush/Both,Only Bush/Neither,White,Central,"City: 50,000 to 500,000","City over 50,000",8.0,31210.0
1501015.0,Georgia,27.0,State,1.0,Call 2,Complete,0.947586476802826,Bush,Isakson,Yes,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,More than once a week,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,6.0,30066.0
1482349.0,Georgia,43.0,State,1.0,Call 1,Complete,0.665683150291443,Kerry,Majette,No,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",Better today,Catholic,A few times a month,No,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat confident,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,White,Atlanta,Suburbs,Suburbs,4.0,30030.0
1503344.0,Georgia,32.0,State,1.0,Call 2,Complete,1.00122344493866,Bush,Isakson,Yes,Female,White,50-59,Republican,Conservative,"$150,000-$199,999",Better today,Protestant,A few times a year,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Very confident,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,"City: 50,000 to 500,000","City over 50,000",6.0,30068.0
1480013.0,Georgia,24.0,State,1.0,Call 1,Complete,1.23354017734528,Bush,Isakson,Yes,Male,Hispanic/Latino,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,A few times a year,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly approve,Only George W. Bush,Very confident,Non-white male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,6.0,30101.0
1501009.0,Georgia,142.0,State,1.0,Call 2,Complete,0.645997881889343,Bush,,Yes,Female,White,60-64,,Conservative,"$50,000-$74,999",Better today,,More than once a week,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Somewhat confident,White female,60 or over,50-64,18-64,,"$50,000 or more","Under $100,000",,,All others,White evangelicals,Weekly,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,31545.0
1482343.0,Georgia,117.0,State,1.0,Call 1,Complete,0.920943558216095,Bush,Isakson,Yes,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,Never,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Somewhat confident,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Never,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,9.0,30677.0
1482342.0,Georgia,26.0,State,1.0,Call 1,Complete,1.02004277706146,Bush,Isakson,Yes,Male,White,45-49,Republican,Conservative,"$150,000-$199,999",Better today,Protestant,Once a week,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,"City: 50,000 to 500,000","City over 50,000",6.0,30062.0
1522000.0,Georgia,92.0,National,1.0,Call 3,Complete,1.09784269332886,Bush,Isakson,No,Female,White,40-44,Republican,Moderate,"$100,000-$149,999",Better today,Catholic,Once a week,Yes,No,Before that,,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,,,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,White evangelicals,Weekly,Catholics/Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,White,Atlanta suburbs,Suburbs,Suburbs,7.0,30047.0
1522456.0,Georgia,27.0,State,1.0,Call 3,Complete,0.947586476802826,Bush,Isakson,Yes,Female,White,45-49,Republican,Conservative,"$150,000-$199,999",Worse today,Protestant,More than once a week,Yes,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,6.0,30066.0
1484670.0,Georgia,14.0,National,4.0,Call 1,Complete,0.829753160476685,Kerry,Majette,Yes,Female,Black,18-24,Democrat,Conservative,"$30,000-$49,999",,,,,No,Before that,,,,,,Only John Kerry,,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only Kerry/Neither,Only Kerry/Both,Black,South,"City: 50,000 to 500,000","City over 50,000",12.0,31404.0
1522454.0,Georgia,104.0,State,1.0,Call 3,Complete,1.02004277706146,Bush,Isakson,Yes,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Once a week,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Strongly approve,Only George W. Bush,Very confident,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,13.0,30253.0
1500999.0,Georgia,136.0,National,2.0,Call 2,Complete,0.825201332569122,Kerry,Majette,No,Female,White,18-24,Democrat,Conservative,"$30,000-$49,999",Worse today,Other Christian,A few times a year,No,No,Before that,,Moral values,Cares about people like me,Strongly disapprove,Strongly disapprove,,,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,White,Central,"City: 10,000 to 49,999",Small cities and Rural,11.0,30240.0
1524328.0,Georgia,51.0,State,1.0,Call 3,Complete,1.06939804553986,Kerry,Majette,No,Female,Hispanic/Latino,25-29,Independent,Moderate,"$200,000 or more",Better today,Catholic,Never,No,Yes,Sometime last week,Against his opponent,Moral values,Is intelligent,Somewhat disapprove,Somewhat approve,Neither of them,Somewhat confident,Non-white female,18-29,25-29,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,All others,All others,All others,Never,Catholics/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/somewhat confident,Only Kerry/Neither,Only Bush/Neither,Hispanic/Latino,Atlanta,Suburbs,Suburbs,4.0,30033.0
1529038.0,Georgia,8.0,State,1.0,Call 1,Complete,2.51882290840149,Kerry,Isakson,Yes,Male,White,60-64,Independent,Conservative,"$50,000-$74,999",Worse today,Catholic,A few times a year,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat confident,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,White,South,Rural,Small cities and Rural,1.0,31568.0
1503329.0,Georgia,104.0,State,1.0,Call 2,Complete,0.545796275138855,Other,Did not vote,Yes,Male,Hispanic/Latino,45-49,Independent,,"$50,000-$74,999",About the same,None,A few times a year,No,Yes,During the last month,Omit,Omit,Omit,Somewhat disapprove,Somewhat disapprove,Both of them,Somewhat confident,Non-white male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,All others,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,Other,Atlanta suburbs,Suburbs,Suburbs,13.0,30253.0
1500260.0,Georgia,62.0,State,1.0,Call 2,Complete,0.963468134403229,Bush,Majette,Yes,Male,White,45-49,Something Else,Conservative,"$50,000-$74,999",About the same,Other Christian,A few times a month,No,No,During the last month,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Only George W. Bush,Very confident,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,North,"City: 10,000 to 49,999",Small cities and Rural,11.0,30165.0
1500992.0,Georgia,122.0,National,2.0,Call 2,Complete,1.69857847690582,Kerry,Majette,Yes,Male,Black,50-59,Democrat,Moderate,"$30,000-$49,999",About the same,Protestant,More than once a week,Yes,No,Before that,,Iraq,Is a strong leader,Somewhat disapprove,Strongly disapprove,,,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,Protestants/Weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,Black,Central,Rural,Small cities and Rural,1.0,31036.0
