ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNH04,SENNH04,GOVNH04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNH,MATONH,GOVTDO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1483787.0,New Hampshire,59.0,State,1.0,Call 1,Complete,0.98094242811203,Bush,Gregg,Benson,Male,White,18-24,Republican,,No,,Better today,None,A few times a month,Did not complete high school,No,Before that,For your candidate,Education,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I was born in NH,Government should do more to solve problems,White male,18-29,18-24,18-64,Republican,,,None,White None,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,3102.0
1511339.0,New Hampshire,68.0,State,1.0,Call 2,Complete,0.982882797718048,Kerry,Gregg,Benson,Male,White,40-44,Republican,Conservative,No,"$75,000-$99,999",Worse today,Protestant,A few times a year,High school graduate,Yes,During the last month,Against his opponent,Health care,Omit,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Not so good,I was born in NH,Government should do more to solve problems,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,South,Suburbs,Suburbs,2.0,3055.0
1527280.0,New Hampshire,48.0,State,1.0,Call 3,Complete,0.983554482460022,Kerry,Haddock,Benson,Female,White,30-39,Democrat,Liberal,No,"$50,000-$74,999",About the same,Something else,Never,High school graduate,Yes,Before that,For your candidate,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Somewhat badly,Good,I was born in NH,Omit,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3431.0
1525429.0,New Hampshire,10.0,State,1.0,Call 3,Complete,0.983912408351898,Kerry,Gregg,Benson,Female,White,30-39,Democrat,Moderate,No,"$75,000-$99,999",Worse today,Catholic,Once a week,College graduate,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,I moved to NH from another state,Government is doing too many things...,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,South,Suburbs,Suburbs,1.0,3833.0
1500264.0,New Hampshire,39.0,State,1.0,Call 2,Complete,0.98496150970459,Kerry,Haddock,Lynch,Male,White,45-49,Democrat,Liberal,No,"$75,000-$99,999",Worse today,Jewish,Never,Postgraduate study,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly disapprove,Somewhat approve,Less safe from terrorism,Both of them,Both of them,Very badly,Good,I moved to NH from another state,Government should do more to solve problems,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3755.0
1500153.0,New Hampshire,39.0,State,1.0,Call 2,Complete,0.98496150970459,Kerry,Haddock,Lynch,Male,White,50-59,Democrat,Moderate,No,"$100,000-$149,999",Worse today,Protestant,Once a week,Postgraduate study,Yes,Before that,For your candidate,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I moved to NH from another state,Government should do more to solve problems,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3755.0
1487958.0,New Hampshire,9.0,State,1.0,Call 1,Complete,0.986415266990662,Bush,Gregg,Lynch,Female,White,18-24,Republican,Moderate,No,"$150,000-$199,999",Better today,Mormon/LDS,Once a week,High school graduate,Yes,Sometime last week,For your candidate,Health care,Has clear stands on the issues,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,Good,I moved to NH from another state,Omit,White female,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Married women,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3304.0
1510933.0,New Hampshire,67.0,State,1.0,Call 2,Complete,0.98677784204483,Kerry,Haddock,Lynch,Male,White,45-49,Independent,Moderate,No,"$50,000-$74,999",About the same,None,Never,Some college/associate degree,No,Just today,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from MA,Government is doing too many things...,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3054.0
1510779.0,New Hampshire,67.0,State,1.0,Call 2,Complete,0.98677784204483,Kerry,Haddock,Lynch,Male,White,30-39,Independent,Moderate,No,"$50,000-$74,999",Better today,Catholic,Never,High school graduate,Yes,During the last month,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Both of them,Very badly,Not so good,I moved to NH from MA,Government is doing too many things...,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3054.0
1486196.0,New Hampshire,67.0,State,1.0,Call 1,Complete,0.98677784204483,Kerry,Haddock,Lynch,Male,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",About the same,Catholic,Once a week,Some college/associate degree,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I was born in NH,Government should do more to solve problems,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3054.0
1485008.0,New Hampshire,67.0,State,1.0,Call 1,Complete,0.98677784204483,Kerry,Haddock,Lynch,Male,White,50-59,Independent,Liberal,No,"$200,000 or more",Worse today,Other Christian,Once a week,Postgraduate study,No,Before that,Against his opponent,Terrorism,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I moved to NH from another state,Government should do more to solve problems,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3054.0
1525967.0,New Hampshire,67.0,State,1.0,Call 3,Complete,0.988562047481537,Bush,Gregg,Benson,Female,White,30-39,Republican,Moderate,No,"$75,000-$99,999",Worse today,Catholic,Once a week,High school graduate,Yes,In the last three days,Against his opponent,Education,Is honest and trustworthy,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government should do more to solve problems,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,Industrial Areas,Suburbs,Suburbs,1.0,3054.0
1510266.0,New Hampshire,67.0,State,1.0,Call 2,Complete,0.988562047481537,Bush,Gregg,Benson,Female,White,50-59,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,A few times a year,Some college/associate degree,No,Before that,For your candidate,Omit,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I was born in NH,Government is doing too many things...,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3054.0
1510083.0,New Hampshire,67.0,State,1.0,Call 2,Complete,0.988562047481537,Bush,Gregg,Benson,Female,White,40-44,Independent,Conservative,No,"$50,000-$74,999",Better today,Catholic,Once a week,Some college/associate degree,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I moved to NH from another state,Government is doing too many things...,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,Industrial Areas,Suburbs,Suburbs,1.0,3054.0
1509937.0,New Hampshire,67.0,State,1.0,Call 2,Not complete,0.988562047481537,Bush,Gregg,Benson,Female,White,30-39,,,,,,,,,,Before that,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat disapprove,,,,,,Good,,,White female,30-44,30-39,18-64,,,,,,All others,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3054.0
1484474.0,New Hampshire,67.0,State,1.0,Call 1,Complete,0.988562047481537,Bush,Gregg,Benson,Female,White,30-39,Republican,Moderate,No,"$100,000-$149,999",Better today,Other Christian,A few times a year,Postgraduate study,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from another state,Government should do more to solve problems,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,Industrial Areas,Suburbs,Suburbs,1.0,3054.0
1484147.0,New Hampshire,67.0,State,1.0,Call 1,Complete,0.988562047481537,Bush,Gregg,Benson,Female,White,45-49,Republican,Conservative,No,"$75,000-$99,999",Better today,Other Christian,Never,Some college/associate degree,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,I moved to NH from MA,Government is doing too many things...,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3054.0
1526047.0,New Hampshire,19.0,State,1.0,Call 3,Complete,0.989005863666534,Kerry,Haddock,Benson,Male,White,18-24,Independent,Liberal,Yes,"$100,000-$149,999",Better today,None,Never,Some college/associate degree,No,Before that,For your candidate,Taxes,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Good,I was born in NH,Government is doing too many things...,White male,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,South,Suburbs,Suburbs,1.0,3037.0
1485937.0,New Hampshire,21.0,State,1.0,Call 1,Complete,0.990322351455688,Kerry,Did not vote,Lynch,Female,White,18-24,Democrat,Liberal,Yes,"$30,000-$49,999",Worse today,Protestant,A few times a year,College graduate,No,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Good,I moved to NH from another state,Government should do more to solve problems,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3820.0
1526216.0,New Hampshire,98.0,State,1.0,Call 3,Complete,0.991764307022095,Kerry,Haddock,Lynch,Female,White,65-74,Independent,Moderate,No,"$100,000-$149,999",About the same,Protestant,A few times a month,Postgraduate study,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from another state,Omit,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,South,Rural,Small cities and Rural,2.0,3287.0
1482235.0,New Hampshire,98.0,State,1.0,Call 1,Complete,0.991764307022095,Kerry,Haddock,Lynch,Female,White,75 or over,Independent,Moderate,No,"Under $15,000",Worse today,Catholic,Omit,High school graduate,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I was born in NH,Government is doing too many things...,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Omit,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,South,Rural,Small cities and Rural,2.0,3287.0
1482030.0,New Hampshire,98.0,State,1.0,Call 1,Complete,0.991764307022095,Kerry,Haddock,Lynch,Female,White,60-64,Independent,Moderate,No,"$200,000 or more",About the same,Protestant,Once a week,College graduate,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from another state,Government is doing too many things...,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,South,Rural,Small cities and Rural,2.0,3287.0
1483350.0,New Hampshire,98.0,State,1.0,Call 1,Complete,0.991764307022095,Kerry,Haddock,Lynch,Female,White,60-64,Democrat,Liberal,No,"$100,000-$149,999",Better today,None,Never,Postgraduate study,Yes,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I moved to NH from another state,Government should do more to solve problems,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,South,Rural,Small cities and Rural,2.0,3287.0
1483796.0,New Hampshire,98.0,State,1.0,Call 1,Complete,0.991764307022095,Kerry,Haddock,Lynch,Female,White,65-74,Democrat,Liberal,No,"$75,000-$99,999",About the same,Something else,Once a week,Postgraduate study,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from another state,Government should do more to solve problems,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,South,Rural,Small cities and Rural,2.0,3287.0
1482729.0,New Hampshire,98.0,State,1.0,Call 1,Complete,0.991764307022095,Kerry,Haddock,Lynch,Female,White,60-64,Independent,Moderate,No,,About the same,None,Never,College graduate,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from another state,Government is doing too many things...,White female,60 or over,50-64,18-64,Independent,,,None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,South,Rural,Small cities and Rural,2.0,3287.0
1511778.0,New Hampshire,98.0,State,1.0,Call 2,Complete,0.991764307022095,Kerry,Haddock,Lynch,Female,White,60-64,Independent,Liberal,No,"$50,000-$74,999",Worse today,Protestant,A few times a month,Some college/associate degree,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I moved to NH from MA,Government should do more to solve problems,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,South,Rural,Small cities and Rural,2.0,3287.0
1488327.0,New Hampshire,21.0,State,1.0,Call 1,Complete,0.993100881576538,Kerry,Did not vote,Did not vote,Male,White,18-24,Democrat,Moderate,No,"$15,000-$29,999",About the same,None,Never,College graduate,No,Before that,Against his opponent,Omit,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from MA,Government should do more to solve problems,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Industrial Areas,Suburbs,Suburbs,1.0,3820.0
1525465.0,New Hampshire,16.0,State,1.0,Call 3,Complete,0.995881497859955,Bush,Gregg,Benson,Male,White,30-39,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,A few times a month,Postgraduate study,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from another state,Government is doing too many things...,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1525679.0,New Hampshire,16.0,State,1.0,Call 3,Complete,0.995881497859955,Bush,Gregg,Benson,Male,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Catholic,Once a week,High school graduate,Yes,Before that,Omit,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I was born in NH,Government is doing too many things...,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1488910.0,New Hampshire,16.0,State,1.0,Call 1,Complete,0.995881497859955,Bush,Gregg,Benson,Male,White,40-44,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,A few times a month,Postgraduate study,No,Sometime last week,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government is doing too many things...,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1488526.0,New Hampshire,16.0,State,1.0,Call 1,Complete,0.995881497859955,Bush,Gregg,Benson,Male,White,45-49,Independent,Liberal,No,"$30,000-$49,999",Better today,Other Christian,Once a week,Some college/associate degree,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I moved to NH from MA,Government is doing too many things...,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
1488211.0,New Hampshire,16.0,State,1.0,Call 1,Complete,0.995881497859955,Bush,Gregg,Benson,Male,White,30-39,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,A few times a year,High school graduate,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I moved to NH from another state,Government should do more to solve problems,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Concord/CT Valley,"City: 10,000 to 49,999",Small cities and Rural,2.0,3301.0
