ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESME04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,VETVOTER,GUNOWNER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1504236.0,Maine,70.0,State,1.0,Call 2,Not complete,1.08292233943939,Bush,Female,White,30-39,,,,,,,,Before that,Omit,Omit,Omit,Somewhat approve,,,,White female,30-44,30-39,18-64,,,,,,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4330.0
1528539.0,Maine,65.0,State,1.0,Call 3,Complete,1.25047481060028,Kerry,Male,White,30-39,Democrat,Conservative,"$15,000-$29,999",About the same,None,No,Yes,During the last month,For your candidate,Iraq,Is a strong leader,Strongly disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4971.0
1528538.0,Maine,46.0,State,1.0,Call 3,Complete,0.230958074331284,Kerry,Male,Asian,50-59,Independent,Moderate,"$100,000-$149,999",Worse today,Something else,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Asian,CD 1,Suburbs,Suburbs,1.0,4097.0
1504229.0,Maine,42.0,State,1.0,Call 2,Complete,1.11592102050781,Kerry,Female,White,50-59,Democrat,Liberal,"$15,000-$29,999",Worse today,Protestant,No,Yes,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4463.0
1528533.0,Maine,83.0,State,1.0,Call 3,Complete,0.793126225471497,Bush,Female,White,30-39,Republican,Moderate,"$15,000-$29,999",About the same,Something else,No,Yes,Before that,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4363.0
1528529.0,Maine,53.0,State,1.0,Call 3,Complete,0.508999705314636,Bush,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,No,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4281.0
1528527.0,Maine,62.0,State,1.0,Call 3,Complete,0.964264631271362,Kerry,Female,Black,25-29,Republican,Conservative,"$15,000-$29,999",About the same,Catholic,No,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Non-white female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Black,CD 2,Rural,Small cities and Rural,2.0,4276.0
1504216.0,Maine,17.0,State,1.0,Call 2,Complete,1.22688090801239,Kerry,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",About the same,Catholic,Yes,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4736.0
1528520.0,Maine,44.0,State,1.0,Call 3,Complete,1.08398079872131,Bush,Female,Hispanic/Latino,30-39,Independent,Moderate,"$75,000-$99,999",Better today,Catholic,Yes,Yes,Before that,For your candidate,Omit,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Hispanic/Latino,CD 2,Rural,Small cities and Rural,2.0,4464.0
1528518.0,Maine,4.0,State,1.0,Call 3,Complete,1.8043600320816,Kerry,Male,White,40-44,Something Else,Conservative,"$30,000-$49,999",Worse today,None,No,No,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4330.0
1528516.0,Maine,70.0,State,1.0,Call 3,Not complete,1.11037540435791,Kerry,Male,White,50-59,,,,,,,,Before that,For your candidate,Iraq,Is a strong leader,Strongly disapprove,,,,White male,45-59,50-64,18-64,,,,,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4330.0
1504210.0,Maine,76.0,State,1.0,Call 2,Complete,0.951276898384094,Kerry,Female,White,50-59,Democrat,Moderate,"$15,000-$29,999",About the same,Catholic,No,Yes,Sometime last week,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4685.0
1529322.0,Maine,46.0,State,1.0,Call 3,Complete,0.20610648393631,Kerry,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",Better today,None,No,No,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1504208.0,Maine,81.0,State,1.0,Call 2,Complete,1.43413317203522,Bush,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Omit,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4062.0
1504207.0,Maine,22.0,State,1.0,Call 2,Complete,1.08292233943939,Bush,Female,White,45-49,Independent,Conservative,"$15,000-$29,999",About the same,Protestant,No,Yes,During the last month,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4005.0
1504206.0,Maine,57.0,National,2.0,Call 2,Complete,0.993831932544708,Bush,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,,Before that,,Taxes,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,CD 2,Rural,Small cities and Rural,2.0,4068.0
1528507.0,Maine,76.0,State,1.0,Call 3,Complete,1.06597852706909,Kerry,Male,White,40-44,Independent,Moderate,"$100,000-$149,999",About the same,Other Christian,No,Yes,Just today,Against his opponent,Taxes,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Neither of them,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4685.0
1494476.0,Maine,46.0,State,1.0,Call 1,Complete,0.252407431602478,Bush,Male,White,45-49,Independent,Conservative,"$30,000-$49,999",About the same,None,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1479889.0,Maine,34.0,State,1.0,Call 1,Complete,0.936847627162933,Kerry,Female,White,30-39,Independent,Liberal,"$75,000-$99,999",About the same,None,No,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,3904.0
1528496.0,Maine,57.0,National,2.0,Call 3,Complete,0.993831932544708,Bush,Male,White,30-39,Republican,,"$75,000-$99,999",Worse today,Other Christian,No,,Before that,,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,CD 2,Rural,Small cities and Rural,2.0,4068.0
1477450.0,Maine,53.0,State,1.0,Call 1,Complete,0.504590392112732,Kerry,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",About the same,None,No,Yes,Before that,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4281.0
1528487.0,Maine,1.0,State,1.0,Call 3,Complete,1.09026849269867,Bush,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,No,No,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4046.0
1491585.0,Maine,46.0,State,1.0,Call 1,Complete,0.230958074331284,Kerry,Male,White,40-44,Democrat,Moderate,"$50,000-$74,999",Worse today,Catholic,No,No,Before that,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Neither of them,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1528485.0,Maine,42.0,State,1.0,Call 3,Complete,1.11592102050781,Kerry,Female,White,50-59,,,,About the same,Protestant,No,,Before that,For your candidate,Omit,Omit,Strongly disapprove,Omit,Safer from terrorism,Only John Kerry,White female,45-59,50-64,18-64,,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4463.0
1504179.0,Maine,54.0,State,1.0,Call 2,Complete,1.12567245960236,Bush,Female,White,40-44,Independent,Conservative,"$75,000-$99,999",Better today,Other Christian,Yes,Yes,During the last month,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4967.0
1504175.0,Maine,53.0,State,1.0,Call 2,Complete,0.607950627803802,Kerry,Female,White,60-64,Something Else,Liberal,"Under $15,000",Worse today,Something else,No,No,Just today,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4281.0
1504174.0,Maine,74.0,State,1.0,Call 1,Complete,1.86029839515686,Kerry,Female,White,50-59,Democrat,Liberal,"$15,000-$29,999",Worse today,Protestant,No,Yes,Before that,For your candidate,Omit,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Rural,Small cities and Rural,1.0,4858.0
1509034.0,Maine,78.0,State,1.0,Call 2,Not complete,0.399431169033051,Kerry,Female,White,45-49,,,,,,,,In the last three days,Against his opponent,Moral values,Cares about people like me,Strongly disapprove,,,,White female,45-59,40-49,18-64,,,,,,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1528477.0,Maine,78.0,State,1.0,Call 3,Complete,0.399431169033051,Kerry,Female,White,30-39,Democrat,Moderate,"$15,000-$29,999",Worse today,None,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1528474.0,Maine,83.0,State,1.0,Call 3,Complete,0.888758599758148,Bush,Male,White,40-44,Independent,Conservative,"$30,000-$49,999",About the same,Other Christian,No,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Both of them,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,CD 1,Rural,Small cities and Rural,1.0,4363.0
1504168.0,Maine,27.0,State,1.0,Call 2,Complete,1.07034707069397,Bush,Female,White,25-29,Republican,Conservative,"$15,000-$29,999",Better today,Other Christian,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,"City: 10,000 to 49,999",Small cities and Rural,2.0,4401.0
1504165.0,Maine,44.0,State,1.0,Call 2,Complete,1.07459056377411,Kerry,Female,White,40-44,Democrat,Conservative,"$15,000-$29,999",About the same,Protestant,No,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly approve,Safer from terrorism,Both of them,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4464.0
1509018.0,Maine,58.0,National,3.0,Call 2,Complete,1.85171735286713,Nader,Male,White,50-59,,Liberal,"$50,000-$74,999",,Catholic,,No,,For your candidate,,,,,,,White male,45-59,50-64,18-64,,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,,,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4116.0
1529270.0,Maine,57.0,National,1.0,Call 3,Complete,0.879210472106934,Kerry,Female,White,40-44,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,No,,Before that,,Taxes,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,CD 2,Rural,Small cities and Rural,2.0,4068.0
1529269.0,Maine,11.0,National,4.0,Call 3,Complete,1.02385377883911,Bush,Female,White,50-59,Democrat,Conservative,"$50,000-$74,999",,,,,Before that,,,,,,,Only George W. Bush,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4005.0
1528457.0,Maine,70.0,State,1.0,Call 3,Complete,1.11037540435791,Kerry,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Better today,Something else,Yes,No,Just today,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4330.0
1528455.0,Maine,53.0,State,1.0,Call 3,Complete,0.570373117923737,Bush,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Better today,None,No,Yes,Before that,For your candidate,Iraq,Omit,Somewhat approve,Somewhat approve,Safer from terrorism,Neither of them,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4281.0
1504148.0,Maine,70.0,State,1.0,Call 2,Complete,1.21349728107452,Bush,Male,White,45-49,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4330.0
1528451.0,Maine,46.0,State,1.0,Call 3,Complete,0.20645035803318,Kerry,Female,White,25-29,Democrat,Moderate,"Under $15,000",Worse today,Catholic,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1528444.0,Maine,65.0,State,1.0,Call 3,Complete,1.11592102050781,Kerry,Female,White,30-39,Republican,Moderate,"$15,000-$29,999",Worse today,Other Christian,No,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4971.0
1504138.0,Maine,62.0,State,1.0,Call 2,Complete,1.13780176639557,Kerry,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",Worse today,Other Christian,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4276.0
1489554.0,Maine,46.0,State,1.0,Call 1,Complete,0.20610648393631,Kerry,Female,White,40-44,Democrat,Liberal,"$150,000-$199,999",Worse today,Protestant,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1504133.0,Maine,65.0,State,1.0,Call 2,Complete,1.35625505447388,Bush,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4971.0
1528436.0,Maine,66.0,State,1.0,Call 3,Complete,1.01032590866089,Kerry,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",About the same,Catholic,No,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4073.0
1504130.0,Maine,22.0,State,1.0,Call 2,Complete,1.08292233943939,Bush,Female,White,50-59,Democrat,,,Worse today,Catholic,No,Yes,Just today,Omit,Iraq,Omit,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,White female,45-59,50-64,18-64,Democrat,,,Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4005.0
1508984.0,Maine,46.0,State,1.0,Call 2,Complete,0.230958074331284,Kerry,Male,White,30-39,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,No,Yes,Before that,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat approve,Less safe from terrorism,Neither of them,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1528427.0,Maine,83.0,State,1.0,Call 3,Complete,0.888758599758148,Bush,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",Better today,Protestant,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,CD 1,Rural,Small cities and Rural,1.0,4363.0
