ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSVA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,CHIEF16,CLINTONEMAIL,DESCRIBP12,ECONFAIR,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FAVKAINE,FINSIT,GOVTANGR16,GUN16,GUNOWNER12,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,LIFE,MOVETOVA14,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,VETVOTER,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,BORNINVA14,MOVETOVA10YR,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
191331.0, Virginia,115.0,Call 2,Complete,Election day exit poll,0.722459018230438,Hillary Clinton,Female,Black,50-59,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,,I strongly favor my candidate,,,,,,,"Satisfied, but not enthusiastic",,,,,,Yes,Yes,,,Terrorism,,,Good,,,Has the right experience,,,,Yes,No,,,,,Black women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,,"Enthusiastic or satisfied, but not enthusiastic",Both,,,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Tidewater,23464.0
191336.0, Virginia,114.0,Call 2,Complete,Election day exit poll,0.737043261528015,Hillary Clinton,Male,Other,30-39,Independent,,,Some college/assoc. degree,No,Yes,Yes,Hillary Clinton,A few times a year,,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,,All other races,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,Other,Other,Non-white,Other,Other,,A few times a year or less,Not much or not at all,,,,,,,,,,,,,,A lot or some,All others,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 5,Tidewater,23462.0
191337.0, Virginia,92.0,Call 2,Complete,Election day exit poll,0.72259259223938,Other,Female,White,40-44,Something else,Moderate,,College graduate,No,,,Donald Trump,,Hillary Clinton,Some,,,,,,,About the same,,Oppose,No,Donald Trump,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,About the same,,,,,,,,No group is favored,,,,Has no effect on U.S. jobs,A lot,No,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,A lot or some,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,A lot or some,,State questionnaire,Rural,Small Cities/Rural,6.0,South,Version 3,Central/West,24450.0
191341.0, Virginia,31.0,Call 2,Complete,Election day exit poll,1.50383746623993,Donald Trump,Female,Black,45-49,Democrat,Liberal,,Postgraduate study,No,,,Hillary Clinton,,Hillary Clinton,Not much,,,,,,,Better today,,Support,No,Hillary Clinton,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,About the same,,,,,,,,Whites are favored over minorities,,,,Has no effect on U.S. jobs,A lot,No,Black women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,Not much or not at all,,,,,,,,Liberal Democrats,Liberal Democrats,,,,,A lot or some,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 3,D.C. Suburbs,22303.0
191345.0, Virginia,87.0,Call 2,Complete,Election day exit poll,1.1930490732193,Donald Trump,Female,White,40-44,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,,Went too far,,,,,Terrorism,,I was born in Virginia,,Somewhat disapprove,,Can bring needed change,No,Yes,,,,Before that,,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,,Only Donald Trump,,,Born in Virginia,More than 10 years,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Richmond/East,23834.0
191346.0, Virginia,76.0,Call 2,Complete,Election day exit poll,1.29561269283295,Donald Trump,Female,White,60-64,Independent,,,High school or less,No,Yes,Yes,,Once a week or more,,,I like my candidate but with reservations,Favors the wealthy,,,,,,"Dissatisfied, but not angry",,,,,,No,Yes,,,Terrorism,,,Not so good,,Omit,Can bring needed change,,,,No,Omit,,,,,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,At least monthly,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,,,Not so good or poor,,,,,Omit,,,,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 2,Central/West,24651.0
191348.0, Virginia,15.0,Call 2,Complete,Election day exit poll,1.17385697364807,Donald Trump,Female,White,60-64,Republican,Conservative,,High school or less,No,,,Donald Trump,,Donald Trump,A lot,,,,,,,About the same,,Support,No,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,About the same,,,,,,,,No group is favored,,,,Takes away U.S. jobs,Not at all,No,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,A lot or some,,,,,,,,Independent/Something else,Conservative Republicans,,,,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,7.0,South,Version 3,Richmond/East,23832.0
191351.0, Virginia,40.0,Call 2,Complete,Election day exit poll,0.999364674091339,Donald Trump,Female,White,65 or over,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,,Went too far,,,,,The economy,,10+ years but not born here,,Strongly approve,,Has good judgment,No,Yes,,,,Before that,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,,Only Donald Trump,,,Moved to Virginia,More than 10 years,,Approve,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,Richmond/East,23063.0
191361.0, Virginia,72.0,Call 2,Complete,Election day exit poll,0.971799194812775,Donald Trump,Male,White,18-24,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,I like my candidate but with reservations,,,,,,,"Satisfied, but not enthusiastic",,,,,,No,No,,,The economy,,,Not so good,,,Can bring needed change,,,,Yes,Yes,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,,,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Both,,,,,National questionnaire,Suburbs,Suburbs,9.0,South,Version 2,Central/West,24059.0
191369.0, Virginia,62.0,Call 2,Complete,Election day exit poll,1.02271962165833,Hillary Clinton,Female,Hispanic/Latino,45-49,Democrat,Conservative,,High school or less,Yes,Yes,No,,Once a week or more,,,I strongly favor my candidate,Favors the wealthy,,,,,,Enthusiastic,,,,,,Yes,No,,,Terrorism,,,Good,,Continue Barack Obama's policies,Can bring needed change,,,,Yes,No,,,,,Latino women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,At least monthly,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,,All others,State questionnaire,Suburbs,Suburbs,10.0,South,Version 2,North VA Exurbs,20164.0
191370.0, Virginia,91.0,Call 2,Complete,Election day exit poll,0.731494724750519,Hillary Clinton,Female,White,50-59,Democrat,Moderate,,Some college/assoc. degree,No,,,Would not have voted,,Hillary Clinton,Some,,,,,,,About the same,,Support,Yes,Hillary Clinton,Hillary Clinton,,,,Hurt the country,Offered a chance to apply for legal status,,About the same,,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,A lot,No,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,A lot or some,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,A lot or some,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 3,Tidewater,23669.0
191371.0, Virginia,62.0,Call 2,Complete,Election day exit poll,1.02271962165833,Hillary Clinton,Female,Hispanic/Latino,45-49,Democrat,Conservative,,High school or less,Yes,Yes,No,,Once a week or more,,,I strongly favor my candidate,Favors the wealthy,,,,,,Enthusiastic,,,,,,Yes,No,,,Terrorism,,,Good,,Continue Barack Obama's policies,Can bring needed change,,,,Yes,No,,,,,Latino women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,At least monthly,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,,All others,State questionnaire,Suburbs,Suburbs,10.0,South,Version 2,North VA Exurbs,20164.0
191372.0, Virginia,80.0,Call 2,Complete,Election day exit poll,0.51828521490097,Donald Trump,Female,White,25-29,Republican,Moderate,,Some college/assoc. degree,No,,,Donald Trump,,Donald Trump,A lot,,,,,,,Better today,,Oppose,Yes,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,,,,,,No group is favored,,,,Takes away U.S. jobs,Not at all,No,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,A lot or some,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 3,Central/West,24216.0
191374.0, Virginia,80.0,Call 2,Complete,Election day exit poll,0.51828521490097,Donald Trump,Female,White,25-29,Republican,Moderate,,Some college/assoc. degree,No,,,Donald Trump,,Donald Trump,A lot,,,,,,,Better today,,Oppose,Yes,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,,,,,,No group is favored,,,,Takes away U.S. jobs,Not at all,No,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,A lot or some,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,9.0,South,Version 3,Central/West,24216.0
191378.0, Virginia,86.0,Call 2,Complete,Election day exit poll,1.49247336387634,Donald Trump,Male,White,40-44,Republican,Conservative,,Postgraduate study,No,,,Donald Trump,,Hillary Clinton,A lot,,,,,,,Better today,,Oppose,No,Donald Trump,Donald Trump,,,,Hurt the country,Offered a chance to apply for legal status,,About the same,,,,,,,,No group is favored,,,,Creates more U.S. jobs,Not much,Yes,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,A lot or some,,,,,,,,Independent/Something else,Conservative Republicans,,,,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 3,Tidewater,23321.0
191383.0, Virginia,36.0,Call 2,Complete,Election day exit poll,0.938030183315277,Hillary Clinton,Male,White,65 or over,Independent,Moderate,,Some college/assoc. degree,No,No,No,,A few times a year,,,Omit,Favors the wealthy,,,,,,Angry,,,,,,No,No,,,Foreign policy,,,Omit,,Change to more liberal policies,Can bring needed change,,,,Yes,Yes,,,,,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,A few times a year or less,,,"Dissatisfied, but not angry or Angry",Neither,,,Omit,,Moderate/Liberal Republicans,Moderate Independents,,Both,,,,All others,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,North VA Exurbs,20144.0
191385.0, Virginia,108.0,Call 2,Not complete,Election day exit poll,0.987364292144775,Hillary Clinton,Female,Black,25-29,,,,,No,,,,,,,,,Treats blacks unfairly,,,Unfavorable,,,,,,,Was about right,,,,,,,I was born in Virginia,,,,,,,,,,In September,,,,Black women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,,,,,,,,,,,,,,Black,Black,Non-white,Black,Other,,,,,,,Born in Virginia,More than 10 years,,,,,,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 1,Central/West,24017.0
191386.0, Virginia,46.0,Call 2,Complete,Election day exit poll,0.689834177494049,Hillary Clinton,Female,Black,40-44,Democrat,Liberal,,Postgraduate study,No,,,Hillary Clinton,,,,,,Treats blacks unfairly,,,,,,,,,,Did not go far enough,,,,Offered a chance to apply for legal status,,About the same,,,,Continue Barack Obama's policies,,Yes,No,,,,,Creates more U.S. jobs,,,Black women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,South,Version 3,Richmond/East,23227.0
191389.0, Virginia,10.0,Call 2,Complete,Election day exit poll,1.00715792179108,Hillary Clinton,Female,Black,45-49,Democrat,Moderate,"Under $30,000",High school or less,No,,,,,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,,Did not go far enough,,,,,The economy,,I was born in Virginia,,Strongly approve,,Cares about people like me,Yes,No,,,,Before that,,,,Black women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,Only Hillary Clinton,,,Born in Virginia,More than 10 years,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Rural,Small Cities/Rural,5.0,South,Version 1,Richmond/East,23845.0
191390.0, Virginia,7.0,Call 2,Complete,Election day exit poll,1.04594576358795,Donald Trump,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",High school or less,No,,,,,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,,Went too far,,,,,The economy,,I was born in Virginia,,Somewhat disapprove,,Can bring needed change,No,Yes,,,,Before that,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,Yes,,,Only Donald Trump,,,Born in Virginia,More than 10 years,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,6.0,South,Version 1,Central/West,22843.0
191391.0, Virginia,38.0,Call 2,Complete,Election day exit poll,0.88202840089798,Hillary Clinton,Male,White,65 or over,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,,I strongly favor my candidate,,,,,,,"Satisfied, but not enthusiastic",,,,,,Yes,No,,,Terrorism,,,Good,,,Has good judgment,,,,Yes,No,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,10.0,South,Version 2,North VA Exurbs,22602.0
191393.0, Virginia,17.0,Call 2,Complete,Election day exit poll,0.716601967811584,Hillary Clinton,Male,Hispanic/Latino,,Democrat,Moderate,,Some college/assoc. degree,Yes,,,Hillary Clinton,,Hillary Clinton,Not at all,,,,,,,Better today,,Oppose,No,Omit,Omit,,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,,,,,,Whites are favored over minorities,,,,Creates more U.S. jobs,A lot,,Latino men,,,,,,,,,,,,,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Asian,Other,Non-white,Hispanic/Latino,Other,,,Not much or not at all,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,A lot or some,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,South,Version 3,Richmond/East,23236.0
191405.0, Virginia,113.0,Call 2,Complete,Election day exit poll,1.04431021213531,Donald Trump,Female,White,40-44,Republican,Moderate,,College graduate,No,No,Yes,,A few times a year,,,I like my candidate but with reservations,Favors the wealthy,,,,,,"Dissatisfied, but not angry",,,,,,No,No,,,Terrorism,,,Not so good,,Omit,Can bring needed change,,,,No,Omit,,,,,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,A few times a year or less,,,"Dissatisfied, but not angry or Angry",Neither,,,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Omit,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 2,Tidewater,23464.0
191413.0, Virginia,41.0,Call 2,Complete,Election day exit poll,0.831375300884247,Hillary Clinton,Male,Black,45-49,Democrat,Liberal,,High school or less,No,,,Hillary Clinton,,Hillary Clinton,Some,,,,,,,Worse today,,Oppose,Yes,Donald Trump,Hillary Clinton,,,,Hurt the country,Offered a chance to apply for legal status,,About the same,,,,,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,Some,No,Black men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,A lot or some,,,,,,,,Liberal Democrats,Liberal Democrats,,,,,A lot or some,,State questionnaire,Suburbs,Suburbs,7.0,South,Version 3,Richmond/East,23238.0
191416.0, Virginia,87.0,Call 2,Complete,Election day exit poll,1.30181694030762,Donald Trump,Male,Black,30-39,Independent,Moderate,,College graduate,No,Yes,Yes,,A few times a month,,,I like my candidate but with reservations,Is fair to most Americans,,,,,,"Dissatisfied, but not angry",,,,,,No,Yes,,,Immigration,,,Not so good,,Omit,Has the right experience,,,,No,Yes,,,,,Black men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,,At least monthly,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,,,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Only Donald Trump,,,,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Richmond/East,23834.0
191418.0, Virginia,31.0,Call 2,Complete,Election day exit poll,1.1361585855484,Gary Johnson,Male,White,60-64,,,,,No,,No,,A few times a month,,,I like my candidate but with reservations,Is fair to most Americans,,,,,,Omit,,,,,,Omit,Omit,,,Immigration,,,Not so good,,Omit,Has good judgment,,,,Omit,Omit,,,,,White men,Non married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,,,,,,,,,,,,,,White,White,White,White,Other,,At least monthly,,,Omit,Omit,,,Not so good or poor,,,,,Omit,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 2,D.C. Suburbs,22303.0
191421.0, Virginia,82.0,Call 2,Complete,Election day exit poll,1.12872576713562,Hillary Clinton,Female,White,30-39,Democrat,Liberal,,Postgraduate study,No,No,Yes,,Never,,,I strongly favor my candidate,Favors the wealthy,,,,,,"Satisfied, but not enthusiastic",,,,,,Yes,No,,,The economy,,,Good,,Continue Barack Obama's policies,Has good judgment,,,,Yes,No,,,,,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,A few times a year or less,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,,Excellent or good,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 2,D.C. Suburbs,22304.0
191423.0, Virginia,82.0,Call 2,Complete,Election day exit poll,1.12872576713562,Hillary Clinton,Female,White,30-39,Democrat,Liberal,,Postgraduate study,No,No,Yes,,Never,,,I strongly favor my candidate,Favors the wealthy,,,,,,"Satisfied, but not enthusiastic",,,,,,Yes,No,,,The economy,,,Good,,Continue Barack Obama's policies,Has good judgment,,,,Yes,No,,,,,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,A few times a year or less,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,,Excellent or good,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 2,D.C. Suburbs,22304.0
191424.0, Virginia,83.0,Call 2,Complete,Election day exit poll,0.82994544506073,Hillary Clinton,Female,White,50-59,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,,,,Treats blacks unfairly,Favorable,Unfavorable,Favorable,,,,,,,Did not go far enough,,,,,The economy,,10+ years but not born here,,Strongly approve,,Cares about people like me,Yes,No,,,,Before that,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,,Only Hillary Clinton,,,Moved to Virginia,More than 10 years,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 1,D.C. Suburbs,22304.0
191425.0, Virginia,92.0,Call 2,Complete,Election day exit poll,0.802696883678436,Hillary Clinton,Male,White,40-44,Democrat,Liberal,,Postgraduate study,No,,,Hillary Clinton,,Hillary Clinton,Some,,,,,,,Better today,,Support,No,Hillary Clinton,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,About the same,,,,,,,,Whites are favored over minorities,,,,Creates more U.S. jobs,A lot,No,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,A lot or some,,,,,,,,Liberal Democrats,Liberal Democrats,,,,,A lot or some,,State questionnaire,Rural,Small Cities/Rural,6.0,South,Version 3,Central/West,24450.0
