ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWI16,SENWI16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,ATTEND16,BRNAGAIN,CLINTONEMAIL,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FAVRYAN2,FINSIT,GOVTANGR16,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,JOBSIT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACE3,QRACEAI,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
219603.0,Wisconsin,73.0,Call 3,Complete,Election day exit poll,0.799720048904419,Donald Trump,Ron Johnson,Male,White,60-64,Independent,Conservative,"$50,000-$99,999",Postgraduate study,No,,,A few times a year,Yes,,,Treats all people fairly,Unfavorable,Favorable,Favorable,,,,,,,,,,Immigration,,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,Before that,,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,No,A few times a year or less,,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,Midwest,Version 1,Milwaukee County
201228.0,Wisconsin,96.0,Call 2,Complete,Election day exit poll,1.31960141658783,Donald Trump,Ron Johnson,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,I like my candidate but with reservations,,,,,,Angry,,,,No,Yes,,,The economy,,,Poor,,,Cares about people like me,,,,No,Yes,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,Yes,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,National questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 2,Southeast
184373.0,Wisconsin,94.0,Call 1,Complete,Election day exit poll,0.755167543888092,Donald Trump,Ron Johnson,Male,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,,No,No,,,The economy,,,Good,,Change to more conservative policies,Can bring needed change,,,,No,No,,,,No,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 2,Northwest
201208.0,Wisconsin,65.0,Call 2,Complete,Election day exit poll,1.62350225448608,Donald Trump,Ron Johnson,Male,White,40-44,Republican,Conservative,,Some college/assoc. degree,No,Yes,,,,A lot,,,,,,Better today,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,About the same,Worse than life today,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,Not at all,,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,A lot or some,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",5.0,Midwest,Version 3,Milwaukee County
184367.0,Wisconsin,67.0,Call 1,Complete,Election day exit poll,1.40066862106323,Donald Trump,Ron Johnson,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,Omit,Omit,,,Terrorism,,,Good,,,Has good judgment,,,,No,Yes,,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,,,,"Dissatisfied, but not angry or Angry",Omit,Excellent or good,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",5.0,Midwest,Version 2,Milwaukee County
201204.0,Wisconsin,108.0,Call 2,Complete,Election day exit poll,1.14249014854431,Donald Trump,Ron Johnson,Male,White,25-29,Republican,Conservative,,Some college/assoc. degree,No,Yes,,,,Some,,,,,,Worse today,,Donald Trump,Donald Trump,Did not go far enough,,,Help the country,Offered a chance to apply for legal status,,Worse today,Worse than life today,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,A lot,,White men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,A lot or some,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Southeast
201198.0,Wisconsin,92.0,Call 2,Complete,Election day exit poll,0.972852826118469,Donald Trump,Ron Johnson,Female,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,,I strongly favor my candidate,,,,,,Enthusiastic,,,,No,Yes,,,Terrorism,,,Poor,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 2,Northeast
184358.0,Wisconsin,5.0,Call 1,Complete,Election day exit poll,0.907862067222595,Donald Trump,Ron Johnson,Male,White,50-59,Republican,Conservative,,High school or less,No,,Donald Trump,,,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,No,No,,,The economy,,,Not so good,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 2,Northeast
184445.0,Wisconsin,67.0,Call 1,Complete,Election day exit poll,1.40066862106323,Donald Trump,Ron Johnson,Male,White,30-39,Independent,Moderate,"Under $30,000",College graduate,No,,,,,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,No,Yes,,,The economy,,,Poor,,,Can bring needed change,,,,No,Yes,,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,No,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",5.0,Midwest,Version 2,Milwaukee County
184355.0,Wisconsin,29.0,Call 1,Complete,Election day exit poll,0.994196891784668,Donald Trump,Ron Johnson,Male,White,65 or over,Something else,Conservative,,Some college/assoc. degree,,Yes,,,,A lot,,,,,,Worse today,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,Worse today,Worse than life today,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,Not at all,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,,A lot or some,,,,,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 3,Northwest
201187.0,Wisconsin,6.0,Call 2,Complete,Election day exit poll,0.653201222419739,Donald Trump,Ron Johnson,Female,White,40-44,Independent,Conservative,"$100,000-$199,999",College graduate,No,,,Once a week or more,Yes,,,Treats all people fairly,Unfavorable,Unfavorable,Favorable,,,,,,,,,,Terrorism,,,,Somewhat disapprove,,Can bring needed change,No,No,,,,In October,,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,No,At least monthly,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Neither,Republican Senate - Voted Trump,,In the last month,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 1,Northeast
201179.0,Wisconsin,5.0,Call 2,Complete,Election day exit poll,0.816501498222351,Donald Trump,Ron Johnson,Female,White,50-59,Republican,Conservative,,,No,,Donald Trump,,,,I strongly favor my candidate,,,,,,Angry,,,,No,Yes,,,Terrorism,,,Poor,,Change to more conservative policies,Can bring needed change,,,,Omit,Yes,,,,Yes,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 2,Northeast
201174.0,Wisconsin,110.0,Call 2,Complete,Election day exit poll,0.762600421905518,Donald Trump,Ron Johnson,Female,White,40-44,Republican,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,,I like my candidate but with reservations,,,,,,Angry,,,,No,Yes,,,Immigration,,,Poor,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 2,Southeast
184334.0,Wisconsin,44.0,Call 1,Complete,Election day exit poll,1.1340172290802,Donald Trump,Ron Johnson,Male,White,60-64,Something else,Liberal,"$250,000 or more",College graduate,No,Yes,,,,,,,Favorable,Favorable,,,,,,,,,,,The economy,,,,Strongly approve,,Cares about people like me,,,,,,In the last few days,,,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,No,,,Both,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,,Republican Senate - Voted Trump,,In the last month,In the last week,,National questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 1,Northwest
184323.0,Wisconsin,91.0,Call 1,Complete,Election day exit poll,0.986110091209412,Donald Trump,Ron Johnson,Female,White,65 or over,Independent,Moderate,,High school or less,No,Yes,,,,A lot,,,,,,Worse today,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,Worse today,Worse than life today,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,Not much,,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,,,A lot or some,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 3,Southwest
184316.0,Wisconsin,98.0,Call 1,Complete,Election day exit poll,1.48387730121613,Donald Trump,Ron Johnson,Male,White,50-59,Republican,Moderate,,High school or less,No,Yes,,,,A lot,,,,,,Worse today,,Donald Trump,Hillary Clinton,Did not go far enough,,,Hurt the country,Offered a chance to apply for legal status,,Worse today,Better than life today,,,,,,,Whites are favored over minorities,,,,Creates more U.S. jobs,A lot,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,A lot or some,,,,,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Southeast
201147.0,Wisconsin,96.0,Call 2,Complete,Election day exit poll,1.46725511550903,Donald Trump,Ron Johnson,Male,White,65 or over,Republican,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,Omit,Yes,,,The economy,,,Poor,,,Has the right experience,,,,No,No,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Neither,,,,National questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 2,Southeast
201145.0,Wisconsin,99.0,Call 2,Complete,Election day exit poll,0.749221503734589,Donald Trump,Ron Johnson,Female,White,45-49,Republican,Moderate,,Some college/assoc. degree,No,Yes,,,,A lot,,,,,,About the same,,Donald Trump,Donald Trump,Was about right,,,Hurt the country,Offered a chance to apply for legal status,,About the same,About the same,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,Not at all,,White women,Married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,,A lot or some,,,,,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Southeast
201144.0,Wisconsin,99.0,Call 2,Complete,Election day exit poll,0.749221503734589,Donald Trump,Ron Johnson,Female,White,45-49,Republican,Moderate,,Some college/assoc. degree,No,Yes,,,,A lot,,,,,,About the same,,Donald Trump,Donald Trump,Was about right,,,Hurt the country,Offered a chance to apply for legal status,,About the same,About the same,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,Not at all,,White women,Married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,,A lot or some,,,,,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Southeast
184305.0,Wisconsin,92.0,Call 1,Complete,Election day exit poll,0.972852826118469,Donald Trump,Ron Johnson,Female,White,30-39,Republican,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,No,Yes,,,The economy,,,Not so good,,Change to more conservative policies,Can bring needed change,,,,Yes,Yes,,,,Yes,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Both,,,,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 2,Northeast
201134.0,Wisconsin,106.0,Call 2,Complete,Election day exit poll,1.04468441009521,Donald Trump,Ron Johnson,Female,White,60-64,Republican,Conservative,,High school or less,No,,,,,,,,,,,About the same,,Donald Trump,Donald Trump,,,,,,,,,,,,,,,,,,,,,No,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 4,Southeast
201130.0,Wisconsin,34.0,Call 2,Complete,Election day exit poll,1.32751655578613,Donald Trump,Ron Johnson,Male,White,60-64,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,A few times a year,No,,,Treats all people fairly,Unfavorable,Omit,Favorable,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,In October,,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,A few times a year or less,,Omit,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,In the last month,Before that,,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 1,Southeast
184285.0,Wisconsin,52.0,Call 1,Complete,Election day exit poll,0.924183011054993,Donald Trump,Ron Johnson,Male,Other,65 or over,Independent,Conservative,,Postgraduate study,No,Yes,,,,A lot,,,,,,Worse today,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,Omit,Worse than life today,,,,,,,Omit,,,,Takes away U.S. jobs,Some,,All other races,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent Men,All others,Other,American Indian,Non-white,American Indian,Other,,,A lot or some,,,,,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,Midwest,Version 3,Northwest
201116.0,Wisconsin,22.0,Call 2,Complete,Election day exit poll,0.800387322902679,Donald Trump,Ron Johnson,Male,White,45-49,Republican,Conservative,,College graduate,No,Yes,,,,A lot,,,,,,Worse today,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,Worse today,Worse than life today,,,,,,,Minorities are favored over whites,,,,Creates more U.S. jobs,Not much,,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,A lot or some,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 3,Southwest
201115.0,Wisconsin,6.0,Call 2,Complete,Election day exit poll,0.891219139099121,Donald Trump,Ron Johnson,Male,White,18-24,Republican,,"Under $30,000",Some college/assoc. degree,No,,,A few times a year,Yes,,,Treats blacks unfairly,Unfavorable,Favorable,Unfavorable,,,,,,,,,,Foreign policy,,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,Before that,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,Yes,A few times a year or less,,Only Donald Trump,,,,Disapprove,,,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 1,Northeast
201109.0,Wisconsin,27.0,Call 2,Complete,Election day exit poll,0.662554919719696,Donald Trump,Ron Johnson,Female,White,18-24,Republican,Moderate,,Some college/assoc. degree,No,,Donald Trump,,,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,,No,Yes,,,The economy,,,Not so good,,Change to more conservative policies,Has the right experience,,,,No,Yes,,,,Yes,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 2,Northwest
184270.0,Wisconsin,94.0,Call 1,Complete,Election day exit poll,0.755167543888092,Donald Trump,Ron Johnson,Male,White,50-59,Independent,Conservative,"Under $30,000",High school or less,,,,Once a week or more,,,,Treats all people fairly,Unfavorable,Favorable,Omit,,,,,,,,,,The economy,,,,Strongly disapprove,,Omit,No,Yes,,,,Before that,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,Yes,At least monthly,,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 1,Northwest
201107.0,Wisconsin,67.0,Call 2,Complete,Election day exit poll,1.25971567630768,Donald Trump,Ron Johnson,Female,White,50-59,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,,No,Yes,,,The economy,,,Poor,,,Has good judgment,,,,No,Yes,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,Yes,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",5.0,Midwest,Version 2,Milwaukee County
201105.0,Wisconsin,5.0,Call 2,Complete,Election day exit poll,1.06600964069366,Donald Trump,Ron Johnson,Male,White,65 or over,Republican,Moderate,,High school or less,No,,Donald Trump,,,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,No,No,,,Terrorism,,,Good,,Change to more conservative policies,Can bring needed change,,,,No,No,,,,No,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 2,Northeast
