ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNY16,SENNY16,HOUNY16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,BORNCITIZEN,BREAK12,CHIEF16,CLINTONEMAIL,COUNTACC,DESCRIBP12,FAIRJUSTICE,FAVDEM2,FAVREP2,FAVHCLIN16,FAVTRUMP,FINSIT,FTVOTER,GOVTANGR16,GOVTDO10,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMDEPORT,IMMWALL,ISIS16,ISSUE16,LGBT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RELIGN10,SUPREME16,TEMPCLINTON,TEMPTRUMP,TIME16,TRACK,TRADE16,TRUMPWOMEN,UNIONHH12,VETVOTER,CLINTONWINGEN,TRUMPWINGEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,OVER45,OVER65,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,BREAK12A,BREAK12B,CLINTONEMAILB,COUNT2,FAVPRES16,GOVTANGR16B,HONEST16,ISIS16B,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WPROTBRN,WPROTBRN3,WHTEVANG,SPLITTICKET,SUPREME16B,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,CLINTONWINGENB,TRUMPWINGENB,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
201103.0, New York,146.0,Call 2,Complete,Election day exit poll,1.95206367969513,Donald Trump,Charles Schumer,The Democratic candidate,Female,White,25-29,Independent,Moderate,,Postgraduate study,No,,,Donald Trump,,,,,,,,Treats blacks unfairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Change to more liberal policies,,No,Yes,None,,,,,,Takes away U.S. jobs,,,,,,White women,,18-29,18-29,18-44,18-44,18-64,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,None,None,None,Not a mormon,,,,Democratic Senate - did not vote Clinton,,,,,,,,National questionnaire,English,Suburbs,Suburbs,19.0,East,Version 3,3.0,12443.0
201135.0, New York,76.0,Call 2,Complete,Election day exit poll,0.443334251642227,Donald Trump,Wendy Long,The Republican candidate,Female,White,65 or over,Independent,Moderate,,College graduate,No,,,,,Yes,,Donald Trump,,,,,Unfavorable,Favorable,,,About the same,,,,Donald Trump,Donald Trump,,,,,Oppose,Somewhat badly,,,,,,,,,,,,,,,,,,No,No,Concerned,Concerned,White women,,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,,,,,,,Somewhat badly or very badly,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Republican Senate - Voted Trump,,,,,,Concerned or scared,Concerned or scared,National questionnaire,English,Suburbs,Suburbs,4.0,East,Version 4,2.0,11560.0
201142.0, New York,80.0,Call 2,Complete,Election day exit poll,0.964134752750397,,Charles Schumer,Other,Female,Black,30-39,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,"Dissatisfied, but not angry",,,,,Omit,No,,,,Terrorism,,,Good,,,Cares about people like me,,,,,Yes,No,,,,,,,,,Black women,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,,,,,,"Dissatisfied, but not angry or Angry",Omit,,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - did not vote Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,East,Version 2,1.0,10027.0
201153.0, New York,30.0,Call 2,Complete,Election day exit poll,0.785844326019287,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,40-44,Democrat,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,Angry,,,,,No,No,,,,Terrorism,,,Good,,,Has the right experience,,,,,No,No,,,,,,,,,White women,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,,,,,,,"Dissatisfied, but not angry or Angry",Neither,,Excellent or good,,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,Neither,,,,,,National questionnaire,English,Rural,Small Cities/Rural,21.0,East,Version 2,5.0,12956.0
201158.0, New York,47.0,Call 2,Complete,Election day exit poll,0.992223739624023,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Black,50-59,Democrat,Moderate,,College graduate,No,,,Hillary Clinton,,,,,,,,Treats all people fairly,,,,,,,,Government should do more to solve problems,,,Was about right,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Continue Barack Obama's policies,,Yes,No,None,,,,,,Creates more U.S. jobs,,,,,,Black women,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,None,None,,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",9.0,East,Version 3,1.0,11203.0
201159.0, New York,11.0,Call 2,Complete,Election day exit poll,0.960727393627167,Hillary Clinton,Charles Schumer,The Democratic candidate,Male,Hispanic/Latino,60-64,Democrat,Liberal,,Postgraduate study,Yes,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Omit,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Omit,,,Continue Barack Obama's policies,,Yes,No,Catholic,,,,,,Omit,,,,,,Latino men,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",16.0,East,Version 3,1.0,10463.0
201190.0, New York,155.0,Call 2,Complete,Election day exit poll,0.991771042346954,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Hispanic/Latino,25-29,Something else,Moderate,,Some college/assoc. degree,Yes,No,No,Hillary Clinton,A few times a year,,,,Some,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Catholic,A minor factor,,,,Seriously off on the wrong track,,Some,,,,,Latino women,Non married women,18-29,18-29,18-44,18-44,18-64,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A few times a year or less,Catholic/Do not attend weekly,,,A lot or some,Very confident or somewhat confident,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,No,,All others,Democratic Senate - voted Clinton,A minor factor or not a factor at all,,,,A lot or some,,,National questionnaire,English,Suburbs,Suburbs,16.0,East,Version 5,3.0,10703.0
201220.0, New York,146.0,Call 2,Complete,Election day exit poll,1.16628110408783,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,30-39,Independent,Moderate,,Some college/assoc. degree,No,,,,,Yes,,Hillary Clinton,,,,,Favorable,Unfavorable,,,About the same,,,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Somewhat badly,,,,,,,,,,,,,,,,,,No,No,Optimistic,Scared,White women,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,,,,,,,Somewhat badly or very badly,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Democratic Senate - voted Clinton,,,,,,Excited or optimistic,Concerned or scared,National questionnaire,English,Suburbs,Suburbs,19.0,East,Version 4,3.0,12443.0
201223.0, New York,30.0,Call 2,Not complete,Election day exit poll,0.775680720806122,Donald Trump,Wendy Long,The Republican candidate,Male,White,60-64,,,,,No,,,,,,,,,,,,,,,,,No,"Dissatisfied, but not angry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White men,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,,,,"Dissatisfied, but not angry or Angry",,,,,,,,,,,,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,21.0,East,Version 2,5.0,12956.0
201242.0, New York,76.0,Call 2,Complete,Election day exit poll,0.410989314317703,Donald Trump,Wendy Long,The Republican candidate,Female,White,40-44,Republican,,,College graduate,No,,,,,Yes,,Donald Trump,,,,,Unfavorable,Favorable,,,About the same,,,,Donald Trump,Donald Trump,,,,,Support,Somewhat badly,,,,,,,,,,,,,,,,,,No,No,Omit,Omit,White women,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,,,,,,Somewhat badly or very badly,,,,,,,,,,,,,Republican Senate - Voted Trump,,,,,,Omit,Omit,National questionnaire,English,Suburbs,Suburbs,4.0,East,Version 4,2.0,11560.0
201243.0, New York,47.0,Call 2,Complete,Election day exit poll,0.625561594963074,Hillary Clinton,Did not vote,Did not vote,Female,White,30-39,Something else,Liberal,"$30,000-$49,999",Postgraduate study,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,"Dissatisfied, but not angry",,,,,No,No,,,,Foreign policy,,,Not so good,,,Has the right experience,,,,,Yes,No,,,,,,,,,White women,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,,,,,,,,"Dissatisfied, but not angry or Angry",Neither,,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,,,,,,,,,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",9.0,East,Version 2,1.0,11203.0
201248.0, New York,11.0,Call 2,Complete,Election day exit poll,0.88536536693573,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Hispanic/Latino,65 or over,Democrat,Moderate,,College graduate,Yes,No,Yes,Hillary Clinton,A few times a year,,,,Not much,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Other christian,The most important factor,,,,Generally going in the right direction,,Some,,,,,Latino women,Married women,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A few times a year or less,All others,,,Not much or not at all,Very confident or somewhat confident,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,No,,All others,Democratic Senate - voted Clinton,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",16.0,East,Version 5,1.0,10463.0
201262.0, New York,80.0,Call 2,Complete,Election day exit poll,1.07031190395355,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Black,60-64,Democrat,Moderate,,Some college/assoc. degree,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Went too far,,,Offered a chance to apply for legal status,,,,,About the same,,,Change to more liberal policies,,No,No,Protestant,,,,,,Takes away U.S. jobs,,,,,,Black women,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Neither,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,East,Version 3,1.0,10027.0
201292.0, New York,146.0,Call 2,Complete,Election day exit poll,1.25806760787964,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,65 or over,Democrat,Moderate,"Under $30,000",College graduate,No,,Yes,,,,The most important factor,,,,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,,Immigration,,,,Somewhat approve,,Has good judgment,,,,,,,In the last few days,,,,,,,,White women,Married women,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,,,Important,Factor,,,Neither,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,In the last month,In the last week,,,,National questionnaire,English,Suburbs,Suburbs,19.0,East,Version 1,3.0,12443.0
201299.0, New York,30.0,Call 2,Complete,Election day exit poll,0.847690463066101,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,60-64,Republican,Moderate,"Under $30,000",High school or less,No,,,,,,,,,,I strongly favor my candidate,,,,,,,No,"Satisfied, but not enthusiastic",,,,,Yes,No,,,,Terrorism,,,Not so good,,,Has the right experience,,,,,Yes,No,,,,,,,,,White women,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,Rural,Small Cities/Rural,21.0,East,Version 2,5.0,12956.0
201317.0, New York,11.0,Call 2,Complete,Election day exit poll,0.960727393627167,Hillary Clinton,Charles Schumer,The Democratic candidate,Male,White,65 or over,Democrat,Liberal,"$250,000 or more",Postgraduate study,No,,Yes,,,,Not a factor at all,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,Foreign policy,,,,Somewhat approve,,Has the right experience,,,,,,,Before that,,,,,,,,White men,Married men,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,,,Not important,Not a factor,,,Only Hillary Clinton,,,,,Approve,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",16.0,East,Version 1,1.0,10463.0
201342.0, New York,155.0,Call 2,Complete,Election day exit poll,0.950414061546326,Donald Trump,Wendy Long,The Democratic candidate,Male,Hispanic/Latino,18-24,Independent,Moderate,,Some college/assoc. degree,No,No,No,Donald Trump,A few times a year,,,,A lot,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,None,An important factor,,,,Seriously off on the wrong track,,Some,,,,,Latino men,Non married men,18-29,18-29,18-44,18-44,18-64,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A few times a year or less,All others,,,A lot or some,Very confident or somewhat confident,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,None,None,,Not a mormon,No,,All others,Republican Senate - Voted Trump,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,Suburbs,Suburbs,16.0,East,Version 5,3.0,10703.0
201345.0, New York,155.0,Call 2,Complete,Election day exit poll,0.950414061546326,Donald Trump,Wendy Long,The Democratic candidate,Male,Hispanic/Latino,18-24,Independent,Moderate,,Some college/assoc. degree,No,No,No,Donald Trump,A few times a year,,,,A lot,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,None,An important factor,,,,Seriously off on the wrong track,,Some,,,,,Latino men,Non married men,18-29,18-29,18-44,18-44,18-64,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A few times a year or less,All others,,,A lot or some,Very confident or somewhat confident,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,None,None,,Not a mormon,No,,All others,Republican Senate - Voted Trump,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,Suburbs,Suburbs,16.0,East,Version 5,3.0,10703.0
201353.0, New York,76.0,Call 2,Complete,Election day exit poll,0.443334251642227,Donald Trump,Wendy Long,The Republican candidate,Female,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,,,,,Yes,,Donald Trump,,,,,Unfavorable,Favorable,,,About the same,,,,Donald Trump,Donald Trump,,,,,Support,Very badly,,,,,,,,,,,,,,,,,,No,No,Scared,Optimistic,White women,,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,,,,,,Somewhat badly or very badly,,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,,,Concerned or scared,Excited or optimistic,National questionnaire,English,Suburbs,Suburbs,4.0,East,Version 4,2.0,11560.0
201358.0, New York,80.0,Call 2,Complete,Election day exit poll,1.01764929294586,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,18-24,Democrat,Liberal,,Postgraduate study,No,No,No,Hillary Clinton,Never,,,,Not at all,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,None,A minor factor,,,,Seriously off on the wrong track,,A lot,,,,,White women,Non married women,18-29,18-29,18-44,18-44,18-64,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,A few times a year or less,All others,,,Not much or not at all,Very confident or somewhat confident,,,,,,,Liberal Democrats,Liberal Democrats,,None,None,None,Not a mormon,No,All others,All others,Democratic Senate - voted Clinton,A minor factor or not a factor at all,,,,A lot or some,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,East,Version 5,1.0,10027.0
201364.0, New York,30.0,Call 2,Complete,Election day exit poll,0.714834213256836,Donald Trump,Wendy Long,The Republican candidate,Female,White,65 or over,Republican,Moderate,"Under $30,000",Postgraduate study,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,"Dissatisfied, but not angry",,,,,No,Yes,,,,The economy,,,Poor,,,Cares about people like me,,,,,No,No,,,,,,,,,White women,,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,Republican Senate - Voted Trump,,Neither,,,,,,National questionnaire,English,Rural,Small Cities/Rural,21.0,East,Version 2,5.0,12956.0
201371.0, New York,146.0,Call 2,Complete,Election day exit poll,1.25806760787964,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,65 or over,Democrat,Liberal,,College graduate,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Change to more liberal policies,,Yes,No,None,,,,,,Has no effect on U.S. jobs,,,,,,White women,,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,None,None,None,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,Suburbs,Suburbs,19.0,East,Version 3,3.0,12443.0
201379.0, New York,11.0,Call 2,Complete,Election day exit poll,0.820770561695099,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,50-59,Democrat,Liberal,,Postgraduate study,No,,No,,,,An important factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Strongly approve,,Has the right experience,,,,,,,Before that,,,,,,,,White women,Non married women,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,,Important,Factor,,,Only Hillary Clinton,,,,,Approve,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",16.0,East,Version 1,1.0,10463.0
201414.0, New York,47.0,Call 2,Complete,Election day exit poll,1.07031190395355,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Black,60-64,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,,,,,I strongly favor my candidate,,,,,,,No,"Satisfied, but not enthusiastic",,,,,Yes,No,,,,The economy,,,Good,,,Cares about people like me,,,,,Yes,No,,,,,,,,,Black women,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",9.0,East,Version 2,1.0,11203.0
201431.0, New York,30.0,Call 2,Complete,Election day exit poll,0.775680720806122,Donald Trump,Wendy Long,The Republican candidate,Male,White,65 or over,Republican,Moderate,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more liberal policies,,No,Yes,Catholic,,,,,,Creates more U.S. jobs,,,,,,White men,,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,21.0,East,Version 3,5.0,12956.0
201436.0, New York,80.0,Call 2,Complete,Election day exit poll,0.877910971641541,Hillary Clinton,Charles Schumer,The Democratic candidate,Male,White,40-44,Democrat,Liberal,"$250,000 or more",College graduate,No,,Yes,,,,A minor factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,Foreign policy,,,,Strongly approve,,Has good judgment,,,,,,,Before that,,,,,,,,White men,Married men,30-44,30-59,18-44,18-44,18-64,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,,,Not important,Factor,,,Only Hillary Clinton,,,,,Approve,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",13.0,East,Version 1,1.0,10027.0
201438.0, New York,76.0,Call 2,Complete,Election day exit poll,0.545514464378357,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,60-64,Democrat,Conservative,,Some college/assoc. degree,No,,,,,Yes,,Hillary Clinton,,,,,Favorable,Unfavorable,,,Better today,,,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Somewhat well,,,,,,,,,,,,,,,,,,Yes,No,Excited,Scared,White women,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,,,,,,,,Very well or somewhat well,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,,,,Excited or optimistic,Concerned or scared,National questionnaire,English,Suburbs,Suburbs,4.0,East,Version 4,2.0,11560.0
