ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOH16,SENOH16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,CHILD12,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVKASICH,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,JOBSIT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PARENTS,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELIGN10,RELWHITE,MORMON,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,WHTEVANG,WPROTBRN,WPROTBRN3,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
193655.0,Ohio,21.0,Call 2,Complete,Election day exit poll,0.816934704780579,Hillary Clinton,Ted Strickland,Female,White,30-39,Independent,Moderate,,College graduate,No,,No,,Yes,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,Did not go far enough,No,No,,,The economy,Worse today,,Not so good,,,Has the right experience,,,,Yes,No,,,,No,White women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Women with children,Moderate/Liberal Republicans,Moderate Independents,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Ohio Valley + West
193654.0,Ohio,96.0,Call 2,Complete,Election day exit poll,0.811004936695099,Hillary Clinton,Ted Strickland,Female,Hispanic/Latino,25-29,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,Yes,,,,,Not at all,,Favorable,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly approve,,Has the right experience,Yes,No,,,,Before that,,A lot,,Latino women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Not much or not at all,Only Hillary Clinton,,,,,,Approve,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,9.0,Midwest,Version 1,North
194027.0,Ohio,49.0,Call 2,Complete,Election day exit poll,0.834520995616913,Hillary Clinton,Ted Strickland,Female,White,40-44,Democrat,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Some,,Favorable,Unfavorable,Favorable,,,,,,,,,,,Omit,,,,Strongly approve,,Has the right experience,Yes,No,,,,Before that,,A lot,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,Yes,A lot or some,Only Hillary Clinton,,,,,,Approve,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 1,Columbus Area
108192.0,Ohio,,,Complete,Telephone survey,0.898240089416504,Donald Trump,Ted Strickland,Male,Other,60-64,Independent,Conservative,,College graduate,No,Yes,,Donald Trump,,,,,,,Worse today,"No, not contacted by either",,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,,About the same,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,Creates more U.S. jobs,,,All other races,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,Other,Other,Non-white,Other,Other,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Catholic,Catholic,,Not a mormon,Democratic Senate - did not vote Clinton,,,,,All others,No,,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 3,Cinc/Dayton Area
174852.0,Ohio,73.0,Call 1,Complete,Election day exit poll,0.792482912540436,Donald Trump,Ted Strickland,Male,Black,25-29,Something else,Liberal,,High school or less,No,Yes,,Donald Trump,,,,,,,Worse today,"No, not contacted by either",,Hillary Clinton,Donald Trump,,,,Hurt the country,Offered a chance to apply for legal status,,,About the same,,,Change to more liberal policies,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,,,Black men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Liberal Independents,,Other religion,Something else,Muslim,,Not a mormon,Democratic Senate - did not vote Clinton,,,,,All others,No,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 3,Cinc/Dayton Area
194283.0,Ohio,135.0,Call 2,Complete,Election day exit poll,0.682176351547241,Donald Trump,Ted Strickland,Male,Black,40-44,Democrat,Moderate,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,,,,,Did not go far enough,,,,Deported to the country they came from,,,Worse than life today,,,Change to more conservative policies,,No,Yes,,,,,Takes away U.S. jobs,,,Black men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,None,None,None,,Not a mormon,Democratic Senate - did not vote Clinton,,,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",13.0,Midwest,Version 3,North
211040.0,Ohio,73.0,Call 3,Complete,Election day exit poll,0.724953949451447,Donald Trump,Ted Strickland,Male,Black,30-39,Democrat,Moderate,,High school or less,No,Yes,,Hillary Clinton,,,,,,,About the same,"Yes, for Donald Trump",,Hillary Clinton,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,,About the same,,,Change to more liberal policies,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,,,Black men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,None,None,None,,Not a mormon,Democratic Senate - did not vote Clinton,,,,,All others,No,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 3,Cinc/Dayton Area
193558.0,Ohio,57.0,Call 2,Complete,Election day exit poll,1.51231360435486,Donald Trump,Ted Strickland,Male,White,65 or over,Independent,Moderate,,Some college/assoc. degree,No,No,No,Donald Trump,,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all,,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,A lot or some,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,None,None,None,None,Not a mormon,Democratic Senate - did not vote Clinton,,,,Not much or not at all,All others,No,All others,National questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 5,Columbus Area
108308.0,Ohio,,,Complete,Telephone survey,2.07753610610962,Donald Trump,Ted Strickland,Male,White,50-59,Independent,Moderate,,Some college/assoc. degree,No,No,,Donald Trump,,,,,,,About the same,"No, not contacted by either",,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,,Worse than life today,,,Change to more conservative policies,,,,No group is favored,,,,Takes away U.S. jobs,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Moderate Independents,,None,None,None,None,Not a mormon,Democratic Senate - did not vote Clinton,,,,,All others,No,All others,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 3,Columbus Area
176158.0,Ohio,128.0,Call 1,Complete,Election day exit poll,0.848071038722992,Donald Trump,Ted Strickland,Male,White,30-39,Democrat,Moderate,,High school or less,No,,,Donald Trump,,,,,,,,,,,,Was about right,,,,Offered a chance to apply for legal status,,,About the same,,,Change to more conservative policies,,No,Yes,,,,,Takes away U.S. jobs,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,Other religion,Something else,Other,Something else,Not a mormon,Democratic Senate - did not vote Clinton,,,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",12.0,Midwest,Version 3,Ohio Valley + West
176329.0,Ohio,160.0,Call 1,Complete,Election day exit poll,0.951883554458618,Donald Trump,Ted Strickland,Male,White,60-64,Something else,Moderate,,High school or less,No,No,,Donald Trump,,,,,,,About the same,"No, not contacted by either",,Donald Trump,Donald Trump,,,,Hurt the country,Offered a chance to apply for legal status,,,About the same,,,Change to more conservative policies,,,,No group is favored,,,,Takes away U.S. jobs,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Catholic,Catholic,Catholic,Not a mormon,Democratic Senate - did not vote Clinton,,,,,All others,No,All others,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,North
214524.0,Ohio,105.0,Call 3,Complete,Election day exit poll,0.861073553562164,Donald Trump,Ted Strickland,Male,White,18-24,Independent,Moderate,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,,,,,Went too far,,,,Offered a chance to apply for legal status,,,Better than life today,,,Change to more conservative policies,,No,No,,,,,Creates more U.S. jobs,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Neither,"Protestant, Catholic or other Christian",Catholic,Catholic,Catholic,Not a mormon,Democratic Senate - did not vote Clinton,,,,,,,,National questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 3,North
108229.0,Ohio,,,Complete,Telephone survey,1.15319502353668,Donald Trump,Ted Strickland,Male,White,50-59,Democrat,Conservative,,Some college/assoc. degree,No,No,,Donald Trump,,,,,,,Worse today,"No, not contacted by either",,Donald Trump,Donald Trump,,,,Omit,Deported to the country they came from,,,About the same,,,Omit,,,,No group is favored,,,,Takes away U.S. jobs,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Catholic,Catholic,Catholic,Not a mormon,Democratic Senate - did not vote Clinton,,,,,All others,No,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",16.0,Midwest,Version 3,Cleveland Area
177883.0,Ohio,142.0,Call 1,Complete,Election day exit poll,0.536073505878448,Donald Trump,Ted Strickland,Male,White,50-59,Democrat,Conservative,,College graduate,No,No,,Would not have voted,,,,,,,Better today,"No, not contacted by either",,Donald Trump,Donald Trump,,,,Help the country,Deported to the country they came from,,,About the same,,,Change to more liberal policies,,,,Whites are favored over minorities,,,,Has no effect on U.S. jobs,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Catholic,Catholic,Catholic,Not a mormon,Democratic Senate - did not vote Clinton,,,,,All others,No,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",11.0,Midwest,Version 3,North
176810.0,Ohio,105.0,Call 1,Complete,Election day exit poll,0.932457327842712,Donald Trump,Ted Strickland,Male,White,65 or over,Independent,Moderate,,College graduate,No,No,No,Donald Trump,,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some,,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,A lot or some,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Catholic,Catholic,Catholic,Not a mormon,Democratic Senate - did not vote Clinton,,,,A lot or some,All others,No,All others,National questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 5,North
210118.0,Ohio,135.0,Call 3,Complete,Election day exit poll,0.512875556945801,Donald Trump,Ted Strickland,Female,White,30-39,,,,College graduate,No,Yes,No,Donald Trump,,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omit,,White women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,,,,,White,White,White,White,Other,,A lot or some,,,,,,,,,,,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - did not vote Clinton,,,,Omit,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",13.0,Midwest,Version 5,North
175537.0,Ohio,158.0,Call 1,Complete,Election day exit poll,0.577980875968933,Donald Trump,Ted Strickland,Male,White,18-24,Independent,Liberal,,High school or less,No,No,No,Donald Trump,,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some,,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,A lot or some,,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - did not vote Clinton,,,,A lot or some,All others,No,White Protestant non-evangelical,National questionnaire,Rural,Small Cities/Rural,16.0,Midwest,Version 5,North
176068.0,Ohio,58.0,Call 1,Complete,Election day exit poll,0.832334995269775,Donald Trump,Ted Strickland,Male,White,45-49,Independent,Conservative,,High school or less,No,No,No,Donald Trump,,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not much,,White men,Non married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,A lot or some,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - did not vote Clinton,,,,Not much or not at all,All others,No,White Protestant non-evangelical,National questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 5,Columbus Area
192584.0,Ohio,65.0,Call 2,Complete,Election day exit poll,0.575887858867645,Donald Trump,Ted Strickland,Female,White,30-39,Independent,Moderate,,Some college/assoc. degree,No,Yes,No,Donald Trump,,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,,White women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,A lot or some,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Mormon,Protestant/Other Non-Catholic Christian,Mormon,Protestant/Other Non-Catholic Christian,Mormon,Democratic Senate - did not vote Clinton,,,,A lot or some,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,National questionnaire,Suburbs,Suburbs,10.0,Midwest,Version 5,Cinc/Dayton Area
108272.0,Ohio,,,Complete,Telephone survey,1.04752898216248,Donald Trump,Ted Strickland,Male,White,65 or over,Democrat,Liberal,,High school or less,No,No,,Donald Trump,,,,,,,Worse today,Omit,,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,,Worse than life today,,,Change to more conservative policies,,,,No group is favored,,,,Takes away U.S. jobs,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Omit,Omit,,,,,,Liberal Democrats,Liberal Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - did not vote Clinton,,,,,All others,No,White Protestant non-evangelical,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,Midwest,Version 3,North
108241.0,Ohio,,,Complete,Telephone survey,1.1914130449295,Donald Trump,Ted Strickland,Female,White,60-64,Independent,Conservative,,High school or less,No,Yes,,Donald Trump,,,,,,,Worse today,"Yes, for Donald Trump",,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,,Worse than life today,,,Change to more conservative policies,,,,No group is favored,,,,Takes away U.S. jobs,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - did not vote Clinton,,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",12.0,Midwest,Version 3,Ohio Valley + West
175149.0,Ohio,97.0,Call 1,Complete,Election day exit poll,0.636345624923706,Donald Trump,Ted Strickland,Female,White,30-39,Something else,,,College graduate,No,No,,Donald Trump,,,,,,,About the same,"No, not contacted by either",,Omit,Omit,,,,Hurt the country,Deported to the country they came from,,,About the same,,,Change to more liberal policies,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,,,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - did not vote Clinton,,,,,All others,No,White Protestant non-evangelical,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,North
213805.0,Ohio,128.0,Call 3,Complete,Election day exit poll,0.893779456615448,Donald Trump,Ted Strickland,Female,White,60-64,Democrat,Moderate,,High school or less,No,,,Donald Trump,,,,,,,,,,,,Went too far,,,,Deported to the country they came from,,,Better than life today,,,Change to more conservative policies,,No,Yes,,,,,Has no effect on U.S. jobs,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - did not vote Clinton,,,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",12.0,Midwest,Version 3,Ohio Valley + West
193901.0,Ohio,97.0,Call 2,Complete,Election day exit poll,0.636345624923706,Donald Trump,Ted Strickland,Female,White,30-39,Something else,Moderate,,College graduate,No,Yes,,Donald Trump,,,,,,,About the same,"No, not contacted by either",,Donald Trump,Donald Trump,,,,Help the country,Offered a chance to apply for legal status,,,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,Creates more U.S. jobs,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - did not vote Clinton,,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,North
214354.0,Ohio,106.0,Call 3,Complete,Election day exit poll,0.613618969917297,Donald Trump,Ted Strickland,Female,White,45-49,Republican,Moderate,,Some college/assoc. degree,No,Yes,,Donald Trump,,,,,,,Worse today,"No, not contacted by either",,Donald Trump,Donald Trump,,,,Hurt the country,Offered a chance to apply for legal status,,,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Conservative Republicans,Mod./Liberal Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - did not vote Clinton,,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Suburbs,Suburbs,13.0,Midwest,Version 3,North
212803.0,Ohio,146.0,Call 3,Complete,Election day exit poll,0.520646393299103,Donald Trump,Ted Strickland,Female,White,30-39,Democrat,Conservative,,Postgraduate study,No,Yes,,Donald Trump,,,,,,,About the same,"No, not contacted by either",,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,,Worse than life today,,,Change to more conservative policies,,,,No group is favored,,,,Has no effect on U.S. jobs,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - did not vote Clinton,,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Suburbs,Suburbs,13.0,Midwest,Version 3,North
212800.0,Ohio,48.0,Call 3,Complete,Election day exit poll,1.01781666278839,Donald Trump,Ted Strickland,Male,White,18-24,Independent,Moderate,,Some college/assoc. degree,No,Yes,,Donald Trump,,,,,,,About the same,"Yes, for Hillary Clinton",,Donald Trump,Donald Trump,,,,Help the country,Offered a chance to apply for legal status,,,About the same,,,Change to more conservative policies,,,,No group is favored,,,,Has no effect on U.S. jobs,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,Contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - did not vote Clinton,,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 3,Columbus Area
