ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMO16,SENMO16,GOVMO16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,BRNAGAIN,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
182367.0,Missouri,57.0,Call 1,Complete,Election day exit poll,1.39497208595276,Hillary Clinton,Roy Blunt,Chris Koster,Male,Black,50-59,Democrat,Liberal,,Some college/assoc. degree,No,Yes,Hillary Clinton,,I strongly favor my candidate,Treats blacks unfairly,,,"Satisfied, but not enthusiastic",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,Black men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Republican Senate - did not vote Trump,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 2,3.0,64132.0
217721.0,Missouri,4.0,Call 3,Complete,Election day exit poll,1.26151180267334,Donald Trump,Roy Blunt,Eric Greitens,Female,White,65 or over,Republican,Conservative,,Postgraduate study,No,Yes,Donald Trump,,I strongly favor my candidate,Treats all people fairly,,,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Poor,,,,,No group is favored,No,Yes,,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,5.0,64779.0
221769.0,Missouri,101.0,Call 3,Complete,Election day exit poll,0.615808546543121,Hillary Clinton,Jason Kander,Chris Koster,Female,White,50-59,Democrat,Liberal,,Some college/assoc. degree,No,Yes,Would not have voted,No,,,,,,,,,,,,,,,,,,,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,,,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,,,,All others,National questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 5,2.0,63376.0
202402.0,Missouri,150.0,Call 2,Complete,Election day exit poll,1.34563958644867,Hillary Clinton,Roy Blunt,Chris Koster,Female,Hispanic/Latino,65 or over,Republican,,"Under $30,000",High school or less,Yes,,,,,,Favorable,Favorable,,,,,Terrorism,About the same,,Somewhat approve,Omit,Yes,No,,,,Before that,Latino women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Black,Other,Non-white,Hispanic/Latino,Other,No,Both,,,,Approve,,,Only Hillary Clinton,Republican Senate - did not vote Trump,,Before that,Before that,All others,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,4.0,65349.0
178309.0,Missouri,119.0,Call 1,Complete,Election day exit poll,0.503773808479309,,Jason Kander,,Female,White,45-49,,Moderate,"$100,000-$199,999",College graduate,No,,,Yes,,,Omit,Omit,,,,,The economy,Better than life today,,Strongly approve,Has good judgment,Omit,Omit,,,,Before that,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",,,,,,White,White,White,White,White suburban women,No,Omit,,,,Approve,,,Omit,Democratic Senate - did not vote Clinton,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,1.0,63033.0
202602.0,Missouri,15.0,Call 2,Complete,Election day exit poll,1.17692303657532,Donald Trump,Roy Blunt,Eric Greitens,Male,White,60-64,Republican,Conservative,,Some college/assoc. degree,No,Yes,Donald Trump,,I like my candidate but with reservations,Treats all people fairly,,,Angry,No,Yes,Deported to the country they came from,,,Poor,,,,,Minorities are favored over whites,No,Yes,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 2,5.0,65714.0
202598.0,Missouri,21.0,Call 2,Complete,Election day exit poll,0.532127857208252,Hillary Clinton,Jason Kander,Chris Koster,Female,White,45-49,Democrat,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,Yes,,,Favorable,Unfavorable,,,,,The economy,Better than life today,,Somewhat approve,Has the right experience,Yes,No,,,,Before that,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 1,3.0,64068.0
201886.0,Missouri,154.0,Call 2,Complete,Election day exit poll,1.1492612361908,Hillary Clinton,Jason Kander,Chris Koster,Female,White,30-39,Democrat,Moderate,,College graduate,No,,Hillary Clinton,,,Treats all people fairly,,,,,,Deported to the country they came from,,Better than life today,,,,Yes,No,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,,,,National questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 3,5.0,65675.0
202596.0,Missouri,21.0,Call 2,Complete,Election day exit poll,0.532127857208252,Hillary Clinton,Jason Kander,Chris Koster,Female,White,45-49,Democrat,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,Yes,,,Favorable,Unfavorable,,,,,The economy,Better than life today,,Somewhat approve,Has the right experience,Yes,No,,,,Before that,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 1,3.0,64068.0
182350.0,Missouri,94.0,Call 1,Complete,Election day exit poll,0.823950290679932,Hillary Clinton,Jason Kander,Chris Koster,Male,Black,65 or over,Independent,Moderate,"$50,000-$99,999",Postgraduate study,No,,,No,,,Favorable,Unfavorable,,,,,The economy,Better than life today,,Somewhat approve,Has the right experience,Yes,No,,,,Before that,Black men,,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,No,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,Midwest,Version 1,3.0,64154.0
181130.0,Missouri,104.0,Call 1,Complete,Election day exit poll,0.691126942634583,Hillary Clinton,Jason Kander,Chris Koster,Male,White,60-64,Independent,Moderate,,College graduate,No,No,Hillary Clinton,,I like my candidate but with reservations,Omit,,,"Satisfied, but not enthusiastic",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Omit,Yes,No,,White men,Non married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,2.0,63367.0
202592.0,Missouri,54.0,Call 2,Complete,Election day exit poll,0.914771378040314,Hillary Clinton,Jason Kander,Chris Koster,Female,White,50-59,Democrat,Liberal,,College graduate,No,No,Hillary Clinton,No,,,,,,,,,,,,,,,,,,,,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,,,,All others,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 5,3.0,64106.0
202587.0,Missouri,38.0,Call 2,Complete,Election day exit poll,0.860529959201813,Donald Trump,Roy Blunt,Eric Greitens,Female,White,18-24,Republican,Moderate,"$30,000-$49,999",College graduate,No,,,No,,,Unfavorable,Favorable,,,,,Terrorism,Worse than life today,,Somewhat approve,Can bring needed change,No,Yes,,,,Before that,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,Only Donald Trump,,,,Approve,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 1,5.0,65803.0
202585.0,Missouri,106.0,Call 2,Complete,Election day exit poll,0.769954323768616,Hillary Clinton,Jason Kander,Chris Koster,Male,White,45-49,Democrat,Liberal,"$200.000-$249,999",Some college/assoc. degree,No,,,No,,,Favorable,Unfavorable,,,,,The economy,Worse than life today,,Somewhat approve,Can bring needed change,Yes,No,,,,Before that,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,2.0,63385.0
202584.0,Missouri,49.0,Call 2,Not complete,Election day exit poll,1.22095727920532,Donald Trump,Roy Blunt,Eric Greitens,Male,White,50-59,,,,,No,,,,,,,,,,,,,Better than life today,,,,,,,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,,,,,,,Republican Senate - Voted Trump,,,,,National questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,3.0,64081.0
202583.0,Missouri,79.0,Call 2,Complete,Election day exit poll,1.45137917995453,Hillary Clinton,Jason Kander,Chris Koster,Female,White,65 or over,Democrat,Liberal,,Some college/assoc. degree,No,Yes,Hillary Clinton,,I strongly favor my candidate,Treats blacks unfairly,,,"Dissatisfied, but not angry",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,No group is favored,Yes,No,,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 2,4.0,63448.0
182337.0,Missouri,82.0,Call 1,Complete,Election day exit poll,1.35850846767426,Donald Trump,Roy Blunt,Eric Greitens,Female,White,65 or over,Democrat,Moderate,"Under $30,000",High school or less,No,,,No,,,Unfavorable,Favorable,,,,,The economy,Better than life today,,Strongly disapprove,Cares about people like me,No,Yes,,,,In October,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,Only Donald Trump,,,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,Republican Senate - Voted Trump,,In the last month,Before that,All others,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 1,4.0,63456.0
184813.0,Missouri,54.0,Call 1,Complete,Election day exit poll,0.6481693983078,Gary Johnson,Roy Blunt,Eric Greitens,Male,White,30-39,Independent,Liberal,,Postgraduate study,No,,Hillary Clinton,,,Treats all people fairly,,,,,,Offered a chance to apply for legal status,,About the same,,,,Yes,No,,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,,,,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,Republican Senate - did not vote Trump,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 3,3.0,64106.0
214723.0,Missouri,104.0,Call 3,Complete,Election day exit poll,0.630944907665253,Donald Trump,Jason Kander,Chris Koster,Female,Hispanic/Latino,30-39,Independent,Conservative,"$30,000-$49,999",College graduate,Yes,,,No,,,Unfavorable,Favorable,,,,,The economy,About the same,,Somewhat approve,Can bring needed change,Yes,Yes,,,,Before that,Latino women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Only Donald Trump,,,,Approve,Moderate/Liberal Republicans,Conservative Independents,Both,Democratic Senate - did not vote Clinton,,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,2.0,63367.0
218771.0,Missouri,117.0,Call 3,Complete,Election day exit poll,1.07332134246826,Hillary Clinton,Jason Kander,Chris Koster,Female,White,65 or over,Independent,Liberal,,Postgraduate study,No,,Hillary Clinton,,,Treats blacks unfairly,,,,,,Offered a chance to apply for legal status,,Better than life today,,,,Yes,No,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,,,,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 3,1.0,63144.0
202574.0,Missouri,46.0,Call 2,Complete,Election day exit poll,0.915532290935516,Hillary Clinton,Jason Kander,Chris Koster,Male,Black,30-39,Independent,Conservative,"Under $30,000",High school or less,No,,,Yes,,,Favorable,Unfavorable,,,,,The economy,About the same,,Somewhat approve,Can bring needed change,Yes,No,,,,In the last week,Black men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,No,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Conservative Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,,In the last month,In the last week,All others,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,3.0,64055.0
216519.0,Missouri,15.0,Call 3,Complete,Election day exit poll,0.998335897922516,Gary Johnson,Jason Kander,Eric Greitens,Male,White,18-24,Something else,Moderate,"$30,000-$49,999",High school or less,No,,,No,,,Unfavorable,Unfavorable,,,,,The economy,Worse than life today,,Somewhat approve,Has good judgment,No,No,,,,Before that,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,Yes,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Neither,Democratic Senate - did not vote Clinton,,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 1,5.0,65714.0
206619.0,Missouri,137.0,Call 2,Complete,Election day exit poll,0.817214071750641,Hillary Clinton,Jason Kander,Chris Koster,Female,,30-39,Democrat,Moderate,,College graduate,No,No,Hillary Clinton,No,,,,,,,,,,,,,,,,,,,,,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,,,,College graduate,More than High school graduate,,,,,,,Democrat,,,Democratic women,,,,,,Other,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - voted Clinton,,,,All others,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 5,1.0,63133.0
198520.0,Missouri,4.0,Call 2,Complete,Election day exit poll,1.15557086467743,Donald Trump,Roy Blunt,Eric Greitens,Male,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,Yes,Donald Trump,,I strongly favor my candidate,Treats all people fairly,,,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Poor,,,,,Minorities are favored over whites,No,Yes,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,5.0,64779.0
202568.0,Missouri,70.0,Call 2,Complete,Election day exit poll,1.40166544914246,Donald Trump,Roy Blunt,Eric Greitens,Female,Other,25-29,Republican,Conservative,,Postgraduate study,No,Yes,Donald Trump,,I dislike the other candidates,Treats blacks unfairly,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Good,,,,,No group is favored,No,No,,All other races,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Other,Other,Non-white,Other,Other,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,2.0,63010.0
182307.0,Missouri,36.0,Call 1,Complete,Election day exit poll,0.955838799476624,Donald Trump,Roy Blunt,Eric Greitens,Male,White,50-59,Republican,Conservative,"Under $30,000",High school or less,No,No,,,,,Unfavorable,Favorable,,,,,The economy,,,Strongly disapprove,Can bring needed change,,,,,,In October,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,In the last month,Before that,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 1,5.0,65810.0
202564.0,Missouri,26.0,Call 2,Complete,Election day exit poll,0.940014719963074,Hillary Clinton,Jason Kander,Chris Koster,Male,White,65 or over,Democrat,Liberal,,Postgraduate study,No,Yes,Hillary Clinton,,I like my candidate but with reservations,Omit,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Minorities are favored over whites,No,No,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Neither,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,Midwest,Version 2,4.0,65109.0
219422.0,Missouri,137.0,Call 3,Complete,Election day exit poll,1.74324595928192,Hillary Clinton,Jason Kander,Chris Koster,Female,Black,30-39,Democrat,Moderate,,Some college/assoc. degree,No,,,,,,,,,,,,,,,,,,,,,,,Black women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - voted Clinton,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 4,1.0,63133.0
182314.0,Missouri,46.0,Call 1,Complete,Election day exit poll,0.762501239776611,Hillary Clinton,Jason Kander,Chris Koster,Male,White,30-39,Independent,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,,,No,,,Favorable,Unfavorable,,,,,The economy,Better than life today,,Strongly approve,Can bring needed change,Yes,No,,,,Before that,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,3.0,64055.0
182313.0,Missouri,49.0,Call 1,Complete,Election day exit poll,1.25072002410889,Donald Trump,Roy Blunt,Eric Greitens,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",No,Yes,,The economy,,Good,,Can bring needed change,,,,No,Yes,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Excellent or good,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,National questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,3.0,64081.0
201330.0,Missouri,42.0,Call 2,Complete,Election day exit poll,1.30765330791473,Donald Trump,Roy Blunt,Eric Greitens,Male,White,50-59,Republican,Conservative,,College graduate,No,,,,,,,,,,,,,,,,,,,,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,,National questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 4,4.0,65250.0
222800.0,Missouri,106.0,Call 3,Complete,Election day exit poll,1.2474273443222,Donald Trump,Roy Blunt,Eric Greitens,Female,White,60-64,Independent,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,,,No,,,Unfavorable,Favorable,,,,,Immigration,About the same,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Liberal Independents,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,2.0,63385.0
