ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNM16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVJOHNSON,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,IMMWALL,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,SPANISHQ,ZIPCODE
222154.0, New Mexico,37.0,Call 3,Complete,Election day exit poll,0.3175408244133,Donald Trump,Female,White,30-39,Republican,Moderate,,High school or less,No,Yes,Donald Trump,A lot,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,No,Yes,Hurt the country,Deported to the country they came from,,,,Not so good,,,,,Minorities are favored over whites,No,Yes,,Not at all,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Only Donald Trump,,,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,1.0,English,88220.0
222392.0, New Mexico,76.0,Call 3,Complete,Election day exit poll,0.544600665569305,Donald Trump,Female,Hispanic/Latino,50-59,Democrat,Conservative,"$100,000-$199,999",Postgraduate study,Yes,,,,,Unfavorable,Favorable,Favorable,,Donald Trump,Hillary Clinton,,,,,Support,The economy,Omit,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Donald Trump,,,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,2.0,English,87532.0
204070.0, New Mexico,39.0,Call 2,Complete,Election day exit poll,0.538762748241425,Donald Trump,Male,,65 or over,Independent,Moderate,,College graduate,,Yes,Donald Trump,A lot,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,No,Yes,Omit,Offered a chance to apply for legal status,,,,Poor,,,,,No group is favored,No,Yes,,Not at all,,Married men,65+,60+,45+,50+,60+,65+,45+,65+,,,,College graduate,More than High school graduate,,,,,,,Independent/Something else,,,Independent men,,,,,,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Only Donald Trump,,,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,4.0,,88061.0
223503.0, New Mexico,24.0,Call 3,Complete,Election day exit poll,0.900543749332428,Donald Trump,Male,White,25-29,Republican,Conservative,"Under $30,000",College graduate,No,,,,,Unfavorable,Unfavorable,Unfavorable,,Donald Trump,Donald Trump,,,,,Support,The economy,Worse than life today,,Strongly disapprove,Can bring needed change,No,No,,,,Before that,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88201.0
185166.0, New Mexico,17.0,Call 1,Complete,Election day exit poll,1.69940984249115,Donald Trump,Female,White,30-39,Independent,Conservative,,College graduate,No,Yes,Donald Trump,A lot,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,No,No,Hurt the country,Offered a chance to apply for legal status,,,,Not so good,,,,,No group is favored,No,No,,Some,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Neither,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87112.0
185140.0, New Mexico,35.0,Call 1,Complete,Election day exit poll,0.701440393924713,Donald Trump,Male,White,50-59,Republican,Conservative,"$250,000 or more",Postgraduate study,No,,,,,Unfavorable,Unfavorable,Favorable,,Donald Trump,Donald Trump,,,,,Support,The economy,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,West,Version 1,4.0,English,88007.0
205384.0, New Mexico,24.0,Call 2,Complete,Election day exit poll,0.779993891716003,Donald Trump,Female,White,25-29,Republican,Moderate,"$30,000-$49,999",High school or less,No,,,,,Unfavorable,Favorable,Favorable,,Donald Trump,Donald Trump,,,,,Support,Omit,About the same,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88201.0
221579.0, New Mexico,62.0,Call 3,Complete,Election day exit poll,1.81490325927734,Donald Trump,Male,Other,45-49,Republican,Moderate,,College graduate,No,Yes,Donald Trump,Some,I like my candidate but with reservations,,,,"Satisfied, but not enthusiastic",,,Yes,Yes,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Minorities are favored over whites,Yes,Yes,,Some,All other races,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,All others,Other,Other,Non-white,Other,Other,,A lot or some,,"Enthusiastic or satisfied, but not enthusiastic",Both,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Both,,,A lot or some,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,3.0,English,87043.0
222947.0, New Mexico,17.0,Call 3,Complete,Election day exit poll,1.74704039096832,Donald Trump,Female,Hispanic/Latino,25-29,Republican,Moderate,"Under $30,000",Some college/assoc. degree,Yes,,,,,Favorable,Favorable,Favorable,,Donald Trump,Donald Trump,,,,,Support,The economy,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,In the last week,,Latino women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Both,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,,In the last month,In the last week,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87112.0
185113.0, New Mexico,42.0,Call 1,Complete,Election day exit poll,0.384492456912994,Donald Trump,Male,White,30-39,Republican,Conservative,"$100,000-$199,999",High school or less,No,,,,,Unfavorable,Favorable,Favorable,,Donald Trump,Donald Trump,,,,,Support,The economy,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,88020.0
205351.0, New Mexico,58.0,Call 2,Complete,Election day exit poll,1.58599948883057,Donald Trump,Female,White,65 or over,Independent,Conservative,,College graduate,No,No,Donald Trump,A lot,I dislike the other candidates,,,,Angry,,,No,Yes,Hurt the country,Offered a chance to apply for legal status,,,,Poor,,,,,Minorities are favored over whites,No,Yes,,Not at all,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Only Donald Trump,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,3.0,West,Version 2,3.0,English,87025.0
185077.0, New Mexico,24.0,Call 1,Complete,Election day exit poll,0.758728444576263,Donald Trump,Female,White,50-59,Independent,Liberal,,College graduate,No,No,Donald Trump,Not much,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,Yes,Yes,Hurt the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Minorities are favored over whites,Yes,Yes,,Not much,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Both,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,Both,,,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,1.0,English,88201.0
136482.0, New Mexico,,,Complete,Telephone survey,0.673465013504028,Donald Trump,Female,White,65 or over,Republican,Conservative,,Postgraduate study,No,,,,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,No,Yes,,,,The economy,,Poor,,Can bring needed change,,,,No,Yes,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Only Donald Trump,,,,National questionnaire,Suburbs,Suburbs,2.0,West,Version 2,3.0,English,87059.0
136481.0, New Mexico,,,Complete,Telephone survey,3.42894291877747,Donald Trump,Female,White,40-44,Republican,Moderate,"$50,000-$99,999",College graduate,No,,,,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,Yes,Yes,,,,The economy,,Poor,,Can bring needed change,,,,Yes,No,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,,"Dissatisfied, but not angry or Angry",Both,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Only Hillary Clinton,,,,National questionnaire,Suburbs,Suburbs,1.0,West,Version 2,3.0,English,87035.0
136480.0, New Mexico,,,Complete,Telephone survey,2.10821223258972,Donald Trump,Female,Hispanic/Latino,50-59,Democrat,Moderate,"$100,000-$199,999",College graduate,Yes,,,,I like my candidate but with reservations,,,,Angry,,,No,Yes,,,,The economy,,Poor,,Can bring needed change,,,,No,No,,,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Neither,,,,National questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,1.0,English,88240.0
102022.0, New Mexico,,,Complete,Telephone survey,3.25110483169556,Donald Trump,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,,Unfavorable,Favorable,Favorable,,Donald Trump,Donald Trump,,,,,Support,Immigration,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,3.0,West,Version 1,4.0,English,87410.0
221505.0, New Mexico,58.0,Call 3,Complete,Election day exit poll,1.29280984401703,Donald Trump,Female,Hispanic/Latino,18-24,Republican,Liberal,"$50,000-$99,999",College graduate,Yes,,,,,Unfavorable,Favorable,Favorable,,Donald Trump,Donald Trump,,,,,Support,Immigration,About the same,,Strongly approve,Has good judgment,No,Yes,,,,In the last week,,Latino women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Donald Trump,,,,Approve,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,,In the last month,In the last week,,State questionnaire,Suburbs,Suburbs,3.0,West,Version 1,3.0,English,87025.0
205302.0, New Mexico,14.0,Call 2,Complete,Election day exit poll,1.17090535163879,Donald Trump,Male,Other,30-39,Independent,Conservative,,Some college/assoc. degree,No,Yes,Donald Trump,A lot,I strongly favor my candidate,,,,Angry,,,No,No,Help the country,Offered a chance to apply for legal status,,,,Poor,,,,,Whites are favored over minorities,No,Yes,,Not much,All other races,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,American Indian,Other,Non-white,American Indian,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Only Donald Trump,,,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87109.0
185054.0, New Mexico,76.0,Call 1,Complete,Election day exit poll,0.792985081672668,Donald Trump,Male,Hispanic/Latino,65 or over,,,,,Yes,,Would not have voted,Omit,I like my candidate but with reservations,,,,Omit,,,Omit,Omit,Omit,Omit,,,,Not so good,,,,,Omit,No,Omit,,Omit,Latino men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,,,,,,,,,,,,,,Other,Other,Non-white,Hispanic/Latino,Other,,Omit,,Omit,Omit,Not so good or poor,,,,,Omit,,,Omit,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 2,2.0,English,87532.0
205283.0, New Mexico,42.0,Call 2,Complete,Election day exit poll,0.384492456912994,Donald Trump,Male,White,40-44,Republican,Conservative,,High school or less,No,Yes,Donald Trump,A lot,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,No,Yes,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Minorities are favored over whites,No,Yes,,Not much,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Excellent or good,,Independent/Something else,Conservative Republicans,,Only Donald Trump,,,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,4.0,English,88020.0
205282.0, New Mexico,42.0,Call 2,Complete,Election day exit poll,0.384492456912994,Donald Trump,Male,White,40-44,Republican,Conservative,,High school or less,No,Yes,Donald Trump,A lot,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,No,Yes,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Minorities are favored over whites,No,Yes,,Not much,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Excellent or good,,Independent/Something else,Conservative Republicans,,Only Donald Trump,,,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,4.0,English,88020.0
185017.0, New Mexico,42.0,Call 1,Complete,Election day exit poll,0.333022981882095,Donald Trump,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,,Unfavorable,Favorable,Unfavorable,,Hillary Clinton,Donald Trump,,,,,Support,Immigration,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,88020.0
221437.0, New Mexico,58.0,Call 3,Complete,Election day exit poll,1.25756323337555,Donald Trump,Female,White,45-49,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,Unfavorable,Favorable,Unfavorable,,Donald Trump,Donald Trump,,,,,Support,The economy,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,3.0,West,Version 1,3.0,English,87025.0
205233.0, New Mexico,14.0,Call 2,Complete,Election day exit poll,1.17090535163879,Donald Trump,Male,Asian,50-59,Republican,Conservative,"$50,000-$99,999",College graduate,No,,,,,Unfavorable,Favorable,Unfavorable,,Donald Trump,Hillary Clinton,,,,,Oppose,The economy,About the same,,Strongly approve,Can bring needed change,Yes,Yes,,,,In the last few days,,All other races,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican men,All others,Asian,Other,Non-white,Asian,Other,No,,Only Donald Trump,,,,Approve,Independent/Something else,Conservative Republicans,Both,,In the last month,In the last week,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87109.0
205210.0, New Mexico,76.0,Call 2,Complete,Election day exit poll,0.544600665569305,Donald Trump,Female,Hispanic/Latino,50-59,Democrat,Conservative,"$50,000-$99,999",College graduate,Yes,,,,,Unfavorable,Favorable,Favorable,,Donald Trump,Donald Trump,,,,,Oppose,Terrorism,Better than life today,,Somewhat disapprove,Can bring needed change,Yes,Yes,,,,Before that,,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Donald Trump,,,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Both,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,2.0,English,87532.0
205198.0, New Mexico,42.0,Call 2,Complete,Election day exit poll,0.333022981882095,Donald Trump,Female,White,40-44,Republican,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Unfavorable,Favorable,Favorable,,Donald Trump,Donald Trump,,,,,Support,The economy,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,88020.0
184944.0, New Mexico,62.0,Call 1,Complete,Election day exit poll,1.81490325927734,Donald Trump,Male,White,50-59,Republican,Moderate,"$100,000-$199,999",College graduate,No,,,,,Unfavorable,Favorable,Favorable,,Donald Trump,Donald Trump,,,,,Support,Foreign policy,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,3.0,English,87043.0
222826.0, New Mexico,9.0,Call 3,Complete,Election day exit poll,1.20993542671204,Donald Trump,Male,Hispanic/Latino,40-44,Independent,Moderate,,Postgraduate study,Yes,No,Donald Trump,A lot,I like my candidate but with reservations,,,,Angry,,,No,Yes,Help the country,Offered a chance to apply for legal status,,,,Poor,,,,,No group is favored,No,No,,A lot,Latino men,Non married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Neither,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87106.0
184927.0, New Mexico,24.0,Call 1,Complete,Election day exit poll,0.956884622573853,Donald Trump,Female,White,65 or over,Independent,Moderate,"Under $30,000",High school or less,No,,,,,Unfavorable,Favorable,Unfavorable,,Donald Trump,Donald Trump,,,,,Oppose,The economy,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,In September,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,1.0,English,88201.0
184919.0, New Mexico,42.0,Call 1,Complete,Election day exit poll,0.333022981882095,Donald Trump,Female,White,40-44,Republican,Conservative,"$50,000-$99,999",Postgraduate study,No,,,,,Unfavorable,Favorable,Unfavorable,,Donald Trump,Donald Trump,,,,,Support,Immigration,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,88020.0
137143.0, New Mexico,,,Complete,Telephone survey,0.336732506752014,Donald Trump,Female,White,65 or over,Republican,Conservative,,High school or less,No,,Would not have voted,,,,,,,,,,,,Deported to the country they came from,,,Worse than life today,,,,No,Yes,,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 3,3.0,English,87112.0
