ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOR16,SENOR16,GOVOR16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,DESCRIBP12,FAVHCLIN16,FAVTRUMP,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
110762.0,Oregon,,,Complete,Telephone survey,0.358390748500824,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,65 or over,Republican,Conservative,"Under $30,000",High school or less,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,About the same,Poor,Somewhat approve,Can bring needed change,Yes,No,In October,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,Only Hillary Clinton,Only Hillary Clinton,Not so good or poor,Approve,Independent/Something else,Conservative Republicans,Democratic Senate - voted Clinton,Only Hillary Clinton,In the last month,Before that,State questionnaire,Suburbs,Suburbs,5.0,West,,3.0,97383.0
110763.0,Oregon,,,Complete,Telephone survey,0.389078915119171,Gary Johnson,Did not vote,Kate Brown,Female,Hispanic/Latino,50-59,Independent,Moderate,"Under $30,000",College graduate,Yes,I dislike the other candidates,Unfavorable,Favorable,No,No,Offered a chance to apply for legal status,The economy,Better than life today,Not so good,Somewhat approve,Has good judgment,No,No,In October,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,White,Other,Non-white,Hispanic/Latino,Other,No,Only Donald Trump,Neither,Not so good or poor,Approve,Moderate/Liberal Republicans,Moderate Independents,,Neither,In the last month,Before that,State questionnaire,Suburbs,Suburbs,1.0,West,,2.0,97229.0
110764.0,Oregon,,,Complete,Telephone survey,0.426800221204758,Donald Trump,Mark Callahan,Bud Pierce,Female,White,65 or over,Republican,Conservative,"Under $30,000",,No,I dislike the other candidates,Unfavorable,Favorable,No,Yes,Deported to the country they came from,Immigration,Better than life today,Poor,Strongly disapprove,Has good judgment,No,Yes,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,Rural,Small Cities/Rural,4.0,West,,4.0,97458.0
110765.0,Oregon,,,Complete,Telephone survey,0.862137615680695,Hillary Clinton,Ron Wyden,Kate Brown,Female,Hispanic/Latino,65 or over,Independent,Moderate,,College graduate,Yes,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,Foreign policy,About the same,Good,Strongly approve,Has the right experience,Yes,No,Before that,Latino women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,White,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,West,,2.0,97222.0
110766.0,Oregon,,,Complete,Telephone survey,0.480938136577606,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,50-59,Something else,Liberal,"$200.000-$249,999",High school or less,No,I dislike the other candidates,Favorable,Unfavorable,Omit,No,Offered a chance to apply for legal status,The economy,Worse than life today,Not so good,Strongly approve,Has good judgment,Yes,No,Before that,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,Only Hillary Clinton,Omit,Not so good or poor,Approve,Moderate/Liberal Republicans,Liberal Independents,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Rural,Small Cities/Rural,4.0,West,,4.0,97411.0
110767.0,Oregon,,,Complete,Telephone survey,0.306379765272141,Hillary Clinton,Ron Wyden,Kate Brown,Male,White,65 or over,Democrat,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,I dislike the other candidates,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,Terrorism,About the same,Good,Strongly approve,Has good judgment,Yes,No,Before that,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,West,,3.0,97302.0
110768.0,Oregon,,,Complete,Telephone survey,0.445038110017776,Donald Trump,Mark Callahan,Bud Pierce,Male,White,60-64,Independent,Conservative,"$100,000-$199,999",College graduate,No,I dislike the other candidates,Unfavorable,Omit,No,Omit,Offered a chance to apply for legal status,The economy,Worse than life today,Poor,Strongly disapprove,Can bring needed change,No,No,Before that,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Omit,Omit,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Neither,Before that,Before that,State questionnaire,Rural,Small Cities/Rural,4.0,West,,4.0,97420.0
110769.0,Oregon,,,Complete,Telephone survey,0.473751604557037,Donald Trump,Mark Callahan,Bud Pierce,Female,White,60-64,Independent,Conservative,,Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Favorable,No,Yes,Deported to the country they came from,The economy,Worse than life today,Not so good,Strongly disapprove,Can bring needed change,No,Yes,Before that,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,"Cities over 500,000","Cities over 50,000",5.0,West,,1.0,97219.0
110770.0,Oregon,,,Complete,Telephone survey,1.1551126241684,Hillary Clinton,Ron Wyden,Kate Brown,Female,Hispanic/Latino,60-64,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,Yes,I dislike the other candidates,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,Foreign policy,Better than life today,Excellent,Strongly approve,Cares about people like me,Yes,No,Before that,Latino women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,4.0,West,,3.0,97361.0
110771.0,Oregon,,,Complete,Telephone survey,13.8910102844238,Hillary Clinton,Other,Kate Brown,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,I like my candidate but with reservations,Favorable,Unfavorable,No,No,Offered a chance to apply for legal status,The economy,About the same,Good,Somewhat approve,Has the right experience,Yes,No,Before that,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,Yes,Only Hillary Clinton,Neither,Excellent or good,Approve,Liberal Democrats,Liberal Democrats,Other Senate vote,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,West,,1.0,97212.0
110772.0,Oregon,,,Complete,Telephone survey,0.557842493057251,Hillary Clinton,Ron Wyden,Kate Brown,Male,White,65 or over,Democrat,Moderate,"$30,000-$49,999",College graduate,No,I like my candidate but with reservations,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,Better than life today,Good,Strongly approve,Has good judgment,Yes,No,Before that,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,West,,2.0,97055.0
110773.0,Oregon,,,Complete,Telephone survey,0.278488993644714,Other,Ron Wyden,Kate Brown,Female,White,40-44,Democrat,Moderate,"$250,000 or more",Postgraduate study,No,I like my candidate but with reservations,Favorable,Unfavorable,No,No,Offered a chance to apply for legal status,Foreign policy,About the same,Good,Strongly approve,Has the right experience,Yes,No,Before that,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,Neither,Excellent or good,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - did not vote Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,5.0,West,,2.0,97068.0
110774.0,Oregon,,,Complete,Telephone survey,4.52027750015259,Jill Stein,Other,Other,Male,,30-39,Something else,,,College graduate,,I strongly favor my candidate,Unfavorable,Unfavorable,No,No,Offered a chance to apply for legal status,The economy,Better than life today,Good,Strongly disapprove,Has good judgment,Yes,No,Before that,,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,,,,College graduate,More than High school graduate,,,,,,,Independent/Something else,,,Independent men,,,,,,Other,,Neither,Neither,Excellent or good,Disapprove,,,Other Senate vote,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,,1.0,97219.0
110775.0,Oregon,,,Complete,Telephone survey,1.02524566650391,Donald Trump,Mark Callahan,Bud Pierce,Female,White,50-59,Independent,Conservative,"$200.000-$249,999",High school or less,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,Offered a chance to apply for legal status,Terrorism,Better than life today,Poor,Strongly disapprove,Has good judgment,No,Yes,Before that,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,West,,2.0,97004.0
110776.0,Oregon,,,Complete,Telephone survey,0.633173108100891,Hillary Clinton,Ron Wyden,Kate Brown,Female,Hispanic/Latino,50-59,Democrat,,"Under $30,000",High school or less,Yes,I like my candidate but with reservations,Favorable,Unfavorable,No,No,Deported to the country they came from,The economy,Worse than life today,Poor,Strongly approve,Cares about people like me,Yes,No,In October,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,Neither,Not so good or poor,Approve,,,Democratic Senate - voted Clinton,Only Hillary Clinton,In the last month,Before that,State questionnaire,Rural,Small Cities/Rural,2.0,West,,4.0,97058.0
110777.0,Oregon,,,Complete,Telephone survey,0.359024703502655,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,65 or over,Something else,Liberal,,Postgraduate study,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,Better than life today,Poor,Somewhat approve,Has the right experience,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,Only Hillary Clinton,Only Hillary Clinton,Not so good or poor,Approve,Moderate/Liberal Republicans,Liberal Independents,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,4.0,West,,3.0,97439.0
110778.0,Oregon,,,Complete,Telephone survey,0.131959766149521,Donald Trump,Mark Callahan,Bud Pierce,Male,Hispanic/Latino,,Republican,Conservative,,Postgraduate study,Yes,I dislike the other candidates,Unfavorable,Favorable,No,Yes,Offered a chance to apply for legal status,The economy,About the same,Not so good,Somewhat disapprove,Has good judgment,No,Yes,In September,Latino men,,,,,,,,,,,,,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,4.0,West,,3.0,97374.0
110779.0,Oregon,,,Complete,Telephone survey,1.20097184181213,Did not vote,Mark Callahan,Bud Pierce,Female,White,40-44,Something else,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,Omit,Unfavorable,Unfavorable,No,No,Offered a chance to apply for legal status,The economy,Worse than life today,Not so good,Somewhat disapprove,Omit,No,No,In October,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,Neither,Neither,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - did not vote Trump,Neither,In the last month,Before that,State questionnaire,Rural,Small Cities/Rural,1.0,West,,3.0,97138.0
110780.0,Oregon,,,Complete,Telephone survey,0.74257093667984,Donald Trump,Mark Callahan,Bud Pierce,Female,White,65 or over,Republican,Conservative,"$50,000-$99,999",College graduate,No,I like my candidate but with reservations,Unfavorable,Favorable,No,Yes,Deported to the country they came from,The economy,Worse than life today,Not so good,Somewhat disapprove,Can bring needed change,No,Yes,In October,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,In the last month,Before that,State questionnaire,Suburbs,Suburbs,3.0,West,,2.0,97225.0
110781.0,Oregon,,,Complete,Telephone survey,1.49966144561768,Donald Trump,Did not vote,Did not vote,Female,White,45-49,Republican,Moderate,,High school or less,No,I dislike the other candidates,Unfavorable,Favorable,No,Yes,Offered a chance to apply for legal status,Terrorism,Worse than life today,Not so good,Strongly disapprove,Omit,No,Yes,Before that,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Conservative Republicans,Mod./Liberal Republicans,,Only Donald Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,West,,4.0,97502.0
110782.0,Oregon,,,Complete,Telephone survey,0.916106343269348,Hillary Clinton,Did not vote,Kate Brown,Female,Other,30-39,Something else,Conservative,,High school or less,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,Foreign policy,Better than life today,Good,Strongly approve,Cares about people like me,Yes,No,In October,All other races,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,All others,Other,Other,Non-white,Other,Other,No,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Moderate/Liberal Republicans,Conservative Independents,,Only Hillary Clinton,In the last month,Before that,State questionnaire,Suburbs,Suburbs,1.0,West,,2.0,97007.0
110783.0,Oregon,,,Complete,Telephone survey,0.331631690263748,Donald Trump,Mark Callahan,Bud Pierce,Male,White,65 or over,Republican,Conservative,"Under $30,000",High school or less,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,Offered a chance to apply for legal status,Terrorism,Better than life today,Poor,Strongly disapprove,Can bring needed change,No,Yes,Before that,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,Yes,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,4.0,West,,3.0,97448.0
110784.0,Oregon,,,Complete,Telephone survey,0.348336696624756,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,65 or over,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,About the same,Good,Strongly approve,Has good judgment,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,West,,4.0,97756.0
110785.0,Oregon,,,Complete,Telephone survey,0.941329777240753,Hillary Clinton,Ron Wyden,Kate Brown,Male,White,50-59,Democrat,Moderate,"$50,000-$99,999",Postgraduate study,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,About the same,Good,Somewhat approve,Has good judgment,Yes,No,Before that,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,West,,1.0,97030.0
110786.0,Oregon,,,Complete,Telephone survey,0.494819492101669,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,50-59,Democrat,Liberal,,College graduate,No,I like my candidate but with reservations,Favorable,Unfavorable,No,No,Offered a chance to apply for legal status,Omit,About the same,Good,Strongly approve,Has good judgment,Yes,No,Before that,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,Neither,Excellent or good,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,4.0,West,,3.0,97434.0
110787.0,Oregon,,,Complete,Telephone survey,0.612759530544281,Hillary Clinton,Ron Wyden,Kate Brown,Male,White,65 or over,Independent,Liberal,,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,Foreign policy,About the same,Good,Strongly approve,Has the right experience,Yes,No,Before that,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Moderate/Liberal Republicans,Liberal Independents,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Rural,Small Cities/Rural,5.0,West,,3.0,97141.0
110788.0,Oregon,,,Complete,Telephone survey,1.91557192802429,Gary Johnson,Mark Callahan,Bud Pierce,Female,White,25-29,Republican,Conservative,"Under $30,000",College graduate,No,I like my candidate but with reservations,Unfavorable,Unfavorable,No,No,Offered a chance to apply for legal status,The economy,About the same,Not so good,Somewhat approve,Has good judgment,No,No,In October,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,Neither,Neither,Not so good or poor,Approve,Independent/Something else,Conservative Republicans,Republican Senate - did not vote Trump,Neither,In the last month,Before that,State questionnaire,Rural,Small Cities/Rural,2.0,West,,4.0,97001.0
110789.0,Oregon,,,Complete,Telephone survey,0.741259753704071,Donald Trump,Mark Callahan,Bud Pierce,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Unfavorable,No,No,Offered a chance to apply for legal status,Foreign policy,Worse than life today,Poor,Strongly disapprove,Has good judgment,No,Omit,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,Neither,Neither,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Omit,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,West,,2.0,97045.0
110790.0,Oregon,,,Complete,Telephone survey,0.695443272590637,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,65 or over,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,Worse than life today,Not so good,Strongly approve,Has good judgment,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,Yes,Only Hillary Clinton,Only Hillary Clinton,Not so good or poor,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,West,,4.0,97537.0
110791.0,Oregon,,,Complete,Telephone survey,2.98846101760864,Donald Trump,Mark Callahan,Bud Pierce,Female,Other,30-39,Republican,Conservative,"Under $30,000",College graduate,No,I strongly favor my candidate,Unfavorable,Favorable,No,No,Deported to the country they came from,The economy,Worse than life today,Poor,Strongly disapprove,Cares about people like me,No,Yes,Before that,All other races,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Other,Other,Non-white,Other,Other,No,Only Donald Trump,Neither,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,West,,4.0,97526.0
