ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIL16,SENIL16,HOUIL16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,BORNCITIZEN,BREAK12,CHIEF16,CLINTONEMAIL,COUNTACC,DESCRIBP12,FAIRJUSTICE,FAVDEM2,FAVREP2,FAVHCLIN16,FAVTRUMP,FINSIT,FTVOTER,GOVTANGR16,GOVTDO10,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMDEPORT,IMMWALL,ISIS16,ISSUE16,LGBT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RELIGN10,SUPREME16,TEMPCLINTON,TEMPTRUMP,TIME16,TRACK,TRADE16,TRUMPWOMEN,UNIONHH12,VETVOTER,CLINTONWINGEN,TRUMPWINGEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,BREAK12A,BREAK12B,CLINTONEMAILB,COUNT2,FAVPRES16,GOVTANGR16B,HONEST16,ISIS16B,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WPROTBRN,WPROTBRN3,WHTEVANG,SPLITTICKET,SUPREME16B,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,CLINTONWINGENB,TRUMPWINGENB,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
194433.0, Illinois,12.0,Call 2,Complete,Election day exit poll,0.0,Other,Mark Kirk,The Republican candidate,Male,White,18-24,Something else,Conservative,"$100,000-$199,999",High school or less,No,,No,,,,An important factor,,,,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,,Omit,,,,Strongly disapprove,,Can bring needed change,,,,,,,Before that,,,,,,,,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,,,Important,Factor,,,Neither,,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,Republican Senate - did not vote Trump,,,Before that,Before that,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 1,3.0,60188.0
194473.0, Illinois,99.0,Call 2,Complete,Election day exit poll,0.78565639257431,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Black,30-39,Democrat,Conservative,,Some college/assoc. degree,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Was about right,,,Deported to the country they came from,,,,,Better than life today,,,Continue Barack Obama's policies,,Yes,No,Other christian,,,,,,Creates more U.S. jobs,,,,,,Black women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",2.0,Midwest,Version 3,1.0,60633.0
194478.0, Illinois,149.0,Call 2,Complete,Election day exit poll,1.38441896438599,Donald Trump,Mark Kirk,The Republican candidate,Male,White,65 or over,Independent,Conservative,,College graduate,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more conservative policies,,No,No,Protestant,,,,,,Takes away U.S. jobs,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,,,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,Neither,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,Suburbs,Suburbs,1.0,Midwest,Version 3,2.0,60477.0
194482.0, Illinois,102.0,Call 2,Complete,Election day exit poll,0.735293805599213,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Black,30-39,Democrat,Conservative,,College graduate,,,No,Would not have voted,A few times a month,,,,Omit,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Other christian,Omit,,,,Seriously off on the wrong track,,Not at all,,,,,Black women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,At least monthly,All others,,,Omit,Very confident or somewhat confident,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,No,,All others,Democratic Senate - voted Clinton,Omit,,,,Not much or not at all,,,National questionnaire,,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 5,1.0,60623.0
194495.0, Illinois,12.0,Call 2,Complete,Election day exit poll,1.12684381008148,Donald Trump,Mark Kirk,The Republican candidate,Male,White,30-39,Republican,Moderate,,Some college/assoc. degree,No,,,,,Yes,,Donald Trump,,,,,Unfavorable,Favorable,,,Better today,,,,Donald Trump,Donald Trump,,,,,Oppose,Very well,,,,,,,,,,,,,,,,,,No,No,Excited,Excited,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,,Very well or somewhat well,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,,,Excited or optimistic,Excited or optimistic,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 4,3.0,60188.0
194534.0, Illinois,102.0,Call 2,Complete,Election day exit poll,0.735293805599213,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Black,30-39,Something else,Conservative,,College graduate,No,,,,,Yes,,Hillary Clinton,,,,,Favorable,Unfavorable,,,About the same,,,,Omit,Hillary Clinton,,,,,Oppose,Somewhat well,,,,,,,,,,,,,,,,,,No,No,Optimistic,Concerned,Black women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,,,,,,,,,,,Very well or somewhat well,,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,Democratic Senate - voted Clinton,,,,,,Excited or optimistic,Concerned or scared,National questionnaire,English,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 4,1.0,60623.0
194536.0, Illinois,99.0,Call 2,Complete,Election day exit poll,0.770476996898651,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,White,30-39,Democrat,Moderate,,College graduate,No,No,Yes,Hillary Clinton,A few times a year,,,,Not much,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Catholic,Not a factor at all,,,,Generally going in the right direction,,A lot,,,,,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,A few times a year or less,Catholic/Do not attend weekly,,,Not much or not at all,Very confident or somewhat confident,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,No,All others,All others,Democratic Senate - voted Clinton,A minor factor or not a factor at all,,,,A lot or some,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",2.0,Midwest,Version 5,1.0,60633.0
194549.0, Illinois,12.0,Call 2,Complete,Election day exit poll,1.04808783531189,Donald Trump,Mark Kirk,The Republican candidate,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",College graduate,No,,,,,,,,,,I dislike the other candidates,,,,,,,No,Angry,,,,,No,Yes,,,,Immigration,,,Poor,,,Has the right experience,,,,,Yes,No,,,,,,,,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,Only Hillary Clinton,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 2,3.0,60188.0
194569.0, Illinois,149.0,Call 2,Complete,Election day exit poll,1.38441896438599,Donald Trump,Mark Kirk,The Republican candidate,Male,White,65 or over,Independent,Conservative,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,Treats blacks unfairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more conservative policies,,No,No,Protestant,,,,,,Takes away U.S. jobs,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,,,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,Neither,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,Suburbs,Suburbs,1.0,Midwest,Version 3,2.0,60477.0
194579.0, Illinois,102.0,Call 2,Complete,Election day exit poll,0.735293805599213,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Hispanic/Latino,40-44,Democrat,Moderate,"Under $30,000",High school or less,Yes,,No,,,,The most important factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Strongly approve,,Cares about people like me,,,,,,,In the last few days,,,,,,,,Latino women,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Black,Other,Non-white,Hispanic/Latino,Other,No,,,Important,Factor,,,Only Hillary Clinton,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,In the last month,In the last week,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 1,1.0,60623.0
194581.0, Illinois,12.0,Call 2,Not complete,Election day exit poll,1.3017669916153,Donald Trump,Mark Kirk,The Republican candidate,Male,White,65 or over,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The most important factor,,,,,,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,,,,,,,,,,,,,,,,,,,,White Born-again/Evangelical Christians,Republican Senate - Voted Trump,The most important factor or an important factor,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 5,3.0,60188.0
194600.0, Illinois,99.0,Call 2,Complete,Election day exit poll,0.809585511684418,Jill Stein,Other,Other,Female,Hispanic/Latino,40-44,Independent,Moderate,"$100,000-$199,999",College graduate,Yes,,,,,,,,,,I dislike the other candidates,,,,,,,No,Angry,,,,,No,No,,,,Terrorism,,,Poor,,,Cares about people like me,,,,,No,No,,,,,,,,,Latino women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Other,Other,Non-white,Hispanic/Latino,Other,No,,,,,,,,"Dissatisfied, but not angry or Angry",Neither,,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Other Senate vote,,Neither,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,60633.0
194629.0, Illinois,12.0,Call 2,Complete,Election day exit poll,1.12684381008148,Donald Trump,Mark Kirk,The Republican candidate,Male,White,30-39,Republican,Moderate,"$50,000-$99,999",Postgraduate study,No,,Yes,,,,Omit,,,,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Somewhat disapprove,,Can bring needed change,,,,,,,In the last few days,,,,,,,,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,Omit,Omit,,,Neither,,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,Republican Senate - Voted Trump,,,In the last month,In the last week,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 1,3.0,60188.0
194632.0, Illinois,102.0,Call 2,Complete,Election day exit poll,0.683903515338898,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Black,25-29,Independent,Liberal,,Postgraduate study,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Was about right,,,Offered a chance to apply for legal status,,,,,About the same,,,Continue Barack Obama's policies,,Yes,No,Other christian,,,,,,Takes away U.S. jobs,,,,,,Black women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 3,1.0,60623.0
194655.0, Illinois,99.0,Call 2,Complete,Election day exit poll,0.852598071098328,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,Hispanic/Latino,45-49,Democrat,Conservative,"$30,000-$49,999",Some college/assoc. degree,Yes,,,,,,,,,,I strongly favor my candidate,,,,,,,No,Enthusiastic,,,,,Yes,No,,,,Terrorism,,,Not so good,,,Has good judgment,,,,,Yes,No,,,,,,,,,Latino men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,60633.0
194664.0, Illinois,149.0,Call 2,Complete,Election day exit poll,1.25107359886169,Donald Trump,Mark Kirk,The Republican candidate,Female,White,65 or over,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,,,I strongly favor my candidate,,,,,,,No,Angry,,,,,No,Yes,,,,Terrorism,,,Poor,,,Can bring needed change,,,,,No,Yes,,,,,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,Only Donald Trump,,,,,,National questionnaire,English,Suburbs,Suburbs,1.0,Midwest,Version 2,2.0,60477.0
194675.0, Illinois,102.0,Call 2,Complete,Election day exit poll,0.683903515338898,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Black,18-24,Democrat,Moderate,,High school or less,No,,,,,Yes,,Hillary Clinton,,,,,Favorable,Unfavorable,,,Better today,,,,Hillary Clinton,Hillary Clinton,,,,,Support,Somewhat badly,,,,,,,,,,,,,,,,,,No,No,Excited,Scared,Black women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,Somewhat badly or very badly,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,,,,Excited or optimistic,Concerned or scared,National questionnaire,English,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 4,1.0,60623.0
194684.0, Illinois,12.0,Call 2,Complete,Election day exit poll,1.3017669916153,Donald Trump,Mark Kirk,The Republican candidate,Male,White,65 or over,Republican,Conservative,"$30,000-$49,999",College graduate,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,Angry,,,,,No,No,,,,The economy,,,Not so good,,,Can bring needed change,,,,,No,No,,,,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,,,,,,"Dissatisfied, but not angry or Angry",Neither,,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,Neither,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 2,3.0,60188.0
194685.0, Illinois,12.0,Call 2,Complete,Election day exit poll,1.3017669916153,Donald Trump,Mark Kirk,The Republican candidate,Male,White,65 or over,Republican,Conservative,"$30,000-$49,999",College graduate,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,Angry,,,,,No,No,,,,The economy,,,Not so good,,,Can bring needed change,,,,,No,No,,,,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,,,,,,"Dissatisfied, but not angry or Angry",Neither,,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,Neither,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 2,3.0,60188.0
194711.0, Illinois,99.0,Call 2,Complete,Election day exit poll,0.984949350357056,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,White,60-64,Democrat,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,,,I strongly favor my candidate,,,,,,,No,"Satisfied, but not enthusiastic",,,,,Yes,No,,,,The economy,,,Not so good,,,Has the right experience,,,,,Yes,No,,,,,,,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,60633.0
194713.0, Illinois,102.0,Call 2,Complete,Election day exit poll,0.735293805599213,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Black,50-59,Democrat,Moderate,,College graduate,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Was about right,,,Offered a chance to apply for legal status,,,,,About the same,,,Continue Barack Obama's policies,,Yes,No,Other,,,,,,Takes away U.S. jobs,,,,,,Black women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Other religion,Something else,,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 3,1.0,60623.0
194733.0, Illinois,149.0,Call 2,Complete,Election day exit poll,1.11463308334351,Donald Trump,Mark Kirk,The Republican candidate,Male,White,25-29,Republican,Liberal,,College graduate,No,No,No,Donald Trump,A few times a month,,,,A lot,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Other christian,The most important factor,,,,Seriously off on the wrong track,,Not much,,,,,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,At least monthly,All others,,,A lot or some,Very confident or somewhat confident,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,No,White Protestant non-evangelical,All others,Republican Senate - Voted Trump,The most important factor or an important factor,,,,Not much or not at all,,,National questionnaire,English,Suburbs,Suburbs,1.0,Midwest,Version 5,2.0,60477.0
194752.0, Illinois,102.0,Call 2,Complete,Election day exit poll,0.756797134876251,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,Black,18-24,Democrat,Liberal,"Under $30,000",High school or less,No,,,,,,,,,,I dislike the other candidates,,,,,,,No,"Satisfied, but not enthusiastic",,,,,Yes,No,,,,Foreign policy,,,Not so good,,,Can bring needed change,,,,,Yes,No,,,,,,,,,Black men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,Not so good or poor,,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 2,1.0,60623.0
194753.0, Illinois,99.0,Call 2,Complete,Election day exit poll,0.716627717018127,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Hispanic/Latino,25-29,Democrat,Moderate,,Some college/assoc. degree,Yes,No,No,Hillary Clinton,A few times a year,,,,Some,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Catholic,An important factor,,,,Generally going in the right direction,,A lot,,,,,Latino women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A few times a year or less,Catholic/Do not attend weekly,,,A lot or some,Very confident or somewhat confident,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,No,,All others,Democratic Senate - voted Clinton,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",2.0,Midwest,Version 5,1.0,60633.0
194800.0, Illinois,149.0,Call 2,Complete,Election day exit poll,1.38441896438599,Donald Trump,Mark Kirk,The Republican candidate,Male,White,60-64,Republican,Conservative,"$50,000-$99,999",Postgraduate study,No,,Yes,,,,An important factor,,,,,,,,Unfavorable,Favorable,,,,,,,,,,,,,Terrorism,,,,Strongly disapprove,,Can bring needed change,,,,,,,In the last few days,,,,,,,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,Important,Factor,,,Only Donald Trump,,,,,Disapprove,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,In the last month,In the last week,,,,National questionnaire,English,Suburbs,Suburbs,1.0,Midwest,Version 1,2.0,60477.0
