ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSKY16,SENKY16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,COALHH,DESCRIBP12,FAVHCLIN16,FAVTRUMP,CLINHONEST,TRUMPHONEST,ISSUE16,LIFE,MARRIED,QLT16,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,HONEST16,PTYIDEO,PTYIDEO7,SPLITTICKET,TIME16MONTH,TIME16WEEK,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
193672.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,1.0464551448822,Donald Trump,Rand Paul,Male,White,50-59,Republican,Moderate,"$30,000-$49,999",High school or less,No,No,No,I like my candidate but with reservations,Unfavorable,Favorable,No,No,Terrorism,About the same,No,Has the right experience,In the last few days,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,Only Donald Trump,Neither,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,In the last month,In the last week,All others,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
193692.0,Kentucky,86.0,Call 2,Complete,Election day exit poll,1.04060757160187,Donald Trump,Rand Paul,Male,White,18-24,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Yes,No,I dislike the other candidates,Unfavorable,Unfavorable,No,No,The economy,Worse than life today,No,Can bring needed change,Before that,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Neither,Neither,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,5.0,42086.0
193694.0,Kentucky,86.0,Call 2,Complete,Election day exit poll,1.04060757160187,Donald Trump,Rand Paul,Male,White,18-24,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Yes,No,I dislike the other candidates,Unfavorable,Unfavorable,No,No,The economy,Worse than life today,No,Can bring needed change,Before that,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Neither,Neither,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,5.0,42086.0
193790.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,0.937849164009094,Hillary Clinton,Jim Gray,Female,White,40-44,Democrat,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,Yes,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,Yes,Foreign policy,Better than life today,Yes,Cares about people like me,In the last week,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Both,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,In the last month,In the last week,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
193891.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,1.18926572799683,Donald Trump,Rand Paul,Male,White,25-29,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,No,No,I dislike the other candidates,Unfavorable,Favorable,No,No,Immigration,Worse than life today,Yes,Cares about people like me,In the last week,White men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,Only Donald Trump,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Republican Senate - Voted Trump,In the last month,In the last week,All others,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
194000.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,1.33801531791687,Other,Rand Paul,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,No,No,I strongly favor my candidate,Unfavorable,Unfavorable,No,No,Foreign policy,About the same,Yes,Has good judgment,In October,White women,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,Neither,Neither,Independent/Something else,Conservative Republicans,Republican Senate - did not vote Trump,In the last month,Before that,All others,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
194105.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,1.13921296596527,Other,Rand Paul,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",College graduate,No,No,No,I strongly favor my candidate,Unfavorable,Unfavorable,No,No,Immigration,Worse than life today,Yes,Has good judgment,Before that,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Neither,Neither,Independent/Something else,Conservative Republicans,Republican Senate - did not vote Trump,Before that,Before that,All others,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
194176.0,Kentucky,40.0,Call 2,Not complete,Election day exit poll,1.1479377746582,Donald Trump,Jim Gray,Female,White,50-59,,,,,No,,,I like my candidate but with reservations,,,,,,Omit,,,In the last few days,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,Democratic Senate - did not vote Clinton,In the last month,In the last week,,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
194269.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,1.08148002624512,Donald Trump,Rand Paul,Female,White,40-44,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,Yes,No,I like my candidate but with reservations,Unfavorable,Favorable,No,No,The economy,About the same,Yes,Can bring needed change,Before that,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,Only Donald Trump,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
194359.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,1.06583821773529,Hillary Clinton,Jim Gray,Female,White,25-29,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,No,No,Omit,Favorable,Unfavorable,Yes,No,Terrorism,Better than life today,No,Has the right experience,In the last few days,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,In the last month,In the last week,All others,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
194447.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,1.30377376079559,Donald Trump,Jim Gray,Male,White,65 or over,Republican,Liberal,"$100,000-$199,999",High school or less,No,No,No,I dislike the other candidates,Unfavorable,Favorable,No,Yes,Foreign policy,Worse than life today,Yes,Has good judgment,Before that,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Democratic Senate - did not vote Clinton,Before that,Before that,All others,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
194523.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,0.937849164009094,Hillary Clinton,Jim Gray,Female,White,50-59,Democrat,Liberal,"$50,000-$99,999",College graduate,No,Yes,No,I strongly favor my candidate,Favorable,Unfavorable,No,No,The economy,Better than life today,Yes,Cares about people like me,In October,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Neither,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
194603.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,0.937849164009094,Hillary Clinton,Jim Gray,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,No,No,Omit,Favorable,Unfavorable,No,No,The economy,About the same,No,Cares about people like me,Before that,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,Only Hillary Clinton,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Before that,Before that,All others,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
194678.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,1.26940512657166,Donald Trump,Rand Paul,Female,White,60-64,Republican,Moderate,"$30,000-$49,999",High school or less,No,Yes,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,Immigration,Worse than life today,No,Can bring needed change,In the last week,White women,Non married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,Only Donald Trump,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,In the last month,In the last week,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
194748.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,1.22829413414001,Donald Trump,Rand Paul,Male,White,60-64,Republican,Moderate,"$100,000-$199,999",College graduate,No,No,No,I like my candidate but with reservations,Unfavorable,Favorable,No,No,The economy,Better than life today,No,Cares about people like me,In the last few days,White men,Non married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,Neither,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,In the last month,In the last week,All others,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
194814.0,Kentucky,40.0,Call 2,Complete,Election day exit poll,0.90747594833374,Hillary Clinton,Jim Gray,Male,White,45-49,Something else,Moderate,"$50,000-$99,999",Postgraduate study,No,No,No,I dislike the other candidates,Unfavorable,Unfavorable,No,No,Foreign policy,About the same,Yes,Cares about people like me,Before that,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Neither,Neither,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,Before that,Before that,All others,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42743.0
196111.0,Kentucky,91.0,Call 2,Complete,Election day exit poll,2.67852139472961,Donald Trump,Jim Gray,Female,White,30-39,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,Yes,No,I dislike the other candidates,Unfavorable,Unfavorable,No,No,Foreign policy,Worse than life today,Yes,Cares about people like me,In October,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,Neither,Neither,Conservative Republicans,Mod./Liberal Republicans,Democratic Senate - did not vote Clinton,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,5.0,42044.0
196883.0,Kentucky,91.0,Call 2,Complete,Election day exit poll,2.86601972579956,Donald Trump,Rand Paul,Male,White,60-64,Republican,Conservative,"$50,000-$99,999",College graduate,No,Yes,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,The economy,Better than life today,Yes,Can bring needed change,Before that,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,5.0,42044.0
202351.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,1.04549646377563,Donald Trump,Rand Paul,Male,White,18-24,Republican,Moderate,,High school or less,No,,,,,,,,,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 4,5.0,42712.0
202405.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,0.754784166812897,Donald Trump,,Female,White,25-29,Republican,,,High school or less,No,,,,,,,,,Worse than life today,,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,,,,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 3,5.0,42712.0
202484.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,0.754784166812897,Donald Trump,,Female,White,25-29,Republican,Conservative,,High school or less,No,,,,,,,,,Worse than life today,,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,Independent/Something else,Conservative Republicans,,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 3,5.0,42712.0
202625.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,1.04549646377563,Donald Trump,Rand Paul,Male,White,18-24,Something else,Conservative,"$100,000-$199,999",High school or less,No,,,,Unfavorable,Favorable,,,The economy,,No,Can bring needed change,In October,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Only Donald Trump,,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,In the last month,Before that,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42712.0
202698.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,0.976481676101685,Donald Trump,Jim Gray,Male,White,45-49,Democrat,Conservative,,High school or less,No,,,,,,,,,,,,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - did not vote Clinton,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 4,5.0,42712.0
202792.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,0.642638325691223,Donald Trump,,Male,White,50-59,Republican,Moderate,,Some college/assoc. degree,No,No,,,,,,,,,No,,,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,Conservative Republicans,Mod./Liberal Republicans,,,,All others,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 5,5.0,42712.0
202877.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,0.976481676101685,Donald Trump,Jim Gray,Male,White,40-44,Democrat,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,I strongly favor my candidate,,,No,Yes,Terrorism,,,Can bring needed change,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,Yes,,Only Donald Trump,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - did not vote Clinton,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 2,5.0,42712.0
202941.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,0.919950067996979,Donald Trump,Rand Paul,Male,White,50-59,Republican,Conservative,,,No,Yes,,,,,,,,,Yes,,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,White Born-again/Evangelical Christians,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 5,5.0,42712.0
203009.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,1.04549646377563,Donald Trump,Rand Paul,Male,White,25-29,Republican,Conservative,"$100,000-$199,999",,No,,,,Unfavorable,Favorable,,,Foreign policy,,No,Can bring needed change,Before that,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,,,,,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42712.0
203078.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,1.07980668544769,Donald Trump,Rand Paul,Male,White,65 or over,Independent,Conservative,,High school or less,No,Yes,,,,,,,,,Yes,,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,,,White Born-again/Evangelical Christians,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 5,5.0,42712.0
203152.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,1.04549646377563,Donald Trump,Rand Paul,Male,White,18-24,Something else,Moderate,,High school or less,No,,,,,,,,,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 4,5.0,42712.0
203222.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,0.936398088932037,Hillary Clinton,Jim Gray,Male,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,,,,,,,,,About the same,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 3,5.0,42712.0
203318.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,2.16728711128235,Gary Johnson,Jim Gray,Male,White,18-24,,,,,No,,,,,,,,,About the same,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,Democratic Senate - did not vote Clinton,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 3,5.0,42712.0
203398.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,0.95074075460434,Donald Trump,Rand Paul,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,I strongly favor my candidate,,,No,Yes,Terrorism,,,Can bring needed change,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 2,5.0,42712.0
203464.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,0.919950067996979,Donald Trump,Rand Paul,Male,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,,,,,,,,,Worse than life today,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 3,5.0,42712.0
203548.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,0.82447338104248,Hillary Clinton,Jim Gray,Female,White,30-39,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,,I strongly favor my candidate,,,Yes,No,Terrorism,,,Has the right experience,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 2,5.0,42712.0
203613.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,0.919950067996979,Donald Trump,Rand Paul,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",High school or less,No,,,I strongly favor my candidate,,,No,No,Terrorism,,,Has good judgment,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,,Neither,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 2,5.0,42712.0
203682.0,Kentucky,39.0,Call 3,Complete,Election day exit poll,1.04549646377563,Donald Trump,Rand Paul,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,Unfavorable,Unfavorable,,,The economy,,Yes,Can bring needed change,Before that,White men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,Neither,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42712.0
