ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSFL16,SENFL16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,CUBAN3,MARRIED,@2WAYPRES16,BRNAGAIN,CLIMATECHANGE,CLINTONEMAIL,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,RELIGN10,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WHTEVANG,WPROTBRN,WPROTBRN3,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,SPANISHQ
177054.0,Florida,47.0,Call 1,Not complete,Election day exit poll,0.541191339492798,Donald Trump,Marco Rubio,Male,White,65 or over,,,,,,,,,,,Omit,Treats all people fairly,,,Worse today,,,,,,,,,,,,,,,,,,,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,White,White,White,,White suburban men,,,,,,,,,,,,,,,,,,,,Republican Senate - Voted Trump,,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,1.0,
177053.0,Florida,8.0,Call 1,Complete,Election day exit poll,0.643151164054871,Donald Trump,Marco Rubio,Male,White,30-39,Republican,Conservative,,Some college/assoc. degree,No,No,,,,,,,Unfavorable,Favorable,,,,,,,,,,,Immigration,,,Strongly disapprove,Can bring needed change,,,,,,,Before that,,,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,Before that,Before that,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 1,2.0,English
177052.0,Florida,103.0,Call 1,Complete,Election day exit poll,0.651292622089386,Donald Trump,Marco Rubio,Female,Other,65 or over,Democrat,Moderate,"$50,000-$99,999",College graduate,No,No,,,,,,,Unfavorable,Unfavorable,,,,,,,,,,,Terrorism,,,Strongly disapprove,Can bring needed change,,,,,,,In September,,,All other races,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Other,Other,Non-white,,Other,No,,Neither,,,,,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Republican Senate - Voted Trump,,Before that,Before that,,National questionnaire,Suburbs,Suburbs,18.0,South,Version 1,2.0,English
209875.0,Florida,99.0,Call 3,Complete,Election day exit poll,0.361723244190216,Donald Trump,,Male,White,50-59,Something else,Conservative,,High school or less,No,,,No,Yes,,,,Unfavorable,Favorable,,,,,,,,,,,Terrorism,,,Somewhat disapprove,Cares about people like me,No,Yes,,Catholic,,,Before that,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,Other,,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,All others,No,All others,,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,South,Version 1,4.0,English
210726.0,Florida,87.0,Call 3,Complete,Election day exit poll,0.425364017486572,Donald Trump,Marco Rubio,Female,Hispanic/Latino,45-49,Republican,Conservative,,Postgraduate study,"Yes, Cuban",,,Yes,No,,,,Unfavorable,Favorable,,,,,,,,,,,Terrorism,,,Strongly disapprove,Can bring needed change,No,Yes,,Catholic,,,In October,,,Latino women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Hispanic/Latino,Other,Non-white,,Other,No,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,All others,No,,Republican Senate - Voted Trump,,In the last month,Before that,,State questionnaire,Suburbs,Suburbs,22.0,South,Version 1,5.0,English
177048.0,Florida,14.0,Call 1,Complete,Election day exit poll,0.471950113773346,Donald Trump,Patrick Murphy,Male,White,50-59,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,,No,Yes,,,,Unfavorable,Favorable,,,,,,,,,,,The economy,,,Strongly approve,Can bring needed change,No,Yes,,Catholic,,,Before that,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,,Other,Yes,,Only Donald Trump,,,,,,Approve,Liberal Democrats,Liberal Democrats,Only Donald Trump,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,All others,No,All others,Democratic Senate - did not vote Clinton,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",22.0,South,Version 1,5.0,English
210719.0,Florida,73.0,Call 3,Complete,Election day exit poll,0.890693068504334,Donald Trump,Marco Rubio,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,Yes,No,,,,Unfavorable,Favorable,,,,,,,,,,,The economy,,,Strongly disapprove,Can bring needed change,No,Yes,,Protestant,,,Before that,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,White suburban women,Yes,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,11.0,South,Version 1,4.0,English
177041.0,Florida,68.0,Call 1,Complete,Election day exit poll,0.464496374130249,Donald Trump,Marco Rubio,Female,White,65 or over,Independent,,"$100,000-$199,999",Some college/assoc. degree,No,Yes,,,,,,,Unfavorable,Unfavorable,,,,,,,,,,,Foreign policy,,,Somewhat disapprove,Can bring needed change,,,,,,,In the last few days,,,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,Other,No,,Neither,,,,,,Disapprove,,,,,,,,,,,Republican Senate - Voted Trump,,In the last month,In the last week,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,1.0,English
210715.0,Florida,68.0,Call 3,Complete,Election day exit poll,0.404346704483032,Donald Trump,Marco Rubio,Female,White,50-59,Republican,Conservative,,College graduate,No,,,,,,,,,,Worse today,,,Donald Trump,Donald Trump,,,,,,,,,,,,,,,,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,Other,,,,,,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 4,1.0,English
177035.0,Florida,96.0,Call 1,Complete,Election day exit poll,0.705164551734924,Donald Trump,Marco Rubio,Male,White,60-64,Republican,Conservative,,High school or less,No,No,,,,,I strongly favor my candidate,Treats all people fairly,,,Worse today,,Angry,,,,No,Yes,,,The economy,,Poor,,Cares about people like me,,,,None,No,Yes,,,,White men,Non married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,White suburban men,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,None,None,None,Not a mormon,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,15.0,South,Version 2,4.0,English
212110.0,Florida,13.0,Call 3,Complete,Election day exit poll,0.602184116840363,Donald Trump,Marco Rubio,Male,Hispanic/Latino,25-29,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,"Yes, Cuban",,,No,No,,,,Unfavorable,Favorable,,,,,,,,,,,Terrorism,,,Strongly disapprove,Can bring needed change,No,Yes,,None,,,Before that,,,Latino men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican men,All others,White,Other,Non-white,,Other,No,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,None,None,,Not a mormon,All others,No,,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",22.0,South,Version 1,5.0,English
102669.0,Florida,,,Complete,Telephone survey,1.50862169265747,Donald Trump,Marco Rubio,Female,Hispanic/Latino,50-59,Republican,Conservative,"$50,000-$99,999",High school or less,"Yes, other Hispanic",,,Yes,No,,,,Unfavorable,Favorable,,,,,,,,,,,The economy,,,Strongly disapprove,Has good judgment,No,Yes,,None,,,Before that,,,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,White,Other,Non-white,,Other,No,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,None,None,,Not a mormon,All others,No,,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",5.0,South,Version 1,1.0,English
210707.0,Florida,3.0,Call 3,Complete,Election day exit poll,0.55444061756134,Donald Trump,Marco Rubio,Male,White,40-44,Republican,Conservative,,Postgraduate study,No,Yes,,,,,I dislike the other candidates,Treats blacks unfairly,,,About the same,,"Satisfied, but not enthusiastic",,,,No,Yes,,,The economy,,Not so good,,Can bring needed change,,,,Protestant,Yes,Yes,,,,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,White suburban men,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,Both,,,,State questionnaire,Suburbs,Suburbs,8.0,South,Version 2,2.0,English
211780.0,Florida,13.0,Call 3,Complete,Election day exit poll,0.630782425403595,Donald Trump,Marco Rubio,Male,White,65 or over,Republican,Moderate,,High school or less,No,No,,,,,I dislike the other candidates,Treats all people fairly,,,Better today,,"Satisfied, but not enthusiastic",,,,No,Yes,,,Terrorism,,Not so good,,Can bring needed change,,,,Catholic,No,Yes,,,,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",22.0,South,Version 2,5.0,English
178431.0,Florida,50.0,Call 1,Complete,Election day exit poll,0.70126211643219,Donald Trump,Marco Rubio,Female,White,18-24,Independent,Conservative,,Some college/assoc. degree,No,No,Donald Trump,Yes,,A lot,,,,,,,,,,,,,,,,,,,,,,,Other christian,,,,,Some,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,Other,,A lot or some,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Republican Senate - Voted Trump,,,,A lot or some,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",14.0,South,Version 5,3.0,English
210699.0,Florida,40.0,Call 3,Complete,Election day exit poll,0.365190804004669,Donald Trump,Patrick Murphy,Female,White,50-59,Independent,Moderate,,High school or less,No,,,,,,,,,,About the same,,,Donald Trump,Donald Trump,,,,,,,,,,,,,,,,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,Other,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Democratic Senate - did not vote Clinton,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 4,1.0,English
210693.0,Florida,43.0,Call 3,Complete,Election day exit poll,0.42360132932663,Donald Trump,Marco Rubio,Female,White,30-39,Independent,Conservative,,College graduate,No,Yes,,,,,I like my candidate but with reservations,Omit,,,Better today,,Omit,,,,No,Yes,,,Terrorism,,Not so good,,Can bring needed change,,,,Other christian,No,Yes,,,,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,White suburban women,,,,,,Omit,Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,1.0,English
177015.0,Florida,104.0,Call 1,Complete,Election day exit poll,0.398311704397202,Donald Trump,Marco Rubio,Female,Other,30-39,Republican,Moderate,,College graduate,No,Yes,,,,,I strongly favor my candidate,Omit,,,Better today,,"Dissatisfied, but not angry",,,,No,Yes,,,The economy,,Not so good,,Can bring needed change,,,,Other christian,No,Yes,,,,All other races,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Other,Other,Non-white,,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,1.0,English
210682.0,Florida,8.0,Call 3,Complete,Election day exit poll,0.578293025493622,Donald Trump,Marco Rubio,Female,White,50-59,Republican,Conservative,"$50,000-$99,999",College graduate,No,,,,,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,No,Yes,,,Terrorism,,Not so good,,Has good judgment,,,,,No,No,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,Other,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,Neither,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 2,2.0,English
210680.0,Florida,96.0,Call 3,Complete,Election day exit poll,0.519074022769928,Donald Trump,Patrick Murphy,Female,White,60-64,Republican,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,Yes,Yes,,,,Unfavorable,Favorable,,,,,,,,,,,The economy,,,Somewhat disapprove,Can bring needed change,No,Yes,,Other christian,,,In the last few days,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,White suburban women,No,,Only Donald Trump,,,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Democratic Senate - did not vote Clinton,,In the last month,In the last week,,State questionnaire,Suburbs,Suburbs,15.0,South,Version 1,4.0,English
210673.0,Florida,62.0,Call 3,Complete,Election day exit poll,1.13481247425079,Donald Trump,Marco Rubio,Male,White,25-29,Independent,Moderate,,College graduate,No,No,,,,,I like my candidate but with reservations,Treats all people fairly,,,Better today,,"Satisfied, but not enthusiastic",,,,No,No,,,Terrorism,,Good,,Has good judgment,,,,Protestant,No,Yes,,,,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",19.0,South,Version 2,4.0,English
210667.0,Florida,68.0,Call 3,Complete,Election day exit poll,0.449696004390717,Donald Trump,Marco Rubio,Male,White,50-59,Republican,Conservative,,College graduate,No,,Donald Trump,,,,,Treats all people fairly,,,,,,,,Went too far,,,,Offered a chance to apply for legal status,,Better than life today,,,,No,No,,Protestant,,,,Takes away U.S. jobs,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,,,,,,,,,Independent/Something else,Conservative Republicans,Neither,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 3,1.0,English
176989.0,Florida,43.0,Call 1,Complete,Election day exit poll,0.42360132932663,Donald Trump,Marco Rubio,Female,White,45-49,Republican,Conservative,,Some college/assoc. degree,No,No,,,,,I strongly favor my candidate,Treats all people fairly,,,Worse today,,"Dissatisfied, but not angry",,,,No,Yes,,,The economy,,Not so good,,Can bring needed change,,,,None,No,Yes,,,,White women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,White suburban women,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,None,None,None,Not a mormon,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,1.0,English
176988.0,Florida,74.0,Call 1,Complete,Election day exit poll,0.664588570594788,Donald Trump,Marco Rubio,Female,Other,50-59,Republican,Conservative,"Under $30,000",College graduate,No,,,Yes,Yes,,,,Unfavorable,Favorable,,,,,,,,,,,Immigration,,,Somewhat disapprove,Can bring needed change,No,Yes,,Other christian,,,Before that,,,All other races,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,American Indian,Other,Non-white,,Other,No,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,All others,No,,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,4.0,English
176986.0,Florida,47.0,Call 1,Complete,Election day exit poll,0.464553117752075,Donald Trump,Marco Rubio,Female,White,25-29,Republican,Conservative,,College graduate,No,Yes,,,,,I strongly favor my candidate,Treats all people fairly,,,About the same,,Angry,,,,No,Yes,,,The economy,,Not so good,,Can bring needed change,,,,Catholic,No,Yes,,,,White women,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,White suburban women,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,1.0,English
102586.0,Florida,,,Complete,Telephone survey,0.877358257770538,Donald Trump,Marco Rubio,Male,White,60-64,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,,,Yes,No,,,,Unfavorable,Favorable,,,,,,,,,,,The economy,,,Strongly disapprove,Cares about people like me,No,Yes,,Other christian,,,Before that,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,No,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,1.0,English
210660.0,Florida,87.0,Call 3,Complete,Election day exit poll,0.473070502281189,Donald Trump,Marco Rubio,Male,White,40-44,Republican,Conservative,,College graduate,No,,Donald Trump,,,A lot,,,,,,"No, not contacted by either",,Donald Trump,Donald Trump,Did not go far enough,,,Hurt the country,Offered a chance to apply for legal status,,Worse than life today,,,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,Not at all,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,White suburban men,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,22.0,South,Version 3,5.0,English
210652.0,Florida,27.0,Call 3,Complete,Election day exit poll,0.634078621864319,Donald Trump,Marco Rubio,Female,Hispanic/Latino,25-29,Independent,Moderate,,College graduate,"Yes, other Hispanic",,Donald Trump,,,A lot,,,,,,"No, not contacted by either",,Donald Trump,Hillary Clinton,Did not go far enough,,,Help the country,Offered a chance to apply for legal status,,About the same,,,,,,No group is favored,,,,,Takes away U.S. jobs,A lot,Latino women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,,Other,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,Suburbs,Suburbs,25.0,South,Version 3,5.0,English
