ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSSC16,SENSC16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,CLINHONEST,TRUMPHONEST,ISSUE16,LIFE,MARRIED,QLT16,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,HONEST16,PTYIDEO,PTYIDEO7,SPLITTICKET,TIME16MONTH,TIME16WEEK,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
194261.0,South Carolina,30.0,Call 2,Complete,Election day exit poll,1.06911790370941,Donald Trump,Tim Scott,Female,White,65 or over,Republican,Conservative,,High school or less,No,Yes,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,The economy,Better than life today,Yes,Can bring needed change,In October,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,2.0,29706.0
194266.0,South Carolina,30.0,Call 2,Complete,Election day exit poll,1.06911790370941,Donald Trump,Tim Scott,Female,White,65 or over,Republican,Conservative,,High school or less,No,Yes,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,The economy,Better than life today,Yes,Can bring needed change,In October,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,2.0,29706.0
194278.0,South Carolina,113.0,Call 2,Complete,Election day exit poll,0.693577527999878,Hillary Clinton,Thomas Dixon,Male,White,45-49,Something else,,"$200.000-$249,999",Postgraduate study,No,,,,Unfavorable,Unfavorable,,,Foreign policy,,No,Has the right experience,In the last few days,White men,Non married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Neither,,,,Democratic Senate - voted Clinton,In the last month,In the last week,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,2.0,29730.0
194289.0,South Carolina,56.0,Call 2,Complete,Election day exit poll,0.914966404438019,Donald Trump,Tim Scott,Male,White,25-29,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,Unfavorable,Favorable,,,The economy,,No,Cares about people like me,Before that,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,Yes,Only Donald Trump,,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,Before that,Before that,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,1.0,29615.0
194290.0,South Carolina,49.0,Call 2,Complete,Election day exit poll,1.35760390758514,Hillary Clinton,Thomas Dixon,Male,Black,50-59,Democrat,Conservative,,College graduate,No,No,,,,,,,,,Yes,,,Black men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,,All others,National questionnaire,Rural,Small Cities/Rural,7.0,South,Version 5,4.0,29510.0
194297.0,South Carolina,73.0,Call 2,Complete,Election day exit poll,1.04501175880432,Donald Trump,Tim Scott,Female,White,65 or over,Democrat,Moderate,,High school or less,No,,,Treats all people fairly,,,,,,Worse than life today,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Republican Senate - Voted Trump,,,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 3,3.0,29078.0
194298.0,South Carolina,68.0,Call 2,Complete,Election day exit poll,0.646002948284149,Hillary Clinton,Thomas Dixon,Female,Other,50-59,Democrat,,"$30,000-$49,999",Some college/assoc. degree,No,No,I like my candidate but with reservations,Treats all people fairly,Favorable,Unfavorable,Yes,No,The economy,About the same,No,Has the right experience,Before that,All other races,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Other,Other,Non-white,Other,Other,No,Only Hillary Clinton,Only Hillary Clinton,,,Democratic Senate - voted Clinton,Before that,Before that,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
194328.0,South Carolina,59.0,Call 2,Complete,Election day exit poll,1.10169243812561,Donald Trump,Tim Scott,Female,White,65 or over,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,I like my candidate but with reservations,Omit,Unfavorable,Favorable,No,Yes,The economy,Better than life today,No,Can bring needed change,Before that,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29680.0
194334.0,South Carolina,23.0,Call 2,Complete,Election day exit poll,1.6949964761734,Hillary Clinton,Thomas Dixon,Female,Asian,40-44,Democrat,Liberal,,Postgraduate study,No,,,Omit,,,,,,Better than life today,,,,All other races,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Asian,Other,Non-white,Asian,Other,,,,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 3,5.0,29414.0
194356.0,South Carolina,73.0,Call 2,Complete,Election day exit poll,0.905566692352295,Donald Trump,Tim Scott,Male,White,45-49,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,Unfavorable,Favorable,,,The economy,,Yes,Can bring needed change,Before that,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Only Donald Trump,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,3.0,29078.0
194362.0,South Carolina,113.0,Call 2,Complete,Election day exit poll,0.964052021503448,Hillary Clinton,Thomas Dixon,Female,Black,25-29,Something else,Moderate,"$50,000-$99,999",College graduate,No,,I like my candidate but with reservations,,,,No,No,The economy,,,Has good judgment,,Black women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,No,,Neither,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,,,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 2,2.0,29730.0
194386.0,South Carolina,56.0,Call 2,Complete,Election day exit poll,1.10208606719971,Donald Trump,Tim Scott,Female,White,30-39,Independent,Conservative,,Postgraduate study,No,,,,,,,,,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 4,1.0,29615.0
194390.0,South Carolina,49.0,Call 2,Complete,Election day exit poll,1.01824903488159,Donald Trump,Tim Scott,Male,White,60-64,Democrat,,,Some college/assoc. degree,No,,I like my candidate but with reservations,,,,Yes,No,Terrorism,,,Can bring needed change,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,Only Hillary Clinton,,,Republican Senate - Voted Trump,,,,National questionnaire,Rural,Small Cities/Rural,7.0,South,Version 2,4.0,29510.0
194399.0,South Carolina,59.0,Call 2,Complete,Election day exit poll,0.493712604045868,Gary Johnson,Tim Scott,Female,White,65 or over,Republican,Moderate,"$30,000-$49,999",College graduate,No,No,I dislike the other candidates,Treats all people fairly,Unfavorable,Unfavorable,No,No,The economy,About the same,No,Omit,In October,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Neither,Neither,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - did not vote Trump,In the last month,Before that,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29680.0
194400.0,South Carolina,68.0,Call 2,Complete,Election day exit poll,0.646002948284149,Hillary Clinton,Thomas Dixon,Female,Asian,30-39,Something else,Moderate,"$30,000-$49,999",College graduate,No,Yes,I dislike the other candidates,Treats blacks unfairly,Favorable,Unfavorable,Yes,No,Foreign policy,Better than life today,No,Has the right experience,In October,All other races,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent women,All others,Asian,Other,Non-white,Asian,Other,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,In the last month,Before that,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
194417.0,South Carolina,73.0,Call 2,Complete,Election day exit poll,0.888823211193085,Donald Trump,Tim Scott,Male,White,60-64,Independent,Moderate,,College graduate,No,No,,,,,,,,,Yes,,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,,,All others,National questionnaire,Suburbs,Suburbs,5.0,South,Version 5,3.0,29078.0
194418.0,South Carolina,23.0,Call 2,Complete,Election day exit poll,1.83961033821106,Hillary Clinton,Tim Scott,Female,White,18-24,Independent,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,I like my candidate but with reservations,,,,No,No,The economy,,,Has the right experience,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,,Neither,Moderate/Liberal Republicans,Liberal Independents,Republican Senate - did not vote Trump,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,5.0,29414.0
194445.0,South Carolina,113.0,Call 2,Complete,Election day exit poll,1.2669460773468,Donald Trump,Tim Scott,Female,White,30-39,Republican,Liberal,,High school or less,No,,,,,,,,,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,,,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 4,2.0,29730.0
194454.0,South Carolina,59.0,Call 2,Complete,Election day exit poll,0.784562587738037,Hillary Clinton,Thomas Dixon,Female,Black,25-29,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,No,I like my candidate but with reservations,Treats blacks unfairly,Favorable,Unfavorable,No,No,The economy,Better than life today,No,Cares about people like me,In the last few days,Black women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,No,Only Hillary Clinton,Neither,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,In the last month,In the last week,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29680.0
194472.0,South Carolina,73.0,Call 2,Complete,Election day exit poll,0.927049517631531,Donald Trump,Tim Scott,Female,White,65 or over,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,I strongly favor my candidate,,,,No,Yes,Omit,,,Has good judgment,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,,,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 2,3.0,29078.0
194484.0,South Carolina,68.0,Call 2,Complete,Election day exit poll,0.682879269123077,Hillary Clinton,Thomas Dixon,Male,Other,30-39,Democrat,Moderate,"$30,000-$49,999",College graduate,No,No,I like my candidate but with reservations,Treats blacks unfairly,Favorable,Unfavorable,Yes,No,Foreign policy,Worse than life today,No,Has good judgment,In October,All other races,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic men,Non-White Democrats,Other,Other,Non-white,Other,Other,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,In the last month,Before that,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
194489.0,South Carolina,23.0,Call 2,Complete,Election day exit poll,1.21884322166443,Hillary Clinton,Tim Scott,Female,Black,30-39,Democrat,Moderate,,High school or less,No,Yes,,,,,,,,,No,,,Black women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Republican Senate - did not vote Trump,,,All others,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 5,5.0,29414.0
194513.0,South Carolina,56.0,Call 2,Complete,Election day exit poll,0.821596741676331,Donald Trump,Tim Scott,Male,White,50-59,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,I strongly favor my candidate,,,,No,Yes,Terrorism,,,Cares about people like me,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,1.0,29615.0
194516.0,South Carolina,59.0,Call 2,Complete,Election day exit poll,1.0157036781311,Hillary Clinton,Thomas Dixon,Female,White,50-59,Independent,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,No,I like my candidate but with reservations,Treats blacks unfairly,Favorable,Unfavorable,Omit,No,Foreign policy,Omit,No,Has the right experience,Before that,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,Only Hillary Clinton,Omit,Moderate/Liberal Republicans,Liberal Independents,Democratic Senate - voted Clinton,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29680.0
194524.0,South Carolina,73.0,Call 2,Complete,Election day exit poll,0.653338432312012,Donald Trump,Tim Scott,Male,White,40-44,Republican,Conservative,,Some college/assoc. degree,No,Yes,,,,,,,,,No,,,White men,Non married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,White Born-again/Evangelical Christians,National questionnaire,Suburbs,Suburbs,5.0,South,Version 5,3.0,29078.0
194541.0,South Carolina,113.0,Call 2,Complete,Election day exit poll,0.814755320549011,Hillary Clinton,,Female,White,65 or over,Independent,Moderate,"Under $30,000",High school or less,No,,,,Favorable,Unfavorable,,,Terrorism,,No,Can bring needed change,Before that,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,Yes,Only Hillary Clinton,,Moderate/Liberal Republicans,Moderate Independents,,Before that,Before that,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,2.0,29730.0
194555.0,South Carolina,23.0,Call 2,Complete,Election day exit poll,1.21884322166443,Hillary Clinton,Tim Scott,Female,Black,30-39,Democrat,Liberal,,Some college/assoc. degree,No,Yes,,,,,,,,,Yes,,,Black women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,Liberal Democrats,Liberal Democrats,Republican Senate - did not vote Trump,,,All others,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 5,5.0,29414.0
194556.0,South Carolina,68.0,Call 2,Complete,Election day exit poll,0.614592909812927,Hillary Clinton,Thomas Dixon,Male,Black,40-44,Democrat,Conservative,"Under $30,000",College graduate,No,Yes,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,No,No,Terrorism,Better than life today,No,Has the right experience,In the last few days,Black men,Non married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Only Hillary Clinton,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,In the last month,In the last week,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
194561.0,South Carolina,49.0,Call 2,Complete,Election day exit poll,0.943328619003296,Hillary Clinton,Thomas Dixon,Male,Black,45-49,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,Favorable,Unfavorable,,,Immigration,,Yes,Can bring needed change,Before that,Black men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Only Hillary Clinton,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Before that,Before that,,National questionnaire,Rural,Small Cities/Rural,7.0,South,Version 1,4.0,29510.0
194568.0,South Carolina,59.0,Call 2,Complete,Election day exit poll,1.17289221286774,Hillary Clinton,Thomas Dixon,Male,White,65 or over,Democrat,Moderate,"$30,000-$49,999",College graduate,No,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Yes,No,Immigration,Better than life today,Yes,Can bring needed change,Before that,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,29680.0
194596.0,South Carolina,56.0,Call 2,Complete,Election day exit poll,0.758360981941223,Donald Trump,Tim Scott,Female,White,50-59,Republican,Conservative,,College graduate,No,,,Treats all people fairly,,,,,,About the same,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 3,1.0,29615.0
194601.0,South Carolina,73.0,Call 2,Complete,Election day exit poll,0.437041908502579,Gary Johnson,Tim Scott,Female,White,18-24,Republican,Moderate,,Some college/assoc. degree,No,,,,,,,,,,,,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - did not vote Trump,,,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 4,3.0,29078.0
194609.0,South Carolina,113.0,Call 2,Complete,Election day exit poll,0.884196043014526,Donald Trump,Tim Scott,Male,White,40-44,Democrat,Moderate,,Some college/assoc. degree,No,No,,,,,,,,,No,,,White men,Non married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Republican Senate - Voted Trump,,,All others,National questionnaire,Suburbs,Suburbs,5.0,South,Version 5,2.0,29730.0
194619.0,South Carolina,23.0,Call 2,Complete,Election day exit poll,1.08824980258942,Donald Trump,Tim Scott,Male,White,25-29,Something else,Moderate,,Some college/assoc. degree,No,Yes,,,,,,,,,Yes,,,White men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,,,White Born-again/Evangelical Christians,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 5,5.0,29414.0
194626.0,South Carolina,68.0,Call 2,Complete,Election day exit poll,0.705693423748016,Hillary Clinton,Thomas Dixon,Female,Hispanic/Latino,65 or over,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,Yes,Yes,I like my candidate but with reservations,Treats all people fairly,Favorable,Unfavorable,Yes,No,Immigration,Better than life today,No,Has the right experience,In the last few days,Latino women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,In the last month,In the last week,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
