ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSPA16,SENPA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,GOTV16,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACE3,QRACEAI,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRADE16,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
179708.0,Pennsylvania,37.0,Call 1,Complete,Election day exit poll,0.868186175823212,Donald Trump,Pat Toomey,Male,White,50-59,Independent,Moderate,"$50,000-$99,999",College graduate,No,,,,I strongly favor my candidate,,,,Enthusiastic,No,Yes,,The economy,,Poor,,Has the right experience,,,,No,Yes,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,No,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,,,National questionnaire,Suburbs,Suburbs,3.0,East,Version 2,West
179707.0,Pennsylvania,93.0,Call 1,Complete,Election day exit poll,0.907610476016998,Donald Trump,Pat Toomey,Male,White,25-29,Republican,Conservative,,Postgraduate study,No,No,,A lot,I strongly favor my candidate,,,,Angry,No,Yes,Offered a chance to apply for legal status,,,Poor,,,,,No group is favored,No,Yes,,Not at all,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,Suburbs,Suburbs,15.0,East,Version 2,Northeast
179693.0,Pennsylvania,32.0,Call 1,Complete,Election day exit poll,1.69480526447296,Donald Trump,Pat Toomey,Female,White,40-44,Republican,Conservative,,Some college/assoc. degree,No,Yes,,A lot,I strongly favor my candidate,,,,Angry,No,Yes,Offered a chance to apply for legal status,,,Poor,,,,,Minorities are favored over whites,No,Yes,,Not at all,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,Suburbs,Suburbs,8.0,East,Version 2,Philly Suburbs
179691.0,Pennsylvania,15.0,Call 1,Not complete,Election day exit poll,1.07002985477448,Donald Trump,Pat Toomey,Male,White,60-64,,,,,No,,,,,,,"No, not contacted by either",,,,,,,,,,Yes,Yes,,,,Before that,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,,,,,,,,,,,,,,,White,White,White,White,Other,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,,Both,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",18.0,East,Version 1,West
179675.0,Pennsylvania,24.0,Call 1,Complete,Election day exit poll,0.48338657617569,Donald Trump,Pat Toomey,Female,White,50-59,Republican,Moderate,,Some college/assoc. degree,No,No,,A lot,I strongly favor my candidate,,,,Angry,No,Yes,Offered a chance to apply for legal status,,,Poor,,,,,No group is favored,No,Yes,,Not much,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,9.0,East,Version 2,Central
179654.0,Pennsylvania,83.0,Call 1,Complete,Election day exit poll,1.0654913187027,Donald Trump,Pat Toomey,Male,White,50-59,Republican,Conservative,,College graduate,No,,,A lot,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",No,Yes,Offered a chance to apply for legal status,,,Not so good,,,,,Minorities are favored over whites,No,No,,Some,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Neither,,,Takes away U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,16.0,East,Version 2,Central
179641.0,Pennsylvania,93.0,Call 1,Complete,Election day exit poll,0.814167618751526,Donald Trump,Pat Toomey,Female,White,30-39,Republican,Moderate,"$50,000-$99,999",,No,,Donald Trump,,,Unfavorable,Favorable,"No, not contacted by either",,,,,Immigration,Worse than life today,,Somewhat approve,Can bring needed change,Yes,Yes,,,,Before that,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,No,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Conservative Republicans,Mod./Liberal Republicans,Both,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,15.0,East,Version 1,Northeast
179633.0,Pennsylvania,21.0,Call 1,Complete,Election day exit poll,0.894249677658081,Donald Trump,Pat Toomey,Female,White,30-39,Republican,Conservative,,College graduate,No,Yes,,A lot,I strongly favor my candidate,,,,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Poor,,,,,No group is favored,No,Yes,,Not at all,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,Suburbs,Suburbs,6.0,East,Version 2,Northeast
179632.0,Pennsylvania,146.0,Call 1,Complete,Election day exit poll,1.32352161407471,Donald Trump,Pat Toomey,Female,White,30-39,Republican,Conservative,"$50,000-$99,999",College graduate,No,,Donald Trump,,,Unfavorable,Favorable,"Yes, for Donald Trump",,,,,The economy,Worse than life today,,Strongly disapprove,Cares about people like me,No,No,,,,Before that,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 1,West
221726.0,Pennsylvania,98.0,Call 3,Complete,Election day exit poll,0.805369019508362,Donald Trump,Pat Toomey,Female,White,65 or over,Independent,Conservative,,Some college/assoc. degree,No,Yes,,A lot,I like my candidate but with reservations,,,,Angry,No,Yes,Deported to the country they came from,,,Poor,,,,,Minorities are favored over whites,No,Yes,,Not at all,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,11.0,East,Version 2,Northeast
198231.0,Pennsylvania,145.0,Call 2,Complete,Election day exit poll,1.06586110591888,Donald Trump,Pat Toomey,Male,White,45-49,Something else,Conservative,,Some college/assoc. degree,,,,,,,,,,,,,,,,,,,,,,,,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,,,,,,National questionnaire,Rural,Small Cities/Rural,10.0,East,Version 4,Northeast
179616.0,Pennsylvania,65.0,Call 1,Complete,Election day exit poll,1.04453647136688,Donald Trump,Pat Toomey,Male,White,50-59,Democrat,Moderate,"$50,000-$99,999",College graduate,No,,Donald Trump,,,Unfavorable,Favorable,"No, not contacted by either",,,,,The economy,Worse than life today,,Strongly disapprove,Cares about people like me,No,Yes,,,,Before that,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,No,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,East,Version 1,West
179612.0,Pennsylvania,98.0,Call 1,Complete,Election day exit poll,0.745616555213928,Donald Trump,Pat Toomey,Female,White,18-24,,,,,No,,Omit,,,Omit,Omit,"No, not contacted by either",,,,,Immigration,About the same,,Omit,Omit,No,Yes,,,,Before that,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,,,,,,,,,,,,,,,White,White,White,White,Other,,,Omit,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Omit,,,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,11.0,East,Version 1,Northeast
179589.0,Pennsylvania,24.0,Call 1,Complete,Election day exit poll,0.519480526447296,Donald Trump,Pat Toomey,Male,White,30-39,Republican,Moderate,"$100,000-$199,999",College graduate,No,,Donald Trump,,,Unfavorable,Unfavorable,"No, not contacted by either",,,,,The economy,Better than life today,,Strongly disapprove,Can bring needed change,No,No,,,,In September,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,,Neither,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Neither,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,9.0,East,Version 1,Central
197768.0,Pennsylvania,13.0,Call 2,Complete,Election day exit poll,0.928476870059967,Donald Trump,Pat Toomey,Male,White,50-59,Independent,Conservative,,College graduate,No,,,,I like my candidate but with reservations,,,,Angry,No,No,,Immigration,,Poor,,Has good judgment,,,,No,Yes,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,,,National questionnaire,Suburbs,Suburbs,14.0,East,Version 2,West
181685.0,Pennsylvania,115.0,Call 1,Complete,Election day exit poll,1.30133306980133,Donald Trump,Pat Toomey,Male,White,65 or over,Republican,Conservative,,High school or less,No,No,,A lot,I strongly favor my candidate,,,,Angry,No,Yes,Omit,,,Poor,,,,,No group is favored,No,Yes,,Not much,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,Suburbs,Suburbs,6.0,East,Version 2,Philly Suburbs
179573.0,Pennsylvania,37.0,Call 1,Complete,Election day exit poll,0.905166625976563,Donald Trump,Pat Toomey,Female,White,60-64,Independent,Moderate,,Some college/assoc. degree,No,,Donald Trump,,,,,,,,,Offered a chance to apply for legal status,,Better than life today,,,,No,Yes,,,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,Republican Senate - Voted Trump,,,,Creates more U.S. jobs,,National questionnaire,Suburbs,Suburbs,3.0,East,Version 3,West
179569.0,Pennsylvania,83.0,Call 1,Not complete,Election day exit poll,1.11087596416473,Donald Trump,Pat Toomey,Female,White,60-64,,,,,No,Yes,,,I strongly favor my candidate,,,,,,,,,,Not so good,,,,,,,,,,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,,,,,,,,,,,,,,,White,White,White,White,White suburban women,,,,,,,,Not so good or poor,,,,,Republican Senate - Voted Trump,,,,Takes away U.S. jobs,,State questionnaire,Suburbs,Suburbs,16.0,East,Version 2,Central
179554.0,Pennsylvania,21.0,Call 1,Complete,Election day exit poll,0.961022317409515,Donald Trump,Pat Toomey,Male,White,50-59,Republican,Conservative,"$250,000 or more",College graduate,No,,Donald Trump,,,Unfavorable,Unfavorable,"Yes, for Donald Trump",,,,,The economy,Worse than life today,,Somewhat disapprove,Can bring needed change,No,Yes,,,,Before that,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,,Neither,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,6.0,East,Version 1,Northeast
221643.0,Pennsylvania,98.0,Call 3,Complete,Election day exit poll,0.718794167041779,Donald Trump,Pat Toomey,Female,White,50-59,Democrat,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,Donald Trump,,,Unfavorable,Unfavorable,"No, not contacted by either",,,,,Terrorism,Worse than life today,,Somewhat disapprove,Can bring needed change,No,No,,,,In the last few days,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,No,,Neither,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Neither,Republican Senate - Voted Trump,,In the last month,In the last week,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,11.0,East,Version 1,Northeast
179545.0,Pennsylvania,146.0,Call 1,Complete,Election day exit poll,1.47542357444763,Donald Trump,Pat Toomey,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",College graduate,No,,Donald Trump,,,Unfavorable,Favorable,"No, not contacted by either",,,,,The economy,About the same,,Somewhat approve,Can bring needed change,No,No,,,,In October,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Independent/Something else,Conservative Republicans,Neither,Republican Senate - Voted Trump,,In the last month,Before that,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 1,West
200326.0,Pennsylvania,15.0,Call 2,Complete,Election day exit poll,0.955004751682281,Donald Trump,Pat Toomey,Male,White,50-59,Republican,Conservative,,Postgraduate study,No,Yes,,A lot,I strongly favor my candidate,,,,Angry,No,Yes,Deported to the country they came from,,,Poor,,,,,No group is favored,No,Yes,,Not at all,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",18.0,East,Version 2,West
213217.0,Pennsylvania,21.0,Call 3,Complete,Election day exit poll,0.961022317409515,Donald Trump,Pat Toomey,Male,White,45-49,Independent,Moderate,,High school or less,No,,,A lot,I strongly favor my candidate,,,,Omit,No,Yes,Deported to the country they came from,,,Not so good,,,,,No group is favored,No,Yes,,Not at all,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,A lot or some,,,,Omit,Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,Suburbs,Suburbs,6.0,East,Version 2,Northeast
179528.0,Pennsylvania,93.0,Call 1,Complete,Election day exit poll,0.814167618751526,Donald Trump,Pat Toomey,Female,White,45-49,Republican,Conservative,,College graduate,No,Yes,,A lot,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",No,Yes,Offered a chance to apply for legal status,,,Good,,,,,No group is favored,No,Yes,,Some,White women,Married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Excellent or good,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,15.0,East,Version 2,Northeast
179522.0,Pennsylvania,81.0,Call 1,Complete,Election day exit poll,1.0654913187027,Donald Trump,Pat Toomey,Male,White,50-59,Republican,Conservative,"Under $30,000",High school or less,No,No,,,,Unfavorable,Favorable,,,,,,The economy,,,Strongly disapprove,Can bring needed change,,,,,,Before that,,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,Yes,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,Before that,Before that,,,National questionnaire,Suburbs,Suburbs,16.0,East,Version 1,Central
179515.0,Pennsylvania,98.0,Call 1,Complete,Election day exit poll,0.865505039691925,Donald Trump,Pat Toomey,Male,White,65 or over,Independent,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,,Donald Trump,,,Unfavorable,Favorable,Omit,,,,,Immigration,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,No,,Only Donald Trump,Omit,Omit,,,,Disapprove,Moderate/Liberal Republicans,Liberal Independents,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,11.0,East,Version 1,Northeast
179513.0,Pennsylvania,83.0,Call 1,Complete,Election day exit poll,1.11087596416473,Donald Trump,Pat Toomey,Female,White,65 or over,Independent,Moderate,"$100,000-$199,999",High school or less,No,,Would not have voted,,,Unfavorable,Unfavorable,"No, not contacted by either",,,,,The economy,Better than life today,,Somewhat disapprove,Can bring needed change,No,No,,,,In the last few days,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,No,,Neither,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Neither,Republican Senate - Voted Trump,,In the last month,In the last week,,,State questionnaire,Suburbs,Suburbs,16.0,East,Version 1,Central
179510.0,Pennsylvania,24.0,Call 1,Complete,Election day exit poll,0.519480526447296,Donald Trump,Pat Toomey,Male,White,40-44,Republican,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,Donald Trump,,,Unfavorable,Favorable,"No, not contacted by either",,,,,Terrorism,About the same,,Somewhat disapprove,Cares about people like me,No,Yes,,,,Before that,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,9.0,East,Version 1,Central
215511.0,Pennsylvania,65.0,Call 3,Complete,Election day exit poll,0.971961200237274,Donald Trump,Pat Toomey,Female,White,30-39,Republican,Moderate,,Postgraduate study,No,Yes,,A lot,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",No,Yes,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,No,No,,Some,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Neither,,,Creates more U.S. jobs,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,East,Version 2,West
179473.0,Pennsylvania,21.0,Call 1,Complete,Election day exit poll,0.961022317409515,Donald Trump,Pat Toomey,Male,White,40-44,Republican,Conservative,,College graduate,No,Yes,,A lot,I strongly favor my candidate,,,,Angry,No,Yes,Deported to the country they came from,,,Poor,,,,,Minorities are favored over whites,No,Yes,,Not much,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,Suburbs,Suburbs,6.0,East,Version 2,Northeast
