ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIA16,SENIA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,CLINTONEMAIL,DESCRIBP12,ECONFAIR,FAVHCLIN16,FAVTRUMP,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,IMMBETTER,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,RELIGN10,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,VETVOTER,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,CLINHONEST,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPHONEST,TRUMPWOMENB,WHTEVANG,WPROTBRN,WPROTBRN3,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
223158.0, Iowa,46.0,Call 3,Complete,Election day exit poll,0.577816188335419,Hillary Clinton,Patty Judge,Male,White,50-59,Democrat,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,,Favorable,Unfavorable,Better today,,,Hillary Clinton,Hillary Clinton,,,The economy,,,Strongly approve,,Has the right experience,Yes,No,,,,,Before that,,,No,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,,,,,Only Hillary Clinton,,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,Democratic Senate - voted Clinton,,Before that,Before that,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 1,1.0,52240.0
206319.0, Iowa,102.0,Call 2,Complete,Election day exit poll,0.785715758800507,Donald Trump,Chuck Grassley,Male,White,45-49,Republican,Conservative,"Under $30,000",High school or less,No,,,,,,,,Unfavorable,Favorable,Worse today,,,Donald Trump,Donald Trump,,,Terrorism,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,,In October,,,No,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,,,,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,,,,Republican Senate - Voted Trump,,In the last month,Before that,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,5.0,51041.0
206306.0, Iowa,105.0,Call 2,Complete,Election day exit poll,1.63052904605865,Donald Trump,Other,Female,White,30-39,Independent,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,,Unfavorable,Favorable,Worse today,,,Donald Trump,Donald Trump,,,Immigration,,,Somewhat approve,,Has the right experience,No,Yes,,,,,In the last few days,,,No,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,,,,,Only Donald Trump,,,,,,Approve,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,,,,,Other Senate vote,,In the last month,In the last week,,,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,3.0,50248.0
206303.0, Iowa,21.0,Call 2,Complete,Election day exit poll,1.18015265464783,Donald Trump,Chuck Grassley,Male,Hispanic/Latino,25-29,Independent,Conservative,,Some college/assoc. degree,Yes,No,,,Never,,I strongly favor my candidate,,,,,,Angry,,,,,Foreign policy,,Poor,,,Can bring needed change,,,,None,No,Yes,,,,,Latino men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,White,Other,Non-white,Hispanic/Latino,Other,,A few times a year or less,All others,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,None,None,,Not a mormon,Republican Senate - Voted Trump,Only Donald Trump,,,Yes,,All others,No,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 2,1.0,52742.0
206299.0, Iowa,75.0,Call 2,Complete,Election day exit poll,0.376105457544327,Hillary Clinton,Chuck Grassley,Female,Black,18-24,Democrat,Liberal,,High school or less,No,,No,Hillary Clinton,,Some,,Favors the wealthy,,,,"No, not contacted by either",,,,Help the country,Offered a chance to apply for legal status,,Worse than life today,,,Change to more liberal policies,,,,Whites are favored over minorities,,,,,Creates more U.S. jobs,A lot,,Black women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Liberal Democrats,Liberal Democrats,,,,,,Republican Senate - did not vote Trump,,,,,A lot or some,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 3,3.0,50023.0
223134.0, Iowa,62.0,Call 3,Complete,Election day exit poll,0.717095673084259,Donald Trump,Chuck Grassley,Female,White,40-44,Independent,Moderate,,Postgraduate study,No,,,,A few times a month,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,,Foreign policy,,Not so good,,,Has good judgment,,,,Other christian,No,Yes,,,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,At least monthly,All others,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - Voted Trump,Only Donald Trump,,,Yes,,All others,,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 2,4.0,50158.0
206295.0, Iowa,29.0,Call 2,Complete,Election day exit poll,0.367726862430573,Gary Johnson,Chuck Grassley,Male,White,30-39,Something else,,,College graduate,No,Yes,,,A few times a year,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,,,Omit,,Good,,,Has good judgment,,,,Other christian,Yes,Yes,,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,A few times a year or less,All others,Yes,,,,,"Dissatisfied, but not angry or Angry",Both,Excellent or good,,,,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - did not vote Trump,Both,,,Yes,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,1.0,52068.0
206294.0, Iowa,42.0,Call 2,Complete,Election day exit poll,0.736227214336395,Donald Trump,Chuck Grassley,Male,White,30-39,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,,Unfavorable,Favorable,Worse today,,,Donald Trump,Donald Trump,,,Terrorism,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,,Before that,,,Yes,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,,,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,,,,Republican Senate - Voted Trump,,Before that,Before that,,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,4.0,50228.0
206290.0, Iowa,24.0,Call 2,Complete,Election day exit poll,0.719039976596832,Donald Trump,Chuck Grassley,Male,White,60-64,Independent,Conservative,"$30,000-$49,999",High school or less,No,,,,,,,,Unfavorable,Favorable,Worse today,,,Donald Trump,Donald Trump,,,Terrorism,,,Strongly disapprove,,Cares about people like me,No,No,,,,,In the last few days,,,No,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,Yes,,,,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Neither,,,,,Republican Senate - Voted Trump,,In the last month,In the last week,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 1,2.0,52041.0
206286.0, Iowa,69.0,Call 2,Complete,Election day exit poll,0.671566367149353,Hillary Clinton,Patty Judge,Male,White,30-39,Independent,Liberal,"$50,000-$99,999",College graduate,No,,,,,,,,Favorable,Unfavorable,Better today,,,Hillary Clinton,Hillary Clinton,,,The economy,,,Strongly approve,,Has good judgment,Yes,No,,,,,Before that,,,No,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,,,,Only Hillary Clinton,,,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,,,,Democratic Senate - voted Clinton,,Before that,Before that,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,5.0,51249.0
223119.0, Iowa,46.0,Call 3,Complete,Election day exit poll,1.0634058713913,Hillary Clinton,Other,Female,White,45-49,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Favorable,Unfavorable,Worse today,,,Hillary Clinton,Hillary Clinton,,,The economy,,,Somewhat approve,,Cares about people like me,Yes,No,,,,,Before that,,,No,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,,,,,Only Hillary Clinton,,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,Other Senate vote,,Before that,Before that,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 1,1.0,52240.0
206276.0, Iowa,5.0,Call 2,Complete,Election day exit poll,0.564802408218384,Hillary Clinton,Patty Judge,Female,White,65 or over,Democrat,Moderate,,High school or less,No,No,,,A few times a year,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,,,The economy,,Good,,,Has the right experience,,,,Catholic,Yes,No,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,A few times a year or less,Catholic/Do not attend weekly,Yes,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,Democratic Senate - voted Clinton,Only Hillary Clinton,,,No,,All others,No,All others,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,4.0,50156.0
206271.0, Iowa,21.0,Call 2,Complete,Election day exit poll,0.743680238723755,Hillary Clinton,Patty Judge,Female,White,50-59,Independent,Moderate,,College graduate,No,,Yes,Hillary Clinton,,Not much,,Favors the wealthy,,,,"Yes, for both candidates",,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,Continue Barack Obama's policies,,,,No group is favored,,,,,Creates more U.S. jobs,A lot,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,,Not much or not at all,,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,Democratic Senate - voted Clinton,,,,,A lot or some,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 3,1.0,52742.0
223108.0, Iowa,108.0,Call 3,Complete,Election day exit poll,0.638494968414307,Hillary Clinton,Patty Judge,Female,White,40-44,Something else,Conservative,,Some college/assoc. degree,No,,No,Hillary Clinton,,Not much,,Favors the wealthy,,,,"No, not contacted by either",,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,,Creates more U.S. jobs,Some,,White women,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,Not much or not at all,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Moderate/Liberal Republicans,Conservative Independents,,,,,,Democratic Senate - voted Clinton,,,,,A lot or some,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 3,3.0,50125.0
206266.0, Iowa,102.0,Call 2,Complete,Election day exit poll,0.691913485527039,Donald Trump,Chuck Grassley,Female,White,45-49,Republican,Conservative,,Some college/assoc. degree,No,Yes,,,A few times a month,,I like my candidate but with reservations,,,,,,Angry,,,,,The economy,,Not so good,,,Has good judgment,,,,Protestant,No,No,,,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,At least monthly,Protestant/Do not attend weekly,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - Voted Trump,Neither,,,Yes,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,5.0,51041.0
206262.0, Iowa,105.0,Call 2,Complete,Election day exit poll,0.886659801006317,Donald Trump,Chuck Grassley,Male,White,18-24,Republican,Conservative,,Some college/assoc. degree,No,Yes,,,A few times a month,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,,Terrorism,,Not so good,,,Has good judgment,,,,Other christian,No,Yes,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,At least monthly,All others,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - Voted Trump,Only Donald Trump,,,Yes,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,3.0,50248.0
206261.0, Iowa,91.0,Call 2,Complete,Election day exit poll,0.398794382810593,Donald Trump,Patty Judge,Male,,60-64,Republican,Moderate,,High school or less,No,,No,Donald Trump,,A lot,,Favors the wealthy,,,,"Yes, for Donald Trump",,,,Help the country,Offered a chance to apply for legal status,,Worse than life today,,,Change to more conservative policies,,,,Whites are favored over minorities,,,,,Has no effect on U.S. jobs,Not at all,,,Non married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,,,,No college degree,High school graduate or less,,,,,,,Republican,,,Republican men,,,,,,,,,,,A lot or some,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,Democratic Senate - did not vote Clinton,,,,,Not much or not at all,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 3,5.0,51560.0
206256.0, Iowa,24.0,Call 2,Complete,Election day exit poll,0.614397048950195,Donald Trump,Chuck Grassley,Male,,60-64,Republican,Conservative,,High school or less,No,,No,Donald Trump,,Some,,Is fair to most Americans,,,,"Yes, for Donald Trump",,,,Help the country,Offered a chance to apply for legal status,,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,,Creates more U.S. jobs,Not at all,,,Non married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,,,,No college degree,High school graduate or less,,,,,,,Republican,,,Republican men,,,,,,Other,,,,,A lot or some,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,Independent/Something else,Conservative Republicans,,,,,,Republican Senate - Voted Trump,,,,,Not much or not at all,,,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 3,2.0,52041.0
206249.0, Iowa,29.0,Call 2,Complete,Election day exit poll,0.264142900705338,Gary Johnson,Did not vote,Male,White,50-59,Independent,Moderate,,High school or less,No,,Yes,Would not have voted,,A lot,,Favors the wealthy,,,,"No, not contacted by either",,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,A lot,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,,,A lot or some,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,1.0,52068.0
206247.0, Iowa,75.0,Call 2,Complete,Election day exit poll,0.597929298877716,Hillary Clinton,Chuck Grassley,Female,White,45-49,Independent,Moderate,,College graduate,No,No,,,Never,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,,Foreign policy,,Not so good,,,Has the right experience,,,,None,Yes,No,,,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,A few times a year or less,All others,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,None,None,None,Not a mormon,Republican Senate - did not vote Trump,Only Hillary Clinton,,,No,,All others,No,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,3.0,50023.0
206242.0, Iowa,69.0,Call 2,Complete,Election day exit poll,1.04338431358337,Donald Trump,Chuck Grassley,Male,White,25-29,Republican,Moderate,,College graduate,No,,No,Donald Trump,,Some,,Is fair to most Americans,,,,"Yes, for Donald Trump",,,,Help the country,Offered a chance to apply for legal status,,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,Not at all,,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,A lot or some,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,Republican Senate - Voted Trump,,,,,Not much or not at all,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 3,5.0,51249.0
206236.0, Iowa,42.0,Call 2,Complete,Election day exit poll,0.742965817451477,Donald Trump,Chuck Grassley,Female,White,60-64,Independent,Conservative,,College graduate,No,Yes,,,A few times a month,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,,,Foreign policy,,Not so good,,,Cares about people like me,,,,Protestant,No,Yes,,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,At least monthly,Protestant/Do not attend weekly,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - Voted Trump,Only Donald Trump,,,Yes,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 2,4.0,50228.0
206226.0, Iowa,91.0,Call 2,Complete,Election day exit poll,0.491319924592972,Donald Trump,Did not vote,Male,White,65 or over,Independent,Conservative,"$50,000-$99,999",College graduate,No,,,,,,,,Unfavorable,Favorable,About the same,,,Donald Trump,Donald Trump,,,The economy,,,Somewhat disapprove,,Can bring needed change,No,Yes,,,,,In October,,,No,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,,,,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,,,,,,,In the last month,Before that,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,5.0,51560.0
206225.0, Iowa,62.0,Call 2,Complete,Election day exit poll,0.8234783411026,Donald Trump,Patty Judge,Male,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,,No,Donald Trump,,Not much,,Favors the wealthy,,,,"No, not contacted by either",,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,Continue Barack Obama's policies,,,,No group is favored,,,,,Has no effect on U.S. jobs,Not much,,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,Not much or not at all,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,Democratic Senate - did not vote Clinton,,,,,Not much or not at all,,,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 3,4.0,50158.0
206224.0, Iowa,62.0,Call 2,Complete,Election day exit poll,0.8234783411026,Donald Trump,Patty Judge,Male,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,,No,Donald Trump,,Not much,,Favors the wealthy,,,,"No, not contacted by either",,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,Continue Barack Obama's policies,,,,No group is favored,,,,,Has no effect on U.S. jobs,Not much,,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,Not much or not at all,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,Democratic Senate - did not vote Clinton,,,,,Not much or not at all,,,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 3,4.0,50158.0
223061.0, Iowa,46.0,Call 3,Complete,Election day exit poll,0.790482878684998,Donald Trump,Chuck Grassley,Male,White,40-44,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,Unfavorable,Unfavorable,Worse today,,,Donald Trump,Hillary Clinton,,,The economy,,,Strongly disapprove,,Can bring needed change,No,No,,,,,Before that,,,No,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,,,,Neither,,,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Neither,,,,,Republican Senate - Voted Trump,,Before that,Before that,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 1,1.0,52240.0
206220.0, Iowa,5.0,Call 2,Complete,Election day exit poll,0.503455817699432,Hillary Clinton,Patty Judge,Female,White,18-24,Democrat,Liberal,,High school or less,No,,No,Hillary Clinton,,Not at all,,Favors the wealthy,,,,"No, not contacted by either",,,,Help the country,Omit,,Worse than life today,,,Change to more liberal policies,,,,No group is favored,,,,,Takes away U.S. jobs,A lot,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,Not much or not at all,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Liberal Democrats,Liberal Democrats,,,,,,Democratic Senate - voted Clinton,,,,,A lot or some,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 3,4.0,50156.0
