ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATDEM,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,BUSHPLCY,CALL,CDNUM,CHIEFREP,CIVILNH,CIVILNH2,COLLEDUC,DESCRIBPR,ECONWORR,ECOWORR2,EDUC,FAVGIUL,FAVGIUL2,FAVHUCK,FAVHUCK2,FAVMCCN,FAVMCCN2,FAVPAUL,FAVPAUL2,FAVROM,FAVROM2,GEOCODE,GETAHEAD,GUNOWNER,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LEADERR,MARRIED,NEC,NEC2,OVER65,PARTY,PARTYID,PHIL3,PHIL5,PRECINCT,PRSNH08R,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REGNHREP,REL5,RELIGN8,RELWHITE,RPRS08,SEX,SEXRACE,SEXWED,SEXWHITE,SHAREREL,SHARERL2,SIZEPLAC,SIZEPLC3,STANUM,TAXPREF,TELEPOLL,TERRWORR,TERWORR2,TIME3D,TIMEPR,TIMEWK,TOOSOON,UNFAIRREP,VERSION,WHITEREL,WHTEVANG,WOMENWED,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
470787.0,,,30-59,45-59,50-64,50-59,A few times a month,A few times a month/A few times a year,,Complete,,,,,,,3.0,Call 3,2.0,,,,2.0,1.0,2.0,1.0,College graduate,,,,,,,,,,,3.0,1.0,No,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Moderate,3.0,3.0,4.0,1.0,White,State questionnaire,White,East,1.0,,,,4.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,1.0,5.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,3031.0,1.9956396818161
469238.0,,,30-59,45-59,50-64,50-59,Omit,Omit,,Complete,,,,,,,1.0,Call 2,2.0,,,,2.0,1.0,2.0,1.0,Postgraduate study,,,,,,,,,,,2.0,1.0,No,2.0,1.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Moderate,3.0,38.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,1.0,2.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Low Density Rural,Rural,Rural,Very upscale,3755.0,0.425667971372604
469044.0,,,60+,60+,65+,75 or over,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 2,1.0,,,,2.0,1.0,3.0,2.0,Postgraduate study,,,,,,,,,,,1.0,2.0,Yes,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,2.0,My candidates position on the issues,,,Good,Excellent/Good,65+,Republican,Republican,Conservative,5.0,59.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,1.0,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,1.0,4.0,Version 2,,,,,4.0,4.0,6.0,9.0,65+,High Density Urban,Urban,Urban Core,Upscale,3104.0,1.21743988990784
468568.0,,,30-59,45-59,40-49,45-49,Once a week,More than once a week/Once a week,,Complete,,,,,,,3.0,Call 1,1.0,,,,2.0,1.0,1.0,1.0,Postgraduate study,,,,,,,,,,,1.0,3.0,Yes,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Moderate,3.0,58.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,1.0,5.0,Version 2,,,,,3.0,3.0,4.0,5.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3823.0,0.694865703582764
468469.0,,,18-29,18-29,25-29,25-29,Never,Never,,Complete,,,,,,,3.0,Call 1,1.0,,,,2.0,2.0,2.0,1.0,Postgraduate study,,,,,,,,,,,1.0,3.0,Yes,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",Strongly disapprove,Disapprove,2.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Liberal,2.0,94.0,4.0,1.0,White,State questionnaire,White,East,3.0,,,,4.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,1.0,5.0,Version 2,,,,,1.0,1.0,2.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,3801.0,0.573132455348969
468411.0,,,30-59,45-59,50-64,50-59,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,3.0,Call 1,2.0,,,,2.0,1.0,2.0,1.0,College graduate,,,,,,,,,,,2.0,2.0,No,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,,,Good,Excellent/Good,18-64,Independent/Something else,Independent,Conservative,4.0,20.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,1.0,5.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Suburb,Rural,Rural,Downscale,3301.0,0.730940461158752
468410.0,,,30-59,45-59,50-64,50-59,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,3.0,Call 1,2.0,,,,2.0,1.0,2.0,1.0,College graduate,,,,,,,,,,,2.0,2.0,No,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,,,Good,Excellent/Good,18-64,Independent/Something else,Independent,Conservative,4.0,20.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,1.0,5.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Suburb,Rural,Rural,Downscale,3301.0,0.730940461158752
468079.0,,,18-29,18-29,25-29,25-29,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 1,1.0,,,,2.0,1.0,2.0,1.0,College graduate,,,,,,,,,,,3.0,3.0,Yes,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,2.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Moderate,3.0,100.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Not at all worried,Not worried,2.0,5.0,2.0,2.0,1.0,Version 2,,,,,1.0,1.0,2.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,3867.0,0.962328970432281
468585.0,,,18-29,18-29,25-29,25-29,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 1,1.0,,,,1.0,1.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,3.0,3.0,No,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,,,Poor,Not so good/Poor,18-64,Independent/Something else,Independent,Moderate,3.0,56.0,5.0,1.0,White,State questionnaire,White,East,1.0,,,,6.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,1.0,1.0,Version 2,,,,,1.0,1.0,2.0,2.0,17-64,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3053.0,1.45636785030365
468716.0,,,18-29,18-29,25-29,25-29,Never,Never,,Complete,,,,,,,2.0,Call 1,2.0,,,,2.0,1.0,1.0,1.0,College graduate,,,,,,,,,,,1.0,1.0,No,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Conservative,5.0,78.0,5.0,1.0,White,State questionnaire,White,East,1.0,,,,6.0,Male,White male,,White male,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,1.0,2.0,Version 2,,,,,1.0,1.0,2.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,3062.0,1.3664689064025901
470366.0,,,18-29,18-29,18-24,18-24,Never,Never,,Complete,,,,,,,2.0,Call 3,2.0,,,,1.0,1.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,2.0,2.0,No,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,2.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,5.0,52.0,6.0,1.0,White,State questionnaire,White,East,2.0,,,,7.0,Male,White male,,White male,,,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Not at all worried,Not worried,2.0,5.0,2.0,2.0,1.0,Version 2,,,,,1.0,1.0,1.0,1.0,17-64,Town,Rural,Rural,Downscale,3766.0,1.20343315601349
468185.0,,,30-59,45-59,40-49,45-49,Once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 1,2.0,,,,2.0,1.0,2.0,1.0,College graduate,,,,,,,,,,,2.0,2.0,Yes,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,2.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Republican,Republican,Conservative,5.0,19.0,2.0,1.0,White,State questionnaire,White,East,2.0,,,,2.0,Female,White female,,White female,,,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,5.0,Version 2,,,,,3.0,3.0,4.0,5.0,17-64,Suburb,Rural,Rural,Downscale,3303.0,0.811451435089111
471059.0,,,30-59,30-44,30-39,30-39,Never,Never,,Complete,,,,,,,3.0,Call 3,2.0,,,,2.0,2.0,1.0,1.0,College graduate,,,,,,,,,,,2.0,2.0,No,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Moderate,3.0,51.0,4.0,1.0,White,State questionnaire,White,East,3.0,,,,4.0,Female,White female,,White female,,,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Very worried,Worried,1.0,1.0,1.0,2.0,5.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Town,Rural,Rural,Downscale,3766.0,0.94490259885788
469703.0,,,60+,60+,50-64,60-64,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,3.0,Call 2,1.0,,,,2.0,1.0,1.0,1.0,College graduate,,,,,,,,,,,1.0,2.0,Yes,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,,,Poor,Not so good/Poor,18-64,Independent/Something else,Independent,Liberal,2.0,35.0,2.0,1.0,White,State questionnaire,White,East,2.0,,,,2.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,5.0,Version 2,,,,,3.0,4.0,5.0,7.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,3840.0,0.484042435884476
471058.0,,,30-59,30-44,30-39,30-39,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,9.0,Call 3,1.0,,,,2.0,2.0,1.0,1.0,Postgraduate study,,,,,,,,,,,1.0,2.0,No,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,2.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Moderate,3.0,83.0,4.0,1.0,White,State questionnaire,White,East,1.0,,,,4.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,1.0,5.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3857.0,0.757699012756348
467930.0,,,18-29,18-29,25-29,25-29,Once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 1,2.0,,,,1.0,1.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,1.0,1.0,Yes,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Democrat,Democrat,Moderate,3.0,103.0,4.0,1.0,White,State questionnaire,White,East,1.0,,,,4.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,2.0,5.0,Version 2,,,,,1.0,1.0,2.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3079.0,2.3818781375885
469918.0,,,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 2,1.0,,,,2.0,1.0,2.0,1.0,Postgraduate study,,,,,,,,,,,3.0,2.0,Yes,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,4.0,My candidates leadership/personal qualities,,,Good,Excellent/Good,18-64,Independent/Something else,Independent,Moderate,3.0,56.0,6.0,1.0,White,State questionnaire,White,East,1.0,,,,7.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,9.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3053.0,1.10414922237396
468169.0,,,30-59,30-44,30-39,30-39,Once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 1,2.0,,,,2.0,2.0,1.0,1.0,Postgraduate study,,,,,,,,,,,2.0,1.0,Yes,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,88.0,2.0,1.0,White,State questionnaire,White,East,2.0,,,,2.0,Female,White female,,White female,,,Rural,Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,2.0,3.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Suburb,Rural,Rural,Downscale,3275.0,0.791678786277771
468899.0,,,30-59,30-44,30-39,30-39,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,3.0,Call 1,1.0,,,,2.0,2.0,2.0,1.0,Postgraduate study,,,,,,,,,,,1.0,2.0,Yes,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,2.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Republican,Republican,Moderate,3.0,67.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,2.0,5.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3054.0,1.61627614498138
470879.0,,,30-59,45-59,50-64,50-59,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 3,2.0,,,,2.0,2.0,2.0,1.0,College graduate,,,,,,,,,,,4.0,2.0,Yes,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,,,Good,Excellent/Good,18-64,Republican,Republican,Conservative,4.0,33.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Female,White female,,White female,,,Rural,Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,2.0,5.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,3581.0,0.720576703548431
470874.0,,,30-59,45-59,50-64,50-59,Once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 3,1.0,,,,1.0,1.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,3.0,3.0,Yes,2.0,1.0,,,,Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Conservative,4.0,6.0,5.0,1.0,White,State questionnaire,White,East,1.0,,,,6.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,9.0,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,2.0,9.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,3825.0,0.558710634708405
468859.0,,,30-59,30-44,30-39,30-39,A few times a month,A few times a month/A few times a year,,Complete,,,,,,,1.0,Call 1,1.0,,,,2.0,1.0,3.0,2.0,Postgraduate study,,,,,,,,,,,3.0,2.0,No,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,1.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Independent/Something else,Independent,Conservative,4.0,8.0,6.0,1.0,White,State questionnaire,White,East,2.0,,,,7.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,2.0,9.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,3110.0,0.914797246456146
469903.0,,,30-59,45-59,50-64,50-59,Once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 2,2.0,,,,2.0,1.0,2.0,1.0,College graduate,,,,,,,,,,,1.0,3.0,No,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,2.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,78.0,1.0,1.0,White,State questionnaire,White,East,1.0,,,,1.0,Female,White female,,White female,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,2.0,5.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Suburb,Urban,Urban Core,Very upscale,3062.0,1.8904116153717
470850.0,,,60+,60+,50-64,60-64,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,9.0,Call 3,2.0,,,,2.0,2.0,2.0,1.0,Postgraduate study,,,,,,,,,,,3.0,2.0,Yes,2.0,1.0,,,,Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,89.0,1.0,1.0,White,State questionnaire,White,East,2.0,,,,1.0,Female,White female,,White female,,,Rural,Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,1.0,9.0,Version 2,,,,,3.0,4.0,5.0,7.0,17-64,Low Density Rural,Rural,Rural,Very downscale,3263.0,0.781461358070374
468271.0,,,60+,60+,65+,65-74,More than once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 1,2.0,,,,2.0,1.0,3.0,2.0,College graduate,,,,,,,,,,,4.0,2.0,No,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly approve,Approve,4.0,My candidates position on the issues,,,Not so good,Not so good/Poor,65+,Republican,Republican,Conservative,5.0,33.0,2.0,1.0,White,State questionnaire,White,East,2.0,,,,2.0,Female,White female,,White female,,,Rural,Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,2.0,9.0,Version 2,,,,,4.0,4.0,6.0,8.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,3581.0,0.674478888511658
470925.0,,,60+,60+,50-64,60-64,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,3.0,Call 3,2.0,,,,2.0,2.0,1.0,1.0,Postgraduate study,,,,,,,,,,,3.0,3.0,Yes,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Moderate,3.0,119.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,1.0,5.0,Version 2,,,,,3.0,4.0,5.0,7.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,3087.0,1.01321160793304
470088.0,,,30-59,30-44,30-39,30-39,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 2,2.0,,,,2.0,1.0,1.0,1.0,Postgraduate study,,,,,,,,,,,3.0,3.0,No,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,,,Poor,Not so good/Poor,18-64,Independent/Something else,Independent,Conservative,4.0,4.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,2.0,5.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3811.0,0.93389368057251
470087.0,,,30-59,30-44,30-39,30-39,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 2,2.0,,,,2.0,1.0,1.0,1.0,Postgraduate study,,,,,,,,,,,3.0,3.0,No,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,,,Poor,Not so good/Poor,18-64,Independent/Something else,Independent,Conservative,4.0,4.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,2.0,5.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3811.0,0.93389368057251
470924.0,,,60+,60+,50-64,60-64,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,3.0,Call 3,2.0,,,,2.0,2.0,1.0,1.0,Postgraduate study,,,,,,,,,,,3.0,3.0,Yes,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Moderate,3.0,119.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,1.0,5.0,Version 2,,,,,3.0,4.0,5.0,7.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,3087.0,1.01321160793304
468934.0,,,18-29,18-29,25-29,25-29,A few times a month,A few times a month/A few times a year,,Complete,,,,,,,3.0,Call 1,1.0,,,,2.0,1.0,2.0,1.0,Postgraduate study,,,,,,,,,,,1.0,1.0,No,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,2.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,83.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,2.0,5.0,Version 2,,,,,1.0,1.0,2.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3857.0,0.949677646160126
468377.0,,,30-59,30-44,30-39,30-39,More than once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 1,1.0,,,,2.0,1.0,2.0,1.0,College graduate,,,,,,,,,,,3.0,2.0,Yes,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,4.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Republican,Republican,Conservative,5.0,6.0,6.0,1.0,White,State questionnaire,White,East,2.0,,,,7.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,2.0,4.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,3825.0,0.557957649230957
468061.0,,,30-59,45-59,40-49,45-49,Never,Never,,Complete,,,,,,,9.0,Call 1,2.0,,,,2.0,1.0,1.0,1.0,College graduate,,,,,,,,,,,3.0,3.0,No,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Moderate,3.0,108.0,9.0,1.0,White,State questionnaire,White,East,2.0,,,,99.0,Female,White female,,White female,,,Rural,Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,1.0,3.0,Version 2,,,,,3.0,3.0,4.0,5.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,3464.0,2.6231837272644
467877.0,,,30-59,30-44,40-49,40-44,Never,Never,,Complete,,,,,,,1.0,Call 1,1.0,,,,1.0,1.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,3.0,3.0,No,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly approve,Approve,3.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Moderate,3.0,29.0,2.0,1.0,White,State questionnaire,White,East,2.0,,,,2.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,2.0,3.0,Version 2,,,,,2.0,2.0,4.0,4.0,17-64,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,3835.0,1.01494920253754
468599.0,,,30-59,45-59,50-64,50-59,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,3.0,Call 1,2.0,,,,1.0,1.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,3.0,3.0,No,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Liberal,2.0,119.0,4.0,1.0,White,State questionnaire,White,East,2.0,,,,4.0,Female,White female,,White female,,,Suburbs,Suburbs,New Hampshire,1.0,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,2.0,5.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,3087.0,0.861359655857086
