ID,ATTEND,ATTEND2,ATTREL,AZDPRS08,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,LATINOS,MARRIED,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1102531.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,1.0,Complete,,,,5.0,1.0,2.0,2.0,1.0,College graduate,2.0,1.0,1.0,2.0,2.0,1.0,,,,3.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,85258.0,1.41836845874786
1102519.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,1.0,Complete,,,,5.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,4.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,1.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,85260.0,1.41836845874786
1102477.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,,5.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,3.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",3.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,,2.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,9.0,9.0,9.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Very upscale,85283.0,0.875398635864258
1102362.0,Never,Never,All others,1.0,Complete,,,,5.0,1.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,1.0,2.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,4.0,White,State questionnaire,White,3.0,2.0,West,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Something else,2.0,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Very upscale,85283.0,0.709184229373932
1102644.0,Omit,Omit,Omit,1.0,Complete,,,,5.0,1.0,,2.0,1.0,,3.0,2.0,1.0,2.0,,2.0,,,,3.0,No,No,No,Good,Excellent/Good,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,5.0,,9.0,White,State questionnaire,White,3.0,2.0,West,,,9.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,,2.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,85255.0,0.709184229373932
1102607.0,Never,Never,Protestant/Do not attend weekly,2.0,Complete,,,,5.0,3.0,2.0,4.0,2.0,College graduate,3.0,2.0,1.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,No,Poor,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,9.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,85258.0,0.429815053939819
1102468.0,Never,Never,All others,2.0,Complete,,,,5.0,2.0,1.0,4.0,2.0,Some college or associate degree,3.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,4.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Upscale,85251.0,0.429815053939819
1102563.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,3.0,Complete,,,,5.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,85048.0,0.557984352111816
1102395.0,A few times a year,A few times a month/A few times a year,All others,3.0,Complete,,,,5.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,1.0,2.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Protestant/Other Christian,2.0,2.0,2.0,4.0,4.0,2.0,17-64,High Density Urban,Urban,Urban Core,Upscale,85251.0,1.37752282619476
1102483.0,A few times a year,A few times a month/A few times a year,All others,1.0,Complete,,,,4.0,3.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,No,No,No,Poor,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,,3.0,Black,State questionnaire,Black,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,6.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,85031.0,1.51025021076202
1102416.0,Never,Never,All others,1.0,Complete,,,,4.0,1.0,1.0,2.0,1.0,High school graduate,3.0,2.0,1.0,3.0,1.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,3.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,None,2.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely High Density Urban,Urban,Urban Core,Very downscale,85033.0,1.41836845874786
1102632.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,3.0,Complete,,,,4.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,No,Poor,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,,1.0,Black,State questionnaire,Black,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,4.0,4.0,6.0,8.0,8.0,65+,Suburb,Urban,Urban Core,Very downscale,85041.0,1.18826103210449
1102599.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,1.0,Complete,,,,3.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,1.0,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,Urban,Urban Core,Upscale,85032.0,0.875398635864258
1102473.0,A few times a month,A few times a month/A few times a year,All others,1.0,Complete,,,,3.0,1.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,1.0,3.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Jewish,Jewish,3.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Jewish,2.0,3.0,4.0,5.0,7.0,4.0,17-64,High Density Urban,Urban,Urban Core,Upscale,85032.0,0.709184229373932
1102594.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,1.0,Complete,,,,3.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,2.0,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,Urban,Urban Core,Upscale,85032.0,0.875398635864258
1102389.0,A few times a year,A few times a month/A few times a year,All others,1.0,Complete,,,,3.0,1.0,2.0,2.0,1.0,College graduate,2.0,1.0,1.0,1.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",2.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,3.0,White,State questionnaire,White,2.0,1.0,West,Jewish,Jewish,3.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Jewish,1.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,Urban,Urban Core,Very upscale,85020.0,1.41836845874786
1102557.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,3.0,Complete,,,,3.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,1.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,No,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Urban,Urban Core,Upscale,85027.0,0.688761413097382
1102353.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,3.0,Complete,,,,3.0,1.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,1.0,3.0,2.0,9.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,2.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Upscale,85032.0,0.557984352111816
1102650.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,1.0,Complete,,,,2.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,9.0,4.0,65+,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85375.0,1.41836845874786
1102649.0,Once a week,More than once a week/Once a week,All others,1.0,Complete,,,,2.0,3.0,1.0,2.0,1.0,Did not complete high school,1.0,1.0,1.0,3.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",3.0,Yes,Yes,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Conservative,4.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,1.0,1.0,West,None,None,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,11.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,1.39535474777222
1102536.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,1.0,Complete,,,,2.0,1.0,1.0,2.0,1.0,High school graduate,3.0,2.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,2.0,4.0,4.0,6.0,9.0,4.0,65+,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85375.0,1.75079727172852
1102511.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,,2.0,9.0,2.0,2.0,1.0,College graduate,3.0,2.0,1.0,1.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,9.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Upscale,85382.0,1.41836845874786
1102369.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,,2.0,1.0,1.0,2.0,1.0,High school graduate,3.0,2.0,1.0,2.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,4.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,80s Suburbs,Urban Perimeter,Downscale,85345.0,1.75079727172852
1102591.0,Never,Never,All others,1.0,Complete,,,,2.0,1.0,2.0,2.0,1.0,College graduate,1.0,1.0,1.0,1.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,1.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,1.41836845874786
1102572.0,Never,Never,Catholic/Do not attend weekly,1.0,Complete,,,,2.0,1.0,1.0,2.0,1.0,High school graduate,3.0,2.0,1.0,2.0,1.0,1.0,,,,1.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,1.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,80s Suburbs,Urban Perimeter,Very upscale,85308.0,1.41836845874786
1102529.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,1.0,Complete,,,,2.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,2.0,2.0,3.0,,,,1.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85379.0,1.41836845874786
1102356.0,Never,Never,All others,1.0,Complete,,,,2.0,1.0,2.0,2.0,1.0,College graduate,2.0,1.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,No,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Something else,Liberal,2.0,,3.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,9.0,Version 1,None,2.0,1.0,1.0,1.0,1.0,1.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85379.0,2.83673691749573
1102636.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,3.0,Complete,,,,2.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,1.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85375.0,1.11596870422363
1102481.0,Never,Never,All others,3.0,Complete,,,,2.0,3.0,2.0,8.0,3.0,College graduate,2.0,1.0,1.0,3.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Conservative,4.0,,1.0,Black,State questionnaire,Black,1.0,1.0,West,None,None,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Married women,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,2.0,2.0,4.0,4.0,6.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,4.75304412841797
1102405.0,Never,Never,Protestant/Do not attend weekly,3.0,Complete,,,,2.0,1.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,1.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,85326.0,1.11596870422363
1102340.0,Never,Never,Catholic/Do not attend weekly,3.0,Complete,,,,2.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,1.0,2.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",2.0,No,No,Yes,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Upscale,85382.0,1.37752282619476
1102449.0,A few times a year,A few times a month/A few times a year,All others,1.0,Complete,,,,2.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,3.0,2.0,1.0,,,,2.0,No,No,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,70s Suburbs,Urban Perimeter,Very downscale,85301.0,2.83673691749573
