ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,FAVBILL,FAVBILL2,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MARRIED,NEC,NEC2,OKDPRS08,OVER65,PARTY,PARTYBLK,PARTYBYR,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1114735.0,60+,60+,50-64,60-64,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Call 2,4.0,1.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,3.0,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Republican,4.0,7.0,Republican,Conservative,4.0,19.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Protestant/Other Christian,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,73543.0,0.810338318347931
1106990.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Call 1,2.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,2.0,1.0,3.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,65+,Democrat,3.0,1.0,Democrat,Conservative,4.0,3.0,2.0,White,State questionnaire,White,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Very downscale,74747.0,0.742863476276398
1106985.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Call 1,3.0,1.0,1.0,2.0,1.0,High school graduate,2.0,1.0,2.0,1.0,4.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,Yes,Not so good,Not so good/Poor,1.0,65+,Democrat,3.0,1.0,Democrat,Moderate,3.0,35.0,3.0,White,State questionnaire,White,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,73768.0,0.79238885641098
1123526.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 3,1.0,1.0,2.0,2.0,1.0,Postgraduate study,1.0,1.0,3.0,2.0,2.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,65+,Democrat,3.0,1.0,Democrat,Moderate,3.0,72.0,2.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74008.0,1.491255402565
1123520.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Call 3,2.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,51.0,3.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,Rural,Rural,Downscale,74047.0,0.592189192771912
1123518.0,60+,60+,50-64,60-64,Non black 60+,All other,Never,Never,All others,Complete,4.0,2.0,Call 3,5.0,1.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,8.0,Democrat,Liberal,2.0,56.0,4.0,American Indian,State questionnaire,Other,2.0,1.0,South,Something else,Something else,9.0,1.0,1.0,2.0,Male,Non black male,All other races,Non white male,Married men,Non white,"Cities 10,000-50,000",Small Cities/Rural,Oklahoma,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,13.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,74826.0,0.990424573421478
1114687.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Call 2,4.0,1.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,4.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,Yes,Good,Excellent/Good,1.0,65+,Democrat,3.0,1.0,Democrat,Conservative,4.0,19.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,73543.0,0.867069363594055
1106944.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,Call 1,3.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,35.0,2.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,Version 1,Protestant/Other Christian,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,73768.0,0.740544080734253
1105839.0,60+,60+,50-64,60-64,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Call 1,3.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",9.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,8.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,73099.0,0.6738401055336
1114661.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,3.0,2.0,Call 2,4.0,1.0,2.0,2.0,1.0,Postgraduate study,1.0,1.0,3.0,2.0,4.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,61.0,3.0,White,State questionnaire,White,3.0,2.0,South,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,None,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,73491.0,1.85492444038391
1115755.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Call 2,2.0,2.0,1.0,2.0,1.0,High school graduate,1.0,1.0,1.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,No,Yes,Good,Excellent/Good,1.0,65+,Democrat,3.0,1.0,Democrat,Conservative,5.0,3.0,4.0,White,State questionnaire,White,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,Low Density Rural,Rural,Rural,Very downscale,74747.0,0.794870615005493
1106918.0,60+,60+,65+,75 or over,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,65+,Republican,4.0,7.0,Republican,Liberal,2.0,72.0,3.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74008.0,1.39688169956207
1125665.0,60+,60+,50-64,60-64,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Call 3,2.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,2.0,1.0,3.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Liberal,1.0,3.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,Rural,Rural,Very downscale,74747.0,0.794870615005493
1106910.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Call 1,2.0,1.0,1.0,2.0,1.0,High school graduate,1.0,1.0,2.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",9.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,3.0,1.0,White,State questionnaire,White,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,Rural,Rural,Very downscale,74747.0,0.794870615005493
1106908.0,60+,60+,65+,65-74,Non black 60+,Latino 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,Did not complete high school,2.0,1.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,Yes,Yes,Not so good,Not so good/Poor,1.0,65+,Democrat,3.0,5.0,Democrat,Liberal,2.0,77.0,4.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,South,Catholic,Catholic,9.0,1.0,1.0,2.0,Male,Non black male,Latino men,Non white male,Married men,Non white,Suburbs,Suburbs,Oklahoma,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Non-white,2.0,4.0,4.0,6.0,8.0,12.0,65+,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74055.0,1.15762150287628
1105798.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Call 1,5.0,1.0,2.0,2.0,1.0,Postgraduate study,2.0,1.0,3.0,2.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,No,Yes,Good,Excellent/Good,1.0,18-64,Independent/Something else,4.0,2.0,Independent,Moderate,3.0,45.0,4.0,White,State questionnaire,White,2.0,1.0,South,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,73008.0,1.45694017410278
1116812.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 2,5.0,1.0,1.0,2.0,1.0,High school graduate,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,Yes,Not so good,Not so good/Poor,1.0,65+,Democrat,3.0,1.0,Democrat,Liberal,2.0,40.0,3.0,White,State questionnaire,White,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,9.0,9.0,Omit,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Downscale,73115.0,0.918173372745514
1125610.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 3,3.0,1.0,1.0,2.0,1.0,High school graduate,2.0,1.0,2.0,1.0,4.0,2.0,1.0,,,,1.0,No,Yes,Not so good,Not so good/Poor,1.0,65+,Independent/Something else,4.0,2.0,Independent,,,35.0,1.0,White,State questionnaire,White,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,1.0,1.0,1.0,9.0,9.0,Omit,No one does,No,No,No,9.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,73768.0,0.740544080734253
1116777.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Call 2,2.0,1.0,1.0,2.0,1.0,High school graduate,1.0,1.0,3.0,2.0,3.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Poor,Not so good/Poor,1.0,65+,Democrat,3.0,1.0,Democrat,Moderate,3.0,29.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,74942.0,2.38461184501648
1116775.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 2,5.0,1.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,Yes,Not so good,Not so good/Poor,1.0,65+,Democrat,3.0,1.0,Democrat,Conservative,4.0,40.0,9.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Downscale,73115.0,0.9824538230896
1106845.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Conservative,4.0,72.0,2.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74008.0,1.491255402565
1113908.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Call 2,1.0,1.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,Yes,Poor,Not so good/Poor,1.0,65+,Democrat,3.0,1.0,Democrat,Liberal,1.0,77.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74055.0,1.15762150287628
1113452.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,Call 2,5.0,1.0,2.0,2.0,1.0,Postgraduate study,1.0,1.0,3.0,2.0,1.0,2.0,2.0,,,,1.0,No,Yes,Not so good,Not so good/Poor,1.0,65+,Democrat,3.0,1.0,Democrat,Moderate,3.0,45.0,4.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Upscale,73008.0,1.36161482334137
1123374.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,Call 3,5.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,4.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",9.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Liberal,1.0,56.0,3.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 10,000-50,000",Small Cities/Rural,Oklahoma,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,,,,,1.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,74826.0,0.990424573421478
1125577.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Call 3,4.0,1.0,1.0,2.0,1.0,High school graduate,3.0,2.0,3.0,2.0,4.0,2.0,1.0,,,,1.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Liberal,2.0,19.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,73543.0,0.867069363594055
1123364.0,60+,60+,50-64,60-64,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Call 3,1.0,1.0,1.0,2.0,1.0,High school graduate,3.0,2.0,3.0,2.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,Yes,Good,Excellent/Good,1.0,18-64,Democrat,3.0,1.0,Democrat,Conservative,4.0,72.0,3.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74008.0,1.39688169956207
1115636.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Call 2,2.0,1.0,1.0,2.0,1.0,High school graduate,1.0,1.0,3.0,2.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,,Yes,Poor,Not so good/Poor,1.0,65+,Democrat,3.0,1.0,Democrat,Moderate,3.0,3.0,3.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,,,,,1.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Very downscale,74747.0,0.742863476276398
1106799.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,Catholic/Do not attend weekly,Complete,9.0,9.0,Call 1,4.0,1.0,1.0,2.0,1.0,Did not complete high school,1.0,1.0,3.0,2.0,4.0,3.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,Yes,Poor,Not so good/Poor,1.0,65+,Democrat,3.0,1.0,Democrat,Liberal,2.0,61.0,3.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,1.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,73491.0,1.73355960845947
1114514.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,Call 2,4.0,1.0,1.0,2.0,1.0,High school graduate,1.0,1.0,3.0,2.0,4.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",9.0,No,Yes,Poor,Not so good/Poor,1.0,65+,Democrat,3.0,1.0,Democrat,Moderate,3.0,19.0,2.0,White,State questionnaire,White,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,73543.0,0.810338318347931
