ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATMCCN,BREAKDEM,BREAKDM2,CALL,CDNUM,CLINASVP,CLINVSMCCN,COLLEDUC,DPRS08,EDUC,GENDISS,GENDISS2,GENDISS4,GEOCODE,GUNOWNER,HONESTCLIN,HONESTDEM,HONESTOBAM,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,ISSVQUAL,LONGPRIM,MTDPRS08,OBAMAASVP,OBAMVSMCCN,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,RACEISS5,RECESS08,RECSS082,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHARECLIN,SHAREOBAM,SHAREVAL,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TIME3DAB,TIMEPRAB,TIMEWKAB,UNFAIRSC,UNFRCLIN,UNFROBAM,VERSION,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
3707874.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,4.0,2.0,Call 1,1.0,2.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,2.0,1.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates position on the issues,1.0,2.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,43.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,Version 1,None,2.0,2.0,4.0,4.0,2.0,2.0,17-64,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.588038444519043
3707870.0,60+,60+,65+,75 or over,Black 60+,Black 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,1.0,Call 1,1.0,1.0,1.0,1.0,8.0,High school graduate,3.0,2.0,2.0,1.0,Yes,1.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,My candidates position on the issues,1.0,2.0,1.0,1.0,65+,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,5.0,1.0,Black,State questionnaire,Black,3.0,2.0,4.0,2.0,1.0,West,Catholic,Catholic,9.0,2.0,2.0,1.0,Male,Black male,Black men,Non white male,Non white,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,3.0,1.0,Barack Obama did,Version 1,Non-white,4.0,4.0,6.0,9.0,8.0,2.0,65+,Low Density Rural,Urban,Urban Core,Upscale,59404.0,0.471016228199005
3707865.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,3.0,2.0,Call 1,1.0,2.0,9.0,1.0,8.0,Some college or associate degree,3.0,2.0,4.0,1.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,My candidates position on the issues,2.0,2.0,1.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,33.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,9.0,9.0,Omit,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very upscale,59602.0,0.44279283285141
3707862.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,2.0,4.0,2.0,Call 1,1.0,1.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,2.0,1.0,No,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,My candidates leadership/personal qualities,2.0,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,38.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,None,None,5.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Suburbs,Suburbs,Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,Version 1,None,2.0,2.0,3.0,3.0,2.0,2.0,17-64,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,59825.0,0.55824077129364
3707861.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,4.0,2.0,Call 1,1.0,2.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,2.0,2.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,My candidates position on the issues,2.0,2.0,2.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,47.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,3.0,1.0,Barack Obama did,Version 1,None,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,59047.0,1.08866941928864
3707856.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,3.0,2.0,Call 1,1.0,2.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,4.0,1.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,My candidates leadership/personal qualities,1.0,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,43.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,3.0,3.0,4.0,5.0,3.0,2.0,17-64,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.542454719543457
3707855.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,2.0,4.0,2.0,Call 1,1.0,9.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,4.0,2.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,My candidates position on the issues,1.0,2.0,9.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,,,47.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,9.0,9.0,Omit,Version 1,None,2.0,2.0,3.0,3.0,2.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,59047.0,0.88870769739151
3707849.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,3.0,2.0,Call 1,1.0,2.0,3.0,1.0,8.0,High school graduate,3.0,2.0,2.0,1.0,No,2.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,My candidates leadership/personal qualities,1.0,2.0,2.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,43.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,4.0,5.0,3.0,2.0,17-64,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.588038444519043
3707844.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,4.0,2.0,Call 1,1.0,2.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,2.0,1.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,My candidates leadership/personal qualities,1.0,2.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,5.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Low Density Rural,Urban,Urban Core,Upscale,59404.0,0.849704325199127
3707841.0,60+,60+,65+,75 or over,Non black 60+,Latino 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,4.0,2.0,Call 1,1.0,1.0,9.0,1.0,8.0,High school graduate,3.0,2.0,2.0,3.0,Yes,2.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,My candidates position on the issues,1.0,2.0,1.0,1.0,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Conservative,4.0,68.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,5.0,1.0,1.0,West,Catholic,Catholic,9.0,2.0,4.0,2.0,Male,Non black male,Latino men,Non white male,Non white,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,Barack Obama did,Version 1,Non-white,4.0,4.0,6.0,9.0,12.0,2.0,65+,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0,1.58231711387634
3707839.0,60+,60+,65+,65-74,,,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,4.0,2.0,Call 1,1.0,2.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,4.0,2.0,No,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates position on the issues,2.0,2.0,2.0,1.0,65+,Democrat,,,Democrat,Moderate,3.0,47.0,1.0,,State questionnaire,,3.0,2.0,9.0,2.0,1.0,West,Catholic,Catholic,9.0,9.0,9.0,9.0,Female,,,,,2.0,1.0,2.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Non-white,4.0,4.0,6.0,8.0,,2.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,59047.0,0.878591418266296
3707834.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Catholic/Do not attend weekly,Complete,2.0,4.0,2.0,Call 1,1.0,2.0,2.0,1.0,8.0,Some college or associate degree,3.0,2.0,2.0,2.0,Yes,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,My candidates leadership/personal qualities,2.0,2.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,47.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,2.0,2.0,4.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,3.0,1.0,Barack Obama did,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,59047.0,0.963387787342072
3707833.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,2.0,1.0,Call 1,1.0,1.0,2.0,1.0,8.0,Some college or associate degree,2.0,1.0,1.0,3.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,My candidates leadership/personal qualities,1.0,2.0,1.0,1.0,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,64.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,2.0,65+,Low Density Rural,Urban,Urban Core,Very upscale,59105.0,0.829762101173401
3707831.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,4.0,2.0,Call 1,1.0,2.0,2.0,1.0,8.0,High school graduate,3.0,2.0,2.0,1.0,No,2.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,My candidates position on the issues,2.0,2.0,1.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,5.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Catholic,1.0,1.0,2.0,2.0,1.0,2.0,17-64,Low Density Rural,Urban,Urban Core,Upscale,59404.0,0.851615965366364
3709204.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,2.0,1.0,Call 3,1.0,2.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,4.0,2.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,My candidates position on the issues,1.0,2.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,60.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,2.0,2.0,3.0,3.0,2.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,59482.0,1.33794450759888
3707829.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,4.0,2.0,Call 1,1.0,2.0,3.0,1.0,8.0,High school graduate,2.0,1.0,1.0,1.0,Yes,2.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",9.0,My candidates position on the issues,1.0,2.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,33.0,1.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,1.0,West,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,2.0,65+,Extremely Low Density Rural,Rural,Rural,Very upscale,59602.0,0.542422473430634
3707824.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,4.0,2.0,Call 1,1.0,2.0,3.0,1.0,8.0,Some college or associate degree,3.0,2.0,2.0,2.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"Under $15,000",1.0,My candidates leadership/personal qualities,2.0,2.0,2.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,55.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,None,None,5.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,Version 1,None,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,59856.0,2.73457217216492
3709192.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,1.0,Call 3,1.0,9.0,1.0,1.0,8.0,Some college or associate degree,2.0,1.0,3.0,2.0,Yes,2.0,2.0,1.0,2.0,,,,1.0,My candidates position on the issues,2.0,2.0,9.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,36.0,1.0,White,State questionnaire,White,2.0,1.0,1.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,2.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,59935.0,0.476774245500565
3709190.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,3.0,2.0,Call 3,1.0,1.0,2.0,1.0,8.0,High school graduate,3.0,2.0,2.0,3.0,Yes,2.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,My candidates position on the issues,2.0,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,68.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,1.0,1.0,1.0,1.0,1.0,2.0,17-64,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0,1.40337777137756
3707815.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,3.0,2.0,Call 1,1.0,2.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,2.0,3.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,My candidates position on the issues,2.0,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,64.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Low Density Rural,Urban,Urban Core,Very upscale,59105.0,0.734274983406067
3707813.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Omit,Omit,Omit,Complete,2.0,4.0,2.0,Call 1,1.0,2.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,4.0,2.0,No,9.0,9.0,9.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,My candidates leadership/personal qualities,1.0,2.0,2.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Liberal,2.0,55.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,,,9.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,9.0,9.0,Omit,Version 1,,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,59856.0,2.52259302139282
3707812.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,4.0,2.0,Call 1,1.0,1.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,2.0,1.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,My candidates position on the issues,1.0,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,5.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Something else,Something else,4.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Something else,1.0,1.0,1.0,1.0,1.0,2.0,17-64,Low Density Rural,Urban,Urban Core,Upscale,59404.0,0.851615965366364
3709184.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,4.0,2.0,Call 3,1.0,1.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,4.0,2.0,No,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,My candidates leadership/personal qualities,1.0,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,36.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,59935.0,0.421908140182495
3707808.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,3.0,2.0,Call 1,1.0,2.0,1.0,1.0,8.0,High school graduate,3.0,2.0,2.0,1.0,Yes,2.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,Omit,1.0,2.0,2.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,8.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,Barack Obama did,Version 1,Catholic,2.0,2.0,3.0,3.0,2.0,2.0,17-64,Low Density Rural,Urban,Urban Core,Upscale,59404.0,0.939439237117767
3707807.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,3.0,2.0,Call 1,1.0,2.0,3.0,1.0,8.0,High school graduate,3.0,2.0,4.0,1.0,Yes,2.0,2.0,1.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,My candidates position on the issues,2.0,2.0,1.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,33.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very upscale,59602.0,0.500374853610992
3709175.0,30-59,45-59,40-49,45-49,Non black 45-59,All other,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,4.0,2.0,Call 3,1.0,2.0,3.0,1.0,8.0,Some college or associate degree,2.0,1.0,1.0,3.0,Yes,2.0,2.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates leadership/personal qualities,2.0,2.0,9.0,1.0,18-64,Democrat,Non black Democrat,All other,Democrat,Moderate,3.0,64.0,1.0,American Indian,State questionnaire,Other,1.0,1.0,5.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Male,Non black male,All other races,Non white male,Non white,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,3.0,3.0,4.0,5.0,13.0,2.0,17-64,Low Density Rural,Urban,Urban Core,Very upscale,59105.0,0.734274983406067
3708507.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,4.0,2.0,Call 2,1.0,2.0,3.0,1.0,8.0,Some college or associate degree,3.0,2.0,4.0,3.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates leadership/personal qualities,2.0,2.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,53.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,Rural,Small Cities/Rural,Montana,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,8.0,4.0,2.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,59201.0,1.33498501777649
