ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,LATINOS,MARRIED,NEC,NEC2,NMPRSD08,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1129266.0,60+,60+,65+,75 or over,Non black 60+,Latino 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Call 3,3.0,3.0,1.0,2.0,1.0,High school graduate,3.0,2.0,3.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,Yes,Yes,Yes,Not so good,Not so good/Poor,1.0,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,35.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,1.0,2.0,Female,Non black female,Latino women,Non white female,Married women,Non white,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,1.0,4.0,4.0,6.0,9.0,12.0,65+,Town,Rural,Rural,Upscale,87401.0,1.07899415493011
1117591.0,60+,60+,65+,75 or over,Non black 60+,Latino 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,Did not complete high school,1.0,1.0,1.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,Yes,Yes,Yes,Not so good,Not so good/Poor,1.0,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,4.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,West,Catholic,Catholic,9.0,1.0,1.0,2.0,Female,Non black female,Latino women,Non white female,Married women,Non white,Suburbs,Suburbs,English, New Mexico,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,1.0,4.0,4.0,6.0,9.0,12.0,65+,Suburb,60s Suburbs,Urban Perimeter,Very downscale,87105.0,1.21432673931122
1117590.0,60+,60+,65+,75 or over,Non black 60+,Latino 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,Did not complete high school,1.0,1.0,1.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,Yes,Yes,Yes,Not so good,Not so good/Poor,1.0,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,4.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,West,Catholic,Catholic,9.0,1.0,1.0,2.0,Female,Non black female,Latino women,Non white female,Married women,Non white,Suburbs,Suburbs,English, New Mexico,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,1.0,4.0,4.0,6.0,9.0,12.0,65+,Suburb,60s Suburbs,Urban Perimeter,Very downscale,87105.0,1.21432673931122
1117584.0,60+,60+,65+,65-74,Non black 60+,Latino 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Call 1,2.0,1.0,1.0,2.0,1.0,High school graduate,3.0,2.0,2.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,Yes,Yes,No,Not so good,Not so good/Poor,1.0,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,22.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,4.0,4.0,6.0,8.0,12.0,65+,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,0.856206953525543
1117626.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,1.0,1.0,Call 1,3.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,38.0,3.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,None,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Urban,Urban Core,Very upscale,87505.0,1.22285997867584
1129196.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,3.0,2.0,Call 3,1.0,,,2.0,1.0,,,,1.0,,,,,,,2.0,No,No,,Not so good,Not so good/Poor,1.0,18-64,,,,,,,3.0,3.0,White,State questionnaire,White,,,West,,,,,,,Female,Non black female,White women,White female,,White female,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 1,,,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Urban,Urban Core,Very upscale,87120.0,1.44562709331512
1117530.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Call 1,2.0,1.0,2.0,2.0,1.0,College graduate,2.0,1.0,2.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,Yes,Poor,Not so good/Poor,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,22.0,3.0,White,State questionnaire,White,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,0.856206953525543
1128130.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,Call 3,3.0,2.0,2.0,4.0,2.0,Postgraduate study,3.0,2.0,3.0,2.0,2.0,2.0,,,,2.0,No,No,Yes,Poor,Not so good/Poor,2.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,28.0,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Protestant/Other Christian,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Very upscale,87710.0,1.12859082221985
1117310.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,Protestant/Do not attend weekly,Complete,4.0,2.0,Call 1,2.0,2.0,1.0,4.0,2.0,High school graduate,3.0,2.0,2.0,3.0,1.0,3.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,Yes,Poor,Not so good/Poor,2.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,22.0,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,Married men,White male,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,0.43545588850975
1121227.0,60+,60+,65+,65-74,Non black 60+,All other,,,,Not complete,1.0,1.0,Call 2,1.0,,,4.0,2.0,,,,1.0,,,,,,,2.0,No,No,,Poor,Not so good/Poor,2.0,65+,,,,,,,9.0,4.0,Other,State questionnaire,Other,,,West,,,,,,,Male,Non black male,All other races,Non white male,,Non white,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,4.0,4.0,6.0,8.0,13.0,65+,Suburb,Urban,Urban Core,Very upscale,87122.0,1.44662165641785
1120763.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,1.0,Call 2,2.0,2.0,1.0,4.0,2.0,High school graduate,3.0,2.0,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Yes,Not so good,Not so good/Poor,2.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,26.0,9.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Protestant/Other Christian,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,88415.0,0.654274940490723
1120528.0,60+,60+,65+,75 or over,Non black 60+,Latino 60+,Never,Never,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 2,2.0,2.0,2.0,4.0,2.0,Postgraduate study,3.0,2.0,2.0,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,Yes,Yes,Yes,Not so good,Not so good/Poor,2.0,65+,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Moderate,3.0,27.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Married men,Non white,Suburbs,Suburbs,English, New Mexico,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Non-white,2.0,4.0,4.0,6.0,9.0,12.0,65+,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,87031.0,0.311039924621582
1117933.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Call 1,3.0,2.0,2.0,4.0,2.0,College graduate,3.0,2.0,3.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,No,No,Yes,Not so good,Not so good/Poor,2.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,34.0,2.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Downscale,87410.0,1.29506754875183
1129240.0,60+,60+,65+,65-74,Non black 60+,Latino 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,Call 3,2.0,2.0,2.0,4.0,2.0,Postgraduate study,2.0,1.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,Yes,Yes,No,Not so good,Not so good/Poor,2.0,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,16.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,2.0,4.0,2.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Non-white,2.0,4.0,4.0,6.0,8.0,12.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,88203.0,0.372038692235947
1117499.0,60+,60+,65+,65-74,Non black 60+,Latino 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 1,1.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,1.0,2.0,2.0,9.0,Less than 100k,Less than 50k,"$30,000-$49,999",9.0,Yes,Yes,Yes,Poor,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,1.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,1.0,2.0,Female,Non black female,Latino women,Non white female,Married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,4.0,4.0,6.0,8.0,12.0,65+,Suburb,Urban,Urban Core,Very downscale,87102.0,0.779328107833862
1117474.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,Call 1,1.0,3.0,2.0,8.0,3.0,College graduate,1.0,1.0,1.0,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,Yes,Poor,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,9.0,1.0,White,State questionnaire,White,1.0,1.0,West,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,2.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,87122.0,0.859215557575226
1128010.0,60+,60+,50-64,60-64,Black 60+,Black 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Call 3,2.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,No,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Black non Democrat,Black Indpendents,Something else,Liberal,2.0,22.0,1.0,Black,State questionnaire,Black,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,8.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,0.514108419418335
1128205.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,Call 3,3.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,3.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,No,No,Not so good,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,39.0,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,87574.0,0.872113347053528
1117339.0,60+,60+,50-64,60-64,Non black 60+,Latino 60+,,,,Not complete,1.0,1.0,Call 1,1.0,,,8.0,3.0,,,,1.0,,,,,,,1.0,Yes,Yes,,Not so good,Not so good/Poor,3.0,18-64,,,,,,,9.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,West,,,,,,,Male,Non black male,Latino men,Non white male,,Non white,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,3.0,4.0,5.0,7.0,12.0,17-64,Suburb,Urban,Urban Core,Very upscale,87122.0,0.859215557575226
1117335.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 1,2.0,9.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,Yes,Poor,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,25.0,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,Rural,Rural,Upscale,87801.0,0.719415962696075
1117334.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 1,2.0,9.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,Yes,Poor,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,25.0,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,Rural,Rural,Upscale,87801.0,0.719415962696075
1117287.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Call 1,2.0,1.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,No,Not so good,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,25.0,4.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Upscale,87801.0,0.719415962696075
1128913.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,3.0,2.0,Call 3,3.0,,,8.0,3.0,,,,3.0,,,,,,,3.0,No,No,,Not so good,Not so good/Poor,3.0,18-64,,,,,,,35.0,4.0,White,State questionnaire,White,,,West,,,,,,,Female,Non black female,White women,White female,,White female,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,4.0,5.0,7.0,4.0,17-64,Town,Rural,Rural,Upscale,87401.0,0.872113347053528
1117241.0,60+,60+,65+,75 or over,Non black 60+,Latino 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,Call 1,2.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,2.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,Yes,Yes,Yes,Poor,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,25.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Married women,Non white,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Non-white,1.0,4.0,4.0,6.0,9.0,12.0,65+,Low Density Rural,Rural,Rural,Upscale,87801.0,0.626937389373779
1121706.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 2,3.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,3.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,No,No,Not so good,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,36.0,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,87501.0,0.88955557346344
1121620.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Call 2,1.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,No,No,Poor,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,9.0,2.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,87122.0,0.859215557575226
1128257.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,4.0,2.0,Call 3,1.0,2.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,1.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,6.0,1.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Urban,Urban Core,Upscale,87106.0,0.748766243457794
1117128.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,1.0,Call 1,1.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,No,Yes,Poor,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,11.0,1.0,White,State questionnaire,White,3.0,2.0,West,Something else,Something else,4.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Something else,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Urban,Urban Core,Very upscale,87122.0,1.01906967163086
1117103.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,1.0,Call 1,2.0,1.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,No,Poor,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,25.0,2.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,2.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Upscale,87801.0,0.719415962696075
1121707.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 2,3.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,3.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,No,No,Not so good,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,36.0,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,87501.0,0.88955557346344
