ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,FAVROM,FAVROM2,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,MARPRS08,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1107154.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 1,5.0,3.0,2.0,5.0,Postgraduate study,1.0,1.0,4.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,27.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1824.0,0.69984757900238
1128105.0,9.0,9.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 3,2.0,9.0,1.0,9.0,Some college or associate degree,9.0,9.0,4.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,No,5.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,6.0,9.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2019.0,1.05809795856476
1125896.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 3,4.0,1.0,1.0,5.0,Some college or associate degree,2.0,1.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,62.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,2.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2738.0,0.885268449783325
1114865.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,Yes,3.0,2.0,Call 2,1.0,3.0,1.0,5.0,Some college or associate degree,2.0,1.0,4.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,5.0,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,51.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,Yes,Catholic,White Born-again/Evangelical Christians,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1453.0,1.10586035251617
1125891.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,No,2.0,1.0,Call 3,1.0,5.0,1.0,5.0,Some college or associate degree,1.0,1.0,5.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,2.0,My candidates position on the issues,No,5.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,90.0,3.0,White,State questionnaire,White,East,Something else,Something else,4.0,7.0,5.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Something else,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1027.0,0.502135097980499
1108241.0,1.0,2.0,60+,60+,65+,65-74,,,Never,Never,Protestant/Do not attend weekly,Complete,4.0,2.0,No,9.0,9.0,Call 1,10.0,5.0,1.0,5.0,Some college or associate degree,1.0,1.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,65+,Republican,,,Republican,Conservative,4.0,48.0,3.0,,State questionnaire,,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,7.0,5.0,Female,,,,,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,4.0,4.0,6.0,8.0,,65+,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,2364.0,1.04761588573456
1126989.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,All other,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,2.0,1.0,Call 3,8.0,1.0,1.0,5.0,Some college or associate degree,1.0,1.0,1.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,All other,Independent,Moderate,3.0,14.0,2.0,Asian,State questionnaire,Asian,East,Catholic,Catholic,9.0,7.0,5.0,Male,Non black male,All other races,Non white male,Non white,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,3.0,3.0,5.0,6.0,13.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,2124.0,1.14307296276093
1126987.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,10.0,5.0,1.0,5.0,High school graduate,1.0,1.0,3.0,1.0,3.0,100k or more,50k or more,"$150,000-$199,999",Somewhat disapprove,Disapprove,1.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,48.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,2364.0,0.858410954475403
1108231.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 1,3.0,5.0,1.0,5.0,High school graduate,1.0,1.0,4.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,4.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,2.0,1.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2703.0,1.01349818706512
1107126.0,2.0,4.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 1,5.0,5.0,1.0,5.0,Some college or associate degree,1.0,1.0,4.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,,5.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,27.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1824.0,1.17695748806
1115946.0,2.0,4.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,No,1.0,1.0,Call 2,10.0,5.0,1.0,5.0,High school graduate,1.0,1.0,1.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,5.0,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,77.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,,,,,Non white,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Downscale,2169.0,1.01506853103638
1114837.0,1.0,1.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,4.0,2.0,No,3.0,2.0,Call 2,9.0,5.0,2.0,5.0,College graduate,2.0,1.0,4.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,No,5.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,85.0,2.0,White,State questionnaire,White,East,None,None,5.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,Version 1,No,None,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2081.0,0.869800388813019
1107114.0,1.0,2.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Never,Never,Protestant/Do not attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 1,3.0,5.0,1.0,5.0,High school graduate,2.0,1.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"Under $15,000",Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,96.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Very downscale,1608.0,0.643033683300018
1125864.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,3.0,2.0,No,3.0,2.0,Call 3,5.0,5.0,2.0,5.0,Postgraduate study,1.0,1.0,4.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,5.0,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,29.0,3.0,White,State questionnaire,White,East,None,None,5.0,7.0,5.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,Version 1,No,None,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1742.0,0.605197191238403
1115934.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 2,8.0,1.0,2.0,5.0,Postgraduate study,1.0,1.0,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,25.0,4.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,1.0,1.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Upscale,2139.0,0.488657534122467
1115932.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 2,8.0,1.0,2.0,5.0,Postgraduate study,1.0,1.0,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,25.0,4.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,1.0,1.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Upscale,2139.0,0.488657534122467
1115929.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 2,5.0,5.0,2.0,5.0,Postgraduate study,1.0,1.0,4.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,5.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,65.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1754.0,0.845362544059753
1128049.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Omit,Omit,Catholic/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,2.0,1.0,2.0,5.0,College graduate,2.0,1.0,4.0,2.0,3.0,,,,Somewhat approve,Approve,1.0,Omit,No,5.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,,,6.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2019.0,1.27006101608276
1114800.0,1.0,1.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 2,2.0,5.0,2.0,5.0,College graduate,1.0,1.0,5.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,52.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,1106.0,1.86932647228241
1126925.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,No,1.0,1.0,Call 3,10.0,3.0,2.0,5.0,College graduate,1.0,1.0,3.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,5.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,48.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,2364.0,1.03037178516388
1114790.0,1.0,2.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 2,1.0,5.0,1.0,5.0,Some college or associate degree,1.0,1.0,4.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,1.0,My candidates position on the issues,No,5.0,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,51.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1453.0,1.29080355167389
1104862.0,2.0,4.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 1,10.0,5.0,1.0,5.0,Some college or associate degree,2.0,1.0,1.0,2.0,9.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,9.0,My candidates position on the issues,No,5.0,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,77.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,1.0,2.0,1.0,Version 1,No,Catholic,White Born-again/Evangelical Christians,All others,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Downscale,2169.0,0.951468944549561
1108169.0,1.0,2.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 1,5.0,5.0,2.0,5.0,College graduate,1.0,1.0,4.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,5.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,29.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1742.0,0.853396236896515
1116980.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 2,1.0,5.0,2.0,5.0,Postgraduate study,1.0,1.0,5.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,3.0,My candidates position on the issues,No,5.0,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,90.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1027.0,0.708067059516907
1115875.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,No,2.0,1.0,Call 2,4.0,5.0,2.0,5.0,Postgraduate study,1.0,1.0,4.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",Strongly approve,Approve,3.0,My candidates position on the issues,No,5.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,60.0,2.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Jewish,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,2048.0,0.919736862182617
1108152.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,No,3.0,2.0,Call 1,4.0,5.0,2.0,5.0,College graduate,1.0,1.0,4.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,1.0,My candidates position on the issues,No,5.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,60.0,2.0,White,State questionnaire,White,East,None,None,5.0,7.0,5.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,None,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,2048.0,1.10398280620575
1125796.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 3,5.0,5.0,2.0,5.0,Postgraduate study,1.0,1.0,4.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,29.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1742.0,0.504194617271423
1125785.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 3,4.0,5.0,1.0,4.0,Some college or associate degree,3.0,2.0,3.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,1.0,My candidates leadership/personal qualities,No,5.0,Excellent,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,62.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2738.0,0.885268449783325
1115857.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,9.0,9.0,No,2.0,1.0,Call 2,5.0,5.0,2.0,5.0,College graduate,1.0,1.0,4.0,2.0,9.0,,,,Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,5.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,65.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1754.0,0.845362544059753
1124898.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 3,5.0,5.0,2.0,5.0,College graduate,1.0,1.0,4.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,5.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,27.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1824.0,0.69984757900238
