ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,FAVPAT,FAVPAT2,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MADPRS08,MARRIED,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1126089.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,Call 3,8.0,3.0,1.0,8.0,3.0,High school graduate,2.0,1.0,3.0,2.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,3.0,Yes,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,14.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Catholic,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,2124.0,1.07013809680939
1123966.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,Call 3,4.0,1.0,2.0,8.0,3.0,College graduate,2.0,1.0,3.0,2.0,3.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,3.0,No,Good,Excellent/Good,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,62.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,2.0,Version 1,Catholic,2.0,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2738.0,1.59471881389618
1114632.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,Call 2,9.0,9.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,3.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,3.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,11.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,2.0,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,Urban,Urban Core,Very downscale,2127.0,0.500564873218536
1107631.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 1,10.0,9.0,2.0,8.0,3.0,College graduate,2.0,1.0,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,3.0,Yes,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,36.0,9.0,White,State questionnaire,White,3.0,2.0,East,Jewish,Jewish,3.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Jewish,1.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0,0.995035648345947
1107626.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,4.0,2.0,Call 1,9.0,2.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,3.0,2.0,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,3.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,16.0,2.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,2124.0,0.491285562515259
1107624.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,3.0,2.0,Call 1,8.0,3.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,3.0,2.0,1.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,3.0,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,18.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Upscale,2135.0,0.506401896476746
1114620.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,Catholic/Do not attend weekly,Complete,2.0,1.0,Call 2,5.0,2.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,3.0,2.0,4.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,3.0,Yes,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,29.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,1.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1742.0,0.939010977745056
1126069.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,Call 3,6.0,3.0,2.0,8.0,3.0,College graduate,1.0,1.0,3.0,2.0,1.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,Yes,3.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,56.0,1.0,White,State questionnaire,Hispanic/Latino,1.0,1.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Non-married men,Non white,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,10.0,17-64,Extremely High Density Urban,99.0,High-Growth Suburban Perimeter,Very downscale,1901.0,1.60106825828552
1114610.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,Call 2,2.0,3.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,3.0,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,54.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Catholic,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,1056.0,0.759253144264221
1123937.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 3,5.0,1.0,1.0,8.0,3.0,Some college or associate degree,2.0,1.0,3.0,2.0,4.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,3.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,27.0,1.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Something else,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1824.0,1.11446666717529
1126269.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,All others,Complete,3.0,2.0,Call 3,10.0,3.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,3.0,2.0,3.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,No,3.0,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,36.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,9.0,9.0,Omit,No one does,No,No,No,3.0,Version 1,None,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0,0.974330484867096
1114603.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,3.0,2.0,Call 2,3.0,3.0,2.0,8.0,3.0,Postgraduate study,9.0,9.0,3.0,2.0,4.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,3.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,4.0,3.0,White,State questionnaire,White,2.0,1.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,None,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2703.0,0.736681282520294
1126267.0,30-59,30-44,40-49,40-44,Non black 30-44,All other,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 3,4.0,1.0,2.0,8.0,3.0,College graduate,1.0,1.0,2.0,1.0,4.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,3.0,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,60.0,1.0,Asian,State questionnaire,Asian,3.0,2.0,East,Something else,Something else,9.0,2.0,4.0,2.0,Male,Non black male,All other races,Non white male,Married men,Non white,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,4.0,4.0,13.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,2048.0,0.832919299602509
1126260.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Call 3,1.0,3.0,1.0,8.0,3.0,High school graduate,3.0,2.0,3.0,2.0,5.0,3.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,3.0,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,89.0,1.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,1085.0,0.718954384326935
1107593.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 1,4.0,3.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,3.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,3.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,23.0,4.0,White,State questionnaire,White,2.0,1.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Something else,2.0,1.0,1.0,2.0,2.0,1.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,2445.0,0.675029158592224
1114586.0,60+,60+,50-64,60-64,Black 60+,Black 60+,More than once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Call 2,8.0,3.0,1.0,8.0,3.0,High school graduate,1.0,1.0,3.0,2.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,No,3.0,No,Not so good,Not so good/Poor,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,25.0,2.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,8.0,17-64,Extremely High Density Urban,Urban,Urban Core,Upscale,2139.0,0.749900043010712
1107581.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 1,5.0,3.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,2.0,1.0,4.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,No,3.0,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,29.0,1.0,White,State questionnaire,White,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1742.0,0.76271915435791
1123770.0,18-29,18-29,18-24,18-24,Non black 18-29,All other,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,Call 3,3.0,1.0,2.0,8.0,3.0,College graduate,2.0,1.0,3.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,3.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,1.0,96.0,2.0,Asian,State questionnaire,Asian,2.0,1.0,East,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,13.0,17-64,High Density Urban,Urban,Urban Core,Very downscale,1608.0,0.907060146331787
1108256.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Never,Never,All others,Complete,3.0,2.0,Call 1,10.0,3.0,2.0,8.0,3.0,College graduate,1.0,1.0,3.0,2.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,3.0,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,36.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,2.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0,0.995035648345947
1107562.0,60+,60+,50-64,60-64,Black 60+,Black 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 1,9.0,3.0,2.0,8.0,3.0,College graduate,2.0,1.0,3.0,2.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,3.0,No,Not so good,Not so good/Poor,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,16.0,1.0,Black,State questionnaire,Black,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,8.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,2124.0,0.694166898727417
1107559.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,3.0,2.0,Call 1,8.0,2.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,3.0,2.0,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,3.0,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,25.0,9.0,White,State questionnaire,White,2.0,1.0,East,None,None,5.0,9.0,9.0,9.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,2.0,3.0,1.0,9.0,9.0,Omit,No one does,No,No,No,9.0,Version 1,None,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Extremely High Density Urban,Urban,Urban Core,Upscale,2139.0,0.653400599956512
1107912.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,2.0,1.0,Call 1,10.0,3.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,3.0,2.0,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,3.0,Yes,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,48.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,2364.0,0.939716577529907
1107553.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Never,Never,All others,Complete,4.0,2.0,Call 1,4.0,3.0,2.0,8.0,3.0,College graduate,1.0,1.0,3.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,3.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,23.0,1.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,2.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Something else,2.0,1.0,1.0,1.0,1.0,1.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,2445.0,0.675029158592224
1126215.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,Call 3,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,1.0,1.0,3.0,2.0,5.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",3.0,No,3.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,89.0,2.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Catholic,2.0,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,1085.0,0.939098119735718
1107550.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,1.0,Call 1,10.0,3.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,3.0,2.0,3.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,No,3.0,Yes,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,36.0,1.0,White,State questionnaire,White,2.0,1.0,East,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0,1.19953334331512
1114690.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,Catholic/Do not attend weekly,Complete,3.0,2.0,Call 2,2.0,3.0,2.0,8.0,3.0,College graduate,2.0,1.0,2.0,1.0,5.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,3.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,52.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Catholic,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,1106.0,0.773537337779999
1114544.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 2,9.0,3.0,1.0,8.0,3.0,Some college or associate degree,4.0,2.0,3.0,2.0,4.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",9.0,No,3.0,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,85.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Catholic,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2081.0,1.01997697353363
1114949.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 2,5.0,3.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,2.0,1.0,4.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,No,3.0,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,29.0,1.0,White,State questionnaire,White,2.0,1.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Something else,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1742.0,0.76271915435791
1114679.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 2,3.0,3.0,1.0,8.0,3.0,Did not complete high school,2.0,1.0,3.0,2.0,4.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,3.0,No,Good,Excellent/Good,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,4.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,2.0,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2703.0,0.962253034114838
