ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,NEC,NEC2,NJRPRS08,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TERRWORR,TERWORR2,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1127354.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,No,2.0,1.0,Call 3,13.0,3.0,2.0,5.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,51.0,1.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Jewish,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0,0.926077663898468
1124144.0,1.0,2.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,3.0,2.0,Call 3,11.0,3.0,1.0,3.0,Did not complete high school,1.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,40.0,3.0,White,State questionnaire,White,East,Something else,Something else,4.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,No,Something else,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7078.0,1.56763505935669
1114081.0,1.0,2.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,No,4.0,2.0,Call 2,5.0,3.0,1.0,3.0,Some college or associate degree,5.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,1.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,3.0,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,116.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,2.0,3.0,1.0,Version 1,Yes,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7821.0,1.08282208442688
1125210.0,2.0,4.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 3,3.0,3.0,1.0,3.0,High school graduate,4.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,100.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0,1.1326185464859
1114513.0,2.0,3.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 2,5.0,3.0,1.0,3.0,Some college or associate degree,5.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,116.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7821.0,0.96254563331604
1117386.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 2,2.0,3.0,1.0,3.0,Some college or associate degree,4.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,3.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0,0.833285212516785
1117385.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 2,2.0,3.0,1.0,3.0,Some college or associate degree,4.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,3.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0,0.833285212516785
1127311.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 3,8.0,3.0,1.0,9.0,Some college or associate degree,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Strongly disapprove,Disapprove,2.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,107.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7013.0,0.73983508348465
1125104.0,1.0,1.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,Yes,2.0,1.0,Call 3,2.0,3.0,1.0,3.0,High school graduate,4.0,1.0,3.0,Less than 100k,Less than 50k,"Under $15,000",Somewhat approve,Approve,1.0,My candidates position on the issues,No,Poor,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,3.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0,0.793072998523712
1104535.0,1.0,1.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 1,2.0,1.0,2.0,3.0,College graduate,4.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,50.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8085.0,1.20486772060394
1112967.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 2,5.0,3.0,2.0,3.0,Postgraduate study,2.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,112.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0,1.25863754749298
1127370.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,8.0,3.0,2.0,1.0,College graduate,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly disapprove,Disapprove,2.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,107.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7013.0,0.73983508348465
1124128.0,1.0,2.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,9.0,9.0,No,2.0,1.0,Call 3,12.0,3.0,1.0,3.0,High school graduate,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,63.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities 10,000-50,000",Small Cities/Rural,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Rural,Rural,Upscale,8628.0,0.751997649669647
1104138.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,1.0,Yes,2.0,1.0,Call 1,11.0,3.0,1.0,3.0,High school graduate,5.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,98.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7876.0,0.993218004703522
1117370.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 2,2.0,3.0,2.0,3.0,College graduate,4.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,3.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0,0.833285212516785
1123986.0,1.0,2.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 3,12.0,3.0,1.0,3.0,High school graduate,3.0,1.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,2.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,85.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7738.0,1.49135339260101
1124115.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,No,2.0,1.0,Call 3,3.0,1.0,2.0,1.0,College graduate,4.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,20.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8053.0,1.32488763332367
1103788.0,1.0,2.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 1,11.0,3.0,2.0,5.0,Postgraduate study,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,40.0,4.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7078.0,1.41062557697296
1114047.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,1.0,1.0,Call 2,2.0,3.0,1.0,3.0,Some college or associate degree,4.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,50.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,1.0,1.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8085.0,1.20486772060394
1113262.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,Latino 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 2,12.0,3.0,1.0,2.0,High school graduate,3.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,4.0,My candidates position on the issues,Yes,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Liberal,2.0,85.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,9.0,4.0,3.0,Female,Non black female,Latino women,Non white female,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Non-white,All others,All others,3.0,4.0,5.0,7.0,12.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7738.0,1.49135339260101
1104117.0,1.0,1.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,4.0,2.0,Call 1,1.0,1.0,2.0,1.0,Postgraduate study,4.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Strongly disapprove,Disapprove,4.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,48.0,4.0,White,State questionnaire,White,East,,,9.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Very worried,Worried,1.0,2.0,1.0,Version 1,No,,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8080.0,2.45827150344849
1126242.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 3,3.0,3.0,1.0,3.0,Some college or associate degree,4.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,22.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,8060.0,0.89091169834137
1104110.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 1,11.0,3.0,2.0,3.0,College graduate,5.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,98.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7876.0,1.04357838630676
1125163.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,,,,Not complete,4.0,2.0,,3.0,2.0,Call 3,5.0,,,,,2.0,,,,,,,,9.0,My candidates leadership/personal qualities,No,,,3.0,18-64,,,,,,,111.0,4.0,White,State questionnaire,White,East,,,,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,,,1.0,2.0,1.0,Version 1,No,,,,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7480.0,0.750564098358154
1125000.0,1.0,2.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,4.0,2.0,Call 3,3.0,4.0,2.0,4.0,College graduate,4.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,No,Poor,Not so good/Poor,4.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,100.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,6.0,4.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8753.0,1.40504670143127
1103686.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,4.0,2.0,No,4.0,2.0,Call 1,5.0,9.0,2.0,9.0,Postgraduate study,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,9.0,Omit,No,Poor,Not so good/Poor,4.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,6.0,9.0,White,State questionnaire,White,East,None,None,5.0,6.0,4.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Not too worried,Not worried,2.0,5.0,2.0,Version 1,No,None,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,7624.0,0.435000717639923
1103988.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 1,2.0,4.0,1.0,9.0,Some college or associate degree,4.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,No,Excellent,Excellent/Good,4.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,3.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,6.0,4.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Not at all worried,Not worried,1.0,1.0,1.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0,0.741658568382263
1123818.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,4.0,2.0,,4.0,2.0,Call 3,4.0,,,,,4.0,,,,,,,,2.0,My candidates position on the issues,No,,,4.0,18-64,,,,,,,106.0,2.0,White,State questionnaire,White,East,,,,6.0,4.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,,,2.0,4.0,2.0,Version 1,No,,,,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.558149814605713
1126016.0,2.0,4.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,1.0,1.0,Call 3,3.0,4.0,1.0,4.0,High school graduate,4.0,1.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,4.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Conservative,4.0,22.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,6.0,4.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,8060.0,0.833154499530792
1123772.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,No,3.0,2.0,Call 3,4.0,4.0,2.0,4.0,College graduate,4.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,4.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,106.0,2.0,White,State questionnaire,White,East,None,None,5.0,6.0,4.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Not at all worried,Not worried,1.0,2.0,1.0,Version 1,No,None,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8742.0,0.586450397968292
