ID,WEIGHT,PRSTX24,SENTX24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BORNINTX22,BRNAGAIN,CALL,CDNUM,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVALLRED,FAVCRUZ,FAVHARRIS,FAVPRES24,FAVSENTX24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,HANDLEABORTIONTX24,HANDLEBORDERTX24,IMMDEP24,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,VERSION,VETVOTER,VOTE2020,VOTEMETHOD,WHTEVANG
38749.0,0.26537311235,Kamala Harris,Colin Allred,Legal,Legal in all cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,Strongly or somewhat approve,Strongly approve,,,Call 2,24.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,Suburban men,2.0,,,,,No,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,131.0,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,,,,,,Version 2,,Joe Biden,Election day,
38752.0,1.10448476537,Kamala Harris,Colin Allred,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Men 45-64,Black 45-59,Black 45-64,Men 45+,Complete,,,,No,Call 2,12.0,,,,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,Better today,,Urban men,2.0,,,,,No,,,,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,124.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 4,,Joe Biden,Election day,All others
38756.0,0.36877058015,Kamala Harris,Colin Allred,Legal,Legal in all cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,No,Call 2,17.0,The Democratic Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,Unfavorable,Unfavorable,,,Neither,,,,Urban women,4.0,Colin Allred,Colin Allred,,,No,Poor,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,99.0,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,In the last few days,In the last month,In the last week,,,Version 2,,Joe Biden,Election day,All others
38758.0,0.27956551926,Kamala Harris,Colin Allred,Legal,Legal in all cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,Yes,Call 2,2.0,The Democratic Party,,,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban women,3.0,Colin Allred,Colin Allred,,,No,Good,Excellent or good,No,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,In September,Before that,Before that,,,Version 2,,Joe Biden,Election day,All others
38772.0,0.18722046141,Donald Trump,Colin Allred,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,,Call 2,24.0,,Somewhat secure,Very secure or Somewhat secure,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Unfavorable,Only Trump,,Favorable,,Against their opponent,Suburban men,2.0,,,,Abortion,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,131.0,Conservative Republicans,Mod./Liberal Republicans,Can bring needed change,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Did not vote,Election day,
38775.0,0.45030712796,Donald Trump,Ted Cruz,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,Call 2,6.0,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Very confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Rural men,1.0,Ted Cruz,Ted Cruz,,,No,Not so good,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,105.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural,English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Donald Trump,Election day,White Born-again/Evangelical Christians
38792.0,0.4641005502,Donald Trump,Ted Cruz,Illegal,Illegal in all cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,Latino 18-29,Latino 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,Call 2,3.0,The Republican Party,,,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Suburban women,2.0,Ted Cruz,Ted Cruz,,,Yes,Poor,Not so good or poor,Yes,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,24.0,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Did not vote,Election day,All others
38794.0,0.45726908874,Kamala Harris,Colin Allred,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,Latino 18-29,Latino 18-29,Women 18-44,Not complete,,,,,Call 2,12.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,Urban women,2.0,,,,,Yes,,,,18-64,,,,,,,,124.0,,,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,,Version 1,,,Election day,
38796.0,0.53350442379,Donald Trump,Ted Cruz,Illegal,Illegal in all cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,Latino 30-44,Latino 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,Call 2,23.0,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Urban women,6.0,Ted Cruz,Ted Cruz,,,Yes,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,5.0,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Donald Trump,Election day,All others
38798.0,0.00807396965,,Ted Cruz,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Not complete,,,,,Call 2,10.0,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,,Suburban women,4.0,,,,,No,,,,18-64,,,,,,,,145.0,,,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,,,,,,Version 4,,,Election day,
38799.0,0.23065381352,Kamala Harris,Colin Allred,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Black 18-29,Women 18-29,Black 18-29,Black 18-29,Women 18-44,Complete,,,,,Call 2,4.0,,Somewhat secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Favorable,Only Harris,,Unfavorable,,For your candidate,Suburban women,1.0,,,,Abortion,No,,,,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,116.0,Moderate/Liberal Republicans,Moderate Independents,Has the ability to lead,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,No,Did not vote,Election day,
38800.0,0.21181729604,Donald Trump,Colin Allred,Omit,Omit,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Omit,Omit,,,Call 2,24.0,,,,Election day,,,,,,,,,,,,,,,,Suburban men,2.0,,,,,No,Good,Excellent or good,Yes,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,131.0,,,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,,,,,,Version 2,,Omit,Election day,
38803.0,0.28177376048,Kamala Harris,Colin Allred,Legal,Legal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Black 30-44,Women 30-44,Black 30-44,Black 30-44,Women 18-44,Complete,Strongly or somewhat approve,Strongly approve,,Yes,Call 2,2.0,The Democratic Party,,,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban women,3.0,Colin Allred,Colin Allred,,,No,Good,Excellent or good,No,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,In September,Before that,Before that,,,Version 2,,Joe Biden,Election day,All others
38808.0,0.35500147535,Kamala Harris,Colin Allred,Legal,Legal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,No,Call 2,17.0,Omit,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,Unfavorable,Unfavorable,,,Neither,,,,Urban women,4.0,Colin Allred,Colin Allred,,,No,Good,Excellent or good,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,99.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,In the last week,In the last month,In the last week,,,Version 2,,Other,Election day,All others
38812.0,0.28071332387,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,All others,All others,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,No,Call 2,20.0,The Republican Party,,,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Not at all confident,Not very confident or Not at all confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Urban women,6.0,Ted Cruz,Ted Cruz,,,No,Not so good,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,,8.0,,,,Other,Asian,State questionnaire,Asian,Non-black,Non-white,Asian,South,Female,All other races,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,In October,In the last month,Before that,,,Version 2,,Did not vote,Election day,All others
38834.0,0.25472711871,Kamala Harris,Colin Allred,Legal,Legal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,All others,All others,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,,Call 2,22.0,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,Urban women,3.0,,,,,No,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Liberal,58.0,Liberal Democrats,Liberal Democrats,,Other,Asian,National questionnaire,Asian,Non-black,Non-white,Asian,South,Female,All other races,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,,Version 2,,Joe Biden,Election day,
38836.0,0.24928295885,Kamala Harris,Colin Allred,Legal,Legal in all cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,Latino 18-29,Latino 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,,Call 2,10.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,Suburban women,4.0,,,,,Yes,Not so good,Not so good or poor,No,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,145.0,Liberal Democrats,Liberal Democrats,,Other,White,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,,,Version 2,,Did not vote,Election day,
38837.0,0.37648147734,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,Call 2,6.0,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Very confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Rural men,1.0,Ted Cruz,Ted Cruz,,,No,Poor,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,105.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural,English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Donald Trump,Election day,White Born-again/Evangelical Christians
38838.0,0.26428980647,Kamala Harris,Colin Allred,Legal,Legal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,,Women 30-44,,,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,No,Call 2,23.0,The Democratic Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,,,Somewhat confident,Very confident or Somewhat confident,Omit,Omit,,,Omit,,,,Urban women,6.0,Omit,Omit,,,No,Not so good,Not so good or poor,No,18-64,Independent/Something else,,,Independent women,Something else,,Conservative,5.0,Moderate/Liberal Republicans,Conservative Independents,,,,State questionnaire,,,,,South,Female,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Other,Election day,All others
38839.0,0.42723769019,Kamala Harris,Colin Allred,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Black 30-44,Women 30-44,Black 30-44,Black 30-44,Women 18-44,Complete,,,,,Call 2,12.0,,Very threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Favorable,Only Harris,,Unfavorable,,For your candidate,Urban women,2.0,,,,The state of democracy,No,,,,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,124.0,Liberal Democrats,Liberal Democrats,Cares about people like me,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Joe Biden,Election day,
38852.0,0.36262955874,Donald Trump,Ted Cruz,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,,,Call 2,24.0,,Somewhat secure,Very secure or Somewhat secure,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Unfavorable,Only Trump,,Favorable,,For your candidate,Suburban women,2.0,,,,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,131.0,Conservative Republicans,Mod./Liberal Republicans,Can bring needed change,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Donald Trump,Election day,
38870.0,0.37236840031,Donald Trump,Ted Cruz,Illegal,Illegal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,Call 2,3.0,The Republican Party,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Very confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Suburban men,2.0,Ted Cruz,Ted Cruz,,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,24.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Donald Trump,Election day,White Born-again/Evangelical Christians
38871.0,0.36762296112,Donald Trump,Ted Cruz,Illegal,Illegal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,Latino 30-44,Latino 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,Call 2,7.0,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,Omit,Favorable,,,Omit,,,,Urban women,3.0,Ted Cruz,Ted Cruz,,,Yes,Poor,Not so good or poor,Yes,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,56.0,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Did not vote,Election day,All others
38872.0,0.20683476278,Kamala Harris,Colin Allred,Legal,Legal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Black 30-44,Women 30-44,Black 30-44,Black 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,,Call 2,4.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,Suburban women,1.0,,,,,No,Not so good,Not so good or poor,No,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,All others,Conservative,116.0,Moderate/Liberal Republicans,Conservative Independents,,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,,,Version 2,,Joe Biden,Election day,
38881.0,0.24820776247,Donald Trump,Colin Allred,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,Call 2,24.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,Suburban women,2.0,,,,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,131.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,,,,,,Version 2,,Donald Trump,Election day,
38887.0,0.34977436622,Kamala Harris,Colin Allred,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,,Women 30-44,,,Women 18-44,Complete,,,,No,Call 2,12.0,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,,,,,,,,,,,About the same,,Urban women,2.0,,,,,No,,,,18-64,Democrat,,,Democratic women,Democrat,,Liberal,124.0,Liberal Democrats,Liberal Democrats,,,,National questionnaire,,,,,South,Female,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 4,,Joe Biden,Election day,All others
38893.0,0.27795796674,Donald Trump,Ted Cruz,Legal,Legal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,Call 2,20.0,The Republican Party,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Not at all confident,Not very confident or Not at all confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Urban women,6.0,Ted Cruz,Ted Cruz,,,No,Not so good,Not so good or poor,No,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,8.0,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,In the last week,In the last month,In the last week,,,Version 2,,Donald Trump,Election day,All others
38895.0,0.27235550134,Kamala Harris,Colin Allred,Legal,Legal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,Latino 45-59,Latino 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,,Yes,Call 2,2.0,The Democratic Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban women,3.0,Colin Allred,Colin Allred,,,Yes,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Did not vote,Election day,All others
38902.0,0.25122877058,Kamala Harris,Colin Allred,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,Latino 30-44,Latino 30-44,Men 18-44,Complete,,,,,Call 2,10.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Favorable,Only Harris,,Unfavorable,,Against their opponent,Suburban men,4.0,,,,The state of democracy,Yes,,,,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,145.0,Moderate/Liberal Republicans,Moderate Independents,Can bring needed change,Other,White,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Male,Latino men,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,No,Joe Biden,Election day,
38910.0,0.3208546622,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,Call 2,6.0,The Republican Party,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,Omit,Unfavorable,,,Omit,,,,Rural women,1.0,Colin Allred,Colin Allred,,,No,Not so good,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,105.0,,,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English,Texas,Other,Election day exit poll,In September,Before that,Before that,,,Version 2,,Donald Trump,Election day,All others
38914.0,0.26963920472,Kamala Harris,Colin Allred,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,,Yes,Call 2,24.0,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,About the same,,Suburban women,2.0,,,,,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,131.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,Omit,Omit,Omit,,,Version 4,,Joe Biden,Election day,White Born-again/Evangelical Christians
38921.0,0.27443827047,Other,Other,Legal,Legal in all cases,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Omit,Omit,,No,Call 2,3.0,Omit,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,Omit,Omit,,,Omit,,,,Suburban women,2.0,Omit,Omit,,,No,Not so good,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,24.0,Moderate/Liberal Republicans,Liberal Independents,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Other,Election day,All others
