ID,WEIGHT,PRSMI24,SENMI24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,CALL,CDNUM,CHILD12,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,EXTREMEHARRIS,EXTREMEPRES24,EXTREMETRUMP,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,INC100K,INC50K,INCOME3,INCOME24,INCWHITE,ISRAELSUPPORT,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,WHITMER24,WHNCLINC,ZIPCODE
28019.0,0.815115539,Donald Trump,Mike Rogers,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,13.0,Yes,,Very threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Unfavorable,Neither,Unfavorable,Worse today,For your candidate,Suburban women,1.0,,,,,,,The economy,No,,,,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,150.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,Disapprove,,48236.0
28021.0,0.642345264,Donald Trump,Mike Rogers,Legal,Legal in most cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,9.0,,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Suburban women,2.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Too strong,,No,Poor,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,103.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,In September,Before that,Before that,,,,Version 2,Joe Biden,Election day,,No,48442.0
28024.0,0.751395228,Donald Trump,Mike Rogers,Legal,Legal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Black 30-44,Men 30-44,Black 30-44,Black 30-44,Men 18-44,Complete,Strongly or somewhat approve,Somewhat approve,Call 1,2.0,,The Republican Party,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,Neither,No,Not very confident,Not very confident or Not at all confident,,,,,,Suburban men,4.0,"$100,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Not strong enough,,No,Poor,Not so good or poor,No,18-64,,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,50.0,Conservative Republicans,Mod./Liberal Republicans,,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Male,Black men,Suburbs,Suburbs, Michigan,Other,Election day exit poll,In the last week,In the last month,In the last week,,,,Version 2,Donald Trump,Election day,,No,49331.0
28029.0,1.224056455,Donald Trump,Mike Rogers,Illegal,Illegal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,5.0,,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,Only Harris,No,Omit,Omit,,,,,,Suburban men,3.0,"$100,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",About right,,No,Poor,Not so good or poor,No,18-64,,,,,,,,,35.0,,,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Omit,Election day,,No,49240.0
28032.0,0.29065671,Donald Trump,Mike Rogers,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,13.0,,The Republican Party,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,1.0,"$100,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",About right,,No,Poor,Not so good or poor,No,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,149.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,,No,48236.0
28034.0,0.309821042,Kamala Harris,Elissa Slotkin,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,Call 1,3.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Favorable,Only Harris,Unfavorable,,Against their opponent,Suburban men,4.0,,,,,,,The state of democracy,No,,,,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,113.0,Liberal Democrats,Liberal Democrats,Has the ability to lead,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,Version 1,Joe Biden,Election day,,,49401.0
28042.0,0.747333953,Other,Elissa Slotkin,Legal,Legal in all cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,All others,All others,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,9.0,,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,Suburban women,2.0,,,,,,,,No,Poor,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Liberal,99.0,Moderate/Liberal Republicans,Liberal Independents,,Other,Other,National questionnaire,Other,Non-black,Non-white,Other,Midwest,Female,All other races,Suburbs,Suburbs, Michigan,Other,Election day exit poll,,,,,,,Version 2,Did not vote,Election day,,,48371.0
28047.0,0.401941091,Donald Trump,Mike Rogers,Legal,Legal in all cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,4.0,,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Urban men,4.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",About right,,No,Good,Excellent or good,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,38.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Did not vote,Election day,,No,49009.0
28049.0,0.938853933,Kamala Harris,Elissa Slotkin,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,Call 1,9.0,Yes,,Very threatened,Somewhat threatened or Very threatened,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Rural men,3.0,,,,,,,The state of democracy,No,,,,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,29.0,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Yes,Version 1,Did not vote,Election day,Approve,,48731.0
28058.0,0.598161951,Donald Trump,Mike Rogers,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,2.0,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,Rural women,4.0,,,,,,,,No,Poor,Not so good or poor,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,34.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,,48881.0
28059.0,0.529973109,Donald Trump,Elissa Slotkin,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,Call 1,4.0,No,,Somewhat secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Unfavorable,Neither,Unfavorable,About the same,For your candidate,Urban men,4.0,,,,,,,The economy,No,,,,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,12.0,Moderate/Liberal Republicans,Moderate Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Did not vote,Election day,Omit,,49015.0
28062.0,0.301482651,Donald Trump,Mike Rogers,Legal,Legal in most cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,9.0,,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban women,3.0,"Under $100,000","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Not strong enough,,No,Not so good,Not so good or poor,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,124.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,,No,48079.0
28063.0,1.195734943,Kamala Harris,Elissa Slotkin,Legal,Legal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Black 30-44,Women 30-44,Black 30-44,Black 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,Call 1,11.0,,The Democratic Party,,,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Suburban women,2.0,"Under $100,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Too strong,,No,Excellent,Excellent or good,No,18-64,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,107.0,Liberal Democrats,Liberal Democrats,,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Female,Black women,Suburbs,Suburbs, Michigan,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,No,48390.0
28066.0,0.542032326,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,Call 1,3.0,,Omit,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Urban women,4.0,"$100,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",About right,,No,Good,Excellent or good,No,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,45.0,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Female,Black women,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,No,49503.0
28070.0,0.928778683,Kamala Harris,Elissa Slotkin,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,Call 1,11.0,,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,Suburban men,2.0,,,,,,,,No,Good,Excellent or good,No,65+,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,89.0,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,,,48009.0
28071.0,0.609931346,Kamala Harris,Elissa Slotkin,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,7.0,Yes,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Favorable,Only Harris,Unfavorable,About the same,Omit,Suburban women,2.0,,,,,,,The state of democracy,No,,,,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,32.0,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,Election day,Approve,,48840.0
28074.0,0.927923661,Kamala Harris,Elissa Slotkin,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,Call 1,4.0,,The Democratic Party,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Suburban women,4.0,"$100,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",About right,,No,Good,Excellent or good,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,114.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,No,49428.0
28079.0,0.754654332,Donald Trump,Mike Rogers,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,Call 1,9.0,Yes,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Suburban men,2.0,,,,,,,The state of democracy,No,,,,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,103.0,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,Disapprove,,48442.0
28082.0,0.531653056,Donald Trump,Mike Rogers,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Call 1,13.0,No,,Very threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Unfavorable,Only Trump,Favorable,Better today,For your candidate,Suburban women,1.0,,,,,,,Immigration,No,,,,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,149.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,Disapprove,,48236.0
28087.0,0.740712301,Donald Trump,Mike Rogers,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,Call 1,13.0,No,,Very secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Unfavorable,Neither,Unfavorable,Better today,Omit,Suburban men,1.0,,,,,,,The economy,No,,,,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,150.0,Conservative Republicans,Mod./Liberal Republicans,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,Disapprove,,48236.0
28088.0,0.555466025,Donald Trump,Mike Rogers,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,,,Call 1,3.0,No,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,Suburban women,4.0,,,,,,About right,,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,113.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,,,,Version 3,Did not vote,Election day,,,49401.0
28097.0,0.61972562,Kamala Harris,Elissa Slotkin,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,2.0,Yes,,Somewhat secure,Very secure or Somewhat secure,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Favorable,Only Harris,Unfavorable,Worse today,For your candidate,Suburban women,4.0,,,,,,,Abortion,No,,,,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,50.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Yes,Version 1,Joe Biden,Election day,Approve,,49331.0
28099.0,0.440264393,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,Call 1,4.0,,The Democratic Party,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Urban women,4.0,"$100,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",About right,,No,Good,Excellent or good,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,38.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,No,49009.0
28105.0,0.514084982,Kamala Harris,Elissa Slotkin,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,9.0,,,Very threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Favorable,Only Harris,Unfavorable,,Against their opponent,Suburban women,2.0,,,,,,,The state of democracy,No,,,,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,99.0,Liberal Democrats,Liberal Democrats,Can bring needed change,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",,Version 1,Joe Biden,Election day,,,48371.0
28108.0,1.596869475,Donald Trump,Mike Rogers,Illegal,Illegal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,5.0,,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban women,3.0,"Under $100,000","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Too strong,,No,Poor,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Conservative,35.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,,Yes,49240.0
28114.0,1.937452568,Kamala Harris,Elissa Slotkin,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,,,Call 1,11.0,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,Only Trump,Yes,,,,,,Better today,,Suburban women,2.0,"$100,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",,,No,,,,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,89.0,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,Before that,Before that,Before that,,,No,Version 4,Did not vote,Election day,,No,48009.0
28117.0,0.76937805,Donald Trump,Mike Rogers,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,Call 1,7.0,,Omit,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,Neither,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,2.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",About right,,No,Not so good,Not so good or poor,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,32.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,,No,48840.0
28121.0,0.873113709,Donald Trump,Mike Rogers,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 1,2.0,No,,Somewhat secure,Very secure or Somewhat secure,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Better today,Against their opponent,Suburban women,4.0,,,,,,,Omit,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,50.0,Conservative Republicans,Mod./Liberal Republicans,Omit,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Donald Trump,Election day,Disapprove,,49331.0
28122.0,0.447438033,Kamala Harris,Elissa Slotkin,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 1,13.0,No,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Suburban men,1.0,,,,,,,The state of democracy,No,,,,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,149.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Election day,Approve,,48236.0
