ID,WEIGHT,PRSPA24,SENPA24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,CALL,CDNUM,CHALLENGEELECTION,CHILD12,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,EXTREMEHARRIS,EXTREMEPRES24,EXTREMETRUMP,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,FRACKING24,GENDERBYSOP,GEOCODE,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SHAPIRO2,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,ZIPCODE
35768.0,1.094181742,Kamala Harris,Bob Casey,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Call 2,6.0,,No,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,Suburban women,2.0,,No,,,,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,39.0,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,,,,Version 3,Joe Biden,Election day,19380.0
35772.0,0.931728661,Donald Trump,Bernie Moreno,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Not complete,,,Call 2,7.0,,No,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,For your candidate,Favor,Suburban women,3.0,,No,,,,65+,Women without children,,,,,,,,76.0,,,,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,,,,Version 1,,Election day,18053.0
35777.0,0.959036731,Kamala Harris,Bob Casey,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Men 45-64,Black 45-59,Black 45-64,Men 45+,Complete,,,Call 2,2.0,,Yes,,Very secure,Very secure or Somewhat secure,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,Favorable,Only Harris,Unfavorable,Worse today,For your candidate,Oppose,Urban men,1.0,The economy,No,,,,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,104.0,Liberal Democrats,Liberal Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Black,Non-white,Black,East,Male,Black men,,"Cities over 500,000","Cities over 50,000",Pennsylvania,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,Election day,19124.0
35781.0,1.663708067,Kamala Harris,Bob Casey,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Call 2,8.0,,No,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Suburban women,3.0,,No,,,,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,66.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,,,,Version 3,Joe Biden,Election day,18452.0
35782.0,1.304474677,Kamala Harris,Bob Casey,Illegal,Illegal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Black 30-44,Men 30-44,Black 30-44,Black 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,Call 2,6.0,,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,,Suburban men,2.0,,No,Not so good,Not so good or poor,No,18-64,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,40.0,Liberal Democrats,Liberal Democrats,,Black,Black,National questionnaire,Black,Black,Non-white,Black,East,Male,Black men,,Suburbs,Suburbs,Pennsylvania,Other,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,19341.0
35793.0,1.420453793,Kamala Harris,Bob Casey,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,All others,All others,Men 18-44,Complete,,,Call 2,11.0,,Yes,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,,Suburban men,4.0,,No,,,,18-64,Men with children,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Something else,All others,Moderate,72.0,Moderate/Liberal Republicans,Moderate Independents,,Other,Other,National questionnaire,Other,Non-black,Non-white,Other,East,Male,All other races,,Suburbs,Suburbs,Pennsylvania,Other,Election day exit poll,,,,,,,Version 3,Joe Biden,Election day,17551.0
35795.0,0.903782515,Kamala Harris,Bob Casey,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,Call 2,4.0,,,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Suburban women,2.0,,No,Good,Excellent or good,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,87.0,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,19038.0
35797.0,0.802465523,Donald Trump,Bernie Moreno,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Call 2,9.0,,,,Very threatened,Somewhat threatened or Very threatened,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Omit,Omit,Favorable,,Against their opponent,,Rural women,4.0,Immigration,No,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,100.0,Conservative Republicans,Mod./Liberal Republicans,Has the ability to lead,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",,Version 1,Donald Trump,Election day,17857.0
35799.0,1.00368419,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Not complete,,,Call 2,14.0,,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,Rural men,5.0,,No,,,,18-64,,,,,,,,,65.0,,,,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,,,,Version 3,,Election day,15727.0
35800.0,0.167031537,Donald Trump,,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Call 2,7.0,,No,,Very threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Favor,Suburban women,3.0,Immigration,No,,,,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,76.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Yes,Version 1,Donald Trump,Election day,18053.0
35802.0,1.328594913,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,14.0,,,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,Rural men,5.0,,No,Poor,Not so good or poor,No,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,63.0,,,,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,15327.0
35807.0,1.064288208,Donald Trump,Bob Casey,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,,,Call 2,5.0,,No,,Very secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Better today,For your candidate,Favor,Suburban women,2.0,Immigration,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Liberal,54.0,Conservative Republicans,Mod./Liberal Republicans,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Did not vote,Election day,19078.0
35813.0,2.187072406,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 2,8.0,,,,Very threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,,For your candidate,,Suburban women,3.0,The economy,No,,,,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,66.0,Liberal Democrats,Liberal Democrats,Can bring needed change,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",,Version 1,Donald Trump,Election day,18452.0
35816.0,1.084706703,Donald Trump,Bernie Moreno,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Call 2,15.0,,Yes,,Very threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Favor,Rural women,5.0,Immigration,No,,,,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,41.0,Conservative Republicans,Mod./Liberal Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Yes,Version 1,Donald Trump,Election day,16242.0
35825.0,0.172818084,,Other,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Call 2,11.0,,No,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Suburban women,4.0,,No,,,,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,132.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,,,,Version 3,Other,Election day,17349.0
35827.0,0.187132447,Kamala Harris,Did not vote,Omit,Omit,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,Call 2,6.0,,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,Suburban women,2.0,,No,Not so good,Not so good or poor,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,39.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,19380.0
35829.0,1.365902514,Kamala Harris,Bob Casey,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 2,17.0,,No,,Very threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Favorable,Only Harris,Unfavorable,Better today,Against their opponent,Favor,Urban women,5.0,The state of democracy,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,10.0,Conservative Republicans,Mod./Liberal Republicans,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Election day,15238.0
35835.0,1.211190974,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 2,14.0,,,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Unfavorable,Only Trump,Favorable,,Against their opponent,,Rural men,5.0,The economy,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,65.0,Conservative Republicans,Mod./Liberal Republicans,Has the ability to lead,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",,Version 1,Donald Trump,Election day,15727.0
35837.0,0.963343266,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 1,14.0,,,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Rural women,5.0,,No,Not so good,Not so good or poor,No,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,63.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,15327.0
35839.0,0.646832308,Donald Trump,Bernie Moreno,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Call 2,8.0,,No,,Somewhat secure,Very secure or Somewhat secure,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Favor,Suburban men,3.0,Foreign policy,No,,,,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,78.0,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Yes,Version 1,Donald Trump,Election day,18704.0
35841.0,0.692025398,Kamala Harris,Bob Casey,,,65+,60+,65+,75 or older,45+,60+,65+,,Women 65+,,,Women 45+,Complete,,,Call 2,11.0,,No,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,,,,,,,,,,,,Suburban women,4.0,,No,,,,65+,Women without children,Democrat,,,Democratic women,Democrat,,Liberal,72.0,Liberal Democrats,Liberal Democrats,,,,National questionnaire,,,,,East,Female,,,Suburbs,Suburbs,Pennsylvania,,Election day exit poll,,,,,,,Version 3,Joe Biden,Election day,17551.0
35844.0,0.782841648,Kamala Harris,Bob Casey,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Call 2,4.0,,,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Favorable,Only Harris,Unfavorable,,For your candidate,,Suburban women,2.0,The state of democracy,No,,,,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,87.0,Liberal Democrats,Liberal Democrats,Can bring needed change,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,Version 1,Joe Biden,Election day,19038.0
35850.0,1.752451184,Donald Trump,Bernie Moreno,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,Call 2,6.0,,No,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,Suburban men,2.0,,No,,,,18-64,Men without children,,,,,,,,39.0,,,,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,,,,Version 3,Omit,Election day,19380.0
35853.0,1.019222435,Kamala Harris,Bernie Moreno,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Not complete,,,Call 2,17.0,,,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Urban women,5.0,,No,,,No,18-64,,,,,,,,,10.0,,,,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Other,Election day exit poll,In the last few days,In the last month,In the last week,,,,Version 2,,Election day,15238.0
35858.0,1.129665204,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 2,9.0,,,,,,Election day,,,,,,,,,,,,,,,,,Rural men,4.0,,No,Poor,Not so good or poor,No,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,100.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,17857.0
35862.0,0.460216019,Kamala Harris,Bob Casey,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Men 45-64,Black 45-59,Black 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,Call 2,11.0,,,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,,Suburban men,4.0,,No,Not so good,Not so good or poor,No,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,132.0,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,National questionnaire,Black,Black,Non-white,Black,East,Male,Black men,,Suburbs,Suburbs,Pennsylvania,Other,Election day exit poll,,,,,,,Version 2,Did not vote,Election day,17349.0
35864.0,1.447875079,Donald Trump,Bernie Moreno,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Call 2,5.0,,No,,Very threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Favor,Suburban women,2.0,Omit,No,,,,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,54.0,Moderate/Liberal Republicans,Conservative Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,19078.0
35867.0,0.583058763,Kamala Harris,Bernie Moreno,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Call 2,10.0,,No,,Very threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Favor,Rural women,4.0,The economy,No,,,,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,46.0,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,East,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,17102.0
35873.0,1.067629084,Kamala Harris,Bob Casey,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 2,14.0,,Yes,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,Rural men,5.0,,No,,,,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,65.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,Non-black,White,White,East,Male,White men,,Rural,Small Cities/Rural,Pennsylvania,Other,Election day exit poll,,,,,,,Version 3,Joe Biden,Election day,15727.0
35880.0,1.071149643,Kamala Harris,Bob Casey,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,Call 2,6.0,,,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Suburban women,2.0,,No,Good,Excellent or good,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,39.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,Non-black,White,White,East,Female,White women,,Suburbs,Suburbs,Pennsylvania,White suburban women,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,19380.0
35881.0,0.61574167,Kamala Harris,Bob Casey,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Call 2,8.0,,No,,Very threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Favorable,Only Harris,Unfavorable,Better today,Against their opponent,Favor,Suburban men,3.0,The state of democracy,No,,,,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,78.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Election day,18704.0
35887.0,1.254597216,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 2,7.0,,No,,Very threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Favor,Suburban men,3.0,The economy,No,,,,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,76.0,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Yes,Version 1,Donald Trump,Election day,18053.0
35896.0,0.356804004,Kamala Harris,Bob Casey,Legal,Legal in all cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,Call 2,11.0,,,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,,Suburban women,4.0,,No,Not so good,Not so good or poor,No,18-64,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,132.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,National questionnaire,Black,Black,Non-white,Black,East,Female,Black women,,Suburbs,Suburbs,Pennsylvania,Other,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,17349.0
35900.0,1.143726904,Kamala Harris,Bob Casey,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,Call 2,5.0,,No,,Very threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Favor,Suburban men,2.0,The state of democracy,No,,,,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,54.0,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,East,Male,White men,,Suburbs,Suburbs,Pennsylvania,White suburban men,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Yes,Version 1,Joe Biden,Election day,19078.0
