ID,WEIGHT,PRSNV24,SENNV24,NVQUEST6,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,CALL,CDNUM,CHILD12,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,IMMDEP24,ISSUE24,LATINO,MARCHILD,MARRIED,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,ZIPCODE
4475.0,3.747143465,Donald Trump,Sam Brown,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,4.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Rural men,3.0,,The state of democracy,No,,,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,By mail,89061.0
4476.0,0.40378339,Kamala Harris,Jacky Rosen,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,1.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Urban men,2.0,,The state of democracy,No,,,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Early in-person,89012.0
4477.0,7.392572244,Donald Trump,Sam Brown,No,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,All others,All others,Women 45+,Complete,,,,3.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,Unfavorable,Only Trump,Favorable,About the same,For your candidate,Urban women,2.0,,The economy,No,,,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,,Independent/Something else,Conservative Republicans,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-black,Non-white,Asian,West,Female,All other races,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,By mail,89135.0
4478.0,1.901882979,Kamala Harris,Jacky Rosen,Yes,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,1.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,,,,,,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Urban women,2.0,,Omit,No,,,,,,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,By mail,89121.0
4479.0,4.604025839,Kamala Harris,Jacky Rosen,Yes,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,All others,All others,Men 45+,Complete,,,,2.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Rural men,3.0,,The economy,No,,,,,,18-64,,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has the ability to lead,Other,Asian,State questionnaire,Asian,Non-black,Non-white,Asian,West,Male,All other races,,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,,,,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,By mail,89801.0
4480.0,1.957873306,,None of these candidates,Yes,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,All others,All others,Women 45+,Complete,,,,1.0,,,Very secure,Very secure or Somewhat secure,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,Omit,Omit,Omit,About the same,Omit,Urban women,2.0,,The state of democracy,No,,,,,,65+,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,Other,American Indian,State questionnaire,Other,Non-black,Non-white,American Indian,West,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,Version 1,Donald Trump,Early in-person,89012.0
4481.0,4.730962043,Donald Trump,Sam Brown,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,4.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Suburban men,2.0,,The economy,No,,,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,,Suburbs,Suburbs,English,Nevada,White suburban men,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,By mail,89031.0
4482.0,0.73603232,Donald Trump,Sam Brown,No,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,3.0,,,Somewhat secure,Very secure or Somewhat secure,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Unfavorable,Neither,Unfavorable,Worse today,Against their opponent,Urban men,2.0,,The economy,No,,,,,,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Early in-person,89123.0
4483.0,0.998740757,Donald Trump,Sam Brown,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,Latino 60+,Latino 65+,Men 45+,Complete,,,,1.0,,,Somewhat secure,Very secure or Somewhat secure,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Suburban men,2.0,,Immigration,Yes,,,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Male,Latino men,,Suburbs,Suburbs,English,Nevada,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Early in-person,89005.0
4484.0,0.40115105,Donald Trump,None of these candidates,No,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,,3.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Unfavorable,Only Trump,Favorable,Worse today,Against their opponent,Urban women,2.0,,The economy,No,,,,,,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Early in-person,89147.0
4485.0,0.73603232,Donald Trump,Sam Brown,No,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,1.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban men,2.0,,The economy,No,,,,,,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Early in-person,89002.0
4486.0,1.063033422,Donald Trump,Sam Brown,No,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,All others,All others,Men 45+,Complete,,,,3.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban men,2.0,,The economy,No,,,,,,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Something else,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Has good judgment,Other,Other,State questionnaire,Other,Non-black,Non-white,Other,West,Male,All other races,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Early in-person,89113.0
4487.0,0.616295802,Donald Trump,Sam Brown,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,1.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban men,2.0,,The economy,No,,,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Early in-person,89110.0
4488.0,0.352736709,Kamala Harris,Jacky Rosen,Yes,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,1.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Urban women,2.0,,The state of democracy,No,,,,,,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Early in-person,89015.0
4489.0,0.389622706,Kamala Harris,Jacky Rosen,Yes,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,3.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Urban women,2.0,,The state of democracy,No,,,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Early in-person,89103.0
4490.0,4.28307697,Donald Trump,Sam Brown,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,1.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban men,2.0,,The economy,No,,,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,By mail,89015.0
4491.0,1.901882979,Kamala Harris,Jacky Rosen,Yes,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,3.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,,,,,,,,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Urban women,2.0,,Abortion,No,,,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,By mail,89117.0
4492.0,0.352736709,Kamala Harris,Jacky Rosen,Yes,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,3.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,Favorable,Only Harris,Unfavorable,About the same,Omit,Urban women,2.0,,The state of democracy,No,,,,,,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Early in-person,89148.0
4493.0,3.236553655,,Jacky Rosen,Yes,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,All others,All others,Women 45+,Complete,,,,1.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,Omit,Omit,Omit,Worse today,Against their opponent,Urban women,2.0,,The state of democracy,No,,,,,,65+,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Can bring needed change,Other,American Indian,State questionnaire,Other,Non-black,Non-white,American Indian,West,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Early in-person,89052.0
4494.0,3.73487415,Kamala Harris,Jacky Rosen,Yes,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,2.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Urban men,1.0,,The state of democracy,No,,,,,,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,By mail,89523.0
4495.0,2.581140761,Kamala Harris,Jacky Rosen,Yes,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,2.0,,,Very secure,Very secure or Somewhat secure,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Urban women,1.0,,The state of democracy,No,,,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Yes,Version 1,Joe Biden,By mail,89502.0
4496.0,0.383899346,Kamala Harris,Jacky Rosen,Yes,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,,2.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Urban women,1.0,,The economy,No,,,,,,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Early in-person,89521.0
4497.0,0.89413584,Donald Trump,Sam Brown,No,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Black 30-44,Men 30-44,Black 30-44,Black 30-44,Men 18-44,Complete,,,,2.0,,,Somewhat secure,Very secure or Somewhat secure,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban men,1.0,,Immigration,No,,,,,,18-64,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has the ability to lead,Black,Black,State questionnaire,Black,Black,Non-white,Black,West,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,Early in-person,89511.0
4498.0,2.581140761,Kamala Harris,Jacky Rosen,Yes,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,2.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Suburban women,1.0,,Abortion,No,,,,,,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,,Suburbs,Suburbs,English,Nevada,White suburban women,Telephone survey,,,,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,By mail,89431.0
4499.0,0.386913335,Kamala Harris,Jacky Rosen,Yes,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,3.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Urban men,2.0,,The state of democracy,No,,,,,,65+,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Early in-person,89134.0
4500.0,0.693084007,Donald Trump,Sam Brown,Yes,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,2.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Unfavorable,Only Trump,Favorable,Worse today,Against their opponent,Suburban men,1.0,,The state of democracy,No,,,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,,Suburbs,Suburbs,English,Nevada,White suburban men,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Early in-person,89436.0
4501.0,0.437688434,Kamala Harris,Jacky Rosen,Yes,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,All others,All others,Women 45+,Complete,,,,2.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,Favorable,Only Harris,Unfavorable,Better today,For your candidate,Rural women,3.0,,The economy,No,,,,,,65+,,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Has the ability to lead,Other,Asian,State questionnaire,Asian,Non-black,Non-white,Asian,West,Female,All other races,,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,,,,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Early in-person,89423.0
4502.0,6.133020761,Donald Trump,Sam Brown,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,2.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban men,1.0,,Immigration,No,,,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,By mail,89506.0
4503.0,4.319203179,Kamala Harris,Jacky Rosen,Yes,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,Latino 60+,Latino 65+,Men 45+,Complete,,,,2.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Rural men,3.0,,The state of democracy,Yes,,,,,,65+,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Cares about people like me,Other,Other,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Male,Latino men,,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,By mail,89408.0
4504.0,0.491553297,Donald Trump,Sam Brown,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,2.0,,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Rural women,3.0,,Immigration,No,,,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,English,Nevada,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Early in-person,89703.0
4505.0,3.064427159,Kamala Harris,Jacky Rosen,Yes,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,4.0,,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Rural women,3.0,,The state of democracy,No,,,,,,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,West,Female,White women,,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,,,,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,By mail,89048.0
