ID,WEIGHT,PRSOH24,SENOH24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BRNAGAIN,CALL,CDNUM,CHILD12,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,DEWINE24,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FAVVANCE,FAVVP24,FAVWALZ,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,IMMBETTER,INC100K,INC50K,INCOME3,INCOME24,INCWHITE,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,WHNCLINC,WHTEVANG
24509.0,1.735379495,Did not vote,Sherrod Brown,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,No,Call 1,3.0,No,,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,Urban women,4.0,,,,,,,,No,,,,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,41.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities over 500,000","Cities over 50,000",Ohio,Other,Election day exit poll,,,,,,,Version 3,Joe Biden,Election day,,All others
24541.0,0.648986145,Other,Bernie Moreno,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,No,Call 1,3.0,Yes,,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,Urban men,4.0,,,,,,,,No,,,,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,41.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities over 500,000","Cities over 50,000",Ohio,Other,Election day exit poll,,,,,,,Version 3,Donald Trump,Election day,,All others
24547.0,1.275174756,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,No,Call 1,4.0,,The Democratic Party,,,Approve,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Rural women,3.0,Help the country,,,,,,,No,Not so good,Not so good or poor,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,3.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Ohio,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,All others
24571.0,0.593932835,Other,Bernie Moreno,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Black 18-29,Women 18-29,Black 18-29,Black 18-29,Women 18-44,Complete,,,Yes,Call 1,3.0,,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,Better today,,Urban women,4.0,,"Under $100,000","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",,No,,,,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,All others,,41.0,,,,Black,Black,National questionnaire,Black,Black,Non-white,Black,Midwest,Female,Black women,"Cities over 500,000","Cities over 50,000",Ohio,Other,Election day exit poll,In the last few days,In the last month,In the last week,,,No,Version 4,Donald Trump,Election day,No,All others
24581.0,1.166294744,Kamala Harris,Sherrod Brown,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,Yes,Call 1,4.0,,The Democratic Party,,,Approve,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Rural women,3.0,Help the country,,,,,,,No,Good,Excellent or good,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,3.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Ohio,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,White Born-again/Evangelical Christians
24594.0,0.137070619,Donald Trump,Did not vote,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,Call 1,12.0,No,,Somewhat secure,Very secure or Somewhat secure,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Unfavorable,Only Trump,Favorable,,,,Worse today,For your candidate,Rural men,6.0,,"Under $100,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",The economy,No,,,,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,106.0,Moderate/Liberal Republicans,Liberal Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,Yes,
24600.0,0.04880719,Other,Did not vote,Legal,Legal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,3.0,,,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Unfavorable,Only Walz,Favorable,,,Urban men,4.0,,,,,,,,No,Not so good,Not so good or poor,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,41.0,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities over 500,000","Cities over 50,000",Ohio,Other,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,,
24623.0,1.051546802,Kamala Harris,Sherrod Brown,Legal,Legal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,No,Call 1,4.0,,The Democratic Party,,,Approve,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Rural women,3.0,Hurt the country,,,,,,,No,Good,Excellent or good,No,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,3.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Ohio,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,All others
24627.0,1.528430721,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat approve,Somewhat approve,,Call 1,3.0,,,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Unfavorable,Only Walz,Favorable,,,Urban men,4.0,,,,,,,,No,Good,Excellent or good,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,41.0,Moderate/Liberal Republicans,Liberal Independents,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities over 500,000","Cities over 50,000",Ohio,Other,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,,
24645.0,1.672946314,Donald Trump,Bernie Moreno,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,,Call 1,12.0,No,,Somewhat secure,Very secure or Somewhat secure,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Unfavorable,Only Trump,Favorable,,,,Worse today,For your candidate,Rural women,6.0,,"Under $100,000","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,127.0,Conservative Republicans,Mod./Liberal Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,Yes,
24648.0,1.675419173,Kamala Harris,Sherrod Brown,Legal,Legal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,Call 1,3.0,,,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Favorable,Both,Favorable,,,Urban women,4.0,,,,,,,,No,Good,Excellent or good,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,41.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities over 500,000","Cities over 50,000",Ohio,Other,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,,
24664.0,1.306447472,Kamala Harris,Sherrod Brown,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,,Call 1,4.0,Yes,,Somewhat threatened,Somewhat threatened or Very threatened,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,Favorable,Only Harris,Unfavorable,,,,Better today,For your candidate,Rural women,3.0,,"$100,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The state of democracy,No,,,,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,3.0,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Ohio,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,Election day,No,
24667.0,1.491788052,Donald Trump,Sherrod Brown,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,Call 1,12.0,No,,Somewhat threatened,Somewhat threatened or Very threatened,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Unfavorable,Only Trump,Favorable,,,,About the same,For your candidate,Rural women,6.0,,"Under $100,000","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,,,,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,127.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Yes,Version 1,Donald Trump,Election day,Yes,
24670.0,2.190481076,Donald Trump,Other,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Yes,Call 1,9.0,,The Republican Party,,,Approve,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Suburban women,2.0,Hurt the country,,,,,,,No,Not so good,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,85.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs,Ohio,White suburban women,Election day exit poll,In October,In the last month,Before that,,,,Version 2,Donald Trump,Election day,,White Born-again/Evangelical Christians
24676.0,2.008934407,Kamala Harris,Sherrod Brown,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,Call 1,3.0,,,Somewhat threatened,Somewhat threatened or Very threatened,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Favorable,Only Harris,Unfavorable,,,,,For your candidate,Urban men,4.0,,,,,,,The state of democracy,No,,,,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,41.0,Liberal Democrats,Liberal Democrats,Cares about people like me,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities over 500,000","Cities over 50,000",Ohio,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",,Version 1,Joe Biden,Election day,,
24677.0,2.213752021,Donald Trump,Sherrod Brown,Legal,Legal in all cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,No,Call 1,12.0,,The Republican Party,,,Disapprove,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Neither,Unfavorable,,,Rural men,6.0,Hurt the country,,,,,,,No,Good,Excellent or good,Yes,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,106.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,In the last few days,In the last month,In the last week,,,,Version 2,Donald Trump,Election day,,All others
24690.0,1.764609933,Donald Trump,Bernie Moreno,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,No,Call 1,12.0,,The Republican Party,,,Approve,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Rural men,6.0,Hurt the country,,,,,,,No,Not so good,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,127.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,,All others
24696.0,1.571110867,Kamala Harris,Sherrod Brown,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,No,Call 1,3.0,Yes,,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,Urban men,4.0,,,,,,,,No,,,,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,41.0,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities over 500,000","Cities over 50,000",Ohio,Other,Election day exit poll,,,,,,,Version 3,Joe Biden,Election day,,All others
24697.0,0.910721467,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,No,Call 1,12.0,,The Democratic Party,,,Approve,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Rural women,6.0,Help the country,,,,,,,No,Excellent,Excellent or good,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,106.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,All others
24702.0,0.096761535,Did not vote,Did not vote,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,Call 1,12.0,No,,Somewhat threatened,Somewhat threatened or Very threatened,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,Unfavorable,Neither,Unfavorable,,,,Better today,Omit,Suburban men,4.0,,"$100,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Omit,No,,,,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,36.0,Independent/Something else,Conservative Republicans,Omit,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Ohio,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,No,
24708.0,1.289120209,Kamala Harris,Sherrod Brown,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,Call 1,4.0,No,,Somewhat threatened,Somewhat threatened or Very threatened,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Favorable,Only Harris,Unfavorable,,,,Worse today,For your candidate,Rural women,3.0,,"Under $100,000","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Abortion,No,,,,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,3.0,Conservative Republicans,Mod./Liberal Republicans,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,Ohio,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,Election day,Yes,
24713.0,1.893082746,Donald Trump,Bernie Moreno,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,,Call 1,12.0,Yes,,Very threatened,Somewhat threatened or Very threatened,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,Unfavorable,Only Trump,Favorable,,,,Worse today,For your candidate,Rural men,6.0,,"Under $100,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Omit,No,,,,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,127.0,Conservative Republicans,Mod./Liberal Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,Yes,
24714.0,2.190481076,Donald Trump,Other,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,No,Call 1,9.0,,The Republican Party,,,Approve,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Favorable,Only Vance,Unfavorable,,,Suburban women,2.0,Hurt the country,,,,,,,No,Not so good,Not so good or poor,No,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,85.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs,Ohio,White suburban women,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,,All others
24724.0,1.057331634,Kamala Harris,Sherrod Brown,Legal,Legal in most cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,Yes,Call 1,12.0,,The Democratic Party,,,Approve,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Only Walz,Favorable,,,Rural women,6.0,Help the country,,,,,,,No,Not so good,Not so good or poor,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,106.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,White Born-again/Evangelical Christians
24726.0,1.392855191,Donald Trump,Bernie Moreno,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,,Call 1,5.0,No,,Somewhat secure,Very secure or Somewhat secure,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Unfavorable,Only Trump,Favorable,,,,About the same,Against their opponent,Rural women,2.0,,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,72.0,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Donald Trump,Election day,No,
24735.0,0.115010535,Donald Trump,,Legal,Legal in most cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,No,Call 1,12.0,,The Republican Party,,,Omit,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,,,,Favorable,Omit,Omit,,,Rural women,6.0,Hurt the country,,,,,,,No,Not so good,Not so good or poor,Yes,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,127.0,,,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,,All others
24738.0,1.582519723,Kamala Harris,Sherrod Brown,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,No,Call 1,3.0,,,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,Better today,,Urban women,4.0,,"$100,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,No,,,,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,41.0,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities over 500,000","Cities over 50,000",Ohio,Other,Election day exit poll,Before that,Before that,Before that,,,No,Version 4,Joe Biden,Election day,No,All others
24749.0,0.786327132,Kamala Harris,Sherrod Brown,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Not complete,,,No,Call 1,12.0,,,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,,Rural women,6.0,,,,,,,,No,,,No,65+,,,,,,,,,127.0,,,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,,Election day,,All others
24751.0,0.617320736,Kamala Harris,Sherrod Brown,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Black 60+,Women 65+,Black 60+,Black 65+,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,Yes,Call 1,4.0,,The Democratic Party,,,Approve,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Very confident,Very confident or Somewhat confident,,,,Unfavorable,Neither,Unfavorable,,,Rural women,3.0,Help the country,,,,,,,No,Good,Excellent or good,No,65+,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,3.0,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Female,Black women,"Cities 10,000-50,000",Small Cities/Rural,Ohio,Other,Election day exit poll,In the last few days,In the last month,In the last week,,,,Version 2,Joe Biden,Election day,,All others
24753.0,1.174309585,Kamala Harris,Sherrod Brown,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,,Call 1,12.0,No,,Somewhat secure,Very secure or Somewhat secure,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Favorable,Only Harris,Unfavorable,,,,Better today,For your candidate,Rural women,6.0,,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Omit,No,,,,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,106.0,Moderate/Liberal Republicans,Liberal Independents,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Ohio,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Joe Biden,Election day,No,
