ID,WEIGHT,PRSNC24,GOVNC24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BRNAGAIN,CALL,CDNUM,CHALLENGEELECTION,CHILD12,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,EXTREMEHARRIS,EXTREMEPRES24,EXTREMETRUMP,FAIRELECTION,FAIRELECTION2,FAVGOVNC24,FAVHARRIS,FAVPRES24,FAVROBINSON,FAVSTEIN,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,HANDLERACEISS24,HURRICANEAID,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,VERSION,VOTE2020,VOTEMETHOD,WHTEVANG
8515.0,0.424463467,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,11.0,Challenge the results,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Rural men,5.0,,No,Abortion,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8520.0,2.588121078,Donald Trump,Mark Robinson,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,No,,3.0,Challenge the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Suburban women,1.0,,Omit,Omit,No,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Did not vote,Early in-person,All others
8521.0,0.327148457,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,8.0,Challenge the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Suburban men,4.0,,No,The state of democracy,No,,,,65+,,,,,,,,Conservative,,,,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8523.0,0.608861208,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Yes,,12.0,Challenge the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Urban women,3.0,,No,Immigration,No,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8525.0,2.558905692,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,4.0,Accept the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,About the same,For your candidate,Suburban men,2.0,,Yes,The economy,No,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8528.0,0.551577462,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,No,,9.0,Challenge the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Urban women,1.0,,No,The economy,No,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,All others
8529.0,0.885353608,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Yes,,13.0,Accept the results,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,About the same,For your candidate,Suburban women,2.0,,Yes,Abortion,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8531.0,0.70185832,Donald Trump,Mark Robinson,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,All others,All others,Men 45+,Complete,,,Yes,,9.0,Challenge the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Rural men,4.0,,No,Immigration,No,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,,Independent/Something else,Conservative Republicans,Omit,Other,Other,State questionnaire,Other,Non-black,Non-white,Other,South,Male,All other races,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,All others
8532.0,0.762241066,Donald Trump,Mark Robinson,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,All others,All others,Men 45+,Complete,,,Yes,,5.0,Accept the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Urban men,4.0,,Yes,Immigration,No,,,,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,Other,Other,State questionnaire,Other,Non-black,Non-white,Other,South,Male,All other races,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Did not vote,Early in-person,All others
8536.0,0.507439571,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,No,,10.0,Challenge the results,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Suburban women,5.0,,No,The economy,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,All others
8538.0,1.262108524,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,6.0,Accept the results,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Suburban men,4.0,,No,The economy,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8540.0,1.065043625,Donald Trump,Mark Robinson,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,1.0,Accept the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,Against their opponent,Suburban men,1.0,,No,The economy,No,,,,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8546.0,0.552467948,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,7.0,Omit,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,Unfavorable,Omit,,,Omit,Worse today,For your candidate,Urban men,1.0,,No,The economy,No,,,,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8549.0,0.511154577,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,3.0,Omit,,Somewhat secure,Very secure or Somewhat secure,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,Unfavorable,Neither,,,Unfavorable,Worse today,Against their opponent,Rural men,1.0,,Omit,The economy,No,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8550.0,3.586169469,Donald Trump,Mark Robinson,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,8.0,Accept the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Rural men,4.0,,No,Immigration,No,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,By mail,White Born-again/Evangelical Christians
8553.0,0.577720758,Donald Trump,Mark Robinson,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Yes,,11.0,Accept the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Suburban women,5.0,,Yes,The economy,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8554.0,0.493510178,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,All others,All others,Men 45+,Complete,,,Yes,,9.0,Accept the results,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Suburban men,2.0,,No,Immigration,No,,,,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Can bring needed change,Other,Other,State questionnaire,Other,Non-black,Non-white,Other,South,Male,All other races,Suburbs,Suburbs, North Carolina,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,All others
8563.0,0.465933371,Donald Trump,Mark Robinson,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,9.0,Challenge the results,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Rural men,4.0,,Yes,The state of democracy,No,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8567.0,1.149110239,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Yes,,9.0,Challenge the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Rural women,4.0,,No,Immigration,No,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8569.0,0.358661213,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,2.0,Omit,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Urban men,2.0,,No,Immigration,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8570.0,1.029958806,Donald Trump,Mark Robinson,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,10.0,Omit,,Omit,Omit,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,About the same,Against their opponent,Rural men,5.0,,Yes,Immigration,No,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8577.0,2.847382364,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,,10.0,Omit,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Rural men,5.0,,Omit,The economy,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,All others
8580.0,1.610392224,Donald Trump,Mark Robinson,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,Yes,,12.0,Accept the results,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Suburban men,3.0,,Yes,The economy,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8584.0,0.219514056,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,11.0,Accept the results,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Suburban men,5.0,,No,Foreign policy,No,,,,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8585.0,0.185962504,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,All others,All others,Men 45+,Complete,,,Yes,,10.0,Omit,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,Omit,Suburban men,3.0,,Yes,The economy,No,,,,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,Other,American Indian,State questionnaire,Other,Non-black,Non-white,American Indian,South,Male,All other races,Suburbs,Suburbs, North Carolina,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,All others
8586.0,2.079168069,Donald Trump,Mark Robinson,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,3.0,Omit,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Rural men,1.0,,Yes,Immigration,No,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8590.0,0.327062445,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,3.0,Accept the results,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Urban men,1.0,,Yes,The economy,No,,,,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,White Born-again/Evangelical Christians
8594.0,0.377049929,Donald Trump,Mark Robinson,,,,,,,,,,,,,,,Complete,,,No,,3.0,Challenge the results,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Suburban women,1.0,,No,Immigration,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,All others
8595.0,0.67099403,Donald Trump,Mark Robinson,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,No,,10.0,Accept the results,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Worse today,For your candidate,Suburban women,5.0,,No,The economy,No,,,,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,Donald Trump,Early in-person,All others
8596.0,0.890365331,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,No,,6.0,Accept the results,,Somewhat threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,Unfavorable,Only Trump,,,Favorable,Better today,For your candidate,Suburban men,4.0,,Yes,The economy,No,,,,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,Donald Trump,Early in-person,All others
