State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,State economy condition,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Religion,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Governor issues,Future of state economy,Clinton as person,Union memeber in HH
36.0,64.0,10.0,Second call,50-59,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,Yes,Not so good,Yes,Yes,Yes,Worse,Other,Republican,Some college,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Republican,50 to 64,1.235,Economy/jobs,Economy/jobs,Better,Unfavorable,Yes
36.0,64.0,11.0,Second call,30-39,White,Female,Voinovich,Taft,Disapprove,Approve,Neither,Yes,Good,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,Catholic,50 to 75K,Conservative,18 to 64,State,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Republican,30 to 39,1.201,,,Same,Unfavorable,No
36.0,64.0,12.0,Second call,30-39,Black,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,Yes,No,Better,Clinton,Democrat,Some college,Other Christian,50 to 75K,Moderate,18 to 64,State,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Democrat,30 to 39,1.11,Education,Education,Same,Unfavorable,No
36.0,64.0,13.0,Second call,60-64,White,Male,Voinovich,Fisher,Approve,Disapprove,Neither,Yes,Good,Yes,Yes,Yes,Same,Dole,Democrat,Some college,Catholic,15 to 30K,Conservative,18 to 64,State,Complete,Cincinnati/Dayton,60 and over,60 and over,Democrat,50 to 64,1.221,Taxes,Education,Same,Unfavorable,No
36.0,64.0,14.0,Second call,60-64,White,Female,Voinovich,Fisher,Approve,Disapprove,Support Clinton,Yes,Not so good,No,No,Yes,Same,Dole,Democrat,College grad,Catholic,15 to 30K,Liberal,18 to 64,State,Complete,Cincinnati/Dayton,60 and over,60 and over,Democrat,50 to 64,1.187,,,Same,Unfavorable,No
36.0,64.0,15.0,Second call,60-64,White,Female,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,,Good,Yes,Yes,Yes,Same,Dole,Republican,Some college,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Cincinnati/Dayton,60 and over,60 and over,Republican,50 to 64,1.454,Taxes,Environment,Same,Unfavorable,No
36.0,64.0,16.0,Second call,65 and over,White,Female,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,Good,,Yes,,Same,Dole,Republican,Some college,Protestant,,Conservative,65 and over,State,Complete,Cincinnati/Dayton,60 and over,60 and over,Republican,65 and over,1.454,Education,Education,Same,Unfavorable,No
36.0,64.0,17.0,Second call,25-29,White,Male,Boyle,Fisher,Disapprove,Disapprove,Neither,Yes,Good,No,Yes,Yes,Same,Other,Democrat,Some college,Other Christian,30 to 50K,Liberal,18 to 64,State,Complete,Cincinnati/Dayton,18 to 29,25 to 29,Democrat,25 to 29,1.199,Taxes,Taxes,Same,Unfavorable,No
36.0,64.0,18.0,Third call,50-59,White,Male,Voinovich,Taft,Disapprove,Approve,,No,Good,Yes,Yes,,Same,Dole,Independent,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Independent/Other,50 to 64,1.235,,,Same,Unfavorable,No
36.0,64.0,19.0,Third call,18-24,White,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,Good,No,No,No,Better,Perot,Democrat,College grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Cincinnati/Dayton,18 to 29,18 to 24,Democrat,18 to 24,1.168,,,Better,Favorable,Yes
36.0,64.0,20.0,Third call,30-39,White,Female,Voinovich,Taft,Approve,Approve,Neither,No,Good,No,Yes,Yes,Better,Dole,Republican,Some college,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Republican,30 to 39,1.201,Taxes,Taxes,Same,Unfavorable,No
36.0,64.0,21.0,Third call,30-39,White,Male,Voinovich,Taft,Disapprove,Disapprove,Neither,No,Good,Yes,Yes,Yes,Same,Other,Something else,HS grad,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Independent/Other,30 to 39,1.235,Taxes,Taxes,Same,Unfavorable,No
36.0,64.0,22.0,Third call,65 and over,White,Male,Voinovich,Taft,Approve,Approve,Neither,Yes,Good,No,No,No,Better,Dole,Something else,College grad,Catholic,Under 15K,Conservative,65 and over,State,Complete,Cincinnati/Dayton,60 and over,60 and over,Independent/Other,65 and over,1.494,Social Security,Health care,Better,Unfavorable,No
36.0,64.0,23.0,Third call,30-39,White,Female,Voinovich,,Disapprove,Approve,Neither,No,Good,Yes,Yes,No,Same,Dole,Republican,College grad,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Republican,30 to 39,1.116,Taxes,,Same,Unfavorable,No
36.0,64.0,24.0,Third call,60-64,White,Female,Boyle,Fisher,Disapprove,Disapprove,Neither,,Not so good,No,No,No,Same,Did not vote,Something else,Some college,Jewish,30 to 50K,Liberal,18 to 64,State,Complete,Cincinnati/Dayton,60 and over,60 and over,Independent/Other,50 to 64,1.157,,Taxes,Same,Unfavorable,Yes
36.0,64.0,25.0,Third call,30-39,White,Male,Voinovich,Taft,Disapprove,Approve,Neither,No,Good,Yes,Yes,Yes,Worse,Dole,Independent,College grad,None,50 to 75K,Conservative,18 to 64,State,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Independent/Other,30 to 39,1.235,Taxes,Crime/drugs,Same,Unfavorable,Yes
36.0,64.0,26.0,Third call,18-24,White,Female,Voinovich,Other,Approve,Disapprove,Neither,No,Good,No,No,No,Better,Clinton,Independent,Some college,None,50 to 75K,Moderate,18 to 64,State,Complete,Cincinnati/Dayton,18 to 29,18 to 24,Independent/Other,18 to 24,1.913,Economy/jobs,Environment,Same,Favorable,No
36.0,64.0,27.0,Third call,30-39,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,Good,Yes,Yes,Yes,Same,Perot,Republican,Some college,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Republican,30 to 39,1.235,Taxes,Taxes,Same,Unfavorable,Yes
36.0,64.0,28.0,Third call,30-39,White,Male,Voinovich,Taft,Disapprove,Disapprove,Neither,,Not so good,Yes,Yes,Yes,Worse,Did not vote,,,,50 to 75K,Moderate,18 to 64,State,Complete,Cincinnati/Dayton,30 to 44,30 to 39,,30 to 39,1.235,,,Worse,Unfavorable,
36.0,66.0,1.0,First call,50-59,White,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,,No,No,No,Same,Clinton,Democrat,Postgrad,Jewish,50 to 75K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Democrat,50 to 64,0.552,,,,Favorable,Yes
36.0,66.0,2.0,First call,30-39,White,Male,Voinovich,Fisher,Approve,Approve,Neither,No,,No,No,No,Better,Clinton,Independent,College grad,Other Christian,30 to 50K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Independent/Other,30 to 39,0.581,,,,Favorable,No
36.0,66.0,3.0,First call,65 and over,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,Yes,,Yes,Yes,Yes,Worse,Dole,Republican,College grad,Catholic,15 to 30K,Conservative,65 and over,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Republican,65 and over,0.8660000000000001,,,,Unfavorable,No
36.0,66.0,4.0,First call,50-59,White,Female,Voinovich,Taft,Disapprove,Approve,Neither,No,,No,No,No,Better,Perot,Republican,Some college,Catholic,30 to 50K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Republican,50 to 64,0.696,,,,Unfavorable,No
36.0,66.0,5.0,First call,40-44,Black,Male,Boyle,Fisher,Approve,Disapprove,Support Clinton,Yes,,No,No,No,Better,Clinton,Democrat,HS grad,Something else,15 to 30K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,40 to 49,Democrat,40 to 49,0.6589999999999999,,,,Favorable,No
36.0,66.0,6.0,First call,50-59,Black,Male,Boyle,Fisher,Approve,Disapprove,Support Clinton,No,,No,No,No,Better,Clinton,Independent,Postgrad,Other Christian,50 to 75K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Independent/Other,50 to 64,0.6589999999999999,,,,Favorable,No
36.0,66.0,7.0,First call,30-39,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,,Yes,Yes,,Same,Dole,Republican,Some college,Catholic,50 to 75K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Republican,30 to 39,0.714,,,,Unfavorable,No
36.0,66.0,8.0,First call,50-59,Black,Female,Voinovich,Taft,Disapprove,,,,,,,,Same,,Something else,,,50 to 75K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Independent/Other,50 to 64,0.807,,,,,
36.0,66.0,9.0,First call,30-39,White,Female,Boyle,Fisher,Approve,,,,,,,,Better,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Independent/Other,30 to 39,0.552,,,,,
36.0,66.0,10.0,First call,30-39,White,Female,Voinovich,Taft,Approve,,,,,,,,Same,,Republican,,,15 to 30K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Republican,30 to 39,0.696,,,,,
36.0,66.0,11.0,First call,25-29,Black,Female,Voinovich,Fisher,Approve,,,,,,,,Better,,Independent,,,15 to 30K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,18 to 29,25 to 29,Independent/Other,25 to 29,0.801,,,,,
36.0,66.0,12.0,First call,65 and over,White,Female,Voinovich,Taft,Disapprove,,,,,,,,Same,,Republican,,,15 to 30K,Conservative,65 and over,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Republican,65 and over,0.8410000000000001,,,,,
36.0,66.0,13.0,First call,60-64,Black,Male,Voinovich,Taft,Disapprove,,,,,,,,Better,,Republican,,,30 to 50K,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Republican,50 to 64,1.002,,,,,
36.0,66.0,14.0,First call,65 and over,White,Female,Boyle,Fisher,Approve,,,,,,,,Same,,Independent,,,15 to 30K,Moderate,65 and over,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Independent/Other,65 and over,0.6679999999999999,,,,,
36.0,66.0,15.0,Second call,65 and over,White,Male,Boyle,Fisher,Disapprove,Approve,Oppose Clinton,No,,Yes,Yes,Yes,Same,Perot,Democrat,Some college,Catholic,15 to 30K,Moderate,65 and over,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Democrat,65 and over,0.6859999999999999,,,,Unfavorable,No
36.0,66.0,16.0,Second call,60-64,White,Female,Voinovich,Fisher,Disapprove,Disapprove,Oppose Clinton,No,,Yes,Yes,Yes,Same,Perot,Independent,HS grad,Catholic,30 to 50K,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Independent/Other,50 to 64,0.6859999999999999,,,,Unfavorable,No
36.0,66.0,17.0,Second call,30-39,White,Female,Voinovich,Taft,Approve,Disapprove,Support Clinton,No,,No,No,No,Better,Clinton,Republican,Some college,Jewish,30 to 50K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Republican,30 to 39,0.696,,,,Favorable,No
36.0,66.0,18.0,Second call,50-59,White,Male,Boyle,Taft,Disapprove,Approve,Oppose Clinton,No,,Yes,Yes,No,Worse,Dole,Something else,No HS,Protestant,75 to 100K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Independent/Other,50 to 64,0.696,,,,Unfavorable,Yes
36.0,66.0,19.0,Second call,60-64,White,Female,Boyle,Fisher,Approve,Approve,Neither,No,,No,No,Yes,Same,Clinton,Democrat,College grad,Jewish,15 to 30K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Democrat,50 to 64,0.6679999999999999,,,,Unfavorable,No
36.0,66.0,20.0,Second call,25-29,White,Male,Voinovich,Taft,Disapprove,Disapprove,Neither,No,,Yes,Yes,No,Same,Dole,Republican,College grad,Other Christian,30 to 50K,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,18 to 29,25 to 29,Republican,25 to 29,0.873,,,,Unfavorable,No
36.0,66.0,21.0,Second call,65 and over,White,,Boyle,,Approve,Approve,,,,,,,,,,,,,,65 and over,National,Not complete,Cincinnati/Dayton,60 and over,60 and over,,65 and over,0.7820000000000001,,,,,No
36.0,66.0,22.0,Second call,18-24,Black,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,,No,No,No,Same,Did not vote,Something else,Some college,Other Christian,15 to 30K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,18 to 29,18 to 24,Independent/Other,18 to 24,0.781,,,,Favorable,No
36.0,66.0,23.0,Second call,65 and over,White,Female,,Fisher,Approve,,,,,,,,Same,,Democrat,,,Under 15K,Liberal,65 and over,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Democrat,65 and over,0.6779999999999999,,,,,
36.0,66.0,24.0,Second call,50-59,White,Female,Voinovich,Taft,Disapprove,,,,,,,,Worse,,Republican,,,15 to 30K,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Republican,50 to 64,0.696,,,,,
36.0,66.0,25.0,Second call,18-24,Black,Male,Boyle,Fisher,Approve,,,,,,,,Same,,Independent,,,Under 15K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,18 to 29,18 to 24,Independent/Other,18 to 24,0.803,,,,,
36.0,66.0,26.0,Second call,45-49,White,Male,Boyle,Fisher,Approve,,,,,,,,Better,,Independent,,,15 to 30K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,40 to 49,Independent/Other,40 to 49,0.5660000000000001,,,,,
36.0,66.0,27.0,Second call,30-39,White,Female,Voinovich,Fisher,Approve,,,,,,,,Same,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Independent/Other,30 to 39,0.565,,,,,
36.0,66.0,28.0,Second call,65 and over,White,Female,Voinovich,Fisher,Approve,,,,,,,,Same,,Independent,,,Under 15K,Moderate,65 and over,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Independent/Other,65 and over,0.6859999999999999,,,,,
36.0,66.0,29.0,Second call,65 and over,White,Female,Boyle,Fisher,Approve,,,,,,,,,,,,,,,65 and over,National,Not complete,Cincinnati/Dayton,60 and over,60 and over,,65 and over,0.6679999999999999,,,,,
36.0,66.0,30.0,Third call,60-64,White,Female,Voinovich,Taft,Disapprove,,Oppose Clinton,No,,Yes,Yes,,Same,Clinton,Independent,Postgrad,Catholic,,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Independent/Other,50 to 64,0.8410000000000001,,,,Unfavorable,No
36.0,66.0,31.0,Third call,30-39,White,Female,Boyle,Taft,Approve,,Support Clinton,No,,No,No,No,Same,Clinton,Independent,Postgrad,Jewish,30 to 50K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Independent/Other,30 to 39,0.6769999999999999,,,,Favorable,No
36.0,66.0,32.0,Third call,40-44,White,Male,Boyle,Fisher,Approve,Disapprove,Support Clinton,No,,No,No,Yes,Better,Clinton,Democrat,No HS,Protestant,50 to 75K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,40 to 49,Democrat,40 to 49,0.5660000000000001,,,,Unfavorable,Yes
36.0,66.0,33.0,Third call,45-49,White,Female,Voinovich,Taft,Disapprove,Disapprove,Neither,No,,Yes,Yes,No,Same,Dole,Republican,Some college,Protestant,75 to 100K,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,40 to 49,Republican,40 to 49,0.696,,,,Unfavorable,No
36.0,66.0,34.0,Third call,50-59,Black,Female,,Taft,Approve,Disapprove,,,,,,,,,,,,,,18 to 64,National,Not complete,Cincinnati/Dayton,45 to 59,50 to 59,,50 to 64,0.797,,,,,Yes
36.0,66.0,35.0,Third call,40-44,White,Female,Voinovich,Taft,Disapprove,,Neither,,,,Yes,,Same,Dole,Independent,College grad,Other Christian,,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,40 to 49,Independent/Other,40 to 49,0.696,,,,Unfavorable,No
36.0,66.0,36.0,Third call,25-29,Black,Male,Boyle,Fisher,Approve,Approve,Support Clinton,No,,No,No,No,Better,Clinton,Democrat,College grad,Something else,30 to 50K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,18 to 29,25 to 29,Democrat,25 to 29,0.803,,,,Favorable,No
36.0,66.0,37.0,Third call,45-49,Black,Female,Boyle,Fisher,Approve,Disapprove,Neither,Yes,,No,No,No,Better,Clinton,Democrat,HS grad,Protestant,75 to 100K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,40 to 49,Democrat,40 to 49,0.64,,,,Favorable,Yes
36.0,66.0,38.0,Third call,50-59,White,Female,Boyle,Fisher,Approve,Disapprove,Support Clinton,No,,No,No,No,Same,Clinton,Independent,HS grad,Protestant,30 to 50K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Independent/Other,50 to 64,0.552,,,,Favorable,No
36.0,66.0,39.0,Third call,50-59,White,Male,Voinovich,Fisher,Approve,Disapprove,Neither,No,,No,No,Yes,Better,Clinton,Independent,HS grad,Catholic,100K or more,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Independent/Other,50 to 64,0.581,,,,Unfavorable,No
36.0,66.0,40.0,Third call,30-39,White,Female,Voinovich,Taft,Approve,Approve,Neither,No,,,,,Same,Clinton,Independent,Some college,Protestant,30 to 50K,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Independent/Other,30 to 39,0.696,,,,Unfavorable,No
36.0,66.0,41.0,Third call,40-44,White,Female,Voinovich,Taft,Disapprove,Approve,Neither,Yes,,Yes,Yes,Yes,Same,Dole,Republican,College grad,Protestant,30 to 50K,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,40 to 49,Republican,40 to 49,0.696,,,,Unfavorable,Yes
36.0,66.0,42.0,Third call,40-44,White,Male,Boyle,Taft,Approve,Disapprove,Neither,No,,No,No,No,Same,Did not vote,Something else,HS grad,Catholic,50 to 75K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,40 to 49,Independent/Other,40 to 49,0.696,,,,Favorable,No
36.0,66.0,43.0,Third call,25-29,White,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,,Yes,Yes,Yes,Better,Perot,Republican,HS grad,Catholic,30 to 50K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,18 to 29,25 to 29,Republican,25 to 29,0.873,,,,Unfavorable,Yes
36.0,66.0,44.0,Third call,30-39,Black,Female,Boyle,Fisher,Approve,Disapprove,Neither,No,,No,No,No,Better,Clinton,Democrat,Postgrad,Something else,50 to 75K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Democrat,30 to 39,0.64,,,,Favorable,No
36.0,66.0,45.0,Third call,40-44,Black,Female,Boyle,Fisher,Approve,Disapprove,Neither,Yes,,No,No,No,Better,Clinton,Democrat,College grad,Something else,30 to 50K,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,40 to 49,Democrat,40 to 49,0.64,,,,Favorable,No
36.0,66.0,46.0,Third call,50-59,Black,Female,Boyle,Taft,Approve,Disapprove,Neither,No,,No,No,No,Better,Clinton,Democrat,Some college,Other Christian,30 to 50K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Democrat,50 to 64,0.785,,,,Favorable,Yes
36.0,66.0,47.0,Third call,45-49,Black,Male,Voinovich,Fisher,Approve,Disapprove,Neither,No,,No,No,No,Better,Clinton,Democrat,College grad,None,50 to 75K,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,40 to 49,Democrat,40 to 49,0.6769999999999999,,,,Favorable,No
36.0,66.0,48.0,Third call,18-24,White,Male,Boyle,Fisher,Disapprove,Disapprove,Neither,No,,No,No,Yes,Better,Did not vote,Democrat,Some college,Catholic,50 to 75K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,18 to 29,18 to 24,Democrat,18 to 24,0.6920000000000001,,,,Unfavorable,Yes
36.0,66.0,49.0,Third call,30-39,Black,Male,Boyle,Fisher,Approve,,,,,,,,Better,,Democrat,,,30 to 50K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Democrat,30 to 39,0.6589999999999999,,,,,
36.0,66.0,50.0,Third call,60-64,White,Male,Boyle,Fisher,Approve,,,,,,,,Better,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Independent/Other,50 to 64,0.6859999999999999,,,,,
36.0,66.0,51.0,Third call,45-49,Black,Male,Voinovich,Fisher,Approve,,,,,,,,Better,,Democrat,,,50 to 75K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,40 to 49,Democrat,40 to 49,0.6769999999999999,,,,,
36.0,66.0,52.0,Third call,65 and over,White,Female,Boyle,Fisher,Approve,,,,,,,,Same,,Democrat,,,30 to 50K,Moderate,65 and over,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Democrat,65 and over,0.6679999999999999,,,,,
36.0,66.0,53.0,Third call,40-44,White,Male,Boyle,Fisher,Approve,,,,,,,,Better,,Democrat,,,30 to 50K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,40 to 49,Democrat,40 to 49,0.5660000000000001,,,,,
36.0,66.0,54.0,Third call,65 and over,Black,Male,,Fisher,Approve,,,,,,,,Better,,Democrat,,,Under 15K,Liberal,65 and over,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Democrat,65 and over,0.807,,,,,
36.0,66.0,55.0,Third call,65 and over,White,Female,Boyle,Fisher,Approve,,,,,,,,Same,,Democrat,,,15 to 30K,Liberal,65 and over,National,Complete,Cincinnati/Dayton,60 and over,60 and over,Democrat,65 and over,0.6679999999999999,,,,,
36.0,66.0,56.0,Third call,50-59,White,Male,Voinovich,Fisher,Approve,,,,,,,,Same,,Independent,,,50 to 75K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Independent/Other,50 to 64,0.581,,,,,
36.0,66.0,57.0,Third call,40-44,White,Male,Voinovich,Taft,Disapprove,,,,,,,,,,,,,,,18 to 64,National,Not complete,Cincinnati/Dayton,30 to 44,40 to 49,,40 to 49,0.714,,,,,
36.0,66.0,58.0,Third call,50-59,White,Female,Boyle,Fisher,Disapprove,,,,,,,,Worse,,Democrat,,,50 to 75K,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Democrat,50 to 64,0.552,,,,,
36.0,66.0,59.0,Third call,45-49,White,Male,Voinovich,Taft,Approve,,,,,,,,Worse,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,40 to 49,Independent/Other,40 to 49,0.714,,,,,
36.0,66.0,60.0,Third call,30-39,White,Female,Boyle,Taft,Approve,,,,,,,,Better,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Independent/Other,30 to 39,0.6769999999999999,,,,,
36.0,66.0,61.0,Third call,25-29,Black,Male,Boyle,Fisher,Approve,,,,,,,,Same,,Democrat,,,15 to 30K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,18 to 29,25 to 29,Democrat,25 to 29,0.803,,,,,
36.0,66.0,62.0,Third call,50-59,White,Male,Voinovich,Taft,Disapprove,,,,,,,,Better,,Republican,,,,Conservative,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,50 to 59,Republican,50 to 64,0.714,,,,,
36.0,66.0,63.0,Third call,18-24,Black,Female,Boyle,Fisher,Approve,,,,,,,,Better,,Something else,,,15 to 30K,Liberal,18 to 64,National,Complete,Cincinnati/Dayton,18 to 29,18 to 24,Independent/Other,18 to 24,0.781,,,,,
36.0,66.0,64.0,Third call,45-49,White,Male,Voinovich,Taft,Disapprove,,,,,,,,,,,,,,,18 to 64,National,Complete,Cincinnati/Dayton,45 to 59,40 to 49,,40 to 49,0.714,,,,,
36.0,66.0,65.0,Third call,30-39,Black,Male,,Fisher,Approve,,,,,,,,Same,,Democrat,,,50 to 75K,Moderate,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,30 to 39,Democrat,30 to 39,0.6689999999999999,,,,,
36.0,66.0,66.0,Third call,40-44,Other,Female,Boyle,,Approve,,,,,,,,Worse,,Something else,,,30 to 50K,,18 to 64,National,Complete,Cincinnati/Dayton,30 to 44,40 to 49,Independent/Other,40 to 49,0.628,,,,,
36.0,72.0,1.0,First call,50-59,Black,Male,Voinovich,Taft,Disapprove,Approve,Oppose Clinton,No,Not so good,Yes,Yes,Yes,Worse,Perot,Republican,College grad,None,100K or more,Moderate,18 to 64,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,0.6859999999999999,Foreign policy,Crime/drugs,Worse,Unfavorable,Yes
36.0,72.0,2.0,First call,40-44,White,Female,Boyle,Taft,Disapprove,Disapprove,Oppose Clinton,Yes,Not so good,Yes,No,,Same,Other,Something else,College grad,Catholic,100K or more,Conservative,18 to 64,State,Complete,Central,30 to 44,40 to 49,Independent/Other,40 to 49,0.983,Clin/Lwnsky,Environment,Worse,Favorable,No
36.0,72.0,3.0,First call,30-39,Black,Female,Boyle,,Disapprove,Approve,Oppose Clinton,Yes,Poor,Yes,Yes,No,Better,Clinton,Republican,HS grad,Catholic,Under 15K,Liberal,18 to 64,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,0.711,Social Security,Health care,Worse,Favorable,Yes
36.0,72.0,4.0,First call,60-64,White,Male,Voinovich,Taft,Disapprove,Approve,Neither,No,Good,No,Yes,No,Worse,Other,Something else,HS grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Central,60 and over,60 and over,Independent/Other,50 to 64,1.234,Social Security,Crime/drugs,Same,Unfavorable,No
36.0,72.0,5.0,First call,45-49,Other,Male,Voinovich,Taft,Approve,Disapprove,Oppose Clinton,No,Good,No,Yes,No,Worse,Perot,Independent,HS grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Central,45 to 59,40 to 49,Independent/Other,40 to 49,0.99,Clin/Lwnsky,Environment,Worse,,No
36.0,72.0,6.0,First call,50-59,Black,Female,Boyle,Taft,Approve,Disapprove,Oppose Clinton,Yes,Good,No,Yes,No,Worse,Perot,Something else,HS grad,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,0.6809999999999999,Clin/Lwnsky,Crime/drugs,Worse,Favorable,No
36.0,72.0,7.0,First call,30-39,Asian,Female,Boyle,Taft,Disapprove,Approve,Oppose Clinton,No,Good,Yes,Yes,No,Worse,Other,Independent,College grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,0.983,Social Security,Crime/drugs,Worse,Unfavorable,No
