State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Hispanic descent,Clinton Approval,Congress Approval,Q-Race (without Hispanic adj),Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Education,Income,Ideology,Age (65 and over),Prop300: Bar Medical Use of Marijuana,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec
3.0,45.0,38.0,Second call,50-59,White,Female,McCain,Hull,No,Disapprove,,White,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,1.025
3.0,45.0,39.0,Second call,65 and over,White,Female,McCain,Hull,No,Approve,,White,,,,,Same,,Independent,,30 to 50K,Moderate,65 and over,,National,Complete,Maricopa County,60 and over,65 and over,Independent/Other,65 and over,1.043
3.0,45.0,40.0,Second call,50-59,White,Male,McCain,Hull,No,Disapprove,,White,,,,,Same,,Independent,,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Independent/Other,50 to 64,0.9510000000000001
3.0,45.0,41.0,Second call,40-44,White,Male,McCain,Hull,No,Approve,,White,,,,,Better,,Democrat,,50 to 75K,Liberal,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,0.9510000000000001
3.0,45.0,42.0,Second call,50-59,White,Female,McCain,Hull,No,Approve,,White,,,,,Worse,,Republican,,,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,1.025
3.0,45.0,43.0,Third call,45-49,White,Female,McCain,Hull,No,Disapprove,,White,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,1.025
3.0,45.0,44.0,Third call,65 and over,White,Male,McCain,Johnson,No,Approve,Disapprove,White,Neither,No,No,Yes,Same,Clinton,Republican,College grad,50 to 75K,Moderate,65 and over,,National,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,1.086
3.0,45.0,45.0,Third call,50-59,White,Female,McCain,Hull,No,Approve,Disapprove,White,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Democrat,50 to 64,1.025
3.0,45.0,46.0,Third call,50-59,White,Female,McCain,Johnson,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Better,Did not vote,Independent,Some college,30 to 50K,Liberal,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Independent/Other,50 to 64,1.153
3.0,45.0,47.0,Third call,25-29,White,Female,McCain,Johnson,No,Approve,Disapprove,White,Neither,No,No,No,Same,Clinton,Independent,Postgrad,50 to 75K,Liberal,18 to 64,,National,Complete,Maricopa County,18 to 29,25 to 29,Independent/Other,25 to 29,1.6749999999999998
3.0,45.0,48.0,Third call,25-29,White,Male,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,,National,Complete,Maricopa County,18 to 29,25 to 29,Republican,25 to 29,1.3780000000000001
3.0,45.0,49.0,Third call,30-39,White,Female,McCain,Hull,No,Approve,Approve,White,Neither,No,No,No,Better,Clinton,Republican,College grad,100K or more,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,1.025
3.0,45.0,50.0,Third call,65 and over,White,Male,,Hull,No,Disapprove,Disapprove,White,Oppose Clinton,No,No,Yes,Worse,Dole,Republican,Some college,30 to 50K,Moderate,65 and over,,National,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,0.973
3.0,45.0,51.0,Third call,50-59,White,Male,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,0.9510000000000001
3.0,45.0,52.0,Third call,25-29,White,Female,McCain,Hull,No,Approve,Approve,White,Neither,Yes,Yes,Yes,Better,Clinton,Republican,College grad,75 to 100K,Moderate,18 to 64,,National,Complete,Maricopa County,18 to 29,25 to 29,Republican,25 to 29,1.49
3.0,45.0,53.0,Third call,40-44,White,Female,McCain,Hull,No,Approve,Disapprove,White,Support Clinton,No,No,No,Better,Clinton,Independent,College grad,100K or more,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Independent/Other,40 to 49,1.025
3.0,45.0,54.0,Third call,45-49,White,Female,Ranger,Johnson,No,Approve,Disapprove,White,Neither,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Democrat,40 to 49,1.204
3.0,45.0,55.0,Third call,40-44,White,Male,Other,Hull,No,Disapprove,,White,,,,,Same,,Independent,,75 to 100K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Independent/Other,40 to 49,0.8840000000000001
3.0,45.0,56.0,Third call,60-64,White,Female,McCain,Hull,No,Disapprove,,White,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,1.043
3.0,45.0,57.0,Third call,45-49,White,Male,Ranger,Johnson,No,Approve,,White,,,,,Same,,Democrat,,75 to 100K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Democrat,40 to 49,1.116
3.0,45.0,58.0,Third call,45-49,White,Male,McCain,Hull,No,Disapprove,,White,,,,,Same,,Republican,,75 to 100K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,0.9510000000000001
3.0,45.0,59.0,Third call,30-39,White,Male,McCain,Hull,No,Approve,,White,,,,,Same,,Republican,,100K or more,Liberal,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,0.9510000000000001
3.0,45.0,60.0,Third call,65 and over,White,Female,McCain,Hull,No,Disapprove,,White,,,,,Same,,Republican,,30 to 50K,Conservative,65 and over,,National,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,1.043
3.0,45.0,61.0,Third call,60-64,White,Female,Ranger,,No,Approve,,White,,,,,Worse,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Maricopa County,60 and over,65 and over,Democrat,50 to 64,1.159
3.0,45.0,62.0,Third call,45-49,White,Female,Ranger,Hull,No,Disapprove,,White,,,,,Same,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,1.069
3.0,45.0,63.0,Third call,30-39,White,Male,Ranger,Johnson,No,Approve,,White,,,,,Same,,Democrat,,15 to 30K,Liberal,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,1.116
3.0,45.0,64.0,Third call,40-44,White,Male,McCain,Johnson,No,Approve,,White,,,,,Better,,Something else,,100K or more,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Independent/Other,40 to 49,1.069
3.0,45.0,65.0,Third call,50-59,White,Female,Ranger,Johnson,No,Approve,,White,,,,,Better,,Something else,,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Independent/Other,50 to 64,1.204
3.0,45.0,66.0,Third call,45-49,White,Female,McCain,Johnson,No,Disapprove,,White,,,,,Same,,Republican,,75 to 100K,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,1.153
3.0,48.0,1.0,First call,60-64,Hispanic,Male,Ranger,Johnson,Yes,Approve,Disapprove,,Neither,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,,National,Complete,Maricopa County,60 and over,65 and over,Democrat,50 to 64,0.853
3.0,48.0,2.0,First call,50-59,White,Male,McCain,Hull,No,Disapprove,Disapprove,White,Neither,Yes,Yes,No,Same,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Independent/Other,50 to 64,0.6699999999999999
3.0,48.0,3.0,First call,60-64,White,Male,McCain,Johnson,No,Approve,,White,,,,,Better,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Maricopa County,60 and over,65 and over,Independent/Other,50 to 64,0.766
3.0,48.0,4.0,First call,30-39,White,Male,McCain,Hull,No,Disapprove,,White,,,,,Same,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,0.6699999999999999
3.0,48.0,5.0,Second call,40-44,Other,Female,McCain,Johnson,No,Approve,Approve,,Neither,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,0.812
3.0,48.0,6.0,Second call,60-64,White,Male,McCain,Hull,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,,National,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,0.682
3.0,48.0,7.0,Second call,45-49,White,Male,McCain,Johnson,No,Approve,Approve,White,Neither,Yes,Yes,No,Same,Clinton,Independent,HS grad,30 to 50K,Liberal,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,0.7529999999999999
3.0,48.0,8.0,Second call,45-49,White,Male,McCain,Hull,No,,,White,Neither,,,,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,0.6699999999999999
3.0,48.0,9.0,Second call,18-24,White,Male,McCain,Hull,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Better,Did not vote,Independent,College grad,15 to 30K,Conservative,18 to 64,,National,Complete,Maricopa County,18 to 29,18 to 24,Independent/Other,18 to 24,0.971
3.0,48.0,10.0,Second call,45-49,Hispanic,Male,Ranger,Johnson,Yes,Approve,Disapprove,,Neither,No,No,Yes,Same,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Democrat,40 to 49,0.839
3.0,48.0,11.0,Second call,50-59,White,Female,Ranger,Johnson,No,Approve,Disapprove,White,Neither,No,No,No,Worse,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Democrat,50 to 64,0.847
3.0,48.0,12.0,Second call,25-29,White,Female,McCain,Hull,No,Disapprove,Disapprove,White,Neither,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,,National,Complete,Maricopa County,18 to 29,25 to 29,Republican,25 to 29,1.048
3.0,48.0,13.0,Second call,45-49,White,Female,Ranger,Johnson,No,Approve,Approve,White,Neither,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Democrat,40 to 49,0.847
3.0,48.0,14.0,Second call,65 and over,White,Male,McCain,Other,No,Disapprove,,White,,,,,Worse,,Republican,,Under 15K,Moderate,65 and over,,National,Complete,Maricopa County,60 and over,65 and over,Republican,65 and over,1.401
3.0,48.0,15.0,Second call,50-59,White,Male,McCain,Hull,No,Disapprove,,White,,,,,Same,,Independent,,50 to 75K,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Independent/Other,50 to 64,0.6699999999999999
3.0,48.0,16.0,Second call,50-59,,Male,,,,Approve,,,,,,,Same,,Something else,,,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Independent/Other,50 to 64,0.717
3.0,48.0,17.0,Second call,25-29,White,Male,McCain,Hull,No,Disapprove,,White,,,,,Better,,Independent,,30 to 50K,Conservative,18 to 64,,National,Complete,Maricopa County,18 to 29,25 to 29,Independent/Other,25 to 29,0.971
3.0,48.0,18.0,Second call,45-49,White,Female,McCain,Hull,No,Disapprove,,White,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,0.722
3.0,48.0,19.0,Second call,45-49,Hispanic,Female,Ranger,Johnson,Yes,Approve,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Democrat,40 to 49,0.905
3.0,48.0,20.0,Second call,30-39,Hispanic,Male,Ranger,Johnson,Yes,Approve,,,,,,,Better,,Democrat,,Under 15K,Liberal,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.839
3.0,48.0,21.0,Second call,40-44,White,Male,Other,Johnson,No,Disapprove,,White,,,,,Better,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,0.7
3.0,48.0,22.0,Second call,60-64,White,Female,McCain,Hull,No,Disapprove,,White,,,,,Same,,Republican,,,Conservative,18 to 64,,National,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,0.7349999999999999
3.0,48.0,23.0,Third call,30-39,Black,Female,Ranger,Johnson,No,Approve,Disapprove,Black,Neither,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.905
3.0,48.0,24.0,Third call,30-39,Hispanic,Female,,Hull,Yes,Approve,Approve,,Neither,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Conservative,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.778
3.0,48.0,25.0,Third call,40-44,White,Male,McCain,Hull,No,Disapprove,Approve,White,Neither,Yes,No,Yes,Better,Clinton,Republican,College grad,50 to 75K,Liberal,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,0.6699999999999999
3.0,48.0,26.0,Third call,45-49,Hispanic,Male,McCain,Hull,Yes,Approve,Disapprove,,Neither,No,No,No,Better,Clinton,Republican,Some college,100K or more,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,0.715
3.0,48.0,27.0,Third call,30-39,White,Female,McCain,Hull,No,Disapprove,,White,Neither,Yes,Yes,,,Did not vote,,Some college,,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,,30 to 39,0.722
3.0,48.0,28.0,Third call,40-44,White,Male,Ranger,Johnson,,Approve,Approve,White,,,No,No,Better,Clinton,Democrat,Some college,Under 15K,,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,0.786
3.0,48.0,29.0,Third call,40-44,White,Female,McCain,Johnson,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,,Same,Dole,Democrat,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,0.812
3.0,48.0,30.0,Third call,30-39,White,Male,McCain,Johnson,No,Approve,Approve,White,Neither,No,No,No,Same,Perot,Republican,HS grad,30 to 50K,Liberal,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,0.7529999999999999
3.0,48.0,31.0,Third call,30-39,Black,Male,Ranger,Johnson,No,Approve,Disapprove,Black,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.839
3.0,48.0,32.0,Third call,45-49,Hispanic,Female,Ranger,Johnson,Yes,Approve,Disapprove,,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Democrat,40 to 49,0.905
3.0,48.0,33.0,Third call,40-44,Hispanic,Female,McCain,Johnson,Yes,Approve,Disapprove,,Neither,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,0.868
3.0,48.0,34.0,Third call,30-39,Hispanic,Female,Ranger,,Yes,Approve,Approve,White,Neither,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.857
3.0,48.0,35.0,Third call,30-39,Hispanic,Male,Ranger,Johnson,Yes,Approve,Disapprove,,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.839
3.0,48.0,36.0,Third call,50-59,White,Female,McCain,Johnson,No,Approve,Disapprove,White,Neither,No,No,Yes,Better,,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Democrat,50 to 64,0.812
3.0,48.0,37.0,Third call,18-24,White,Male,McCain,Hull,No,Disapprove,Approve,White,Neither,No,No,No,Better,Dole,Republican,HS grad,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,18 to 29,18 to 24,Republican,18 to 24,0.971
3.0,48.0,38.0,Third call,30-39,White,Female,McCain,Hull,No,Approve,Disapprove,White,Neither,Yes,Yes,No,Better,Dole,Republican,HS grad,100K or more,Conservative,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,0.722
3.0,48.0,39.0,Third call,50-59,White,Male,Ranger,Hull,No,Disapprove,Disapprove,White,Neither,Yes,Yes,Yes,Same,Other,Independent,Postgrad,15 to 30K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Independent/Other,50 to 64,0.699
3.0,48.0,40.0,Third call,30-39,White,Male,Other,Other,No,Disapprove,Disapprove,White,Neither,Yes,Yes,No,Worse,Other,Independent,Postgrad,75 to 100K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Independent/Other,30 to 39,1.278
3.0,48.0,41.0,Third call,30-39,White,Female,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,0.722
3.0,48.0,42.0,Third call,30-39,White,Male,Ranger,Johnson,No,Approve,,White,,,,,Better,,Republican,,15 to 30K,Liberal,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,0.786
3.0,48.0,43.0,Third call,30-39,Hispanic,Male,Ranger,Johnson,Yes,Approve,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.839
3.0,48.0,44.0,Third call,30-39,White,Male,Ranger,Johnson,No,Approve,,White,,,,,Better,,Democrat,,100K or more,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.786
3.0,48.0,45.0,Third call,50-59,White,Male,McCain,Hull,No,,,White,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,0.6699999999999999
3.0,48.0,46.0,Third call,40-44,Black,Female,Ranger,Hull,No,Approve,,Black,,,,,Worse,,Democrat,,15 to 30K,,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,0.806
3.0,48.0,47.0,Third call,30-39,Hispanic,Female,Ranger,Johnson,Yes,Approve,,,,,,,Worse,,Democrat,,15 to 30K,Conservative,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.905
3.0,48.0,48.0,Third call,30-39,Hispanic,Female,Ranger,Johnson,Yes,Approve,,,,,,,Better,,Democrat,,Under 15K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.905
3.0,48.0,49.0,Third call,30-39,White,Male,McCain,Hull,No,Disapprove,,White,,,,,Worse,,Independent,,50 to 75K,Conservative,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Independent/Other,30 to 39,0.6699999999999999
3.0,48.0,50.0,Third call,40-44,Hispanic,Male,Ranger,Johnson,Yes,Approve,,,,,,,Better,,Democrat,,Under 15K,,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,0.839
3.0,48.0,51.0,Third call,50-59,Hispanic,Female,Ranger,Hull,Yes,Approve,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Democrat,50 to 64,0.806
3.0,48.0,52.0,Third call,40-44,Hispanic,Female,Ranger,Hull,Yes,Approve,,,,,,,Better,,Democrat,,15 to 30K,Conservative,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,0.806
3.0,48.0,53.0,Third call,45-49,White,Male,McCain,Johnson,No,Disapprove,,White,,,,,Same,,Republican,,15 to 30K,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Republican,40 to 49,0.7529999999999999
3.0,48.0,54.0,Third call,18-24,White,Male,McCain,Hull,No,Disapprove,,White,,,,,Same,,Something else,,30 to 50K,Conservative,18 to 64,,National,Complete,Maricopa County,18 to 29,18 to 24,Independent/Other,18 to 24,0.971
3.0,48.0,55.0,Third call,30-39,White,Female,Ranger,Johnson,No,Approve,,White,,,,,Better,,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.847
3.0,48.0,56.0,Third call,45-49,White,Female,McCain,Hull,No,Approve,,White,,,,,Better,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,0.722
3.0,48.0,57.0,Third call,30-39,Hispanic,Male,Other,Other,Yes,Disapprove,,,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Republican,30 to 39,1.369
3.0,48.0,58.0,Third call,65 and over,Black,,Ranger,Hull,No,Approve,,Black,,,,,Better,,Democrat,,Under 15K,Moderate,65 and over,,National,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,0.7599999999999999
3.0,48.0,59.0,Third call,18-24,Hispanic,Female,McCain,Johnson,Yes,Approve,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,18 to 29,18 to 24,Democrat,18 to 24,1.2610000000000001
3.0,48.0,60.0,Third call,65 and over,White,Male,Ranger,Hull,No,Approve,,White,,,,,Same,,Democrat,,50 to 75K,Moderate,65 and over,,National,Complete,Maricopa County,60 and over,65 and over,Democrat,65 and over,0.711
3.0,49.0,1.0,First call,45-49,White,Male,McCain,Hull,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Independent,Some college,75 to 100K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,0.435
3.0,49.0,2.0,First call,45-49,White,Male,McCain,Hull,No,Disapprove,Approve,White,Neither,Yes,Yes,Yes,Same,Clinton,Independent,Some college,50 to 75K,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,0.435
3.0,49.0,3.0,First call,60-64,Hispanic,Male,Other,Other,Yes,Disapprove,Approve,,Neither,No,No,Yes,Worse,Perot,Republican,Some college,100K or more,Moderate,18 to 64,,National,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,0.905
3.0,49.0,4.0,First call,40-44,Hispanic,Male,McCain,Hull,Yes,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,0.46499999999999997
3.0,49.0,5.0,First call,45-49,White,Female,McCain,Hull,No,Disapprove,,White,,,,,Worse,,Independent,,75 to 100K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,0.47000000000000003
3.0,49.0,6.0,First call,50-59,White,Female,Other,Other,No,Disapprove,,White,,,,,Same,,Republican,,100K or more,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,0.899
3.0,49.0,7.0,Second call,25-29,White,Female,Ranger,Johnson,No,Disapprove,,White,Neither,Yes,Yes,Yes,Same,Perot,Democrat,College grad,50 to 75K,Liberal,18 to 64,,National,Complete,Maricopa County,18 to 29,25 to 29,Democrat,25 to 29,0.8
3.0,49.0,8.0,Second call,65 and over,Hispanic,Female,Ranger,Johnson,Yes,Approve,Approve,White,Neither,No,No,No,Worse,Clinton,Independent,College grad,30 to 50K,Moderate,65 and over,,National,Complete,Maricopa County,60 and over,65 and over,Independent/Other,65 and over,0.6
3.0,49.0,9.0,Second call,50-59,White,Male,McCain,Hull,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Republican,50 to 64,0.435
3.0,49.0,10.0,Second call,45-49,White,Male,McCain,Hull,No,Approve,Disapprove,White,Neither,No,No,No,Better,Perot,Independent,Postgrad,75 to 100K,Liberal,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,0.435
3.0,49.0,11.0,Second call,30-39,White,Female,McCain,Johnson,No,Approve,Disapprove,White,Neither,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,30 to 39,Democrat,30 to 39,0.5289999999999999
3.0,49.0,12.0,Second call,60-64,Hispanic,Male,Other,Other,Yes,Disapprove,Approve,,Neither,No,No,Yes,Worse,Perot,Republican,Some college,100K or more,Moderate,18 to 64,,National,Complete,Maricopa County,60 and over,65 and over,Republican,50 to 64,0.905
3.0,49.0,13.0,Second call,45-49,Hispanic,Male,McCain,Hull,Yes,Disapprove,Approve,White,Neither,Yes,Yes,Yes,Same,Clinton,Independent,Some college,50 to 75K,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,0.46499999999999997
3.0,49.0,14.0,Second call,40-44,Hispanic,Male,McCain,Hull,No,Disapprove,,,,,,,Worse,,Republican,,15 to 30K,Moderate,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Republican,40 to 49,0.46499999999999997
3.0,49.0,15.0,Second call,45-49,White,Female,McCain,Hull,No,Disapprove,,White,,,,,Worse,,Independent,,75 to 100K,Moderate,18 to 64,,National,Complete,Maricopa County,45 to 59,40 to 49,Independent/Other,40 to 49,0.47000000000000003
3.0,49.0,16.0,Second call,50-59,White,Female,McCain,Other,No,,,White,,,,,Same,,Democrat,,100K or more,Conservative,18 to 64,,National,Complete,Maricopa County,45 to 59,50 to 59,Democrat,50 to 64,0.967
3.0,49.0,17.0,Second call,65 and over,White,Female,McCain,Hull,No,Disapprove,,White,,,,,Same,,Independent,,30 to 50K,Conservative,65 and over,,National,Complete,Maricopa County,60 and over,65 and over,Independent/Other,65 and over,0.47800000000000004
3.0,49.0,18.0,Second call,40-44,Hispanic,Female,,Hull,Yes,Approve,,,,,,,Worse,,Democrat,,75 to 100K,Liberal,18 to 64,,National,Complete,Maricopa County,30 to 44,40 to 49,Democrat,40 to 49,0.506
3.0,49.0,19.0,Second call,18-24,White,Male,McCain,Hull,No,Disapprove,,White,,,,,Better,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Maricopa County,18 to 29,18 to 24,Republican,18 to 24,0.633
