State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
45.0,19.0,19.0,Second call,25-29,White,Female,Bennett,Disapprove,Approve,Neither,No,No,Yes,No,Better,Clinton,Something else,30 to 50K,Moderate,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Independent/Other,25 to 29,2.515
45.0,19.0,20.0,Second call,50-59,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,Under 15K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,2.351
45.0,19.0,21.0,Second call,65 and over,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,,,Yes,Yes,Worse,Dole,Republican,15 to 30K,,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,2.3529999999999998
45.0,19.0,22.0,Second call,65 and over,White,Male,Bennett,Disapprove,Approve,Neither,No,,Yes,Yes,Same,Dole,Republican,,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,2.388
45.0,19.0,23.0,Second call,30-39,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,2.351
45.0,19.0,24.0,Second call,18-24,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Salt Lake County,18 to 29,18 to 24,Republican,18 to 24,2.515
45.0,19.0,25.0,Second call,40-44,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Democrat,Under 15K,Moderate,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Democrat,40 to 49,2.316
45.0,19.0,26.0,Second call,60-64,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Salt Lake County,60 and over,60 and over,Republican,50 to 64,2.388
45.0,19.0,27.0,Second call,30-39,White,Male,Bennett,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,2.505
45.0,19.0,28.0,Second call,65 and over,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Independent,,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Independent/Other,65 and over,2.388
45.0,19.0,29.0,Second call,60-64,Black,Female,Leckman,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Salt Lake County,60 and over,60 and over,Democrat,50 to 64,3.144
45.0,19.0,30.0,Second call,50-59,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,2.316
45.0,19.0,31.0,Second call,25-29,White,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Independent/Other,25 to 29,2.397
45.0,28.0,1.0,First call,65 and over,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,1.156
45.0,28.0,2.0,First call,45-49,White,Female,Leckman,Approve,Approve,Neither,No,No,No,No,Better,Did not vote,Democrat,30 to 50K,Liberal,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Democrat,40 to 49,1.138
45.0,28.0,3.0,First call,50-59,White,Female,Bennett,Approve,Approve,Neither,Yes,No,Yes,Yes,Better,Clinton,Independent,50 to 75K,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,1.212
45.0,28.0,4.0,First call,40-44,White,Male,Bennett,Approve,Disapprove,Neither,No,Yes,Yes,No,Better,Clinton,Republican,50 to 75K,,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Republican,40 to 49,1.231
45.0,28.0,5.0,First call,40-44,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Democrat,40 to 49,1.138
45.0,28.0,6.0,First call,65 and over,White,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,1.101
45.0,28.0,7.0,First call,45-49,White,Female,Leckman,Disapprove,Approve,Oppose Clinton,No,No,Yes,No,Same,Dole,Democrat,15 to 30K,Moderate,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Democrat,40 to 49,1.138
45.0,28.0,8.0,First call,30-39,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.212
45.0,28.0,9.0,First call,45-49,White,Male,Bennett,Disapprove,Disapprove,Neither,Yes,No,No,Yes,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,1.231
45.0,28.0,10.0,First call,25-29,White,Female,Bennett,Disapprove,Approve,Neither,No,No,Yes,No,Same,Dole,Something else,15 to 30K,Conservative,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Independent/Other,25 to 29,1.236
45.0,28.0,11.0,First call,30-39,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.231
45.0,28.0,12.0,First call,40-44,White,Male,Bennett,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Republican,40 to 49,1.231
45.0,28.0,13.0,First call,45-49,White,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Democrat,40 to 49,1.156
45.0,28.0,14.0,First call,40-44,White,Female,Other,Disapprove,Approve,Neither,No,Yes,No,No,Worse,Perot,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Republican,40 to 49,1.658
45.0,28.0,15.0,First call,40-44,White,Female,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Republican,40 to 49,1.212
45.0,28.0,16.0,Second call,45-49,White,Male,Bennett,Disapprove,,Neither,,,,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Republican,40 to 49,1.231
45.0,28.0,17.0,Second call,40-44,White,Female,Leckman,Disapprove,,Neither,No,Yes,Yes,Yes,Same,Other,Republican,50 to 75K,Conservative,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Republican,40 to 49,1.138
45.0,28.0,18.0,Second call,50-59,White,Female,Bennett,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,1.212
45.0,28.0,19.0,Second call,18-24,Hispanic,Male,Leckman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Salt Lake County,18 to 29,18 to 24,Democrat,18 to 24,1.676
45.0,28.0,20.0,Second call,30-39,White,Female,Bennett,Disapprove,Approve,Neither,No,No,No,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.212
45.0,28.0,21.0,Second call,18-24,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Something else,Under 15K,Liberal,18 to 64,State,Salt Lake County,18 to 29,18 to 24,Independent/Other,18 to 24,1.159
45.0,28.0,22.0,Second call,40-44,White,Male,Bennett,Disapprove,,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Republican,40 to 49,1.231
45.0,28.0,23.0,Second call,40-44,White,Male,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,100K or more,Moderate,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Independent/Other,40 to 49,1.156
45.0,28.0,24.0,Second call,30-39,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,15 to 30K,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.231
45.0,28.0,25.0,Second call,30-39,White,Male,Bennett,Disapprove,Approve,Neither,No,No,Yes,No,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.231
45.0,28.0,26.0,Second call,45-49,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Republican,40 to 49,1.212
45.0,28.0,27.0,Second call,18-24,Other,Female,Leckman,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Salt Lake County,18 to 29,18 to 24,Democrat,18 to 24,1.159
45.0,28.0,28.0,Second call,30-39,White,Female,Bennett,Disapprove,Disapprove,,Yes,,Yes,,Same,Clinton,Independent,50 to 75K,Conservative,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Independent/Other,30 to 39,1.212
45.0,28.0,29.0,Second call,30-39,Other,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Under 15K,Conservative,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.212
45.0,28.0,30.0,Second call,50-59,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Other,Republican,15 to 30K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,1.231
45.0,28.0,31.0,Second call,50-59,White,Male,Leckman,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Democrat,50 to 64,1.156
45.0,28.0,32.0,Second call,45-49,White,Male,Leckman,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Democrat,40 to 49,1.156
45.0,28.0,33.0,Third call,45-49,White,Male,Bennett,Approve,Approve,Neither,,No,Yes,Yes,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Democrat,40 to 49,1.231
45.0,28.0,34.0,Third call,30-39,White,Female,Bennett,Disapprove,Disapprove,Neither,No,,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.212
45.0,28.0,35.0,Third call,60-64,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Salt Lake County,60 and over,60 and over,Democrat,50 to 64,1.086
45.0,28.0,36.0,Third call,40-44,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,No,No,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Republican,40 to 49,1.231
45.0,28.0,37.0,Third call,30-39,Black,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Liberal,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.751
45.0,28.0,38.0,Third call,25-29,White,Female,Leckman,Approve,Approve,Neither,No,No,No,No,Worse,Clinton,Republican,30 to 50K,Moderate,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Republican,25 to 29,1.159
45.0,28.0,39.0,Third call,60-64,White,Male,Leckman,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Perot,Independent,50 to 75K,Conservative,18 to 64,State,Salt Lake County,60 and over,60 and over,Independent/Other,50 to 64,1.101
45.0,28.0,40.0,Third call,30-39,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,1.138
45.0,28.0,41.0,Third call,18-24,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,,Same,Dole,Something else,30 to 50K,Conservative,18 to 64,State,Salt Lake County,18 to 29,18 to 24,Independent/Other,18 to 24,1.236
45.0,28.0,42.0,Third call,18-24,White,Female,Other,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Did not vote,Something else,30 to 50K,,18 to 64,State,Salt Lake County,18 to 29,18 to 24,Independent/Other,18 to 24,1.689
45.0,28.0,43.0,Third call,30-39,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Perot,Republican,30 to 50K,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.231
45.0,28.0,44.0,Third call,40-44,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Republican,40 to 49,1.212
45.0,28.0,45.0,Third call,30-39,White,Female,Bennett,Approve,Disapprove,Neither,No,No,Yes,Yes,Worse,Dole,Independent,30 to 50K,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Independent/Other,30 to 39,1.212
45.0,28.0,46.0,Third call,30-39,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.231
45.0,28.0,47.0,Third call,40-44,White,Female,Leckman,Disapprove,Disapprove,Neither,No,No,Yes,No,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Independent/Other,40 to 49,1.138
45.0,28.0,48.0,Third call,50-59,White,Male,Bennett,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Other,Independent,30 to 50K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,1.231
45.0,28.0,49.0,Third call,45-49,White,Female,Leckman,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Perot,Independent,15 to 30K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,1.138
45.0,28.0,50.0,Third call,30-39,Hispanic,Female,Leckman,Disapprove,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,1.62
45.0,28.0,51.0,Third call,50-59,White,Male,Leckman,Approve,Disapprove,Neither,Yes,,No,,Same,,Something else,50 to 75K,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,1.156
45.0,28.0,52.0,Third call,30-39,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Perot,Democrat,75 to 100K,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,1.231
45.0,28.0,53.0,Third call,30-39,White,Male,Leckman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,1.156
45.0,28.0,54.0,Third call,30-39,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.231
45.0,28.0,55.0,Third call,45-49,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Democrat,40 to 49,1.138
45.0,28.0,56.0,Third call,40-44,White,Male,Leckman,Approve,Approve,Neither,No,No,No,No,Worse,Perot,Independent,30 to 50K,Moderate,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Independent/Other,40 to 49,1.156
45.0,28.0,57.0,Third call,40-44,Hispanic,Male,Leckman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Democrat,40 to 49,1.645
45.0,28.0,58.0,Third call,30-39,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,No,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.231
45.0,35.0,1.0,First call,50-59,White,Female,Bennett,Disapprove,Approve,Neither,,No,No,No,Better,Did not vote,Independent,30 to 50K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,2.063
45.0,35.0,2.0,First call,45-49,Hispanic,Female,Bennett,Disapprove,Disapprove,Neither,No,No,No,No,,Dole,Republican,,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Republican,40 to 49,2.936
45.0,35.0,3.0,First call,,,,Leckman,,,Neither,,,,,,Dole,Independent,,Moderate,,State,Salt Lake County,,,Independent/Other,,1.9369999999999998
45.0,35.0,4.0,First call,,White,Male,Leckman,,,Neither,No,,,,,,,,,,State,Salt Lake County,,,,,1.967
45.0,35.0,5.0,First call,50-59,,Male,Leckman,,,Neither,No,,,Yes,Same,Dole,Independent,15 to 30K,,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,1.967
45.0,35.0,6.0,First call,45-49,Asian,Female,Leckman,Disapprove,Approve,Neither,No,No,Yes,,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Republican,40 to 49,1.9369999999999998
45.0,35.0,7.0,First call,50-59,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Democrat,50 to 64,1.9369999999999998
45.0,35.0,8.0,First call,50-59,White,Male,Leckman,Disapprove,,Neither,Yes,No,No,,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,1.967
45.0,35.0,9.0,First call,25-29,White,Male,Leckman,Approve,,Neither,No,,,,Same,Did not vote,Independent,,Moderate,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Independent/Other,25 to 29,2.004
45.0,35.0,10.0,First call,25-29,White,Female,Bennett,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Independent/Other,25 to 29,2.103
45.0,35.0,11.0,First call,,,,Bennett,,,,,,,,,,,,,,State,Salt Lake County,,,,,2.095
45.0,35.0,12.0,First call,,,,Bennett,Approve,,,,,,,,,,,,,State,Salt Lake County,,,,,2.063
45.0,35.0,13.0,First call,45-49,,,Bennett,Approve,Disapprove,Neither,No,,,,Same,,Independent,15 to 30K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,2.095
45.0,35.0,14.0,First call,45-49,White,Male,Bennett,Disapprove,Disapprove,,,Yes,Yes,Yes,Same,Did not vote,Independent,,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,2.095
45.0,35.0,15.0,First call,50-59,,,Bennett,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Did not vote,Independent,75 to 100K,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,2.063
45.0,35.0,16.0,Second call,,White,Male,Bennett,Disapprove,,,,,Yes,Yes,Same,Dole,,,Conservative,,State,Salt Lake County,,,,,2.095
45.0,35.0,17.0,Second call,45-49,White,Male,Bennett,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Republican,40 to 49,2.095
45.0,35.0,18.0,Second call,18-24,Other,,Bennett,Approve,,,No,No,Yes,Yes,,,,30 to 50K,,18 to 64,State,Salt Lake County,18 to 29,18 to 24,,18 to 24,2.134
45.0,35.0,19.0,Second call,60-64,White,Female,Bennett,Approve,Approve,Neither,No,No,No,No,Worse,Did not vote,Independent,100K or more,Conservative,18 to 64,State,Salt Lake County,60 and over,60 and over,Independent/Other,50 to 64,1.967
45.0,35.0,20.0,Second call,45-49,Hispanic,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Democrat,40 to 49,2.7569999999999997
45.0,35.0,21.0,Second call,50-59,White,Male,Bennett,Disapprove,Approve,Neither,No,No,No,Yes,Same,,Republican,50 to 75K,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,2.095
45.0,35.0,22.0,Second call,18-24,White,Female,Bennett,Approve,Disapprove,Neither,No,No,No,No,Same,Dole,Something else,15 to 30K,Moderate,18 to 64,State,Salt Lake County,18 to 29,18 to 24,Independent/Other,18 to 24,2.103
45.0,35.0,23.0,Second call,25-29,Hispanic,Male,Bennett,Disapprove,Disapprove,,,,,,,Other,Something else,,Moderate,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Independent/Other,25 to 29,3.039
45.0,35.0,24.0,Second call,45-49,,Male,Leckman,Disapprove,,Neither,,Yes,Yes,Yes,Same,Dole,Republican,,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Republican,40 to 49,1.967
45.0,35.0,25.0,Second call,45-49,,Female,Leckman,Approve,,Neither,,Yes,Yes,Yes,,Clinton,Independent,,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,1.9369999999999998
45.0,35.0,26.0,Second call,60-64,White,Female,Bennett,,,Neither,No,No,Yes,Yes,Better,Perot,Independent,,Conservative,18 to 64,State,Salt Lake County,60 and over,60 and over,Independent/Other,50 to 64,1.967
45.0,35.0,27.0,Second call,25-29,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Did not vote,Independent,50 to 75K,Conservative,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Independent/Other,25 to 29,2.103
45.0,35.0,28.0,Second call,50-59,White,Male,Bennett,Disapprove,Approve,,Yes,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,2.095
45.0,35.0,29.0,Second call,50-59,White,Male,Bennett,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Same,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,2.095
45.0,35.0,30.0,Second call,18-24,White,Female,Leckman,Approve,Approve,Neither,No,,No,,,Did not vote,Something else,Under 15K,,18 to 64,State,Salt Lake County,18 to 29,18 to 24,Independent/Other,18 to 24,1.9740000000000002
45.0,35.0,31.0,Second call,45-49,White,Male,Leckman,Disapprove,Disapprove,Neither,,,No,,Same,Perot,Something else,15 to 30K,,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,1.967
45.0,35.0,32.0,Second call,45-49,White,Male,Leckman,Disapprove,Approve,Neither,,,,,Same,Other,Something else,,,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Independent/Other,40 to 49,1.967
45.0,35.0,33.0,Second call,40-44,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Democrat,40 to 49,1.9369999999999998
45.0,35.0,34.0,Third call,50-59,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,2.095
45.0,35.0,35.0,Third call,65 and over,White,Male,Bennett,Disapprove,Disapprove,Neither,,,,Yes,Better,Dole,Something else,,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Independent/Other,65 and over,1.9969999999999999
45.0,35.0,36.0,Third call,50-59,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Democrat,50 to 64,1.9369999999999998
45.0,35.0,37.0,Third call,25-29,White,Male,Leckman,Approve,Approve,Support Clinton,No,No,No,No,Same,Did not vote,Independent,15 to 30K,Moderate,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Independent/Other,25 to 29,2.004
45.0,35.0,38.0,Third call,,Hispanic,Female,Leckman,Approve,Approve,,No,No,,,Better,Perot,Independent,75 to 100K,Moderate,,State,Salt Lake County,,,Independent/Other,,2.7569999999999997
45.0,35.0,39.0,Third call,25-29,White,Female,Bennett,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Independent/Other,25 to 29,2.103
45.0,35.0,40.0,Third call,25-29,,Male,Bennett,Approve,Approve,Support Clinton,No,No,,,Better,Did not vote,Independent,30 to 50K,Moderate,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Independent/Other,25 to 29,2.134
45.0,35.0,41.0,Third call,65 and over,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,,No,Yes,Yes,Same,Dole,Something else,50 to 75K,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Independent/Other,65 and over,1.967
45.0,35.0,42.0,Third call,50-59,White,Male,Bennett,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Independent,30 to 50K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,2.095
45.0,35.0,43.0,Third call,,White,Male,Bennett,Disapprove,Disapprove,,,,,,Same,Perot,Something else,,,,State,Salt Lake County,,,Independent/Other,,2.095
45.0,35.0,44.0,Third call,65 and over,White,Male,Bennett,Disapprove,Approve,,,,,,Better,Perot,Republican,,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,1.9969999999999999
45.0,35.0,45.0,Third call,60-64,White,Male,Leckman,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,Salt Lake County,60 and over,60 and over,Independent/Other,50 to 64,1.875
