State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Gore good as Pres?,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
43.0,19.0,28.0,Third call,40-44,Black,Male,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Something else,50 to 75K,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Independent/Other,40 to 49,0.21800000000000003
43.0,19.0,29.0,Third call,40-44,Black,,Sundquist,Approve,Disapprove,,Neither,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.19599999999999998
43.0,19.0,30.0,Third call,25-29,White,Female,Sundquist,Approve,Approve,Yes,Support Clinton,No,No,No,No,Same,Did not vote,Independent,Under 15K,Conservative,18 to 64,State,Central/West,18 to 29,25 to 29,Independent/Other,25 to 29,0.28800000000000003
43.0,19.0,31.0,Third call,30-39,White,Male,Sundquist,Approve,Approve,Yes,Neither,Yes,,Yes,,Same,,Independent,Under 15K,Moderate,18 to 64,State,Central/West,30 to 44,30 to 39,Independent/Other,30 to 39,0.19199999999999998
43.0,19.0,32.0,Third call,25-29,Black,Female,Hooker,Approve,Approve,Yes,Neither,Yes,No,No,Yes,Better,Did not vote,Democrat,15 to 30K,Liberal,18 to 64,State,Central/West,18 to 29,25 to 29,Democrat,25 to 29,0.349
43.0,19.0,33.0,Third call,,Black,Female,Hooker,Approve,Approve,Yes,,Yes,No,No,No,,Clinton,,Under 15K,,,State,Central/West,,,,,0.21000000000000002
43.0,19.0,34.0,Third call,30-39,Black,Female,Other,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Same,Other,Democrat,30 to 50K,Liberal,18 to 64,State,Central/West,30 to 44,30 to 39,Democrat,30 to 39,0.11800000000000001
43.0,19.0,35.0,Third call,60-64,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Central/West,60 and over,60 and over,Democrat,50 to 64,0.249
43.0,19.0,36.0,Third call,65 and over,Black,,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,,Better,Clinton,Democrat,15 to 30K,Liberal,65 and over,State,Central/West,60 and over,60 and over,Democrat,65 and over,0.249
43.0,19.0,37.0,Third call,45-49,Black,Male,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Central/West,45 to 59,40 to 49,Republican,40 to 49,0.21800000000000003
43.0,19.0,38.0,Third call,65 and over,Black,,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,65 and over,State,Central/West,60 and over,60 and over,Democrat,65 and over,0.225
43.0,19.0,39.0,Third call,40-44,Black,Male,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Better,Other,Democrat,50 to 75K,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.21800000000000003
43.0,19.0,40.0,Third call,40-44,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.23299999999999998
43.0,19.0,41.0,Third call,65 and over,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,Yes,Same,Clinton,Democrat,Under 15K,Conservative,65 and over,State,Central/West,60 and over,60 and over,Democrat,65 and over,0.225
43.0,19.0,42.0,Third call,40-44,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Central/West,30 to 44,40 to 49,Democrat,40 to 49,0.21000000000000002
43.0,19.0,43.0,Third call,50-59,White,Male,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.20500000000000002
43.0,19.0,44.0,Third call,25-29,Black,Female,Hooker,Approve,Approve,Yes,Neither,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Central/West,18 to 29,25 to 29,Democrat,25 to 29,0.349
43.0,19.0,45.0,Third call,45-49,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Central/West,45 to 59,40 to 49,Democrat,40 to 49,0.21000000000000002
43.0,19.0,46.0,Third call,65 and over,Black,,Hooker,,,Yes,,,No,No,,,Clinton,Democrat,,Moderate,65 and over,State,Central/West,60 and over,60 and over,Democrat,65 and over,0.249
43.0,19.0,47.0,Third call,60-64,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,,Moderate,18 to 64,State,Central/West,60 and over,60 and over,Democrat,50 to 64,0.249
43.0,19.0,48.0,Third call,65 and over,Black,Female,Sundquist,Approve,,No,Neither,Yes,No,No,No,Better,Clinton,Independent,Under 15K,Moderate,65 and over,State,Central/West,60 and over,60 and over,Independent/Other,65 and over,0.21000000000000002
43.0,19.0,49.0,Third call,50-59,Black,Male,Sundquist,Approve,Disapprove,Yes,Neither,Yes,Yes,Yes,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.21800000000000003
43.0,19.0,50.0,Third call,50-59,Black,,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.21000000000000002
43.0,19.0,51.0,Third call,18-24,Black,Female,Sundquist,Approve,Approve,Yes,Neither,Yes,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Central/West,18 to 29,18 to 24,Democrat,18 to 24,0.327
43.0,19.0,52.0,Third call,50-59,Black,,Sundquist,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.21800000000000003
43.0,19.0,53.0,Third call,50-59,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Central/West,45 to 59,50 to 59,Democrat,50 to 64,0.21000000000000002
43.0,19.0,54.0,Third call,25-29,Black,Female,Hooker,Approve,Approve,Yes,Neither,Yes,No,No,No,Same,Clinton,Democrat,15 to 30K,,18 to 64,State,Central/West,18 to 29,25 to 29,Democrat,25 to 29,0.349
43.0,19.0,55.0,Third call,25-29,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Central/West,18 to 29,25 to 29,Democrat,25 to 29,0.349
43.0,78.0,1.0,First call,65 and over,White,,Hooker,Approve,Disapprove,,Support Clinton,,No,No,,Better,Clinton,Democrat,,,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,1.479
43.0,78.0,2.0,First call,60-64,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,,Yes,Yes,Yes,Same,Dole,Republican,Under 15K,Conservative,18 to 64,State,East,60 and over,60 and over,Republican,50 to 64,1.326
43.0,78.0,3.0,First call,45-49,White,Male,Hooker,Approve,Approve,Yes,Neither,No,No,No,Yes,Better,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.254
43.0,78.0,4.0,First call,45-49,White,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Democrat,40 to 49,1.15
43.0,78.0,5.0,First call,65 and over,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,Under 15K,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.326
43.0,78.0,6.0,First call,65 and over,White,Male,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,1.447
43.0,78.0,7.0,First call,60-64,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,30 to 50K,Conservative,18 to 64,State,East,60 and over,60 and over,Independent/Other,50 to 64,1.447
43.0,78.0,8.0,First call,50-59,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,Under 15K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.031
43.0,78.0,9.0,Second call,40-44,White,Female,Sundquist,Approve,Approve,Yes,Neither,No,No,No,No,Better,Dole,Republican,15 to 30K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.031
43.0,78.0,10.0,Second call,50-59,White,Female,Sundquist,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,,Liberal,18 to 64,State,East,45 to 59,50 to 59,Democrat,50 to 64,1.031
43.0,78.0,11.0,Second call,65 and over,White,Female,Sundquist,,,,,,Yes,,Yes,,,Republican,15 to 30K,,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.326
43.0,78.0,12.0,Second call,40-44,White,Female,Sundquist,Disapprove,Approve,No,Neither,No,No,No,Yes,Better,Dole,Republican,,Conservative,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.031
43.0,78.0,13.0,Second call,60-64,White,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,East,60 and over,60 and over,Democrat,50 to 64,1.479
43.0,78.0,14.0,Second call,50-59,White,Male,Sundquist,,Disapprove,Yes,Neither,Yes,No,No,,Same,Clinton,Something else,30 to 50K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.125
43.0,78.0,15.0,Second call,30-39,White,Male,Hooker,Disapprove,Approve,No,Neither,Yes,Yes,Yes,No,Same,Dole,Democrat,30 to 50K,Conservative,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.254
43.0,78.0,16.0,Second call,30-39,White,Male,Sundquist,Approve,Approve,Yes,Neither,No,No,No,Yes,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.125
43.0,78.0,17.0,Second call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.031
43.0,78.0,18.0,Third call,50-59,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Other,Democrat,15 to 30K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Democrat,50 to 64,1.125
43.0,78.0,19.0,Third call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Yes,Worse,Clinton,Republican,30 to 50K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.031
43.0,78.0,20.0,Third call,30-39,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,No,No,No,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.125
43.0,78.0,21.0,Third call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,,,,Same,Dole,Republican,,Conservative,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.031
43.0,78.0,22.0,Third call,45-49,White,Male,Sundquist,Disapprove,Disapprove,No,Support Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,30 to 50K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Republican,40 to 49,1.125
43.0,78.0,23.0,Third call,40-44,White,Male,Sundquist,Disapprove,,No,,,,Yes,,Same,Other,Independent,15 to 30K,Conservative,18 to 64,State,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.125
43.0,78.0,24.0,Third call,25-29,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Did not vote,Republican,30 to 50K,Conservative,18 to 64,State,East,18 to 29,25 to 29,Republican,25 to 29,0.959
43.0,78.0,25.0,Third call,25-29,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,East,18 to 29,25 to 29,Republican,25 to 29,1.046
43.0,78.0,26.0,Third call,45-49,White,Male,Sundquist,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,East,45 to 59,40 to 49,Republican,40 to 49,1.125
43.0,78.0,27.0,Third call,40-44,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.125
43.0,78.0,28.0,Third call,30-39,White,Female,Hooker,Disapprove,Disapprove,No,Neither,No,Yes,Yes,No,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.15
43.0,78.0,29.0,Third call,25-29,White,Female,Sundquist,Disapprove,,Yes,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Democrat,15 to 30K,,18 to 64,State,East,18 to 29,25 to 29,Democrat,25 to 29,0.959
43.0,78.0,30.0,Third call,25-29,White,Female,Sundquist,Approve,Disapprove,Yes,Neither,No,Yes,Yes,Yes,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,East,18 to 29,25 to 29,Democrat,25 to 29,0.959
43.0,78.0,31.0,Third call,30-39,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,No,Yes,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.125
43.0,78.0,32.0,Third call,50-59,White,Male,Sundquist,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.125
43.0,78.0,33.0,Third call,30-39,White,Female,Sundquist,Approve,Approve,Yes,Neither,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.031
43.0,78.0,34.0,Third call,30-39,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,No,Yes,,Better,Dole,Republican,30 to 50K,,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.031
43.0,78.0,35.0,Third call,45-49,White,Female,Sundquist,Approve,Approve,No,Neither,No,No,No,Yes,Same,Perot,Republican,30 to 50K,Liberal,18 to 64,State,East,45 to 59,40 to 49,Republican,40 to 49,1.031
43.0,78.0,36.0,Third call,50-59,White,Female,Sundquist,Approve,Disapprove,Yes,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Democrat,50 to 64,1.031
43.0,78.0,37.0,Third call,45-49,White,Female,Sundquist,Approve,Approve,No,Neither,Yes,Yes,Yes,Yes,Same,Dole,Democrat,15 to 30K,Liberal,18 to 64,State,East,45 to 59,40 to 49,Democrat,40 to 49,1.031
43.0,78.0,38.0,Third call,50-59,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Democrat,Under 15K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Democrat,50 to 64,1.031
43.0,78.0,39.0,Third call,30-39,White,Male,Sundquist,Disapprove,Approve,No,Neither,No,Yes,Yes,Yes,Better,Did not vote,Republican,75 to 100K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.125
43.0,78.0,40.0,Third call,50-59,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,Yes,No,No,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.031
43.0,78.0,41.0,Third call,30-39,White,Female,Sundquist,Disapprove,Approve,Yes,Neither,Yes,No,Yes,Yes,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.031
43.0,78.0,42.0,Third call,65 and over,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Clinton,Independent,Under 15K,Conservative,65 and over,State,East,60 and over,60 and over,Independent/Other,65 and over,1.447
43.0,78.0,43.0,Third call,50-59,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,No,Better,Other,Republican,50 to 75K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.031
43.0,78.0,44.0,Third call,30-39,White,Male,Sundquist,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.125
43.0,78.0,45.0,Third call,30-39,White,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.15
43.0,78.0,46.0,Third call,65 and over,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,No,,Same,Dole,Independent,30 to 50K,Conservative,65 and over,State,East,60 and over,60 and over,Independent/Other,65 and over,1.447
43.0,83.0,1.0,First call,45-49,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.484
43.0,83.0,2.0,First call,65 and over,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.9089999999999998
43.0,83.0,3.0,First call,50-59,White,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.6560000000000001
43.0,83.0,4.0,First call,65 and over,White,Female,Sundquist,Disapprove,Approve,No,Neither,No,Yes,Yes,,Same,Dole,Republican,75 to 100K,Moderate,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.9089999999999998
43.0,83.0,5.0,First call,50-59,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.6189999999999998
43.0,83.0,6.0,First call,65 and over,White,Male,Sundquist,Disapprove,Disapprove,No,Neither,No,No,Yes,Yes,Same,Dole,Independent,50 to 75K,Moderate,65 and over,State,East,60 and over,60 and over,Independent/Other,65 and over,2.083
43.0,83.0,7.0,First call,60-64,White,Female,Sundquist,Disapprove,,No,,,Yes,,,,Dole,Republican,,Conservative,18 to 64,State,East,60 and over,60 and over,Republican,50 to 64,1.9089999999999998
43.0,83.0,8.0,First call,60-64,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,30 to 50K,Moderate,18 to 64,State,East,60 and over,60 and over,Independent/Other,50 to 64,1.9089999999999998
43.0,83.0,9.0,First call,50-59,Other,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,30 to 50K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.484
43.0,83.0,10.0,Second call,45-49,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,30 to 50K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.6189999999999998
43.0,83.0,11.0,Second call,60-64,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,No,No,Yes,Yes,Better,Dole,Independent,30 to 50K,Moderate,18 to 64,State,East,60 and over,60 and over,Independent/Other,50 to 64,1.9089999999999998
43.0,83.0,12.0,Second call,50-59,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.484
43.0,83.0,13.0,Second call,40-44,White,Male,Sundquist,Disapprove,Disapprove,No,Neither,No,,Yes,Yes,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.6189999999999998
43.0,83.0,14.0,Second call,65 and over,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,2.324
43.0,83.0,15.0,Second call,50-59,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,No,No,Yes,Same,Clinton,Independent,75 to 100K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.484
43.0,83.0,16.0,Second call,45-49,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,No,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East,45 to 59,40 to 49,Republican,40 to 49,1.6189999999999998
43.0,83.0,17.0,Second call,50-59,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.806
43.0,83.0,18.0,Second call,50-59,White,Male,Sundquist,Approve,Approve,Yes,Neither,No,No,No,No,Same,Clinton,Republican,50 to 75K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.6189999999999998
43.0,83.0,19.0,Second call,65 and over,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Same,Did not vote,Democrat,15 to 30K,Liberal,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,2.324
43.0,83.0,20.0,Second call,60-64,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,No,No,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East,60 and over,60 and over,Republican,50 to 64,1.9089999999999998
43.0,83.0,21.0,Second call,60-64,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,East,60 and over,60 and over,Republican,50 to 64,2.083
43.0,83.0,22.0,Second call,40-44,White,Male,Sundquist,Disapprove,Disapprove,Yes,Neither,No,No,No,Yes,Better,,Republican,30 to 50K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.6189999999999998
43.0,83.0,23.0,Second call,60-64,White,Female,Sundquist,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,East,60 and over,60 and over,Independent/Other,50 to 64,1.9089999999999998
43.0,83.0,24.0,Second call,30-39,White,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.6560000000000001
43.0,83.0,25.0,Second call,50-59,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,Yes,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.484
43.0,83.0,26.0,Second call,45-49,White,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,East,45 to 59,40 to 49,Democrat,40 to 49,1.6560000000000001
43.0,83.0,27.0,Second call,65 and over,White,Male,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,2.083
43.0,83.0,28.0,Second call,50-59,White,Female,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,75 to 100K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.484
43.0,83.0,29.0,Third call,65 and over,White,Female,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Worse,Clinton,Republican,15 to 30K,Moderate,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.9089999999999998
43.0,83.0,30.0,Third call,60-64,White,Male,Sundquist,Disapprove,Disapprove,No,Neither,Yes,No,Yes,Yes,Same,Dole,Republican,100K or more,Moderate,18 to 64,State,East,60 and over,60 and over,Republican,50 to 64,2.083
43.0,83.0,31.0,Third call,65 and over,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,2.083
43.0,83.0,32.0,Third call,50-59,White,Female,Sundquist,Disapprove,Approve,No,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.484
43.0,83.0,33.0,Third call,18-24,White,Female,Sundquist,Disapprove,Approve,No,,,Yes,Yes,,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East,18 to 29,18 to 24,Republican,18 to 24,1.381
43.0,83.0,34.0,Third call,60-64,White,Female,Sundquist,Approve,Approve,No,Neither,No,Yes,Yes,Yes,Better,Perot,Republican,50 to 75K,Moderate,18 to 64,State,East,60 and over,60 and over,Republican,50 to 64,1.9089999999999998
43.0,83.0,35.0,Third call,50-59,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Democrat,50 to 64,1.806
43.0,83.0,36.0,Third call,45-49,White,Female,Sundquist,Disapprove,Approve,No,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.484
43.0,83.0,37.0,Third call,65 and over,White,Female,Sundquist,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.9089999999999998
43.0,83.0,38.0,Third call,40-44,White,Female,Sundquist,,,,Neither,,,,,Worse,,,15 to 30K,Conservative,18 to 64,State,East,30 to 44,40 to 49,,40 to 49,1.484
43.0,83.0,39.0,Third call,40-44,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.6189999999999998
