State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Phys-Ass-Suicide,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Feiger opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person,Union member in HH
23.0,61.0,12.0,First call,60-64,White,Male,Engler,Disapprove,,No,,,,,Same,,Republican,,,Liberal,18 to 64,,National,Complete,Detroit suburbs,60 and over,60 and over,Republican,50 to 64,0.587,,
23.0,61.0,13.0,Second call,18-24,Black,Male,Engler,Approve,Approve,No,Neither,No,Yes,Yes,Same,Perot,Independent,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Detroit suburbs,18 to 29,18 to 24,Independent/Other,18 to 24,0.5740000000000001,Favorable,Yes
23.0,61.0,14.0,Second call,45-49,White,Male,Feiger,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Something else,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.28099999999999997,Unfavorable,No
23.0,61.0,15.0,Second call,40-44,Black,Female,Engler,Approve,Approve,No,Support Clinton,No,No,No,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Detroit suburbs,30 to 44,40 to 49,Republican,40 to 49,0.368,Favorable,Yes
23.0,61.0,16.0,Second call,25-29,Black,Female,Engler,Approve,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,,National,Complete,Detroit suburbs,18 to 29,25 to 29,Republican,25 to 29,0.5589999999999999,Unfavorable,No
23.0,61.0,17.0,Second call,30-39,Asian,Male,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Republican,HS grad,15 to 30K,Moderate,18 to 64,,National,Complete,Detroit suburbs,30 to 44,30 to 39,Republican,30 to 39,0.351,Unfavorable,No
23.0,61.0,18.0,Second call,45-49,White,Female,Engler,Approve,Approve,No,Neither,No,No,Yes,Same,Did not vote,Democrat,Some college,,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.34099999999999997,Favorable,Yes
23.0,61.0,19.0,Second call,45-49,White,Male,Feiger,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Something else,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.28800000000000003,Unfavorable,No
23.0,61.0,20.0,Second call,45-49,Black,Female,Engler,Approve,Approve,No,Support Clinton,Yes,No,No,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,0.368,Favorable,Yes
23.0,61.0,21.0,Second call,30-39,White,Male,Feiger,Disapprove,Disapprove,Yes,Oppose Clinton,No,Yes,Yes,Worse,Dole,Republican,HS grad,,Moderate,18 to 64,,National,Complete,Detroit suburbs,30 to 44,30 to 39,Republican,30 to 39,0.28099999999999997,Unfavorable,Yes
23.0,61.0,22.0,Second call,25-29,Black,Female,Engler,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Worse,Did not vote,Republican,HS grad,15 to 30K,Moderate,18 to 64,,National,Complete,Detroit suburbs,18 to 29,25 to 29,Republican,25 to 29,0.5589999999999999,Unfavorable,No
23.0,61.0,23.0,Second call,40-44,White,Female,Engler,Approve,Approve,No,Neither,No,No,Yes,Same,Perot,Democrat,Some college,15 to 30K,Moderate,18 to 64,,National,Complete,Detroit suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.34099999999999997,Unfavorable,Yes
23.0,61.0,24.0,Second call,50-59,White,Male,Feiger,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No HS,15 to 30K,Conservative,18 to 64,,National,Complete,Detroit suburbs,45 to 59,50 to 59,Republican,50 to 64,0.28099999999999997,Unfavorable,No
23.0,61.0,25.0,Second call,30-39,Black,Male,Engler,Approve,Approve,No,Neither,No,No,No,Same,Perot,Democrat,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,Detroit suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.377,Favorable,Yes
23.0,61.0,26.0,Second call,40-44,White,Female,Engler,Approve,,No,,,,,Better,,Independent,,,Moderate,18 to 64,,National,Complete,Detroit suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.34099999999999997,,
23.0,61.0,27.0,Second call,45-49,Hispanic,Male,Engler,Approve,,No,,,,,Same,,Something else,,50 to 75K,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.377,,
23.0,61.0,28.0,Second call,50-59,Black,Male,Feiger,Disapprove,,Yes,,,,,Worse,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.303,,
23.0,61.0,29.0,Second call,40-44,White,Female,Engler,Approve,,No,,,,,Worse,,Independent,,,Liberal,18 to 64,,National,Complete,Detroit suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.34099999999999997,,
23.0,61.0,30.0,Second call,30-39,White,Female,Engler,Disapprove,,No,,,,,Same,,Independent,,50 to 75K,Liberal,18 to 64,,National,Complete,Detroit suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.34099999999999997,,
23.0,61.0,31.0,Second call,60-64,White,Female,Engler,Approve,,No,,,,,Better,,Something else,,,Moderate,18 to 64,,National,Complete,Detroit suburbs,60 and over,60 and over,Independent/Other,50 to 64,0.5720000000000001,,
23.0,61.0,32.0,Second call,50-59,Black,Male,Feiger,Disapprove,,Yes,,,,,Worse,,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.303,,
23.0,61.0,33.0,Second call,30-39,Black,Female,Engler,Disapprove,,No,,,,,Same,,Something else,,30 to 50K,Liberal,18 to 64,,National,Complete,Detroit suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.368,,
23.0,61.0,34.0,Second call,45-49,White,Female,Engler,Approve,,No,,,,,Better,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.34099999999999997,,
23.0,61.0,35.0,Second call,30-39,White,Female,Engler,Disapprove,,No,,,,,Same,,Independent,,30 to 50K,Liberal,18 to 64,,National,Complete,Detroit suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.34099999999999997,,
23.0,61.0,36.0,Second call,40-44,White,Male,Feiger,Approve,,Yes,,,,,Worse,,Independent,,,Liberal,18 to 64,,National,Complete,Detroit suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.28099999999999997,,
23.0,61.0,37.0,Second call,50-59,Black,Male,Feiger,Disapprove,,Yes,,,,,Worse,,Republican,,30 to 50K,Liberal,18 to 64,,National,Complete,Detroit suburbs,45 to 59,50 to 59,Republican,50 to 64,0.303,,
23.0,61.0,38.0,Second call,50-59,White,Female,Engler,Disapprove,,No,,,,,Worse,,Something else,,50 to 75K,Conservative,18 to 64,,National,Complete,Detroit suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.34099999999999997,,
23.0,61.0,39.0,Third call,50-59,White,Male,Feiger,Approve,Approve,No,Neither,No,No,Yes,Worse,Perot,Independent,HS grad,50 to 75K,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.28800000000000003,Favorable,Yes
23.0,61.0,40.0,Third call,40-44,Black,Female,Feiger,Disapprove,Disapprove,Yes,Neither,No,Yes,Yes,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,,National,Complete,Detroit suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.294,,Yes
23.0,61.0,41.0,Third call,30-39,Black,Male,Feiger,Approve,Approve,No,Neither,No,No,No,Same,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,,National,Complete,Detroit suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.31,Unfavorable,No
23.0,61.0,42.0,Third call,40-44,Black,Female,Feiger,Disapprove,Disapprove,Yes,Neither,No,No,Yes,Worse,Dole,Democrat,HS grad,30 to 50K,Moderate,18 to 64,,National,Complete,Detroit suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.294,Unfavorable,Yes
23.0,61.0,43.0,Third call,45-49,Black,Male,Feiger,Disapprove,Disapprove,Yes,Neither,No,No,Yes,Better,Perot,Democrat,Some college,50 to 75K,Liberal,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.303,Unfavorable,No
23.0,61.0,44.0,Third call,45-49,White,Female,Engler,Disapprove,Disapprove,No,Neither,No,No,Yes,Same,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,0.34099999999999997,Unfavorable,No
23.0,61.0,45.0,Third call,45-49,Black,Female,Engler,Disapprove,Approve,No,Support Clinton,No,No,Yes,Better,Did not vote,Republican,HS grad,15 to 30K,Conservative,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,0.368,Favorable,Yes
23.0,61.0,46.0,Third call,40-44,White,Female,Engler,Disapprove,Approve,No,Neither,No,No,Yes,Same,Did not vote,Republican,College grad,30 to 50K,Conservative,18 to 64,,National,Complete,Detroit suburbs,30 to 44,40 to 49,Republican,40 to 49,0.34099999999999997,Unfavorable,No
23.0,61.0,47.0,Third call,18-24,White,Male,Engler,Approve,Approve,No,Neither,No,Yes,No,Worse,Did not vote,Independent,HS grad,15 to 30K,Conservative,18 to 64,,National,Complete,Detroit suburbs,18 to 29,18 to 24,Independent/Other,18 to 24,0.5349999999999999,Favorable,No
23.0,61.0,48.0,Third call,18-24,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Better,Did not vote,Independent,HS grad,15 to 30K,Moderate,18 to 64,,National,Complete,Detroit suburbs,18 to 29,18 to 24,Independent/Other,18 to 24,0.5349999999999999,Unfavorable,No
23.0,61.0,49.0,Third call,45-49,Black,Male,Engler,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Something else,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.367,Unfavorable,No
23.0,61.0,50.0,Third call,30-39,White,Female,Engler,Disapprove,,No,,,,,Worse,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Detroit suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.34099999999999997,,
23.0,61.0,51.0,Third call,30-39,Hispanic,Female,Engler,Disapprove,,No,,,,,Worse,,Independent,,,Moderate,18 to 64,,National,Complete,Detroit suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.368,,
23.0,61.0,52.0,Third call,50-59,White,Female,Engler,Approve,,No,,,,,Worse,,Republican,,,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,50 to 59,Republican,50 to 64,0.34099999999999997,,
23.0,61.0,53.0,Third call,50-59,White,Male,Engler,Approve,,No,,,,,Worse,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Detroit suburbs,45 to 59,50 to 59,Republican,50 to 64,0.351,,
23.0,61.0,54.0,Third call,45-49,Black,Female,Engler,Approve,,No,,,,,Better,,Republican,,30 to 50K,Moderate,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,0.368,,
23.0,61.0,55.0,Third call,30-39,White,Female,Engler,Disapprove,,No,,,,,Better,,Something else,,15 to 30K,Liberal,18 to 64,,National,Complete,Detroit suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.34099999999999997,,
23.0,61.0,56.0,Third call,45-49,White,Male,Engler,Disapprove,,No,,,,,Same,,Independent,,50 to 75K,Conservative,18 to 64,,National,Complete,Detroit suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.351,,
23.0,61.0,57.0,Third call,50-59,White,Male,Engler,Disapprove,,No,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Detroit suburbs,45 to 59,50 to 59,Republican,50 to 64,0.351,,
23.0,61.0,58.0,Third call,60-64,White,Female,Engler,Disapprove,,No,,,,,Same,,Republican,,15 to 30K,Moderate,18 to 64,,National,Complete,Detroit suburbs,60 and over,60 and over,Republican,50 to 64,0.5720000000000001,,
23.0,61.0,59.0,Third call,60-64,White,Female,Engler,Approve,,No,,,,,Better,,Independent,,15 to 30K,Liberal,18 to 64,,National,Complete,Detroit suburbs,60 and over,60 and over,Independent/Other,50 to 64,0.5720000000000001,,
23.0,61.0,60.0,Third call,65 and over,White,Male,Feiger,Approve,,No,,,,,Better,,Independent,,,Liberal,65 and over,,National,Complete,Detroit suburbs,60 and over,60 and over,Independent/Other,65 and over,0.484,,
23.0,63.0,1.0,First call,50-59,White,Male,Other,Approve,Disapprove,Yes,Neither,No,No,No,Same,Perot,Independent,College grad,100K or more,Liberal,18 to 64,Favorable,State,Complete,North/Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.028,Favorable,No
23.0,63.0,2.0,First call,65 and over,White,Female,Engler,Approve,,No,Neither,No,No,,Better,,Democrat,HS grad,,,65 and over,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Democrat,65 and over,0.975,Favorable,No
23.0,63.0,3.0,First call,60-64,White,Female,,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,North/Northeast,60 and over,60 and over,Independent/Other,50 to 64,1.011,Unfavorable,No
23.0,63.0,4.0,First call,50-59,White,Female,Engler,Approve,Disapprove,No,Neither,Yes,Yes,Yes,Same,Perot,Democrat,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.914,Unfavorable,No
23.0,63.0,5.0,First call,65 and over,White,Female,Engler,Disapprove,,No,Neither,Yes,Yes,,Same,Dole,Republican,College grad,15 to 30K,Moderate,65 and over,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Republican,65 and over,0.975,Unfavorable,No
23.0,63.0,6.0,First call,65 and over,White,Male,Engler,Approve,Disapprove,Yes,,,,,,,,,,,65 and over,Unfavorable,State,Not complete,North/Northeast,60 and over,60 and over,,65 and over,1.054,Unfavorable,No
23.0,63.0,7.0,First call,65 and over,White,Female,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Independent,HS grad,Under 15K,Moderate,65 and over,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Independent/Other,65 and over,0.975,Unfavorable,No
23.0,63.0,8.0,First call,60-64,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,No,No,Yes,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Republican,50 to 64,1.076,Unfavorable,No
23.0,63.0,9.0,Second call,30-39,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Better,Dole,Democrat,Postgrad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,30 to 39,Democrat,30 to 39,1.013,Unfavorable,No
23.0,63.0,10.0,Second call,25-29,White,Male,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,North/Northeast,18 to 29,25 to 29,Republican,25 to 29,0.807,Unfavorable,No
23.0,63.0,11.0,Second call,40-44,White,Female,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,40 to 49,Republican,40 to 49,0.914,Unfavorable,No
23.0,63.0,12.0,Second call,30-39,White,Female,Engler,Approve,Disapprove,,Neither,No,No,Yes,Same,Clinton,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,30 to 39,Republican,30 to 39,0.907,Unfavorable,No
23.0,63.0,13.0,Second call,40-44,White,Male,Engler,Disapprove,Approve,No,Neither,,Yes,No,Same,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,40 to 49,Republican,40 to 49,1.013,Unfavorable,No
23.0,63.0,14.0,Second call,60-64,White,Female,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Democrat,50 to 64,1.098,Favorable,No
23.0,63.0,15.0,Second call,60-64,White,Female,Engler,Approve,Disapprove,Yes,Neither,,,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,,State,Complete,North/Northeast,60 and over,60 and over,Democrat,50 to 64,0.9520000000000001,Unfavorable,No
23.0,63.0,16.0,Third call,45-49,White,Male,Engler,Approve,Disapprove,No,Neither,No,No,,Better,,Independent,Postgrad,75 to 100K,Moderate,18 to 64,,State,Complete,North/Northeast,45 to 59,40 to 49,Independent/Other,40 to 49,1.013,Unfavorable,No
23.0,63.0,17.0,Third call,30-39,White,Male,Feiger,Disapprove,Approve,Yes,Neither,No,No,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,North/Northeast,30 to 44,30 to 39,Republican,30 to 39,1.117,Unfavorable,Yes
23.0,63.0,18.0,Third call,50-59,White,Female,Feiger,Approve,Disapprove,Yes,Neither,No,Yes,Yes,Worse,Clinton,Independent,Some college,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,North/Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.01,Unfavorable,No
23.0,63.0,19.0,Third call,50-59,White,Female,Engler,Approve,Disapprove,No,Neither,No,No,Yes,Same,Clinton,Republican,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,North/Northeast,45 to 59,50 to 59,Republican,50 to 64,0.914,Unfavorable,No
23.0,63.0,20.0,Third call,30-39,White,Female,Engler,Approve,Approve,No,Neither,No,No,Yes,Worse,Clinton,Independent,Postgrad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,North/Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.914,Unfavorable,No
23.0,63.0,21.0,Third call,50-59,White,Female,Engler,Approve,Disapprove,No,Neither,No,No,Yes,Better,Clinton,Something else,Some college,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.914,Unfavorable,No
23.0,63.0,22.0,Third call,50-59,White,Male,Engler,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,North/Northeast,45 to 59,50 to 59,Republican,50 to 64,1.013,Unfavorable,No
23.0,63.0,23.0,Third call,30-39,White,Male,Feiger,Disapprove,Disapprove,Yes,Neither,Yes,Yes,Yes,Worse,Other,Independent,Some college,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,North/Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.117,Unfavorable,Yes
23.0,63.0,24.0,Third call,45-49,White,Female,,Disapprove,Disapprove,No,Neither,,No,Yes,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,45 to 59,40 to 49,Republican,40 to 49,0.949,Unfavorable,Yes
23.0,63.0,25.0,Third call,60-64,White,Female,Engler,Approve,Approve,No,Neither,No,No,No,Same,Clinton,Independent,HS grad,,Moderate,18 to 64,Unfavorable,State,Complete,North/Northeast,60 and over,60 and over,Independent/Other,50 to 64,0.975,Favorable,No
23.0,63.0,26.0,Third call,50-59,White,Female,Engler,Disapprove,Approve,No,Neither,No,No,Yes,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,North/Northeast,45 to 59,50 to 59,Republican,50 to 64,0.914,Unfavorable,No
23.0,63.0,27.0,Third call,25-29,White,Female,Feiger,Approve,Disapprove,Yes,Neither,No,No,Yes,Same,Clinton,Independent,Some college,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,North/Northeast,18 to 29,25 to 29,Independent/Other,25 to 29,0.805,Unfavorable,No
23.0,64.0,1.0,First call,50-59,White,Male,Engler,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Republican,50 to 64,1.321,Unfavorable,No
23.0,64.0,2.0,First call,50-59,White,Male,Engler,Approve,Disapprove,No,Neither,No,No,Yes,Same,Dole,Independent,Some college,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Independent/Other,50 to 64,1.351,Unfavorable,No
23.0,64.0,3.0,First call,50-59,White,Female,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Republican,50 to 64,1.217,Unfavorable,No
23.0,64.0,4.0,First call,50-59,White,Female,Engler,Approve,Disapprove,No,Neither,No,No,Yes,Same,Dole,Something else,HS grad,,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Independent/Other,50 to 64,1.217,Unfavorable,No
23.0,64.0,5.0,First call,30-39,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,1.351,Unfavorable,Yes
23.0,64.0,6.0,First call,50-59,White,Female,Feiger,,,No,,,,,,,,,,,18 to 64,Favorable,State,Not complete,Unvrsty/Upper,45 to 59,50 to 59,,50 to 64,1.054,Favorable,Yes
23.0,64.0,7.0,First call,40-44,White,Female,Engler,Approve,Approve,No,Neither,Yes,Yes,Yes,Better,Clinton,Republican,Some college,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Republican,40 to 49,1.217,Unfavorable,No
23.0,64.0,8.0,First call,45-49,White,Male,Engler,Disapprove,Approve,No,Neither,No,,,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Republican,40 to 49,1.351,Unfavorable,No
23.0,64.0,9.0,Second call,50-59,White,Female,Feiger,Approve,Approve,Yes,Support Clinton,No,No,No,Better,Did not vote,Democrat,HS grad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,1.032,Favorable,Yes
23.0,64.0,10.0,Second call,40-44,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,No,Worse,Dole,Republican,College grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Republican,40 to 49,1.351,Unfavorable,No
23.0,64.0,11.0,Second call,50-59,White,Female,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,Some college,,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Republican,50 to 64,1.217,Unfavorable,No
23.0,64.0,12.0,Second call,40-44,White,Female,Engler,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Republican,40 to 49,1.217,Unfavorable,No
23.0,64.0,13.0,Second call,65 and over,White,Male,Feiger,Disapprove,Disapprove,Yes,Neither,Yes,Yes,No,Same,Dole,Independent,,15 to 30K,Liberal,65 and over,Favorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Independent/Other,65 and over,1.42,Unfavorable,Yes
23.0,64.0,14.0,Third call,45-49,White,Male,Engler,Disapprove,Disapprove,,Neither,Yes,Yes,No,Worse,Other,Republican,Some college,Under 15K,,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Republican,40 to 49,1.343,Unfavorable,No
23.0,64.0,15.0,Third call,45-49,White,Female,Engler,Approve,Disapprove,No,Neither,No,No,,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,1.217,Unfavorable,Yes
23.0,64.0,16.0,Third call,30-39,White,Male,Feiger,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,1.172,Unfavorable,Yes
23.0,64.0,17.0,Third call,30-39,White,Male,Engler,Disapprove,Disapprove,No,Neither,No,No,No,Same,Perot,Independent,Some college,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,1.351,Unfavorable,No
23.0,64.0,18.0,Third call,30-39,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,1.351,Unfavorable,Yes
23.0,64.0,19.0,Third call,30-39,White,Female,Feiger,Approve,Approve,Yes,Neither,No,No,Yes,Worse,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,1.032,Favorable,No
23.0,64.0,20.0,Third call,25-29,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Something else,Some college,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,18 to 29,25 to 29,Independent/Other,25 to 29,1.228,Favorable,No
23.0,64.0,21.0,Third call,30-39,White,Female,Engler,Disapprove,Approve,No,Neither,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,1.217,Unfavorable,No
23.0,64.0,22.0,Third call,40-44,White,Female,Engler,Approve,Approve,No,Neither,No,No,No,Better,Perot,Democrat,College grad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,1.217,Unfavorable,Yes
23.0,64.0,23.0,Third call,40-44,White,Male,Feiger,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,1.172,Unfavorable,Yes
23.0,64.0,24.0,Third call,25-29,White,Female,Feiger,Approve,Disapprove,Yes,Neither,No,No,,Same,Clinton,,HS grad,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,Unvrsty/Upper,18 to 29,25 to 29,,25 to 29,1.103,Favorable,Yes
